ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u1	Mrs Farih is not here. Mr Boukili apologized.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u12	Minister, thank you for your lengthy answers. However, I have the impression that we should thank you for letting Parliament debate such a fundamental issue as vaccination pass or compulsory vaccination, which should go without saying. Moreover, we are not fooled: if this debate is held, it is not out of love for democracy, but because you have been put in difficulty by the inability of your majority partners to agree on this two-pronged issue. In other words, you give us the hot potato. Anyway, we'll take on our responsibilities. Having said that, I regret that only this issue is the subject of parliamentary debate, whereas the House should have had the freedom to debate all health measures - which the Pandemia Act ultimately prevents us from doing. That things are very clear, it is true that my party had initially supported this CST, because it was then a tool that would allow us to continue to live, while avoiding the congestion of hospitals and a further closure of sectors. Nevertheless, this support was conditional. First of all, the CST had to be proportionate and temporary – a criterion on which the Council of State rightly insisted. Then, this device had to be evaluated. What are we witnessing today? The CST will be extended as long as we're not in yellow code, as you just confirmed. In addition, this choice was formed unilaterally by your government, without taking into account the opinion of the experts, but also the huge wave of contamination caused by the Omicron variant. I hear you believe in the utility of the CST, but it's not enough to believe it. It must be objected to again! This is essential for respectful adherence to this measure. I would therefore like to reiterate my requests in this regard. First of all, it is important that an objective evaluation of the CST be carried out in terms of health efficiency, as well as respect for human rights. This has, moreover, been planned by the Brussels Region, but this evaluation must be able to benefit the whole country. In addition, it must take into account persons who do not have a CST, but who continue to have a social life next door, for example by going to clandestine festivals without any respect for the gestures of barriers. There are some every day – I invite you to visit the social networks. Even yesterday, at his hearing, Mr Marius Gilbert recalled that this reality had been completely obscured by the Codeco. Similarly, the majority of contamination sites are precisely those that are exempt from the CST's obligation. I am thinking of the family sphere, the workplace or public transport. My second request is to obtain an opinion from the Council of State and the Data Protection Authority on any measure aimed at strengthening the CST, either by reducing the validity of the healing certificates or by removing them, as would a vaccination pass. As Mr Gilbert said yesterday, the best immunity today would be vaccination followed by infection, because the vaccine and infection stimulate different types of immunity. Therefore, these different types of immunity can complement each other. It is this work which, in our view, would enable us to decide the question of the future of the CST in full knowledge of the matter, as was decided, just a few days ago, by Catalonia. The Commission has decided to abandon the use of the health pass, precisely because "a part of the population is again likely to be infected with the virus because of the omicron variant, regardless of its vaccination status or the fact that it has already contracted the disease, so that the effectiveness of the compulsory use of the Covid certificate does not cease to decrease". Therefore, as regards the reasons underlying the five-month validity period for the healing certificate, you justify it once again not by objective data but by a doubt, namely that of the immunity which will be acquired following contamination of the omicron variant. In other words, one might very well imagine that the duration of the CST may still fluctuate depending on the variants and their virulence. This alone shows how unreliable the CST without objective evaluation is. Finally, I wanted to go back to the frauds at the CST. You explain to us, as you have already done, that there is a digital key on each QR-code, which finally allows you to detect false QR-codes directly because they automatically become red. This is very good, but it does not provide any solution to the most common and recurring problem, which is the use of the QR-code of a friend, brother or sister, etc. I think this is really a serious problem that needs to be addressed and that requires a real information and awareness campaign. These frauds not only harm the sectors that depend on this CST so that they can remain open, but also endanger people who think they are going to the restaurant, a bar or the gym safely, when they are not.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u13	Minister, I am quite concerned about the lightness with which you are addressing this debate. We need to get back into the context. With this CST, we restrict the fundamental right of citizens to move wherever they want. And it's never before seen! In the beginning, the CST was justified by saying that in this way, we would emerge from the crisis. At the PTB, we warned from the start that we did not believe it. But you said that this would make it easier for us to get out of the crisis. That was the point. We were going to do something very serious, restrict fundamental freedoms, but we were going out of the crisis. And this promise has not been kept at all. Now, you come to tell us that the CST still reduces the risk a little bit, and so that's good. No! The question must be asked: is this still proportionate?
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u14	Mrs Merckx, I've heard you say so many things that you're against. You have already argued in favour of reopening the cafés when they were subject to further restrictions. We were not allowed to impose restrictions on the cafes, the CST should not be asked, oral masking for children was not allowed. You are against every piece of protection we propose. You don't really want anything, except some cheap talk about people living healthier. I totally agree with that, but that doesn't help us if we get mugged by a pandemic. Would you like to have the courage to say what we should do, not just something, but something credible? Of any individual measure on which there is some discussion, you say you are absolutely opposed, but then there is nothing left. Fortunately, you have nothing to say, because then there would be no policy.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u15	Minister, your way of conducting the debate is not correct. You can read all my speeches and press releases. With regard to the health measures proposed by the PTB since 10 March 2020, we have called for the engagement of 1,200 prevention workers in the field when the first containment had not yet begun. We pleaded for self-tests, and how many times for a change in tracking and testing system, to support the first line among others... We pleaded for a lot of action to be taken and, with respect to the CST, we expressed our fears. You said that this was the way out of the crisis and that, for that, you would restrict our fundamental freedoms. Today it seems ineffective. What you don't dare to do is at least question what you said at that time. You said vaccination was going to get us out of the crisis and give us the kingdom of freedom. That's not the case! Have the honesty to recognize it and review your strategy towards mandatory vaccination. Again, you focus on vaccination, but you need to consider the other criteria. Today, I disagree when you say that because there is a risk reduction, we will still maintain the CST. No! Is it still proportionate? You don't take side effects into account and I'm not just representing PTB here. These are things that the experts explained to us during the hearings, among other things. CSE polarization is a side effect. These are significant discriminations, a burden on the health care system because of the need to be tested and burdened with the health care system in order to be in order. And you can't tell us if the vaccination rate has increased or not. Risks have not been assessed and unvaccinated individuals meet elsewhere. I do not find it obvious that, on the one hand, you can go to work after seven days, but on the other hand, you cannot go to the restaurant or the cinema. For you, it seems obvious but I know a lot of people who tell me that they can contaminate their colleagues, die at work or make others die - that's how people express themselves - but that they can't go to the coffee shop, or to the restaurant or go to a play perhaps reserved for six months and that they are so eager to see after these periods of isolation. For me, the same rule must be applied everywhere.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u16	Minister, thank you for the answers you have just given. I would like to share a feeling with you. I appreciate participating in the effort to try to get us out of this period that is extremely difficult for everyone. When I am in the Health Committee or on the ground in Courcelles as a mayor, I no longer feel political, because the problem is the same for everyone. Our citizens suffer, regardless of the area in which they suffer, regardless of their age. I will therefore always be ready to participate in finding the most acceptable solutions possible, so that our citizens will suffer as little as possible. Indeed, I can say through my meetings, questioning, behaviour in different sectors, that the citizens are really at a standstill. To hang them up, communication remains essential; I have already said so many times, both to you, Minister, and to the Minister of the Interior in various speeches. I asked you a few questions. I take part in all the debates and I follow this closely. I confess I didn't understand all the answers. Why? Because it's getting more and more complex. If we are already struggling to find ourselves there – and we must have the honesty to say so – how can we get the right messages out to the public? When we see certain rules that we respect as mayors, I still regret today, and all this time that has passed, that we have not conducted an investigation. It's an idea I'm launching. We could have started a survey of the mayors. I'm sorry we didn't get them, didn't hear them. Because we are really at the heart of this crisis and at the heart of the problems that are being experienced. Whatever our political colour, we all live the same things, with a population of all ages, of all configurations. We all know the problems. There is a real need to improve communication, and to schematize the use of tests, because people don't understand anything about it anymore. Even yesterday, I had to reassure my own 17 and 18-year-olds that for me, too, it is heavy, but that we must make a collective effort and move forward together. I have not been able to answer their question so much I find it unfair, even though I know that some decisions are made at other levels of authority. How can we explain to two children of the same family who have been vaccinated, each of whom is entitled to the booster, that the 17-year-old is not entitled to it and that he will therefore be deprived of certain activities?
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u17	Mrs. Taquin, may I ask you to conclude?
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u18	Mr President, when members of your group have the floor, you let them speak! Let me finish!
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u19	Mrs. Taquin, please! Ms. Merckx had four minutes and she did not use them. On the other hand, you had two minutes and you're four!
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u20	Mr President, do you think what I'm saying is not interesting?
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u21	I didn't say that! I'm trying to be honest.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u22	I don't do press releases to make wind and go get an electorate...
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u23	This has nothing to do with it! I'm asking you to close.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u24	Minister, what can we answer to this 17-year-old who has followed his entire vaccination scheme and who is not entitled to the booster? The question is not simple. I know that the experts also recommend certain things but there are many injustices through this crisis. Our work for all, regardless of our political background, is to minimize these injustices and to work on equal opportunities by balancing them with risks. The primary role of everyone is to protect their neighbor.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u25	As a reminder, you have two minutes for the question and two minutes for the reply.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u26	Mr. President, I know. This compensates for all the minutes I have not used in other debates in which many people have often spoken so as not to say anything!
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u27	Mr President, I would like to say to Mrs Taquin that for those under the age of 18, the validity of the CST is maintained with two doses of vaccine, thus without booster. Minister, if what I'm saying is wrong, cut me off.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u28	I'm not here to pass a check or a query. The situation in Belgium may not necessarily be the same elsewhere.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u29	I'm answering for those under 18, because it's an important element. Mr President, I now start my question. Minister, at the press conference following the Codeco, I heard the Prime Minister say that after the hearings on the vaccination obligation, the Codeco would take over. We will see if there is not a small game of "participatory majority" and if there is a real possibility of making recommendations at Parliament level, what I hope will happen. Mr Minister, you have a speech on the CST which is very theoretical and, in my view, rather simplistic, and which sets aside the inconsistencies. Consider, for example, the comparison with the seat belt. What is the government doing? The government has decided, for high-risk contacts, which are known to be most likely to be positive, that they should not isolate themselves or test themselves using the PCR. They are the people who are most likely to be positive, and you remove a seat belt from them yourself. Let us recognize that, in paradoxes and inconsistencies, this is a real problem. Can the CST be one of the useful weapons in the arsenal to combat an epidemic or pandemic? I think so. But the big question is whether it is still useful today, given the evolution of scientific data, given the epidemiological evolution, given our vaccination rate, given the characteristics of the omicron variant and with the conditions of validity, on which you have given an important screw trick and which you have just changed, the effectiveness being now limited to five months for the disease certificate and for the vaccine. You are and you remain in a rigid pattern. I would really like you to take into account now the epidemiological and scientific evolution, and to adapt your scheme to this evolution. For me, on the one hand, the question of the current usefulness must be examined and, on the other hand, the decision of these famous five months of post-vaccine validity or recovery certificate must be reviewed. Look a little bit: you can't get boosted for four months. Then you are announced that after five months, you will no longer be entitled to your CST. In the meantime, the majority of these people are likely to have been infected with omicron. I am thinking in particular of young adults. Developments should be considered very quickly.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u30	Minister, there are Catholic church men who can learn something from you, a socialist. It is not the first time that you have given me an answer and a few months later you say exactly the opposite, or claim something that is not in line with what you said earlier. For example, I recall that you stated in this committee that everything would remain based on the second shot. We are now a few months away and you are putting the opposite into practice. In your reply you also come up with an amazing explanation, Minister, in particular that you want to wait for Parliament's response to the CST. It may be the first time, but I welcome the fact that you have found your way to Parliament and appreciate our opinion. Perhaps you should also explain that position to the members of the majority parties in our committee? This morning they did not really know about this. As far as your comparison with the seat belt is concerned, I think it would be more appropriate to consider the CST as an old maintenance invoice to show that the brakes of a car are still in order today. Possibly, possibly not, impossible to know. The fact is that there is no scientific basis for the CST. It doesn't work and doesn't provide more security, on the contrary. In practice, the Covid Safe Ticket is nothing more or less than a polarizing and discriminatory Covid Unsafe Ticket. Mr. Secretary, I'm gonna blow off your pitches in advance. We are not opposed to all measures, but we are only in favour of good measures. For example, we are for vaccination, for working at home, for testing and that's more, but against the CST.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u31	Minister, at the committee meeting of 21 September last year, you fixed a date, particularly at the end of January. We know that it is not easy on the French-speaking side to find a solution to the problem of medical quotas. It's been like that for decades. However, you said that an agreement on the control mechanism should be concluded by the end of January. The only thing we know is that, in the meantime, very late talks have started with Community Minister Glatigny and that motions for a conflict of interest have been tabled in the Walloon Parliament and in the French Parliament, but we have not yet seen the response mechanism in the coalition agreement, which you said in September, was ready in case there was no agreement by 1 February. Last week you came no further than the answer that is now being intensively discussed with the French Community and that you hope to reach an agreement on this, but I still have a few specific questions. How are you doing with the federal planning agency you're planning to set up? Are you still convinced it's a good idea? The deadline is over. That deadline was yesterday. How long will you delay this? What does a deadline mean to you? How much time do you give to reach an agreement on a control mechanism? How do you see the chances of success of an agreement, given that you stated last week that we are now negotiating? Finally, will you, as you yourself have proposed, today, 1 February, remove your plans on the federal response mechanism, as no agreement has been reached until today? I'm very curious to hear your answers.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u32	Minister, I cannot always follow the opinion of my right-wing colleagues in the dossier. It is an old Community dispute, but something that was decided 20 years ago is not always a smart decision today. One municipality in the two in Wallonia and three municipalities in the four in Flanders have a shortage of general practitioners. So the question is whether limiting the RIZIV numbers is still current. This year we have seen the struggle of young doctors-specialists for better working conditions. I therefore wonder how we will solve the problem without a larger influx of doctors. I really do not understand the ideological position of the colleagues on the right. They can't change their minds. Minister, you, too, seem to want to see more stringent treatment of medical quotas. The various provisions include a section of legislation that has effectively made Francophone students react because it could largely threaten the granting of INAMI numbers and further restrict access to studies. Given the covid crisis and all that we've been through over the last two years, and even before, I don't understand what you're arguing for. You finally follow the colleagues on the right. Minister, my questions are as follows. What guarantees do you have that the current medical students will receive a RIZIV number after obtaining their diploma? How are the talks with the Communities going? Will you end the quota? Will the reform of hospital funding also bring performance medicine to an end? What about the land register of the planning committee? How will you ensure that this takes due account of needs in the field?
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u33	Mr President, Minister, you know that this is a matter on which I am very much involved. For weeks, I have been fighting the famous clause 69 of your bill. You resolve your political disagreement between ministers, between levels of power on the backs of future young doctors and dentists who, once graduated, could not exercise because they were not "limited" by the French Community. For me, the principle must be that a young doctor or a young dentist who is a graduate must be able to get his INAMI number if he wants to invest in a curative field. For me, it is a matter of respect for our young people. In fact, we need it singularly. Some recalled that there were conflicts of interest. I have repeatedly suggested, as soon as your project has arrived, that this article be put on hold and not voted on for the time you were discussing with the Communities and that you reach an agreement, a political agreement and not an agreement on the backs of young people. You didn't want it. Your government majority voted this article twice and validated it to the government twice. With other colleagues, I sent him to the Council of State. Discussions now seem to be moving forward between the federal government and the Communities. What is the status of the discussions on this subject? For the past year, how many times has this topic been discussed either in the Inter-Ministerial Conference or in another framework of discussion and negotiation, possibly directly between ministers, or even in a bilateral exchange or with all the entities concerned. I would like to have a precise timetable for these discussions and to know what points have been agreed between the federal government and the federated entities?
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u34	Mrs Rohonyi, you have the floor for both of your questions.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u35	Mr President, this is in fact a single question, which I had to update following the latest developments in this matter. Mr Minister, with the health crisis, as we have seen, Belgium is facing a shortage of doctors that affects the whole country and is aggravated by the ageing of the population, which increases our need for hospitalization and medical care. Despite this reality, your Government, and especially your policy note, has chosen to strengthen the INAMI quota system by providing "an accountability mechanism". You also stated that if this accountability mechanism were not to emerge before 31 January 2022 (i.e. yesterday), a quota certification system would be approved at the federal level. That is what is provided for in your bill, which therefore contains a section on INAMI quotas. In doing so, you laid the foundation for a false negotiation. You have created the basis for an instrument of pressure on the Communities, but of course also on future doctors. What is all the more important is that the basis of this negotiation was not sound. It comes to my mind that Minister Glatigny would have been given a mandate to negotiate that the week of 3 January, so that the Communities would have had only less than a month to find this important solution in conjunction with the federal level. In this respect, it is true that my colleague Mrs Van Peel asked you on 27 January last in plenary. You have had the opportunity to confirm your preference for an inter-federal agreement, despite everything, stating that you are leading an "intensive concertation" with the French Community in order to reach an agreement. Except that today is 1 February, and it must be noted that this agreement has not yet been reached. Minister, did Minister Glatigny actually receive a mandate to negotiate at the federal level a little less than four weeks ago? When exactly? Why was the mandate granted so late? Confirm the Minister's statement to the Parliament of the Wallonia-Brussels Federation that the Ecolo party initially refused it. Would that not justify delaying the deadline of January 31, 2022? Could you provide us with information on these consultations, which you consider to be "intensive"? When exactly did they start? What are the guidelines? We also know that three of your majority partners rejected in the Walloon Parliament this morning the conflict-of-interest procedure proposed by the CDH, believing that "it was premature" and that "it was necessary to give its chance to negotiation", because it had to continue. Therefore, I would like to ask you whether you are prepared to suspend consideration of this bill, for which we have just received the advice of the Council of State, even if only for the time that these negotiations are concluded, since it seems that this is the objective. Finally, how is national demography taken into account in the decision to maintain these quotas and establish a federal quota mechanism?
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u36	Mr President, ladies and gentlemen, I confirm that there are still discussions on how we can best adapt the medical offer to the needs. First of all, I would like to stress why this objective is so important. It is actually a question of ensuring that the supply of doctors allows care to be provided to those in need of care, with a high level of quality and a suitable number of doctors. The same applies, of course, to dentists and dentistry. Once again, I would like to stress that it has to do with objectives relating to the quality of training, the quality of the medical profession itself and also the quality of care. I agree with the statement that the supply should not only be sufficiently large for the whole of a region, but that health policy in the regions should also ensure that doctors are well spread across the regions. There should be no acute deficit areas where there may be too much concentration elsewhere. That is also an important issue. Important levers are in the regions, but to the extent that we can contribute at federal level to supporting doctors in their location in rural areas, we would, of course, like to do so. I agree that this, too, is an aspect of the whole discussion about the supply of doctors and how it is best organised. I think we really need to find an agreement between the federal government and the Communities that allows the organisation of adequate planning of the medical offer. It must also ensure that there is trust between the Communities and between the Communities and the federal authorities in how this is done. The underlying figures and the analysis work should be achieved with a great deal of mutual consultation, also on the basis of refined analysis of needs and bottlenecks. That is why we want to establish an inter-federal body. In addition, legal certainty is important for young people who wish to start or have already started these studies. I think we can agree on those elements. I will not go into more detail on the state of the negotiations. It is indeed February 2022 and I therefore hope that we will soon be able to conclude the consultations. After all, we had planned to be round by the end of January 2022. It's gonna stay that way. Of course, I cannot answer questions about mandates of one fellow minister in another government at another level of competence. I have no answer to that. I hope, however, that we will agree on an issue which has been going on for 20 years. I will also repeat that I believe that it is best to find an agreement on this that ensures mutual trust in the underlying analyses, in the figures, in the objectivity of the figures and in the way in which the offer is controlled. I also believe that the best way of controlling supply is at the beginning of the studies. I would therefore like to reiterate that the debate we have had on the draft various provisions for health care is a debate on the legal basis for something I consider sub-optimal and avoid. I would like to stress once again that the legal analysis of the text before us states that the text is not self-fulfilling. The implementation of the text requires a royal decision, which has been discussed in the Council of Ministers. If we take that step, I would certainly like to discuss this in the Council of Ministers. That goes without saying. We have often had this debate when it comes to the draft. I have indicated this a number of times, but I would like to confirm it once again. However, I am hopeful that we will be able to conclude the consultations in the coming days.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u37	Minister, you seem to have good hopes in discussions that have been going on for 25 years, but which are now suddenly coming to fruition. So what you said four months ago was just a laugh or a tough act. You will not set a new deadline and also made it clear that if your statements from four months ago were ever to come to fruition, they would have to be approved by the Council of Ministers first. Your French-speaking colleagues will not approve of this as a matter of urgency, as they have said. You are the umpteenth Minister of Health who is laughed at by the French-speaking partners and who will continue to cooperate consistently in this skeptical situation which has existed for decades and for which Flanders pays the price. Congratulations for that, and a lot of good hope for the credibility of citizens in this dossier.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u38	Minister, thank you for recognizing that the shortage of doctors is affecting the entire country. I hear Mrs Van Peel communautarising this debate again. It would have been good if she had attended the hearings that we had in the special committee covid-19, in which the doctors insisted that a big problem affects the whole country, having a direct impact on the caregivers, who work in disastrous conditions, but also on the patients, who have to face extremely long waiting times to get a medical appointment, which exposes them to an increased risk of medical complications, hospitalization and incapacity to work. I find it amazing that the N-VA, for purely community reasons, is concealing this reality. Secondly, Mr.Minister, I understand that there is an ongoing dialogue. There is a great blur around the state of this consultation and I thank you, however, for recognizing that it is under way to determine how best to align the medical supply with the needs. That is really the objective that any democratic party should pursue. However, I do not understand what is happening to the deadline you announced, that is January 31. If you really want, as you have said, to achieve mutual trust and a proper working environment between the Communities and the federal government, we must postpone this date to allow the negotiations to succeed. In general, you have placed a great deal of emphasis on the quality of training to justify the INAMI quotas and their strengthening. I therefore allow myself, in the course of the ongoing negotiations, to convey to you concerns that come from the field, in particular from the medical students I have had the opportunity to meet in recent weeks. They are very concerned about your bill and told me that it would be appropriate to improve the conditions of the internship rather than to break vocations as such a mechanism of accountability would do. Still, it is necessary to see what form will ultimately be retained. So I really invite you to meet with the current assistants who say that it is the workload that is impacting them today and is a problem for them, not the number of trainees. For the rest, one can really think about a better spread of the supply of doctors through geographical planning, i.e. a system where one would decide, for example, to have so many doctors for as many inhabitants but certainly not as we have done for too many years, limiting the number of doctors for all regions regardless of the needs. We're doing it right for pharmacists. Why don't we do it for the doctors?
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u39	Minister, you gave a lot of explanations about the objective and you may not like to hear it, but we are in complete agreement on that objective. We agree on what you say about the supply, the quality, the lack of legal certainty among students to be dealt with, but that was not my question. Mrs Rohonyi, it is because for more than 20 years the French speakers have refused to do what the Flemings have done, that there are problems. So it is not us who are communitizing it. Minister, I find it very easy that you do not give any further explanations about the ongoing consultations. All you do is confirm that the consultations are ongoing and express your hopes three times. Hope makes life, but it's not up to a minister to hope for. It's up to a minister to act. We have already known that your words are not worth much, whether they are about discrimination against young people in terms of vaccinations or deadlines you set yourself. That deadline suddenly doesn't count, you don't give a new deadline at all. However, we do expect you to act and at least implement your own coalition agreement and work on that response mechanism. Get it out of your drawer. Keep hoping for an agreement that hasn't been around for 20 years, after all, is a bit like waiting for Godot. The coalition agreement will not apply for that long and I do not want to wait that long for a response mechanism.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u40	Mr President, this is an absurd discussion. People from other countries may have to listen to us and see the situation we are in. After two years of crisis, we were able to see that we were desperately short of doctors and hands on the ground. Today we need vocations, people who want to get involved, and not the other way around. I do not explain this to myself, apart from the fact that our country is mired in a Community dispute, knowing that some live only from this. Minister, I can't understand you! You are hoping for an agreement while going to the negotiating table with your Article 87 knife in your hand. In my view, it is not in this way that a solution can be found. In any case, I believe that the only logical solution – I know that I plead here in favour of an inaudible measure for some – would be to relax the conditions for access to medical studies, also in Flanders, to upgrade the profession of general practitioner in order to create vocations and, finally, to change this system of medicine to the provision which is the cause of overconsumption. We need doctors in the field who think about prevention. If the crisis of the covid did not teach us this state of affairs, I do not understand anything! That is my opinion on the matter.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u41	Minister, I asked you about the dates of the discussions over the past year, and you did not provide me with a single date. So I have to conclude that nothing has happened in a year. It seems to me first and foremost crucial to respect those who are studying, long-term studies, and therefore to guarantee an INAMI number to any graduate, doctor or dentist, who goes or wants to practice in the curative. So yes, we have to reach an agreement, but I repeat once again how indispensable it is to remove this famous section 69 from your bill with various provisions, because not only the pirouette of the royal decree is not provided for in the law but, in addition, if tomorrow there is a new government, the agreement will no longer hold for a second. In addition, you fully delegate to INAMI the application of the law's publications to the Belgian Monitor. Having quality care and an adequate number of physicians and dentists are important issues. Nevertheless, may I remind you that one in two municipalities is facing a shortage of general practitioners in Wallonia? In Brussels, half of the neighbourhoods are concerned. On the other hand, many patients have to wait several months before they can get a consultation with a specialist. Finally, some agencies with a gable on the street recruit doctors abroad in turn to have them hired by hospitals in Belgium, simply because there are not enough Belgian doctors or who have studied in Belgium and are willing to go to work there. Minister, the situation is still extremely paradoxical. As long as we do not dare to deal with things as a whole, I think we will be wrong not only in terms of debate, but also in terms of a solution.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u42	We are in the current debate, and Mr Bacquelaine is asking for the floor.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u43	Mr President, I wanted to tell you that Minister Glatigny has made the choice of consultation. Others make the choice of confrontation and adopt a sort of anti-federal positioning. There is no federalism without consultation between the federal government and the federated entities, and this is obviously the most appropriate topic. I believe that the debate should take into account the objectives pursued, in particular to provide quality care and ensure a good distribution in the country. It is true that there are pockets of shortages in the country, but we must also take into account the capacity of doctors to train in our institutions and universities, which is fundamental. Mr Minister, I welcome the fact that you today reaffirmed what you had said, in response to our request, when we examined the legislation containing various provisions, namely that the legal analyses confirm that the text is not "self-executive" and that it requires for its implementation a royal decree negotiated in the Council of Ministers. We truly advocate effective coordination between the levels of power, with a priority. We consider that students who are in the curriculum, i.e. people who have graduated or are going to obtain their diploma, must be able to actually practise their profession as a doctor or dentist. Without that, it would be a huge waste to train caregivers who could not exercise. We cannot resolve to accept such a situation, know that. This is a priority for us and we will be paying particular attention to this point.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u44	Minister, at last your plan is ready to reform hospital funding. We are pleased that the debate has been opened, because that is what is needed and that is positive. So far we have not been able to find out much about your plan. Some general objectives on the far horizon seem to be positive. In this way you want to reduce the level of salaries between the different specialties. The cash flows that pass through the fees, you want to reduce. You want to reduce the number of inexpensive investigations and you want more transparency. Today, the federal government funding of the hospitals is only 40%. That percentage needs to go up. Minister, I was a little surprised when I read in the press the elements of your plan, because the debate is not limited, of course, to specialists. The funding of hospitals must cover all health professionals. I'm thinking specifically of the other health care staff. Already today, one in four caregivers is considering leaving the sector. It seems to me that this plan contains elements of Mrs De Block, in this logic of profitability. For example, you are talking about reducing the number of maternity wards. Minister, does giving birth really have to be efficient? You are also talking about making more use of day hospitalizations or reducing the number of days in hospital or lump-sum. I receive messages from hospital nurses, and they are concerned that these measures will further increase the pressure on the work of hospital nurses. As far as maternity is concerned, we discussed this two years ago. Vooruit, through your Chief of Staff, a former Member of Parliament, was absolutely against the closure of maternity wards at that time. He said that cost effectiveness cannot be the only measure envisaged. That's my first question. Secondly, hospital beds have been abolished for years. If I understand your note, you're going to do the same. Minister, don't you forget the nurses in your hospital reform? How are you going to do, with what is on the table, not to increase the work and the pressure at work for caregivers outside of doctors? How are you going to change the standards of supervision in hospitals?
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u45	We have to close, Mrs. Merckx.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u46	Are you going to close the maternity wards? I'm done, Mr. President.
ParlaMint-BE_2022-02-01-definitief-55-commissie-ic680x.u47	Minister, I was able to read this note on the reform of the organisation and funding of hospitals. There are a number of findings that are known about the difficulties of current funding and the financial reality of hospitals. A number of issues are addressed: quality, financial accessibility and accessibility to care, including the financial supplement component for patients, more integrated care efficiency for chronic patients, the nomenclature component – most of all we forget about the retrocession of fees since most fees remain in the hands of hospitals and do not go to doctors. But the devil is still in the details and, at this point, I have a number of questions. The networks were first created and now a number of principles are being put forward on the funding side, restrictions on certain services. We are clearly working backwards in this area. Is it healthy? Will there not be an absolute need to take into account the realities of networks rather than impose a set of standards without measuring their impact? You plan several speeds depending on the different aspects of the reform. Immediately, there are restrictions: clinical biology, radios, as well as a third part. All of this will have a strong impact on hospitals. You plan to shut down certain services, including maternity clinics, without measuring the impact on the field. In a second phase, you are planning other arrangements. How do you intend to ensure sufficient funding for hospitals in the meantime, when the arrangements you make directly will greatly reduce their funding? There is therefore a major challenge to be able to implement this reform, that of maintaining the funding of hospitals! There is nothing about nursing personnel, particularly in terms of coaching standards, the attractiveness of nurses and physicians. There is also nothing about taking into account the social specificity of patients. We're even talking about an abusive hospital stay instead of a day hospital. However, it is known that for patients with major social difficulties, they are hospitalized instead of resorting to the day hospital. I think this dimension is completely forgotten. Finally, I would also like to hear from you about the specific nature of university hospitals, which is barely discussed. You're planning an in-depth study. Who is going to carry out this study? At what cost and within what time frame?
