Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u12	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Guest	MP	Minister	ANO	Political group ANO 2011	-	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u13	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u14	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Regular	MP	Minister	ANO	Political group ANO 2011	-	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u15	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u16	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u17	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u18	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	-	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u19	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u20	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u21	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u22	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Guest	MP	Minister	ANO	Political group ANO 2011	-	Centre to centre-right	KarelHavlicek.1969	Havlíček, Karel	M	1969	
ParlaMint-CZ-en_2021-11-23-ps2021-002-01-001-901	ParlaMint-CZ_2021-11-23-ps2021-002-01-001-901.u23	Parliament of the Czech Republic, Chamber of Deputies, 2021-11-23	2021-11-23	Lower house	ps2021	-	ps2021/002	ps2021/002/01	ps2021/002/901	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
