Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u1	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u12	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekKopriva.1995	Kopřiva, František	M	1995	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u13	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u14	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekKopriva.1995	Kopřiva, František	M	1995	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u15	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u16	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekKopriva.1995	Kopřiva, František	M	1995	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u17	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u18	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekKopriva.1995	Kopřiva, František	M	1995	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u19	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u20	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	FrantisekKopriva.1995	Kopřiva, František	M	1995	
ParlaMint-CZ-en_2021-05-27-ps2017-093-03-001-001	ParlaMint-CZ_2021-05-27-ps2017-093-03-001-001.u21	Parliament of the Czech Republic, Chamber of Deputies, 2021-05-27	2021-05-27	Lower house	ps2017	-	ps2017/093	ps2017/093/03	ps2017/093/001	COVID	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
