Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u1	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u12	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Regular	MP	notMinister	SDP	Social Democratic Party of Finland	Opposition	Centre-left	MerjaMäkisaloRopponen	Mäkisalo-Ropponen, Merja	F	1958	
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u13	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Regular	MP	notMinister	VIHR	Green League	Opposition	Centre-left	HeliJärvinen	Järvinen, Heli	F	1963	
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u14	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u15	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Chairperson	MP	notMinister	KESK	Centre Party	Coalition	Centre	MauriPekkarinen	Pekkarinen, Mauri	M	1947	
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u16	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Regular	MP	notMinister	VIHR	Green League	Opposition	Centre-left	JohannaKarimäki	Karimäki, Johanna	F	1973	
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u17	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	JariMyllykoski	Myllykoski, Jari	M	1959	
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u18	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Regular	MP	notMinister	KOK	National Coalition Party	Coalition	Centre-right	TimoHeinonen	Heinonen, Timo	M	1975	
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u19	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	JariMyllykoski	Myllykoski, Jari	M	1959	
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u20	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Regular	MP	notMinister	VIHR	Green League	Opposition	Centre-left	KristaMikkonen	Mikkonen, Krista	F	1972	
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u21	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Regular	MP	notMinister	VIHR	Green League	Opposition	Centre-left	JohannaKarimäki	Karimäki, Johanna	F	1973	
ParlaMint-FI-en_2016-11-25-ps-121	ParlaMint-FI_2016-11-25-ps-121.u22	Minutes of the Finnish Parliament's plenary session 121/2016, 2016-11-25	2016-11-25	Unicameralism	Vaalikausi 2015	Valtiopäivät 2016	Täysistunto 121	2016-11-25	-	Reference	English	Regular	MP	notMinister	VAS	Left Alliance	Opposition	Left	JariMyllykoski	Myllykoski, Jari	M	1959	
