Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u41	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u42	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u43	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u44	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u45	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u46	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u47	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Coalition	Centre-left	JirofléeKarin	Jiroflée, Karin	F	1962	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u48	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	WollantsBert	Wollants, Bert	M	1979	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u49	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u50	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u51	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u52	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u53	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u54	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	FriartBenoît	Friart, Benoît	M	1951	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u55	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u56	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	WollantsBert	Wollants, Bert	M	1979	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u57	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u58	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	WollantsBert	Wollants, Bert	M	1979	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u59	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u60	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	WollantsBert	Wollants, Bert	M	1979	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u61	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u62	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PP	Parti Populaire	-	Right to far-right	CarcaciAldo	Carcaci, Aldo	M	1949	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u63	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u64	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	SchoonackerFrank	Schoonacker, Frank	U	-	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u65	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenBoschMarc	Van den Bosch, Marc	U	-	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u66	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u67	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u68	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	HeyvaertGriet	Heyvaert, Griet	U	-	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u69	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DeClercqWim	De Clercq, Wim	U	-	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u70	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u71	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	WollantsBert	Wollants, Bert	M	1979	
ParlaMint-BE-en_2014-09-23-54-commissie-ic007x	ParlaMint-BE_2014-09-23-54-commissie-ic007x.u72	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-09-2014	2014-09-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	CrusnièreStéphane	Crusnière, Stéphane	M	1967	
