Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2021-12-15-SDZ8-Izredna-89	ParlaMint-SI_2021-12-15-SDZ8-Izredna-89.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 89, (15. 12. 2021)	2021-12-15	Lower house	8. mandat	-	Izredna	-	-	COVID	English	Chairperson	MP	notMinister	NP	Parliamentary group of unrelated members of parliament	-	-	ZorčičIgor	Zorčič, Igor	M	1978	
ParlaMint-SI-en_2021-12-15-SDZ8-Izredna-89	ParlaMint-SI_2021-12-15-SDZ8-Izredna-89.ana.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 89, (15. 12. 2021)	2021-12-15	Lower house	8. mandat	-	Izredna	-	-	COVID	English	Regular	MP	notMinister	SD	Social Democrats	Opposition	Centre-left	KnežakSoniboj	Knežak, Soniboj	M	1962	
ParlaMint-SI-en_2021-12-15-SDZ8-Izredna-89	ParlaMint-SI_2021-12-15-SDZ8-Izredna-89.ana.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 89, (15. 12. 2021)	2021-12-15	Lower house	8. mandat	-	Izredna	-	-	COVID	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	SimonovičBranko	Simonovič, Branko	M	1953	
ParlaMint-SI-en_2021-12-15-SDZ8-Izredna-89	ParlaMint-SI_2021-12-15-SDZ8-Izredna-89.ana.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 89, (15. 12. 2021)	2021-12-15	Lower house	8. mandat	-	Izredna	-	-	COVID	English	Regular	MP	notMinister	Levica	The Left	Opposition	Left	KoražijaBoštjan	Koražija, Boštjan	M	1974	
ParlaMint-SI-en_2021-12-15-SDZ8-Izredna-89	ParlaMint-SI_2021-12-15-SDZ8-Izredna-89.ana.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 89, (15. 12. 2021)	2021-12-15	Lower house	8. mandat	-	Izredna	-	-	COVID	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	SimonovičBranko	Simonovič, Branko	M	1953	
ParlaMint-SI-en_2021-12-15-SDZ8-Izredna-89	ParlaMint-SI_2021-12-15-SDZ8-Izredna-89.ana.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 89, (15. 12. 2021)	2021-12-15	Lower house	8. mandat	-	Izredna	-	-	COVID	English	Regular	MP	notMinister	NSi	New Slovenia – Christian Democrats	Coalition	Centre-right	ReberšekAleksander	Reberšek, Aleksander	M	1980	
ParlaMint-SI-en_2021-12-15-SDZ8-Izredna-89	ParlaMint-SI_2021-12-15-SDZ8-Izredna-89.ana.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 89, (15. 12. 2021)	2021-12-15	Lower house	8. mandat	-	Izredna	-	-	COVID	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	SimonovičBranko	Simonovič, Branko	M	1953	
ParlaMint-SI-en_2021-12-15-SDZ8-Izredna-89	ParlaMint-SI_2021-12-15-SDZ8-Izredna-89.ana.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 89, (15. 12. 2021)	2021-12-15	Lower house	8. mandat	-	Izredna	-	-	COVID	English	Regular	MP	notMinister	NP	Parliamentary group of unrelated members of parliament	-	-	SlugaJanja	Sluga, Janja	F	1974	
ParlaMint-SI-en_2021-12-15-SDZ8-Izredna-89	ParlaMint-SI_2021-12-15-SDZ8-Izredna-89.ana.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 89, (15. 12. 2021)	2021-12-15	Lower house	8. mandat	-	Izredna	-	-	COVID	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	SimonovičBranko	Simonovič, Branko	M	1953	
ParlaMint-SI-en_2021-12-15-SDZ8-Izredna-89	ParlaMint-SI_2021-12-15-SDZ8-Izredna-89.ana.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 89, (15. 12. 2021)	2021-12-15	Lower house	8. mandat	-	Izredna	-	-	COVID	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Coalition	Right	RosecFranc	Rosec, Franc	M	1967	
ParlaMint-SI-en_2021-12-15-SDZ8-Izredna-89	ParlaMint-SI_2021-12-15-SDZ8-Izredna-89.ana.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 8, Extraordinary Session 89, (15. 12. 2021)	2021-12-15	Lower house	8. mandat	-	Izredna	-	-	COVID	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	SimonovičBranko	Simonovič, Branko	M	1953	
