Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-63	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-130	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71062310	Lundberg, Angelica	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-135	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q96324321	Sjöblom, Inga-Lill	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-136	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q71132178	Johansson, Martina	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-153	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q21578777	Söder, Larry	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-164	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q20652878	Nysmed, Leif	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-181	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q57168821	Berglund, Jörgen	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-203	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18245379	Richthoff, Roger	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-217	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q70731884	Thomsson, Lars	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-238	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q57168756	Gunnarsson, Hanna	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-249	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6030080	Oscarsson, Mikael	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-264	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18202415	Völker, Alexandra	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-276	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q57168821	Berglund, Jörgen	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-278	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18202415	Völker, Alexandra	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-282	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q57168821	Berglund, Jörgen	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-284	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18202415	Völker, Alexandra	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-286	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71453214	Nordengrip, Caroline	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-297	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18245379	Richthoff, Roger	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-304	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q946708	Holm, Jens	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-325	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4980571	Stockhaus, Maria	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-T7YFCXbmWFTvADtLwiSXCB	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q946708	Holm, Jens	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-RSMzcJkCuqRTpAoovKAFWk	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4980571	Stockhaus, Maria	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-346	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q946708	Holm, Jens	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-351	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4980571	Stockhaus, Maria	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-355	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18243181	Jönsson, Patrik	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-375	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q946708	Holm, Jens	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-378	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18243181	Jönsson, Patrik	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-382	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q946708	Holm, Jens	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-384	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18243181	Jönsson, Patrik	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-388	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q5954984	Lindell, Göran	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-402	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5826586	Jacobsson, Magnus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-424	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q57168729	Gellerman, Helena	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-437	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q4962466	Lindberg, Teres	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-466	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q946708	Holm, Jens	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-471	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q4962466	Lindberg, Teres	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-475	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q946708	Holm, Jens	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-479	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q4962466	Lindberg, Teres	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-482	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18243181	Jönsson, Patrik	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-486	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18243181	Jönsson, Patrik	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-488	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q4962466	Lindberg, Teres	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-492	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18243181	Jönsson, Patrik	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-496	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q4962466	Lindberg, Teres	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-498	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5826586	Jacobsson, Magnus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-503	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q4962466	Lindberg, Teres	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-506	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5826586	Jacobsson, Magnus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-511	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q4962466	Lindberg, Teres	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-512	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q18243853	Ling, Rasmus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-519	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q57168695	Kopparklint, Marléne Lund	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-537	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q70906950	Eriksson, Yasmine	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-546	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4987958	Heie, Ulrika	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-559	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-568	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5974768	Manhammar, Magnus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-611	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-GB8WavRR3XJMBJZ2MGQCZj	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5974768	Manhammar, Magnus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-621	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q18244900	Oscarsson, Magnus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-627	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5974768	Manhammar, Magnus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-633	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q26305112	Forssell, Joar	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-647	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q70994131	Berglund, Mats	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-670	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4898916	Malmberg, Betty	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-683	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q5910434	Kinnunen, Martin	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-693	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q20652801	Ek, Magnus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-715	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q70639708	Ottosson, Kjell-Arne	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-739	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q26305112	Forssell, Joar	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-752	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q72922068	Selin, Markus	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-778	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-798	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q70639708	Ottosson, Kjell-Arne	M	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-799	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4949502	Gardfjell, Maria	F	-	
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-802	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2020-03-18-prot-201920--88	i-d7bca48e4afebc71-804	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 88	2020-03-18	Unicameralism	2019/20	-	-	2019/20--88	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4949502	Gardfjell, Maria	F	-	
