Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2020-11-19-prot-202021--38	i-EMKQoEZsh6BPvJVzh8RE8T	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 38	2020-11-19	Unicameralism	2020/21	-	-	2020/21--38	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2020-11-19-prot-202021--38	i-5f3d9f27a8bed81c-144	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 38	2020-11-19	Unicameralism	2020/21	-	-	2020/21--38	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q946708	Holm, Jens	M	-	
ParlaMint-SE-en_2020-11-19-prot-202021--38	i-5f3d9f27a8bed81c-147	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 38	2020-11-19	Unicameralism	2020/21	-	-	2020/21--38	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2020-11-19-prot-202021--38	i-5f3d9f27a8bed81c-150	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 38	2020-11-19	Unicameralism	2020/21	-	-	2020/21--38	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451082	Karkiainen, Ida	F	-	
ParlaMint-SE-en_2020-11-19-prot-202021--38	i-5f3d9f27a8bed81c-154	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 38	2020-11-19	Unicameralism	2020/21	-	-	2020/21--38	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2020-11-19-prot-202021--38	i-5f3d9f27a8bed81c-158	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 38	2020-11-19	Unicameralism	2020/21	-	-	2020/21--38	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q59387749	Andersson, Jonas	M	-	
ParlaMint-SE-en_2020-11-19-prot-202021--38	i-5f3d9f27a8bed81c-162	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 38	2020-11-19	Unicameralism	2020/21	-	-	2020/21--38	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5887217	Johansson, Morgan	M	-	
ParlaMint-SE-en_2020-11-19-prot-202021--38	i-5f3d9f27a8bed81c-166	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 38	2020-11-19	Unicameralism	2020/21	-	-	2020/21--38	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q57168726	Vilhelmsson, Helena	F	-	
ParlaMint-SE-en_2020-11-19-prot-202021--38	i-5f3d9f27a8bed81c-169	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 38	2020-11-19	Unicameralism	2020/21	-	-	2020/21--38	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5887217	Johansson, Morgan	M	-	
ParlaMint-SE-en_2020-11-19-prot-202021--38	i-5f3d9f27a8bed81c-173	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 38	2020-11-19	Unicameralism	2020/21	-	-	2020/21--38	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71131688	Aspling, Ludvig	M	-	
ParlaMint-SE-en_2020-11-19-prot-202021--38	i-5f3d9f27a8bed81c-176	Swedish parliamentary corpus ParlaMint-SE-en, 2020/21 nr. 38	2020-11-19	Unicameralism	2020/21	-	-	2020/21--38	-	COVID	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5887217	Johansson, Morgan	M	-	
