Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	BrglezMilan	Brglez, Milan	M	1967	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u12	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	NP	Parliamentary group of unrelated members of parliament	-	-	BratušekAlenka	Bratušek, Alenka	F	1970	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u13	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u14	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SMC	Modern Centre Party	Coalition	Centre to centre-left	SlugaJanja	Sluga, Janja	F	1974	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u15	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u16	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Slovenian Democratic Party	Opposition	Right	BahŽibertAnja	Bah Žibert, Anja	F	1973	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u17	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u18	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	KopmajerBenedikt	Kopmajer, Benedikt	M	1956	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u19	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u20	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	KopmajerBenedikt	Kopmajer, Benedikt	M	1956	
ParlaMint-SI-en_2016-12-22-SDZ7-Izredna-41	ParlaMint-SI_2016-12-22-SDZ7-Izredna-41.ana.u21	Minutes of the National Assembly of the Republic of Slovenia, Term 7, Extraordinary Session 41, (22. 12. 2016)	2016-12-22	Lower house	7. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	DeSUS	Democratic Party of Pensioners of Slovenia	Coalition	Centre to centre-left	HainzPrimož	Hainz, Primož	M	1947	
