Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u1	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Chairperson	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	ОлександрВолодимировичЛавринович.1956	Lavrynovyč, Oleksandr Volodymyrovyč	M	1956	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u12	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Regular	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	ОлександрПавловичПопов.1960	Popov, Oleksandr Pavlovyč	M	1960	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u13	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Chairperson	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	ОлександрВолодимировичЛавринович.1956	Lavrynovyč, Oleksandr Volodymyrovyč	M	1956	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u14	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Regular	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	ВікторАндрійовичСлаута.1952	Slauta, Viktor Andrijovyč	M	1952	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u15	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Chairperson	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	ОлександрВолодимировичЛавринович.1956	Lavrynovyč, Oleksandr Volodymyrovyč	M	1956	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u16	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Regular	MP	notMinister	frNP10	People's Party Faction 2010-2012	-	Centre to centre-left	ОлегОлександровичЗарубінський.1963	Zarubins'kyj, Oleh Oleksandrovyč	M	1963	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u17	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Chairperson	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	ОлександрВолодимировичЛавринович.1956	Lavrynovyč, Oleksandr Volodymyrovyč	M	1956	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u18	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Regular	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	МихайлоВасильовичЧечетов.1953	Čečetov, Mychajlo Vasyl'ovyč	M	1953	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u19	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Chairperson	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	ОлександрВолодимировичЛавринович.1956	Lavrynovyč, Oleksandr Volodymyrovyč	M	1956	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u20	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Regular	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	СергійМиколайовичРижук.1950	Ryžuk, Serhij Mykolajovyč	M	1950	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u21	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Chairperson	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	ОлександрВолодимировичЛавринович.1956	Lavrynovyč, Oleksandr Volodymyrovyč	M	1956	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u22	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Regular	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	ОлександрПавловичПопов.1960	Popov, Oleksandr Pavlovyč	M	1960	
ParlaMint-UA-en_2010-01-14-m0	ParlaMint-UA_2010-01-14-m0.u23	Ukrainian parliamentary corpus ParlaMint-UA-en, term 6, session 5, sitting day 2010-01-14, n0	2010-01-14	Unicameralism	6	5	-	2010-01-14	-	Reference	English	Chairperson	MP	notMinister	frPR	Party of Regions Faction	Opposition	Centre	ОлександрВолодимировичЛавринович.1956	Lavrynovyč, Oleksandr Volodymyrovyč	M	1956	
