Session,Date,Coalition,Opposition
ParlaMint-FI-en_2016-02-18-ps-10-meta.tsv,2016-02-18,32,29
ParlaMint-FI-en_2016-02-19-ps-11-meta.tsv,2016-02-19,7,7
ParlaMint-FI-en_2016-02-23-ps-12-meta.tsv,2016-02-23,15,14
ParlaMint-FI-en_2016-02-24-ps-13-meta.tsv,2016-02-24,14,10
ParlaMint-FI-en_2016-02-25-ps-14-meta.tsv,2016-02-25,23,21
ParlaMint-FI-en_2016-02-26-ps-15-meta.tsv,2016-02-26,11,4
ParlaMint-FI-en_2016-03-01-ps-16-meta.tsv,2016-03-01,41,22
ParlaMint-FI-en_2016-03-02-ps-17-meta.tsv,2016-03-02,21,13
ParlaMint-FI-en_2016-03-03-ps-18-meta.tsv,2016-03-03,25,24
ParlaMint-FI-en_2016-03-04-ps-19-meta.tsv,2016-03-04,2,7
ParlaMint-FI-en_2016-03-08-ps-20-meta.tsv,2016-03-08,27,21
ParlaMint-FI-en_2016-03-09-ps-21-meta.tsv,2016-03-09,21,16
ParlaMint-FI-en_2016-03-10-ps-22-meta.tsv,2016-03-10,18,25
ParlaMint-FI-en_2016-03-11-ps-23-meta.tsv,2016-03-11,10,3
ParlaMint-FI-en_2016-03-15-ps-24-meta.tsv,2016-03-15,21,19
ParlaMint-FI-en_2016-03-16-ps-25-meta.tsv,2016-03-16,27,25
ParlaMint-FI-en_2016-03-17-ps-26-meta.tsv,2016-03-17,20,15
ParlaMint-FI-en_2016-03-18-ps-27-meta.tsv,2016-03-18,6,14
ParlaMint-FI-en_2016-03-29-ps-28-meta.tsv,2016-03-29,9,16
ParlaMint-FI-en_2016-03-30-ps-29-meta.tsv,2016-03-30,16,11
ParlaMint-FI-en_2016-03-31-ps-30-meta.tsv,2016-03-31,17,19
ParlaMint-FI-en_2016-04-01-ps-31-meta.tsv,2016-04-01,10,7
ParlaMint-FI-en_2016-04-05-ps-32-meta.tsv,2016-04-05,28,29
ParlaMint-FI-en_2016-04-06-ps-33-meta.tsv,2016-04-06,38,43
ParlaMint-FI-en_2016-04-07-ps-34-meta.tsv,2016-04-07,24,23
ParlaMint-FI-en_2016-04-08-ps-35-meta.tsv,2016-04-08,10,4
ParlaMint-FI-en_2016-04-12-ps-36-meta.tsv,2016-04-12,30,24
ParlaMint-FI-en_2016-04-13-ps-37-meta.tsv,2016-04-13,16,10
ParlaMint-FI-en_2016-04-14-ps-38-meta.tsv,2016-04-14,26,20
ParlaMint-FI-en_2016-04-19-ps-39-meta.tsv,2016-04-19,30,31
ParlaMint-FI-en_2016-04-20-ps-40-meta.tsv,2016-04-20,22,21
ParlaMint-FI-en_2016-04-21-ps-41-meta.tsv,2016-04-21,24,21
ParlaMint-FI-en_2016-04-22-ps-42-meta.tsv,2016-04-22,6,4
ParlaMint-FI-en_2016-04-26-ps-43-meta.tsv,2016-04-26,24,22
ParlaMint-FI-en_2016-04-27-ps-44-meta.tsv,2016-04-27,34,21
ParlaMint-FI-en_2016-04-28-ps-45-meta.tsv,2016-04-28,35,27
ParlaMint-FI-en_2016-04-29-ps-46-meta.tsv,2016-04-29,7,5
ParlaMint-FI-en_2016-05-03-ps-47-meta.tsv,2016-05-03,36,34
ParlaMint-FI-en_2016-05-04-ps-48-meta.tsv,2016-05-04,14,13
ParlaMint-FI-en_2016-05-10-ps-49-meta.tsv,2016-05-10,22,12
ParlaMint-FI-en_2016-05-11-ps-50-meta.tsv,2016-05-11,13,6
ParlaMint-FI-en_2016-05-12-ps-51-meta.tsv,2016-05-12,18,21
ParlaMint-FI-en_2016-05-13-ps-52-meta.tsv,2016-05-13,13,3
ParlaMint-FI-en_2016-05-17-ps-53-meta.tsv,2016-05-17,26,17
ParlaMint-FI-en_2016-05-19-ps-55-meta.tsv,2016-05-19,31,20
ParlaMint-FI-en_2016-05-20-ps-56-meta.tsv,2016-05-20,7,7
ParlaMint-FI-en_2016-05-24-ps-57-meta.tsv,2016-05-24,37,29
ParlaMint-FI-en_2016-05-25-ps-58-meta.tsv,2016-05-25,12,5
ParlaMint-FI-en_2016-05-26-ps-59-meta.tsv,2016-05-26,28,22
ParlaMint-FI-en_2016-05-27-ps-60-meta.tsv,2016-05-27,8,2
ParlaMint-FI-en_2016-05-31-ps-61-meta.tsv,2016-05-31,34,21
ParlaMint-FI-en_2016-06-01-ps-62-meta.tsv,2016-06-01,4,5
ParlaMint-FI-en_2016-06-02-ps-63-meta.tsv,2016-06-02,15,20
ParlaMint-FI-en_2016-06-03-ps-64-meta.tsv,2016-06-03,4,3
ParlaMint-FI-en_2016-06-07-ps-65-meta.tsv,2016-06-07,25,12
ParlaMint-FI-en_2016-06-08-ps-66-meta.tsv,2016-06-08,9,10
ParlaMint-FI-en_2016-06-09-ps-67-meta.tsv,2016-06-09,19,18
ParlaMint-FI-en_2016-06-14-ps-68-meta.tsv,2016-06-14,43,26
ParlaMint-FI-en_2016-06-15-ps-69-meta.tsv,2016-06-15,29,21
ParlaMint-FI-en_2016-06-16-ps-70-meta.tsv,2016-06-16,29,34
ParlaMint-FI-en_2016-06-16-ps-71-meta.tsv,2016-06-16,1,1
ParlaMint-FI-en_2016-06-17-ps-72-meta.tsv,2016-06-17,4,12
ParlaMint-FI-en_2016-06-21-ps-73-meta.tsv,2016-06-21,44,37
ParlaMint-FI-en_2016-06-22-ps-74-meta.tsv,2016-06-22,36,29
ParlaMint-FI-en_2016-06-23-ps-76-meta.tsv,2016-06-23,2,0
ParlaMint-FI-en_2016-07-01-ps-77-meta.tsv,2016-07-01,25,25
ParlaMint-FI-en_2016-09-06-ps-78-meta.tsv,2016-09-06,25,26
ParlaMint-FI-en_2016-09-07-ps-79-meta.tsv,2016-09-07,24,17
ParlaMint-FI-en_2016-09-08-ps-80-meta.tsv,2016-09-08,29,35
ParlaMint-FI-en_2016-09-09-ps-81-meta.tsv,2016-09-09,5,2
ParlaMint-FI-en_2016-09-13-ps-82-meta.tsv,2016-09-13,17,12
ParlaMint-FI-en_2016-09-14-ps-83-meta.tsv,2016-09-14,31,13
ParlaMint-FI-en_2016-09-15-ps-84-meta.tsv,2016-09-15,20,20
ParlaMint-FI-en_2016-09-16-ps-85-meta.tsv,2016-09-16,7,4
ParlaMint-FI-en_2016-09-20-ps-86-meta.tsv,2016-09-20,65,43
ParlaMint-FI-en_2016-09-21-ps-87-meta.tsv,2016-09-21,72,54
ParlaMint-FI-en_2016-09-22-ps-88-meta.tsv,2016-09-22,49,36
ParlaMint-FI-en_2016-09-23-ps-89-meta.tsv,2016-09-23,12,15
ParlaMint-FI-en_2016-09-27-ps-90-meta.tsv,2016-09-27,33,22
ParlaMint-FI-en_2016-09-28-ps-91-meta.tsv,2016-09-28,17,13
ParlaMint-FI-en_2016-09-29-ps-92-meta.tsv,2016-09-29,23,25
ParlaMint-FI-en_2016-09-30-ps-93-meta.tsv,2016-09-30,10,6
ParlaMint-FI-en_2016-10-04-ps-94-meta.tsv,2016-10-04,35,32
ParlaMint-FI-en_2016-10-05-ps-95-meta.tsv,2016-10-05,26,28
ParlaMint-FI-en_2016-10-06-ps-96-meta.tsv,2016-10-06,25,21
ParlaMint-FI-en_2016-10-07-ps-97-meta.tsv,2016-10-07,9,4
ParlaMint-FI-en_2016-10-11-ps-98-meta.tsv,2016-10-11,20,27
ParlaMint-FI-en_2016-10-12-ps-99-meta.tsv,2016-10-12,41,18
ParlaMint-FI-en_2016-10-13-ps-100-meta.tsv,2016-10-13,18,25
ParlaMint-FI-en_2016-10-14-ps-101-meta.tsv,2016-10-14,7,2
ParlaMint-FI-en_2016-10-18-ps-102-meta.tsv,2016-10-18,25,17
ParlaMint-FI-en_2016-10-19-ps-103-meta.tsv,2016-10-19,25,8
ParlaMint-FI-en_2016-10-20-ps-104-meta.tsv,2016-10-20,23,25
ParlaMint-FI-en_2016-10-21-ps-105-meta.tsv,2016-10-21,12,11
ParlaMint-FI-en_2016-10-25-ps-106-meta.tsv,2016-10-25,33,15
ParlaMint-FI-en_2016-10-26-ps-107-meta.tsv,2016-10-26,26,25
ParlaMint-FI-en_2016-10-27-ps-108-meta.tsv,2016-10-27,23,25
ParlaMint-FI-en_2016-10-28-ps-109-meta.tsv,2016-10-28,7,3
ParlaMint-FI-en_2016-11-08-ps-110-meta.tsv,2016-11-08,25,25
ParlaMint-FI-en_2016-11-09-ps-111-meta.tsv,2016-11-09,34,38
ParlaMint-FI-en_2016-11-10-ps-112-meta.tsv,2016-11-10,31,28
ParlaMint-FI-en_2016-11-11-ps-113-meta.tsv,2016-11-11,7,5
ParlaMint-FI-en_2016-11-15-ps-114-meta.tsv,2016-11-15,21,22
ParlaMint-FI-en_2016-11-16-ps-115-meta.tsv,2016-11-16,23,15
ParlaMint-FI-en_2016-11-17-ps-116-meta.tsv,2016-11-17,28,24
ParlaMint-FI-en_2016-11-18-ps-117-meta.tsv,2016-11-18,1,4
ParlaMint-FI-en_2016-11-22-ps-118-meta.tsv,2016-11-22,38,25
ParlaMint-FI-en_2016-11-23-ps-119-meta.tsv,2016-11-23,15,14
ParlaMint-FI-en_2016-11-24-ps-120-meta.tsv,2016-11-24,34,31
ParlaMint-FI-en_2016-11-25-ps-121-meta.tsv,2016-11-25,2,5
ParlaMint-FI-en_2016-11-29-ps-122-meta.tsv,2016-11-29,13,29
ParlaMint-FI-en_2016-11-30-ps-123-meta.tsv,2016-11-30,30,23
ParlaMint-FI-en_2016-12-01-ps-124-meta.tsv,2016-12-01,27,27
ParlaMint-FI-en_2016-12-02-ps-125-meta.tsv,2016-12-02,7,4
ParlaMint-FI-en_2016-12-07-ps-126-meta.tsv,2016-12-07,37,22
ParlaMint-FI-en_2016-12-08-ps-127-meta.tsv,2016-12-08,33,28
ParlaMint-FI-en_2016-12-09-ps-128-meta.tsv,2016-12-09,4,27
ParlaMint-FI-en_2016-12-12-ps-129-meta.tsv,2016-12-12,26,30
ParlaMint-FI-en_2016-12-12-ps-130-meta.tsv,2016-12-12,4,7
ParlaMint-FI-en_2016-12-12-ps-131-meta.tsv,2016-12-12,8,21
ParlaMint-FI-en_2016-12-13-ps-132-meta.tsv,2016-12-13,12,28
ParlaMint-FI-en_2016-12-13-ps-133-meta.tsv,2016-12-13,6,5
ParlaMint-FI-en_2016-12-14-ps-134-meta.tsv,2016-12-14,52,33
ParlaMint-FI-en_2016-12-15-ps-135-meta.tsv,2016-12-15,62,36
ParlaMint-FI-en_2016-12-16-ps-136-meta.tsv,2016-12-16,39,28
ParlaMint-FI-en_2016-12-19-ps-137-meta.tsv,2016-12-19,66,44
ParlaMint-FI-en_2016-12-20-ps-138-meta.tsv,2016-12-20,58,35
ParlaMint-FI-en_2016-12-21-ps-139-meta.tsv,2016-12-21,36,36
ParlaMint-FI-en_2017-02-01-ps-1-meta.tsv,2017-02-01,4,0
ParlaMint-FI-en_2017-02-07-ps-2-meta.tsv,2017-02-07,29,16
ParlaMint-FI-en_2017-02-08-ps-3-meta.tsv,2017-02-08,49,33
ParlaMint-FI-en_2017-02-09-ps-4-meta.tsv,2017-02-09,27,31
ParlaMint-FI-en_2017-02-10-ps-5-meta.tsv,2017-02-10,10,5
ParlaMint-FI-en_2017-02-14-ps-6-meta.tsv,2017-02-14,14,5
ParlaMint-FI-en_2017-02-15-ps-7-meta.tsv,2017-02-15,28,18
ParlaMint-FI-en_2017-02-16-ps-8-meta.tsv,2017-02-16,37,32
ParlaMint-FI-en_2017-02-17-ps-9-meta.tsv,2017-02-17,4,4
ParlaMint-FI-en_2017-02-21-ps-10-meta.tsv,2017-02-21,25,28
ParlaMint-FI-en_2017-02-22-ps-11-meta.tsv,2017-02-22,27,16
ParlaMint-FI-en_2017-02-23-ps-12-meta.tsv,2017-02-23,39,26
ParlaMint-FI-en_2017-02-24-ps-13-meta.tsv,2017-02-24,5,7
ParlaMint-FI-en_2017-02-28-ps-14-meta.tsv,2017-02-28,13,9
ParlaMint-FI-en_2017-03-01-ps-15-meta.tsv,2017-03-01,22,17
ParlaMint-FI-en_2017-03-02-ps-16-meta.tsv,2017-03-02,44,33
ParlaMint-FI-en_2017-03-03-ps-17-meta.tsv,2017-03-03,4,3
ParlaMint-FI-en_2017-03-07-ps-18-meta.tsv,2017-03-07,49,41
ParlaMint-FI-en_2017-03-08-ps-19-meta.tsv,2017-03-08,39,22
ParlaMint-FI-en_2017-03-09-ps-20-meta.tsv,2017-03-09,31,32
ParlaMint-FI-en_2017-03-10-ps-21-meta.tsv,2017-03-10,9,10
ParlaMint-FI-en_2017-03-14-ps-22-meta.tsv,2017-03-14,20,15
ParlaMint-FI-en_2017-03-15-ps-23-meta.tsv,2017-03-15,29,35
ParlaMint-FI-en_2017-03-16-ps-24-meta.tsv,2017-03-16,30,27
ParlaMint-FI-en_2017-03-17-ps-25-meta.tsv,2017-03-17,5,5
ParlaMint-FI-en_2017-03-21-ps-26-meta.tsv,2017-03-21,24,19
ParlaMint-FI-en_2017-03-22-ps-27-meta.tsv,2017-03-22,13,15
ParlaMint-FI-en_2017-03-23-ps-28-meta.tsv,2017-03-23,21,26
ParlaMint-FI-en_2017-03-24-ps-29-meta.tsv,2017-03-24,2,4
ParlaMint-FI-en_2017-03-28-ps-30-meta.tsv,2017-03-28,22,12
ParlaMint-FI-en_2017-03-29-ps-31-meta.tsv,2017-03-29,7,7
ParlaMint-FI-en_2017-03-30-ps-32-meta.tsv,2017-03-30,30,19
ParlaMint-FI-en_2017-03-31-ps-33-meta.tsv,2017-03-31,1,0
ParlaMint-FI-en_2017-04-04-ps-34-meta.tsv,2017-04-04,46,45
ParlaMint-FI-en_2017-04-05-ps-35-meta.tsv,2017-04-05,18,6
ParlaMint-FI-en_2017-04-06-ps-36-meta.tsv,2017-04-06,33,26
ParlaMint-FI-en_2017-04-07-ps-37-meta.tsv,2017-04-07,2,3
ParlaMint-FI-en_2017-04-18-ps-38-meta.tsv,2017-04-18,16,13
ParlaMint-FI-en_2017-04-19-ps-39-meta.tsv,2017-04-19,19,6
ParlaMint-FI-en_2017-04-20-ps-40-meta.tsv,2017-04-20,30,22
ParlaMint-FI-en_2017-04-21-ps-41-meta.tsv,2017-04-21,7,7
ParlaMint-FI-en_2017-04-25-ps-42-meta.tsv,2017-04-25,18,10
ParlaMint-FI-en_2017-04-26-ps-43-meta.tsv,2017-04-26,25,18
ParlaMint-FI-en_2017-04-27-ps-44-meta.tsv,2017-04-27,22,19
ParlaMint-FI-en_2017-04-28-ps-45-meta.tsv,2017-04-28,7,4
ParlaMint-FI-en_2017-05-02-ps-46-meta.tsv,2017-05-02,20,18
ParlaMint-FI-en_2017-05-03-ps-47-meta.tsv,2017-05-03,42,33
ParlaMint-FI-en_2017-05-04-ps-48-meta.tsv,2017-05-04,23,21
ParlaMint-FI-en_2017-05-05-ps-49-meta.tsv,2017-05-05,7,4
ParlaMint-FI-en_2017-05-09-ps-50-meta.tsv,2017-05-09,17,12
ParlaMint-FI-en_2017-05-10-ps-51-meta.tsv,2017-05-10,43,42
ParlaMint-FI-en_2017-05-11-ps-52-meta.tsv,2017-05-11,32,20
ParlaMint-FI-en_2017-05-12-ps-53-meta.tsv,2017-05-12,7,3
ParlaMint-FI-en_2017-05-16-ps-54-meta.tsv,2017-05-16,24,17
ParlaMint-FI-en_2017-05-17-ps-55-meta.tsv,2017-05-17,14,8
ParlaMint-FI-en_2017-05-18-ps-56-meta.tsv,2017-05-18,22,24
ParlaMint-FI-en_2017-05-19-ps-57-meta.tsv,2017-05-19,4,5
ParlaMint-FI-en_2017-05-23-ps-58-meta.tsv,2017-05-23,14,17
ParlaMint-FI-en_2017-05-24-ps-59-meta.tsv,2017-05-24,30,20
ParlaMint-FI-en_2017-05-30-ps-60-meta.tsv,2017-05-30,30,14
ParlaMint-FI-en_2017-05-31-ps-61-meta.tsv,2017-05-31,30,20
ParlaMint-FI-en_2017-06-01-ps-62-meta.tsv,2017-06-01,23,25
ParlaMint-FI-en_2017-06-02-ps-63-meta.tsv,2017-06-02,5,8
ParlaMint-FI-en_2017-06-06-ps-64-meta.tsv,2017-06-06,12,12
ParlaMint-FI-en_2017-06-07-ps-65-meta.tsv,2017-06-07,13,15
ParlaMint-FI-en_2017-06-08-ps-66-meta.tsv,2017-06-08,30,20
ParlaMint-FI-en_2017-06-09-ps-67-meta.tsv,2017-06-09,9,3
ParlaMint-FI-en_2017-06-13-ps-68-meta.tsv,2017-06-13,10,7
ParlaMint-FI-en_2017-06-14-ps-69-meta.tsv,2017-06-14,10,7
ParlaMint-FI-en_2017-06-15-ps-70-meta.tsv,2017-06-15,23,24
ParlaMint-FI-en_2017-06-16-ps-71-meta.tsv,2017-06-16,5,7
ParlaMint-FI-en_2017-06-19-ps-72-meta.tsv,2017-06-19,31,41
ParlaMint-FI-en_2017-06-20-ps-73-meta.tsv,2017-06-20,26,20
ParlaMint-FI-en_2017-06-21-ps-74-meta.tsv,2017-06-21,30,32
ParlaMint-FI-en_2017-06-22-ps-75-meta.tsv,2017-06-22,1,6
ParlaMint-FI-en_2017-06-26-ps-76-meta.tsv,2017-06-26,10,10
ParlaMint-FI-en_2017-06-27-ps-77-meta.tsv,2017-06-27,29,37
ParlaMint-FI-en_2017-06-28-ps-78-meta.tsv,2017-06-28,27,22
ParlaMint-FI-en_2017-06-29-ps-79-meta.tsv,2017-06-29,15,22
ParlaMint-FI-en_2017-06-30-ps-80-meta.tsv,2017-06-30,1,0
ParlaMint-FI-en_2017-09-05-ps-81-meta.tsv,2017-09-05,12,25
ParlaMint-FI-en_2017-09-06-ps-82-meta.tsv,2017-09-06,22,14
ParlaMint-FI-en_2017-09-07-ps-83-meta.tsv,2017-09-07,18,32
ParlaMint-FI-en_2017-09-08-ps-84-meta.tsv,2017-09-08,10,4
ParlaMint-FI-en_2017-09-12-ps-85-meta.tsv,2017-09-12,10,16
ParlaMint-FI-en_2017-09-13-ps-86-meta.tsv,2017-09-13,17,27
ParlaMint-FI-en_2017-09-14-ps-87-meta.tsv,2017-09-14,20,19
ParlaMint-FI-en_2017-09-15-ps-88-meta.tsv,2017-09-15,4,6
ParlaMint-FI-en_2017-09-19-ps-89-meta.tsv,2017-09-19,37,44
ParlaMint-FI-en_2017-09-20-ps-90-meta.tsv,2017-09-20,59,54
ParlaMint-FI-en_2017-09-21-ps-91-meta.tsv,2017-09-21,67,62
ParlaMint-FI-en_2017-09-22-ps-92-meta.tsv,2017-09-22,23,19
ParlaMint-FI-en_2017-09-26-ps-93-meta.tsv,2017-09-26,55,42
ParlaMint-FI-en_2017-09-27-ps-94-meta.tsv,2017-09-27,28,26
ParlaMint-FI-en_2017-09-28-ps-95-meta.tsv,2017-09-28,20,21
ParlaMint-FI-en_2017-09-29-ps-96-meta.tsv,2017-09-29,5,6
ParlaMint-FI-en_2017-10-03-ps-97-meta.tsv,2017-10-03,32,33
ParlaMint-FI-en_2017-10-04-ps-98-meta.tsv,2017-10-04,17,25
ParlaMint-FI-en_2017-10-05-ps-99-meta.tsv,2017-10-05,26,29
ParlaMint-FI-en_2017-10-06-ps-100-meta.tsv,2017-10-06,1,0
ParlaMint-FI-en_2017-10-10-ps-101-meta.tsv,2017-10-10,20,19
ParlaMint-FI-en_2017-10-11-ps-102-meta.tsv,2017-10-11,17,16
ParlaMint-FI-en_2017-10-12-ps-103-meta.tsv,2017-10-12,25,30
ParlaMint-FI-en_2017-10-13-ps-104-meta.tsv,2017-10-13,1,0
ParlaMint-FI-en_2017-10-17-ps-105-meta.tsv,2017-10-17,22,17
ParlaMint-FI-en_2017-10-18-ps-106-meta.tsv,2017-10-18,22,25
ParlaMint-FI-en_2017-10-19-ps-107-meta.tsv,2017-10-19,13,20
ParlaMint-FI-en_2017-10-20-ps-108-meta.tsv,2017-10-20,7,6
ParlaMint-FI-en_2017-10-24-ps-109-meta.tsv,2017-10-24,34,30
ParlaMint-FI-en_2017-10-25-ps-110-meta.tsv,2017-10-25,26,25
