Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	CrusnièreStéphane	Crusnière, Stéphane	M	1967	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	CrusnièreStéphane	Crusnière, Stéphane	M	1967	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MichelCharles	Michel, Charles	M	1975	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	CrusnièreStéphane	Crusnière, Stéphane	M	1967	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MichelCharles	Michel, Charles	M	1975	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u20	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GilkinetGeorges	Gilkinet, Georges	M	1971	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u21	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MichelCharles	Michel, Charles	M	1975	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u22	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GilkinetGeorges	Gilkinet, Georges	M	1971	
ParlaMint-BE-en_2015-06-30-54-commissie-ic203x	ParlaMint-BE_2015-06-30-54-commissie-ic203x.u23	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 30-06-2015	2015-06-30	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
