Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	FDF	Fédéralistes Démocrates Francophones	Opposition	Centre to centre-right	MaingainOlivier	Maingain, Olivier	M	1958	
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	DemeyerWilly	Demeyer, Willy	M	1959	
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MichelCharles	Michel, Charles	M	1975	
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	DemeyerWilly	Demeyer, Willy	M	1959	
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MichelCharles	Michel, Charles	M	1975	
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u20	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u21	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MichelCharles	Michel, Charles	M	1975	
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u22	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
ParlaMint-BE-en_2015-05-05-54-commissie-ic159x	ParlaMint-BE_2015-05-05-54-commissie-ic159x.u23	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 05-05-2015	2015-05-05	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	VermeulenBrecht	Vermeulen, Brecht	M	1969	
