Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA-en_2007-03-30-0	ParlaMint-BA_2007-03-30-0.u129	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 03	2007-03-30	Unicameralism	5. mandat	-	Sjednica 03	2007-03-30	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	-	Centre-right	FilipovićIlija	Filipović, Ilija	M	1949	
ParlaMint-BA-en_2007-03-30-0	ParlaMint-BA_2007-03-30-0.u145	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 03	2007-03-30	Unicameralism	5. mandat	-	Sjednica 03	2007-03-30	-	Reference	English	Regular	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	Opposition	Syncretic politics	MajkićDušanka	Majkić, Dušanka	F	1952	
ParlaMint-BA-en_2007-03-30-0	ParlaMint-BA_2007-03-30-0.u146	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 03	2007-03-30	Unicameralism	5. mandat	-	Sjednica 03	2007-03-30	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	-	Centre-right	FilipovićIlija	Filipović, Ilija	M	1949	
ParlaMint-BA-en_2007-03-30-0	ParlaMint-BA_2007-03-30-0.u152	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 03	2007-03-30	Unicameralism	5. mandat	-	Sjednica 03	2007-03-30	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	-	Centre-right	JovićIvoMiro	Jović, Ivo Miro	M	1950	
ParlaMint-BA-en_2007-03-30-0	ParlaMint-BA_2007-03-30-0.u153	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 03	2007-03-30	Unicameralism	5. mandat	-	Sjednica 03	2007-03-30	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	-	Centre-right	FilipovićIlija	Filipović, Ilija	M	1949	
ParlaMint-BA-en_2007-03-30-0	ParlaMint-BA_2007-03-30-0.u158	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 03	2007-03-30	Unicameralism	5. mandat	-	Sjednica 03	2007-03-30	-	Reference	English	Regular	MP	notMinister	HDZ_1990	Hrvatska demokratska zajednica 1991	-	Centre-right	RajićBožo	Rajić, Božo	M	1943	
ParlaMint-BA-en_2007-03-30-0	ParlaMint-BA_2007-03-30-0.u159	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 03	2007-03-30	Unicameralism	5. mandat	-	Sjednica 03	2007-03-30	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	-	Centre-right	FilipovićIlija	Filipović, Ilija	M	1949	
ParlaMint-BA-en_2007-03-30-0	ParlaMint-BA_2007-03-30-0.u161	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 03	2007-03-30	Unicameralism	5. mandat	-	Sjednica 03	2007-03-30	-	Reference	English	Regular	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	-	Centre-right	ZrnoBranko	Zrno, Branko	M	1948	
ParlaMint-BA-en_2007-03-30-0	ParlaMint-BA_2007-03-30-0.u162	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 03	2007-03-30	Unicameralism	5. mandat	-	Sjednica 03	2007-03-30	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	-	Centre-right	FilipovićIlija	Filipović, Ilija	M	1949	
ParlaMint-BA-en_2007-03-30-0	ParlaMint-BA_2007-03-30-0.u165	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 03	2007-03-30	Unicameralism	5. mandat	-	Sjednica 03	2007-03-30	-	Reference	English	Regular	MP	notMinister	SNSD	Savez nezavisnih socijaldemokrata	Opposition	Syncretic politics	MajkićDušanka	Majkić, Dušanka	F	1952	
ParlaMint-BA-en_2007-03-30-0	ParlaMint-BA_2007-03-30-0.u166	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 5, Session 03	2007-03-30	Unicameralism	5. mandat	-	Sjednica 03	2007-03-30	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	-	Centre-right	FilipovićIlija	Filipović, Ilija	M	1949	
