Session,Date,Coalition,Opposition
ParlaMint-TR-en_2011-11-01-tbmm-T24-meta.tsv,2011-11-01,18,39
ParlaMint-TR-en_2011-11-02-tbmm-T24-meta.tsv,2011-11-02,23,34
ParlaMint-TR-en_2011-11-03-tbmm-T24-meta.tsv,2011-11-03,21,27
ParlaMint-TR-en_2011-11-10-tbmm-T24-meta.tsv,2011-11-10,10,14
ParlaMint-TR-en_2011-11-15-tbmm-T24-meta.tsv,2011-11-15,25,47
ParlaMint-TR-en_2011-11-16-tbmm-T24-meta.tsv,2011-11-16,24,47
ParlaMint-TR-en_2011-11-17-tbmm-T24-meta.tsv,2011-11-17,32,42
ParlaMint-TR-en_2011-11-22-tbmm-T24-meta.tsv,2011-11-22,17,26
ParlaMint-TR-en_2011-11-23-tbmm-T24-meta.tsv,2011-11-23,23,36
ParlaMint-TR-en_2011-11-24-tbmm-T24-meta.tsv,2011-11-24,35,43
ParlaMint-TR-en_2011-11-25-tbmm-T24-meta.tsv,2011-11-25,20,19
ParlaMint-TR-en_2011-11-29-tbmm-T24-meta.tsv,2011-11-29,19,31
ParlaMint-TR-en_2011-11-30-tbmm-T24-meta.tsv,2011-11-30,23,49
ParlaMint-TR-en_2011-12-01-tbmm-T24-meta.tsv,2011-12-01,9,16
ParlaMint-TR-en_2011-12-02-tbmm-T24-meta.tsv,2011-12-02,1,1
ParlaMint-TR-en_2011-12-06-tbmm-T24-meta.tsv,2011-12-06,10,20
ParlaMint-TR-en_2011-12-07-tbmm-T24-meta.tsv,2011-12-07,15,26
ParlaMint-TR-en_2011-12-08-tbmm-T24-meta.tsv,2011-12-08,26,35
ParlaMint-TR-en_2011-12-09-tbmm-T24-meta.tsv,2011-12-09,56,51
ParlaMint-TR-en_2011-12-10-tbmm-T24-meta.tsv,2011-12-10,18,22
ParlaMint-TR-en_2011-12-11-tbmm-T24-meta.tsv,2011-12-11,19,32
ParlaMint-TR-en_2011-12-12-tbmm-T24-meta.tsv,2011-12-12,31,42
ParlaMint-TR-en_2011-12-13-tbmm-T24-meta.tsv,2011-12-13,44,63
ParlaMint-TR-en_2011-12-14-tbmm-T24-meta.tsv,2011-12-14,36,59
ParlaMint-TR-en_2011-12-15-tbmm-T24-meta.tsv,2011-12-15,21,41
ParlaMint-TR-en_2011-12-16-tbmm-T24-meta.tsv,2011-12-16,22,49
ParlaMint-TR-en_2011-12-17-tbmm-T24-meta.tsv,2011-12-17,29,40
ParlaMint-TR-en_2011-12-18-tbmm-T24-meta.tsv,2011-12-18,12,23
ParlaMint-TR-en_2011-12-19-tbmm-T24-meta.tsv,2011-12-19,26,35
ParlaMint-TR-en_2011-12-20-tbmm-T24-meta.tsv,2011-12-20,32,54
ParlaMint-TR-en_2011-12-21-tbmm-T24-meta.tsv,2011-12-21,11,26
ParlaMint-TR-en_2011-12-22-tbmm-T24-meta.tsv,2011-12-22,24,44
ParlaMint-TR-en_2012-01-03-tbmm-T24-meta.tsv,2012-01-03,14,26
ParlaMint-TR-en_2012-01-04-tbmm-T24-meta.tsv,2012-01-04,8,16
ParlaMint-TR-en_2012-01-05-tbmm-T24-meta.tsv,2012-01-05,13,17
ParlaMint-TR-en_2012-01-10-tbmm-T24-meta.tsv,2012-01-10,12,26
ParlaMint-TR-en_2012-01-11-tbmm-T24-meta.tsv,2012-01-11,16,29
ParlaMint-TR-en_2012-01-12-tbmm-T24-meta.tsv,2012-01-12,8,25
ParlaMint-TR-en_2012-01-17-tbmm-T24-meta.tsv,2012-01-17,20,21
ParlaMint-TR-en_2012-01-18-tbmm-T24-meta.tsv,2012-01-18,14,41
ParlaMint-TR-en_2012-01-19-tbmm-T24-meta.tsv,2012-01-19,35,46
ParlaMint-TR-en_2012-01-24-tbmm-T24-meta.tsv,2012-01-24,7,11
ParlaMint-TR-en_2012-01-25-tbmm-T24-meta.tsv,2012-01-25,19,22
ParlaMint-TR-en_2012-01-26-tbmm-T24-meta.tsv,2012-01-26,17,36
ParlaMint-TR-en_2012-01-31-tbmm-T24-meta.tsv,2012-01-31,13,32
ParlaMint-TR-en_2012-02-01-tbmm-T24-meta.tsv,2012-02-01,10,33
ParlaMint-TR-en_2012-02-02-tbmm-T24-meta.tsv,2012-02-02,28,41
ParlaMint-TR-en_2012-02-03-tbmm-T24-meta.tsv,2012-02-03,9,26
ParlaMint-TR-en_2012-02-07-tbmm-T24-meta.tsv,2012-02-07,25,34
ParlaMint-TR-en_2012-02-08-tbmm-T24-meta.tsv,2012-02-08,23,44
ParlaMint-TR-en_2012-02-09-tbmm-T24-meta.tsv,2012-02-09,18,30
ParlaMint-TR-en_2012-02-14-tbmm-T24-meta.tsv,2012-02-14,6,18
ParlaMint-TR-en_2012-02-15-tbmm-T24-meta.tsv,2012-02-15,30,49
ParlaMint-TR-en_2012-02-16-tbmm-T24-meta.tsv,2012-02-16,40,68
ParlaMint-TR-en_2012-02-21-tbmm-T24-meta.tsv,2012-02-21,10,22
ParlaMint-TR-en_2012-02-22-tbmm-T24-meta.tsv,2012-02-22,18,34
ParlaMint-TR-en_2012-02-23-tbmm-T24-meta.tsv,2012-02-23,13,18
ParlaMint-TR-en_2012-02-28-tbmm-T24-meta.tsv,2012-02-28,5,20
ParlaMint-TR-en_2012-02-29-tbmm-T24-meta.tsv,2012-02-29,13,39
ParlaMint-TR-en_2012-03-01-tbmm-T24-meta.tsv,2012-03-01,36,46
ParlaMint-TR-en_2012-03-06-tbmm-T24-meta.tsv,2012-03-06,11,27
ParlaMint-TR-en_2012-03-07-tbmm-T24-meta.tsv,2012-03-07,16,30
ParlaMint-TR-en_2012-03-08-tbmm-T24-meta.tsv,2012-03-08,11,21
ParlaMint-TR-en_2012-03-13-tbmm-T24-meta.tsv,2012-03-13,28,32
ParlaMint-TR-en_2012-03-14-tbmm-T24-meta.tsv,2012-03-14,6,18
ParlaMint-TR-en_2012-03-15-tbmm-T24-meta.tsv,2012-03-15,19,41
ParlaMint-TR-en_2012-03-20-tbmm-T24-meta.tsv,2012-03-20,17,27
ParlaMint-TR-en_2012-03-21-tbmm-T24-meta.tsv,2012-03-21,16,32
ParlaMint-TR-en_2012-03-22-tbmm-T24-meta.tsv,2012-03-22,18,31
ParlaMint-TR-en_2012-03-27-tbmm-T24-meta.tsv,2012-03-27,4,10
ParlaMint-TR-en_2012-03-28-tbmm-T24-meta.tsv,2012-03-28,39,52
ParlaMint-TR-en_2012-03-29-tbmm-T24-meta.tsv,2012-03-29,43,68
ParlaMint-TR-en_2012-03-30-tbmm-T24-meta.tsv,2012-03-30,14,30
ParlaMint-TR-en_2012-03-31-tbmm-T24-meta.tsv,2012-03-31,32,44
ParlaMint-TR-en_2012-04-02-tbmm-T24-meta.tsv,2012-04-02,14,38
ParlaMint-TR-en_2012-04-03-tbmm-T24-meta.tsv,2012-04-03,13,37
ParlaMint-TR-en_2012-04-04-tbmm-T24-meta.tsv,2012-04-04,19,31
ParlaMint-TR-en_2012-04-05-tbmm-T24-meta.tsv,2012-04-05,22,31
ParlaMint-TR-en_2012-04-10-tbmm-T24-meta.tsv,2012-04-10,8,21
ParlaMint-TR-en_2012-04-11-tbmm-T24-meta.tsv,2012-04-11,14,22
ParlaMint-TR-en_2012-04-12-tbmm-T24-meta.tsv,2012-04-12,15,28
ParlaMint-TR-en_2012-04-17-tbmm-T24-meta.tsv,2012-04-17,16,27
ParlaMint-TR-en_2012-04-18-tbmm-T24-meta.tsv,2012-04-18,16,44
ParlaMint-TR-en_2012-04-23-tbmm-T24-meta.tsv,2012-04-23,2,2
ParlaMint-TR-en_2012-04-24-tbmm-T24-meta.tsv,2012-04-24,6,16
ParlaMint-TR-en_2012-04-25-tbmm-T24-meta.tsv,2012-04-25,8,25
ParlaMint-TR-en_2012-04-26-tbmm-T24-meta.tsv,2012-04-26,34,48
ParlaMint-TR-en_2012-05-02-tbmm-T24-meta.tsv,2012-05-02,20,42
ParlaMint-TR-en_2012-05-03-tbmm-T24-meta.tsv,2012-05-03,18,40
ParlaMint-TR-en_2012-05-08-tbmm-T24-meta.tsv,2012-05-08,1,15
ParlaMint-TR-en_2012-05-09-tbmm-T24-meta.tsv,2012-05-09,17,37
ParlaMint-TR-en_2012-05-10-tbmm-T24-meta.tsv,2012-05-10,0,1
ParlaMint-TR-en_2012-05-15-tbmm-T24-meta.tsv,2012-05-15,4,30
ParlaMint-TR-en_2012-05-16-tbmm-T24-meta.tsv,2012-05-16,17,38
ParlaMint-TR-en_2012-05-17-tbmm-T24-meta.tsv,2012-05-17,7,26
ParlaMint-TR-en_2012-05-22-tbmm-T24-meta.tsv,2012-05-22,10,28
ParlaMint-TR-en_2012-05-23-tbmm-T24-meta.tsv,2012-05-23,12,33
ParlaMint-TR-en_2012-05-24-tbmm-T24-meta.tsv,2012-05-24,14,28
ParlaMint-TR-en_2012-05-29-tbmm-T24-meta.tsv,2012-05-29,23,40
ParlaMint-TR-en_2012-05-30-tbmm-T24-meta.tsv,2012-05-30,36,55
ParlaMint-TR-en_2012-05-31-tbmm-T24-meta.tsv,2012-05-31,20,48
ParlaMint-TR-en_2012-06-05-tbmm-T24-meta.tsv,2012-06-05,7,31
ParlaMint-TR-en_2012-06-06-tbmm-T24-meta.tsv,2012-06-06,16,50
ParlaMint-TR-en_2012-06-07-tbmm-T24-meta.tsv,2012-06-07,8,29
ParlaMint-TR-en_2012-06-12-tbmm-T24-meta.tsv,2012-06-12,31,51
ParlaMint-TR-en_2012-06-13-tbmm-T24-meta.tsv,2012-06-13,17,40
ParlaMint-TR-en_2012-06-14-tbmm-T24-meta.tsv,2012-06-14,8,21
ParlaMint-TR-en_2012-06-19-tbmm-T24-meta.tsv,2012-06-19,9,52
ParlaMint-TR-en_2012-06-20-tbmm-T24-meta.tsv,2012-06-20,14,46
ParlaMint-TR-en_2012-06-21-tbmm-T24-meta.tsv,2012-06-21,30,39
ParlaMint-TR-en_2012-06-26-tbmm-T24-meta.tsv,2012-06-26,11,33
ParlaMint-TR-en_2012-06-27-tbmm-T24-meta.tsv,2012-06-27,23,50
ParlaMint-TR-en_2012-06-28-tbmm-T24-meta.tsv,2012-06-28,31,59
ParlaMint-TR-en_2012-06-29-tbmm-T24-meta.tsv,2012-06-29,7,22
ParlaMint-TR-en_2012-06-30-tbmm-T24-meta.tsv,2012-06-30,32,70
ParlaMint-TR-en_2012-07-01-tbmm-T24-meta.tsv,2012-07-01,42,52
ParlaMint-TR-en_2012-07-02-tbmm-T24-meta.tsv,2012-07-02,18,19
ParlaMint-TR-en_2012-07-03-tbmm-T24-meta.tsv,2012-07-03,36,67
ParlaMint-TR-en_2012-08-14-tbmm-T24-meta.tsv,2012-08-14,1,4
ParlaMint-TR-en_2012-10-01-tbmm-T24-meta.tsv,2012-10-01,1,0
ParlaMint-TR-en_2012-10-02-tbmm-T24-meta.tsv,2012-10-02,10,31
ParlaMint-TR-en_2012-10-03-tbmm-T24-meta.tsv,2012-10-03,8,30
ParlaMint-TR-en_2012-10-04-tbmm-T24-meta.tsv,2012-10-04,6,14
ParlaMint-TR-en_2012-10-09-tbmm-T24-meta.tsv,2012-10-09,21,43
ParlaMint-TR-en_2012-10-10-tbmm-T24-meta.tsv,2012-10-10,12,28
ParlaMint-TR-en_2012-10-11-tbmm-T24-meta.tsv,2012-10-11,28,49
ParlaMint-TR-en_2012-10-12-tbmm-T24-meta.tsv,2012-10-12,11,32
ParlaMint-TR-en_2012-10-16-tbmm-T24-meta.tsv,2012-10-16,8,30
ParlaMint-TR-en_2012-10-17-tbmm-T24-meta.tsv,2012-10-17,14,38
ParlaMint-TR-en_2012-10-18-tbmm-T24-meta.tsv,2012-10-18,16,39
ParlaMint-TR-en_2012-10-23-tbmm-T24-meta.tsv,2012-10-23,1,0
ParlaMint-TR-en_2012-10-30-tbmm-T24-meta.tsv,2012-10-30,17,36
ParlaMint-TR-en_2012-10-31-tbmm-T24-meta.tsv,2012-10-31,21,37
ParlaMint-TR-en_2012-11-01-tbmm-T24-meta.tsv,2012-11-01,42,52
ParlaMint-TR-en_2012-11-06-tbmm-T24-meta.tsv,2012-11-06,16,32
ParlaMint-TR-en_2012-11-07-tbmm-T24-meta.tsv,2012-11-07,29,45
ParlaMint-TR-en_2012-11-08-tbmm-T24-meta.tsv,2012-11-08,22,39
ParlaMint-TR-en_2012-11-09-tbmm-T24-meta.tsv,2012-11-09,29,41
ParlaMint-TR-en_2012-11-10-tbmm-T24-meta.tsv,2012-11-10,3,3
ParlaMint-TR-en_2012-11-11-tbmm-T24-meta.tsv,2012-11-11,36,47
ParlaMint-TR-en_2012-11-12-tbmm-T24-meta.tsv,2012-11-12,1,3
ParlaMint-TR-en_2012-11-13-tbmm-T24-meta.tsv,2012-11-13,15,40
ParlaMint-TR-en_2012-11-14-tbmm-T24-meta.tsv,2012-11-14,17,40
ParlaMint-TR-en_2012-11-15-tbmm-T24-meta.tsv,2012-11-15,23,37
ParlaMint-TR-en_2012-11-20-tbmm-T24-meta.tsv,2012-11-20,19,36
ParlaMint-TR-en_2012-11-21-tbmm-T24-meta.tsv,2012-11-21,10,29
ParlaMint-TR-en_2012-11-22-tbmm-T24-meta.tsv,2012-11-22,25,35
ParlaMint-TR-en_2012-11-27-tbmm-T24-meta.tsv,2012-11-27,17,37
ParlaMint-TR-en_2012-11-28-tbmm-T24-meta.tsv,2012-11-28,6,29
ParlaMint-TR-en_2012-11-29-tbmm-T24-meta.tsv,2012-11-29,19,42
ParlaMint-TR-en_2012-11-30-tbmm-T24-meta.tsv,2012-11-30,7,24
ParlaMint-TR-en_2012-12-04-tbmm-T24-meta.tsv,2012-12-04,13,47
ParlaMint-TR-en_2012-12-05-tbmm-T24-meta.tsv,2012-12-05,19,35
ParlaMint-TR-en_2012-12-06-tbmm-T24-meta.tsv,2012-12-06,26,38
ParlaMint-TR-en_2012-12-10-tbmm-T24-meta.tsv,2012-12-10,6,13
ParlaMint-TR-en_2012-12-11-tbmm-T24-meta.tsv,2012-12-11,38,55
ParlaMint-TR-en_2012-12-12-tbmm-T24-meta.tsv,2012-12-12,33,53
ParlaMint-TR-en_2012-12-13-tbmm-T24-meta.tsv,2012-12-13,42,61
ParlaMint-TR-en_2012-12-14-tbmm-T24-meta.tsv,2012-12-14,43,61
ParlaMint-TR-en_2012-12-15-tbmm-T24-meta.tsv,2012-12-15,36,48
ParlaMint-TR-en_2012-12-16-tbmm-T24-meta.tsv,2012-12-16,40,36
ParlaMint-TR-en_2012-12-17-tbmm-T24-meta.tsv,2012-12-17,13,40
ParlaMint-TR-en_2012-12-18-tbmm-T24-meta.tsv,2012-12-18,25,49
ParlaMint-TR-en_2012-12-19-tbmm-T24-meta.tsv,2012-12-19,27,55
ParlaMint-TR-en_2012-12-20-tbmm-T24-meta.tsv,2012-12-20,7,29
ParlaMint-TR-en_2013-01-02-tbmm-T24-meta.tsv,2013-01-02,10,22
ParlaMint-TR-en_2013-01-03-tbmm-T24-meta.tsv,2013-01-03,3,13
ParlaMint-TR-en_2013-01-08-tbmm-T24-meta.tsv,2013-01-08,7,32
ParlaMint-TR-en_2013-01-09-tbmm-T24-meta.tsv,2013-01-09,17,41
ParlaMint-TR-en_2013-01-10-tbmm-T24-meta.tsv,2013-01-10,12,32
ParlaMint-TR-en_2013-01-15-tbmm-T24-meta.tsv,2013-01-15,6,22
ParlaMint-TR-en_2013-01-16-tbmm-T24-meta.tsv,2013-01-16,18,40
ParlaMint-TR-en_2013-01-17-tbmm-T24-meta.tsv,2013-01-17,17,32
ParlaMint-TR-en_2013-01-22-tbmm-T24-meta.tsv,2013-01-22,13,15
ParlaMint-TR-en_2013-01-23-tbmm-T24-meta.tsv,2013-01-23,19,48
ParlaMint-TR-en_2013-01-24-tbmm-T24-meta.tsv,2013-01-24,12,28
ParlaMint-TR-en_2013-01-29-tbmm-T24-meta.tsv,2013-01-29,13,41
ParlaMint-TR-en_2013-01-30-tbmm-T24-meta.tsv,2013-01-30,13,45
ParlaMint-TR-en_2013-01-31-tbmm-T24-meta.tsv,2013-01-31,22,52
ParlaMint-TR-en_2013-02-05-tbmm-T24-meta.tsv,2013-02-05,18,36
ParlaMint-TR-en_2013-02-06-tbmm-T24-meta.tsv,2013-02-06,15,47
ParlaMint-TR-en_2013-02-07-tbmm-T24-meta.tsv,2013-02-07,28,53
ParlaMint-TR-en_2013-02-12-tbmm-T24-meta.tsv,2013-02-12,13,27
ParlaMint-TR-en_2013-02-13-tbmm-T24-meta.tsv,2013-02-13,18,41
ParlaMint-TR-en_2013-02-14-tbmm-T24-meta.tsv,2013-02-14,22,46
ParlaMint-TR-en_2013-02-19-tbmm-T24-meta.tsv,2013-02-19,18,36
ParlaMint-TR-en_2013-02-20-tbmm-T24-meta.tsv,2013-02-20,19,44
ParlaMint-TR-en_2013-02-21-tbmm-T24-meta.tsv,2013-02-21,22,16
ParlaMint-TR-en_2013-02-26-tbmm-T24-meta.tsv,2013-02-26,7,33
ParlaMint-TR-en_2013-02-27-tbmm-T24-meta.tsv,2013-02-27,5,25
ParlaMint-TR-en_2013-02-28-tbmm-T24-meta.tsv,2013-02-28,20,22
ParlaMint-TR-en_2013-03-05-tbmm-T24-meta.tsv,2013-03-05,21,43
ParlaMint-TR-en_2013-03-06-tbmm-T24-meta.tsv,2013-03-06,14,41
ParlaMint-TR-en_2013-03-07-tbmm-T24-meta.tsv,2013-03-07,23,50
ParlaMint-TR-en_2013-03-12-tbmm-T24-meta.tsv,2013-03-12,23,35
ParlaMint-TR-en_2013-03-13-tbmm-T24-meta.tsv,2013-03-13,30,37
ParlaMint-TR-en_2013-03-14-tbmm-T24-meta.tsv,2013-03-14,18,27
ParlaMint-TR-en_2013-03-19-tbmm-T24-meta.tsv,2013-03-19,23,27
ParlaMint-TR-en_2013-03-20-tbmm-T24-meta.tsv,2013-03-20,25,33
ParlaMint-TR-en_2013-03-21-tbmm-T24-meta.tsv,2013-03-21,26,35
ParlaMint-TR-en_2013-03-26-tbmm-T24-meta.tsv,2013-03-26,16,44
ParlaMint-TR-en_2013-03-27-tbmm-T24-meta.tsv,2013-03-27,20,56
ParlaMint-TR-en_2013-03-28-tbmm-T24-meta.tsv,2013-03-28,9,34
ParlaMint-TR-en_2013-03-29-tbmm-T24-meta.tsv,2013-03-29,18,22
ParlaMint-TR-en_2013-04-02-tbmm-T24-meta.tsv,2013-04-02,27,26
ParlaMint-TR-en_2013-04-03-tbmm-T24-meta.tsv,2013-04-03,11,29
ParlaMint-TR-en_2013-04-04-tbmm-T24-meta.tsv,2013-04-04,16,25
ParlaMint-TR-en_2013-04-09-tbmm-T24-meta.tsv,2013-04-09,18,25
ParlaMint-TR-en_2013-04-10-tbmm-T24-meta.tsv,2013-04-10,23,39
ParlaMint-TR-en_2013-04-11-tbmm-T24-meta.tsv,2013-04-11,27,36
ParlaMint-TR-en_2013-04-16-tbmm-T24-meta.tsv,2013-04-16,28,32
ParlaMint-TR-en_2013-04-17-tbmm-T24-meta.tsv,2013-04-17,18,38
ParlaMint-TR-en_2013-04-18-tbmm-T24-meta.tsv,2013-04-18,22,41
ParlaMint-TR-en_2013-04-23-tbmm-T24-meta.tsv,2013-04-23,2,4
ParlaMint-TR-en_2013-04-24-tbmm-T24-meta.tsv,2013-04-24,12,32
ParlaMint-TR-en_2013-04-25-tbmm-T24-meta.tsv,2013-04-25,23,36
ParlaMint-TR-en_2013-05-02-tbmm-T24-meta.tsv,2013-05-02,16,38
ParlaMint-TR-en_2013-05-07-tbmm-T24-meta.tsv,2013-05-07,24,41
ParlaMint-TR-en_2013-05-08-tbmm-T24-meta.tsv,2013-05-08,17,36
ParlaMint-TR-en_2013-05-09-tbmm-T24-meta.tsv,2013-05-09,5,14
ParlaMint-TR-en_2013-05-14-tbmm-T24-meta.tsv,2013-05-14,15,28
ParlaMint-TR-en_2013-05-15-tbmm-T24-meta.tsv,2013-05-15,27,48
ParlaMint-TR-en_2013-05-16-tbmm-T24-meta.tsv,2013-05-16,11,24
ParlaMint-TR-en_2013-05-20-tbmm-T24-meta.tsv,2013-05-20,8,21
ParlaMint-TR-en_2013-05-21-tbmm-T24-meta.tsv,2013-05-21,16,33
ParlaMint-TR-en_2013-05-22-tbmm-T24-meta.tsv,2013-05-22,13,32
ParlaMint-TR-en_2013-05-23-tbmm-T24-meta.tsv,2013-05-23,21,44
ParlaMint-TR-en_2013-05-28-tbmm-T24-meta.tsv,2013-05-28,15,42
ParlaMint-TR-en_2013-05-29-tbmm-T24-meta.tsv,2013-05-29,26,47
ParlaMint-TR-en_2013-05-30-tbmm-T24-meta.tsv,2013-05-30,25,42
ParlaMint-TR-en_2013-05-31-tbmm-T24-meta.tsv,2013-05-31,9,24
ParlaMint-TR-en_2013-06-04-tbmm-T24-meta.tsv,2013-06-04,27,47
ParlaMint-TR-en_2013-06-05-tbmm-T24-meta.tsv,2013-06-05,42,52
ParlaMint-TR-en_2013-06-06-tbmm-T24-meta.tsv,2013-06-06,41,44
ParlaMint-TR-en_2013-06-11-tbmm-T24-meta.tsv,2013-06-11,20,24
ParlaMint-TR-en_2013-06-12-tbmm-T24-meta.tsv,2013-06-12,32,41
ParlaMint-TR-en_2013-06-13-tbmm-T24-meta.tsv,2013-06-13,20,28
ParlaMint-TR-en_2013-06-18-tbmm-T24-meta.tsv,2013-06-18,31,45
ParlaMint-TR-en_2013-06-19-tbmm-T24-meta.tsv,2013-06-19,25,47
ParlaMint-TR-en_2013-06-20-tbmm-T24-meta.tsv,2013-06-20,19,32
ParlaMint-TR-en_2013-06-25-tbmm-T24-meta.tsv,2013-06-25,5,22
ParlaMint-TR-en_2013-06-26-tbmm-T24-meta.tsv,2013-06-26,13,30
ParlaMint-TR-en_2013-06-27-tbmm-T24-meta.tsv,2013-06-27,28,30
ParlaMint-TR-en_2013-07-01-tbmm-T24-meta.tsv,2013-07-01,15,29
ParlaMint-TR-en_2013-07-02-tbmm-T24-meta.tsv,2013-07-02,2,0
ParlaMint-TR-en_2013-07-03-tbmm-T24-meta.tsv,2013-07-03,34,42
ParlaMint-TR-en_2013-07-04-tbmm-T24-meta.tsv,2013-07-04,27,32
ParlaMint-TR-en_2013-07-05-tbmm-T24-meta.tsv,2013-07-05,26,36
ParlaMint-TR-en_2013-07-06-tbmm-T24-meta.tsv,2013-07-06,25,32
ParlaMint-TR-en_2013-07-07-tbmm-T24-meta.tsv,2013-07-07,29,22
ParlaMint-TR-en_2013-07-08-tbmm-T24-meta.tsv,2013-07-08,24,29
ParlaMint-TR-en_2013-07-09-tbmm-T24-meta.tsv,2013-07-09,34,45
ParlaMint-TR-en_2013-07-10-tbmm-T24-meta.tsv,2013-07-10,45,40
ParlaMint-TR-en_2013-07-11-tbmm-T24-meta.tsv,2013-07-11,37,46
ParlaMint-TR-en_2013-07-12-tbmm-T24-meta.tsv,2013-07-12,17,31
ParlaMint-TR-en_2013-07-13-tbmm-T24-meta.tsv,2013-07-13,25,31
ParlaMint-TR-en_2013-10-01-tbmm-T24-meta.tsv,2013-10-01,1,0
ParlaMint-TR-en_2013-10-02-tbmm-T24-meta.tsv,2013-10-02,10,21
ParlaMint-TR-en_2013-10-03-tbmm-T24-meta.tsv,2013-10-03,8,18
ParlaMint-TR-en_2013-10-08-tbmm-T24-meta.tsv,2013-10-08,6,13
ParlaMint-TR-en_2013-10-09-tbmm-T24-meta.tsv,2013-10-09,7,17
ParlaMint-TR-en_2013-10-10-tbmm-T24-meta.tsv,2013-10-10,9,22
ParlaMint-TR-en_2013-10-22-tbmm-T24-meta.tsv,2013-10-22,7,38
ParlaMint-TR-en_2013-10-23-tbmm-T24-meta.tsv,2013-10-23,11,40
ParlaMint-TR-en_2013-10-24-tbmm-T24-meta.tsv,2013-10-24,20,34
ParlaMint-TR-en_2013-10-30-tbmm-T24-meta.tsv,2013-10-30,27,45
ParlaMint-TR-en_2013-10-31-tbmm-T24-meta.tsv,2013-10-31,17,13
ParlaMint-TR-en_2013-11-05-tbmm-T24-meta.tsv,2013-11-05,16,30
ParlaMint-TR-en_2013-11-06-tbmm-T24-meta.tsv,2013-11-06,17,36
ParlaMint-TR-en_2013-11-07-tbmm-T24-meta.tsv,2013-11-07,20,24
ParlaMint-TR-en_2013-11-12-tbmm-T24-meta.tsv,2013-11-12,17,21
ParlaMint-TR-en_2013-11-13-tbmm-T24-meta.tsv,2013-11-13,24,30
ParlaMint-TR-en_2013-11-14-tbmm-T24-meta.tsv,2013-11-14,19,40
ParlaMint-TR-en_2013-11-19-tbmm-T24-meta.tsv,2013-11-19,13,34
ParlaMint-TR-en_2013-11-20-tbmm-T24-meta.tsv,2013-11-20,6,28
ParlaMint-TR-en_2013-11-21-tbmm-T24-meta.tsv,2013-11-21,8,33
ParlaMint-TR-en_2013-11-26-tbmm-T24-meta.tsv,2013-11-26,17,36
ParlaMint-TR-en_2013-11-27-tbmm-T24-meta.tsv,2013-11-27,29,34
ParlaMint-TR-en_2013-11-28-tbmm-T24-meta.tsv,2013-11-28,22,38
ParlaMint-TR-en_2013-12-03-tbmm-T24-meta.tsv,2013-12-03,5,32
ParlaMint-TR-en_2013-12-04-tbmm-T24-meta.tsv,2013-12-04,10,37
ParlaMint-TR-en_2013-12-09-tbmm-T24-meta.tsv,2013-12-09,29,49
ParlaMint-TR-en_2013-12-10-tbmm-T24-meta.tsv,2013-12-10,32,29
ParlaMint-TR-en_2013-12-11-tbmm-T24-meta.tsv,2013-12-11,54,68
ParlaMint-TR-en_2013-12-12-tbmm-T24-meta.tsv,2013-12-12,26,53
ParlaMint-TR-en_2013-12-13-tbmm-T24-meta.tsv,2013-12-13,31,56
