Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u12	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u13	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u14	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u15	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u16	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	VitKankovsky.1970	Kaňkovský, Vít	M	1970	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u17	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u18	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrBendl.1966	Bendl, Petr	M	1966	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u19	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u20	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PatrikNacher.1974	Nacher, Patrik	M	1974	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u21	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u22	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2019-12-06-ps2017-039-08-000-000	ParlaMint-CZ_2019-12-06-ps2017-039-08-000-000.u23	Parliament of the Czech Republic, Chamber of Deputies, 2019-12-06	2019-12-06	Lower house	ps2017	-	ps2017/039	ps2017/039/08	ps2017/039/000	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
