Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2019-01-30-ps2017-026-06-027-042	ParlaMint-CZ_2019-01-30-ps2017-026-06-027-042.u1	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-30	2019-01-30	Lower house	ps2017	-	ps2017/026	ps2017/026/06	ps2017/026/042	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-01-30-ps2017-026-06-027-042	ParlaMint-CZ_2019-01-30-ps2017-026-06-027-042.u12	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-30	2019-01-30	Lower house	ps2017	-	ps2017/026	ps2017/026/06	ps2017/026/042	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	StanislavGrospic.1964	Grospič, Stanislav	M	1964	
ParlaMint-CZ-en_2019-01-30-ps2017-026-06-027-042	ParlaMint-CZ_2019-01-30-ps2017-026-06-027-042.u13	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-30	2019-01-30	Lower house	ps2017	-	ps2017/026	ps2017/026/06	ps2017/026/042	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-01-30-ps2017-026-06-027-042	ParlaMint-CZ_2019-01-30-ps2017-026-06-027-042.u14	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-30	2019-01-30	Lower house	ps2017	-	ps2017/026	ps2017/026/06	ps2017/026/042	Reference	English	Regular	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	StanislavGrospic.1964	Grospič, Stanislav	M	1964	
ParlaMint-CZ-en_2019-01-30-ps2017-026-06-027-042	ParlaMint-CZ_2019-01-30-ps2017-026-06-027-042.u15	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-30	2019-01-30	Lower house	ps2017	-	ps2017/026	ps2017/026/06	ps2017/026/042	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-01-30-ps2017-026-06-027-042	ParlaMint-CZ_2019-01-30-ps2017-026-06-027-042.u16	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-30	2019-01-30	Lower house	ps2017	-	ps2017/026	ps2017/026/06	ps2017/026/042	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JanaLevova.1977	Levová, Jana	F	1977	
ParlaMint-CZ-en_2019-01-30-ps2017-026-06-027-042	ParlaMint-CZ_2019-01-30-ps2017-026-06-027-042.u17	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-30	2019-01-30	Lower house	ps2017	-	ps2017/026	ps2017/026/06	ps2017/026/042	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-01-30-ps2017-026-06-027-042	ParlaMint-CZ_2019-01-30-ps2017-026-06-027-042.u18	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-30	2019-01-30	Lower house	ps2017	-	ps2017/026	ps2017/026/06	ps2017/026/042	Reference	English	Regular	MP	notMinister	TOP09	Political group TOP 09	Opposition	Centre-right	DominikFeri.1996	Feri, Dominik	M	1996	
ParlaMint-CZ-en_2019-01-30-ps2017-026-06-027-042	ParlaMint-CZ_2019-01-30-ps2017-026-06-027-042.u19	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-30	2019-01-30	Lower house	ps2017	-	ps2017/026	ps2017/026/06	ps2017/026/042	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
ParlaMint-CZ-en_2019-01-30-ps2017-026-06-027-042	ParlaMint-CZ_2019-01-30-ps2017-026-06-027-042.u20	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-30	2019-01-30	Lower house	ps2017	-	ps2017/026	ps2017/026/06	ps2017/026/042	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RomanKubicek.1963	Kubíček, Roman	M	1963	
ParlaMint-CZ-en_2019-01-30-ps2017-026-06-027-042	ParlaMint-CZ_2019-01-30-ps2017-026-06-027-042.u21	Parliament of the Czech Republic, Chamber of Deputies, 2019-01-30	2019-01-30	Lower house	ps2017	-	ps2017/026	ps2017/026/06	ps2017/026/042	Reference	English	Chairperson	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	TomasHanzel.1975	Hanzel, Tomáš	M	1975	
