ParlaMint-FR_2018-04-17-O1191.u1	The next item is the oral questions without debate.
ParlaMint-FR_2018-04-17-O1191.u12	Mr Pierre Henriet has the floor, very briefly, please.
ParlaMint-FR_2018-04-17-O1191.u13	Thank you, Minister, for your answer. Vocational training, soon to be reformed, will have to strengthen the mechanisms of integration through economic activity, in particular by revising this conventional framework.
ParlaMint-FR_2018-04-17-O1191.u14	Mrs Isabelle Valentin has the floor to put her question, No 281, on the reform of apprenticeship.
ParlaMint-FR_2018-04-17-O1191.u15	Madam Minister of Labour, on 16 November last you announced the holding of a consultation on learning reform. While almost 20 per cent of young people aged 15-24 are job-seekers, there are reportedly 300,000 unfilled jobs in the labour market, which is disconcerting. One out of every three high school students is now enrolled in the vocational school system, i.e. 700000 pupils. This is the path of excellence, and we must develop it. Today, alternation is a major asset for the training of qualified young people, who will tomorrow be the pillars of our businesses. While we agree that companies deserve much more consultation and at the heart of apprenticeship policies, the orientation of this reform seems to be contrary to the very interests of apprentices. This reform is a recentralisation of one of the first decentralised policies; It is simply the privatisation of apprenticeship, entrusted to the professional branches. The financing of the contract presents a major risk, particularly in terms of spatial planning, since it does not take account of local disparities. This new system creates a great complexity, since nearly 700 branches will replace the unique interlocutor of the region. Only the training followed by a large number of apprentices will be sustainable. In the same vein, the proposed governance is far removed from the realities of the territories and businesses, while the region is best placed to adapt the offer of vocational training to the needs of the enterprises of the territory. For the regions, the reform of guidance is also the main key to succeeding in upgrading and developing learning in France. It is also a strong expectation of young people and families. The current weakness of the system has been unanimously denounced by the French. Minister, what funding are you planning for production schools, apprenticeship training centres – CFA – transportation, catering and accommodation for apprentices, and the acquisition of their first equipment? How do you envisage the sharing of technical platforms between professional high schools and CFA?
ParlaMint-FR_2018-04-17-O1191.u16	The Minister for Labour has the floor.
ParlaMint-FR_2018-04-17-O1191.u17	Madam Member, we agree on the first of the two points that you have raised: the importance of developing apprenticeships massively, while 1.3 million young people in France do not plan for the future, having neither employment nor training. In a few weeks, I will have the pleasure and the honour to introduce the bill for the freedom to choose one's professional future. We will have a lot of time to discuss these issues, and I hope I can convince you. In this area, there are a lot of brakes: orientation, labour code, rigidity of training... I will not go into all the details of the reform. One of these obstacles, therefore, today is financing. Today, not all learning money goes to learning. Thus, out of the 235 million euros transferred in 2016 by the State to the Auvergne-Rhône-Alpes region, which you know well, the region has spent only 195 million euros. The situation is similar in other regions. The current funding does not, therefore, allow it to spend all the money on learning. In order to remedy this, it is necessary to build something simpler, guaranteeing above all that whenever a young person signs an apprenticeship contract with a company, the financing of the training is ensured. This is the subject of the reform. We therefore want to move from a funding system to a balance grant to a financing at contract cost to enable apprenticeship training centres to develop without hindrance and to be encouraged to go and look for young people and businesses. They will be sure to receive additional funding for each young person while today, regardless of the number of young people, the grant cannot increase. As you said, it is also appropriate to address the issues of investment and land use planning. As far as investment is concerned, it is the regions that are competent, and they will remain so in the bill that I will be defending. Today, nearly 200 million are coming from the ICTPE – domestic consumption tax on energy products. They will be maintained in the new system. It is the regions which are competent, both as regards vocational lycées and CFAs. This is a good thing, as you pointed out, because it allows us to create campuses, common technical platforms, in order to promote mutualization and thus to make good use of public money. In addition, it brings CFAs closer to high schools, which is a good thing since we also want to create bridges between school status and apprenticeship status. From this point of view, there will be no change. The financing of accommodation, the restoration of apprentices will not change. On the other hand, and this is a new development, an allocation of 250 million will be transferred from the State to the regions so that, in addition to the cost to the contract guaranteeing the essentials for all CFAs, 20% additional funding will be allocated to CFAs, particularly in rural areas or in priority areas of the city, which would have complementary needs, taking into account the importance of spatial balance. We agree on one point: it is important to have an offer of proximity throughout the territory. In total, there will be more money for learning, funding will be more fluid, more direct for CFAs. I am counting on the regions to continue their efforts at structural investment. There is neither centralisation – the state does not recover any competence – nor privatisation: learning is the responsibility of the public authorities, in particular the regions, but also the companies with regard to the contract.
ParlaMint-FR_2018-04-17-O1191.u18	Mrs Isabelle Valentin has the floor very briefly.
ParlaMint-FR_2018-04-17-O1191.u19	It is true that the mobility of our apprentices is one of the main brakes. So we want to have CFAs all over the place. In Auvergne-Rhône-Alpes, we have put a lot of money, much more than we receive...
ParlaMint-FR_2018-04-17-O1191.u20	No, that's not true.
ParlaMint-FR_2018-04-17-O1191.u21	... both in investment and operation. We will discuss it again during the debates, since I have the figures.
ParlaMint-FR_2018-04-17-O1191.u22	Me too.
ParlaMint-FR_2018-04-17-O1191.u23	Thank you. We'll have an opportunity to talk about it again. I would simply point out, minister, that the overall six-minute deadline includes a possible response from the parliamentarian to the minister.
ParlaMint-FR_2018-04-17-O1191.u24	Yes, Mr. President!
ParlaMint-FR_2018-04-17-O1191.u25	Mr Benoit Potterie, speaking on behalf of the Committee on the Environment, Public Health and Consumer Protection, referred to his question No 278 on the financing of the projects of the European Social Fund.
ParlaMint-FR_2018-04-17-O1191.u26	Madam Minister, I would like to alert you to the slow and complex access to European funding for companies and associations, a subject that concerns many structures in my constituency. I am thinking in particular of the European Social Fund – ESF. The ESF finances projects with the aim of reducing disparities in development between the regions of the European Union. It is a good project, but the slow and complex approach hinders its effectiveness. I recently discussed this with the local plan for integration and employment – PLIE – of the Audomarois. PLIEs are essential elements of employment policy. They offer personalized support for those who are furthest from it and their contribution is important for the most vulnerable audiences. The Audomar PLIE is heavily dependent on European funds, with 60% of its grants coming from the ESF, but the training procedures are very complex and many cases are refused for simple errors of form. On the other hand, delays in the disbursement of funds can be very long. As far as the Audomarois PLIE is concerned, the minimum period is 24 months after the first expenses incurred! Under these conditions, structures using the ESF are sometimes obliged to resort to debt transfers with banks, which creates significant financial burdens for them. Some structures are threatened with recovery. I welcome the commitment of the French Government to modernising the European institutions. Much has already been done, and I can see the difficulties he is facing. In recognition of your commitment, Madam Minister, I would therefore like to alert you to this situation, and ask you whether this issue is on the agenda of your discussions with your European counterparts.
ParlaMint-FR_2018-04-17-O1191.u27	The Minister for Labour has the floor.
ParlaMint-FR_2018-04-17-O1191.u28	The ESF, created in 1957 by the Treaty of Rome, represents something important in France, with €6 billion in funding coming from it for the period 2014-2020. That being said, you are right, it is necessary to simplify its methods of action. This is a priority shared by both the European Commission and the French Government, in particular in preparing for the future of the European Structural and Investment Funds. The ESF is a very good illustration of Europe's contribution to France, but if we need more Europe, we need above all "better Europe", which means much simpler and much faster procedures, you said. The management of the ESF also often involves intermediaries. The local plan for integration and employment in the Audomarois is carried out by the association PLIE de l'Audomarois and is thus part of one of the six PLIE members of the intermediate organization OCAPLIE. The overall grant is granted to the latter, which then redistributes it to the PLIEs. The PLIE de l'Audomarois has been facing financial but also institutional difficulties since 2017. They come from both local and regional authorities, whose commitments must come in return for the ESF, and from the often slow pace of management of the ESF itself. Many exchanges have taken place, but such a situation does not depend directly on the department's services, since OCAPLIE receives the money. We cannot therefore intervene directly, but we have taken into account the possible cash flow difficulties that these malfunctions or delays may cause. At regional level, my Ministry has granted a cash advance to overcome any difficulties during the period 2018-2020, as long as we are contributing to the reform of the ESF. With regard to the amounts expected in return for the call for funds, the departments of the Ministry have already made exceptional reimbursements of these expenses before the payment by the Commission of the corresponding ESF appropriations. We will ensure and work to make things simpler in the future and no longer need to make cash advances.
ParlaMint-FR_2018-04-17-O1191.u29	There's work to do!
ParlaMint-FR_2018-04-17-O1191.u30	Any answer, Mr. Potterie?
ParlaMint-FR_2018-04-17-O1191.u31	Just to thank the minister.
ParlaMint-FR_2018-04-17-O1191.u32	Mrs Huguette Bello has the floor to put her question, No. 266, on the recycling of end-of-life vehicles in La Réunion.
ParlaMint-FR_2018-04-17-O1191.u33	While dengue is in the epidemic phase in Réunion and the elimination of larval gites becomes imperative, the issue of the treatment of end-of-life vehicles arises with renewed acuity. These wrecks are indeed conducive to the development of mosquito larvae, vectors of dengue and, we remember, chikungunya. Since the transposition into French law of the European Directive in 2011, the export and management of end-of-life vehicles cannot be carried out outside the European Union. However, this legislation quickly appeared to be inadequate for the overseas regions because of the lack of suitable grinding tools and, of course, geographical distance. As of 2011, the Directorate-General for Risk Prevention granted La Réunion a tolerance in order to allow operators to export their end-of-life vehicles to India, Indonesia and more broadly to the Indian Ocean area. Materialized by e-mail, this derogation from the environmental code has been renewed every year but without ever having a legal basis. Since this situation is not expected to continue, significant investments have been made with the financial support of Europe, the State and the Reunion Region. Subsequently, a prefectural order and approval authorized these grinding activities, which started in 2016. The Reunion is now able to process and value all metal waste on site, but also to produce a second generation raw material of very high quality. Against all logic, however, the derogation is maintained. On several occasions, the Ministry of the Environment has never acted on this issue. In addition to ignoring the existence of new efficient processing tools, this status quo threatens production in La Réunion of recycled steel – the E40, for specialists – on the one hand, and, of course, job creation on the other. This tolerance runs counter to the necessary relocation of value added and the development of the circular economy. It also worsens marine pollution as waste has to travel long distances. My question is therefore: will the Government allow the application to the Meeting of article R. 543-161 of the Environmental Code?
ParlaMint-FR_2018-04-17-O1191.u34	The Minister responsible for transport has the floor.
ParlaMint-FR_2018-04-17-O1191.u35	Madam Member, you have interviewed Mr Nicolas Hulot, Minister of State, Minister for the ecological and solidarity transition. He couldn't be present, so he asked me to answer you. The activities of the motor vehicle deconstruction sector address important issues, particularly in the overseas territories. It primarily addresses environmental issues, as this sector ensures the clean-up of vehicles at the end of their life, and allows the reuse of spare parts and the recycling of materials from them. It also participates in economic activity through the local jobs it generates. The Meeting has seven approved deconstruction centres for end-of-life vehicles and two approved shredders, which enable all end-of-life vehicles on the island to be taken over. Finally, it helps to prevent health risks, as you have pointed out, because abandoned end-of-life vehicles are privileged lodgings for the development of mosquitoes and these are vectors of diseases that can be serious. In La Réunion, around 5000 vehicles are supported free of charge each year by the approved networks, with satisfactory recycling and valorisation performance of around 85% of the vehicle mass. However, in La Réunion, as in other overseas territories, a number of vehicles are abandoned on public roads and on private land, often by people who deconstruct them illegally to recover only valuable spare parts. In the territory of La Réunion, the number of these abandoned vehicles is estimated at about ten thousand. On the basis of the recommendations made on this issue in the 2015 report by MP Letchimy, a decree issued in April 2017 calls on car manufacturers to implement a plan of action targeted at overseas communities, aimed at collecting and treating these abandoned vehicles, in conjunction with local authorities. Awareness-raising measures for the inhabitants are also planned to prevent the abandonment of these vehicles or their recovery through the illegal sector. In accordance with this plan, at the end of March 2018 the car manufacturers launched the first operations to collect abandoned vehicles in Guadeloupe and Martinique, as part of an experimental phase involving 3000 vehicles. On the basis of this experiment, car manufacturers will expand this action in La Réunion in the coming months. At the same time, the inspection services of my Ministry's classified facilities are stepping up their fight against the illegal vehicle deconstruction process. Issues relating to the collection of end-of-life vehicles are also part of a specific national issue and will be the subject of specific announcements at the forthcoming publication of the road map on the circular economy.
ParlaMint-FR_2018-04-17-O1191.u36	Mrs Aurore Bergé has the floor to raise her question, No 273, on the free movement of the francilian part of the A10 motorway.
ParlaMint-FR_2018-04-17-O1191.u37	I associate my colleagues from Yvelines and Essonne Béatrice Piron, Jean-Noël Barrot, Bruno Millienne, Amélie de Montchalin, Marie-Pierre Rixain and Laëtitia Romeiro Dias with my question. As you know, Madam Minister, the French are not equal in terms of mobility, including in the heart of the Île-de-France region. The situation is particularly problematic for the inhabitants of South Yvelines and Essonne when they have to reach the capital by using the A10 motorway, on which a toll barrier at the level of Dourdan is installed. The A10 is thus paid, in the heart of the Île-de-France region, just 23 kilometres from Paris. The presence of a toll on a francilian motorway so close to the capital is, in our view, a breach of equality between citizens and between territories: in Île-de-France, most motorways are indeed paid from about 45 kilometers from Paris. Even in 2018, many peri-urban areas are still underserved by public transport. The use of the car is therefore necessary for the inhabitants as part of their journeys between their home and their place of work. To go to work and take the motorway, the Francilians can spend up to 1300 euros per year and per vehicle. Alternatively, drivers and heavy goods vehicles are forced to refer to the secondary network. Dispersal of vehicle flow on this network, particularly on the RN20, causes saturation. The result is an increase in travel time, greater CO2 emissions, nuisances for residents and increased dangerousness of these roads. For years, elected representatives and associations of the Yvelines and Essonne have been fighting to obtain the free of charge of this motorway used daily by the inhabitants of our territories. According to the associations, the free of charge of the francilian portion of the A10 would represent for the dealer Cofiroute only 8 to 10 million euros of loss of profits, for a net profit of 330 million euros for the year 2016, still increasing by 15% compared to the previous year. Minister, what measures is the Government prepared to take to support mobility and facilitate the movement of the Francilians who depend on this motorway route?
ParlaMint-FR_2018-04-17-O1191.u38	The Minister responsible for transport has the floor.
ParlaMint-FR_2018-04-17-O1191.u39	Madam Member, you are calling my attention to the section of the A10 motorway that crosses the Île-de-France and I would like to assure you that I am very attentive to the situation of users who use the francilian section of the A10 motorway on a daily basis. This motorway is granted to Cofiroute until 2034 and the contractual links between the State and the said company provide for the application of a toll on the section of the A10 between Allainville and La Folie-Bessin, i.e. at the level of the connection of the RN 118 near the Ulis. The section linking Dourdan to La Folie-Bessin consists of local users and transit users who use the A11 and A10. However, a consistent case-law of the Council of State requires that the principle of equality in the pricing of users be respected, which precludes the possibility of establishing free treatment for the benefit of the Francilians alone. The toll should therefore be purchased for the entire journeys carried out on this section over a calculated period until the end of Cofiroute's concession contract. The estimated amount of such a buy-back is estimated at several hundred million euros, which does not appear to be possible for the state or for the communities. In this context, significant efforts have been made by the State and the concessionaire to improve the conditions of use of the A10 motorway. For example, preferential subscription arrangements have been put in place for regular users using the Dourdan broadcaster. Preferential rates for carpooling are also offered, along with carpooling areas in Ablis, Allainville and Dourdan. The renovation of the co-modality site of the Dourdan - Longvilliers interchange includes the creation of 100 additional parking spaces and the construction of a bus station. Finally, the State is working to improve the supply of public transport on the A10 motorway, experimenting, for example, with a route reserved for regular bus lines running between Les Ulis and Massy.
ParlaMint-FR_2018-04-17-O1191.u40	Mrs Aurore Bergé has the floor.
ParlaMint-FR_2018-04-17-O1191.u41	Thank you, Minister, for that clarification. I think it would be useful for the associations and elected representatives of these territories to be received, so that we can think together about even more innovative solutions.
ParlaMint-FR_2018-04-17-O1191.u42	Mrs Emilie Bonnivard has the floor to raise her question, No. 284, concerning the closure of stations in Maurienne.
ParlaMint-FR_2018-04-17-O1191.u43	The Minister of Transport, a few weeks ago, SNCF unilaterally announced the closure of the windows and buildings of several stations in Savoie, two of which were in the Maurienne valley, that of Saint-Avre - La Chambre and Saint-Michel-de-Maurienne. It also announced a drastic reduction in the hourly amplitude of the last two stations still open out of the six that this cross-border valley once had, the longest of the Alps: Saint-Jean-de-Maurienne and Modane. Balance sheet: the abolition of 15 posts in the territory by 1 September. However, the stations that will be closed are used daily by users working in the Chamberian basin, or even beyond, and by high school students. Do you know what it's like to stand on the dock at seven o'clock in the morning in an alpine valley, when it's ten degrees below zero and your train is late? In addition, the Saint-Avre station is used daily by some 40 disabled workers, a fragile population that will now remain outside and without any supervision. La Savoie is one of the main tourist departments of France, with 731000 tourist beds. The tourist population deserves a proper reception, even outside the weekends. Savoys are one of the most dynamic demographic territories. They are also areas where more and more air quality statements are being made, and less and less effort is being made in favour of the train. These decisions are the exact opposite of what should be done to promote clean transport and quality service in these dynamic and fragile territories. Finally, Madam Minister, for thirty years, whether it is freight or passenger service, the SNCF has continuously reduced service in Maurienne, which is a cross-border valley. And the posts currently offered to those affected by this restructuring are in Annemasse. Who are we laughing at? People have built their lives in our valley and are attached to it. Do you know how long it takes to get from Saint-Jean-de-Maurienne to Annemasse? So, Madam Minister, can you make me aware of your real desire to preserve this public service in the Maurian valley and more generally in the Alpine valleys, by maintaining open stations, in order to meet the minimum needs of users? Do you agree to help us save the two stations threatened with closure? Why not consider that these territories, which have been sacrificed in recent years, provide a number of deconcentrated services for SNCF, at a very digital time? Would it not be possible to break down the various services, in order to facilitate the retention of personnel in the territory, in other posts? Finally, I would like to point out that the activity of these stations has remained stable in recent years. Minister, we do not agree with these closures: it seems to us that these decisions are not relevant and we would like to know how you can help us get back on them.
ParlaMint-FR_2018-04-17-O1191.u44	The Minister responsible for transport has the floor.
ParlaMint-FR_2018-04-17-O1191.u45	Madam Member, you are asking me about the total or partial closure of passenger windows and buildings at certain stations in the Maurienne. First of all, I would like to point out that in any event the closure of a ticket office or a station building is not synonymous with the abolition of the service. In this case, there is no change in the service of the stations you mention. The policy of opening windows and buildings at regional railway stations is a matter of contracting between the operator and the region, as the organising authority for regional rail services, insofar as it bears the cost. In the current context of controlling public spending, it seems understandable that the region is ensuring a satisfactory balance between the interest of the service offered to travellers and its cost to the taxpayer. The State, in application of the principle of the free administration of local and regional authorities, does not intervene in this choice. However, I am committed to the fact that the SNCF, in connection with the region, is examining the alternative means of reducing the impact on users of the closure of the windows, for example by entrusting the distribution of regional transport tickets to establishments located in the vicinity of the station, such as a tourist office or a newspaper merchant. Titles can sometimes also be sold on board TERs. With regard to the Saint-Avre station - La Chambre, the opening of the point of sale will be maintained during a period of winter peak, in this case Saturdays and Sundays from 15 December to 15 April.
ParlaMint-FR_2018-04-17-O1191.u46	Mrs Emilie Bonnivard has the floor.
ParlaMint-FR_2018-04-17-O1191.u47	Madam Minister, I would ask you, if you will, to help us find solutions with SNCF to prevent people from having to wait for their train outside, especially in the winter.
ParlaMint-FR_2018-04-17-O1191.u48	Mr Christophe Arend has the floor to put his question, No. 274, on mining damage in Rosbruck.
ParlaMint-FR_2018-04-17-O1191.u49	My question is addressed to the Minister of Economy and Finance. In the early 1980s, building permits were issued in Rosbruck, Weihergraben, Moselle East. The topographical situation at the time located these buildings six metres above the flood level of the Rosselle River, the river irrigating this territory. At the same time, the Houillères of the Lorrain Basin operated the Rosbruck basement, more than 1000 metres deep. Since then, the entire village has been subjected to landslides that have led to major building disruptions. The Weihergraben district is a paroxysmic illustration of mining damage. Today, constructions are leaning dangerously and cracking. They are now nine metres below the Rosselle's flood level, which means that they have been submerged fifteen metres, equivalent to the height of a four-storey building. This reverses the natural direction of water flow. A protective dam has been built, but if it breaks down, the Weihergraben will turn into a lake, without the possibility of draining water. The 39 houses in the neighbourhood are now classified as a floodable red area due to natural risk. The source of the problem, Madam Minister, is mining, not natural. The inhabitants of Weihergraben live in houses that have up to five centimetres per metre of horizontal variation. They are calling for a Mine Risk Prevention Plan – PPRM. The already critical situation of the inhabitants of the area is further aggravated by the halting of pumping of mining water. In the long term, the level of the water table will be three metres below the foundations of their homes. Double pain, could we say! In the light of the situation, the public industrial and commercial establishment that had taken over Charbonnages de France was dissolved at the end of 2017, after appealing a court decision in favour of Rosbruck. The eastern Mosellan mining basin contributed significantly to the recovery of post-war France, thanks to the black Gules. They have amply deserved that the state does not abandon them. What does the Minister of Economy and Finance intend to do to reassure our citizens in Rosbruck about the state's concern?
ParlaMint-FR_2018-04-17-O1191.u50	The Minister responsible for transport has the floor.
ParlaMint-FR_2018-04-17-O1191.u51	Mr President, you have questioned the Minister of Economy and Finance, but the mining risk falls under the responsibility of the Ministry of Ecological and Solidarity Transition. The Minister for the Ecological and Solidarity Transition is fully aware of the responsibilities of the State in the management of mining risks after the end of the operation. The Ministry of the Ecological and Solidarity Transition devotes almost 40 million euros each year to the repair of mine damage and the prevention of mining risks, whether they be monitoring or safety work. In particular, with regard to the Lorrain Coal Basin, in addition to the cessation of mining, the sector has experienced a significant decrease in the rate of mining in industries and communities since the early 2000s. The observed rise of the tablecloth, which tends to return to its natural level, is therefore not the sole source of the former mining operation. However, in order to deal with this phenomenon, the State has since 2009 undertaken and financed water pumping and treatment works amounting to €7.4 million. The State also monitors, through a piezometer network, the western sector of the Lorrain coal basin, which is most immediately affected by the upwelling. Moreover, in this sector, areas that have been submerged as a result of mining are not the only ones affected by the risk of flooding. This is why the State has planned to use the establishment of a flood risk prevention plan – PPRI – for the entire Lorrain coal basin, whether it is submerged or not, and regardless of the type of flood, by overflow or by upwelling. The prescription of this IPP does not call into question the State's responsibility for post-mine matters. As a result, specifically in areas affected by the former mining operation, and even in the absence of a Mine Risk Prevention Plan, if collective prevention measures are necessary to avoid mining damage, they will continue to be implemented and funded by the State under the post-mine scheme. Apart from these cases of prevention related to past mining activity, the advantage of establishing an IPP lies in the possible intervention of the Fund for the Prevention of Major Natural Hazards – FPRNM – which can only be considered in the case of a natural risk, defined in article L. 562-1 of the Environmental Code, of which floods are part. Thus, the State already assumes full responsibility for post-mining. It is taking and will continue to take the necessary measures to deal with the phenomenon of flooding in submerged areas, even if it is not exclusively of mining origin. As for the measures that could be prescribed to individuals, including the inhabitants of Rosbruck, to deal with the natural risk of flooding, it is important to specify that their cost cannot exceed 10% of the market value of the property concerned. In addition, the State, through the FPRNM, will be able to participate in the financing of these measures up to 40 % for goods used for housing or up to 20 % for goods used in professional activities for enterprises with less than 20 employees.
ParlaMint-FR_2018-04-17-O1191.u52	Mr Christophe Arend has the floor.
ParlaMint-FR_2018-04-17-O1191.u53	Thank you for your response, Minister, and I note that the Crown will take its responsibility in the event of a flood. But, in order to reassure the inhabitants of this mining basin, which, I repeat, contributed heavily to France's recovery in the post-war period, it would seem useful for a member of your services to bother to move on the ground. I assure you, it is impressive to be in a house where the ground has a rise of five centimetres per meter! To give you an idea of the problem, these houses are obliged to have four flows per gutter, because the direction of water flow varies from year to year.
ParlaMint-FR_2018-04-17-O1191.u54	The meeting was suspended.
ParlaMint-FR_2018-04-17-O1191.u55	The meeting was resumed.
ParlaMint-FR_2018-04-17-O1191.u56	Mrs Valérie Lacroute has the floor to put her question, No. 286, on the Collège Jacques-Prévert in Lorrez-le-Bocage.
