ParlaMint-FR_2018-02-20-O1145.u1	The next item is the oral questions without debate.
ParlaMint-FR_2018-02-20-O1145.u12	Mrs Annaig Le Meur has the floor to put her question, No 154, on air links at Quimper airport.
ParlaMint-FR_2018-02-20-O1145.u13	Madam Secretary of State, I would like to draw your attention to one of the axes of the accessibility pact that the Brittany region recently proposed to the Government: the airport terminal. In particular, I would like to mention the case of Quimper Cornouaille airport and the airlines serving it. Quimper Airport hosts a regular link between Orly and Quimper, a vital link for the establishment of companies in the territory of Cornouaillais. Flights operated by Hop Company! are carried out in ATR, propeller aircraft connecting Quimper to Orly in an hour and a half. Due to the lack of trained pilots on this type of aircraft and the fact that these aircraft do not fly in rain and wind, their use regularly causes delays and cancellations that adversely affect the attractiveness of the airport. In 2017, 153 flights departing from Quimper were cancelled, which represents one flight every three days. This week alone, we deplored daily delays and cancellations. In addition, the pricing is very high, which deprives a large number of inhabitants of the Quimpérois territory of the use of the aircraft, an interesting substitute for the train or car for long journeys. You know that, Madam Secretary of State, and I have discussed the matter several times with Mrs Borne, the Finistère, department of the tip of the Breton peninsula, is penalized by its geographical location in the far west of France. It's a fact; But Quimper is, moreover, penalized by a form of enclavement which I will call functional, and which affects many territories: it is a question of distance from the metropolises, which, they, attract and mobilize the means and the main axes of communication. Maintaining quality travel to the rest of the country, and not just to a relay metropolis, is the guarantee of a successful economic development of our medium-sized cities. Cornwall is concerned; it needs all forms of mobility to exist. Can you explain to us what the Government is considering for our territory?
ParlaMint-FR_2018-02-20-O1145.u14	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-02-20-O1145.u15	Madam Member, air service to the territories is a major issue for French transport policy. The Government is also following with great attention the situation of the connections made by Hop!. The latter, resulting from the merger in 2016 of three regional airlines from the Air France Group, has recently been confronted with a pilot shortage, linked to the evolution of careers within the group, and a series of technical failures on ATR-type aircraft. Some lines have thus experienced an abnormal number of cancellations, notably in the second half of 2017. The delays and cancellations experienced by Hop's network flights! However, they are not acceptable to passengers or to the territories concerned. It is not permissible for such a breakdown of service to, among other things, penalize your territory, Madam Member. Though Hop! By virtue of its status as a private company, it has a wide autonomy of management on the Quimper-Paris route, which operates without public intervention, the Minister responsible for transport has asked the Directorate-General for Civil Aviation – DGAC – to ensure that the company takes measures to ensure that the air service of all the territories concerned recovers as soon as possible a level of quality of service in line with expectations. In particular, the company was asked to submit an action plan allowing for the rapid return to more robust operational conditions. Wishing to remain a major player in the service of the territories, the company has already confirmed that it has put in place preventive maintenance measures in order to limit the technical unavailability of its aircraft, which are still too frequent, and has accelerated its recruitment and pilot training processes to cope with the numerous departures. With regard to the connection between Quimper and Paris, the company states that two of the three daily rotations will be carried out, starting on 27 March, using an EMBRAER-type module – Empresa brasileira de aeronáutica – to replace ATR-type devices. This change will save approximately 15 minutes on the flight. The issue of the release and air services of the territories will be the subject of a debate within the framework of the air transport bases, which will be launched shortly by the Minister responsible for transport, and which I therefore invite you, Madam Member, to follow closely.
ParlaMint-FR_2018-02-20-O1145.u16	Mr Gérard Menuel has the floor to put his question, No. 134, on the large-scale channel between Bray-sur-Seine and Nogent-sur-Seine.
ParlaMint-FR_2018-02-20-O1145.u17	In your policy, Madam Secretary of State, rural areas seem to be particularly ignored. The announcements made, through sponsored studies, about delays or even abandonments of investments in rural transport are worrying and, at the very least, question. A dossier such as that of the Bray-Nogent large-scale link, with a view to ensuring the circulation of barges of more than 2500 tons, is very beneficial in economic terms, but also, and in a very significant way, in environmental terms – it concerns you. However, this issue has been expected for several decades, since it was conceived after the Second World War. The public debate took place in 2015, and the studies were carried out almost to their end by the French inland waterways – VNF. So we are waiting for the timetable. Can you, on this point, Madam Secretary of State, reassure the rural territories concerned, and give us a precise timetable for carrying out the work I referred to?
ParlaMint-FR_2018-02-20-O1145.u18	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-02-20-O1145.u19	Mr President, thank you for your question about this large-scale river link project between Bray-sur-Seine and Nogent-sur-Seine. I am aware that promises that have been made, both on this project and on so many others, by successive governments, raise strong expectations of the people. In this case, it is a matter of extending the navigable network with a large gauge upstream of Paris and up to Nogent-sur-Seine, while reducing journey times. The project therefore responds to a demand for development, particularly from the industrial sectors of the region. This is a major project since the cost is estimated at some €290 million, including the creation of a ten-kilometre-long canal and new dams and locks. It should thus allow, once completed, a doubling of traffic; At least that's the goal. This project was reviewed by the Infrastructure Guidance Board, which submitted its report on 1 February. This body stressed its interest, in particular in the development of alternative modes to the road, the stimulation of the local economy and, more broadly, the widening of the service of the ports of the Seine axis. The Council thus retained a commitment to work at the very beginning of the period 2028-2032, regardless of the financial scenario in question. As you know, it is the purpose of the consultations that Élisabeth Borne is currently conducting, as well as the programmatic part of the mobility policy bill that will be debated here in the spring, to fix, for the next few years, the entire funding path for infrastructure projects for the state, and to do so with sincerity, without false promises – as successive governments have been able to do. As with all projects, the terms of reference for further studies and the timetable for the initiation of the public survey will have to be defined in a manner consistent with the time frame for the initiation of the work selected under the guidance law.
ParlaMint-FR_2018-02-20-O1145.u20	Mr Gérard Menuel has the floor.
ParlaMint-FR_2018-02-20-O1145.u21	Your answer, Madam Secretary of State, cannot of course satisfy me. A public debate, I repeat, took place in 2015, and the state committed itself to the project. The word given by the State for several years, it seems to me, must be used for the future. I therefore do not understand that you can tell us today that the project will be postponed until the deadline of 2028-2032, particularly in view of the positive consequences it would have for the territories. The transport of one tonne of cereals from Nogent-sur-Seine to Rouen costs, I would remind you, 14 euros by rail, 11 euros by truck and less than 8 euros by water. The benefit is also without common measure in terms of greenhouse gas emissions: there are thousands of tonnes of CO. This should concern you, in view of your role in the Government.
ParlaMint-FR_2018-02-20-O1145.u22	Mrs Josiane Corneloup has the floor to put her question, No. 137, on the Central-Atlantic Europe route.
ParlaMint-FR_2018-02-20-O1145.u23	I would like to associate with my question all the elected representatives of Saône-et-Loire, in particular those whom the Minister responsible for transport met on 11 January during her visit to Bourbon-Lancy, during which I was able to appreciate the quality of her listening and her willingness to finally complete the construction of the Centre-Europe Atlantic (RCEA) road, which began almost fifty years ago. The report of the Infrastructure Guidance Board – IOC – which was submitted to it leads to a finding that we have all made for years: the dangerousness of the axis concerned, which is no longer at all adapted to the size of the traffic, in particular to the lines of trucks. The IOC therefore urges the completion of the two-track roll-out of the RCEA with the necessary appropriations of EUR 435 million as a matter of priority. The sustainability of the financing of this work is a very positive step and I would like, Madam Secretary of State, to welcome this first step. Nevertheless, the crucial issue of the timetable and the imperative acceleration of work remains. The distant horizon of an end of construction set at 2030 is unacceptable in view of the number of lives taken away on one of France's most accidental roads. At a time when we are all trying to combat road insecurity, it is imperative to shorten the deadlines for the construction of this site and to finish it in 2022, as in our neighbours of the Allier. Local authorities have agreed to increase their financial effort. The department of Saône-et-Loire, for example, has already committed itself to doubling the appropriations it allocates to RCEA. But agree, Madam Secretary of State, that without a major effort by the State, it will be impossible to guarantee within a reasonable period of time the safety that users are entitled to demand. So could you inform the national representative of the decisions you will take on this issue, whose urgency no longer suffers from delays?
ParlaMint-FR_2018-02-20-O1145.u24	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-02-20-O1145.u25	Madam Member of Parliament, you have asked me, and Elizabeth Borne through me, about the prospects of continuing the construction work twice two lanes of the RCEA in the crossing of the Saône-et-Loire. In 2013, 84 kilometres remained to be built in two lanes, at an estimated cost of 658 million euros. The system is structured into three phases of work. As regards the first phase, between 2014 and 2019, the agreed programme provided for a package of work worth EUR 184 million, of which EUR 152 million was provided by the State. This programme has been followed, and we can welcome it, since almost 22 kilometres of two-way sections have already been or will be put into operation before the end of the first half of this year. The announced budgetary pace is therefore kept, despite the constraints on road investment, in order to meet the announced timetables. As far as 2018 is concerned, € 24.65 million in commitment authorisations, coming from 82% of the state, are programmed, in an extremely constrained national budgetary context, as you know. This will allow the ongoing work on the Paray-le-Monial-Charolles section to continue and begin the work on the Prisse-Charnay-lès-Mâcon section. The Government's spring bill will include a "infrastructure programming" component that will build on the work of the Infrastructure Policy Council, chaired by Philippe Duron. The Commission delivered its conclusions on 1 February. With regard to the RCEA, it considered the guidelines implemented since 2014 to be relevant. It also recommended continuing the gradual development of public funds, while stressing that "the timetable for implementation could be shortened in the event of an increase in community participation in the financing of the work". We will therefore have the opportunity to discuss, in this House, useful projects to respond to the challenges of mobility in the daily lives of citizens, and compatible with public financial resources. Given the challenges of the RCEA project, particularly in terms of road safety, I am very much in favour, on behalf of Élisabeth Borne, of its continuation or even its acceleration.
ParlaMint-FR_2018-02-20-O1145.u26	Mrs Josiane Corneloup has the floor.
ParlaMint-FR_2018-02-20-O1145.u27	I am delighted with this positive progress and hope that a consensus will be reached with the local authorities so that the project can be completed as soon as possible. I would simply remind you, ladies and gentlemen, that 50 people have lost their lives on this axis over the last five years.
ParlaMint-FR_2018-02-20-O1145.u28	Mrs Nathalie Elimas has the floor to put her question, No. 138, on the integration of Val-d'Oise into the Grand Paris Express project.
ParlaMint-FR_2018-02-20-O1145.u29	At the origin of the Grand Paris was the ambition to "build a city world, radiant, attractive, exemplary, not only by its economic performance but also by its quality of life, its urbanism and its architecture". For ten years, since Nicolas Sarkozy has spoken these words, and until now, the creation of the Greater Paris metropolis has struggled to prevail in the daily lives of our fellow citizens. Elected from Val-d'Oise, a department on the margins of the project, I can only regret it. Thanks to the attractiveness of the Paris metropolis, the departments of the great crown, including Val-d'Oise, are experiencing the strongest urban growth in France. However, transport infrastructure has not kept pace with this economic and demographic expansion. Movements, especially from suburb to suburb, are frankly part of the combatant's journey. For this reason, the Grand Paris Express is a source of hope. For Val-d'Oisiens who spend on average almost three hours a day in transport, accessing this network would be a real saving of time in everyday life and an undeniable comfort of life. But to date, only one station is planned, that of Triangle de Gonesse, and no connection is announced between this station and the rest of the territory. The route of the Grand Paris Express unfortunately translates! the caesure that exists between the hypercentre and its peripheries. There will be a total of sixty new stations in Île-de-France, including only one built in Val-d'Oise! The communes in my electoral district are less than five kilometres away from the future Saint-Denis Pleyel knot. No route is planned to allow them easy access. Today, the network is inadequate and saturated, so that 150000 Val-d'Oisiens take their cars every day to get to work, in the heavy traffic jams of the A 15. I therefore wish to ask you, Madam Secretary of State, what the Government intends to do to bring the Val-d'Oisiens of Greater Paris closer to transport, in particular to the future Saint-Denis Pleyel station.
ParlaMint-FR_2018-02-20-O1145.u30	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-02-20-O1145.u31	Madam Member, you are asking me, along with Élisabeth Borne, Minister responsible for transport, about the need for the Val-d'Oisiens to benefit fully from the Grand Paris Express in the coming years, and fear that Val-d'Oise will be left out of this big project. It is true that the Val-d'Oise welcomes only one station of the Grand Paris Express, at the level of the Triangle de Gonesse, on line 17. However, this station will not only develop urbanization in the area but also make it easier to connect the areas of activity close to Roissy airport and open access to the Grand Paris Express network. However, it will not be the only access point to this new network for the Val-d'Oisiens: the Grand Paris Express is largely interconnected with existing networks, including RER. These correspondences make it possible to spread to the great crown the beneficial effects of the Grand Paris Express in terms of service and travel time. In Val-d'Oise, several stations will allow travellers to access the Grand Paris Express under these conditions, including La Défense, Les Grésillons and Bois-Colombes, via the RER A and C and the J line of the Transilien, which serve the southern part of the department. At the level of Saint-Denis Pleyel, which you refer to, a connection will be ensured with the RER D by a bridge which will join the station Stade de France, for the benefit of the inhabitants of the eastern part of the department. Line H of the Transilien, which serves the central part of Val-d'Oise, also passes through this station, without stopping there. The creation of a stop would therefore be interesting for the inhabitants of Val-d'Oise. This technically very complex project is under consideration and the conditions for its feasibility have yet to be confirmed. Finally, the intermodal arrangements that will be carried out at the stations near Val-d'Oise will allow many Val-d'Oisiens to easily access the Grand Paris Express via surface networks. Thus, Val-d'Oise, like all major departments, will benefit from the contributions of the Grand Paris Express, whose aim is to improve the transport network for the benefit of all Francilians and regional development.
ParlaMint-FR_2018-02-20-O1145.u32	Mr Jean-Luc Lagleize has the floor to put his question, No 139, on the toll in the municipality of L'Union.
ParlaMint-FR_2018-02-20-O1145.u33	Madam Secretary of State, my question concerns the situation of the toll located in the commune of L'Union, in my constituency, the second in the Haute-Garonne, and in particular what is called the "small toll". The A 68 motorway connects Albi and the Tarn to the Toulouse ring road. This motorway, free of charge from Albi, becomes pay for its last kilometers, between Montastruc-la-Conseilère and L'Union. The toll is located in the municipality of L'Union, a few kilometers before arrival in Toulouse. Another toll, known as "small toll", allows the inhabitants and employees of the Union to access the last hectometres of this motorway and to take the Toulouse ring road directly. This facility avoids traffic overload in this commune of the first Toulouse crown and its areas of activity. This "small toll" is currently a major blocking point for economic development and mobility in this area. Elected officials and local authorities have long been campaigning for its abolition. In addition to Toulouse Métropole and the Conseil départemental de la Haute-Garonne, a collective of fourteen communes in the Toulouse agglomeration wants to remove this obstacle to the movement of citizens and to the economic development of the Toulouse North-East. Finally, this toll is known to be one of the most expensive in France, since motorists have to pay 50 centimes of euro to make only a few hundred meters on the A 68 from the peripheral, towards the Union. Ideally, the removal of this toll could allow motorists to use this section free of charge, avoid crossing the Balma-Gramont interchange, which is currently saturated, and open up the commercial area of Balma-Gramont, where the seats of many businesses are located, by facilitating access to the ring road and metro station. However, the procedure for abolishing this toll is linked to the acquisition of the concession held by Vinci Autoroutes. Your ministry, Madam Secretary of State, has estimated this buy-back at more than 100 million euros, but the calculations were for the two tolls, while other calculations put forward the sum of 15 million euros for the purchase of the only "small toll" of the Union. What is the reality? What is the Government's position on this issue? Can we at the same time have a solid study on the cost of buying the only "small toll" and an impact study on transit traffic once this toll has been abolished? As the national foundations for mobility have shown, it is essential to pay particular attention to the transport of daily life in the peri-urban areas of metropolitan areas, such as Toulouse.
ParlaMint-FR_2018-02-20-O1145.u34	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-02-20-O1145.u35	Mr President, the contractual links between the State and Autoroutes du Sud de la France – ASF – provide for the application of a toll for the use of the last three kilometres of the A 68 motorway, between the toll barriers of L'Union and Toulouse East to the access ramps to Toulouse's East Rocade – A 61 or A 62. Free access to this section could only be obtained by compensating the company ASF for the loss of profits corresponding to the toll revenues not collected at the Union barrier as well as that of Toulouse East, until the end of the concession, fixed on 30 April 2036, as well as the additional costs of operating and maintaining the infrastructure linked to the traffic caused by the free entry. According to a study carried out by the collective of the fourteen municipalities responsible for requesting the abolition of the Union toll, the cost of the purchase would be around EUR 15 million. In view of the principle of equal treatment of users in front of the toll, however, it seems difficult to make only the purchase of the toll collected by the concessionaire at the level of the Union's toll barrier without also proceeding with that of the Toulouse East toll barrier. The order of magnitude of this buy-back would rather be between EUR 80 million and EUR 100 million. The implementation of a toll buyback scheme would require an amendment to the concession contract of the company ASF. It would then be up to the Authority for the Regulation of Railway and Road Activities – ARAFER – and the Council of State to decide on the regularity of the partial or total redemption of the toll collected on the section in question. By these provisions, therefore, the legislator wanted the redemption of tolls to remain an exception. On the other hand, it seems desirable to the Minister responsible for transportation that this complex issue be addressed in a concerted manner. For this reason, it will shortly ask the Prefect of the Occitanie region to organise a round table bringing together in particular the relevant communities and the company ASF, in order to examine the conditions for carrying out a study which would allow to evaluate the full impact of the abolition of the tolls of the Union and Toulouse, whether with regard to the financial balance of the ASF concession or the movements at the level of the Toulouse agglomeration. On this occasion, the introduction of preferential subscriptions targeted at local users, involving the communities concerned and ASF, could be one of the scenarios envisaged.
ParlaMint-FR_2018-02-20-O1145.u36	Mr Jean-Luc Lagleize has the floor.
ParlaMint-FR_2018-02-20-O1145.u37	Thank you, Madam Secretary of State. The organization of a round table seems to be a very interesting suggestion, which will provide many solutions, including the one you mentioned.
ParlaMint-FR_2018-02-20-O1145.u38	I call Mr Yannick Favennec Becot to speak on his question, No. 159, on the nuisances linked to the high-speed line – LGV – Bretagne- Pays de la Loire.
ParlaMint-FR_2018-02-20-O1145.u39	Madam Secretary of State, my question concerns the sound protection of the residents of the LGV Bretagne-Pays de la Loire which was put into service last July, particularly in Sarthe, Mayenne and Ille-et-Vilaine, and the depreciation of their property. These women and men are subjected to unacceptable noise pollution on a daily basis, which disrupts their sleep and reduces the pleasures of their private and family life, with the additional consequence being the financial depreciation of their property. There is therefore an urgent need for rapid and concrete action, particularly with regard to noise regulations for the protection of residents of such transport infrastructures. To measure the level of the nuisances generated, only one indicator is used, that of the equivalent sound level, the LAeq(T), which corresponds to the average of the noise produced by the LGV over two long periods. However, this indicator is not indicative of the reality of the nuisances suffered, as it dilutes noise considerably. This discrepancy between the sound level actually perceived and the rates chosen with the indicator LAeq(T) appeared in the document of the special committee of the public debate carried out by Réseau ferré de France – RFF – for the project of the LGV Bordeaux-Toulouse. In the present case, the elements taken into account were similar to those of the LGV Bretagne-Pays de la Loire. They revealed that with the LAeq(T) criterion, one hundred TGVs running at 300 kilometres per hour produce 57.4 decibels at 100 metres of instantaneous noise distance, when, in reality, a TGV alone, running at the same speed produces 85 decibels at the same distance. The difference in perception lies in the fact that the residents hear an extremely sharp peak of noise when the TGV passes, whereas the regulation takes into account only an average of smoothed noise, thus a reduced sound level. The residents of the LGV Bretagne-Pays de la Loire suffer this set of noise nuisances, sometimes up to 90 times a day on certain sections. The attractiveness of the departments crossed by the LGV must not be at the expense of the quality of life and the health of the residents. A balance must be struck not only by strengthening the sound, vibration and visual protections, but also by setting up compensation for the loss of value of real estate, without waiting for the results of the new acoustic studies requested by Eiffage Rail Express, since these follow the same criteria as previous studies. So, Madam Secretary of State, can you indicate what the ministry intends to do in order to respond concretely and quickly to the problems of the residents of the LGV Bretagne-Pays de la Loire? Thank you in advance.
ParlaMint-FR_2018-02-20-O1145.u40	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-02-20-O1145.u41	Mr President, I am replying to you in the place of Elizabeth Borne, who unfortunately could not be present today. The commissioning of the Bretagne-Pays de la Loire high-speed line, which took place on 2 July 2017, has led to a very important improvement in the railway service of the Grand Ouest. But, as you recall, it is also a major concern for the residents of the new line. I want to reassure you from the outset that the Minister responsible for transport is fully aware of the problem. We were seized directly by elected associations and parliamentarians. The noise impacts of the new transport infrastructure are strictly regulated by regulation. I confirm that the private partner Eiffage Rail Express will have to scrupulously respect the maximum permitted levels. In this area, the infrastructure manager has an obligation to achieve results. An extensive campaign of acoustic measurements is under way to ensure compliance with these standards. The results are expected in a few weeks, in the course of April. If deficiencies were to be identified, the private partner will have to put in place, without delay and at its own expense, the necessary corrective measures. The Minister responsible for transport has asked the State authorities to pay close attention to compliance with these provisions. Member of Parliament, you also call the Minister's attention to the relevance of the current regulations. In the rail sector, this is actually based on the measurement of average noise. It is likely that in the future this method of evaluation will need to be supplemented by a verification of the recorded peaks for infrastructure. The Government's objective is to respond quickly to the feelings of local people and elected officials. That is why he asked the prefects concerned to organise follow-up committees, which involve the public, to ensure compliance with the regulations by partner Eiffage Rail Express. The responses that can be made will then need to be discussed with all stakeholders. In particular, the Government supports the mobilization of the Territorial Solidarity Fund for any action aimed at improving the environmental integration of the new infrastructure outside its control and beyond the necessary regulatory obligations. On the basis of the results of these measures, the Minister of Transport will bring together the local and regional authorities concerned to prescribe possible additional work.
ParlaMint-FR_2018-02-20-O1145.u42	Mr Yannick Favennec Becot has the floor.
ParlaMint-FR_2018-02-20-O1145.u43	Thank you, Madam Secretary of State, for your answer. As long as you do not change the criteria for evaluating sound measurements, you will get exactly the same results. I would therefore like to invite the minister responsible for transport to spend a day, one night among the residents of the LGV Bretagne-Pays de la Loire, so that she can measure their exasperation – the word is weak when some wonder whether they should not hair a red hat or turn the sector into an area to be defended, to be finally heard by the public authorities.
ParlaMint-FR_2018-02-20-O1145.u44	Mr Hervé Saulignac has the floor to put his question, No. 142, concerning the opening up of the South Ardèche.
ParlaMint-FR_2018-02-20-O1145.u45	Madam Secretary of State, the Ardéchois have reached the limits of their patience. They expressed it yesterday in the street, through a demonstration that brought together elected representatives of a wide variety of origins and denominations. For more than thirty years, they have been waiting for the bypass of the Teil and the development work on the national road 102. The Department of Equipment identified the project in 1986 and declared it in the public interest in 1993. Twenty-five years have passed, during which traffic has doubled: 16,000 vehicles a day, including 2200 heavy vehicles, cross the streets of the town of Teil, which is on the edge of asphyxiation. This situation is no longer tenable, especially since the state has had the audacity – not to say anything else – to come to collect the communities to pay for part of this operation. Indeed, the Auvergne-Rhône-Alpes region and the Ardèche departmental council will put on the table €28 million to modernise a national road, which falls within the competence of the State. In these circumstances, it seems to me that the least of the marks of recognition would be to start the operation. Stop postponing Teil's bypass: we won't accept it anymore! The Ardèche has no rail passenger transport. The Ardèche has no highway. The East-West link is decisive for its economy, for the development of the southern Ardèche, for the Albenassian basin and for the development of the ardèche mountain. As for the circumvention of the Teil, it is absolutely essential to the quality of life of the Teillois, who can no longer have to bear these nuisances. From now on, there is nothing to prevent us from finally implementing this project. Studies were carried out, land acquisitions were made, contracts were even awarded. If I understand that budget arbitrations are sometimes difficult, I would not understand that we are being doubled and that these arbitrations benefit others for no good reason. Minister Élisabeth Borne recently publicly stated her willingness to open up rural areas: whether she proves it, by making RN 102 a priority for 2018 and not for 2019 or 2020. To show you how determined the Ardéchois are, I am making a proposal, Madam Secretary of State. Everyone knows, the department of Ardèche is extremely rich... Therefore, he is willing to make the advance of the State's credits: we are ready to grant you the cash you miss! The Ardèche, a state banker, is a tense hand that you can't refuse. Thank you for taking it today, for taking it now!
ParlaMint-FR_2018-02-20-O1145.u46	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
