ParlaMint-FR_2018-07-10-E1007.u1	The next item is the question to the Government.
ParlaMint-FR_2018-07-10-E1007.u22	Since 1 July, it has been one of the more than 230,000 beneficiaries of a disability pension, plus the few thousand people receiving an occupational accident and disease pension, who will sometimes lose up to 10% of their monthly resources, which, you will agree, is an immediate worsening of the purchasing power of men and women in an already fragile situation. [[Applause on the benches of the NG and GDR groups, as well as on some benches of the LR group]] During the review of the 2018 Finance Bill, however, I warned you about the impact of the removal of this derogation, introduced by the August 8, 2016, act, which came to redress an injustice. You justified this removal by the small number of beneficiaries compared to those who could claim it. However, associations, notably APF France handicap, have for more than a year denounced the lack of communication between the Caisse nationale des allocations familiales or the Mutualité sociale agricole on this subject.
ParlaMint-FR_2018-07-10-E1007.u23	That's right!
ParlaMint-FR_2018-07-10-E1007.u24	[[Applause on the benches of the NG and GDR groups, as well as only several benches in the LR group]] After the decline of the APLs – personalized aids to housing –, the increase in the regulated tariff of electricity and gas, the increase of the taxes on fuel oil, the decrease of the first child's care benefit, and I pass, this measure strikes employees with disabilities, either French already affected in their daily lives, either since birth or as a result of an accident in life. [[Applause on the benches of the NG and GDR groups, as well as only several benches in the LR group]] Madam Minister, while the President of the Republic has announced that he wants to make disability a major cause of his quinquennium and promote the purchasing power of people with disabilities, what do you intend to do quickly to catch up with the brutal effects of this decision?
ParlaMint-FR_2018-07-10-E1007.u25	All right!
ParlaMint-FR_2018-07-10-E1007.u26	Excellent!
ParlaMint-FR_2018-07-10-E1007.u27	The Secretary of State for Disabled Persons has the floor.
ParlaMint-FR_2018-07-10-E1007.u28	Member of the European Parliament, the activity premium is a means of supporting the incomes of modest workers. The method of calculating this premium is not changed for recipients of the adult disability allowance – AAH – which continues to benefit from a derogatory calculation, assimilating the allowance to an activity income. In 2016, 66000 households benefited from the activity premium and the AAH, which, I would remind you, will increase as of November 1. The measure you are referring to is to end the derogation, introduced in 2016, for invalidity pensions and occupational accidents and diseases pensions. This provision is the result of Article 172 of the Finance Act for 2018.
ParlaMint-FR_2018-07-10-E1007.u29	Ah, there you go!
ParlaMint-FR_2018-07-10-E1007.u30	[[Exclaims on the banks of the NG group]] This new rule is explained by two reasons: on the one hand, the assimilation of invalidity pensions and occupational accidents and diseases pensions to occupational incomes is not consistent with the spirit of the activity premium; On the other hand, few people have been affected by this measure, unlike the AAH.
ParlaMint-FR_2018-07-10-E1007.u31	This is unacceptable!
ParlaMint-FR_2018-07-10-E1007.u32	It's too much already!
ParlaMint-FR_2018-07-10-E1007.u33	[[Exclaims on the banks of the NG, GDR, FI and LR groups]] At the same time, the Government is very committed to the employment of disabled workers. For example, the draft law on the freedom to choose one's future in employment includes measures to facilitate the learning of young people with disabilities, gives new rights to people to choose their working lives throughout their careers, strengthens the investment of enterprises in the skills of employees through the personal training account and simplifies the regulation on the obligation to employ disabled workers.
ParlaMint-FR_2018-07-10-E1007.u34	You're disconnected!
ParlaMint-FR_2018-07-10-E1007.u35	Vocational integration tools for the farthest from employment, particularly for disabled workers, are adapted.
ParlaMint-FR_2018-07-10-E1007.u36	It's shameful!
ParlaMint-FR_2018-07-10-E1007.u37	[[Applause on a few benches of the LaREM group. – Exclaims on the benches of the GDR groups and on a few benches of the LR group. – Hulls on the benches of the NG group]] Thus, for people with disabilities, we will have an innovative, accompanied employment system that will provide an interface between employers and people with disabilities over the long term.
ParlaMint-FR_2018-07-10-E1007.u38	The next speaker is Mrs Naïma Moutchou, for the Group of the European People's Party on the move.
ParlaMint-FR_2018-07-10-E1007.u39	Prime Minister,...
ParlaMint-FR_2018-07-10-E1007.u40	He's not here!
ParlaMint-FR_2018-07-10-E1007.u41	[[Applause on several benches of the LaREM group]] ... the President of the Republic committed himself at the beginning of his term of office to convene parliamentarians in Congress every year. The promise has been kept!
ParlaMint-FR_2018-07-10-E1007.u42	You had to dare!
ParlaMint-FR_2018-07-10-E1007.u43	In a speech of truth, he put in perspective the work accomplished over the past year and recalled the meaning of the French project, that of progress, which we carry together at the service of our fellow citizens. With conviction and clarity, the President of the Republic spoke on each of the issues of concern to the French, from the economy to solidarity, from territories to Europe, from equality between women and men to social status.
ParlaMint-FR_2018-07-10-E1007.u44	What an art of antiphrase!
ParlaMint-FR_2018-07-10-E1007.u45	[[Applause on several benches of the LaREM group]] Without triumphalism, but with firmness, he recalled that our action was only a block: there is no choice between economic action and social action. The prosperity of a nation is precisely the foundation of equality. [[Exclaims on the benches of the LR and GDR groups]] Finally, he recalled the course and many projects in the coming years to continue the reforms that our country so much needs.
ParlaMint-FR_2018-07-10-E1007.u46	Thank you for the explanation of the text!
ParlaMint-FR_2018-07-10-E1007.u47	What about the question?
ParlaMint-FR_2018-07-10-E1007.u48	[["Ah! » on several benches of the FI group]] [[Exclaims on the benches of the LR and FI groups]] If some people had preferred yesterday to be pale and missed this great meeting, considering that the President of the Republic was not sufficiently aware of Parliament, it was a mistake. [[Applause on the benches of the LaREM group]] For the coming year, the President of the Republic has strongly demonstrated his will to dedicate priority to an ambitious project: to build the welfare state of the 21st century, so that it is more universal, more efficient and more protective of the most fragile.
ParlaMint-FR_2018-07-10-E1007.u49	How long has there been advertising during questions to the Government?
ParlaMint-FR_2018-07-10-E1007.u50	[[Exclaims on the benches of the LR group]] [[Applause on the benches of the LaREM group]] Prime Minister, it is a revolution with multiple objectives that is emerging. Can you tell us more about the philosophy of this welfare state of the 21st century and explain to us the implementation of this vast project that we all wish for?
ParlaMint-FR_2018-07-10-E1007.u51	[[Applause on several benches of the LaREM group. – Exclaims on the benches of the LR group]] Ladies and gentlemen, I would remind you that if we want to hold correct news sessions for each other, we need to know how to listen to each other. The Secretary of State responsible for relations with Parliament has the floor.
ParlaMint-FR_2018-07-10-E1007.u52	Ladies and gentlemen, Members of the Republican Group, do not be impatient, let the Government respond...
ParlaMint-FR_2018-07-10-E1007.u53	There was no question!
ParlaMint-FR_2018-07-10-E1007.u54	[[Long exclamations on the benches of the LR group]] ...and to evoke... [[Applause on the benches of the LaREM and MODEM groups. – Exclaims on the benches of the LR and FI groups]] Why are you so restless? The Prime Minister quoted Cyrano de Bergerac last week, and I remember this maxim of the same writer, who said, ladies and gentlemen, "There are many people whose ease of speaking comes only from the impotence of silence. »
ParlaMint-FR_2018-07-10-E1007.u55	Bravo for reading, it was written on your card!
ParlaMint-FR_2018-07-10-E1007.u56	[[Exclaims on FI banks]] In this House, listening to each other is also a quality. In fact, in Congress, we appreciated the lucid and humble reminder of the President of the Republic of all the construction projects that have been under way for a year.
ParlaMint-FR_2018-07-10-E1007.u57	Sure, he was talking to himself!
ParlaMint-FR_2018-07-10-E1007.u58	These commitments, made before the French, are fulfilled, thanks to the majority who actively implement them.
ParlaMint-FR_2018-07-10-E1007.u59	You have to dare!
ParlaMint-FR_2018-07-10-E1007.u60	You are asking me, Madam Member, about the construction of the welfare state of the 21st century, a welfare state...
ParlaMint-FR_2018-07-10-E1007.u61	It's a piece of shit.
ParlaMint-FR_2018-07-10-E1007.u62	... more universal which aims to better cover the risks of unemployment for everyone,...
ParlaMint-FR_2018-07-10-E1007.u63	With this crazy money?
ParlaMint-FR_2018-07-10-E1007.u64	[[Applause on a few benches of the LaREM group]] ... regardless of its status, whether it is a farmer or a fixed-term contract, for example, and in the light of rights that are not the same because, at some point in time, the statutes differ. We want everyone to have the same rights. We want a welfare state that is built on a more efficient state, thanks to the remaining zero burden and the transformation of the provision of care, which will be presented in the autumn.
ParlaMint-FR_2018-07-10-E1007.u65	Turn the pages of the card!
ParlaMint-FR_2018-07-10-E1007.u66	[[Exclaims on the banks of the LR, FI and GDR groups]] This state will also be more protective for the most vulnerable, starting with children, the poorest and the elderly: 2019 will be dedicated to this action. I mean,...
ParlaMint-FR_2018-07-10-E1007.u67	The file! The file!
ParlaMint-FR_2018-07-10-E1007.u68	[[Applause on the benches of the LaREM group and on several benches of the MODEM group]] ... it is a more responsible State, because national solidarity implies, beyond a few cry of orfray, rights and duties for everyone.
ParlaMint-FR_2018-07-10-E1007.u69	Mrs Duby-Muller, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-07-10-E1007.u70	Prime Minister, yesterday, in a republican spirit, I was present in Versailles. If article 18 of our Constitution authorizes the President of the Republic to address Congress, the spirit of the text clearly reserves this intervention to serious and special circumstances.
ParlaMint-FR_2018-07-10-E1007.u71	All right!
ParlaMint-FR_2018-07-10-E1007.u72	[[Applause on the benches of the LR, NG, FI and GDR groups. – Exclaims on the banks of the LaREM and MODEM groups]] However, yesterday we attended a talkative exercise: a President of the Republic who makes his assessment of competences in front of his majority, ordered to applaud each paragraph,...
ParlaMint-FR_2018-07-10-E1007.u73	What you say is shameful! Shut up!
ParlaMint-FR_2018-07-10-E1007.u74	[[Applause on the benches of the LR group]] ... and the task of bringing together his forces and returning to the polls by tagging "at the same time" François Hollande on the 75% tax – even though he was his deputy secretary-general at the Elysée at the time – and comparing landing platforms for migrants with "deportations" in "camps". This comparison is unworthy.
ParlaMint-FR_2018-07-10-E1007.u75	Shameful!
ParlaMint-FR_2018-07-10-E1007.u76	Yesterday, we were waiting for concrete announcements, and we were disappointed. The President of the Republic has dared to speak of "commitments made" even though the list of his resignations continues to grow. [[Exclaims on the benches of the LaREM and MODEM groups. – Applause on the benches of the LR group]] What about the poverty plan, pushed back to September because of a football game? The addiction plan? Refused in 2019 for consultations, while our EHPADs die. [["Yes! » on the benches of the LR group]] Reducing public spending? Refused at the end of the year, because the report of the Public Action Committee 2022 – called "CAP 22" – bothers you, even though we are the only country in the euro area whose public debt continues to rise.
ParlaMint-FR_2018-07-10-E1007.u77	I'm sure she didn't climb with you!
ParlaMint-FR_2018-07-10-E1007.u78	Secularity? Come on, there's nothing to see. It's finally a wave speech to hide what the President doesn't do. At nearly 300,000 euros the Congress, it's expensive to stage.
ParlaMint-FR_2018-07-10-E1007.u79	What's the question?
ParlaMint-FR_2018-07-10-E1007.u80	By convening the Congress every year, Emmanuel Macron continues to open your office, Prime Minister. Yet you are Parliament's natural and constitutional interlocutor. Prime Minister, will we have to undergo the same narcissistic exercise of the President of the Republic every year, even as our fellow citizens lose patience and their purchasing power declines? [[Applause on the benches of the LR group and on some benches of the NG group]] Beyond the incantations, when will you finally take into account the concerns of the French? When will you come down from Jupiter to return to Earth?
ParlaMint-FR_2018-07-10-E1007.u81	The Prime Minister has the floor.
ParlaMint-FR_2018-07-10-E1007.u82	Madam Member, you are asking me about the speech delivered by the President of the Republic yesterday in Versailles, before the Parliament gathered in Congress, in accordance with the provisions of Article 18 of the Constitution.
ParlaMint-FR_2018-07-10-E1007.u83	Whose right is originally!
ParlaMint-FR_2018-07-10-E1007.u84	[[Exclaims on the benches of the LR group]] You seem to be surprised and offended by the fact that the President of the Republic is using a constitutional power, which was opened to him by a constitutional revision voted in 2008, as you know.
ParlaMint-FR_2018-07-10-E1007.u85	That's not the spirit of the arrangement!
ParlaMint-FR_2018-07-10-E1007.u86	Mr. President, I'm waiting for you to calm down.
ParlaMint-FR_2018-07-10-E1007.u87	Do not let anyone interrupt you, Prime Minister!
ParlaMint-FR_2018-07-10-E1007.u88	[[Exclaims on the benches of the LR group]] Mr Jacob, yesterday we heard you eructuring in the rostrum. Suffer that I am responding quietly today. Applause on the benches of the LaREM and MODEM groups.) You are often very nervous – you get into the towers, as they say. I try to respond calmly.
ParlaMint-FR_2018-07-10-E1007.u89	You're responsible to us! Keep your voice down!
ParlaMint-FR_2018-07-10-E1007.u90	Please, ladies and gentlemen. Only the Prime Minister has the floor.
ParlaMint-FR_2018-07-10-E1007.u91	I am very calm, of absolute calm.
ParlaMint-FR_2018-07-10-E1007.u92	Mr President, the Prime Minister arrives late and allows himself to say anything! It's normal for us to react!
ParlaMint-FR_2018-07-10-E1007.u93	[[Mrs. and Mr. Members of the LaREM and MODEM groups stand up and applaud]] Ladies and gentlemen, a little calm, please. If we were to stop the interventions at any time, imagine what would have happened to Mrs. Duby-Muller's. If a little over 300 Members had tried to cover his voice, you would have been the first to protest. We are here to listen to the questions and answers, which I will personally look after. The same will apply to other Members, representing other political sensitivities.
ParlaMint-FR_2018-07-10-E1007.u94	That sucks!
ParlaMint-FR_2018-07-10-E1007.u95	Scandalous! You are here to defend Parliament, Mr President!
ParlaMint-FR_2018-07-10-E1007.u96	It's shameful!
ParlaMint-FR_2018-07-10-E1007.u97	The president is always as impartial!
ParlaMint-FR_2018-07-10-E1007.u98	[[Exclaims continue on the benches of the LR group]] So I was saying, Mrs. Deputy,...
ParlaMint-FR_2018-07-10-E1007.u99	Scandalous! It's outrageous!
ParlaMint-FR_2018-07-10-E1007.u100	Mr Pradieu, your words will not change anything. I will continue to ensure that all Members can ask their questions in this House. The pluralism of the political debate depends on it. The Prime Minister has the floor to respond to Mrs Duby-Muller.
ParlaMint-FR_2018-07-10-E1007.u101	That's enough! You're tired of muzzling the opposition! You're supposed to be impartial!
ParlaMint-FR_2018-07-10-E1007.u102	I was therefore saying, Madam Member, that the President of the Republic yesterday, in his speech, set the course to be followed by the Government.
ParlaMint-FR_2018-07-10-E1007.u103	Not about immigration or over-deficit!
ParlaMint-FR_2018-07-10-E1007.u104	The measures mentioned, together with the agreed coherence and timetable, will all be implemented by the Government over the coming months and years. That is the logic of our institutions. [[Applause on a few benches of the LaREM group]] This is also the point made yesterday by the President of the Republic, who announced no turning point, no pause, no acceleration, but on the contrary a true consistency with what has been committed and with the campaign commitments he has made, as well as a true will, for the parliamentary majority and for the Government, to achieve the objectives he has set. I thought I understood, in your question – but I acknowledge that the brouhaha made it difficult for me to understand it,...
ParlaMint-FR_2018-07-10-E1007.u105	The fault of your majority!
ParlaMint-FR_2018-07-10-E1007.u106	... and you can't help it ("Ah! "On the benches of the LR group) – that the exercise consisting, for the President of the Republic, of speaking before Congress, in accordance with the provisions of Article 18 of the Constitution, seemed questionable to you,...
ParlaMint-FR_2018-07-10-E1007.u107	No!
ParlaMint-FR_2018-07-10-E1007.u108	In this case, I have misunderstood and I am pleased that, like me, you consider that the opportunity raised by the President of the Republic to dialogue as directly as possible with the parliamentarians of the National Assembly and the Senate can be made available to him.
ParlaMint-FR_2018-07-10-E1007.u109	That's not the spirit of article 18!
ParlaMint-FR_2018-07-10-E1007.u110	The President of the Republic scrupulously respects the Constitution by leaving the Chamber after his speech.
ParlaMint-FR_2018-07-10-E1007.u111	He's stinging your job!
ParlaMint-FR_2018-07-10-E1007.u112	You're no use anymore!
ParlaMint-FR_2018-07-10-E1007.u113	You know as well as I do that the Constitution does not allow the President of the Republic to remain there and to respond to the parliamentarians who speak after him, especially the presidents of the parliamentary groups.
ParlaMint-FR_2018-07-10-E1007.u114	Luckily!
ParlaMint-FR_2018-07-10-E1007.u115	What is the Prime Minister for?
ParlaMint-FR_2018-07-10-E1007.u116	The general policy speech is the Prime Minister!
ParlaMint-FR_2018-07-10-E1007.u117	You'll be out of work soon!
ParlaMint-FR_2018-07-10-E1007.u118	I understand, Madam Member, that this possibility, raised yesterday by the President of the Republic, raised questions, particularly among the members of the group to which you belong. President Jacob yesterday in Congress spoke of this subject. Allow me to say, honourable Member, without any provocation, that I sometimes find it difficult to understand the logic that prevails among you.
ParlaMint-FR_2018-07-10-E1007.u119	It hasn't escaped us!
ParlaMint-FR_2018-07-10-E1007.u120	I am observing, Madam Member of Parliament, you who are Vice-President of the Republican Group,...
ParlaMint-FR_2018-07-10-E1007.u121	[[Laughs and applause on the benches of the LR group]] Of which you were a member!
ParlaMint-FR_2018-07-10-E1007.u122	That's right. I observed, I said, that yesterday another vice-president of the group The Republicans have tabled an amendment to the Constitutional Review Bill to allow the President of the Republic to respond to parliamentarians who speak after him in Congress.
ParlaMint-FR_2018-07-10-E1007.u123	It's a mistake!
ParlaMint-FR_2018-07-10-E1007.u124	[[Laughs and applause on the benches of the LaREM and MODEM groups. "Tell Mr. Ferrand! » on the benches of the LR group]] This amendment, tabled by Mr Abad, was strangely withdrawn just before being debated, perhaps because it was not fully compliant! I take it, Madam Member, that the Vice-Presidents of your group consider the subject to be open, and I thank them for that.
ParlaMint-FR_2018-07-10-E1007.u125	The ad hominem attacks are outrageous!
ParlaMint-FR_2018-07-10-E1007.u126	The next speaker is Mrs Yolaine de Courson, on behalf of the Group of the European People's Party.
ParlaMint-FR_2018-07-10-E1007.u127	My question is to Mr Nicolas Hulot, Minister of State, Minister for the ecological and solidarity transition. I would like to associate my colleague Berengère Abba. Recognising biodiversity is a matter of survival for our society. The footprint of humans is much more significant than that of other species, whose rate of extinction is 100 to 1000 times higher than the natural rate observed over 10 million years. Minister of State, on 4 July, you presented the biodiversity conservation plan. The 90 actions that it involves give the measure of the urgent need to reverse the trend and to give a strong impetus to preserve, restore and recover biodiversity, which makes species and ecosystems rich. Without insects, no pollination in our fields; without wetlands that preserve us from flooding, no drinking water; without the trees, a heat in a suffocating city; Without mangroves and dunes, many storms would devastate many territories on our planet; Without the oceans, the global climate would be much more deregulated. Reconquering biodiversity means curbing the artificialisation of natural and agricultural spaces, but also revitalizing green spaces wherever possible. Preserving biodiversity means accelerating the agro-ecological transition – making agriculture, for example, an ally of biodiversity – and combining economics and ecology positively. Protecting biodiversity means restoring nature in all its components, including the creation, between the Haute Côte d'Or and the Haute-Marne, of the eleventh national park, the first national park of plain forests. With this plan, the Government is committed. By acting at the heart of our public policies, in our territories and with all actors, our ambition is to embark French society in a collective mobilization. Elected, communities, businesses, associations, citizens: we are all concerned. [[Applause on a few benches of the LaREM group]] How can France benefit from its leadership on climate and biodiversity in the coming international deadlines, such as the forthcoming conference of the parties to the UN Convention, where each state's commitments for the next decade will be discussed? How can our country work towards the definitive removal of biodiversity from general indifference?
ParlaMint-FR_2018-07-10-E1007.u128	The next speaker is the Minister of State, Minister for the Ecological and Solidarity Transition.
ParlaMint-FR_2018-07-10-E1007.u129	Not a word about the environment yesterday!
ParlaMint-FR_2018-07-10-E1007.u130	Madam Member, I have allowed myself, together with the Prime Minister, the interdepartmental committee on biodiversity, to recall a principle. It is about humanity and nature: only diversity is fruitful, uniformity is sterile.
ParlaMint-FR_2018-07-10-E1007.u131	This also applies to the parliamentary majority!
ParlaMint-FR_2018-07-10-E1007.u132	Together with the Prime Minister, we have inaugurated the plan to safeguard biodiversity in order to get out of the shadows an issue that is as crucial for the future of humanity as the climate issue, of which it is inextricably linked. Putting biodiversity at the same level as climate is not a decree. We will all do it together, not against each other. This plan has three essential axes, dear to me because they join together and force us to rethink our relationship to space.
ParlaMint-FR_2018-07-10-E1007.u133	Blah, blah, blah, blah, blah, blah,
ParlaMint-FR_2018-07-10-E1007.u134	First of all, it provides for the fight against the artificialisation of the soil. It must be understood that living soil has become a rare land and that we can no longer condemn to concrete the equivalent of a French department every ten years. In order to put an end to this scourge, the biodiversity conservation plan takes a year to define a date when we will be able to achieve zero net artificialisation and provide us with precise indicators to measure this dynamic.
ParlaMint-FR_2018-07-10-E1007.u135	All right!
ParlaMint-FR_2018-07-10-E1007.u136	The second challenge is to leave breathing spaces to nature; You have to leave nature alone. To do this, we need more protected spaces.
ParlaMint-FR_2018-07-10-E1007.u137	Like the "Golden Mountain" in Guyana?
ParlaMint-FR_2018-07-10-E1007.u138	The biodiversity conservation plan proposes the extension of 20 additional nature reserves by 2022, as well as the creation of an eleventh national park, which will be the first plain national land park that we have been creating in metropolitan France for forty years. [[Applause on several benches of the LaREM and MODEM groups]] Thirdly, we must stop poisoning nature. This goes hand in hand with the efforts we are making and the means we are putting in place to get out of the massive contamination of nature by millions of tons of chemicals spilled there every year.
ParlaMint-FR_2018-07-10-E1007.u139	The next speaker is Mr Eric Coquerel, for the Group of the European People's Party.
ParlaMint-FR_2018-07-10-E1007.u140	Prime Minister, on 9 April, Mrs Élisabeth Borne repeated before the national representative that the SNCF would never be privatized. This morning, however, we learn that the North Railway Station will be privatized by the Olympic Games. The main shareholder of the mixed economy company thus created would be Ceetrus, of the Auchan group, with the State holding only 34% of the shares. After the privatisation by merger-acquisition of GDF, now Engie, are we witnessing privatisation at the cut-off of SNCF? In both cases, it is both a privatization and a lie. At the end of June, the High Commissioner for Pension Reform left out that reversion pensions could be abolished. He was denied a few days later, especially by yourself. However, on 27 June, in response to my colleague Bastien Lachaud's question, Mrs Agnès Buzyn finally confessed that she did not know what the pension system of tomorrow would be. Yesterday, in Versailles, the Head of State warned that there was no question of abolishing reversion pensions for pensioners "of today". We all understand: this will be the case for those of tomorrow.
ParlaMint-FR_2018-07-10-E1007.u141	You weren't here!
ParlaMint-FR_2018-07-10-E1007.u142	In this case, who's lying to national representation? Yesterday, the newspaper Les Échos announced 20,000 job cuts in Bercy; Darmanin curiously denied via a tweet, just saying that this newspaper was writing anything. But, Prime Minister, you said this morning that it seemed "obvious to you that public employment in certain areas should be reduced". So who's lying in this case, Les Echos or Mr Darmanin? [[Applause on the benches of the FI and GDR groups as well as on many benches of the NG group]] Prime Minister, we demand that this lying poker game be stopped. The French have the right to receive precise answers on these three points: privatisation at the cutting of the SNCF, with the example of the Gare du Nord; the question of reversion pensions for tomorrow's pensioners; the abolition of 20,000 posts in Bercy. You must also answer one last question: when will your ministers stop denying each other, and when will the Government stop cheating with the truth before the French?
ParlaMint-FR_2018-07-10-E1007.u143	The Secretary of State to the Prime Minister, spokesman for the Government, has the floor.
ParlaMint-FR_2018-07-10-E1007.u144	Mr President, you have asked three questions. [[Protests on the benches of the FI group]] The first concerns the Gare du Nord. Don't lie to national representation! You know perfectly well: this project has nothing, absolutely nothing to do with the new railway pact adopted very largely in the National Assembly and the Senate.
ParlaMint-FR_2018-07-10-E1007.u145	Be serious!
ParlaMint-FR_2018-07-10-E1007.u146	[[Exclaims on FI banks]] [[Applause on the benches of the LaREM group]] It is a project to enhance public space, carried out in Paris. I am delighted, as everyone certainly is, that trade finances a public service; So the Gare du Nord will honor our country. Today, very sincerely, it is not a very attractive gateway for foreigners who arrive in the capital!
ParlaMint-FR_2018-07-10-E1007.u147	It's blablabla! This is a privatisation!
ParlaMint-FR_2018-07-10-E1007.u148	[[Applause on the benches of the LaREM group and on several benches of the MODEM group. – "That's not true! » on the benches of the FI group]] Your second question is about reversion pensions. I don't know how to tell you anymore! As the President of the Republic has said, the Prime Minister, myself, Mrs Agnès Buzyn have said: pensions for reversion will not be affected. [[Exclaims on FI and GDR benches]] Stop playing with the fears of our fellow citizens; It's completely irresponsible. Mr Coquerel, these ways of acting probably remind you of the methods of the organizations you have long joined in your young militant; But we do not accept that you have the lie and the untruths to influence the political debate in our country.
ParlaMint-FR_2018-07-10-E1007.u149	You're the one lying!
ParlaMint-FR_2018-07-10-E1007.u150	Finally, with regard to the abolition of 20,000 posts in Bercy, the Minister of Action and Public Accounts Gérald Darmanin had the opportunity to say that this figure was not correct.
ParlaMint-FR_2018-07-10-E1007.u151	Make it clear!
ParlaMint-FR_2018-07-10-E1007.u152	Give the numbers, then!
ParlaMint-FR_2018-07-10-E1007.u153	Mr Coquerel, we want a more efficient public service, closer to the citizens, and better service to the users.
ParlaMint-FR_2018-07-10-E1007.u154	How many posts have been removed?
ParlaMint-FR_2018-07-10-E1007.u155	[[Protests on the benches of groups FI, GDR and LR. – Applause on the benches of the LaREM and MODEM groups]] This calls for a profound transformation of the way in which we conceive the action of the State. We understood that you were a true conservative; The camp of the progressives is ours!
ParlaMint-FR_2018-07-10-E1007.u156	What a blablaze!
ParlaMint-FR_2018-07-10-E1007.u157	Mrs Stella Dupont, on behalf of the Group of the European People's Party, has the floor.
