ParlaMint-FR_2018-12-18-O1109.u1	The next item is the oral questions without debate.
ParlaMint-FR_2018-12-18-O1109.u12	The Secretary of State to the Minister of Armed Forces has the floor.
ParlaMint-FR_2018-12-18-O1109.u13	Mrs Mauborgne, as you said: a year ago, we decided to act for the women and men of the defence under the Family Plan, affecting EUR 530 million over the duration of the programming law to improve the living conditions of our military, our civilians and their families. As we committed ourselves to it, 80% of the actions of this plan have had concrete effects since 2018, especially in your department of Var. In the area of housing, a special effort has been made in Toulon, with the order of 223 housing units, to which must be added 46 housing units ordered by the public institution of the contingency funds. Four hotels are also in the Draguignan defence base and free wifi in garrison is fully available since March 2018. Concrete measures have also been taken for early childhood in order to significantly expand the provision of childcare, which is a real concern for our military. New cradles have been reserved for Toulon as well as La Seyne-sur-Mer, and about 100 conventions with kindergarten assistants have been signed. Since communication is essential in this area, these measures are accompanied by information about the military and its family, at national level – on Intradef, via articles in specialised publications and on social networks – as a local. Examples of direct communication include the Toulon Defence Base newsletter, the recruitment of four reservist spouses and the organization of the "Thursdays of Sainte-Anne" and oral information sessions for families. So, Madam Member, I can assure you that, throughout France and especially in your department, no more staff in the ministry should ignore what the Family Plan is. However, we must continue our action, in all humility: communication is a matter of repetition, and we will continue our efforts, in which I thank you for your participation.
ParlaMint-FR_2018-12-18-O1109.u14	Mrs Sereine Mauborgne has the floor.
ParlaMint-FR_2018-12-18-O1109.u15	You can indeed count, Madam Secretary of State, on the deputies of the Republic on the move, and in particular on the defence commissioners, to take over this Family Plan. I'll add one more question. It seems necessary to adapt certain practices to local particularities: I am thinking in particular of the Franco-German Tiger Brigade where, when a transfer is planned, the military are entitled to German courses, but not their families, who cannot access them for reasons of insurance and adaptation of the premises. The stronger the ministerial doctrine in this area, the more effective local adaptations will be.
ParlaMint-FR_2018-12-18-O1109.u16	Mrs Pires Beaune has the floor to put her question, No 491, on the consequences of drought for farmers.
ParlaMint-FR_2018-12-18-O1109.u17	My question is addressed to the Minister for Agriculture and Food, and concerns the follow-up given to the general states of agriculture and food. Unfortunately, they have given the feeling of a great illusion, and finally of a terrible disappointment. Let us recall the commitment of the President of the Republic, who, on 12 October 2017, at the close of the general states, set its own ambition by stating: "The first objective is to allow farmers to live the fair price paid. » Many of us share the ambition of achieving a dignified price: the one that ensures the dignity of every worker, at every stage of the production chain, the renewal of generations and the development of a profession that has always been able to show dignity, despite the many difficulties it has encountered. This worthy prize is the one that recognizes the work and allows to share precisely the value of it. The President's commitment had legitimately given rise to great hope, but also some doubts. A year later, after the adoption of the EGALIM law, we find that the commitment has remained a dead letter. This ambition required setting limits and rules. However, no serious economic regulation has been accepted by the Government. No real possibility of intervention by the public authorities was tolerated, in particular in the event of disagreement in the negotiations between producers and industrialists. To remedy the imbalance of forces in these interprofessional negotiations, therefore, there remains only a vague promise of "responsibility of the various actors", and the institution of a mediator, unfortunately without any power of coercion. The sad reality was that the Government had chosen to leave farmers to their own means in the face of industrialists. You presented last week, in Council of Ministers, the order on raising the threshold of resale at a loss. If you seem to consider this to be a flagship measure of the general states, we are in fact very far from the farmers' income account. Increasing the margins of distributors and very timidly framing promotions will not put an end to the price war. This will in no way make it possible to form agricultural prices on the basis of the reality of production costs, and will therefore not help to raise farmers' incomes. In order to renew the presidential commitment, which we share, you can still act usefully, in particular by prohibiting the purchase of agricultural products at a price below their production costs. Will you be aware of the urgency of taking concrete action in this area?
ParlaMint-FR_2018-12-18-O1109.u18	The Secretary of State to the Minister of Armed Forces has the floor.
ParlaMint-FR_2018-12-18-O1109.u19	I am replying to you, Madam Member, in the place of the Minister of Agriculture, who cannot be present. First of all, I would like to point out that the EGALIM law was passed in early October 2018, less than a year ago, and that the annual trade negotiations between distributors and industrialists began on 1 December and will end on 28 February. The first negotiations under the EGALIM Act are therefore under way. Of course, we want them to be a historic opportunity to strike a balance in the relationship between upstream and downstream of the food chain, thanks to a better distribution of added value. This better distribution is, you said, particularly expected by the agricultural world. It was the subject of the agreement of most of the stakeholders, in the presence of the Prime Minister, at the closing of the General Statements of Food. This agreement must be respected. It aims, through a two-year experiment, to raise the threshold of resale at a loss to 10%, and to regulate promotions. The aim is to restore the value of agricultural products, and above all to pay farmers decently. They are the only profession that is required to sell below its cost price, which is of course intolerable. We will ensure that distributors and industrialists comply with all the new provisions. Controls by the Directorate-General for Competition, Consumer Affairs and Fraud Prevention and the technical monitoring mechanism will be fundamental. We seek to change the behaviour of actors, which is not nothing. The determination of the Government is essential. The minister met last week with the main inter-occupations and recalled the expectations of the Government, in particular the principle of the "giving giving" set out by the President of the Republic in his speech of October 2017 in Rungis. It is also essential that producers accelerate the transformation of their organisation: only a pooling of supply can enable them to weigh in future in trade negotiations. The minister wishes to keep a language of truth at every link in the chain. EGALIM is a bet: the success of Title I, i.e. the effective redistribution of surplus value to producers, is uncertain, and relies for many on the strategies of large distribution and large industrialists. The Government has made this bet in the face of the disarray of a large part of the farmers, who are unable to live by their profession. The new social contract which the President of the Republic calls for must also be a contract between urban and rural, between consumers and producers. We will ensure that the EGALIM bet is a winning bet for all games. This will be a double good news: for the farmers' portfolio and for the health and quality of life of our citizens.
ParlaMint-FR_2018-12-18-O1109.u20	Mrs. Christine Pires Beaune has the floor.
ParlaMint-FR_2018-12-18-O1109.u21	Thank the Secretary of State for replacing the Minister of Agriculture. I noted that the negotiations were under way, and that the experiment would take two years; But I also noted that this agreement was not binding. My concern – which is just the echo of those of the profession – is that there is no binding means at present to break out of a situation of disagreement. I am all the more concerned that the number of people involved in the control and repression of fraud has also been reduced. So you understand that the equation seems difficult to solve. But we will probably meet before the end of the experiment to talk about it again.
ParlaMint-FR_2018-12-18-O1109.u22	The next speaker is Mrs Patricia Mirallès, to put her question, No. 475, on eel fishing.
ParlaMint-FR_2018-12-18-O1109.u23	The European Regulation of 18 September 2007, known as the Eel Regulation, introduces measures to replenish the stock of European eels, in order to encourage the return of broodstocks to their breeding grounds. The French eel management plan, approved by the European Commission on 15 February 2010, sets as a target a 60% reduction in the fishing mortality of eel less than 12 centimetres from 2015. On 23 October last, the General Fisheries Commission for the Mediterranean fixed the fishing period for yellow eel, and decided to close it for three consecutive months from December to February, a period endorsed by the Bureau of the Regional Committee for Marine Fisheries and Livestock – CPMPEM – Occitanie. If an additional ban on eel fishing on our lagoons in southern France were to be decided, while the objectives of the management plan are already achieved, this would inevitably lead to the disappearance of our fishermen, and would affect an economic sector already in great difficulty, especially since the countries of the southern Mediterranean do not apply any similar management plan. So my question is simple: what do you intend to do, and what guarantees can you give to Mediterranean eel fishermen for the years to come? What mechanisms do you intend to promote so that the efforts made by our fishermen can be shared equitably with those located on the other side of the Mediterranean?
ParlaMint-FR_2018-12-18-O1109.u24	The Secretary of State to the Minister of Armed Forces has the floor.
ParlaMint-FR_2018-12-18-O1109.u25	Your question, honourable Member, concerns the management of eel fishing in the Mediterranean, which is indeed a matter of concern because of the situation of the eel stock. However, the causes and factors of mortality of eel are multiple, due to its particular life cycle. As regards fishing mortality, the General Fisheries Commission for the Mediterranean adopted in October 2018 a recommendation which provides, inter alia, for the establishment of a period of prohibition of eel fishing for each Member State bordering the Mediterranean for three consecutive months. In France, sea fishing for silver eel is already prohibited in the Mediterranean for five consecutive months. Fishing for yellow eel is prohibited for three non-consecutive months. In order to implement the above-mentioned recommendation, consultations were initiated with professionals. They made it possible to identify in a concerted manner the periods to be used for each of the regions concerned. A draft decree amending the dates for fishing for yellow eel in the Mediterranean is currently being consulted and implemented. In view of the efforts already made in favour of this species by Mediterranean fishermen, particularly since the implementation of the French eel management plan approved in 2010 by the European Commission, the implementation of this recommendation does not require any additional measures to the framework for the eel fishery already existing in the Mediterranean. In short, I believe that everyone must apply the rules correctly.
ParlaMint-FR_2018-12-18-O1109.u26	Mrs. Patricia Mirallès has the floor.
ParlaMint-FR_2018-12-18-O1109.u27	I've been able to meet a lot of fishermen. Their common interest is to respect the rules of eel fishing, but they tell me that if, in France, the profession is very attentive to it, the other countries would have to be equally attentive.
ParlaMint-FR_2018-12-18-O1109.u28	The meeting was suspended.
ParlaMint-FR_2018-12-18-O1109.u29	The meeting was resumed.
ParlaMint-FR_2018-12-18-O1109.u30	Mrs Anne Blanc, speaking on behalf of the Group of the European People's Party, raised her question, No. 473, on pre-advertising signs.
ParlaMint-FR_2018-12-18-O1109.u31	My question concerns the issue of pre-advertising advertising in rural areas. Following their widespread ban in 2015, with a very commendable intention of reducing visual pollution and reducing the risk of soil pollution, it was decided to introduce a derogation framework which is now too strict, especially for pre-advertising ads outside the city. Indeed, many traders, artisans, places of leisure activities or farmers producing them for direct sale have seen their activity reduced by 25% or even 50%. The perverse effect of this ban is thus a loss of dynamism and tourist attraction for the majority of rural areas, which, thanks to the pre-brands, could attract visiting tourists who did not necessarily plan a stop. As our territories are full of riches to discover, nothing is perceptible when we cross them. Moreover, the application of this prohibition is not the same everywhere and depends on the zeal of the holder of the police prerogatives of advertising, of the deconcentrated services of the State in the department or, if a local advertising regulation has been voted, of the mayor or the president of the intercommunality. For economic dynamism in rural areas, it is essential to extend these derogations to manufacturing or processing activities in accordance with traditional methods and local know-how, cultural activities related to industrial and gastronomic tourism, leisure activities in nature, and cultural sites, apart from those classified as heritage. So, Madam Secretary of State, what options does the Government envisage for a harmonious extension of the derogation regime for pre-advertising advertising in rural areas?
ParlaMint-FR_2018-12-18-O1109.u32	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-12-18-O1109.u33	You interviewed Mr. François de Rugy, Minister of State, Minister of Ecological and Solidarity Transition. He couldn't be present, so he asked me to answer you. You raise the question of the derogation from the ban on pre-signs, particularly in rural areas, indicating certain activities useful to people on the move. First of all, it should be recalled that the Constitutional Council invalidated Article 161 of the ELAN Law on Housing, Planning and Digital Development, on the reintroduction of these non-agglomeration pre-brands for restaurants, on the grounds that it was a legislative rider. We have heard in parliamentary debates the need for professionals to increase the visibility of small businesses in rural areas. These economic actors, essential to the rural environment, are at the service of the population. They must be able to report themselves, especially to tourists passing through, in order to have a successful economic model. The attractiveness of the territories, however, does not support the profusion of pre-signs at the entrances of the cities. Consequently, their abolition was decided by a provision of the Grenelle Act of 3 August 2009. In return, the Government had at the time proposed that road signs, known as local information signs, could satisfy the needs of traders and artisans, but that direction had hardly been followed. We therefore need to find a balance between these two objectives, which you rightly defend. Before returning to you on this subject, the Ministry of the Ecological and Solidarity Transition will contact the Ministry of the Interior, so that our services will study together and, above all, with the representatives of the professionals the solutions that can improve this signage to increase the visibility and take into account the needs expressed by the professionals, while guaranteeing respect for the landscapes, which are also important for the attractiveness of our territories.
ParlaMint-FR_2018-12-18-O1109.u34	Mrs Anne Blanc has the floor.
ParlaMint-FR_2018-12-18-O1109.u35	Thank you for your answer, Madam Secretary of State. In the period we are going through, there is much question of justice and fair treatment of the territories; It is therefore particularly important to take into account the demand I have just made, in order to restore confidence in the less and less dense spaces in their capacity for economic development and attractiveness. I stand at your disposal to work with your ministry and that of the interior on this matter.
ParlaMint-FR_2018-12-18-O1109.u36	Mrs Danièle Hérin, speaking on behalf of the Committee on the Environment, Public Health and Consumer Protection, said that she would like to raise her question, No. 479, concerning the management of rivers and approaches.
ParlaMint-FR_2018-12-18-O1109.u37	Madam Secretary of State to the Minister of State, Minister of Ecological and Solidarity Transition, I would like to draw your attention to the adaptation of river management and approaches. On 15 October, the Aude was hit by devastating floods of exceptional magnitude. While, on Sundays, some rivers could be crossed on foot, in the night, the water overflowed in places up to nearly 10 meters to spawn a passage, pulling out trees, forming jams and fading from the surroundings, especially along the Canal du Midi or the Aude. As we rebuild, sustainable development challenges arise in the context of climate change. Adapting the management of rivers and approaches becomes essential to preserve human lives, along with biodiversity. Mapping of at-risk rivers and flood areas is likely to need to be redefined with local authorities and farmers' representatives, including the development of vegetation that can accommodate the bed of a flooded river. The maintenance of rivers no longer seems to be adapted to the specific characteristics of the Mediterranean arc. Local and regional authorities and farmers' representatives would like to see the definition of an environmental charter specific to this territory, offering the possibility of deploying differentiated strategies, for example for the cutting of trees and the curing of rivers, in order to prevent water retention and the destruction of the surroundings in the event of flooding. Sub-departmental agreements could be developed on the basis of exchange of practices and local experiments to guide the clean-up of rivers and approaches, as well as their long-term management. In the context of climate change, how do you envisage adapting river management and approaches in the territories?
ParlaMint-FR_2018-12-18-O1109.u38	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-12-18-O1109.u39	The floods of Aude, of exceptional magnitude, remind of the vulnerability of your territory. I went there twice, on 22 October and then on 15 November: I was able, by your side, to see the damage and I know how urgent it is to act for this department. Many tools exist to support the territories in the implementation of a preventive approach, which can only be a long-term approach, directly linked to spatial planning. The 2007 European Flood Directive allowed for a national flood risk assessment and led to the development of management plans for each major watershed and mapping of risk areas. Locally, the implementation of flood prevention can be based on specific action programmes, the PAPIs, carried out by local authorities and accompanied by the State, notably through the Barnier Fund. In the area of governance, the competence for aquatic management and flood prevention has been vested in public institutions for inter-municipal cooperation with own taxation since 1 January 2018. The municipal block can thus reconcile urban planning and flood prevention by better integrating the risk of flooding into regional planning, particularly in urban planning documents, and through the management of protective structures. It can also reconcile urban planning and management of aquatic environments, creating natural flood expansion zones, improving water infiltration and slowing down the flow of water to the areas at stake. Stream curing is not the solution to rainy events that tend to become more and more extreme. Indeed, it may amplify the phenomenon by accelerating the flow of water into the minor bed. The same applies to the diversion of streams, as they are observed to return to their normal bed during large-scale events. The management of shoreline vegetation, such as the prevention of falling trees in the bed or their removal before flood periods, is part of the normal maintenance of a stream to avoid aggravating the impacts of frequent or medium floods. However, there is also a need to recognize its limitations and to relativize their influence on large-scale events. Better flood prevention requires the combination of land-use management and flood reduction measures, which should be based as much as possible on nature-based solutions, such as combating soil artificialization and runoff, improving infiltration, restoring natural flood expansion zones, particularly in agricultural areas, wetlands and stream functionality, and carrying out agricultural farming techniques that do not increase flow or speed. All of these measures, aimed at improving the resilience of communities and their territories, can and should be discussed and evaluated as part of a flood prevention action programme. The feedback mission, launched by the Government following the floods in Aude, will provide input on the maintenance of rivers and allow for local discussions between river unions and agricultural professions, taking into account all local specificities. The State will play its full part in these discussions.
ParlaMint-FR_2018-12-18-O1109.u40	Mrs Danièle Herin has the floor.
ParlaMint-FR_2018-12-18-O1109.u41	Thank you, Madam Secretary of State, for coming to my department immediately after the event, and then returning shortly thereafter. Would it not be appropriate to devote a study to the Mediterranean arc? In fact, work is being done, particularly within the framework of PAPIs, but does this arc not focus on specific phenomena worth examining?
ParlaMint-FR_2018-12-18-O1109.u42	Mr Guillaume Larrivé, speaking on behalf of the Group of the European People's Party, referred to his question No 481 on transport in the territory of Auxerrois.
ParlaMint-FR_2018-12-18-O1109.u43	There are two major transport infrastructure files for Auxerre, capital of Yonne, on which I would like the Government to speak this morning through you. The first concerns the modernisation of the rail link between Laroche-Migennes and Auxerre. It's a very old case. Since the line is still not electrified, we had managed to include specific credits in the project contract between the State and the region, but your Government and the current regional council of Burgundy-Franche-Comté were withdrawn by an amendment to the contract. I regret it, because I wish this electrification could finally be done. There is also a hydrogen train project to connect Laroche-Migennes and Auxerre, which I would like you to specify the timetable, the amounts invested and the reality. The second case, the southern bypass of Auxerre, is also an Arlesienne of the life of the department of Yonne and its capital. There are about 120 million euros to be found: I would like the local authorities and the Government to stop the lying poker game and to clarify the timing and financing plan for the southern bypass of the city. It seems to me necessary that a real arbitration meeting, chaired by you or by the minister responsible for transport, be held with all the partner communities, to tell the truth about what is being done and what is not, to specify the financial amounts and the timetable for carrying out these two essential projects for Auxerre and the department of Yonne.
ParlaMint-FR_2018-12-18-O1109.u44	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-12-18-O1109.u45	You interviewed Ms. Borne on the railway line between Laroche-Migennes and Auxerre and on the southern bypass of Auxerre. She couldn't be there, so she asked me to answer you. As you know, the Infrastructure Guidance Board has examined plans for electrification of railway lines, notably between Paris and Troyes, Laroche-Migennes and Auxerre, Angoulême, Saintes and Royan, and Amiens and Rang-du-Fliers. It considered that, while there was every reason to continue to renew the catenaries of existing electrified networks, the emergence of hydrogen train technology, still at the experimental stage but approaching maturity, led to the question of the desirability of continuing the electrification of the lines. The Council therefore proposed to examine whether the line between Laroche-Migennes and Auxerre would be useful for testing hydrogen engines and considered that State support for the Burgundy-Franche-Comté region's approach to the hydrogen train should be examined. It is in this context that the steering committee of 13 July 2018 validated the reorientation of the project, which is not an abandonment, in the sense of such experimentation. In parallel with the development of the adapted rolling stock, the appropriations entered in the plan contract will enable the conditions for the deployment of the hydrogen solution on this infrastructure to be studied and implemented in due course. Of course, the hydrogen train project will only be carried out if it meets the needs of the territories and a consensus is created on this issue. With regard to the southern bypass of the Auxerrois agglomeration, I once again confirm the will of the State to carry out its implementation. As you mentioned, the cost of the project is estimated at EUR 120 million. At present, EUR 4 million is included in the plan contract between the State and the region, intended to finance land acquisitions and carry out further studies. In any event, the financing plan for the South Auxerre bypass will be discussed when the next contract is drawn up, which will not fail to retain this operation. Realization of this strategy will, however, require a strong mobilization of communities alongside the state.
ParlaMint-FR_2018-12-18-O1109.u46	Mr Guillaume Larrivé has the floor.
ParlaMint-FR_2018-12-18-O1109.u47	Madam Secretary of State, thank you for your answer. However, we really need to move forward – that is the case with a transport issue. As far as electrification of railway lines is concerned, I know the argument that you have developed. I note, however, that some projects have advanced in the region – for example between Belfort and Delle – or next door – for example between Troyes and Paris. Unfortunately, the Auxerrois project – still retained in the State-region project contract, thanks to François Patriat and more generally to the mobilization of elected officials – has been abandoned. What reassures me moderately in your answer, Madam Secretary of State – sorry to tell you so directly – is that, in terms of hydrogen trains, we are, if I understand correctly, at a hyper-experimental stage. There is no time frame or certainty about the implementation of the project. That seems very worrying to me for Auxerre. That is why I would like to insist. At the very least, there is a need for a genuine arbitration and scoping meeting at the Ministry of Transport with representatives of the territorial authorities concerned, who are potentially funding such projects, alongside the Government.
ParlaMint-FR_2018-12-18-O1109.u48	The next speaker is Mr Thomas Rudigoz, to put his question, No. 468, concerning the railway bypass of the Lyon agglomeration.
ParlaMint-FR_2018-12-18-O1109.u49	My question is for the Minister responsible for transport. I associate our colleagues Yves Blein and Jean-Luc Fugit, whose Rhodanian constituencies are also concerned. We would like to know the status of the route of the southern section of the railway bypass of the Lyon agglomeration – CFAL – as well as the prospects for its development. This railway project, carried out under the aegis of SNCF Réseau, focuses on freight traffic as well as passenger trains. It is intended to link the Rhône valley to the Lyon-Grenoble line, making it a secondary access route to the cross-border tunnel of the Lyon-Turin line. As part of the presentation of the mobility policy bill, the Minister announced a €2.6 billion investment over ten years to de-saturate major railway lines in France. Furthermore, it confirmed that France is undertaking – although negotiations with the Italian authorities are still under way on the modalities for the construction of the cross-border tunnel of the Lyon-Turin line – to carry out the tunnel access routes, in order to accommodate international freight traffic in good conditions when it is put into service. It seems to me that the construction of the southern section of the CFAL is perfectly in line with the double desire to absorb the saturation of the Lyon railway node and to strengthen the Lyon-Turin link. So my first question is: Will the minister, like her predecessors, favour the northern Heyrieux-Sibelin plain rail zone, which is the subject of strong territorial criticism, or will she consider adopting another route along the TGV line? In addition, the previous government has decided to postpone the choice of route in order to conduct further studies, which has suspended the procedure for declaring the public utility of the CFAL. Given the delay in the publication of the studies and the public debate on the Lyon railway node scheduled for 2019, does the Minister intend to update the timetable for the Lyon railway bypass project, which I would remind you was initially announced by 2030? Madam Secretary of State, I would like to thank you in advance for your precise answers regarding the route as well as the timetable of this important railway project, for the Lyon agglomeration and for the region.
ParlaMint-FR_2018-12-18-O1109.u50	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-12-18-O1109.u51	Mr Rudigoz, you are calling Mrs Borne's attention to the planned railway bypass of the Lyon agglomeration. She couldn't be here this morning, so she asked me to answer you. The project aims to provide an attractive alternative route for transit freight traffic, estimated at €3.2 billion. The choice of the spindle to accommodate the southern section of the bypass is the result of extensive local consultation, held in 2009 on the basis of a comparative and objective analysis of the various transit solutions. The Heyrieux-Sibelin North Plain Zone has been identified as the most suitable to meet the railway objectives assigned to the project, in terms of transit traffic and service, while allowing for cost control and limitation of the consequences on the territory crossed. On this basis, the mapping studies continued and the results of the local consultation carried out in 2016 led to the confirmation of the choice of this zone. For the time being, there is no new evidence to call him into question. However, the integration of the project into the territories raises concerns among residents. The Government will therefore be particularly vigilant to ensure that delineation studies are able to limit the impact on the territories concerned and to respond to the concerns expressed. With regard to the implementation schedule, Ms Borne asked SNCF Réseau to work towards the commitment, in the first half of 2019, of a public debate on the developments to be considered at the heart of the Lyon railway node, in particular the construction of an underground station in Lyon-Part-Dieu aimed at improving the capacity and regularity of daily transport. A referral file was submitted to the National Public Debate Commission on 21 September. Preparations for the public debate are ongoing with a view to its holding in spring 2019. Its conclusions, expected at the beginning of 2020, will shed light on the planning needs of the Lyon railway node and the main axes converging towards it. It will then be possible to draw up clear prospects for the capacity development of the Lyon railway node, which will make it possible to assess the time frame from which a new bypass infrastructure of the agglomeration will find its relevance. Such an approach is essential in order to build a coherent overall programme, shared with local and regional authorities and financially sustainable.
ParlaMint-FR_2018-12-18-O1109.u52	Mr. Thomas Rudigoz has the floor.
ParlaMint-FR_2018-12-18-O1109.u53	Madam Secretary of State, thank you for your answer. I will simply add a clarification about the studies: it is important that the Ministry of Transport proceed with their launch as soon as possible, because it has only dragged too much.
ParlaMint-FR_2018-12-18-O1109.u54	Mr Loïc Prud'homme has the floor to put his question, No. 465, on mobility in the Bordeaux region.
