ParlaMint-FR_2018-12-11-O1101.u1	The next item is the oral questions without debate.
ParlaMint-FR_2018-12-11-O1101.u20	The Universal Declaration of Human Rights makes health one of the conditions of human dignity that is itself expressed in the ability to find a supply of care that is fast and sufficiently close to its place of residence, as well as in access to quality care. However, for many years, medical density maps have shown the horrendous finding of an uneven distribution of medical presence in the territories, leading both in liberal medicine and hospital medicine to unacceptable appointment delays and exorbitant journey lengths. The "My Health 2022" reform, which the Ministry of Solidarity and Health is about to defend, aims to label hospital health facilities and establish a gradation of care. I agree with the principle of this measure, which, however, requires the re-imagination of logistical aspects and transport between establishments. The department of the Sarthe has the particularity of having a hospital center with a state-of-the-art technical plateau in Le Mans, which is the geographical center of the department. This general hospital is the most important in France; It is especially more important than the neighbouring CHU of Angers. Some parts of the Sarthois territory are still not covered by the services of a mobile emergency and resuscitation service – SMUR – which requires the support of an ambulance sent from Le Mans and travel times of up to two hours round trip. However, an average of 150 patients per day, some of whom are in vital emergency, are sent from the entire department to the hospital center of Le Mans, with peaks of activity during major sarthoese demonstrations such as the 24 Hours of Le Mans or the Grand Prix de France Moto, which receive more than 500,000 spectators in a department with only 580,000 inhabitants. It is therefore an anomaly that the Le Mans hospital is not equipped with a health helicopter, even though its neighbours from Alençon in Orne, Angers in Maine-et-Loire, Tours in Indre-et-Loire and Chartres in Eure-et-Loir are equipped with it. The considerable activity of the hospital in Le Mans, coupled with the seriousness of the situations that practitioners have to face, makes it absolutely necessary to set up a heliported health service in this city. On 19 October, the Sarthe department council unanimously adopted a wish that a shared heliport service be set up, in order to limit the costs, between the Le Mans hospital and the Alençon hospital. Administrative procedures with the regional health agency – ARS – of the Pays de la Loire have been carried out, but the request for a helicopter is not integrated into the regional health organisation scheme. I would therefore ask the Minister for Solidarity and Health to take the necessary steps, by way of derogation, to put in place, within the shortest possible time, this heliported health service common to the two establishments.
ParlaMint-FR_2018-12-11-O1101.u21	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2018-12-11-O1101.u22	I share your observation as regards both the situation at the emergency reception service of the hospital in Le Mans and the management of health risks at the major popular gatherings organized in your department. We pay attention to each territory and ensure that the responses are tailored to the needs and proportionate to the means available. For urgent heliport transport needs, the Le Mans Hospital and its centre 15 can mobilise the Angers, Nantes or Alençon heliSMUR, while ensuring that they are linked with the other 15 centres of the neighbouring territories. Providing the Le Mans hospital centre with an additional medical helicopter would involve the realization, subject to the authorization of the Directorate-General for Civil Aviation, of complete equipment corresponding to an investment of approximately €6 million and an average annual operating cost of 1.2 to 1.5 million. The central question is, therefore, the answer to the needs for the Sarthois territory and the organization to be implemented. We will ask the Director General of the regional health agency of the Pays de la Loire to seize the Regional Emergency Observatory in order to draw up an inventory of the needs for the use of a helicopter for primary and secondary health transport in Sarthe. This analysis will be presented for opinion to the Emergency and Unscheduled Care Steering Committee of the Pays de la Loire in the first quarter of 2019. Meanwhile, the managing director of the ARS of Pays de la Loire will approach the CHU of Angers to see how to improve the situation of the Sarthe thanks to the helicopter based in Angers.
ParlaMint-FR_2018-12-11-O1101.u23	Mr Brahim Hammouche has the floor to put his question, No. 455, on food aid.
ParlaMint-FR_2018-12-11-O1101.u24	My question is about food aid, which allows 4 million people in precarious situations to supplement their baskets of food, clothing and basic health products. Dispensed by associations that work every day, especially in my constituency, to help the poorest, it also includes advice and support to get out of the cycle of poverty. Two main food aid financings exist in France: the European Fund for Aid to the Most Deprived (FEAD), which accounts for 85% of France's funding of €587.4 million, and the remaining 15% of national funding of €88 million. The FEAD runs until 2020 and the associations I met have no visibility regarding the sustainability of these funding after that date. What steps does the Government intend to take with the European Commission to maintain both the Fund and the French envelope? Madam Secretary of State, I also wish to warn you about aggressive business practices, in contradiction to the Government's fight against food waste. Socially shameful and environmentally absurd, food waste was the subject of a law in 2016, which the Government strengthened with the law for the balance of trade relations in the agricultural sector and a healthy and sustainable diet, called "EGALIM", by extending to collective restoration and the agri-food industry the obligation for supermarkets over 400 square meters to sell their unsold food to associations. However, supermarkets seek to circumvent the law by robbing their unsold ones. How do you judge this phenomenon and what measures do you intend to take to regulate these practices?
ParlaMint-FR_2018-12-11-O1101.u25	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2018-12-11-O1101.u26	The European Fund for Aid to the Poorest currently has €3.5 billion on programming 2014-2020 and France is receiving 499 million Community funding for this period. Among the European Commission's proposals for the next multi-annual financial framework 2021-2027, it is envisaged that a specific objective of combating material deprivation will be integrated into an enlarged European Social Fund – ESF. Since the beginning of the negotiations, France has supported the renewal of this European instrument, which is one of the priorities of the European Pillar of Social Rights adopted in November 2017. The French authorities support a number of theses to the European Commission: the need for a national and centralised management of the food aid component of the ESF+ with an autonomous management authority; the simplification of management rules, both in terms of administrative control of expenditure and of food distribution operations by volunteers; and the minimum renewal of the current French envelope of the FEAD in both European and national appropriations. With regard to the budgeting of FEAD's ineligible expenditure, the State compensated for the first time in 2017 for ineligible expenditure at FranceAgriMer. The draft finance law for 2019 provides for an allocation of EUR 9 million to cover the financial corrections of the European Commission. I'm going to the food waste. The commercial practices of applying promotions on products approaching their expiry date are not contrary to the law and contribute to the prevention of food waste. However, the EGALIM Act passed by Parliament in the autumn empowers the Government to take by ordinance measures to extend the obligation to donate unsold goods to the collective catering sector and to operators in the agri-food sector, and reinforces the attention that retail companies pay to the quality of their donations to food aid associations.
ParlaMint-FR_2018-12-11-O1101.u27	Mrs Maud Petit, speaking on behalf of the Group of the European People's Party, raised her question, No. 454, on the competences of midwives for abortions.
ParlaMint-FR_2018-12-11-O1101.u28	Madam Secretary of State to the Minister of Solidarity and Health, I would like to draw your attention to the recognition of the competence of midwives to practice instrumental abortion. Article L. 2212-1 of the Public Health Code allows a pregnant woman, a major or a minor, who considers herself in a situation of distress to ask a doctor to stop her pregnancy. The latter can take two forms. One is the drug GVI, which does not require surgery and can be performed at home. Since the Act of 26 January 2016 to modernize our health care system, midwives have been empowered to perform this intervention. The other method is instrumental GVI, which requires the intervention of a doctor in a hospital or health centre, as this practice takes place under local or general anaesthetic. According to international recommendations, it is considered preferable beyond nine weeks of amenorrhea, as it reduces the risk of hemorrhage and trauma. However, there is now a significant decrease in the number of instrumental IVGs: 80% of IVGs are drug-related. The many retirements of practitioners, the closures of IVG centres – over the past ten years, forty-three centres have been closed – and the longer delays in getting an appointment are at the root of an imbalance in the provision of care that may be one of the explanations for this increase in IVG drugs. To remedy this imbalance and not to force the freedom of choice of women using abortion, the question of expanding the skills of midwives can now arise. This enlargement is called for by some midwives. Feminist psychologist Harvey Karman, who revolutionized abortion with surgical aspiration method, recommends that instrumental abortion be performed by paramedical health professionals, including midwives. In a global context where women's rights and the right to abortion are increasingly being challenged, France must be an example. It must improve the management of the abortion. What is your position regarding the extension of midwives' skills to the instrumental IVG? To what extent can it be applied?
ParlaMint-FR_2018-12-11-O1101.u29	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2018-12-11-O1101.u30	I confirm to you, Madam Member, that the Government is fully mobilized, in conjunction with the actors on the ground, to improve women's access to abortion throughout the country in optimal conditions of quality and security. This is a real public health issue. We have, for example, the desire to set up family planning services in perinatal care centres in maternity wards in order to allow access to prevention in this area. Progress continues in line with the national action programme for improving access to abortion, published in 2015, and the development of programmes in each region by ensuring local decline. In order to measure these advances as well as the progress still to be made in this area, we wanted to launch, from the beginning of 2019, a survey of regional health agencies, in order to have an objective view of the situation in each territory and to identify regional and local specificities. This will make it possible to adapt, where appropriate, national actions which may be envisaged in favour of access to the IVG. This may also help to support future regional policies in support of regional GVI access plans. Among the levers identified, the practice of abortion by midwives is an important element. As you know, since 2016, the law has given them this possibility through drugs. To date, only 3% of drug GVIs are performed by midwives. In addition, instrumental GVI will soon be achievable in health centres, which will be an additional measure to improve access to GVI. Finally, it should be noted that, within the framework of cooperation protocols adopted under Article 51 of the Law of 21 July 2009 on the reform of the hospital, known as HPST, and currently submitted for opinion to the High Health Authority, midwives could be allowed to practice instrumental IVG under the supervision of a doctor. The opinion of the High Health Authority will shed light on the desirability of these cooperation protocols.
ParlaMint-FR_2018-12-11-O1101.u31	Mr Michel Larive has the floor to put his question, No 430, on the embankment of gravel.
ParlaMint-FR_2018-12-11-O1101.u32	The impact of climate change on the availability and quality of water resources is now known. That is why we must be more vigilant about the impact of our activities, particularly agricultural and industrial activities, on this resource. Sensitized to this worrying theme, like all my Ariegian compatriots, I would like to draw the attention of the Minister of State, Minister for the ecological and solidarity transition, to the embankment of excavations left by the exploitation of gravels, taking the concrete example of a farm located in my constituency in Ariège. The company Denjean Granulats extracts materials in the major bed of Ariège, in the municipality of Saverdun up to 15 meters deep, exposing the water table. The arrangements for redevelopment of the site, provided for by prefectural decree, involve the watering of a large quantity of so-called inert waste, for the partial emplacement of these water holes. If the Saverdun gravity does not bear its name, it is indeed an inert waste storage facility, known as "ISDI", within the meaning of the Order of 12 December 2014 on general requirements for installations falling within heading No 2760 of the classification of installations classified for the protection of the environment, since materials of the BTP are permanently stored on the site. Section 4 of the Order states that "the facility is located outside the outcropping area of a tablecloth, stream, water body, canals and ditches, temporary or permanent." That is why I believe it is urgent to clarify the legislation on the materials allowed for the filling of flooded alluvial quarries, to strengthen controls, and to prohibit the burial of waste in contact with water, because they have consequences for the proper flow of groundwater bodies, and they are a source of pollution. What do you think of this situation, and what measures do you intend to take with regard to the embankment of gravel?
ParlaMint-FR_2018-12-11-O1101.u33	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-12-11-O1101.u34	Mr Larive, you asked Mr François de Rugy, Minister of State, Minister for the ecological and solidarity transition, and the ministry about gravity. You have drawn our attention to the gravity of Denjean Granulats, located in Saverdun, in particular its regulatory situation regarding its inert waste backfill activity. Saverdun's gravity is a career under the legislation of facilities classified for the protection of the environment. As such, it is authorized by prefectural order, then controlled during its operation and rehabilitation by the inspection of the classified facilities of the Regional Directorate of Environment, Planning and Housing – DREAL – Occitanie, under the authority of the Prefect of Ariège. As you indicate, the terms and conditions for redevelopment of the site are laid down in the prefectural order. They have therefore been assessed in the environmental impact assessment and are regulated. Quarries with backfilling activities are not inert waste storage facilities, known as "ISDI"; Therefore, they are not subject to the order you quote. The filling of quarries is regulated by the amended Order of 22 September 1994 on quarries and primary processing facilities for quarries. This decree lays down the criteria for the admission of inert waste in the quarry. It does not prohibit the filling of inert waste in a water quarry, since it does not affect the quality of the soil or the quality and proper flow of the water. In the case of Saverdun's career, this aspect was verified through the impact study. In addition, a backfilling protocol was signed on 10 January 2014 between the Prefect of Ariège, the departmental council and the Carriers. The aim of this protocol is to strictly regulate the conditions for the acceptance of waste and its backfilling. It also provides for unannounced annual checks to be carried out by the inspection of classified installations to verify compliance with the regulations. These controls, the results of which are available to the public on request, have not revealed any major non-compliances in the management and treatment of inert waste concerning Saverdun's quarry.
ParlaMint-FR_2018-12-11-O1101.u35	Mr Michel Larive has the floor.
ParlaMint-FR_2018-12-11-O1101.u36	The information you provide to us probably dates back to 2014. Today, new data show enormous pollution. I am simply quoting the level of aluminum which is 14,000 times higher than the permitted standard. Surveys by the Bureau of Geological and Mining Research in the sumps around the gravière show that the groundwater table is not renewing. I personally saw trees in the field that were broken down because of the pollution – this has been verified. Locals have brought lawsuits against the gravitators. I ask you here to resolve a problem of social peace that is found throughout our territory. The inert waste, if buried, is all right, but if you immerse them, when it comes to plaster, it is easy to understand that this will result in a plug that will divert the water table. In this case, we are close to irrigation, and the northern part of the town of Saverdun will soon suffer from a lack of water. I would also like to remind you that we are in a strategic area, because Ariège is a river that stretches from the Garonne to the edge of which is the Golfech power station.
ParlaMint-FR_2018-12-11-O1101.u37	Mrs Laëtitia Romeiro Dias has the floor to raise her question, No. 436, on the prohibition of wild animals in circuses.
ParlaMint-FR_2018-12-11-O1101.u38	A lion running on roller skates, a giraffe using a hoop, an elephant that is raised with electric stings, a pony rotating on a ride eight hours in a row... In fairs, circuses, and amusement parks, which is entertaining for some is actually about animal abuse. Numbers are inconsistent with their natural abilities, and dressage methods are painful. Several different developments in recent years remind us that these animals are victims of ill-being. The suffering of the Maya elephant or the history of tigers escaped from a circus and then shot down in the streets of Paris legitimately shocked our fellow citizens. Last February, a FIFG poll indicated that 67% of French people were in favour of banning wild animals in circuses. I am regularly questioned in my constituency on this matter. More and more cities can no longer wait for legislation. They try to ban the installation of circuses using wild animals from their soil. Ajaccio, Cagnes-sur-Mer, Paris, Strasbourg, Saint-Étienne, in recent years the list of municipalities that have signed a decree to this effect has increased; They're more than a hundred. It is only a wish, however, because they do not have the legal competence to prohibit the arrival of a circus on the grounds that it presents wild animals. While the Ministerial Order of 18 March 2011 on the conditions for the detention and use of live non-domestic animals in travelling entertainment establishments strengthened circus obligations, it did not prohibit the use of wild animals. Since this practice is legal, the decrees of the municipalities concerned are therefore unlawful – this is the case in the Essonne, of which several elected representatives have told me of this difficulty. So what are we going to do? Twenty-eight countries have already ended the presence of animals in their circuses, the latest being Portugal a few weeks ago. It is now up to the representatives of the nation and the Government to seize this matter, to which our fellow citizens attach importance. Madam Secretary of State, I know how much you are committed to animal welfare, too, I would like to know what steps we could take together to move towards animal-free circuses. What measures can we consider to accompany the Circassians in their transformation towards activities without animals? What actions can we implement gradually, so that France aligns itself with its European neighbours?
ParlaMint-FR_2018-12-11-O1101.u39	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
ParlaMint-FR_2018-12-11-O1101.u40	Madam Member, I am replying to you on behalf of the Minister for the Ecological and Solidarity Transition, telling you how sensitive the Government is to the inclusion of animal welfare in our society. This issue is now a growing concern of public opinion, which is expressed particularly with regard to animals in entertainment activities, especially circuses. The issue of holding these animals is legally complex. Part of the population is calling for the ban on wild animals in circuses, which is already provided for in the legislation of several EU Member States. In addition, communication campaigns, and even demonstrations that disturb representations, are organized by associations that defend the animal cause. Some town halls now refuse to set up circuses in the territory of their commune on behalf of animal welfare, even though most of the establishments concerned are in compliance with the regulations in force. In order to understand this societal debate, it is necessary to take into account all aspects – animal welfare, social issues and economic issues for the Circassians – and to listen to all parties, and to establish a dialogue between them. It is our collective responsibility to ease the tensions on the ground between Circassians, NGOs and people. To that end, the Government had decided to entrust the National Commission for the Professional and Circassian Professions with the task of working on the subject. Set up at the beginning of 2018 to follow up on the conclusions of an interministerial mission, this commission, chaired by a prefect and bringing together the profession, the state and the elected representatives, makes it possible to grasp in their entirety the difficulties encountered by the profession. At its last meeting, at the end of October, it unanimously decided to set up a group dedicated to animal welfare in circuses. This group, which will meet early in 2019, will serve as a forum for dialogue with NGO representatives and will be involved in its work. It will examine possible developments in animal welfare, taking into account the social and economic situation of circus professionals. He will, by next spring – so very quickly – make proposals for measures concerning the place and use of wild animals in circuses. Meanwhile, the activities of circuses holding wild animals in France are strictly supervised and regulated by the requirements of a ministerial decree of 18 March 2011. About 100 French circuses present animals to the public. In each of them, the person responsible for the maintenance of animals must hold a certificate of competence for the presentation to the public, within a mobile establishment, of non-domestic species on display. The establishment must have a prefectural authorization. In addition, standards for cages and animal installation are described precisely in the 2011 Order, in order to define a minimum of animal welfare. If legislative or regulatory developments appear necessary, they will be decided quickly, and proposed to parliamentarians, on the basis of the results of the working group which will be operational at the beginning of 2019.
ParlaMint-FR_2018-12-11-O1101.u41	Mrs Aude Bono-Vandorme has the floor to raise her question, No. 438, concerning the equipment of the State car fleet in E85 cases.
ParlaMint-FR_2018-12-11-O1101.u42	The Ministry of the Ecological and Solidarity Transition published in the Official Gazette on 15 December 2017 a decree on the approval of E85 cases intended to equip petrol-powered vehicles. Once installed by an approved professional, these enclosures allow any gasoline vehicle to operate also with superethanol E85. E85, derived from feed grains, beet and the processing residues of these crops into starch and sugar, has the advantage of being largely renewable, since it consists on average of 75% ethanol, thereby reducing greenhouse gas emissions by more than 60% compared to fossil fuel. This fuel, which was adopted in France ten years ago, is now available in nearly 1000 gas stations in our territory, and benefits from advantageous taxation. It also allows for a significant reduction in the fuel budget. In addition, France has been Europe's leading ethanol producer for several years, with 11 to 12 million hectolitres produced each year; It exports about a third of its production to its European neighbours. The consumption of E85 superethanol has many advantages: on the one hand, it contributes to the circular economy and to the short circuits of valorisation of agricultural products; On the other hand, it improves French energy independence. In the interests of exemplaryness and taking into account the above-mentioned elements, should the State not plan to equip its petrol fleet with E85 housings?
ParlaMint-FR_2018-12-11-O1101.u43	The Secretary of State to the Minister of State, Minister for Ecological and Solidarity Transition, has the floor.
