ParlaMint-FR_2018-07-24-E1034.u1	The next item is the question to the Government.
ParlaMint-FR_2018-07-24-E1034.u31	[["May 2nd! » on the benches of the LR group]] When these shocking and unacceptable facts were known, on 2 May, the Chief of Staff of the President of the Republic made a decision to lay off. This decision, which was made effective, was made on the 3rd or 4th of May, that is, immediately after knowledge of the information we are talking about.
ParlaMint-FR_2018-07-24-E1034.u32	What about article 40 of the Code of Criminal Procedure?
ParlaMint-FR_2018-07-24-E1034.u33	[[Exclaims on the benches of the LR group]] I understand, Mr Jacob, that perhaps we can ask ourselves – as you seem to do – about the possible proportionality of the decision that has been taken.
ParlaMint-FR_2018-07-24-E1034.u34	What about article 40?
ParlaMint-FR_2018-07-24-E1034.u35	[[Applause on the benches of the LaREM and MODEM groups. – Exclaims on the benches of the LR group]] But the speed of the decision is not questionable, and the sanction has been taken.
ParlaMint-FR_2018-07-24-E1034.u36	And not even applied!
ParlaMint-FR_2018-07-24-E1034.u37	What about article 40?
ParlaMint-FR_2018-07-24-E1034.u38	It's cover-up!
ParlaMint-FR_2018-07-24-E1034.u39	[[Exclaims on the benches of the LR group]] [[Applause on the benches of the LaREM and MODEM groups]] Finally, Mr. President Jacob, you are suggesting that, in one way or another, pressure would be exerted. Again, I want to tell you things very clearly: an individual drift, on the part of this mission officer, does not make a state affair. The "wrongings" referred to yesterday in the police prefect's commission of inquiry do not make a state case. You want the truth, you want the light: all the proceedings initiated will allow you to know precisely the sequence of facts and to establish, where appropriate, individual responsibilities.
ParlaMint-FR_2018-07-24-E1034.u40	Including presidential? It's a system!
ParlaMint-FR_2018-07-24-E1034.u41	[[Exclaims on the benches of the LR group]] [[Applause on the benches of the LaREM and MODEM groups]] [[Same moves. – Exclaims on the benches of the LR and FI groups]] But to do this, Mr. President Jacob, we need a form of serenity; All confusion must be avoided. The National Assembly is not a court; MPs are neither prosecutors nor judges. And when sometimes – rarely – I hear them vocierating, I think it is good for justice that this confusion does not arise. In other words, President Jacob, no one is above the law.
ParlaMint-FR_2018-07-24-E1034.u42	Are you threatening parliamentarians now?
ParlaMint-FR_2018-07-24-E1034.u43	All the powers – legislative, parliamentary, administrative – have taken the necessary decisions. The light will therefore be made and the consequences will be drawn.
ParlaMint-FR_2018-07-24-E1034.u44	Including Jupiter?
ParlaMint-FR_2018-07-24-E1034.u45	The President of the Republic indicated that he had instructed the Secretary-General of the Elysée to make proposals for reorganisation; and if, after having delivered its conclusions, the IGPN also makes proposals, I myself will take the necessary steps to prevent such malfunctions from happening again.
ParlaMint-FR_2018-07-24-E1034.u46	This is for the future!
ParlaMint-FR_2018-07-24-E1034.u47	[[Mrs. and Mr. Members of the LaREM and MODEM groups stand up and applaud strongly. – Exclaims on the benches of the LR Group and among some non-attached Members]] President Jacob, I will report to the National Assembly.
ParlaMint-FR_2018-07-24-E1034.u48	[[Vif applause on the benches of the LaREM group and on several benches of the MODEM group. – Hulls on the benches of the LR group]] The next speaker is Mr Richard Ferrand, on behalf of the Group of the European People's Party (La République) on the move.
ParlaMint-FR_2018-07-24-E1034.u49	Get up, get up!
ParlaMint-FR_2018-07-24-E1034.u50	Do you have a good mutual?
ParlaMint-FR_2018-07-24-E1034.u51	Prime Minister, the Law Committee of the National Assembly devoted forty-two hours to consider 1300 amendments to the Constitutional Review Bill.
ParlaMint-FR_2018-07-24-E1034.u52	He's reading a file!
ParlaMint-FR_2018-07-24-E1034.u53	The debates began in the Chamber on Tuesday 10 July at 16:30 and continued until Sunday 22 July at 11:05 p.m....
ParlaMint-FR_2018-07-24-E1034.u54	The art of esquive!
ParlaMint-FR_2018-07-24-E1034.u55	...which represents eighty hours of work. [[Applause on the benches of the LaREM group and on several benches of the MODEM group. – Protests on the benches of the LR group]] But, more concerned about the status quo than with the evolution of our Constitution, the oppositions have tabled in total – which is their right – 2,400 amendments.
ParlaMint-FR_2018-07-24-E1034.u56	You deserted the Chamber, Mr Ferrand!
ParlaMint-FR_2018-07-24-E1034.u57	Hypocrite!
ParlaMint-FR_2018-07-24-E1034.u58	Two hundred and seventy deputies The Republic on the move was absent!
ParlaMint-FR_2018-07-24-E1034.u59	[[The exclamations on the benches of the LR group prevent the speaker from continuing]] First committed to a strategy of slowing down our debates, they then embarked on a systematic obstruction,...
ParlaMint-FR_2018-07-24-E1034.u60	[[Applause on several benches of the LaREM group. – Exclaims on the benches of the LR group]] Ladies and gentlemen, if we consider the time to be serious and serious, we have a serious and serious attitude in this House.
ParlaMint-FR_2018-07-24-E1034.u61	Mr. Ferrand is serious, but not serious!
ParlaMint-FR_2018-07-24-E1034.u62	He's a provocateur!
ParlaMint-FR_2018-07-24-E1034.u63	You have the floor, Mr Ferrand.
ParlaMint-FR_2018-07-24-E1034.u64	Thank you, Mr. President. [[Protests on the benches of the LR group]] Our oppositions then started a systematic obstruction
ParlaMint-FR_2018-07-24-E1034.u65	Two hundred and seventy absent!
ParlaMint-FR_2018-07-24-E1034.u66	[[Applause on the benches of the LaREM group and on several benches of the MODEM group. – Protests on the benches of the LR group]] ... with the help of endless reminders to the Rules of Procedure – almost 300 in total –, taking shamelessly the pretext of current events to block the functioning of our assembly.
ParlaMint-FR_2018-07-24-E1034.u67	Two hundred and seventy absent!
ParlaMint-FR_2018-07-24-E1034.u68	[[Protests and hues on the benches of the LR group. – Ironic laughs and applause on the benches of the FI group]] Majority MPs have valiantly multiplied attempts to get the legislative work back on track. I would like to pay tribute here to their determination to put an end to this cynical paralysis of the debates.
ParlaMint-FR_2018-07-24-E1034.u69	Oh, yes, congratulations, really congratulations!
ParlaMint-FR_2018-07-24-E1034.u70	[[Applause on the benches of the LaREM group]] This sabotage was not worthy of our democracy.
ParlaMint-FR_2018-07-24-E1034.u71	Where were your deputies?
ParlaMint-FR_2018-07-24-E1034.u72	[[Protests on the benches of the LR group]] In this context, Prime Minister, could you please tell us when the Government intends to put on the agenda the continuation of the discussion of the constitutional review bill,...
ParlaMint-FR_2018-07-24-E1034.u73	Never!
ParlaMint-FR_2018-07-24-E1034.u74	[[Members of the LR and FI groups protest by designating the clock]] ... but also that of organic and ordinary bills...
ParlaMint-FR_2018-07-24-E1034.u75	Mr. President, this is outrageous!
ParlaMint-FR_2018-07-24-E1034.u76	Thank you...
ParlaMint-FR_2018-07-24-E1034.u77	[[Protests on the benches of the LR group cover the voice of the speaker]] ... which aim to honour the commitments you have made to our people: the non-cumulation of mandates in time,...
ParlaMint-FR_2018-07-24-E1034.u78	Thank you, Mr. President Ferrand...
ParlaMint-FR_2018-07-24-E1034.u79	[[Same movement]] [[Mrs. and Mr. Members of the LaREM Group and several members of the MODEM Group stand up and applaud at length. – Members of the FI Group point the thumb down]] ...the reduction of the number of parliamentarians and the implementation of a proportional dose?
ParlaMint-FR_2018-07-24-E1034.u80	That's it, standing, standing!
ParlaMint-FR_2018-07-24-E1034.u81	The Prime Minister has the floor.
ParlaMint-FR_2018-07-24-E1034.u82	President Ferrand, thank you for your question.
ParlaMint-FR_2018-07-24-E1034.u83	Where were you for five days?
ParlaMint-FR_2018-07-24-E1034.u84	Where was Mr Castaner during the debate? To the absent subscribers!
ParlaMint-FR_2018-07-24-E1034.u85	To the drink!
ParlaMint-FR_2018-07-24-E1034.u86	He was carrying the luggage!
ParlaMint-FR_2018-07-24-E1034.u87	You are referring to the draft constitutional revision to which the President of the Republic has committed himself and which I had the honour to present...
ParlaMint-FR_2018-07-24-E1034.u88	To the Tour de France!
ParlaMint-FR_2018-07-24-E1034.u89	[[Applause on several benches of the LaREM group]] President Ferrand, like me, you must have heard criticism of the Government, which would not respect the Assembly. Well, I hope that in this electric atmosphere, in this palpable tension, there are no disparaging signs towards Parliament that would not be in the honour of this house.
ParlaMint-FR_2018-07-24-E1034.u90	All right!
ParlaMint-FR_2018-07-24-E1034.u91	[[Exclaims on FI banks]] So you were asking me how the proposed constitutional revision would flourish. It was on the agenda for the last two weeks, and – you are right – the last days, starting Thursday evening, and especially Friday, Saturday and Sunday, did not allow the articles and amendments to be examined.
ParlaMint-FR_2018-07-24-E1034.u92	Because of who? From Benalla!
ParlaMint-FR_2018-07-24-E1034.u93	Because you refused to come!
ParlaMint-FR_2018-07-24-E1034.u94	Two hundred and seventy deputies The Republic on the move!
ParlaMint-FR_2018-07-24-E1034.u95	As this examination was not possible,...
ParlaMint-FR_2018-07-24-E1034.u96	It's democracy!
ParlaMint-FR_2018-07-24-E1034.u97	These are the rights of Parliament!
ParlaMint-FR_2018-07-24-E1034.u98	...the consequences have been drawn. Yesterday we decided to move on to other texts, which are presented to Parliament in the interest of the French: the bill for the freedom to choose one's professional future, and soon the bill on asylum and immigration.
ParlaMint-FR_2018-07-24-E1034.u99	Is Mr. Collomb coming to introduce him?
ParlaMint-FR_2018-07-24-E1034.u100	[["Or not! » on several benches of the LR group]] [[Applause on the benches of the LaREM and MODEM groups]] The draft constitutional revision would therefore not be discussed by the end of the special session. But from September onwards, it can be re-registered when the time comes. For we do not give up in any way – in no way! – to fulfil the commitments made by the President of the Republic, which will enable us to amend the Constitution in a way that is more appropriate to the demands of our time.
ParlaMint-FR_2018-07-24-E1034.u101	It's a mess!
ParlaMint-FR_2018-07-24-E1034.u102	A referendum?
ParlaMint-FR_2018-07-24-E1034.u103	And this is democratic? A project in the service of the President, our only master to all!
ParlaMint-FR_2018-07-24-E1034.u104	I observe, despite the noise of the atmosphere, that this project is threefold:...
ParlaMint-FR_2018-07-24-E1034.u105	This is a plan to weaken Parliament!
ParlaMint-FR_2018-07-24-E1034.u106	...Constitutional Bill, Organic Bill, Ordinary Bill. The Organic Bill...
ParlaMint-FR_2018-07-24-E1034.u107	...is weakening Parliament!
ParlaMint-FR_2018-07-24-E1034.u108	... previews the decrease in the number of parliamentarians...
ParlaMint-FR_2018-07-24-E1034.u109	We wonder why!
ParlaMint-FR_2018-07-24-E1034.u110	[[Applause on the benches of the LaREM group]] ...and the ordinary bill provides for the transformation of the voting system. These two projects can, of course, also be dealt with very quickly in September.
ParlaMint-FR_2018-07-24-E1034.u111	Mrs Valérie Rabault has the floor.
ParlaMint-FR_2018-07-24-E1034.u112	Prime Minister, within a week, we and the French have learned of the existence of Mr. Benalla, an adviser to the President of the Republic who made himself appear to be a police officer to strike a man on the ground.
ParlaMint-FR_2018-07-24-E1034.u113	All right! That's the reality!
ParlaMint-FR_2018-07-24-E1034.u114	For the past week, almost every hour has been marked by new revelations, some of which suggest that these very serious facts have been covered at the highest level of the state.
ParlaMint-FR_2018-07-24-E1034.u115	She's right!
ParlaMint-FR_2018-07-24-E1034.u116	[[Applause on the benches of groups FI and LR. – Mr. Pierre Dharréville also applauds, as well as Ms. Emmanuelle Ménard]] Our Assembly is not intended to replace justice, but it is its absolute responsibility to ensure that our institutions function perfectly, without pass-right or preferential treatment. That is why I thank the President of Rugy for finally accepting the legal lever proposed by the Socialist and related Members so that the Committee of Inquiry could be set up immediately – otherwise it could not have been created before October.
ParlaMint-FR_2018-07-24-E1034.u117	All right, president!
ParlaMint-FR_2018-07-24-E1034.u118	Since yesterday, we have been attending the auditions. We find that the Minister of the Interior says he doesn't know anything. We are reassured that the prefects and directors of the central administration are scrupulously concerned with the strict implementation of the laws of the Republic. We note by ricochet that the pass-rights to circumvent the rules of our Republic seem to have been granted since the Elysée: failure to comply with article 40 of the Code of Criminal Procedure, derogation from the rules of ethics, usurpation of badges.
ParlaMint-FR_2018-07-24-E1034.u119	And Lieutenant-Colonel, too!
ParlaMint-FR_2018-07-24-E1034.u120	[[Applause on several benches in the LR group]] Prime Minister, you are the leader of a majority who wants to have as its watchword the example. Exemplarity also requires dealing with problems when they occur. So would you agree – this is my only question – that all the relevant members of President Macron's cabinet – Mr Kohler, Mr Benalla, and I will pass on – should be accountable here to the National Assembly's committee of inquiry? Are you committed to supporting this request?
ParlaMint-FR_2018-07-24-E1034.u121	Good idea!
ParlaMint-FR_2018-07-24-E1034.u122	[[Applause on the benches of the NG, FI and LR groups]] Prime Minister, "so that power cannot be abused," said Montesquieu, "it is necessary that, through the disposition of things, power should stop power." So be that power that stops the abuse of power, otherwise you will be held responsible.
ParlaMint-FR_2018-07-24-E1034.u123	The Prime Minister has the floor.
ParlaMint-FR_2018-07-24-E1034.u124	[[Applause on the benches of the LaREM group]] Madam President Rabault, you indicate that, in the events you mention and in the reactions that followed their revelation, there might have been a desire to hide or not to make a decision. That's not true, Madam President.
ParlaMint-FR_2018-07-24-E1034.u125	That's proven! That's not even the subject anymore!
ParlaMint-FR_2018-07-24-E1034.u126	Good thing you don't speak under oath!
ParlaMint-FR_2018-07-24-E1034.u127	That's completely wrong, and you know it very well.
ParlaMint-FR_2018-07-24-E1034.u128	A hypocrite!
ParlaMint-FR_2018-07-24-E1034.u129	First, as soon as this behaviour was known, a sanction was taken. A sanction has been taken,...
ParlaMint-FR_2018-07-24-E1034.u130	But not done!
ParlaMint-FR_2018-07-24-E1034.u131	[[Protests on the benches of the LR group]] ...and it has been effective.
ParlaMint-FR_2018-07-24-E1034.u132	Between friends!
ParlaMint-FR_2018-07-24-E1034.u133	That's the first thing I want to tell you. When it appeared that the conduct of a number of police officers appeared to constitute a violation of the law,...
ParlaMint-FR_2018-07-24-E1034.u134	It's gonna be the police's fault!
ParlaMint-FR_2018-07-24-E1034.u135	Come on, lampists!
ParlaMint-FR_2018-07-24-E1034.u136	[[Protests on the benches of the NG group]] ... the appropriate suspension and reporting measures have been taken. In other words, all reactions occurred when the facts were known.
ParlaMint-FR_2018-07-24-E1034.u137	May 2nd?
ParlaMint-FR_2018-07-24-E1034.u138	Pinocchio!
ParlaMint-FR_2018-07-24-E1034.u139	[[Applause on the benches of the LaREM group. – Protests on the benches of the LR group]] You can perfectly, Madam President, challenge their proportionality; But the truth obliges you to recognize that nothing has been hidden or omitted.
ParlaMint-FR_2018-07-24-E1034.u140	Everything's been masked!
ParlaMint-FR_2018-07-24-E1034.u141	May 2nd! May 2nd!
ParlaMint-FR_2018-07-24-E1034.u142	For two months, we didn't know anything!
ParlaMint-FR_2018-07-24-E1034.u143	There was an error of judgment!
ParlaMint-FR_2018-07-24-E1034.u144	He thinks we're stupid!
ParlaMint-FR_2018-07-24-E1034.u145	[[Applause on the benches of the LaREM group. – Protests on the benches of the NG group]] The second thing I want to tell you is that your request to me, Prime Minister, Head of Government, is very curious. In essence, you parliamentarians, concerned with the rights of Parliament, are asking the Head of Government to draw up a list of those who should be heard by the Parliamentary Committee of Inquiry.
ParlaMint-FR_2018-07-24-E1034.u146	No, no, no, no, no, no, no, no, no, no, no, no, no, no,
ParlaMint-FR_2018-07-24-E1034.u147	Zero!
ParlaMint-FR_2018-07-24-E1034.u148	This is a confusion of mind, Madam President, which surprises me from you, because I know you are committed to the constitutional principle of separation of powers and intellectually rigorous.
ParlaMint-FR_2018-07-24-E1034.u149	Who are you protecting?
ParlaMint-FR_2018-07-24-E1034.u150	The Law Commission has provided itself with the means to be the commission of inquiry. It will be up to the Commission, depending on the purpose and time it has defined, to proceed with the hearings it wishes to obtain in this context.
ParlaMint-FR_2018-07-24-E1034.u151	So with your agreement?
ParlaMint-FR_2018-07-24-E1034.u152	I have nothing else to add with regard to the list of those who will be heard. [[Applause on the benches of the LaREM group and on several benches of the MODEM group]] And if I, the Prime Minister, were to rule on this question, what would happen, Madam President? You would perhaps rightly tell us that I am interfering with the functioning of the parliamentary committee.
ParlaMint-FR_2018-07-24-E1034.u153	He's honest!
ParlaMint-FR_2018-07-24-E1034.u154	[[Applause on the benches of the LaREM and MODEM groups]] That is why, Madam Chair, I, probably like you, have every confidence in the Law Commission.
ParlaMint-FR_2018-07-24-E1034.u155	Mrs Graziella Melchior, on behalf of the Group of the European People's Party, has the floor.
ParlaMint-FR_2018-07-24-E1034.u156	[["Ah! and exclamations on the benches of the LR group. – Applause on a few benches of the LaREM group]] Madam Minister of Labour, let us rejoice in the good news!
ParlaMint-FR_2018-07-24-E1034.u157	Are there any bad ones?
ParlaMint-FR_2018-07-24-E1034.u158	[[Exclaims on the benches of the LR group]] [[Applause on the benches of the LaREM and MODEM groups]] Dynamics and confidence return to the labour market. The latest figures published by the Central Agency of Social Security Agencies – ACOSS – last Friday confirm the positive trend in the number of permanent jobs. Since 2014, they have jumped by 37%. CDI now account for almost half of all hirings over a month, compared to 42.8% at the end of 2014. Almost all French regions and all sectors of activity are concerned: industry, construction and services. At the same time, hirings in CSDs of more than a month decreased. Today, employers prefer to use more stable CDI and higher human capital rather than more precarious and less protective CDDs for the employee.
ParlaMint-FR_2018-07-24-E1034.u159	What about the employees?
ParlaMint-FR_2018-07-24-E1034.u160	Observers!
ParlaMint-FR_2018-07-24-E1034.u161	The increase in CDI hiring is good news in two ways: on the one hand, it reflects the good health of our economy and, on the other, the decrease in job insecurity. This phenomenon can only increase thanks to the various reforms carried out by the Government: strengthening social dialogue, freedom to choose one's professional future and, in the near future, the action plan for the growth and transformation of enterprises – PACTE. Minister, you intend to restore confidence in businesses and to act on the rise in skills of employees and job seekers. Thanks to the draft law on freedom to choose one's professional future, the new reading of which began yesterday in the Chamber and which I would like to commend to the rapporteurs, you intend to promote social emancipation through work and to fight against the precariousness of employment. [[Applause on the benches of the LaREM group]] So my question is: Madam Minister, how does the Government intend, with this bill, to promote and sustain this dynamic of hiring in CDI?
ParlaMint-FR_2018-07-24-E1034.u162	The Minister for Labour has the floor.
ParlaMint-FR_2018-07-24-E1034.u163	[[Applause on the benches of the LaREM group]] As you said, there were almost 1 million CDI hires in the first quarter of this year. This represents an increase of 14% compared to last year, which we can all rejoice at! Of course, the economic situation is favourable and the reforms carried out by the Government amplify its effects, allowing companies to have confidence and to hire in CDI.
ParlaMint-FR_2018-07-24-E1034.u164	And what are the figures in Europe?
ParlaMint-FR_2018-07-24-E1034.u165	It is clear that the ordinances and the law on the strengthening of social dialogue have, according to TPEs and SMEs themselves, removed a barrier to employment in CDI. The next PACTE law will strengthen this momentum. We must rejoice, but not be satisfied with the situation. Today, there are still 87% of hirings in CSDs or acting, and one third of CSDs last a day or less. A large number of our fellow citizens are trapped in a precarious situation that continues. [[Applause on the benches of the LaREM and MODEM groups]] That is why we are going to ask the social partners to consider a broader reform of unemployment insurance in order to combat precariousness and encourage a return to employment. That is the meaning of Rule 33, which you have adopted in the Committee on Social Affairs. I hope that everyone will support it in the sitting, because it is not only about the quantity of jobs, but also about their quality, the future of our businesses and the exit from unemployment of many of our fellow citizens.
ParlaMint-FR_2018-07-24-E1034.u166	[[Applause on the benches of the LR group]] Before giving him the floor, I greet Mr Jean-Louis Thiériot, who made his first speech today, for the group Les Républicains, after having succeeded Mr Yves Jégo.
ParlaMint-FR_2018-07-24-E1034.u167	[["Ah! » on the benches of the LaREM group]] [[Applause on the benches of the LR group. – Mr Joël Aviragnet also applauds]] Prime Minister, the Benalla affair seriously weakens our institutions: a parallel, totally opaque security system has been set up at the Elysée. The Minister of the Interior claims to ignore almost everything that is happening in his services, including when arms clearances are issued. This state affair also calls into question the seriousness of an essential institution of our security architecture: the military and police reserve. Lieutenant-Colonel stripes are attributed to a security guard!
ParlaMint-FR_2018-07-24-E1034.u168	Baggageman!
ParlaMint-FR_2018-07-24-E1034.u169	[[Applause on several benches in the LR group]] [[Applause on the benches of the LR group]] These are the same stripes, I must remind you, that Colonel Beltrame was wearing... My question is simple: how are the ranks assigned to the operational reserve? Who's assigning them? Who controls them? How long do we stay in each rank? What is the status of the specialized reserve to which Mr. Benalla apparently belonged? Is a security clearance or maybe a baggist's degree enough to be a lieutenant colonel?
ParlaMint-FR_2018-07-24-E1034.u170	Bagagian Republic!
ParlaMint-FR_2018-07-24-E1034.u171	[[Applause on the benches of the LR group. – MM. Joël Aviragnet and Alain David also applaud]] I was in my constituency of Seine-et-Marne this weekend, with veterans, often men of the rank or non-commissioned officers who fought. Their trouble is immense. They join the prefects, the police and the gendarmes who have lost confidence in the hierarchical authority of the Minister of the Interior. Tell us what the status of the reserve is! Tell us, for the sake of our uniforms, of those who wear them, of those who have passed contests to have the right to wear them and for those who have fallen for wearing them!
ParlaMint-FR_2018-07-24-E1034.u172	Thieriot, godillot! Jego, come back!
ParlaMint-FR_2018-07-24-E1034.u173	The Prime Minister has the floor.
ParlaMint-FR_2018-07-24-E1034.u174	[[Laughs on many benches]] [[Smiles and applause on the benches of the LaREM group]] [[Laughs on many benches and applause on the benches of the LaREM and MODEM groups]] Mr President, it is a pleasure to welcome you to this Chamber and to welcome you, on behalf of the Government, on this first question. You know the friendship that binds me to your predecessor. It is not impossible for the same kind of relationship to flourish between us; But this is not yet fully achieved, obviously.
ParlaMint-FR_2018-07-24-E1034.u175	It's not the Republic of Friends!
ParlaMint-FR_2018-07-24-E1034.u176	[[Exclaims on the benches of the LR group]] I was a little surprised, honourable Member, by many of your formulations, especially when you seemed surprised that a security officer could become a lieutenant-colonel.
ParlaMint-FR_2018-07-24-E1034.u177	Baggageman!
ParlaMint-FR_2018-07-24-E1034.u178	Twenty-six years old!
ParlaMint-FR_2018-07-24-E1034.u179	[[Applause on the benches of the LaREM and MODEM groups]] [[Same movements]] Let me tell you that I am surprised by this remark. Like you, I know that a very large number of French people, regardless of their origin, diploma and age, want to participate in the reserve and engage in the service of their country, in a non-professional way, of course. It would not come to anyone, M.P., the idea of comparing the paths of professional constables and those serving on the reserve. It is necessary to know the reserve well in order to engage in this type of comparison!
ParlaMint-FR_2018-07-24-E1034.u180	What a pirouette!
ParlaMint-FR_2018-07-24-E1034.u181	[[Applause on the benches of the LaREM group]] On this subject, the Minister of the Interior gave a very precise indication of the rules which had been used. I do not remove anything from his speech, and refer you to his statements, which seem to me to answer your question perfectly.
ParlaMint-FR_2018-07-24-E1034.u182	The Republic of Privileges on the move!
ParlaMint-FR_2018-07-24-E1034.u183	[[Applause on the benches of the MODEM and LaREM groups]] The next speaker is Mr Marc Fesneau, for the Group of the Democratic and Related Movement.
ParlaMint-FR_2018-07-24-E1034.u184	Mr President, Prime Minister, ladies and gentlemen, over the course of the past few days, our Republic and our institutions have demonstrated their strength in the face of the revelation of serious behaviour and their ability to deal with it.
ParlaMint-FR_2018-07-24-E1034.u185	And their cover!
ParlaMint-FR_2018-07-24-E1034.u186	[[Protests on the benches of the LR group. – Applause on the benches of MODEM and LaREM groups]] Let us say without any ambiguity: the fault of a few men, whose investigations are going to determine the share of responsibility, must be judged impartially and without concession, and we can therefore trust justice. Yet I say it with the same conviction: the fault of a man cannot compromise them all. It can neither of men, nor of institutions: nor of the police institution whose sense of duty is known...,
ParlaMint-FR_2018-07-24-E1034.u187	You've loaded it!
ParlaMint-FR_2018-07-24-E1034.u188	...or the one of which we are members, the National Assembly. And, in spite of what can be said by those who seek only sterile confrontations, our Assembly has taken on its responsibilities in deciding to convene a committee of inquiry.
ParlaMint-FR_2018-07-24-E1034.u189	Under pressure!
ParlaMint-FR_2018-07-24-E1034.u190	Our group wants the truth, the whole truth, to be made about the shortcomings, the faults, the mistakes and the faults of each other.
ParlaMint-FR_2018-07-24-E1034.u191	Including the Elysée!
ParlaMint-FR_2018-07-24-E1034.u192	[[Applause on the benches of the MODEM and LaREM groups]] But I say this to the opposition: nothing but the truth – not the one that serves your interests, not the one that suits you, but the one that respects the rule of law and democracy. And she will be!
ParlaMint-FR_2018-07-24-E1034.u193	What's the question?
