Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-7SAT63YPafnpDgg6VS4snC	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-57	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q21578777	Söder, Larry	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-59	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-62	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q5781437	Haddad, Roger	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-65	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3373058	Ernkrans, Matilda	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-69	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q5781437	Haddad, Roger	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-72	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3373058	Ernkrans, Matilda	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-75	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q19977330	Westerén, Hanna	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-78	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3373058	Ernkrans, Matilda	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-81	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q19977330	Westerén, Hanna	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-83	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3373058	Ernkrans, Matilda	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-85	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18242588	Hirvonen, Annika	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-88	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-92	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18242588	Hirvonen, Annika	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-94	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-96	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q57168821	Berglund, Jörgen	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-99	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-100	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q57168821	Berglund, Jörgen	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-102	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-104	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71133291	Utterstedt, Ann-Christine From	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-108	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-111	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71133291	Utterstedt, Ann-Christine From	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-113	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-116	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q70611350	Thorbjörnson, Jon	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-120	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-122	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q70611350	Thorbjörnson, Jon	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-125	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-127	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q70639708	Ottosson, Kjell-Arne	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-131	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-134	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q70639708	Ottosson, Kjell-Arne	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-137	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-140	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6027267	Olsson, Kalle	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-143	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-146	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6027267	Olsson, Kalle	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-147	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4939382	Rahm, Elisabeth Björnsdotter	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-SF7kRieNHvcmNyAQGpdKaw	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-152	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4939382	Rahm, Elisabeth Björnsdotter	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-154	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-155	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q60823082	Karlsson, Åsa	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-159	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-163	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q60823082	Karlsson, Åsa	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-164	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-165	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q96309958	Jilmstad, Lars	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-168	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-172	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q96309958	Jilmstad, Lars	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-174	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3370162	Hultqvist, Peter	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-177	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4940303	Bouveng, Helena	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-180	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-182	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4940303	Bouveng, Helena	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-185	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-187	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5937190	Larsson, Dag	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-89Ka49BFKDpWLAYJ8pbouG	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3373058	Ernkrans, Matilda	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-191	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q5937190	Larsson, Dag	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-192	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3373058	Ernkrans, Matilda	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-193	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5879681	Jansson, Kjell	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-195	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-199	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5879681	Jansson, Kjell	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-201	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-205	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4766168	Johnsson, Ann-Charlotte Hammar	F	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-208	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-09-26-prot-201920--10	i-785df56b21f03667-212	Swedish parliamentary corpus ParlaMint-SE-en, 2019/20 nr. 10	2019-09-26	Unicameralism	2019/20	-	-	2019/20--10	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4766168	Johnsson, Ann-Charlotte Hammar	F	-	
