Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-5fpytBNSVUMK5x1bUhtdPr	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-66	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q21531339	Håkansson, Per-Arne	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-71	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-73	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q21531339	Håkansson, Per-Arne	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-75	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-77	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18242665	Hult, Emma	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-80	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-82	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18242665	Hult, Emma	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-84	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-86	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5807932	Hjälmered, Lars	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-88	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-90	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5807932	Hjälmered, Lars	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-92	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-93	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q6201234	Sällström, Sven-Olof	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-97	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5615474	Dahlgren, Hans	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-101	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q6201234	Sällström, Sven-Olof	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-103	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5615474	Dahlgren, Hans	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-105	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4769498	Qarlsson, Annika	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-109	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4980750	Strandhäll, Annika	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-112	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q4769498	Qarlsson, Annika	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-114	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4980750	Strandhäll, Annika	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-116	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18202339	Carvalho, Teresa	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-2KZGfyyhnzG3jhMMfVT9uF	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4980750	Strandhäll, Annika	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-121	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18202339	Carvalho, Teresa	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-122	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4980750	Strandhäll, Annika	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-124	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18243853	Ling, Rasmus	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-127	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4980750	Strandhäll, Annika	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-130	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	MP	Miljöpartiet	Coalition	Centre-left	Q18243853	Ling, Rasmus	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-132	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4980750	Strandhäll, Annika	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-135	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3112958	Billström, Tobias	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-138	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-141	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3112958	Billström, Tobias	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-143	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-146	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71131688	Aspling, Ludvig	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-150	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5615474	Dahlgren, Hans	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-152	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q71131688	Aspling, Ludvig	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-154	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5615474	Dahlgren, Hans	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-155	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6223773	Vepsä, Mattias	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-158	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-161	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q6223773	Vepsä, Mattias	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-162	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-163	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q5581337	Bolund, Per	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-166	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q19977128	Ottoson, Erik	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-168	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-171	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q19977128	Ottoson, Erik	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-172	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-175	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18448703	Lennström, Sanne	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-177	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-179	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18448703	Lennström, Sanne	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-181	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4787806	Shekarabi, Ardalan	M	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-183	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4941068	Brännström, Katarina	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-186	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4980750	Strandhäll, Annika	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-189	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4941068	Brännström, Katarina	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-190	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4980750	Strandhäll, Annika	F	-	
ParlaMint-SE-en_2019-01-31-prot-201819--45	i-c13266b95347f0db-191	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 45	2019-01-31	Unicameralism	2018/19	-	-	2018/19--45	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q18451082	Karkiainen, Ida	F	-	
