Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-4	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	notMP	Minister	MP	Miljöpartiet	Coalition	Centre-left	Q241208	Lövin, Isabella	F	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-80	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3372917	Damberg, Mikael	M	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-91	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q6030080	Oscarsson, Mikael	M	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-99	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q3372917	Damberg, Mikael	M	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-103	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-105	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-107	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q70574439	Josefsson, David	M	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-114	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q70574439	Josefsson, David	M	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-117	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-121	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q70574439	Josefsson, David	M	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-128	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-133	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q70574439	Josefsson, David	M	-	
ParlaMint-SE-en_2019-06-24-prot-201819--109	i-fbd29bac2d10d24c-139	Swedish parliamentary corpus ParlaMint-SE-en, 2018/19 nr. 109	2019-06-24	Unicameralism	2018/19	-	-	2018/19--109	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q5711551	Eneroth, Tomas	M	-	
