ParlaMint-FR_2022-01-11-O1118.u1	The next item is the oral questions without debate.
ParlaMint-FR_2022-01-11-O1118.u12	Mrs Nadia Ramassamy has the floor.
ParlaMint-FR_2022-01-11-O1118.u13	You just said that priority was given to the Guadeloupe teams, which Mayotte will have to wait next year and La Réunion 2024. You confirm, in fact, what I said, that there is unequal treatment between hexagonal academies and ultramarine academies. It's not normal. Such injustice has no place in France, and I regret that you do not agree with me. We'll have to fight for all athletes to be equal.
ParlaMint-FR_2022-01-11-O1118.u14	Mrs Michèle Victory has the floor to put her question, No. 1631, concerning the situation of the dumists.
ParlaMint-FR_2022-01-11-O1118.u15	People with a university degree in acting musician (DUMI), commonly referred to as dumists, intervene mainly in the first degree classes and play an important role in the implementation of the policy of artistic and cultural education (EAC) and the development of choral singing, which your government wishes to generalize to all our young people. It is important to note that their work promotes the social link within the territories and that, dedicated to the coordination of projects, it enables them to ensure a quality relay between local authorities and schools. In addition, they design, conduct and supervise musical projects to develop the teaching of choral singing and to allow access to musical practice for all, in close collaboration with teachers of national education. While these stakeholders – 70% of women – whose level 6 diploma in the National Register of Professional Certifications attests to excellent training, are Category B employees in the territorial civil service, they still suffer from a lack of institutional recognition, which is the subject of my question. Abandonment of careers, retraining, crisis of vocations and shortage of employment, sometimes difficult working conditions and insufficient wages, they do not benefit from any career progression in their discipline. Whereas initially the DUMI was placed on an equal footing with the general university degree (DEUG) of the teachers, at the level of baccalaureate + 2, a reform allowed the teachers of the schools to access the training leading to the master's degree and thus to obtain, in the long term, a reclassification to category A. The recognition of DUMI at Level 6 in 2017 should allow them to access Category A today, as is the case for other officials in the territorial civil service. However, these staff remain staff members of category B, with a much lower salary scale, in the first grades, than that of other staff members of the same level of qualification. It is therefore a stalemate for the dumists, who nevertheless contribute to the development of a policy of access to artistic and cultural practice for our children in school, which is an essential element in terms of equal opportunities. In addition to remaining blocked in their category, these agents are not eligible for the premiums received by teachers involved in the REP and REP+ priority education networks, nor for the new indexation bonus, and are excluded from the State officials' compensation scheme, with RIFSEEP – compensation scheme taking into account functions, hardships, expertise and professional commitment. I would also like to ask you about the improvements that the Government intends to put in place in order to enhance the value of this beautiful profession. How do you respond to the Dumists' proposal to create a new discipline of artistic and cultural education as part of a multi-grade category A job, which would replace the current category B job framework in the "school intervention" discipline?
ParlaMint-FR_2022-01-11-O1118.u16	The Secretary of State for Priority Education has the floor.
ParlaMint-FR_2022-01-11-O1118.u17	In the civil service, the special statutes define in particular the conditions of recruitment and the tasks applicable to the members of each framework. Thus, the status of Territorial Arts Assistants, Category B officials, differs from that of Territorial Arts Teachers, Category A officials. These two jobs are not governed by the same rules, in particular in terms of access to the body and conditions of qualifications. While the DUMI allows access to the external competition of the framework of employment of territorial assistant of artistic education, it does not allow access to the status of territorial professor of artistic education. However, since 2007 and by way of derogation, a system of equivalence for access to the profession of territorial professor of artistic education has been provided for the benefit of holders of a university diploma of musician acting. The holders of the DUMI can thus register, under this scheme, for admission to the external competition of artistic teacher, speciality music. In addition, the internal competition for titles and examinations for the speciality of music for access to the position of territorial professor of artistic education is open to territorial assistants of artistic education justifying on 1 January of the year of the contest of at least three years of effective public service. Diploma training to participate in this internal competition, particularly in the music specialty, is specified by decree and DUMI is one of these diplomas. More generally, the Minister of Transformation and Public Service has entrusted MM. Paul Peny and Jean-Dominique Simonpoli a mission on pay prospects in the public service. Their work, which involves public service union organizations and representatives of public employers, will allow for a common diagnosis of the current career system in the public service, in order to consider possible developments.
ParlaMint-FR_2022-01-11-O1118.u18	Mrs Michèle Victory has the floor.
ParlaMint-FR_2022-01-11-O1118.u19	Thank you for your answer. You have mentioned some possibilities, but things are still complicated for the people who are in office, and the careers of the dumists really suffer from a lack of prospects; That is why I really want this fact-finding mission to move things forward.
ParlaMint-FR_2022-01-11-O1118.u20	Mrs Stella Dupont has the floor to put her question, No 1617, on the University of Angers.
ParlaMint-FR_2022-01-11-O1118.u21	The University of Angers celebrated its 50th anniversary on November 23, 2021, at an event highlighting the diversity of its students' journeys as well as its commitment to providing quality education. However, since the move to expanded responsibilities and competencies (ERC) in 2008, the university has been struggling to receive a student grant that ensures a satisfactory level of supervision. A multi-year catch-up plan was implemented between 2013 and 2017, during which 141 posts were mobilized. This allowed the tenure of contract workers under the Sauvadet scheme, but did not have a real impact on the university's overall management rate. The under-management situation in this university has worsened in recent years due to the rapid increase in student numbers due to the arrival of the 2000 generations and the increasing attractiveness of this university with excellent results. From the 2018 employment campaign to the 2021 campaign, the University of Angers did not receive any notified state posts. However, it has succeeded in creating a few positions – mostly contractual – through controlled management of its payroll, increased own resources, community involvement in the response to the Investment Plan for the Future (IPA) and calls for research projects. I have repeatedly called on the Minister for Higher Education, and the University of Angers itself has mobilized a great deal, obtaining 2 million euros in additional resources. This additional funding has led to the creation of ten posts of teachers and researchers on the State ceiling, as part of the employment campaign of 2022. If this is a significant step forward that should be welcomed, this EUR 2 million will not be enough to catch up with the structural sub-framework that the university has been experiencing since 2008 or to provide 26000 students with a level of supervision close to the university average. In order to improve the working conditions of the teams and to ensure quality education, a multi-year commitment by the State would enable the University of Angers to catch up with the results and reach. Is such a perspective envisaged?
ParlaMint-FR_2022-01-11-O1118.u22	The Secretary of State for Priority Education has the floor.
ParlaMint-FR_2022-01-11-O1118.u23	I really want to assure you that the situation at the University of Angers is being carefully examined by the Ministry of Higher Education. Since 2018, it has benefited from new resources for the implementation of the Student Guidance and Success Act (ORE). These long-term funding amounting to €1.7 million for 2018-2020 re-entry was allocated in return for university commitments to deploy student success schemes and pathways as well as to open additional places. In total, the grant for public service expenses allocated to the University of Angers was increased by 10% between 2017 and 2021 and, if the average grant per student remained in 2020 at a lower than average level for multidisciplinary universities with a health curriculum, the institution received substantial financial support in 2021, allowing it to close this gap. In 2021, the grant allocated to the University of Angers was therefore abounded by €6 million. These additional resources correspond to financial support, additional funding for the implementation of the law on the guidance and success of students, and new resources under the Research Programming Act (LPR), amounting to EUR 1.5 million – in terms of resources for laboratories, the financing of new measures aimed in particular at improving the remuneration and careers of research staff, and the creation of two junior professor chairs; moreover, with a view to continuously improving the quality of higher education, ten jobs were notified to the university in 2021, both to strengthen its research policy and to improve the supervisory rates. Finally, a financial contribution from the Ministry of Higher Education, Research and Innovation (MESRI) for the financing of projects validated under the second phase of the strategic and management dialogue, constituting a concrete declination of the priorities of the site contract, strongly illustrates the institution's efforts to implement the objectives jointly defined with the State. Furthermore, in real estate, the University of Angers is also supported by the MESRI. Nine real estate operations are included in the 2015-2020 State-Region Plan (CPER) contract of the Pays de la Loire for the university, representing a total investment of 29.5 million euros, of which just over 10 million euros are financed by the MESRI. As you can see, the state is at the forefront of the development of the University of Angers, especially since 2017, after a decade of budgetary freeze. The Government hopes that this policy of strengthening the capacity of universities will continue in the coming years.
ParlaMint-FR_2022-01-11-O1118.u24	Mrs Stella Dupont has the floor.
ParlaMint-FR_2022-01-11-O1118.u25	Madam Secretary of State, I thank you for reminding you of the general support provided by the State, but I would like to stress that the rate of supervision at the University of Angers is essential to the policy that can be pursued by such a university and requires specific support, as well as visibility over time.
ParlaMint-FR_2022-01-11-O1118.u26	Mrs Aude Bono-Vandorme has the floor to raise her question, No. 1616, concerning places in medical and educational institutions.
ParlaMint-FR_2022-01-11-O1118.u27	I would like to draw the attention of the Secretary of State for Disabled Persons to the lack of places available in the medical and educational institutes (IME) in my department of Aisne. Although the Government has made disability one of its top priorities over the past five years, the issue of access to an EMI place for children remains an issue. I am aware of all the work that has been done since the beginning of the quinquennium and I welcome the willingness – I quote Sophie Cluzel – to "normalize the way of disabled students to school and look at them now as students in a position to learn with others. Nevertheless, it is true that difficulties may persist, including when the Committee on the Rights and Autonomy of Persons with Disabilities (CDAPH) is referring to this type of institution. In Aisne there are 15 EMIs with a total capacity of 992 places. For the prefecture-city of Laon, there is only one facility with a capacity of sixty-nine places. The care and appropriate support of children and young people with disabilities is a source of concern for many parents. As a result, 30 children are already on the waiting list due to a lack of space. This expectation is particularly long and difficult for children, of course, but also and especially for parents. In some cases, in the absence of a suitable solution, one of the parents is even obliged to leave his or her job to accompany his or her child. I am aware of Mrs Cluzel's commitment to the issue of disability and I would also like to commend the quality of the work carried out by her ministry, including the introduction of numerous measures to relieve the daily lives of families, as I was able to see during the visit of the Secretary of State to Laon. Thus, within the framework of the various national plans committed between 2017 and 2021, it is planned to create 1,400 seats in the EMI. Can you tell me if this objective can be achieved and the number of places that have been and will be created in the Aisne?
ParlaMint-FR_2022-01-11-O1118.u28	The Secretary of State for Priority Education has the floor.
ParlaMint-FR_2022-01-11-O1118.u29	Madam Member, thank you for the correctness of your question. If the Ministry of National Education, which I represent, is fully mobilized alongside Sophie Cluzel to make the school an ever more inclusive place of reception for all our students, I obviously hear through your question the disarray of some families. That is true, there is not yet a suitable response for every child, but we are really working to remedy this situation, and I want the families concerned to be assured of it. Since the beginning of the quinquennium, we have been working to secure the courses of students with disabilities. We have deployed mobile school support teams. The aim of these new arrangements is to promote the continuity of the student's journey, by providing medical and social support to the teaching teams. These mobile teams, organized in a departmental network, are a valuable resource and support to support teachers, and often to enable children with disabilities to continue their schooling in school. In the fall of 2021, 166 mobile teams were mobilized to provide a gridded response across the country. At the same time, we continue to strengthen the capacity of the associations, which in particular led to the deployment of new medico-social solutions in 2021. In Aisne, approximately 600 places under the special education and home care services (SESSAD) and nearly 1000 places in EMI were created.
ParlaMint-FR_2022-01-11-O1118.u30	That's not enough!
ParlaMint-FR_2022-01-11-O1118.u31	Since 2017, we have strengthened the resources allocated in this department by equipping it with three mobile teams to support the schooling of autistic children, with the planned opening of a new class at the next re-entry in September, dozens of new places in SESSAD, two innovative accompaniment schemes – the centres of skills and outsourced services (PCPE) –, a respite house from April onwards, but also new places intended to reinforce the journeys of young adults, within the framework of the plan to prevent departures in Belgium, to which 90 million euros have been dedicated. Madam Member, thanks to all these actions, we are responding to the situations on which you are drawing attention, with the dual objective of ensuring inclusion for all and providing solutions tailored to everyone.
ParlaMint-FR_2022-01-11-O1118.u32	Mrs Aude Bono-Vandorme has the floor.
ParlaMint-FR_2022-01-11-O1118.u33	[[Mr. André Chassaigne applauds]] Madam Secretary of State, thank you very much for all these details. I know your involvement, I know the efforts that have been made for four years in the ministries, but I assure you that receiving parents whose children do not have a place in the EMI remains a real suffering, when they cannot be offered one, when they must be told that they will have to go abroad or leave their jobs. As a member of Parliament, it's a terrible time to live. But I may also speak as a mother: we need to find solutions for these children on waiting lists who need you, us.
ParlaMint-FR_2022-01-11-O1118.u34	Mrs Marie-Noëlle Battistel has the floor to put her question, No. 1630, concerning the situation in the medical and social institutes in Isère.
ParlaMint-FR_2022-01-11-O1118.u35	Madam Secretary of State for Priority Education, I would also like to draw your attention to the threat to the quality of care for children with disabilities, which the State has recently decided to change. In Isère as elsewhere, these changes are a cause for concern for families. The Regional Health Agency (ARS) Auvergne-Rhône-Alpes announced the decision to close in Isère 200 of the 1200 places in medical-educational institute (IME). These closures are designed to transform full-time places into part-time places to accommodate more children at constant cost, a change that will destabilize many families. It is anticipated that children will be provided with special education and home care services (SESSAD) for the rest of the time: they will either be accompanied at home or included in school, as recommended by the United Nations. However, there are already very long waiting lists for access to SESSADs. Families are oriented towards liberal care that is difficult to coordinate for the whole day. The Government's choice therefore refers to families for the support of their children, the coordination of professional interventions or the organization of transport. They may therefore find themselves even more isolated than they already are. The increased use of part-time work in the EMI makes it possible to take care of more children, but it also increases the risk of desocialisation for those who spend the rest of their time at home. Children who will be included in schools will face a lack of capacity for national disability education. Teachers also fear that they will not be able to accommodate children in good conditions in the face of the lack of training and the shortage of accompanying students with disabilities (AESH). Parents who are very concerned about the future of their children are organizing themselves, mobilizing themselves to make their voices heard because these closures are carried out without consultation: there is no discussion with the families or with the managers of the institutions who are called on to carry out their multi-year contract of objectives and means (CPOM). Madam Secretary of State, there is a need to strengthen and improve the care of children in IME and SESSAD. To do this, we need to listen and listen to the families and professionals in the sector who are only asking to be involved in the reflections to move forward on these issues. How does the Government intend to respond to the strong concerns expressed by those parties? What is your plan to meet the needs of parents for whom home care is not a possible solution, given their child's disability or simply because they work? How will the medical, paramedical, school and social care of children be carried out? Lastly, what means does the Government intend to provide national education to accommodate and respond to the special needs of children with disabilities in school? Without an adequate response, care "outside the walls" can only be done to the detriment of children and their families.
ParlaMint-FR_2022-01-11-O1118.u36	The Secretary of State for Priority Education has the floor.
ParlaMint-FR_2022-01-11-O1118.u37	Mrs Battistel, thank you for your question, which is in line with that of your colleague. We are working collectively for an ever more inclusive society, and I hear the dismay of those families who do not find solutions for their children. You will excuse the somewhat technical nature of my answer. I wish I could have shown more empathy about a deeply human issue. The transformation of the support offer to persons with disabilities in which we are committed is based on taking into account the needs and expectations of children and their families. This policy of adapting the offer is not an option and we do it every day. Based on the needs of the territories, in consultation with the associations and with the ARS, we are developing solutions in the field of medical and social services. In this context, there has never been any question of degrading the reception offer by removing 200 EMI places in Isère, nor has it been envisaged that the burden of accompaniment and medico-social coordination should be placed on families. It is a matter of reorienting the means allocated today to the modalities of care little demanded by parents and children...
ParlaMint-FR_2022-01-11-O1118.u38	That in elegant terms, these things are said.
ParlaMint-FR_2022-01-11-O1118.u39	... towards more demanding devices. There is, for example, a lower demand from parents for boarding schools, which, depending on the sector, have activity rates of about 60%. We cannot be satisfied with vacant places. This is why we are turning boarding places into day reception places or even from SESSAD. That is what the families are asking for, and that is what we want to offer them. Thus, almost sixty-one EMI places will be reoriented, not removed, to be converted into specialized support places that respond more to the needs expressed by families. This is an inclusive transformation, resulting in the creation of 185 places, particularly in SESSAD. In addition, the means of inclusion are being developed. The Department of Isère is fully covered by mobile school support teams, which aim to strengthen the schooling of students with disabilities by providing expertise and resources to national education professionals. The Department also has two Autism Kindergarten Education Units (EMU) and an Autism Elementary School Education Unit (UEEA), which complement the opportunities for young children to attend school.
ParlaMint-FR_2022-01-11-O1118.u40	Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2022-01-11-O1118.u41	Madam Secretary of State, you see a strong motivation on your part, which reflects your commitment. What you're saying is very good on paper, but on the ground, there's something else going on. Reorientation leads to the care of children for very limited periods of time. The rest of the day, the burden of the organization rests on the parents, which is not acceptable at all. In Isera, families are in deep distress. I can tell you that this is a matter of major concern. There is a need for much more resources and more EMI space.
ParlaMint-FR_2022-01-11-O1118.u42	I call Mr André Chassaigne to speak on his question No 1608 on workshops and integration projects and on European funding.
ParlaMint-FR_2022-01-11-O1118.u43	I would like to draw the attention of the Minister for Labour, Employment and Integration to the financing of workshops for integration under axis 3 of the national operational programme of the European Social Fund (ESF) during a period of covid-related health crisis. While confinements have led to a significant decline in activity, which has led to a decrease in revenue, partial unemployment aid artificially increased the amount of subsidies without allowing budgets to be rebalanced. For example, the Detours association, based in Cunlhat in Puy-de-Dôme, had to give up all the ESF payments for 2020. The loss is EUR 152000, of which EUR 52000 is to be repaid. The association's budget will thus be reduced by 10% of its revenues, which undermines the financial balance of the structure. While the ESF is the main financial instrument of the European Union in its public strategy for employment and social inclusion, and as such is an essential source of funding for the sector of integration through economic activity, many structures see their financial balance at risk and are at risk for their sustainability. These short-term problems are in addition to the structural difficulties: delays in obtaining and paying ESF grants, the burden on the files to be compiled, and the excessive rigour of the controls exercised by the management services. It even appears that it is a French specificity. It is essential that ESF programming 2021-2027 can at last be accompanied by a real reduction in procedures, which today discourage many players, particularly in the field of integration, and which lead to under-consumption of the Fund's appropriations in our country. What solution are you going to bring to the blockage of ESF subsidies due to the health crisis? If none is found, what compensatory measures will be implemented? Finally, more broadly, what concrete developments does France intend to encourage in order to facilitate the management of the ESF?
ParlaMint-FR_2022-01-11-O1118.u44	The next speaker is the Minister for Integration.
ParlaMint-FR_2022-01-11-O1118.u45	I thank you for this question concerning the financing of workshops and integration projects by the ESF. This is an opportunity for me to come back to the operation of this fund, to the situation of the Detours association and also to mention my actions in this area. European funds can only be mobilised to reimburse the expenditure actually incurred by the recipient structures. However, the partial activity was taken over by the State. Moreover, these structures have been able to count on a Europe that protects, with the increase in European funds linked to the initiative to support the recovery in favour of cohesion and the territories of Europe (REACT-EU): 55 billion have been deployed as close as possible to the territories to support the recovery. With regard to the blockages encountered by the Detours association, it should be stressed that the ESF does not depend directly on the State but on the departmental council, which has the management of it. The Conseil départemental du Puy-de-Dôme has in fact put in place specific compensatory measures for workshops and integration projects, in particular thanks to the REACT-EU fund. It seems that the association Détours has not yet finalized its file in order to be able to benefit from it. As a pragmatic local elected representative, I was able to see the major contribution of the ESF to integration, but also the real difficulties, it must be said, in order to gain access to it. That is why I wanted to simplify its operation as soon as I arrived at the department. We have achieved this by setting up a state advance fund for the new programming to reduce the payment period for structures, by facilitating recourse procedures through dematerialisation, by allowing the voluntary territories which were previously white areas of the ESF to benefit from it and finally by defining with the networks a scope of expenditure co-financed by the ESF in favour of integration projects. In this way, I wanted to increase the attractiveness of these funds for integration structures. I will of course remain at your disposal, Mr President Chassaigne, if you would like more details.
ParlaMint-FR_2022-01-11-O1118.u46	Mr André Chassaigne has the floor.
ParlaMint-FR_2022-01-11-O1118.u47	I thank you, Madam Minister Delegate, for this precise answer, and I hope that the efforts to improve the management of ESF funds in France will be carried out. In terms of European financing, France seems to be the most difficult country. The red tape is such that some structures have given up filing files. I can give you another example, that of the local mission of Livradois-Forez, which I have presided over for many years, which has reached the point of giving up a grant of 13000 euros! The mass of evidence requested is a complete disincentive to actors in the field. Relief of procedures must be a priority, as you yourself pointed out. I hope that efforts in this direction will be made in the years to come.
ParlaMint-FR_2022-01-11-O1118.u48	Mr Jean-Luc Lagleize, speaking on behalf of the Group of the European People's Party, raised his question, No. 1602, on the continuing difficulties in setting up low-emission zones.
ParlaMint-FR_2022-01-11-O1118.u49	My question, addressed to the Minister responsible for transportation, is about the regulatory inaccuracies that persist around the establishment of low-emission zones (LEZs) and the challenges they pose to communities. Toulouse Métropole plans to establish its own ZFE in an imminent manner. It covers three quarters of the commune, including the western ring road, internal to the city, as well as a small part of Colomiers and Tournefeuille, a total perimeter of 72 square kilometres. Furthermore, the restrictions on movement in this EFA are provided for 24 hours a day and 7 days a week. The Mobility Orientation Act (LOM) of December 2019 makes it clear that the local authorities involved in the establishment of a ZFE have full freedom in the definition of traffic restrictions, and we note that some cities have adopted transitional measures that are more progressive than others. In Paris, which concentrates a very high level of pollution, the ban on polluting vehicles in the ZFE applies only on weekdays and from 8 a.m. to 8 p.m.; In addition, collecting vehicles benefit from a derogation, which is also the case in Grenoble – a particularly polluted city – or in Strasbourg, where the Eurométropole has also introduced a device allowing users who do not have an approved vehicle to access the ZFE, on a case-by-case basis, in case of need. The free appreciation of local authorities thus generates a wide range of interpretations, which makes it difficult for municipalities to know their prerogatives and sometimes compromises the social acceptance of these areas. There are many questions about their perimeter, target vehicles, days and hours of exclusion. The law enforcement decree LOM, announced last September, has not, to my knowledge, yet been published. Could you tell us the date of publication envisaged for this decree and inform us about its content? What would be your recommendations to local decision-makers on how to apply the text, so that the EFAs are created in metropolitan areas in a progressive, measured and socially accepted way?
ParlaMint-FR_2022-01-11-O1118.u50	The next speaker is the Minister for Housing.
ParlaMint-FR_2022-01-11-O1118.u51	Mr Lagleize, you are asking the minister responsible for transport, Jean-Baptiste Djebari: he, being absent, asked me to answer you. EFAs are a hand-held tool for communities to improve the quality of air that our fellow citizens breathe. It is therefore these communities that define their scope, criteria and deadlines. The stages of consultation and information provided for in the General Code of Local and Regional Authorities are intended to enable the constraints of economic actors and local populations to be taken into account, for example by adapting, as you have said, the time limits. LOM has made it mandatory to establish an EFA before 31 December 2020 in territories where air quality standards are not regularly met. A decree of 16 September 2020 specified the detailed rules for the application of these provisions, which concerned about ten metropolises, including Toulouse. Since then, the Act of 22 August 2021 on combating climate change and strengthening resilience to its effects has provided a minimum basis for the movement restriction scheme to be applied in these areas; It also requires the creation of an EFA before 31 December 2024 in metropolitan agglomerations with more than 150000 inhabitants. A decree will soon define the transitional arrangements applicable to metropolises that had not yet satisfied the LOM when the law "climate and resilience" was published. The State shall make available to the territorial authorities statistics on the distribution of the fleet of cars using Crit'Air vignettes, enabling them to define an ambitious, but realistic, and socially acceptable traffic restriction path, in order to ensure that air quality standards are met in the shortest possible time. It also continues to support territories that want or need to create an EFA: twenty-three territories, invested in a feasibility approach to the development of an EFA, receive regular attention, follow-up and specific animation.
ParlaMint-FR_2022-01-11-O1118.u52	Mrs Agnès Firmin Le Bodo has the floor to raise her question, No. 1638, concerning tuk-tuk havres.
ParlaMint-FR_2022-01-11-O1118.u53	Like a number of other major French cities, Le Havre sees the tuk-tuk flourish, these light transport vehicles. Since last June, the very young Havre company T'tuktuk?, launched by Alban Collet and with a dozen electric vehicles, proposes to make discover the city, from the detailed routes by a Havre speaking guide, to the many tourists or residents wishing to see the ocean city in another light. Much appreciated by both, however, this innovative project is affected by a legal vacuum. This activity is considered to involve two- or three-wheel motor vehicles (VMDTR) and must therefore comply with the relevant regulations. But a tuk-tuk is not quite a taxi-moto, and we are not dealing with a simple transport of people but with tourist rides. The regulations applied to tuk-tuks in France are therefore inadequate for the services offered. I would also like you to tell me what rapid measures you are considering so that this tourist activity can resume legally.
ParlaMint-FR_2022-01-11-O1118.u54	The next speaker is the Minister for Housing.
