Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u12	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Coalition	Centre-right to right	VojtechMunzar.1976	Munzar, Vojtěch	M	1976	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u13	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaMrackovaVildumetzova.1973	Mračková Vildumetzová, Jana	F	1973	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u14	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	RobertKralicek.1977	Králíček, Robert	M	1977	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u15	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u16	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	JanaHanzlikova.1966	Hanzlíková, Jana	F	1966	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u17	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u18	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Coalition	Centre to centre-right	JosefCogan.1973	Cogan, Josef	M	1973	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u19	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u20	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u21	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u22	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2022-01-28-ps2021-006-08-004-036	ParlaMint-CZ_2022-01-28-ps2021-006-08-004-036.u23	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-28	2022-01-28	Lower house	ps2021	-	ps2021/006	ps2021/006/08	ps2021/006/036	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
