Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u12	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u13	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u14	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	HelenaValkova.1951	Válková, Helena	F	1951	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u15	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u16	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Regular	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	JanJakob.1982	Jakob, Jan	M	1982	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u17	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u18	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Regular	MP	notMinister	ANO	Political group ANO 2011	-	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u19	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u20	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	-	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2022-01-11-ps2021-006-01-000-000	ParlaMint-CZ_2022-01-11-ps2021-006-01-000-000.u21	Parliament of the Czech Republic, Chamber of Deputies, 2022-01-11	2022-01-11	Lower house	ps2021	-	ps2021/006	ps2021/006/01	ps2021/006/000	COVID	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	-	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
