ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u1	Member's promise
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u26	You don't have to. You, as one of the few, even wrote it on the application itself, Mr. Ambassador, which, thank you, it's a relief, so I think it's okay. [[Member Kettner: Well, thank you, too.]] Thank you, too. Another is registered by Jaroslav Dvořák, who is also logged on to the item of the programme, and I see the priority right, so the priority right of Chairman Fiala takes precedence. Please.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u27	Thank you for the floor. Ladies and gentlemen, I am glad I managed to catch up with the Home Secretary here, because he was talking about what's going on with your Members, and I understand, I understand. Neither the SPD is a friend of any violence, on the contrary, we are against violence, against war, we are still declaring it, and we agree that if the Minister of the Interior takes such steps to protect Members from any persecution, violence, to protect not only Members, but all people in the Czech Republic. [[12.10 hours]] Allow me, Minister, to add to this, because today we have a comment from one Mr Martin Straka of the TOP 09 of Sokolov, who invites people to pour cyanide into Mr Okamur's water, which he drinks here during speeches. He urged people - and you, Members - to poison Tomio Okamura here, and to call on you to kill him. So I hope, Minister of the Interior, that they are not subpoenas and subpoenas, that you will treat all people the same - and I will forward it to you - and that you will deal with this too. And once again, the SPD is against any violence and war, against gallows, against any persecution, we are behind democracy and freedom. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u28	Logged in with priority rights, Mr. Home Secretary. Please, Minister, you have the floor.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u29	A short comment, through the President. I thank you, Mr President of the SPD, for the clear view that you condemn any political violence. I do the same, and, of course, in this case, if the matter is supported by the Czech Police, the police, as independent police, will deal with this, as well as any other manifestation of violence against anyone in our society, do not include policies from any side.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u30	Thank you. The next one is Jaroslav Dvořák on the agenda and the next one should be Jan Hrnčíř. Please, you have the floor.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u31	Hello, ladies and gentlemen. I would like to propose a point of inclusion in the agenda of today's meeting called Food Self-sufficiency, which I will then justify. One of the most basic human needs - food - cannot be considered an ordinary commodity, as they are the basic physiological need of a man according to Maslowův's hierarchy of needs and needs them for being itself. Providing food from its own resources is a guarantee not only of security, but also of stable prices and quality. It defines food self-sufficiency as an effort to create conditions for food production at a sufficient level to ensure the needs of the population. In general, food self-sufficiency is the current ratio between domestic production and domestic consumption of a commodity at a given time. It can be perceived throughout the state, within the region or within an individual or group. It states that self-sufficiency cannot be measured by the proportion of food imported from abroad to the Czech Republic, but how much the commodity is produced in the Czech Republic compared to how much it is consumed in our country. Food self-sufficiency is a fundamental strategic issue that is needed to achieve the relative independence and economic stability of the state and thus increase international authority. The concept of food self-sufficiency can be clearly understood as a country's ability...
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u32	Ambassador, I'm gonna interrupt you, I'm sorry, but I was just asked by the chairman of your club so you could have a certain exception given that you're having a very bad breath, and you took off your drape. I think it's understandable on the one hand, but we're gonna have to go with the hygiene rules... But please continue to talk better.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u33	[[No drapes.]] ... and provide enough food if necessary for the livelihood of every resident. But that is almost impossible at the moment. Food is usually imported from other countries, including food that the state is able to produce on its own. This is because farmers and farmers are forced to produce food at higher prices than foreign competitors' prices, mainly because of their lack of support. Such agriculture does not meet the vision of sustainable development and puts minimal emphasis on environmental requirements. Food self-sufficiency in the Czech Republic is currently a very current topic. The pandemia of coronavirus has shown how dangerous dependence on food imports can be. The Czech Republic is largely dependent on food imports, even in such basic foods as fruit, vegetables, pig meat or poultry. This was fully apparent when the borders closed during the pandemic and it turned out that Czech agriculture could not in any way support the entire country. The public is mostly interested in agriculture only when it discovers that the food in the store is becoming more expensive, and that is what happened right now, for example, when the price of cauliflower climbed up to 100 crowns in the store. Acceleration is a reason not only for our little food self-sufficiency, but for increasing dependence on food imports from other countries. Our country's self-sufficiency in the production of pork is between 36 and 38 percent, 55 percent for poultry meat, 60 percent for eggs and about 90 percent for milk. At least we are self-sufficient in fruit - 30% - and vegetables - even 25 percent. However, the problems are not just about price increases, because with a shortage of workers in the countries they import to us, prices have not only increased by tens of percent, but there are deliveries of still immature vegetables and fruit, which do not even resemble vegetables and fruit in terms of taste and quality, such as tomatoes, apricots, peaches, nectarines, raspberries. According to the President of the Agricultural Chamber of the Czech Republic Zdeněk Jandejsko, Czech farmers are among the best in Europe, but foreign food is often cheaper than food from Czech and Moravian farmers. This is related to grant policy, because in developed Western European countries, national subsidies are much higher than subsidies in the Czech Republic. This allows foreign farmers to sell their food on our market cheaper than the Czechs. The problem is also that we have no control over the entire production and production of food in the countries from which we import. We import food where we do not control the quality of natural conditions, we do not know what soil quality is, if it is not contaminated by heavy metals, we do not know how raw materials are produced in the country from which imported food is produced, and how much pesticides, herbicides, industrial fertilisers and the like are used here. In the Czech Republic we control raw materials from production to sales of food products. Our control system is one of the best in the world, but we are still importing what may not be the best, and we are still contributing to environmental pollution. Only the transport of food to the Czech Republic represents more than 100,000 trucks per year, which bring food to the Czech Republic. Add another hundreds of thousands of trucks passing through our country to countries such as Slovakia, Hungary, Romania, Bulgaria and others, so it is even more. For many years, the Agrarian Chamber of the Czech Republic has advocated the idea that Czech food was much more represented in supermarkets and hypermarkets owned by foreign trade chains compared to food imported from abroad, which are often sold at lower prices. The essence of this amendment to the Food Act would be to increase the ratio of Czech food in stores from next year to 65 per cent and then increase by another 5 per cent annually, up to 2027 when this ratio would reach 85 per cent. The aim of the law should be to improve the environment especially because of imports, where food is driven hundreds of kilometres, human health and protection of Czech quality goods from imports from abroad, which often destroy Czech ones. The food self-sufficiency of our country must continue to be dealt with in a very significant way. I therefore ask for the inclusion of food self-sufficiency. Thank you for your attention.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u34	I also thank you for presenting the proposal. And since we've exceptionally made this request here, and I have an understanding of it, I'm going to ask the cleaning lady to come clean the counter as usual. So for now, a party colleague can be prepared. So let's give a minute to do this cleaning thing right here. Thank you for understanding. [[12.20 hours]] I just got the information that unfortunately, because it wasn't planned this way, we're going to have to last about five minutes. I think we all get it one way or the other. Even Mr Hrnčíř will certainly wait five more minutes. [[It is ready two meters from the speaker's desk.]] I see he's impatient, but I understand, absolutely. However, I think it is an understanding, it is in the interests of health protection. I'm declaring a five-minute break like this just for this operation. [[The hearing shall be suspended from 12.20 to 12-25 hours.]] Thus, the necessary cleansing has been fulfilled, although there still remains an imprudent Red Bull, which has been there for a long time, as I have been able to see here. But now it's Mr. Hrnčíř's turn. Please, Mr. Ambassador, justify your motion to change the show.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u35	Thank you for the floor, Madam President. In short, although Minister Rakušan is not sitting here right now, I would just like to briefly respond that I am in agreement with his words that he has said here, and I would ask him to instruct his Prime Minister, Mr Fiala, who, yesterday on Twitter, identified my fellow opposition MPs as extremists who are worth a lot of money. I don't think he should hate a part of society in this way. I believe the Home Secretary will instruct him and the Prime Minister will stop. And now I would like to include House press number 4 in this meeting as already included points. This is an amendment to the Income Tax Act, which aims to prevent tax-free profits from being made abroad. Now, I would briefly justify my proposal. In the Czech Republic, there is an excessive flow of profits abroad, where one form is the payment of dividends, through which hundreds of billions of crowns flow each year. The profit drain instead of the willingness of foreign owners to reinvest in the Czech Republic is one of the main reasons for the stagnation of gross domestic product. The legislation in force does not allow effective setting of instruments that prevent the flow of profits from the Czech Republic abroad. The proposed adjustment to tax the payment of a substantial amount of dividends abroad, since it applies a withholding tax of 15 per cent to the payment of profits or dividends to foreign owners who fall under the category of so-called parent company of the Czech commercial corporation, i.e. they have a continuous share of at least 10 per cent in the domestic corporation for at least 12 months, which is, of course, the majority, for tax reasons. The plundering of our country is still on its way. In the last ten years, even the capital drain has dramatically exceeded the influx of foreign investment, the volume of which does not only cover the tide, but even today declines compared to the long-term average. Only through capital gains is an incredible sum of more than 300 billion crowns drawn from our country every year. Significantly, the mass flow of money takes place from water and energy companies. It is on it that it is most obvious to see where it has gotten us disgraceful and often corrupted by the sale of strategic industries and natural resources into foreign hands, carried out by virtually all the revolutionary governments. For many years, our tax system has been helping machinery with revenues from foreign corporations, distorted by all kinds of exceptions that enable them to tax most of their subsidiaries in the country with their mothers abroad. For example, the Japanese Asahi group from 2016 to 2019 brought 11 billion Czech crowns abroad from Plzeňský Prazdroj. Or every year in Bohemia and Moravia, the German trade chain Lidl earns and takes up to 5 billion crowns of net profit abroad. As a result of the exception for foreign owners of companies, these do not pay 15 per cent of the withholding tax, which must be paid by domestic owners. This exception, which is competitively extremely disadvantageous to the owners of the Czech Republic, pushed through its time ČSSD. Many Czech giant companies, such as Seznam.cz, belong to companies that make profits, either after or more often before tax. . The list was paid to its parent company Helifreak Limited, owned by its founder Ivo Lukačovič, a dividend of CZK 567 million. The money went to Cyprus, and if its owner, whose media are so interested in the decency of Czech politics, was taxed in the Czech Republic, he would get CZK 85 million in public budgets. But, unfortunately, such tax optimizations are perfectly legal so far. [[12.30 hours]] We constantly create tax advantages for purely foreign companies, which, however, leave us immediately when these benefits end. In addition, many originally Czech companies have their registered office in other European Union countries, where they usually pay lower taxes on profits. And yes, we are talking about the states of the European Union, not once declared tax havens, such as the Bahamas, where today Viktor Kožený is hiding from prosecutions with billions released during the coupon privatization of the so-called Harvard funds. Very eloquent is the view of the ownership structure of the largest Czech breweries in Czech quotation marks. Staropramen breweries, Staropramen beers, Braník, Ostravar and other owned Canadian brewery group Molson Coors, based in Ontario. Starobrno, Královský pivovar Krusovice and Velké Březno with beers such as Krusovice, Zlatopramen, Starobrno, Březňák and others, owns Heineken Czech Republic, the sole shareholder of which is the Dutch company Heineken International, based in Amsterdam. Breweries Montenegro, Antivín, Uherský Brod, Jihlava, Klášter, Vysoké Chlumec and Rychtář fall under the breweries Lobkowicz Group, which are majority owned by Chinese companies. The largest Czech breweries thus remain the only Czech and state Budějovický Budvar. It's just a brief overview. Of course, these companies are a number of, often the result of corruption accompanied by privatization. That's why the profit drain is so noticeable. I therefore ask to support the inclusion of this press. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u36	Thank you for presenting the proposal. The next one is registered by Patrik Nacher, but I do not see him present in the hall, which is the second time this same application has not been completed due to the absence of a Member. So the next one is Karel Sládeček. Mr. Ambassador, please, you can justify your proposal to place or place a point. Please.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u37	Thank you, Madam President, ladies and gentlemen. I would like to put item number 45 on the agenda, House press 25, an amendment to Act No. 236/1995 Coll., on salaries and other requirements relating to the performance of the post of State officials and certain state authorities and judges and Members of the European Parliament, as amended. The proposed bill aims, in particular, to prevent an increase in the salaries of Members and Senators. It was ideal to be from the beginning of 2022 to 2025 in order not to increase them. This is because the Czech Republic and its citizens are still struggling with the economic effects of the measures against SARS-CoV-2, with rising prices for goods and services, and most recently with the rise in energy prices. Members and senators and some other representatives of state might thus show their coherence with other Czech citizens. A solution which will not increase their salaries and at the same time endanger their long-term personal obligations is to freeze their salaries to the same amount as they had in 2021. The legal situation in force with regard to the salaries of Members and Senators is governed by Law No 236/1995 Coll., on salaries and other requirements relating to the performance of the post of State officials, certain state bodies and judges and Members of the European Parliament, as amended. Under this law, namely Section 3 thereof, the salary of representatives of state authority, certain state authorities, judges and Members of the European Parliament shall be determined as the product of the salary base and the salary coefficient established according to the responsibility and intensity of the function performed. From 1 January to 31 December of the calendar year in question, the salary base shall be 2,5 times the average nominal monthly wage per employee in the non-business sector achieved according to published data of the Czech Statistical Office for the previous calendar year. Amendment No 587/2020 Coll. The salary base for 2021 was fixed for state officials to CZK 84,060 and for judges to CZK 100,872 in such a way as not to increase salaries against the previous calendar year. The same principle of the proposed bill extends until the end of 2025. Such an adjustment is significantly more transparent than a fixed wage freeze by a multiple, if any, and there will be no interpretation confusion. It is fair that there should be no increase in the salaries of Members and Senators and other representatives during the new parliamentary term, and these have been a solid contribution to the economic reality of the Czech Republic. Savings must be sought wherever possible and where this will not result in serious negative consequences. This proposed legislative measure will benefit the state budget, help to offset the decline in revenue and increased costs of the state, municipalities and regions. It is not the intention of the petitioner to change the salary of judges or Members of the European Parliament in the latter case because of possible conflict with European law, which would jeopardise the possibility of rapid adoption of legislation as a whole. The change doesn't affect the state's attorney's salary. The proposed legislation respects the prohibition of discrimination and is neutral in relation to equality between men and women. The draft amendment complies with the constitutional order of the Czech Republic and does not conflict with the international treaties by which the Czech Republic is bound. The content of the proposed proposal is not subject to any international agreement which the Czech Republic is bound by. The proposal does not implement the law of the European Union into the legal order of the Czech Republic and the proposal does not conflict with the law of the European Union. The economic and financial impact on the state budget is positive, as there will be no need to issue more funding from the state budget than in 2021. The measure will affect Members and Senators of the Parliament of the Czech Republic. However, the measure will not be drastic against those persons as it maintains the level of their salaries applicable in 2021. No further impacts on the state budget or budgets of municipalities and regions are foreseen. The proposed legislation does not foresee an impact on the family - except for the families of Members and Senators, but their situation will not deteriorate, it will remain the same as it did this year - on specific groups of people, in particular persons with social or disability, or on national minorities. No environmental impacts are expected. The amendment does not contain potential corruption risks, does not affect the risks of security or defence of the state. Therefore, I beg you to include this press for the points already assigned. Thank you for your attention.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u38	Yes, I have noted your proposal, and thank you for the presentation. I think that in this very spirit, it should be this extensive, but that is rather an inspiration for others. Next is Mrs Eva Fialová, followed by Marek Novák. Mrs Fialová has the floor to propose a programme. Please, you have the floor.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u39	Thank you for the floor. I would like to propose a new point in relation to what happened here yesterday in the afternoon. Given what happened here, the self-proclaimed demo block here, which determines what the rules of democracy should look like, has completely broken the law, and thus can make the law a total tear-down calendar. And since, on the basis of the violation of these provisions and of this law, any point of this meeting may be challenged - although some of the points proposed are, I agree and can be for the benefit of our people - so they can be attacked and de facto abolished. [[12.40 hours]] For this reason, I propose a point that will be more beneficial to the majority of the population, more or less a resolution that will not harm anyone, but we are all concerned, namely, by myself, mostly from the Ústí Region, where people are fighting poverty traders. And that is why I would like to call it a point of what to do with 15 measures to combat poverty traders. Fifteen points were approved in the past period, which was based mainly on the experience of the mayors and their wishes, so I think this is a very delicate topic for the coalition too. I would also like to know, according to some statements by the Government, how it will continue to deal with individual points, and for new Members who have not been here in the past period, I would like to comment or revisit those fifteen points. The first was to regulate the rental of more flats through trade licenses. Secondly, a clear setting of hygiene standards for apartments that would determine what an apartment should look like, such as running water, sanitary facilities, functional electricity and the like, and a determination of the number of square metres per person in a given household. The third point was the introduction of a permanent residence obligation in the municipality where the individual actually lives. Fourthly, repair and purchase of devastated flats. I would like to then elaborate on this point more. Fifthly, the completion of the price maps in order to determine the normal rent. For the sixth revision of the batch system, consider merging contributions and housing supplements, put the payout on price maps, ensure the address of the payment of benefits, narrow the circle of living together in the home, and shorten the payment for example on a flat-rate to energy, which, among other things, is a very hot topic at the moment, and it affects everyone. The seventh legal adjustment of the possibility to provide data to municipalities on social benefits provided and to carry out social work. For the eighth staff and financially strengthen the offices of work, the Police of the Czech Republic or teaching staff in excluded localities. Ninth, legally define what temporary housing is and what function it has to eliminate so-called residential hotels. For the tenth time, allow the debt relief of persons in execution traps without setting the minimum limit for repayment of claims. For the eleventh time, strictly follow up on social work benefits and school attendance. At the twelfth time, the obligation to change schooling, not to limit age, but to provide for compulsory schooling to determine education, such as the achievement of an education certificate, and to limit premature business for children in education. [[Leaving children out of education?]] For the 13th time, strengthen social work and social prevention, work and hygiene habits, work with children, and promote education, crime prevention and drug consumption, the ability to maintain housing and so on. On the 14th, ensure that all workers who are able to actually work, including the long-term employment of long-term unemployed persons - for example, a revision of community service work so that it can be used in the long term without the need to repeat the registration at the employment office. For the fifteenth time, ensure the enforcement of the right, in particular with regard to the disturbance of night tranquillity and neighbourly coexistence. The previous leadership worked on some points, drew up a strategic plan, and something succeeded. Something was done along with colleagues from ODS who proposed the law "three times and enough." We fully supported him, he was mostly about the last point. But I would like to raise here the question of how to address the Minister of Labour and Social Affairs, the Minister of Education and the Minister of Health, in what way in the pandemic, when the psychic, physical and knowledgeable decline of individual pupils deepens? In a time of energy crisis, many more people may fall into these localities, many more living here, being reliant on helping or in some way being thrown into poverty traders, and there will be nothing else left. Therefore, I would also follow up with Jana Pastuchová, who proposed here the question of how many people have already requested a housing allowance under the new system. I agree with it that it has opened up, but those people who really need help, the middle class that falls right into this group of people I'm talking about right now are ashamed to go to the employment office to ask for it, and the choir in our country in the north. It's devastating for them that they've been working for 45 years, and they're about to apply for a housing allowance. Plus, the post is crappy. They have to confess where they own what they make, how much they earn, and I don't think our citizens deserve it. The minister promised to call people and offer them help. So how many people has he called since we passed this law here? How many people did he personally help, or their officials at the employment offices, who she didn't give an extra crown because she was doing her work from morning to night? And another thing: How will you ensure good housing for these people in the future? Not only for these residents in excluded localities, but overall? How will the grant title Construction continue, which you have so often criticized? How many projects are ready? How are these people gonna live? You say you have a new housing system. My question is: I was here last time when I was discussing a miraculous mix with the pirát to solve the housing problem. That was a black hole. You're just gonna let them bribe you to shut your mouth to the pirát so they don't leave and just keep looking at everything here just because they think it's cool this black hole where we're gonna support other and other nonprofits looking for private tenants? You're really gonna let that happen? You want corruption back here again? What's going on -- plus you really have it in the government's programming statement that you're going to set up this law within two years, so I'm asking what stage it is and if you're really willing to stand by? Moreover, the mayors have a lot of these comments, they are experienced from practice. Most of them want to return Drábkův's reform of social welfare payments to municipalities. Are you ready for this? Is the budget box prepared for this because it won't be cheap? And it's what the mayors really want. This is not the invention of the YES movement, it is not the invention of someone else, it is the wish of individual mayors who are in the field every day and face common problems every day and cannot tell other people how to deal with them because they do not have the notes to go on. [[12.50 hours]] I could talk about other problems and other problems that are connected to it, whether they're executions, but it's been said x-times here, I hate to repeat myself. But you really force things here that people don't care about right now, and they don't need them, just because you're showing the arrogance of the power you showed us here yesterday. I completely disagree with that, which is why I say that any law we adopt here at this meeting can be called into question, and there are good things there. I therefore propose that we put this point as a third point in this meeting. And I would really like to hear how some things are going to be dealt with and, if necessary, give some joint resolution, because it is not just us, it is you. You're worried, you've got your deputies in those villages, and those communities are waiting for it. Thank you for your attention.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u40	Thank you for presenting the proposal. Next up, MP Marek Novák, if I'm not mistaken... I don't see him here, Mr. Novák. If she is not present, then Zuzana Ožanová is further logged in, which I can already see, so I will give her the floor, followed by Mr. Ondřej Babka. Madame, your room for justification for the draft programme. Please.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u41	Thank you, Madam President, for the floor. honourable Members, I would like to assign one of the implementing amendments concerning, as otherwise in my case, transport. I'm glad the Minister is here, so thank you for his presence. However, I would like to point out from the outset that the law has been broken in this meeting. I would just very much not like the President to deprive me of the opportunity to speak and present my proposal, as has clearly become a custom in this House. Now for my proposal. I would just like to point out that I will not quote the reason message so that I do not need to be reprimanded. I'm submitting a draft for item number 14, print number 76. This is a government bill amending Act No. 13/1997 Coll., on Roadways, as amended, and Act No. 56/2001 Coll., on the conditions of operation of vehicles on roads and on the amendment of Act No. 168/1999 Coll., on liability insurance for damage caused by the operation of the vehicle and amending certain related laws, Act on liability insurance from the operation of vehicles as amended by Act No. 307/1999 Coll., as amended. The bill abolishes the obligation to equip vehicles with a military registration mark, a registration mark of an electric vehicle or a special registration mark of a historical vehicle with an electronic device in the electronic toll system. The amendment follows the request made by the Ministry of Defence in the framework of an inter-ministerial commentary procedure, as it is already apparent from their specific registration marks that the use of tolled roads by the vehicles concerned is not subject to payment of tolls. All other proposals are exclusively the implementation of EU regulations, namely Directive 2019/1936 of the European Parliament and of the Council of 23 October 2019 amending Directive 2008/1996 EC on road infrastructure safety management and Directive 2019/520 of the European Parliament and of the Council of 19 March 2019 on the interoperability of electronic toll collection systems and facilitating the cross-border exchange of information on the non-payment of road charges in the Union. The deadline for implementation of the Directives was up to 19 October 2021 and 17 December 2021, i.e. the deadline has expired. That is the main reason why I would like this bill to come forward. First, the proposal following EU legislation regulates the safety management of selected roads in their design, construction and operation, second, the provision of a European electronic toll service, third, the provision of information on the absence of a time fee or toll payment in cross-border situations. To manage the safety of selected roads in their design, construction and operation: The proposed modifications are designed to improve road safety performance. The amendments are to apply not only to road infrastructure included in the trans-European road network, but also to motorways, main roads and sections of other roads outside urban areas, which are completed using EU funds, in simple terms, also to roads in regional administration. The changes proposed allow more appropriate identification of the road section, where there are the greatest opportunities to improve safety and where targeted interventions should lead to the greatest improvements. Furthermore, action plans will be drawn up for relevant sections of the road throughout the territory of each EU Member State, which will include graduated corrective actions according to priorities. The draft law introduces a definition of the concept of road road subject to safety assessment, which is subsequently consistently used in the framework of the regulation of the various instruments used to manage road safety. In order to provide a European electronic toll service: the European electronic toll service is a market-based service and therefore its providers should not be obliged to provide such a service throughout the EU at this time. Enough to provide a European electronic toll service will cover all electronic toll collection systems of at least four EU Member States. European electronic toll service providers should pay the toll collector all tolls to be paid by their customers and should be entitled to a fair remuneration. Member States should be obliged to collect and publish all relevant data relating to this service in publicly accessible national registers. To provide information on the absence of payment of a time fee or toll in cross-border situations: Problems with identifying non-residents' perpetrators in connection with electronic toll collection systems prevent the further development of the system and the wider application of the "user pays and polluter pays' principles on EU roads. Therefore, information relating to offences is exchanged to the non-payment of any road charges in the EU. In the Czech Republic, these fees are toll and time fee, in other words a motorway stamp. The proposal will increase the cost of assessing the safety of state-owned roads, as they will be extended, but new infrastructure safety assessment costs will also be borne by regions as second and third class road owners for whose construction, reconstruction or repair EU funds have been or are to be used. In the area of the provision of the European electronic toll service, the new costs borne by public budgets are not foreseen. In the area of information provided on the absence of payment of a time fee or toll in cross-border situations, costs are also not expected to be high, but more effective administrative punishment could increase revenue. [[13.00 hours]] The draft law is supplemented by transitional provisions. The initial assessment of the intention and conduct of the road safety audit will not apply to buildings for which the relevant documentation has been prepared before the application of this Act, except for the audit for communications included in the trans-European road network. First assessment of roads subject to safety assessment pursuant to § 18m of Act No. 13/1997 Coll. perform the infrastructure owner in 2024. The effectiveness of the Act is proposed on the first day of the calendar month following the publication of the Act, taking into account the already existing transposition period. That's why I'm asking for this press to be reassigned. The amendment of Decree No 1 is envisaged. 104/1997 Coll., implementing the Road Act, as amended. It is appropriate that the implementing rules, whose deadline for implementation has expired, be put forward in order to comply with our commitments. I propose a fixed entry point for Friday 18 February 2022 at 9 o'clock. Just for the recap, this is point 14, print 76, and the proposal is for Friday 18 February at 9 o'clock. Thank you.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u42	I also thank you for the proposal. The next one is registered by Ondřej Babka. Ambassador Babka? I just saw him here a little while ago, but I can't see him here anymore, so I'm pushing two of his applications further. Miloslav Janulík is another of the applicants. Mr. Janulík again this time... but he can't make it. So, Mr. Janulík, next up is Mr. Brázdil. Please, you have the floor.
ParlaMint-CZ_2022-02-16-ps2021-009-02-001-999.u43	Madam President, thank you for the floor. Colleagues, colleagues, I would like to propose a point in the agenda of this meeting at which the Minister of Health would inform us about the state of the Coronavirus epidemic in the Czech Republic. I'm just gonna get a quick look at this. There were 33 293 infected in the Czech Republic yesterday, or since the beginning of the epidemic, almost 3.5 million people have been reportedly infected with covid. If we take at least two doses, we find that we are already at the limit of collective immunity. During Tuesday 79 219 PCR tests were performed in the Czech Republic and 18 970 antigen tests. I'm just recommending a little something for your attention. When you imagine the price we all paid for it, basically every day is the astronomical price. Mladá Boleslav is currently reporting the most infected, 1 731 infected per 100,000 inhabitants in the seven-day reference period. The question is why Boleslav, if it is not because there is a lot of testing in Škoda Mladá Boleslav. On the next place of the imaginary ranking is Blansko, there is 1 672, Vyškov and Opava, also Rychnov nad Kněžnou and Rokycany, so it is spread out, so the wave has basically hit the republic to the fullest. In association with coronanavir died on Tuesday 17 infected, since the beginning of the pandemic it is 37 991. There we know that this is a matter of reporting and a question of perspective. Of course, I will never be such an opposition agnostic as my ancient predecessors and ancient oppositionists to claim that it falls to the Prime Minister or someone, because I am a doctor and I know that it simply died in hospitals, dying and dying will be, and last Tuesday 51 people succumbed to infection, but that would be, in the Republic and the number of hospitalized, it would be a success to consider the error of small numbers. There are currently 3 733 infected in Czech hospitals, there are 272 people in serious condition, which is significantly less than 10 percent. Compared to last week, it's a decline, but from my point of view, it was 3,931, last week, so in this direction the situation is relatively stable. The 5 054 infected is a reinfection, compared to last week it is a bit of a drop, there is a drop of about 1,500 reinfected, but we have to realize - I would like to point out here - that patients find themselves in these hospitals exceptionally after the third vaccination. Unfortunately, I think that this is being given very little attention, and the available numbers on the number of vaccines show that vaccinations have basically stopped, de facto stopped. In other words, those who wanted to inoculate themselves have been vaccinated, and those who do not want to inoculate themselves will probably not be inoculated. Of course, I see a great contradiction here, when we were discussing it on the committee with the current minister, who said he had recipes for how to get these people, the campaign and so on and so on. As you can see, none of this is happening, because, as we know, biological regulations are not governed by the laws of others or by the wishes of politicians and anyone else. So I think the negative advertising really worked here, and, as I'm saying, those who wanted to inoculate themselves are inoculated. Now the big question is, what about the measures? But I'd like to hear what the view is, the plan, because things are leaking into the media. Of course, as doctors, it is clear to me that coronavirus will not leave us and will be with us forever. Now the question is, what form is it going to go into the health system? I must also mention that those austerity steps that we do not yet have a state budget, that, paradoxically, sanitary stations are weakening when we asked them for two years of absolutely incredible things, and now we're going to weaken them, and the fact that they were even thinking about reducing the payment for state insured people seems completely absurd to me, and for me it's a terrible time trip because I remember the circus ten or more years ago when the top was getting to the Ministry of Health and went there by then colleague Heger, so it looked exactly the same. We doctors were all expecting the payment for state insurance to be fixed, and the opposite was true. Before the election, we were promised how to fix it, and after the election, they said they were playing it. So I feel like for me it's such a trifle déjà vu. Well, I'd like to hear from the Minister what, if he's been listening to it for two years, he has a plan. I'm saying I'm not gonna lower myself to opposition agnosticism, which I've been listening to for two years, that everything is wrong before it comes up. I don't have, and I can't even be happy about it - it's already affecting my relatives, direct relatives - I can't be happy that someone gets infected and what they're like and so on and so on. It's just that coronavirus isn't like somebody thinks it is. I mean, really, who's thinking about something like that today is completely ignorant. But I would like to hear from the Minister what awaits us. I know it's hard to predict, but we still have a lot more information than we had two years ago. We didn't know anything, everyone thought, argued, we know something about it today. We also know that, basically, today, he's gotten past 98 or what percentage of omicron. Most of you, I don't know which one of you, but I think that given the numbers, a lot of us have had it, so he knows that the Omicron is nothing at all. I myself, after three vaccinations, know how it is. So what's next? Now there's speculation that the drapes will be postponed until the end. From my point of view, I think it's completely unnecessary, because the omicron is probably overcoming the drapes playfully, and the use is never 100%. We know that. [[13.10 hours]] Moreover, we tend not to follow things rather than follow them, so if the Minister were to read to us, at least foremanship, an idea of how it will evolve, how it will continue, because there are many other things that are also going to depend on it. And since he's already started at that point that I suggest, he might also be able to tell us something about the idea of funding, because I feel like the finance minister stomped on him, and he just blew himself off and nodded everything he was dictated to. So that's why the brutal cuts in health care, which are completely incomprehensible. At this time, perhaps the health sector should not be involved in any investigation at all. You say yourself, when you justify the pandemic law, it's because of the wave coming in the fall. So on the one hand, we're going to have a wave in the fall, and on the other hand, we're going to take the money. I don't understand anymore. So I would like, at a point that I would like to propose, that is, the Information of the Minister of Health on the condition of the pandemic of coronavirus and the measures planned, if he would comment on this and explain to us relatively in detail what awaits us. Thank you.
