Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e22	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e444	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.KMB	Bondevik, Kjell Magne	M	1947	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e453	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KHA	Halvorsen, Kristin	F	1960	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e460	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.KMB	Bondevik, Kjell Magne	M	1947	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e469	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e472	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e540	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e543	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e548	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e555	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e564	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e571	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.CIH	Hagen, Carl I.	M	1944	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e579	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e584	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e587	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.EIS	Steensnæs, Einar	M	1942	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e592	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e599	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.EIS	Steensnæs, Einar	M	1942	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e609	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e614	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	Coalition	Centre to centre-right	person.EIS	Steensnæs, Einar	M	1942	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e619	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e624	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e627	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.JP	Petersen, Jan	M	1946	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e634	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e637	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.JP	Petersen, Jan	M	1946	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e644	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e647	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JJJ	Jakobsen, Johan J.	M	1937	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e654	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e661	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JJJ	Jakobsen, Johan J.	M	1937	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e674	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e679	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e682	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KHA	Halvorsen, Kristin	F	1960	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e687	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e694	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	SV	Sosialistisk Venstreparti	-	Left	person.KHA	Halvorsen, Kristin	F	1960	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e701	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e706	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.KKG	Grøndahl, Kirsti Kolle	F	1943	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e709	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	Coalition	Centre	person.GKV	Kvassheim, Gunnar	M	1953	
ParlaMint-NO-en_1999-02-11-2	ParlaMint-NO_1999-02-11-2.ana.ud146e716	Hansard from meeting in the Norwegian Parliament, term 1997-2001, Session 1998-1999, Sitting day 1999-02-11	1999-02-11	Unicameralism	Term 1997-2001	Session 1998-1999	-	Sitting day 1999-02-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	-	Centre-left	person.TJ	Jagland, Thorbjørn	M	1950	
