ParlaMint-NO_1999-12-07-2.ana.ud1797e15	The representative, Brother Yngve Rahm, who has been licensed, has again taken the seat.
ParlaMint-NO_1999-12-07-2.ana.ud1797e266	I want to take the last question first: it's in the budget that one should sell off from 60 pst. to one-third in DnB. When the Minister of Finance and the State Bank Investment Fund find it reasonable to do so, they make it on the basis of a holistic assessment, as one did when one had the sale of the state axes. I think it would be unwise for Storting to say that now we're going to do it, now we're not going to do it. That assessment takes the Staten Bank Investment Fund – and we are some of them in that the axans are going to sell down. But the assessment to be made around this is the Minister of Finance to make. When we've said that we don't agree to change what goes on for the State Bank Investment Fund to nominate members of the board, it's precisely from the honest and real assessment we've had all along, that the state that owns bankers should not intervene directly in the daily business of the banks. It is clear that one can say, if the State Bank Investment Fund is to nominate the Board, that the Board does not deal with the direct daily operations. But it is also clear that the board is involved in the assessment of large loans. We've read this house about the big loans that have been given by DnB's government. I must say that I thought it would have been very unfortunate if the state were to sit with different hats on, take them off when one was in charge and should be in charge and evaluate the large loans, and take them on again when one should consider whether this was contrary to both the one and the other. Supervision must also have a controlling function. That's why I think it's neat that we stick to it that when you're the owner, you're not in the board, because then you have a completely different responsibility than a seat in the board of directors.
ParlaMint-NO_1999-12-07-2.ana.ud1797e275	The cord shift is over.
ParlaMint-NO_1999-12-07-2.ana.ud1797e279	The credit notification rarely receives much attention, either in the financial committee or in the Stortinget. And although this year's announcement is an exception, there is no need to be further impressed, either on the content, that comes from the Government, or on the results that the Committee has produced. On one important point, the Progress Party is in the majority of the Committee, and there is State representation in the boards of the commercial banks. It is essential, in our view, that, as long as the State has interests in those banks, it is important to distinguish between the State's role as concession authority and the State's role as owner. And then it's important that the management of state interests places decisive emphasis on business considerations, and not on other substituting factors, depending on which parties are in the government position. But what has been updated has become topical in this debate: what is contained in the concept of ‘national ownership’ on the part of the majority? And equally, what is the definition of a strong Norwegian solution? In the view of the Progress Party, the majority is proposing a policy towards Norwegian financial corporations which are neither an advantage to the financial industry itself nor to society, which the industry actually serves. The enormous passivity shown by both the government parties and the Labour Party in this matter weakens the Norwegian financial industry. The notification does not signal a desire to harmonise the Norwegian financial industry legislation with what is customary internationally in order to ensure competitive Norwegian financial institutions. The communication is fairly clear on structural policy issues. It should also refer to the role that finance is supposed to play in Norwegian society. The driving force behind many of the structural solutions sought by the industry is not due to the characteristics of the industry itself, but to the changes that occur elsewhere in society. And if we want to assess the role of Norwegian banks in society, and at the same time look at the needs of different customer groups, governments should contribute to a structure for industry by assessing both framework conditions and ownership. The Progress Party has always believed that both competence and capital are key words in relation to the requirements and needs of the Norwegian business community for the financial industry. For large parts of the customer base, today’s local, regional and national banks are good suppliers of the services that customers demand. However, for a number of other companies, especially the largest and international ones, Norwegian banks are not currently able to provide sufficient services, and it is already reflected in the choices made by the companies by choosing foreign banking connections, which have sufficient capital and competence. And then Stortinget's challenge is to take the structural steps that enable Norwegian banks to also serve those customers. The extensive concentration and internationalisation taking place both within and outside the financial industry cannot be ignored by the Norwegian authorities simply because it does not seem desirable to do so. Today, Norwegian authorities stand in the way of the ability and willingness of Norwegian financial institutions to position themselves. Norwegian commercial banks must be allowed to participate in mergers, alliances and bids. In this context, the State as the owner of bank shares must assess the financial offer and the need for further strengthening of the offer to Norwegian customers. It is high time that Norwegian authorities recognised the need for participation in a European capital and financial market. Such a single market means that countries compete for important establishments, that operators in the Norwegian market may be subject to different framework conditions than those existing today, that competition policy is no longer just a national issue, but an international one, and that special regulation can have direct negative industrial policy consequences. In fact, the framework conditions set by the authorities should focus on regulating sufficient soundness, effective competition, safeguarding the minimum interests of consumers and businesses and harmonising legislation with the EU as far as possible. The requirement on original own funds should be harmonised with other countries, the rules on own funds should be removed in order to stimulate liquidity and active private ownership, the cross-ownership rules must be harmonised and the guarantee fund scheme must be more consistent with those of the competing countries. For a very long time, Norwegian authorities have been following developments rather than attaching their grip and stimulating structural and product development through an offensive change to the framework conditions. But there is a lack of cash from the majority in this room. There is a concrete bid on the credit fund, and the majority have no power to express either a willingness to sell or other concrete solutions. Instead, the majority is deferred to decide on the question under the pretext of finding a solution for a full-time Norwegian variant first, and at least so far, one has not stated in clear order that it will be the credit fund. It all gets very strange to me when the state owns 60 pst. by DnB and thus controls the future of this bank. I would therefore like to raise the proposal from the Party of Advances and the Right that the State's shares in the Credit Fund should be sold as soon as possible. Otherwise, I cannot see so many good reasons why the State should have to own shares in Norwegian banks at all to take care of Norwegian interests. In fact, the Progress Party has also shown in this process the willingness to find subsidiary solutions to create as broad a parliamentary majority as possible in this Chamber. But it has also been ignored. All our attempts to enter into dialogue with both the government parties and, in and on their own, the Workers' Party have in one way only been parked. You haven't been interested in that kind of dialogue, and we can just take note of that. In any event, it must be concluded that the majority of the handling of these very key issues has not exactly contributed to the strengthening of the Norwegian reputation abroad, and there is reason to fear the consequences for other listed companies where the State has interests. Finally, I would like to refer to proposals that have also been included in the Innst. O. No 19 on financial activities to be dealt with at Odelstinget later today. The Progress Party promotes a number of legislative proposals that are aimed at harmonising the acquis for Norwegian financial institutions.
ParlaMint-NO_1999-12-07-2.ana.ud1797e309	Siv Jensen has taken up the proposal she referred to. It's going to be line change.
ParlaMint-NO_1999-12-07-2.ana.ud1797e314	Siv Jensen stated that she was not particularly impressed with what the majority today has formulated in the position, and which will obviously be adopted. I noticed Siv Jensen's warm mention of framework conditions, and I think we agree on that, and the conditions of ownership and Norwegian business and society in general. Siv Jensen also said that in order to ensure Norwegian interests, this was important with the framework conditions and the other elements. Then she went further into the proposal that the Progress Party is promoting today, namely the immediate sale of the shares in the Credit Fund, and she wants to dispose of the other shares that the State owns in the banking system. This I'm not going to harmonize. Doesn't Siv Jensen and the Progress Party see the need for a Norwegian financial industry? And how has the Progress Party intended to ensure national ownership? Because otherwise this won't work. My question to Siv Jensen in the end is: Good framework conditions do not prevent purchases from abroad at all, so how can this post to Siv Jensen harmonize when it is about to get rid of everything as quickly as possible, and then to safeguard social and business interests through good framework conditions, but the state will completely abandon the governance and interest of having an independent financial industry in Norway?
ParlaMint-NO_1999-12-07-2.ana.ud1797e323	I'm not sure if I understand the problem of the representative Nordtun, because when was it a read and assumed truth that the prerequisite for national ownership is that the state must be owner? In fact, there are a number of actors who have pointed out the exact opposite, namely that state ownership in commercial banks is a hindrance to the rational and normal development of a globalising financial market. And it is not the ownership of financial institutions itself that is important here, but that Norway can attract capital and financial institutions that are both to stimulate the individual consumers and not least the Norwegian industry that we very much want to be able to grow and develop. I do not agree with Tore Nordtun that the Labour Party and the Advance Party agree on the need for changing framework conditions. This message makes it perfectly visible that the working party does not have a plan. And the question I really want to put back is: Since the Workers' Party has been a driver for Norway to join the EU for many years, why is it not because the Workers' Party is a member of the EU-harmonizing Norwegian legislation that is distorting competition for the institutions we already have, and which requires them to operate under strange framework conditions, while foreign operators can come and compete in the Norwegian market on completely different terms than our Norwegian operators are subject to? I think the Labour Party should have been able to say something clear and clear about this through the management of the credit notification. But they have not done so skillfully. Now the case rapporteur, Frøiland, says that it is not up to the Storting to have any idea about it. Well, of course it does, because unless the Storting points out the direction, the way we're going, how can you expect the Government to go that way if the signals from this hall are not clear and clear?
ParlaMint-NO_1999-12-07-2.ana.ud1797e332	This debate is in many ways completely reversed by what a debate would have been like in any other national assembly in Europe. In southern European and Latin countries, national ownership is very important. This is why it has been seen that finance industries and banks are not like any sausage cane, and therefore it is important to have national control. It also exists in many foreign banks where the country is in a significant position, precisely to ensure the important functions of the banking system, to ensure that head office functions are provided in the country and that there is some healthy competition. In Norway it was the Progress Party that managed to say in a few minutes that the bid for the Bank of MeritaNordbanken was a very good bid. Long before we had the papers here in the house, one was able to draw an end to a bid between two commercial actors, which for me is totally unprofessional, in a way that the kind of important questions at all cannot be dealt with. What is then in one way the challenge because much of Jensen's contributions were about this is: If we accept – and we must – that capital flows freely across borders, and if we accept as premise that we should have a banking system that is part of the globalised world, how do we ensure that we have head offices in Norway? Well, you can do that in a number of ways, but the most important and easiest way is, of course, through state ownership, to ensure that you have a structure that contributes. So the question, is there long-term Norwegian private investors that will be a guarantor of it? No, experience actually doesn't. Experience has shown that the state can perform the function of a ‘sleeping partner’ in a bank, thus ensuring that the ringing effects benefit Norwegian society. For that I hope Siv Jensen agrees that the main function of the Norwegian banking system is to serve Norwegian customers, Norwegian companies, those who, after all, constitute the Norwegian financial market. For most banks it will be the main market, and I also hope that Siv Jensen agrees. My question is therefore: how is it possible for Siv Jensen to have such a provincial attitude to such an important industry?
ParlaMint-NO_1999-12-07-2.ana.ud1797e343	It is not that the Storting has just begun to talk about national ownership and head office location in Norway. You've been talking about that for years. But despite that desire, no world thing has been done with the framework conditions to enable the Norwegian institutions to strengthen their own position in the Norwegian market. It has been made quite the opposite: special Norwegian legislation, special Norwegian legislation, which has been anticompetitive for our own actors, who, after all, serve the Norwegian market. I fully agree with the representative of Djupedal that the main objective is of course to serve Norwegian customers, whether they are companies or individuals. But if they are to be able to do so, they must be guaranteed the possibility of doing so. And when the representative talks about the lack of long-term private investors, it's also this hall's fault that we don't have it, because for a long time now you've had a sky-high tax and tax pressure that at least hasn't helped us get more private investors in this nation, and because Øystein Djupedal and others have gone up on this pulpit and talked about the need to take even a little more from those who create values in this society. It is not that we have said that this hall should immediately accept the bid from MeritaNordbanken. If we had meant that, we would have put it into the proposal and said, "Sell the credit card shares to MeritaNordbanken!" What we have said is: Sell them, let them circulate, and let's see if there can be more commandments. Then you put the bank in a game, and then you see what's going to result from a process. But it's interesting to consider a Nordic solution. Even Frøiland's representative has clearly stated that it could be an interesting model. Why do you let the train leave the platform? I don't get it. I also think we agree that financial institutions are not a regular sausage bin, but it's actually going to have a long-term vision of this as well.
ParlaMint-NO_1999-12-07-2.ana.ud1797e354	First I have to say that it was an interesting post that the representative Siv Jensen made. Most interesting was the insertion when she rejected state ownership on a principle basis and thought that it might be a hindrance to the development of banks. I actually thought that it was Siv Jensen and Carl I. Hagen in the last month had been in charge, was more state ownership. But maybe it wasn't in the financial industry, because there it seems like a disability. It was perhaps within industry and other areas Siv Jensen had thought so. Since the representative Fridtjof Frank Gundersen is also sitting on almost the first row, I assume that the representative Jensen does not reject the issue, because when the representative Gundersen finds it necessary to go out with a reply in the newspaper and distance himself from both Siv Jensen and Carl I. Hagen’s great thoughts about state ownership, at least there must be something in it. What I had expected the Progress Party to focus on was not state ownership. What we need to focus on is that it is clear that it becomes difficult to acquire Norwegian ownership when the finance minister in the national budget compares the level of taxation of Nordic companies and only looks at the capital rate, and does not include the strange wealth tax, a type of tax that the Danish people have now abolished, and which the Swedes do not have on active ownership. It is clear that when MeritaNordbank can bid on the credit fund and go down to core capital coverage of 5 pst., while a Norwegian bank is not allowed to go under 7 pst., it is something with our framework conditions that is really wrong and that inhibits Norwegian companies and Norwegian financial institutions. It is also the case that the consolidation rules are different in Norway, and this also makes it more difficult. Looking at the new company that Storbrand and Skandia have established on the damage side, Skandia's side holds such a large stake that it could not have been established in Oslo. That's what I expected the Progress Party to focus, not state ownership.
ParlaMint-NO_1999-12-07-2.ana.ud1797e363	It seemed that Børge Brende had prepared the line long before he heard my post, because I used a significant part of my post just to talk about the need for changed framework conditions. If the right had been concerned about the same thing, they would have joined the proposals we have made both through the credit notification and through the matter we are going to deal with afterwards in Odelstinget, which is actually about changing the framework conditions to put our institutions in a better competitive position. I have not yet seen that the Right has agreed to any of the proposals put forward by the Progress Party there. As far as tax is concerned, I do not think that the Right should strike too hard on the chest, because it is actually the Progress Party that is tough to reduce the tax on wealth through the budgetary procedure. We agree with the heart that there is a need to reduce taxes on wealth. So to this with ownership. It has never been claimed, either from my side or from Carl I. Hagen's side, that you want more active state ownership. That has never been said. What we've been talking about is how to put all the accumulated state capital into circulation in such a way that it strengthens Norwegian business, and not in such a way that you get more active state ownership that works the way it works today. This is a very long debate that I would like to take with Børge Burnde in another context. I don't think I'm going to be able to give an adequate answer to such an important question through a pocket card cord change. So to the last. The representative mentioned the Skandia case. One of the proposals we are going to address in Odelstinget is to ask the Government to look at the Skandia judgment that has just fallen, because seeing these things in the context can have quite a big impact on Norwegian insurance companies. Nor has the right-wing support been given to that proposal. It could have been okay about the Right, before they went up here and criticized the Advance Party, had thought through all the proposals that it was possible to agree with.
ParlaMint-NO_1999-12-07-2.ana.ud1797e374	So the chord change is over.
