ParlaMint-NL_2018-11-06-tweedekamer-25.u1	At the request of a number of Members, I propose that the following motions be renewed: 21501-32-1114; 34952-21; 34952-20; 34762-18; 34348-74; 34298-9; 33529-395; 33529-364; 31936-343, 31239-266; 3475-XIII-145; 33037-264; 32336-77; 32336-76; 32336-75; 30175-303; 34775-XIII-109; 32793-303; 34952-22. I propose to add to the agenda: the VAO Treatative retention of EU proposals Security Union, with Mr Van Nispen as the first speaker on behalf of the SP; the VAO Rule, with Mr Wörsdörfer as the first speaker on behalf of the VVD.
ParlaMint-NL_2018-11-06-tweedekamer-25.u156	I propose that the stenogram of this part of the meeting be transferred to the cabinet.
ParlaMint-NL_2018-11-06-tweedekamer-25.u157	I think the entire opposition has once again... This shows how divided opposition and coalition are. It's amazing how Sybrand Buma just...
ParlaMint-NL_2018-11-06-tweedekamer-25.u158	Thank you, Mrs Agema. Don't do this.
ParlaMint-NL_2018-11-06-tweedekamer-25.u159	...says that market failure is the cause of this, but doesn't give any support here.
ParlaMint-NL_2018-11-06-tweedekamer-25.u160	Don't do this, Mrs. Agema.
ParlaMint-NL_2018-11-06-tweedekamer-25.u161	That's just ridiculous.
ParlaMint-NL_2018-11-06-tweedekamer-25.u162	Thank you. Then I will go to Mr Asscher on behalf of the PvdA.
ParlaMint-NL_2018-11-06-tweedekamer-25.u163	Thank you, Mr President. Family doctor Runhaar tells us that on an average evening in the emergency room he is physically threatened three times and that this is not the case compared to other staff in the emergency room. There are more and more reports from teachers' education, but also from school directors, about parents coming not only for stories, but also for aggressive threats and intimidating actions. We know this problem with the paramedics, but there's more to it. I'm really worried about this. I would like to have a debate on this with the Minister for the Interior and the Minister for Education.
ParlaMint-NL_2018-11-06-tweedekamer-25.u164	Support for both a letter and a debate. It is very important for people to be able to press charges, for real action to be taken and for intimidation and violence against people in the public sector to be stopped.
ParlaMint-NL_2018-11-06-tweedekamer-25.u165	Happy support for a debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u166	Mr President, there is no support for the way in which this debate is now being requested, as we do not think it belongs to these two ministers, but to the JenV Minister. We would therefore like to propose that what Mr Assscher is now talking about should be dealt with next Thursday at the AO Criminal Law. We very much support this subject, because we too are very shocked by it; we can say that every day. When cases come to light in the AO, we would like to discuss them with the Minister who can actually do something about them. So now no support this way.
ParlaMint-NL_2018-11-06-tweedekamer-25.u167	Okay. Then I will go to Mr Beertema on behalf of the PVV.
ParlaMint-NL_2018-11-06-tweedekamer-25.u168	Support for letter and debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u169	Support for letter and debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u170	Mr President, no support for the debate. I agree with Mrs Laan's suggestion.
ParlaMint-NL_2018-11-06-tweedekamer-25.u171	I too agree with the comments made by Mrs Laan.
ParlaMint-NL_2018-11-06-tweedekamer-25.u172	I, too, can agree with that.
ParlaMint-NL_2018-11-06-tweedekamer-25.u173	Support for the request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u174	I share Mr Asscher's concern. In fact, I think Mrs Laan's suggestion is a very good one, because then we can talk about it right this week.
ParlaMint-NL_2018-11-06-tweedekamer-25.u175	Mr. Asscher, you have 64 members behind you, but no majority.
ParlaMint-NL_2018-11-06-tweedekamer-25.u176	Mr President, if you hand over the stenogram of this part of the sitting to the cabinet, perhaps you would like to indicate that I would appreciate receiving that letter for the general consultation mentioned.
ParlaMint-NL_2018-11-06-tweedekamer-25.u177	I'll be sure to. Then I propose that the stenogram of this part of the meeting be transferred to the cabinet. Mr Van Kent on behalf of the SP.
ParlaMint-NL_2018-11-06-tweedekamer-25.u178	Thank you, Mr. Chairman. Last Friday, the Council of Ministers agreed to a law that makes it easy for employers to fire employees and make them wait a year longer for a permanent contract. I already have a 30-member debate on this on the long list. My proposal is to convert that 30-member debate into a majority debate, a major debate, to be scheduled as soon as possible.
ParlaMint-NL_2018-11-06-tweedekamer-25.u179	As far as we are concerned, we support this request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u180	It should be a little easier to fire the entire cabinet as far as I'm concerned. Anyway, at least I support Mr Van Kent's request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u181	People in the Netherlands mainly need security, so all support for this request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u182	Support for the request.
ParlaMint-NL_2018-11-06-tweedekamer-25.u183	Mr. Chairman. The law comes to the Chamber if it's all right; I hope very soon. Then we have a debate on it, so for now no support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u184	Tomorrow, right?
ParlaMint-NL_2018-11-06-tweedekamer-25.u185	No support either.
ParlaMint-NL_2018-11-06-tweedekamer-25.u186	No support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u187	Mr President, support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u188	Mr. Van Kent, there is no majority in favour of converting a thirty-member debate into a majority debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u189	Then we'll try again tomorrow. Thank you, Mr. Chairman.
ParlaMint-NL_2018-11-06-tweedekamer-25.u190	Thank you. Mrs Van Brenn on behalf of 50PLUS.
ParlaMint-NL_2018-11-06-tweedekamer-25.u191	Mr. Chairman. By now, 95 people have already died of Q-fever and the numbers are frightening and people are still dying of Q-fever. We would very much like to receive a letter from the Minister with the state of play and to have a debate on this as soon as possible.
ParlaMint-NL_2018-11-06-tweedekamer-25.u192	That is a very serious matter. That's terrible. We already have a debate on Q fever planned. I think it would be very good to include this element in that debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u193	Let's see. You're right. There's already a debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u194	Yes, that is Mr Van Gerven's debate on Q fever.
ParlaMint-NL_2018-11-06-tweedekamer-25.u195	That's right.
ParlaMint-NL_2018-11-06-tweedekamer-25.u196	We have been waiting for this debate for a long time.
ParlaMint-NL_2018-11-06-tweedekamer-25.u197	And also a debate by Mrs Van Kooten-Arissen, I see, but well. Then I'll go to Mr. Nijboer.
ParlaMint-NL_2018-11-06-tweedekamer-25.u198	Support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u199	Mr President, much support for that letter. I would very much like to involve that in one of the other two debates on Q fever, because a third debate does not bring the solution any closer. Then let's do it all at once.
ParlaMint-NL_2018-11-06-tweedekamer-25.u200	Support.
ParlaMint-NL_2018-11-06-tweedekamer-25.u201	Support. If it is brought together in one debate, please bring that debate forward.
ParlaMint-NL_2018-11-06-tweedekamer-25.u202	Support and in one debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u203	A lot of support for the letter. This is a very serious matter. And I'd like to put everything together in one debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u204	Mr President, I agree with that: support for the letter and I would like to have one big debate.
ParlaMint-NL_2018-11-06-tweedekamer-25.u205	Mr President, we can support that, but we would like to insist that this debate be scheduled soon. Because you can't leave people in uncertainty.
ParlaMint-NL_2018-11-06-tweedekamer-25.u206	Mrs. Van Brenk...
ParlaMint-NL_2018-11-06-tweedekamer-25.u207	Mr President, it is not the intention of 50PLUS to take away other people's debates, but the urgency is there. We would like to have that debate as soon as possible, because it has been in place for a very long time. So the sooner the better. Thank you for the support of colleagues.
