Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u1	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	UnnurKonradsdottir	Konráðsdóttir, Unnur Brá	F	1974	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u12	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	V	Viðreisn	Coalition	Centre-right	HannaFridriksson	Friðriksson, Hanna Katrín	F	1964	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u13	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	F	Framsóknarflokkur	-	Centre to centre-right	LiljaAlfredsdottir	Alfreðsdóttir, Lilja	F	1973	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u14	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	Bf	Björt framtíð	Coalition	Centre	BjortOlafsdottir	Ólafsdóttir, Björt	F	1983	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u15	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	OddnyHardardottir	Harðardóttir, Oddný G.	F	1957	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u16	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	ValgerdurGunnarsdottir1955	Gunnarsdóttir, Valgerður	F	1955	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u17	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	-	Centre-left to left	RosaBrynjolfsdottir	Brynjólfsdóttir, Rósa Björk	F	1975	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u18	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	notMP	notMinister	P	Píratar	-	Pirate Party	ViktorValgardsson	Valgarðsson, Viktor Orri	M	1989	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u19	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	V	Viðreisn	Coalition	Centre-right	JonaElinardottir	Elínardóttir, Jóna Sólveig	F	1985	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u20	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	F	Framsóknarflokkur	-	Centre to centre-right	SigmundurGunnlaugsson	Gunnlaugsson, Sigmundur Davíð	M	1975	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u21	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Bf	Björt framtíð	Coalition	Centre	TheodoraTHorsteinsdottir	Þorsteinsdóttir, Theodóra S.	F	1969	
ParlaMint-IS-en_2017-01-24-17	ParlaMint-IS_2017-01-24-17.u22	Speeches in the national parliament of Iceland, 22. term, regular meeting 146-17, 24.01.2017.	2017-01-24	Unicameralism	22. kjörtímabil	146. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	Sf	Samfylking	-	Centre-left	GudjonBrjansson	Brjánsson, Guðjón S.	M	1955	
