ParlaMint-HR_2015-03-20-0.u96596	I swear.
ParlaMint-HR_2015-03-20-0.u104959	Thank you, Mr. Vice President. My colleague Cain, you've been talking about your theme of landfill, or compost in Istria, and as much as you've followed me with a smile, it's a very serious topic. Namely, if you look at the map of future large dumps in the Republic of Croatia and compare it to a geological map of large plumbers, a terrain where there are many underground waters you will see that they match well. Now that I'd say it was on purpose, I'd charge someone with high treason. And if it's not intentional, then it's the result of a lot of stupidity. No pre-work, I'm talking about waste disposal, there's no organized suburbs, especially in the major cities of selected collection, sorting out recycling yards and so on, and when that man believes that when there's no pre-work, that's when the dump will work perfectly. It seems to me that it's actually impossible as education should start with kindergarten and waste management should start with sorting at the place where the waste is produced and that's not done. It's not working in Zagreb, it's not working in Karlovac, it's not working in Sisak, I don't know yet, but here's to these cities I know.
ParlaMint-HR_2015-03-20-0.u104960	The answer to Damir Cain's replica.
ParlaMint-HR_2015-03-20-0.u104961	Yes, I want a normal, not as much Parliament as the Buzet public may just inform that nearly 750 signatures have been collected in the city's largest core, that it is dedicated to the mayor, or the president of the city council, and that we now expect that within 90 days, someone will take care of it and account for it. What will be the decision I don't know, I hope they'll finally be enlightened and say no to what they did to the raid at the 12th month of last year. In the 12th month they changed the GUP, and then within 20 days they concluded some pre-contracts and so on. We will see what kind of decision it will be, and we will decide accordingly whether we will go in the direction of the referendum or we will simply say so, so do whatever you want, but in the end, the citizens of that place will, under quotes, decide and judge. Once again I will say, no one is against nor such content but not 100 meters from the first houses, not 500 meters from the school, from kindergarten, 500 meters from the playground, 500 meters from the hall from the largest settlements etc.. You can't just locate it in the heart of a city. I am calling on people from the Ministry of State to take over the European directives. If in one Germany, if there are provisions in Slovenia that state that these composite open type cannot be 500 metres from the first houses or industrial plants then this should also be applied in the Republic of Croatia. These composite closed types can't be 300 meters from the first houses. Let's not simply through the gaps legally allow someone to hunt in a blur. Finally, there are no raw materials in Istria, no such materials in the Primorje-Gorski County. It will be necessary to drive from Italy, Slovenia, within a 60km radius of the city of Buzet. Don't let it happen to us that one of the most punitive Istrian towns becomes a dump the next day.
ParlaMint-HR_2015-03-20-0.u104962	In the name of the HDZ Club, the respected Branko Bacic will speak.
ParlaMint-HR_2015-03-20-0.u104963	Thank you, Mr. Vice President. Dear Sir Deputy, Mr. Director of the Environmental Protection Agency, dear colleagues and colleagues. The HDZ Club will support the Environment Report in the Republic of Croatia for the period 2009 to 2012. In the introduction, I would like to say first that environmental protection must be in line with economic development. The SDG assumes the finding of a balance between economic development and investment of investments on the one hand and on the other hand of sustainable and environmental protection. The government that sets up this balance and enables economic development on the one hand, and on the other hand contributes to environmental protection, is a capable government which could not be said about the Government of the Republic of Croatia, which first announced projects, and because of the ignorance or lack of desire for these investments and these projects to be recommunicated with the public, these investments are then being taken over by such projects. But before I make that clear, I would like to commend the Environment Protection Agency, which, within the expected time limit, has fulfilled its 4-year obligation to draw up a report. Namely, the report contains data with a time-out of 2 years, but this is the case with other similar comprehensive reports such as European Environment Reports of the European Environment Agency. 2 years ago, when we discussed the period before 2009, the agency committed that this report would indeed be with a 2-year delay and this promise was made and in this regard commendable. Namely, it is a quality overall report that gives full insight into the state of the environment in the period 2009-2012. The data and information in the form of environmental indicators contained in this report are the basis for carrying out an overall environmental assessment and an assessment of the achievement of the objectives of the basic strategic and planning documents in the field of environmental protection. The reporting period explained by this report was marked by intensive negotiations between the Republic of Croatia and the European Union, which meant a significant job for the area of the environment. This is the period during which Croatia became a member of the European Union and this is the period during which the open negotiations in Chapter 27-Environment are also completed and during that time it is almost entirely, so almost entirely Croatian national legislation is in line with the legal acquis of the European Union in the area relating to environmental protection. This report shows that the legislative frameworks and standards of environmental protection other than the component of the soil for which there is a commitment and a major challenge for the Republic of Croatia to establish, in part, the legislative framework and control mechanisms, that all other environmental components are in a legislative sense and in terms of environmental protection through control and supervision are fully established. By the end of the year for which this report was written, compliance with EU rules has been almost completed. What concerns us is that we must say in the last year, the year 2012, when this government took responsibility for Croatia's leadership. The report shows that a billion and 112 million kuna were invested in environmental protection in 2012, which is twice as much as in 2009 and 2010, respectively, three times as much as in 2011. This is not a good and significant reduction in investment in environmental protection in a certain way slows down, and not to say even the brake and obstacle is to meet those obligations that we have made in the area of environmental protection and when it comes to waste management and when it comes to water protection and when it comes to soil protection, the protection of the sea. It is clear that the Environmental Protection Act has laid down certain documents that should have contributed to speeding up and setting deadlines for environmental protection. In the chapter of environmental protection, the Republic of Croatia has made a commitment and it is necessary to protect the environment, protect water to invest nearly 10 billion kuna. Only the Republic of Croatia should invest 3.2 billion kuna in waste management by 2020. With this intensity, and even by investing, or by providing funding in the state budget, we will not make that deadline or investment. I said that the environmental law prescribed that by the end of 2014, the Government should have adopted a Waste Management Plan, in which all important segments with dynamics were to be manifested, for example, by 13 waste management centres. This is Mr. Deputy Minister. It would be good for the government to introduce us to why we are late with this basic document and then how to expect the units of local self-government that had to bring their waste management plans and which plans would be consistent with this central document, how and in what way would I not know. Not to say that it was already necessary to establish separate waste collection in local self-government units. All of this is well, well-lated and certainly one of the reasons why the Government of the Republic of Croatia has reduced significant resources to protect the environment. And I'm saying, three times smaller in 2012 compared to 2011. At this point, the Government, although I am well aware of the implementation of activities in the construction of 13 regional centres, and I know that it is an extremely complex job that is not only dependent on the work of the government, depends on the work of the county bodies, counties and the work of local self-government units. But I still don't see any excuse that in three years of working this government we haven't launched except for the existing three that this government inherited, and this is Bikarac in Sibenik-Knin County, the Kastijun Waste Management Centre in Istria and Marinščina in Primorje-Gorski, I don't see yet a valid reason that the government has not launched any of these remaining 10 centres in terms of construction, activities being carried out, studies being done, documentation being done. But their performance contract didn't come true. Therefore, in the part in which the Government has a huge obligation to fulfil all those obligations that we have signed in the Chapter of the Environmental Protection for which we have received the transitional periods 2018 when it comes to the establishment of a complete waste management system. We are not intensities, I am afraid that the Government and the Republic of Croatia could also have significant financial problems, i.e. foames due to the failure of these obligations. One of the important components, if not the most important environments and which this report shows, is the condition of the Adriatic Sea and the coast. It is commendable that compared to the previous period 2005/2008. The ecological status of the largest part of the Adriatic has not changed, and can be further assessed by the highest degree of water quality monitoring shows that it was also higher than the European average during this reporting period. However, the Marine Strategy Framework Directive provides for appropriate documents to be adopted by the national Parliament. We have prescribed by the Environmental Protection Act that we will adopt a Strategy for the Management of the Sea Area, the Sea and the Coastal Area. She's expected in July. I hope that the Ministry will make its commitment to the Strategy for the Management of the Marine Environment, indeed and in the coastal area, and will propose it to the Croatian Assembly. Namely, the sea and the marine environment are of strategic importance to the Republic of Croatia at any time we talk about tourism, anytime we talk about fishing, and how important it is that the government, how the Republic of Croatia will be set to protect the sea and the marine environment. So right away, I have to mention the government's approach to research and exploitation of hydrocarbons in the Adriatic has already been mentioned. I believe that this job that the government entered is primarily illegal and I will explain it in a way. Namely, before, here is a short time ago, counterpart Vuksic, as a parliamentary representative, said he was not familiar and did not know that he was a politician if he said he was a general practice, that he could not claim whether or not it was not good for the Republic of Croatia to enter the hydrocarbon research and exploitation project. Look, one parliamentary representative, it's not his fault, it's the government's fault that didn't first of all bring the project to the Assembly, didn't make a strategy for managing the marine environment and the coastal area in which the strategy would be just about the exploration and exploitation of hydrocarbons. A strategy for the management of mineral raw materials as provided for by the Mining Act has not been established, the Sustainable Development Strategy of the Republic of Croatia as provided for by the Environmental Protection Act has not yet been adopted by the Law on safety in coastal research and exploitation of hydrocarbons. Therefore, if we had discussed these four basic documents in the Croatian Parliament only after that would all the parliamentary representatives have been familiar with the risks, we would have been familiar with, because I suppose the cost of benefit analysis which brings us research and exploitation of hydrocarbons. Let's discuss all aspects of environmental protection, discuss all possible risks and dangers that lead to the deployment of hydrocarbon research and exploitation platforms. This is therefore one level of illegality of the procedure in which the Government entered. The second level is that the Croatian Parliament adopted the Strategy for the Spatial Arrangement of the Republic of Croatia in July 2013 and that strategy we representatives of the Croatian Parliament found that in the area of the Central and Southern Adriatic, you can be careful to explore hydrocarbons. So gas and oil. It is not clear to me how from such a formulation and norm prescribed by the Strategy of Spatial Planning of the Republic of Croatia, the Government of the Republic of Croatia has given itself the right to call a tender, watch out for research that is in line with the strategy, but also for exploitation. That to me, here I am still unable to find that link between the strategy this House has brought and which clearly told the Government what it can do. I don't understand how and how the government from such a strategy entered into the competition and for exploitation. That's the first thing. It's another thing. I don't get it, and that's what I've been trying to do. That's what I've been asking the government for a year now. I've been asking the Resort Ministry. In the process of calling for tenders, the Ministry of Spatial Planning and Construction, which is the interpreter of the Spatial Regulation Strategy, which adopted this Assembly, gave the opinion of the Ministry of Economy on the opening of carbon research and exploitation tenders in such a way that Minister Anka Mrak Taritash made clear in that opinion which is an integral part of the tender documentation that it is possible to call a tender for research, therefore neither she mentions exploitation, outside the territorial sea. The territorial sea is 12 miles from the coast or from the starting lines to determine the limits of the territorial sea, which is about 22 km from the coast, from the plank islands. How and how the Ministry of the Economy, i.e. the Agency for Hydrocarbons, opened a tender about 6 km from the island and 10 km from the coast, no one has announced this to the Croatian public today. It's never been made public. Therefore, not only is a tender for the exploitation of the opposite strategy adopted by this Assembly, but there is also this exploitation and this research, for this research and for this exploitation, a tender in the territorial sea, which is contrary even to the opinion of the resolution minister who is required under the law to interpret the Strategy of Spatial Planning. Therefore, it's a major failure by the government. The whole process was done without strategic assessment of the impact on the environment of hydrocarbon research and exploitation. Inadmissible, it is inadmissible that a strategy could be launched or carried out during the course of the procedure. It is the impression that a strategy that has not yet been completed is actually being used as a cover for a project that the Government has actually launched without that strategic assessment. So, absolutely illegal procedure. Because we did not include neighbouring countries, Italy and Slovenia under the ESPO Convention, they have now practically stopped our strategic assessment with their letter. When will that assessment be made? I don't know. And on April 2nd, so in 15 days, the deadline for the government to sign contracts with companies that have been authorised to explore hydrocarbons in the Adriatic is 12 days. Therefore, the clumsy, illegal, incomprehensible procedure of the Croatian government, here I am concluding Mr. Vice President, which I have already said many times that can ultimately lead to defamation of both the government and the Republic of Croatia. Otherwise, I commend the report to Mr. Director, which is excellent and we will support it.
ParlaMint-HR_2015-03-20-0.u104964	Time, thank you. We're moving on to replicas. First, the esteemed Branko Vuksic.
ParlaMint-HR_2015-03-20-0.u104965	Dear counterpart Bačić, I am against it immediately, against drilling, exploration and exploitation of gas and oil in the Adriatic, personally. I say that I have too few arguments on which I can appreciate how much those who say, who claim as I do, I am clean for some reasons sentimental and even perhaps economical in the extreme case because if we pollute the Adriatic we lose tourism and lose what is really something beautiful. What you've been saying, we've said it many times. Look, you said illegal, illegal, and when the government does that, I mean, what picture is that, what message are we giving? Look, some powerful people get together and say we're gonna do it, but I guess there's one smart guy out there who's the devil's lawyer who says but it's illegal. So they say it doesn't matter. These are conversations, probably so, maybe they're a little more content than this. However, you mentioned the Environmental Protection Agency and in order to remember this Environment Protection Agency has been a black stinking hole in which it was stolen for years. Remember that recovery of that football field, the rehabilitation of the football field could have built kindergartens, schools, hospitals, etc. There is evidence just about the Environmental Protection Agency that shared money with shovels, there were suitcases of money carrying that Croatia has money, and how the money normally ends up in private pockets. So you wouldn't happen to have this debate, and it concerns those years that are very close to us, and imagine the DORH was one day late with a complaint application, one day. It's not too late. It's all connected. They're all connected, and a lot of people got money in their pocket because they were late.
ParlaMint-HR_2015-03-20-0.u104966	Time. Replication response, Branko Bacic.
ParlaMint-HR_2015-03-20-0.u104967	Thank you, Mr. Vice President. The truth for my colleague Vuksic is you were talking about the agency instead of the fund. The agency didn't have any problems with that. So you were thinking about the fund. I must commend the work of the agency that is here, and I have not been able to say it, so the Agency for Environmental Protection of the Republic of Croatia, which has a database on the environment, has not been contacted at all in this process of exploitation and exploration of hydrocarbons. Therefore, one of the strongest agencies, practically the only data available agency, was not involved in developing a strategic impact assessment on the environment and research and exploitation of hydrocarbons. I said it's scandalous that a parliamentary representative is not familiar with all the knowledge that draws on the exploration and exploitation of hydrocarbons mainly draws from the press because there is no other way. It is unacceptable for this huge, large project to pass past the Croatian Parliament, past parliamentary representatives. That's scandalous! The government, first of all, had implemented those documents imposed on it by the European directives on this should have met the Croatian Parliament. The Croatian Parliament should have been informed, we as advocates should have known and heard the arguments for and against, to have cost-benefit analysis, to study justification, to strategic environmental impact assessment and then to make a decision about it. And it's not strange, no, that 90% of Croats set themselves up by emotion, not reason, and that's why it happened to us that the government on 2 April will not make a commitment to itself, which is that April 2nd will sign a contract with the oil companies that it gave permission to investigate and exploit the hydrocarbon in the Adriatic.
ParlaMint-HR_2015-03-20-0.u104968	New replica, Damir Mateljan.
ParlaMint-HR_2015-03-20-0.u104969	Thank you, Mr. Vice President. Dear counterpart Bačić, you have stated in your debate that just since 2012 since this government took responsibility, you have stated that the situation in the environment has been going down especially with regard to investments in environmental policies in the Republic of Croatia. On the contrary, however, in the past 3 years, the Government of the Republic of Croatia has invested nearly 2 billion kunas in energy efficiency projects, investing more than half a billion kuna in municipal equipment procurement projects, several times more than it has done in recent years. And my colleague Vuksic himself told you what was the situation in the fund before this government arrived. In addition, you stated that exactly the waste management centres that are our obligation to the EU that just as this government came, the process and dynamics of their construction stopped, on the contrary, just as this government was coming, the dynamics of the construction of the waste management centre and the intrusion of the regional authorities, or the county, to strengthen it, have just begun to arrive and the funds for the construction of these centres have been provided to this government. In fact, 425m euros were secured in the accepted operational programme of cohesion competitiveness precisely for the construction of waste management centres. And the fact that fellow Vuksic is not as informed as you are about the testing of hydrocarbons in the Adriatic can't be the fault of the government, Mr. Bacic. Thank you very much.
ParlaMint-HR_2015-03-20-0.u104970	The answer to Branko Bacic's line.
ParlaMint-HR_2015-03-20-0.u104971	Thank you, Mr. Vice President. My colleague Matteljan, it is not my impression or my information that three times less resources in environmental protection were invested in 2012 compared to 2011. This is written to you on page 319 of this report, which clearly states that compared to 2011, it is three times less invested in the overall protection of the environment compared to 2011 and twice less compared to 2010 and 2009. About that so much, so that's the agency's data it's not my arbitrary interpretation of any data from this report. As far as the Waste Management Centre is concerned, you can also see from the media or by questioning us who have the privilege of being members of the Assembly Committee, so we know some information better than others, but the fact is that 18 centres were originally planned which regionally speaking to the county, now according to information is being talked about 13. However, the waste management plan, which is like a basic document stemming from the Sustainable Waste Management Act, has not been adopted. I know that the public debate was concluded, that it was in December until January 15th, but it was also an obligation to adopt it by December 31st. Therefore, the delay in this strategic document entails a number of other penalties, we cannot expect the units of local self-government to do something to us when to do something is to assume that something is made by the state, the state has not done, how it will make the units of local self-government, how the counties will assess whether the waste management plan, for example, of the City of Dubrovnik, is in line with the waste management plan in the Republic of Croatia when the state... So, that's what I was talking about, we're late with it, we shouldn't run away from it, and let's not, I'm not talking about it, but because I'm worried about it because we'll be able to... [[You can't hear the speaker.]] Croatia. [[Speakers speaking at the same time do not understand.]]
ParlaMint-HR_2015-03-20-0.u104972	It's a new replica of Mirella Holly.
ParlaMint-HR_2015-03-20-0.u104973	Dear colleague Bačić, I must admit that I am quite surprised with your dissatisfaction with the implementation of the environmental policy of this government since they are in principle no different from the environmental protection policy implemented by your government. I can also list specific areas in which this government is a follower of the politics of your governments. You mentioned a lot of waste management, we have these waste management centres that have been completely pre-remended financially, where decisions on how technology will be defined and how financial construction will be created in any unusual negotiations between Croatian let me say the representative and the JASPERS representative. Was that for the benefit of Croatian citizens and Croatian states? No, because now it turns out that some waste management centres will pay far more of us as a state with our share than if we had entered some technology and modern technology alone, we would have realised them faster and better. You were also talking about the exploitation of hydrocarbons, and I didn't get the impression before you had something against the oil and gas business. And as for respecting procedures, just one little reminder regarding the adoption of the Water Act that you passed at the last cabinet session without having even had a discussion on the parent board, not to mention a public debate on the Water Act as one of the key laws in the field of environmental protection. So I think that you must be completely satisfied with the policy of protecting the environment of this government because it is the heir to the policy that you have been leading all along.
ParlaMint-HR_2015-03-20-0.u104974	Branko Bacic's answer.
ParlaMint-HR_2015-03-20-0.u104975	Thank you, Mr. Vice President. Dear colleagues Holly, I, in the work in which this government implements environmental policy, you know very well when it is on the trail of respect for the documents we adopted and signed in the process of joining the Republic of Croatia in full EU membership. And I said last night, we had a similar debate last night, and I also said today that when it comes to building a waste management centre that we took the obligation to establish a sustainable waste management that the government is not carrying the blame itself. I was talking about the fact that the government, in this process, is very important to cooperate with local self-government units, with units of regional self-government on finding a location, on meeting all those standards, on environmental protection, etc., etc. But I argue that the government did not continue to rhythm and dynamics that were expected, and I was talking about it when dealing with and managing waste. As for the exploration and exploitation of hydrocarbons, I think you know very well that I am already two years old talking about it both in the Parliament and on the board and that we held two thematic sessions that I am trying to sensitise the Croatian public and, on the other hand, to learn about the government that what it does is not in accordance with the law adopted by this Croatian Parliament. I don't know what you're seeing when it comes to the exploration of hydrocarbon exploitation that this government is continuing projects of the previous government. In fact, it is that of those, you well know that in 2005, as a member of the government of the Croatian Democratic Community, I opposed the company of Adria. You know it no matter And at this point, the Government is entering a project which is kudikamo, which can cause more damage to the marine environment than the Adria project. [[Intruder Stazic: Time.]]
ParlaMint-HR_2015-03-20-0.u104976	New replica, Marin Jurjevic.
ParlaMint-HR_2015-03-20-0.u104977	A colleague of Bacic's. You said one good thing when you were talking about the exploration and exploitation of hydrocarbons on the Adriatic, you said it would be bad for us to make decisions with emotion and not reason. So I appeal to all of us, so both to you and to myself that first of all we use reason, emotionally you, emotionally bound surely to the Adriatic, live at sea, the sea almost flows through our veins from the first breath, we breathed that air along the sea full of iodine, etc.. But we really need to look at the Adriatic as a whole. So he is not only Croatian Adriatic and he is both Slovenian and Montenegrin and Italian etc.. So we really can't, there can't be a Robinzonia in Croatia. We're not excluded from what's around us. And it really is not negligible whether there are researches on the Adriatic right now, whether there are platforms, whether there are oil, gas, etc. It's not healthy to go sometimes, it's not healthy to irradiate, go to X-ray etc., but to save your life you'll go to it, do a search that isn't healthy even but ultimately saves your life. I'm appealing to it because this one, there's been an estheradisation of this important issue. It's going to the lowest emotion. Who is talking about Croatia may need to be dealt with in the way that all modern developed countries and countries that protect and are environmentally conscious are doing it. You've become enemies of your country in advance. There's so much emotion, it's used as an argument in this kind of politicization. I think it's bad and we just have to be smarter all together when we talk about this if it's in favor of Croatia and all of us and our children and grandchildren.
ParlaMint-HR_2015-03-20-0.u104978	Branko Bacic, reply to the line.
ParlaMint-HR_2015-03-20-0.u104979	Thank you, Madam Vice President. Here, at the end of the day you said best to your colleague Jurjevic, we must be smarter and calmer if it is in the interest of the country's development. So if it is, you don't know yourself as a parliamentary representative whether or not he is, but you say if he is. And in order to know you have to bring quality cost benefit analysis of what it brings to Croatia compared to other activities that relate to the Adriatic. That's one thing. Secondly, I am not speaking emotionally at all but speaking from what this House has brought and which prevents and does not allow what the Government is doing. And that's why I may be speaking more passionately, but I am fully available to all of those elements that I can express and claim that what the government is doing is illegal. That and that's it. And then when we get to the Parliament, we'll discuss everything that needs to be discussed, we'll bring in the documents that need to be brought in, we'll determine the cost of benefit analysis, then we'll be able to further argue whether or not we'll go into hydrocarbon research, if we're going to exploit just gas, not oil. So there are a lot of questions, a lot of questionnaires that should have been resolved before this process started. Therefore, in that sense, I think that you who come together with the sea should be in the interest of the government acting in the way it is foreseen under the law, and this procedure leads to it. I claim that what he's doing now will only lead to the government's abandonment of the project as is the case with the monetization. The government has set out to monetize without any debate in the Croatian Parliament. I hear from the media that there is a plan A, so there is plan B, so plan A has failed, now plan B will go into the privatisation of HAC-ONC etc., etc., it is unacceptable for such projects to happen beyond the Croatian Parliament. And what are we going to discuss in the House if we don't discuss it, that's what I'm interested in? Here.
ParlaMint-HR_2015-03-20-0.u104980	Drazen Djurovic, replica.
ParlaMint-HR_2015-03-20-0.u104981	Thank you. In a country where, systematically, there is no industrial policy in which the industry is on its knees, in a country where agriculture is systematically destroyed, a new bait has appeared, and that is oil, so we will solve our problems by now pulverizing oil, we will not develop agriculture, nor industrial policy, but we will already... of oil, it's such a bad, naive, so transparent fairy tale and bait sold to Croatian citizens. [[The speaker doesn't understand.]] And instead of clearing it up, revealing it, and not being at all, let's not let that story develop any further, you relativize it in some way and in your debate and in your replicas at all this situation and call for cost-censored analysis, cost-censorship analysis of hydrocarbon exploitation which, when research is not done, is how we're going to have cost-censorphite analysis. On the other hand, we have oil platforms, gas platforms in the northern Adriatic. About 70% of our needs are covered from domestic sources. Is that why the gas in the Republic of Croatia is less expensive, does Croatian citizens benefit from it? They have minimal benefits, as they will have the same benefits in the case of oil platforms on the Adriatic, except for part of the drawback fee. And to put ourselves in a position to take such a risk, I would never personally, regardless of party membership and party discipline, while I am a representative or while I am involved in politics, would never take over and would never support the plan, project or policy of oil exploitation in the Croatian Adriatic, precisely because of those children, because of those generations, because of the nature that should remain behind us and our mandates.
ParlaMint-HR_2015-03-20-0.u104982	Branko Bacic, reply to the line.
ParlaMint-HR_2015-03-20-0.u104983	Thank you, Madam Vice President. I do not relativise the question of research and exploitation at all, but I ask that in this process and in every other procedure, so I also said in the process of monetization the Croatian Parliament respect the laws this Parliament has passed, respect the European directives that prescribe the actions in the sea and preserve the marine environment. I insist on that. The second is my personal approach, I was speaking for the club. As far as I'm concerned, I'm not against neither research nor gas exploitation in the Adriatic. We already have that in the northern part of the Adriatic and I'm not against it, but I'm against this kind of approach to gas exploration and exploitation, that's what this is about. And I am against oil platforms on the eastern coast of the Adriatic because since the Adriatic is a closed sea in which electricity is known, which would be one and a smaller acid as they call the possibility of spilling oil from the wells marked the Croatian coast. That's why I'm against oil exploitation, and I'm not against, personally, if you ask me, I'm not against gas exploration or exploitation. And I am also aware of the gas, especially oil in this House, that the Croatian public is aware of it, that it knows what it can bring, that we are all familiar with the possibilities and dangers that can happen in terms of oil exploration and exploitation. And that's why I talked about it today and I talk about it all the time.
ParlaMint-HR_2015-03-20-0.u104984	On behalf of the SDP representative club, colleague Damir Mateljan.
ParlaMint-HR_2015-03-20-0.u104985	Dear Madam Vice-President of the Croatian Parliament, dear deputy minister with associates, respected colleagues and fellow MPs. The space, or everything that makes this space a basic, means the environment, the basic and basic, the most valuable resource available to it. Therefore, the exceptional importance of the environment is for the economy, for society as a whole, and gives us exceptional concern for its preservation and protection, for its effective use, for continuous monitoring of the state of the environment. At the same time, the environment tells us the results of the permanent environmental monitoring to be included in the answers to how the environment, or individual environmental segments, can be included in the function of the overall development of the Republic of Croatia. The basic document on the state of the environment at national level is the Environment Report in the Republic of Croatia, so the document that honors MPs and MPs is today in front of us. The report on the state of the environment in the Republic of Croatia is based on the law by the Environmental Protection Agency every four years, and this report refers to the period from 2009 to 2012, but part of the data, part of the information, part of the trends also apply to longer periods of time because trends in measurement in the environment can only be observed after a small longer period of time. This report is extensive, it is professional, it is methodologically consistent with the prescribed European and national strategies or methodologies, it is comprehensive, cross-sectoralally processed. Data and information structured in the form of environmental indicators are the basis for carrying out an overall environmental assessment and an assessment of the achievement of the objectives of basic and strategic and planning documents in the field of environmental protection. Such documents, strategic documents in the area of environmental protection which necessarily need to use conclusions, data and all other information of this report are the Sustainable Development Strategy, i.e. national action plans on the environment. However, in addition to providing a basis for environmental policy strategies, this document provides, by its way and methodology, the basis for other sectors, therefore, for their strategic thinking, and not just for those environmental policies. The methodological approach to the production of this report has been taken over by the European Environment Agency and it implies a sectoral approach or classification of thematic areas to environmental components and sectoral burdens with a review of the environmental policy situation. The section of the sectoral burden report provides data on the impact of the sector on the environment and the following sectors are listed and processed: use of space with demographic data, energy, industry, transport, agriculture, forestry, fisheries, tourism, use of chemicals and waste management. It is very interesting to read the conclusions of some of these sectors. The use of space with demographic data, one of the conclusions of the report on the state of the environment is the conclusion that the objectives of political development of Croatia are not met, visible in the uneven development of our regions and increasing pressure on larger cities. The conclusion is that demographic trends are negative and the trend of the depopulation is very pronounced, especially the depopulation of our rural area, and the fact is that over the past 10 years, population decline has been reported by 10.7%. These facts, therefore, may not be the basis for environmental strategies, but they are certainly the basis for those institutions dealing with regional development, or those institutions dealing with rural development. Energy, industry or transport. It should be noted here that the report shows that the share of renewable energy sources in production electricity is extremely low. It is 28.7%, but when we exclude from that share that share of electricity produced in large power plants, we are actually left with only 2.8% of electricity produced from the sun, wind, biomass or small hydropower plants. Therefore, all those who will form their strategies in the future must take into account this fact in order for Croatia to reach at least the level defined in the National Development Strategy of the Republic of Croatia, which is 5.8% of the share in energy from renewable energy sources. Croatia's energy depends heavily on electricity imports as it depends on oil imports. The construction sector has been recognised as the largest individual energy consumer, however, it is also such and represents the greatest potential for energy savings. Therefore, the government through the Environmental Protection Fund over the past period has allocated 2 billion euros, an apology of 2 billion kuna for energy efficiency projects. And these days, competitions concerning energy efficiency are under way right in the construction of both the residential and the inhabitable ones, and the competition concerning the energy efficiency of the family houses is about 600 million kuna. As far as waste management is concerned, we can generally look at the content of this report and say that progress has been made. Compared to 2008, the volume of waste produced decreased by 7% in 2012. During the same period, the share of municipal waste that is delayed from 97% to 83% was reduced. At the same time, from 45% to 85%, the share of citizens who have access to a certain type of waste classification has been increased, and it is not important to say that over the past three years, a whole series of municipal equipment procurement projects has been launched. It was about eco-islets, it was about cans to collect, to select waste, trucks to transport and collect waste. So, communal tools. The total value, i.e. total co-financing by the Environment Fund against these projects, amounted to over half a billion kuna. However, in order to establish an integrated waste management system, it is necessary to fulfil our obligation to the EU, which is to build a waste management centre. Currently, the process of changing the existing waste management plan is in the final phase, which will define that 13 waste management centres, county or regional centres are needed in Croatia. In addition, the Environment and Energy Efficiency Fund in its paper in a way that finances the facility for the mechanical and biological waste treatment and thus in a way that the fund co-finances that part of the costs that has not been the case so far. Then the percentage of compulsory local co-financing of waste management centres projects is reduced in a way that provides 90% of the funds needed through EU funds and funds. And therefore, the units of the district self-government, i.e. in the counties, remain to cover the other 10% of the funds. So far, this has been the case of 20% and more of the participation of local self-government, i.e. the county in the construction, or all of those activities related to the construction of waste management centres. It is also necessary to say that through the accepted operational programme of competitiveness and cohesion of... By 2020, 425m euros have been provided for the construction of waste management centres. [[The speaker doesn't understand.]] This report also includes the whole of the environmental component containing the data showing the state of each individual environmental component, so air, water, soil, sea, biodiversity, and containing information and data related to climate change and those parameters affecting human health. In addition to the totals relating to the sectoral burden of the whole relating to the environmental component, this report also contains a whole called the general environmental protection and sustainable development issues under consideration of the institutional and legislative framework with data on the effectiveness of the instruments and measures implemented in the field of environmental protection. By using the European methodology for drawing up this report, i.e. by taking over the basic structure of the European Environment Agency for the first time, this Environment Report also contains the whole of an integrated environmental protection theme containing information and information on activities, dynamics and the achievement of the objectives set out in the field of integrated environmental protection topics such as sustainable production and consumption, resource efficiency and eco-system and green economy services. Finally, it is necessary to say that the purpose of this Report is, above all, to report to environmental decision makers in the country, and the effectiveness of the implementation of the environmental protection policy. This report gives a very transparent, understandable, systematic and multidisciplinary way to the general public, the civil sector, the public sector, the economic sector, the scientific and professional public and all, so it gives an insight into a whole range of information, data, trends, and an assessment of the state of the environment and the effectiveness of environmental protection policies. This report is the basis for all their planning, strategic and other documents, which, unlike many reports that have come to debate before this House of Commons, is very useful. And for all these reasons, the SDP club will support this report. Thank you very much.
ParlaMint-HR_2015-03-20-0.u104986	Boro Grubisic, replica.
