Session,Date,Male,Female
ParlaMint-HR-en_2005-09-21-0-meta.tsv,2005-09-21,60,19
ParlaMint-HR-en_2005-09-22-0-meta.tsv,2005-09-22,33,8
ParlaMint-HR-en_2005-09-23-0-meta.tsv,2005-09-23,15,1
ParlaMint-HR-en_2005-09-28-0-meta.tsv,2005-09-28,35,7
ParlaMint-HR-en_2005-09-29-0-meta.tsv,2005-09-29,21,3
ParlaMint-HR-en_2005-09-30-0-meta.tsv,2005-09-30,20,4
ParlaMint-HR-en_2005-10-05-0-meta.tsv,2005-10-05,33,12
ParlaMint-HR-en_2005-10-06-0-meta.tsv,2005-10-06,40,12
ParlaMint-HR-en_2005-10-13-0-meta.tsv,2005-10-13,32,6
ParlaMint-HR-en_2005-10-14-0-meta.tsv,2005-10-14,24,8
ParlaMint-HR-en_2005-11-09-0-meta.tsv,2005-11-09,57,19
ParlaMint-HR-en_2005-11-10-0-meta.tsv,2005-11-10,40,6
ParlaMint-HR-en_2005-11-11-0-meta.tsv,2005-11-11,22,13
ParlaMint-HR-en_2005-11-15-0-meta.tsv,2005-11-15,38,11
ParlaMint-HR-en_2005-11-16-0-meta.tsv,2005-11-16,37,7
ParlaMint-HR-en_2005-11-17-0-meta.tsv,2005-11-17,41,11
ParlaMint-HR-en_2005-11-22-0-meta.tsv,2005-11-22,88,27
ParlaMint-HR-en_2005-11-23-0-meta.tsv,2005-11-23,6,1
ParlaMint-HR-en_2005-11-24-0-meta.tsv,2005-11-24,29,10
ParlaMint-HR-en_2005-11-25-0-meta.tsv,2005-11-25,23,7
ParlaMint-HR-en_2005-11-30-0-meta.tsv,2005-11-30,37,14
ParlaMint-HR-en_2005-12-01-0-meta.tsv,2005-12-01,14,10
ParlaMint-HR-en_2005-12-02-0-meta.tsv,2005-12-02,22,4
ParlaMint-HR-en_2005-12-06-0-meta.tsv,2005-12-06,37,15
ParlaMint-HR-en_2005-12-07-0-meta.tsv,2005-12-07,24,7
ParlaMint-HR-en_2005-12-08-0-meta.tsv,2005-12-08,35,12
ParlaMint-HR-en_2005-12-13-0-meta.tsv,2005-12-13,0,0
ParlaMint-HR-en_2005-12-14-0-meta.tsv,2005-12-14,19,4
ParlaMint-HR-en_2005-12-15-0-meta.tsv,2005-12-15,31,6
ParlaMint-HR-en_2006-01-25-0-meta.tsv,2006-01-25,54,21
ParlaMint-HR-en_2006-01-26-0-meta.tsv,2006-01-26,30,8
ParlaMint-HR-en_2006-01-27-0-meta.tsv,2006-01-27,46,16
ParlaMint-HR-en_2006-02-01-0-meta.tsv,2006-02-01,26,5
ParlaMint-HR-en_2006-02-02-0-meta.tsv,2006-02-02,30,8
ParlaMint-HR-en_2006-02-03-0-meta.tsv,2006-02-03,7,5
ParlaMint-HR-en_2006-02-08-0-meta.tsv,2006-02-08,39,8
ParlaMint-HR-en_2006-02-09-0-meta.tsv,2006-02-09,34,8
ParlaMint-HR-en_2006-02-10-0-meta.tsv,2006-02-10,10,1
ParlaMint-HR-en_2006-02-15-0-meta.tsv,2006-02-15,30,9
ParlaMint-HR-en_2006-02-16-0-meta.tsv,2006-02-16,18,4
ParlaMint-HR-en_2006-02-17-0-meta.tsv,2006-02-17,24,11
ParlaMint-HR-en_2006-03-01-0-meta.tsv,2006-03-01,63,15
ParlaMint-HR-en_2006-03-02-0-meta.tsv,2006-03-02,35,6
ParlaMint-HR-en_2006-03-03-0-meta.tsv,2006-03-03,44,10
ParlaMint-HR-en_2006-03-08-0-meta.tsv,2006-03-08,35,7
ParlaMint-HR-en_2006-03-09-0-meta.tsv,2006-03-09,19,7
ParlaMint-HR-en_2006-03-10-0-meta.tsv,2006-03-10,24,4
ParlaMint-HR-en_2006-03-15-0-meta.tsv,2006-03-15,37,10
ParlaMint-HR-en_2006-03-22-0-meta.tsv,2006-03-22,45,6
ParlaMint-HR-en_2006-03-23-0-meta.tsv,2006-03-23,35,16
ParlaMint-HR-en_2006-03-24-0-meta.tsv,2006-03-24,21,4
ParlaMint-HR-en_2006-03-29-0-meta.tsv,2006-03-29,45,20
ParlaMint-HR-en_2006-03-30-0-meta.tsv,2006-03-30,39,8
ParlaMint-HR-en_2006-03-31-0-meta.tsv,2006-03-31,16,3
ParlaMint-HR-en_2006-04-10-0-meta.tsv,2006-04-10,34,17
ParlaMint-HR-en_2006-04-11-0-meta.tsv,2006-04-11,37,8
ParlaMint-HR-en_2006-04-12-0-meta.tsv,2006-04-12,1,0
ParlaMint-HR-en_2006-05-10-0-meta.tsv,2006-05-10,56,19
ParlaMint-HR-en_2006-05-11-0-meta.tsv,2006-05-11,31,7
ParlaMint-HR-en_2006-05-12-0-meta.tsv,2006-05-12,21,6
ParlaMint-HR-en_2006-05-17-0-meta.tsv,2006-05-17,44,10
ParlaMint-HR-en_2006-05-18-0-meta.tsv,2006-05-18,43,6
ParlaMint-HR-en_2006-05-24-0-meta.tsv,2006-05-24,17,4
ParlaMint-HR-en_2006-05-25-0-meta.tsv,2006-05-25,41,12
ParlaMint-HR-en_2006-05-26-0-meta.tsv,2006-05-26,24,7
ParlaMint-HR-en_2006-05-31-0-meta.tsv,2006-05-31,14,13
ParlaMint-HR-en_2006-06-01-0-meta.tsv,2006-06-01,31,4
ParlaMint-HR-en_2006-06-02-0-meta.tsv,2006-06-02,19,4
ParlaMint-HR-en_2006-06-06-0-meta.tsv,2006-06-06,46,14
ParlaMint-HR-en_2006-06-07-0-meta.tsv,2006-06-07,15,5
ParlaMint-HR-en_2006-06-08-0-meta.tsv,2006-06-08,30,9
ParlaMint-HR-en_2006-06-09-0-meta.tsv,2006-06-09,21,6
ParlaMint-HR-en_2006-06-27-0-meta.tsv,2006-06-27,54,20
ParlaMint-HR-en_2006-06-28-0-meta.tsv,2006-06-28,30,13
ParlaMint-HR-en_2006-06-29-0-meta.tsv,2006-06-29,33,10
ParlaMint-HR-en_2006-06-30-0-meta.tsv,2006-06-30,13,4
ParlaMint-HR-en_2006-07-04-0-meta.tsv,2006-07-04,36,7
ParlaMint-HR-en_2006-07-05-0-meta.tsv,2006-07-05,49,13
ParlaMint-HR-en_2006-07-06-0-meta.tsv,2006-07-06,30,7
ParlaMint-HR-en_2006-07-07-0-meta.tsv,2006-07-07,38,9
ParlaMint-HR-en_2006-07-11-0-meta.tsv,2006-07-11,47,17
ParlaMint-HR-en_2006-07-12-0-meta.tsv,2006-07-12,30,7
ParlaMint-HR-en_2006-07-13-0-meta.tsv,2006-07-13,5,2
ParlaMint-HR-en_2006-09-27-0-meta.tsv,2006-09-27,54,17
ParlaMint-HR-en_2006-09-28-0-meta.tsv,2006-09-28,37,6
ParlaMint-HR-en_2006-09-29-0-meta.tsv,2006-09-29,28,6
ParlaMint-HR-en_2006-10-04-0-meta.tsv,2006-10-04,32,16
ParlaMint-HR-en_2006-10-05-0-meta.tsv,2006-10-05,39,6
ParlaMint-HR-en_2006-10-11-0-meta.tsv,2006-10-11,47,12
ParlaMint-HR-en_2006-10-12-0-meta.tsv,2006-10-12,24,6
ParlaMint-HR-en_2006-10-13-0-meta.tsv,2006-10-13,24,2
ParlaMint-HR-en_2006-10-18-0-meta.tsv,2006-10-18,31,7
ParlaMint-HR-en_2006-10-19-0-meta.tsv,2006-10-19,43,5
ParlaMint-HR-en_2006-10-20-0-meta.tsv,2006-10-20,24,2
ParlaMint-HR-en_2006-11-15-0-meta.tsv,2006-11-15,58,18
ParlaMint-HR-en_2006-11-16-0-meta.tsv,2006-11-16,29,13
ParlaMint-HR-en_2006-11-17-0-meta.tsv,2006-11-17,32,5
ParlaMint-HR-en_2006-11-22-0-meta.tsv,2006-11-22,55,26
ParlaMint-HR-en_2006-11-23-0-meta.tsv,2006-11-23,38,15
ParlaMint-HR-en_2006-11-24-0-meta.tsv,2006-11-24,29,7
ParlaMint-HR-en_2006-11-29-0-meta.tsv,2006-11-29,36,3
ParlaMint-HR-en_2006-11-30-0-meta.tsv,2006-11-30,34,6
ParlaMint-HR-en_2006-12-01-0-meta.tsv,2006-12-01,2,1
ParlaMint-HR-en_2006-12-06-0-meta.tsv,2006-12-06,36,8
ParlaMint-HR-en_2006-12-07-0-meta.tsv,2006-12-07,29,12
ParlaMint-HR-en_2006-12-08-0-meta.tsv,2006-12-08,18,7
ParlaMint-HR-en_2006-12-13-0-meta.tsv,2006-12-13,34,7
ParlaMint-HR-en_2006-12-14-0-meta.tsv,2006-12-14,26,6
ParlaMint-HR-en_2006-12-15-0-meta.tsv,2006-12-15,35,6
ParlaMint-HR-en_2007-01-24-0-meta.tsv,2007-01-24,49,19
ParlaMint-HR-en_2007-01-25-0-meta.tsv,2007-01-25,24,10
ParlaMint-HR-en_2007-01-26-0-meta.tsv,2007-01-26,19,7
ParlaMint-HR-en_2007-01-31-0-meta.tsv,2007-01-31,23,5
ParlaMint-HR-en_2007-02-01-0-meta.tsv,2007-02-01,32,4
ParlaMint-HR-en_2007-02-02-0-meta.tsv,2007-02-02,24,7
ParlaMint-HR-en_2007-02-07-0-meta.tsv,2007-02-07,41,8
ParlaMint-HR-en_2007-02-08-0-meta.tsv,2007-02-08,32,8
ParlaMint-HR-en_2007-02-09-0-meta.tsv,2007-02-09,16,3
ParlaMint-HR-en_2007-02-14-0-meta.tsv,2007-02-14,33,11
ParlaMint-HR-en_2007-02-15-0-meta.tsv,2007-02-15,32,9
ParlaMint-HR-en_2007-02-16-0-meta.tsv,2007-02-16,23,7
ParlaMint-HR-en_2007-02-22-0-meta.tsv,2007-02-22,46,12
ParlaMint-HR-en_2007-03-21-0-meta.tsv,2007-03-21,52,17
ParlaMint-HR-en_2007-03-22-0-meta.tsv,2007-03-22,29,6
ParlaMint-HR-en_2007-03-23-0-meta.tsv,2007-03-23,16,5
ParlaMint-HR-en_2007-03-28-0-meta.tsv,2007-03-28,29,6
ParlaMint-HR-en_2007-03-29-0-meta.tsv,2007-03-29,28,13
ParlaMint-HR-en_2007-03-30-0-meta.tsv,2007-03-30,22,8
ParlaMint-HR-en_2007-04-18-0-meta.tsv,2007-04-18,29,5
ParlaMint-HR-en_2007-04-19-0-meta.tsv,2007-04-19,29,7
ParlaMint-HR-en_2007-04-20-0-meta.tsv,2007-04-20,21,10
ParlaMint-HR-en_2007-04-25-0-meta.tsv,2007-04-25,27,14
ParlaMint-HR-en_2007-04-26-0-meta.tsv,2007-04-26,31,6
ParlaMint-HR-en_2007-04-27-0-meta.tsv,2007-04-27,14,4
ParlaMint-HR-en_2007-05-16-0-meta.tsv,2007-05-16,35,6
ParlaMint-HR-en_2007-05-17-0-meta.tsv,2007-05-17,34,10
ParlaMint-HR-en_2007-05-18-0-meta.tsv,2007-05-18,7,13
ParlaMint-HR-en_2007-05-23-0-meta.tsv,2007-05-23,17,13
ParlaMint-HR-en_2007-05-24-0-meta.tsv,2007-05-24,30,9
ParlaMint-HR-en_2007-05-25-0-meta.tsv,2007-05-25,17,4
ParlaMint-HR-en_2007-05-30-0-meta.tsv,2007-05-30,30,12
ParlaMint-HR-en_2007-05-31-0-meta.tsv,2007-05-31,28,8
ParlaMint-HR-en_2007-06-01-0-meta.tsv,2007-06-01,5,0
ParlaMint-HR-en_2007-06-13-0-meta.tsv,2007-06-13,55,20
ParlaMint-HR-en_2007-06-14-0-meta.tsv,2007-06-14,22,1
ParlaMint-HR-en_2007-06-15-0-meta.tsv,2007-06-15,20,5
ParlaMint-HR-en_2007-06-19-0-meta.tsv,2007-06-19,34,5
ParlaMint-HR-en_2007-06-20-0-meta.tsv,2007-06-20,25,8
ParlaMint-HR-en_2007-06-21-0-meta.tsv,2007-06-21,22,6
ParlaMint-HR-en_2007-06-27-0-meta.tsv,2007-06-27,30,9
ParlaMint-HR-en_2007-06-28-0-meta.tsv,2007-06-28,58,18
ParlaMint-HR-en_2007-06-29-0-meta.tsv,2007-06-29,14,4
ParlaMint-HR-en_2007-07-04-0-meta.tsv,2007-07-04,30,9
ParlaMint-HR-en_2007-07-05-0-meta.tsv,2007-07-05,43,17
ParlaMint-HR-en_2007-07-06-0-meta.tsv,2007-07-06,18,2
ParlaMint-HR-en_2007-07-11-0-meta.tsv,2007-07-11,30,17
ParlaMint-HR-en_2007-07-12-0-meta.tsv,2007-07-12,37,16
ParlaMint-HR-en_2007-09-26-0-meta.tsv,2007-09-26,45,20
ParlaMint-HR-en_2007-09-27-0-meta.tsv,2007-09-27,37,12
ParlaMint-HR-en_2007-09-28-0-meta.tsv,2007-09-28,10,1
ParlaMint-HR-en_2007-10-03-0-meta.tsv,2007-10-03,30,6
ParlaMint-HR-en_2007-10-04-0-meta.tsv,2007-10-04,41,14
ParlaMint-HR-en_2007-10-05-0-meta.tsv,2007-10-05,5,3
ParlaMint-HR-en_2007-10-10-0-meta.tsv,2007-10-10,22,9
ParlaMint-HR-en_2007-10-11-0-meta.tsv,2007-10-11,28,15
ParlaMint-HR-en_2007-10-12-0-meta.tsv,2007-10-12,14,4
ParlaMint-HR-en_2008-01-11-0-meta.tsv,2008-01-11,12,5
ParlaMint-HR-en_2008-01-11-1-meta.tsv,2008-01-11,14,4
ParlaMint-HR-en_2008-01-12-0-meta.tsv,2008-01-12,59,15
ParlaMint-HR-en_2008-02-20-0-meta.tsv,2008-02-20,50,23
ParlaMint-HR-en_2008-02-21-0-meta.tsv,2008-02-21,31,8
ParlaMint-HR-en_2008-02-22-0-meta.tsv,2008-02-22,13,6
ParlaMint-HR-en_2008-02-27-0-meta.tsv,2008-02-27,84,29
ParlaMint-HR-en_2008-02-28-0-meta.tsv,2008-02-28,36,11
ParlaMint-HR-en_2008-02-29-0-meta.tsv,2008-02-29,24,6
ParlaMint-HR-en_2008-03-06-0-meta.tsv,2008-03-06,26,10
ParlaMint-HR-en_2008-03-07-0-meta.tsv,2008-03-07,24,12
ParlaMint-HR-en_2008-03-12-0-meta.tsv,2008-03-12,58,17
ParlaMint-HR-en_2008-03-13-0-meta.tsv,2008-03-13,33,12
ParlaMint-HR-en_2008-03-14-0-meta.tsv,2008-03-14,33,11
ParlaMint-HR-en_2008-03-26-0-meta.tsv,2008-03-26,36,14
ParlaMint-HR-en_2008-03-27-0-meta.tsv,2008-03-27,36,9
ParlaMint-HR-en_2008-03-28-0-meta.tsv,2008-03-28,13,4
ParlaMint-HR-en_2008-04-23-0-meta.tsv,2008-04-23,60,16
ParlaMint-HR-en_2008-04-24-0-meta.tsv,2008-04-24,31,13
ParlaMint-HR-en_2008-04-25-0-meta.tsv,2008-04-25,28,2
ParlaMint-HR-en_2008-04-29-0-meta.tsv,2008-04-29,38,8
ParlaMint-HR-en_2008-04-30-0-meta.tsv,2008-04-30,37,17
ParlaMint-HR-en_2008-05-06-0-meta.tsv,2008-05-06,22,5
ParlaMint-HR-en_2008-05-07-0-meta.tsv,2008-05-07,28,10
ParlaMint-HR-en_2008-05-08-0-meta.tsv,2008-05-08,26,17
ParlaMint-HR-en_2008-05-09-0-meta.tsv,2008-05-09,19,1
ParlaMint-HR-en_2008-05-13-0-meta.tsv,2008-05-13,37,9
ParlaMint-HR-en_2008-05-14-0-meta.tsv,2008-05-14,31,11
ParlaMint-HR-en_2008-05-15-0-meta.tsv,2008-05-15,37,10
ParlaMint-HR-en_2008-05-16-0-meta.tsv,2008-05-16,27,9
ParlaMint-HR-en_2008-05-20-0-meta.tsv,2008-05-20,30,8
ParlaMint-HR-en_2008-05-21-0-meta.tsv,2008-05-21,24,13
ParlaMint-HR-en_2008-05-27-0-meta.tsv,2008-05-27,42,11
ParlaMint-HR-en_2008-05-28-0-meta.tsv,2008-05-28,14,11
ParlaMint-HR-en_2008-05-29-0-meta.tsv,2008-05-29,40,14
ParlaMint-HR-en_2008-06-17-0-meta.tsv,2008-06-17,57,22
ParlaMint-HR-en_2008-06-18-0-meta.tsv,2008-06-18,35,8
ParlaMint-HR-en_2008-06-19-0-meta.tsv,2008-06-19,29,11
ParlaMint-HR-en_2008-06-20-0-meta.tsv,2008-06-20,17,2
ParlaMint-HR-en_2008-06-23-0-meta.tsv,2008-06-23,33,9
ParlaMint-HR-en_2008-06-24-0-meta.tsv,2008-06-24,28,3
ParlaMint-HR-en_2008-07-02-0-meta.tsv,2008-07-02,16,9
ParlaMint-HR-en_2008-07-03-0-meta.tsv,2008-07-03,38,15
ParlaMint-HR-en_2008-07-04-0-meta.tsv,2008-07-04,23,6
ParlaMint-HR-en_2008-07-08-0-meta.tsv,2008-07-08,44,8
ParlaMint-HR-en_2008-07-09-0-meta.tsv,2008-07-09,39,10
ParlaMint-HR-en_2008-07-10-0-meta.tsv,2008-07-10,33,12
ParlaMint-HR-en_2008-07-11-0-meta.tsv,2008-07-11,27,9
ParlaMint-HR-en_2008-07-14-0-meta.tsv,2008-07-14,44,12
ParlaMint-HR-en_2008-07-15-0-meta.tsv,2008-07-15,2,0
ParlaMint-HR-en_2008-09-17-0-meta.tsv,2008-09-17,59,16
ParlaMint-HR-en_2008-09-18-0-meta.tsv,2008-09-18,35,13
ParlaMint-HR-en_2008-09-19-0-meta.tsv,2008-09-19,26,8
ParlaMint-HR-en_2008-09-24-0-meta.tsv,2008-09-24,25,10
ParlaMint-HR-en_2008-09-25-0-meta.tsv,2008-09-25,32,10
ParlaMint-HR-en_2008-09-26-0-meta.tsv,2008-09-26,24,10
ParlaMint-HR-en_2008-10-01-0-meta.tsv,2008-10-01,37,10
ParlaMint-HR-en_2008-10-02-0-meta.tsv,2008-10-02,49,15
ParlaMint-HR-en_2008-10-03-0-meta.tsv,2008-10-03,25,7
ParlaMint-HR-en_2008-10-10-0-meta.tsv,2008-10-10,12,1
ParlaMint-HR-en_2008-10-15-0-meta.tsv,2008-10-15,40,11
ParlaMint-HR-en_2008-10-16-0-meta.tsv,2008-10-16,29,6
ParlaMint-HR-en_2008-10-17-0-meta.tsv,2008-10-17,18,8
ParlaMint-HR-en_2008-10-22-0-meta.tsv,2008-10-22,55,19
ParlaMint-HR-en_2008-10-23-0-meta.tsv,2008-10-23,37,6
ParlaMint-HR-en_2008-10-24-0-meta.tsv,2008-10-24,23,7
ParlaMint-HR-en_2008-10-28-0-meta.tsv,2008-10-28,36,8
ParlaMint-HR-en_2008-10-29-0-meta.tsv,2008-10-29,25,10
ParlaMint-HR-en_2008-10-30-0-meta.tsv,2008-10-30,20,5
ParlaMint-HR-en_2008-11-19-0-meta.tsv,2008-11-19,59,16
ParlaMint-HR-en_2008-11-20-0-meta.tsv,2008-11-20,32,12
ParlaMint-HR-en_2008-11-21-0-meta.tsv,2008-11-21,22,9
ParlaMint-HR-en_2008-11-26-0-meta.tsv,2008-11-26,37,7
