Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	RutaRoberto	Ruta, Roberto	M	1966	
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	RutaRoberto	Ruta, Roberto	M	1966	
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u16	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DeganiBarbara	Degani, Barbara	F	1966	
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u17	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Regular	MP	notMinister	PI	Per l'Italia	Coalition	Far-right	DiBiagioAldo	Di Biagio, Aldo	M	1964	
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u18	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u19	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Regular	MP	notMinister	PI	Per l'Italia	Coalition	Far-right	DiBiagioAldo	Di Biagio, Aldo	M	1964	
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u20	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u21	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-11-20-LEG17-Senato-sed-357	ParlaMint-IT_2014-11-20-LEG17-Senato-sed-357.ana.u22	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 357, Day (2014-11-20)	2014-11-20	Upper house	17 Legislatura	-	-	357 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
