Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2020-02-18-LEG18-Senato-sed-192	ParlaMint-IT_2020-02-18-LEG18-Senato-sed-192.ana.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 192, Day (2020-02-18)	2020-02-18	Upper house	18 Legislatura	-	-	192 Seduta	-	COVID	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	-	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2020-02-18-LEG18-Senato-sed-192	ParlaMint-IT_2020-02-18-LEG18-Senato-sed-192.ana.u12	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 192, Day (2020-02-18)	2020-02-18	Upper house	18 Legislatura	-	-	192 Seduta	-	COVID	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	-	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2020-02-18-LEG18-Senato-sed-192	ParlaMint-IT_2020-02-18-LEG18-Senato-sed-192.ana.u13	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 192, Day (2020-02-18)	2020-02-18	Upper house	18 Legislatura	-	-	192 Seduta	-	COVID	English	Regular	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2020-02-18-LEG18-Senato-sed-192	ParlaMint-IT_2020-02-18-LEG18-Senato-sed-192.ana.u14	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 192, Day (2020-02-18)	2020-02-18	Upper house	18 Legislatura	-	-	192 Seduta	-	COVID	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	-	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2020-02-18-LEG18-Senato-sed-192	ParlaMint-IT_2020-02-18-LEG18-Senato-sed-192.ana.u15	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 192, Day (2020-02-18)	2020-02-18	Upper house	18 Legislatura	-	-	192 Seduta	-	COVID	English	Regular	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	-	Centre-right	GasparriMaurizio	Gasparri, Maurizio	M	1956	
ParlaMint-IT-en_2020-02-18-LEG18-Senato-sed-192	ParlaMint-IT_2020-02-18-LEG18-Senato-sed-192.ana.u16	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 192, Day (2020-02-18)	2020-02-18	Upper house	18 Legislatura	-	-	192 Seduta	-	COVID	English	Regular	MP	notMinister	L-SP	Lega-Salvini Premier	-	Right to far-right	RomeoMassimiliano	Romeo, Massimiliano	M	1971	
ParlaMint-IT-en_2020-02-18-LEG18-Senato-sed-192	ParlaMint-IT_2020-02-18-LEG18-Senato-sed-192.ana.u17	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 192, Day (2020-02-18)	2020-02-18	Upper house	18 Legislatura	-	-	192 Seduta	-	COVID	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	-	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2020-02-18-LEG18-Senato-sed-192	ParlaMint-IT_2020-02-18-LEG18-Senato-sed-192.ana.u18	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 192, Day (2020-02-18)	2020-02-18	Upper house	18 Legislatura	-	-	192 Seduta	-	COVID	English	Regular	MP	notMinister	L-SP	Lega-Salvini Premier	-	Right to far-right	RomeoMassimiliano	Romeo, Massimiliano	M	1971	
ParlaMint-IT-en_2020-02-18-LEG18-Senato-sed-192	ParlaMint-IT_2020-02-18-LEG18-Senato-sed-192.ana.u19	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 192, Day (2020-02-18)	2020-02-18	Upper house	18 Legislatura	-	-	192 Seduta	-	COVID	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	-	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2020-02-18-LEG18-Senato-sed-192	ParlaMint-IT_2020-02-18-LEG18-Senato-sed-192.ana.u20	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 192, Day (2020-02-18)	2020-02-18	Upper house	18 Legislatura	-	-	192 Seduta	-	COVID	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	-	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
ParlaMint-IT-en_2020-02-18-LEG18-Senato-sed-192	ParlaMint-IT_2020-02-18-LEG18-Senato-sed-192.ana.u21	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 192, Day (2020-02-18)	2020-02-18	Upper house	18 Legislatura	-	-	192 Seduta	-	COVID	English	Chairperson	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	-	Centre-right	AlbertiCasellatiMariaElisabetta	Alberti Casellati, Maria Elisabetta	F	1946	
