Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u12	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u13	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	DiGirolamoGabriella	Di Girolamo, Gabriella	F	1977	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u14	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u15	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Regular	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	-	Centre-right	FantettiRaffaele	Fantetti, Raffaele	M	1966	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u16	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u17	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Regular	MP	notMinister	FI-BP	Forza Italia-Berlusconi Presidente	-	Centre-right	FantettiRaffaele	Fantetti, Raffaele	M	1966	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u18	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u19	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	LomutiArnaldo	Lomuti, Arnaldo	M	1975	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u20	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u21	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	LomutiArnaldo	Lomuti, Arnaldo	M	1975	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u22	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u23	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
