Session,Date,Male,Female
ParlaMint-BA-en_2002-07-18-0-meta.tsv,2002-07-18,15,0
ParlaMint-BA-en_2002-07-26-0-meta.tsv,2002-07-26,2,0
ParlaMint-BA-en_2002-08-01-0-meta.tsv,2002-08-01,21,2
ParlaMint-BA-en_2002-09-05-0-meta.tsv,2002-09-05,9,0
ParlaMint-BA-en_2002-09-16-0-meta.tsv,2002-09-16,20,3
ParlaMint-BA-en_2002-09-30-0-meta.tsv,2002-09-30,8,1
ParlaMint-BA-en_2002-10-01-0-meta.tsv,2002-10-01,7,0
ParlaMint-BA-en_2002-12-03-0-meta.tsv,2002-12-03,6,1
ParlaMint-BA-en_2002-12-09-0-meta.tsv,2002-12-09,1,0
ParlaMint-BA-en_2002-12-11-0-meta.tsv,2002-12-11,15,1
ParlaMint-BA-en_2002-12-17-0-meta.tsv,2002-12-17,14,2
ParlaMint-BA-en_2002-12-23-0-meta.tsv,2002-12-23,19,1
ParlaMint-BA-en_2003-01-03-0-meta.tsv,2003-01-03,20,3
ParlaMint-BA-en_2003-01-13-0-meta.tsv,2003-01-13,18,2
ParlaMint-BA-en_2003-01-31-0-meta.tsv,2003-01-31,6,0
ParlaMint-BA-en_2003-02-04-0-meta.tsv,2003-02-04,20,2
ParlaMint-BA-en_2003-02-13-0-meta.tsv,2003-02-13,12,0
ParlaMint-BA-en_2003-02-25-0-meta.tsv,2003-02-25,14,0
ParlaMint-BA-en_2003-03-04-0-meta.tsv,2003-03-04,19,3
ParlaMint-BA-en_2003-03-05-0-meta.tsv,2003-03-05,21,2
ParlaMint-BA-en_2003-03-28-0-meta.tsv,2003-03-28,13,0
ParlaMint-BA-en_2003-04-01-0-meta.tsv,2003-04-01,8,0
ParlaMint-BA-en_2003-04-09-0-meta.tsv,2003-04-09,24,5
ParlaMint-BA-en_2003-04-10-0-meta.tsv,2003-04-10,6,0
ParlaMint-BA-en_2003-04-22-0-meta.tsv,2003-04-22,21,3
ParlaMint-BA-en_2003-04-23-0-meta.tsv,2003-04-23,17,0
ParlaMint-BA-en_2003-05-13-0-meta.tsv,2003-05-13,24,2
ParlaMint-BA-en_2003-05-21-0-meta.tsv,2003-05-21,12,0
ParlaMint-BA-en_2003-06-06-0-meta.tsv,2003-06-06,22,1
ParlaMint-BA-en_2003-06-18-0-meta.tsv,2003-06-18,14,0
ParlaMint-BA-en_2003-06-27-0-meta.tsv,2003-06-27,26,5
ParlaMint-BA-en_2003-06-30-0-meta.tsv,2003-06-30,6,0
ParlaMint-BA-en_2003-07-17-0-meta.tsv,2003-07-17,11,1
ParlaMint-BA-en_2003-07-18-0-meta.tsv,2003-07-18,13,1
ParlaMint-BA-en_2003-08-07-0-meta.tsv,2003-08-07,20,4
ParlaMint-BA-en_2003-09-02-0-meta.tsv,2003-09-02,10,0
ParlaMint-BA-en_2003-09-10-0-meta.tsv,2003-09-10,25,3
ParlaMint-BA-en_2003-09-24-0-meta.tsv,2003-09-24,15,1
ParlaMint-BA-en_2003-09-30-0-meta.tsv,2003-09-30,13,0
ParlaMint-BA-en_2003-10-13-0-meta.tsv,2003-10-13,23,3
ParlaMint-BA-en_2003-10-23-0-meta.tsv,2003-10-23,15,1
ParlaMint-BA-en_2003-10-29-0-meta.tsv,2003-10-29,13,0
ParlaMint-BA-en_2003-11-07-0-meta.tsv,2003-11-07,23,3
ParlaMint-BA-en_2003-11-20-0-meta.tsv,2003-11-20,21,4
ParlaMint-BA-en_2003-11-27-0-meta.tsv,2003-11-27,18,2
ParlaMint-BA-en_2003-12-01-0-meta.tsv,2003-12-01,3,0
ParlaMint-BA-en_2003-12-10-0-meta.tsv,2003-12-10,10,0
ParlaMint-BA-en_2003-12-18-0-meta.tsv,2003-12-18,17,2
ParlaMint-BA-en_2003-12-22-0-meta.tsv,2003-12-22,9,0
ParlaMint-BA-en_2003-12-29-0-meta.tsv,2003-12-29,13,2
ParlaMint-BA-en_2004-01-22-0-meta.tsv,2004-01-22,21,2
ParlaMint-BA-en_2004-01-28-0-meta.tsv,2004-01-28,11,1
ParlaMint-BA-en_2004-02-12-0-meta.tsv,2004-02-12,17,2
ParlaMint-BA-en_2004-02-24-0-meta.tsv,2004-02-24,21,3
ParlaMint-BA-en_2004-02-26-0-meta.tsv,2004-02-26,12,0
ParlaMint-BA-en_2004-03-05-0-meta.tsv,2004-03-05,11,0
ParlaMint-BA-en_2004-03-15-0-meta.tsv,2004-03-15,19,5
ParlaMint-BA-en_2004-03-31-0-meta.tsv,2004-03-31,17,3
ParlaMint-BA-en_2004-04-06-0-meta.tsv,2004-04-06,12,1
ParlaMint-BA-en_2004-04-14-0-meta.tsv,2004-04-14,20,3
ParlaMint-BA-en_2004-04-15-0-meta.tsv,2004-04-15,11,0
ParlaMint-BA-en_2004-04-23-0-meta.tsv,2004-04-23,16,1
ParlaMint-BA-en_2004-04-26-0-meta.tsv,2004-04-26,10,0
ParlaMint-BA-en_2004-05-04-0-meta.tsv,2004-05-04,15,1
ParlaMint-BA-en_2004-05-04-1-meta.tsv,2004-05-04,20,5
ParlaMint-BA-en_2004-05-11-0-meta.tsv,2004-05-11,22,5
ParlaMint-BA-en_2004-05-21-0-meta.tsv,2004-05-21,14,0
ParlaMint-BA-en_2004-05-21-1-meta.tsv,2004-05-21,20,2
ParlaMint-BA-en_2004-06-09-0-meta.tsv,2004-06-09,23,4
ParlaMint-BA-en_2004-06-18-0-meta.tsv,2004-06-18,24,6
ParlaMint-BA-en_2004-06-25-0-meta.tsv,2004-06-25,8,0
ParlaMint-BA-en_2004-06-29-0-meta.tsv,2004-06-29,14,0
ParlaMint-BA-en_2004-07-14-0-meta.tsv,2004-07-14,26,6
ParlaMint-BA-en_2004-07-16-0-meta.tsv,2004-07-16,9,0
ParlaMint-BA-en_2004-07-27-0-meta.tsv,2004-07-27,19,6
ParlaMint-BA-en_2004-07-29-0-meta.tsv,2004-07-29,15,0
ParlaMint-BA-en_2004-09-07-0-meta.tsv,2004-09-07,21,4
ParlaMint-BA-en_2004-09-09-0-meta.tsv,2004-09-09,14,0
ParlaMint-BA-en_2004-09-09-1-meta.tsv,2004-09-09,2,0
ParlaMint-BA-en_2004-09-23-0-meta.tsv,2004-09-23,16,1
ParlaMint-BA-en_2004-09-27-0-meta.tsv,2004-09-27,9,0
ParlaMint-BA-en_2004-09-30-0-meta.tsv,2004-09-30,2,0
ParlaMint-BA-en_2004-10-12-0-meta.tsv,2004-10-12,21,4
ParlaMint-BA-en_2004-10-21-0-meta.tsv,2004-10-21,7,0
ParlaMint-BA-en_2004-11-04-0-meta.tsv,2004-11-04,22,3
ParlaMint-BA-en_2004-11-23-0-meta.tsv,2004-11-23,10,0
ParlaMint-BA-en_2004-12-02-0-meta.tsv,2004-12-02,20,6
ParlaMint-BA-en_2004-12-14-0-meta.tsv,2004-12-14,13,0
ParlaMint-BA-en_2004-12-22-0-meta.tsv,2004-12-22,21,4
ParlaMint-BA-en_2004-12-23-0-meta.tsv,2004-12-23,11,0
ParlaMint-BA-en_2004-12-29-0-meta.tsv,2004-12-29,12,0
ParlaMint-BA-en_2004-12-29-1-meta.tsv,2004-12-29,17,7
ParlaMint-BA-en_2005-01-12-0-meta.tsv,2005-01-12,19,3
ParlaMint-BA-en_2005-01-26-0-meta.tsv,2005-01-26,11,0
ParlaMint-BA-en_2005-02-03-0-meta.tsv,2005-02-03,19,7
ParlaMint-BA-en_2005-02-18-0-meta.tsv,2005-02-18,21,5
ParlaMint-BA-en_2005-02-22-0-meta.tsv,2005-02-22,11,0
ParlaMint-BA-en_2005-03-10-0-meta.tsv,2005-03-10,20,2
ParlaMint-BA-en_2005-03-22-0-meta.tsv,2005-03-22,10,0
ParlaMint-BA-en_2005-04-12-0-meta.tsv,2005-04-12,19,3
ParlaMint-BA-en_2005-04-21-0-meta.tsv,2005-04-21,21,5
ParlaMint-BA-en_2005-04-25-0-meta.tsv,2005-04-25,11,1
ParlaMint-BA-en_2005-05-04-0-meta.tsv,2005-05-04,15,1
ParlaMint-BA-en_2005-05-09-0-meta.tsv,2005-05-09,5,0
ParlaMint-BA-en_2005-05-17-0-meta.tsv,2005-05-17,23,6
ParlaMint-BA-en_2005-05-18-0-meta.tsv,2005-05-18,11,1
ParlaMint-BA-en_2005-06-08-0-meta.tsv,2005-06-08,20,4
ParlaMint-BA-en_2005-06-29-0-meta.tsv,2005-06-29,13,2
ParlaMint-BA-en_2005-06-29-1-meta.tsv,2005-06-29,19,5
ParlaMint-BA-en_2005-06-29-2-meta.tsv,2005-06-29,1,0
ParlaMint-BA-en_2005-06-30-0-meta.tsv,2005-06-30,2,0
ParlaMint-BA-en_2005-06-30-1-meta.tsv,2005-06-30,1,0
ParlaMint-BA-en_2005-07-19-0-meta.tsv,2005-07-19,20,5
ParlaMint-BA-en_2005-07-27-0-meta.tsv,2005-07-27,24,6
ParlaMint-BA-en_2005-07-28-0-meta.tsv,2005-07-28,10,2
ParlaMint-BA-en_2005-08-31-0-meta.tsv,2005-08-31,24,7
ParlaMint-BA-en_2005-09-15-0-meta.tsv,2005-09-15,11,1
ParlaMint-BA-en_2005-09-16-0-meta.tsv,2005-09-16,19,5
ParlaMint-BA-en_2005-09-28-0-meta.tsv,2005-09-28,18,4
ParlaMint-BA-en_2005-09-30-0-meta.tsv,2005-09-30,10,2
ParlaMint-BA-en_2005-10-05-0-meta.tsv,2005-10-05,12,1
ParlaMint-BA-en_2005-10-14-0-meta.tsv,2005-10-14,16,0
ParlaMint-BA-en_2005-10-18-0-meta.tsv,2005-10-18,6,0
ParlaMint-BA-en_2005-10-25-0-meta.tsv,2005-10-25,19,4
ParlaMint-BA-en_2005-10-31-0-meta.tsv,2005-10-31,11,2
ParlaMint-BA-en_2005-11-08-0-meta.tsv,2005-11-08,18,4
ParlaMint-BA-en_2005-11-16-0-meta.tsv,2005-11-16,7,1
ParlaMint-BA-en_2005-11-28-0-meta.tsv,2005-11-28,10,1
ParlaMint-BA-en_2005-12-21-0-meta.tsv,2005-12-21,24,6
ParlaMint-BA-en_2005-12-22-0-meta.tsv,2005-12-22,13,2
ParlaMint-BA-en_2006-01-16-0-meta.tsv,2006-01-16,23,6
ParlaMint-BA-en_2006-01-30-0-meta.tsv,2006-01-30,23,3
ParlaMint-BA-en_2006-01-31-0-meta.tsv,2006-01-31,11,1
ParlaMint-BA-en_2006-02-14-0-meta.tsv,2006-02-14,25,7
ParlaMint-BA-en_2006-02-21-0-meta.tsv,2006-02-21,13,1
ParlaMint-BA-en_2006-03-07-0-meta.tsv,2006-03-07,19,5
ParlaMint-BA-en_2006-03-23-0-meta.tsv,2006-03-23,21,5
ParlaMint-BA-en_2006-03-27-0-meta.tsv,2006-03-27,9,1
ParlaMint-BA-en_2006-04-06-0-meta.tsv,2006-04-06,5,0
ParlaMint-BA-en_2006-04-13-0-meta.tsv,2006-04-13,8,0
ParlaMint-BA-en_2006-04-13-1-meta.tsv,2006-04-13,17,5
ParlaMint-BA-en_2006-04-25-0-meta.tsv,2006-04-25,27,9
ParlaMint-BA-en_2006-05-18-0-meta.tsv,2006-05-18,24,7
ParlaMint-BA-en_2006-05-23-0-meta.tsv,2006-05-23,13,1
ParlaMint-BA-en_2006-05-24-0-meta.tsv,2006-05-24,22,4
ParlaMint-BA-en_2006-06-20-0-meta.tsv,2006-06-20,2,1
ParlaMint-BA-en_2006-06-20-1-meta.tsv,2006-06-20,20,6
ParlaMint-BA-en_2006-07-07-0-meta.tsv,2006-07-07,5,0
ParlaMint-BA-en_2006-07-07-1-meta.tsv,2006-07-07,15,5
ParlaMint-BA-en_2006-07-25-0-meta.tsv,2006-07-25,23,6
ParlaMint-BA-en_2006-07-27-0-meta.tsv,2006-07-27,12,1
ParlaMint-BA-en_2006-08-29-0-meta.tsv,2006-08-29,23,5
ParlaMint-BA-en_2006-09-07-0-meta.tsv,2006-09-07,13,1
ParlaMint-BA-en_2006-09-18-0-meta.tsv,2006-09-18,20,6
ParlaMint-BA-en_2006-09-20-0-meta.tsv,2006-09-20,9,1
ParlaMint-BA-en_2006-11-20-0-meta.tsv,2006-11-20,9,2
ParlaMint-BA-en_2007-01-11-0-meta.tsv,2007-01-11,15,1
ParlaMint-BA-en_2007-02-09-0-meta.tsv,2007-02-09,23,2
ParlaMint-BA-en_2007-02-28-0-meta.tsv,2007-02-28,21,2
ParlaMint-BA-en_2007-03-14-0-meta.tsv,2007-03-14,5,1
ParlaMint-BA-en_2007-03-15-0-meta.tsv,2007-03-15,19,0
ParlaMint-BA-en_2007-03-16-0-meta.tsv,2007-03-16,5,1
ParlaMint-BA-en_2007-03-29-0-meta.tsv,2007-03-29,27,2
ParlaMint-BA-en_2007-03-30-0-meta.tsv,2007-03-30,5,1
ParlaMint-BA-en_2007-04-04-0-meta.tsv,2007-04-04,8,2
ParlaMint-BA-en_2007-04-12-0-meta.tsv,2007-04-12,22,2
ParlaMint-BA-en_2007-04-26-0-meta.tsv,2007-04-26,24,2
ParlaMint-BA-en_2007-05-22-0-meta.tsv,2007-05-22,11,1
ParlaMint-BA-en_2007-05-23-0-meta.tsv,2007-05-23,30,3
ParlaMint-BA-en_2007-06-13-0-meta.tsv,2007-06-13,24,1
ParlaMint-BA-en_2007-06-21-0-meta.tsv,2007-06-21,14,1
ParlaMint-BA-en_2007-06-29-0-meta.tsv,2007-06-29,9,1
ParlaMint-BA-en_2007-07-04-0-meta.tsv,2007-07-04,28,3
ParlaMint-BA-en_2007-07-30-0-meta.tsv,2007-07-30,10,2
ParlaMint-BA-en_2007-07-31-0-meta.tsv,2007-07-31,23,1
ParlaMint-BA-en_2007-09-06-0-meta.tsv,2007-09-06,29,2
ParlaMint-BA-en_2007-09-24-0-meta.tsv,2007-09-24,11,2
ParlaMint-BA-en_2007-09-26-0-meta.tsv,2007-09-26,26,4
ParlaMint-BA-en_2007-10-11-0-meta.tsv,2007-10-11,22,0
ParlaMint-BA-en_2007-10-29-0-meta.tsv,2007-10-29,12,1
ParlaMint-BA-en_2007-10-30-0-meta.tsv,2007-10-30,19,4
ParlaMint-BA-en_2007-11-30-0-meta.tsv,2007-11-30,3,0
ParlaMint-BA-en_2007-11-30-1-meta.tsv,2007-11-30,24,1
ParlaMint-BA-en_2007-12-04-0-meta.tsv,2007-12-04,8,1
ParlaMint-BA-en_2007-12-12-0-meta.tsv,2007-12-12,29,2
ParlaMint-BA-en_2007-12-13-0-meta.tsv,2007-12-13,28,2
ParlaMint-BA-en_2007-12-17-0-meta.tsv,2007-12-17,16,3
ParlaMint-BA-en_2007-12-28-0-meta.tsv,2007-12-28,22,2
ParlaMint-BA-en_2008-01-16-0-meta.tsv,2008-01-16,30,4
ParlaMint-BA-en_2008-01-31-0-meta.tsv,2008-01-31,11,3
ParlaMint-BA-en_2008-02-13-0-meta.tsv,2008-02-13,30,3
ParlaMint-BA-en_2008-02-20-0-meta.tsv,2008-02-20,28,3
ParlaMint-BA-en_2008-02-25-0-meta.tsv,2008-02-25,2,1
ParlaMint-BA-en_2008-02-25-1-meta.tsv,2008-02-25,11,2
ParlaMint-BA-en_2008-02-25-2-meta.tsv,2008-02-25,3,1
ParlaMint-BA-en_2008-03-18-0-meta.tsv,2008-03-18,33,2
ParlaMint-BA-en_2008-03-18-1-meta.tsv,2008-03-18,24,3
ParlaMint-BA-en_2008-03-19-0-meta.tsv,2008-03-19,25,3
ParlaMint-BA-en_2008-03-20-0-meta.tsv,2008-03-20,7,0
ParlaMint-BA-en_2008-03-20-1-meta.tsv,2008-03-20,1,0
ParlaMint-BA-en_2008-04-02-0-meta.tsv,2008-04-02,32,2
ParlaMint-BA-en_2008-04-03-0-meta.tsv,2008-04-03,31,4
ParlaMint-BA-en_2008-04-07-0-meta.tsv,2008-04-07,9,1
ParlaMint-BA-en_2008-04-10-0-meta.tsv,2008-04-10,29,3
ParlaMint-BA-en_2008-04-16-0-meta.tsv,2008-04-16,14,2
ParlaMint-BA-en_2008-04-29-0-meta.tsv,2008-04-29,28,3
ParlaMint-BA-en_2008-05-14-0-meta.tsv,2008-05-14,29,4
ParlaMint-BA-en_2008-05-15-0-meta.tsv,2008-05-15,10,2
ParlaMint-BA-en_2008-06-04-0-meta.tsv,2008-06-04,10,0
ParlaMint-BA-en_2008-06-04-1-meta.tsv,2008-06-04,30,2
ParlaMint-BA-en_2008-06-17-0-meta.tsv,2008-06-17,4,2
ParlaMint-BA-en_2008-06-17-1-meta.tsv,2008-06-17,8,2
ParlaMint-BA-en_2008-06-18-0-meta.tsv,2008-06-18,23,3
ParlaMint-BA-en_2008-07-09-0-meta.tsv,2008-07-09,30,1
ParlaMint-BA-en_2008-07-14-0-meta.tsv,2008-07-14,23,1
ParlaMint-BA-en_2008-07-23-0-meta.tsv,2008-07-23,10,2
ParlaMint-BA-en_2008-07-29-0-meta.tsv,2008-07-29,27,3
ParlaMint-BA-en_2008-07-30-0-meta.tsv,2008-07-30,7,1
ParlaMint-BA-en_2008-09-03-0-meta.tsv,2008-09-03,22,3
ParlaMint-BA-en_2008-09-17-0-meta.tsv,2008-09-17,11,2
ParlaMint-BA-en_2008-09-24-0-meta.tsv,2008-09-24,23,3
ParlaMint-BA-en_2008-10-07-0-meta.tsv,2008-10-07,22,1
ParlaMint-BA-en_2008-10-08-0-meta.tsv,2008-10-08,2,0
ParlaMint-BA-en_2008-10-08-1-meta.tsv,2008-10-08,27,3
ParlaMint-BA-en_2008-10-22-0-meta.tsv,2008-10-22,11,1
ParlaMint-BA-en_2008-10-22-1-meta.tsv,2008-10-22,26,3
ParlaMint-BA-en_2008-10-27-0-meta.tsv,2008-10-27,12,1
ParlaMint-BA-en_2008-10-29-0-meta.tsv,2008-10-29,12,1
ParlaMint-BA-en_2008-11-05-0-meta.tsv,2008-11-05,29,2
ParlaMint-BA-en_2008-11-19-0-meta.tsv,2008-11-19,21,3
ParlaMint-BA-en_2008-11-19-1-meta.tsv,2008-11-19,21,2
ParlaMint-BA-en_2008-12-03-0-meta.tsv,2008-12-03,30,4
ParlaMint-BA-en_2008-12-04-0-meta.tsv,2008-12-04,12,2
ParlaMint-BA-en_2008-12-17-0-meta.tsv,2008-12-17,29,2
ParlaMint-BA-en_2008-12-29-0-meta.tsv,2008-12-29,20,3
ParlaMint-BA-en_2008-12-29-1-meta.tsv,2008-12-29,26,1
ParlaMint-BA-en_2009-01-21-0-meta.tsv,2009-01-21,36,2
ParlaMint-BA-en_2009-01-29-0-meta.tsv,2009-01-29,11,2
ParlaMint-BA-en_2009-02-04-0-meta.tsv,2009-02-04,28,2
ParlaMint-BA-en_2009-02-18-0-meta.tsv,2009-02-18,25,2
ParlaMint-BA-en_2009-02-26-0-meta.tsv,2009-02-26,11,2
ParlaMint-BA-en_2009-03-04-0-meta.tsv,2009-03-04,33,3
ParlaMint-BA-en_2009-03-05-0-meta.tsv,2009-03-05,10,1
ParlaMint-BA-en_2009-03-18-0-meta.tsv,2009-03-18,28,3
ParlaMint-BA-en_2009-03-25-0-meta.tsv,2009-03-25,19,1
ParlaMint-BA-en_2009-03-26-0-meta.tsv,2009-03-26,13,2
ParlaMint-BA-en_2009-04-01-0-meta.tsv,2009-04-01,34,2
ParlaMint-BA-en_2009-04-15-0-meta.tsv,2009-04-15,31,3
ParlaMint-BA-en_2009-04-27-0-meta.tsv,2009-04-27,14,2
ParlaMint-BA-en_2009-04-29-0-meta.tsv,2009-04-29,28,1
ParlaMint-BA-en_2009-05-13-0-meta.tsv,2009-05-13,25,3
ParlaMint-BA-en_2009-05-20-0-meta.tsv,2009-05-20,11,2
ParlaMint-BA-en_2009-05-27-0-meta.tsv,2009-05-27,30,3
ParlaMint-BA-en_2009-06-10-0-meta.tsv,2009-06-10,22,3
ParlaMint-BA-en_2009-06-15-0-meta.tsv,2009-06-15,13,2
ParlaMint-BA-en_2009-06-18-0-meta.tsv,2009-06-18,12,2
ParlaMint-BA-en_2009-06-24-0-meta.tsv,2009-06-24,27,1
ParlaMint-BA-en_2009-07-08-0-meta.tsv,2009-07-08,29,3
ParlaMint-BA-en_2009-07-13-0-meta.tsv,2009-07-13,11,2
