Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18009	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18010	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18011	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18012	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18013	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18014	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18015	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18016	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u18017	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23781	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23782	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23783	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23784	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BorićJosip	Borić, Josip	M	1972	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23785	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23786	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23787	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23788	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	MiloševićDomagojIvan	Milošević, Domagoj Ivan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23789	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23790	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	Živi zid	Živi zid	Coalition	-	PernarIvan	Pernar, Ivan	M	1985	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23791	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23792	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	ĐurićSpomenka	Đurić, Spomenka	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23793	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23794	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	KlisovićJoško	Klisović, Joško	M	1968	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23795	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23796	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23797	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23798	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MihotićTomislav	Mihotić, Tomislav	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23799	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23800	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ĆosićPero	Ćosić, Pero	M	1959	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23801	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23802	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23803	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23804	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PelivanStipetićLidija	Pelivan Stipetić, Lidija	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23805	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23806	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23807	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23808	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	ŠimićMiroslav	Šimić, Miroslav	M	1975	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23809	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23810	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	PH	Promijenimo Hrvatsku!	Coalition	-	MišićIvica	Mišić, Ivica	M	1955	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23811	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23812	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	ŠimićMiroslav	Šimić, Miroslav	M	1975	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23813	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	BrkićMilijan	Brkić, Milijan	M	1970	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23814	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23815	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23816	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	ŠimićMiroslav	Šimić, Miroslav	M	1975	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23817	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23818	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PelivanStipetićLidija	Pelivan Stipetić, Lidija	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23819	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23820	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	OstojićRanko	Ostojić, Ranko	M	1962	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23821	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23822	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PelivanStipetićLidija	Pelivan Stipetić, Lidija	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23823	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23824	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	PH	Promijenimo Hrvatsku!	Coalition	-	MišićIvica	Mišić, Ivica	M	1955	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23825	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23826	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PelivanStipetićLidija	Pelivan Stipetić, Lidija	U	-	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23827	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23828	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Regular	MP	notMinister	HNS	Hrvatska narodna stranka	Coalition	Centre to centre-left	BatinićMilorad	Batinić, Milorad	M	1957	
ParlaMint-HR-en_2016-12-13-0	ParlaMint-HR_2016-12-13-0.u23829	Minutes of the National Assembly of the Republic of Croatia, Term 9, Session 2	2016-12-13	Unicameralism	9. mandat	-	Zasedanje 2	2016-12-15	-	Reference	English	Chairperson	MP	notMinister	MOST	Most nezavisnih lista	Opposition	Centre-right to right	PetrovBožo	Petrov, Božo	M	1979	
