ParlaMint-HR_2016-02-03-0.u1642	I swear.
ParlaMint-HR_2016-02-03-0.u1683	Dear Mr. President of the Croatian Parliament, ladies and gentlemen of Parliament. Allow me to brief you in front of the Croatian Bank for Reconstruction and Development on the results of the 2014 business. Annual financial reports submitted to the Croatian Parliament for confirmation were audited by the independent auditor company Deloitte. In its report, the auditor gave a positive opinion on the consistency of the financial reports for 2014 with the relevant financial and accounting legislative framework adopted and in force in the European Union. From 31.12.2014, the total cumulative, credit-guarantee and mandated activities of HBOR from the draft bank to 2014 amounted to 132 billion kuna of waiting 87 billion kuna credit activity, 27 billion kuna guarantee activity and 24 billion kuna mandated activity. The business activity of HBOR is significantly conditioned by economic factors as well as the situation in the banking sector. The trend in the reduction of the credit activity of commercial banks according to the company sector and the growth of liquidity in the banking system also resulted in a reduction in HBOR's credit activity in 2014. By reducing the gross loans at the level of the banking sector in 2014 by 6.9 billion kuna, all domestic sectors and especially the commercial companies sector by 3.2 billion kuna were decommissioned. At the same time in stricter credit standards, credit standards reflect the bank's indemnity to take additional risks. In this respect, gross loans were granted to companies between 2011 and 2014 decreased by 14% and 16.9 billion kuna, respectively. Banks were not used for private sector placements to grow domestic resources and benefit from a reduction in liabilities. HBOR's credit activity in 2014 recorded a decline compared to 2013 by 34%. Of the total credits granted in the amount of 4.6 billion kuna, 797 million kuna or 17.6% of the expenditure on small and medium-sized enterprises. 807 million kuna or 17.8% approved for infrastructure, environmental protection and renewable energy projects. 1.1 billion kuna or 24% for tourism, 1 billion for exports and 843 million kuna or 18.6% for larger economic operators. In particular, I would like to point out that a positive shift has been made in 2014 in terms of crediting projects aimed at using EU funds. Crediting units of local self-government and regional self-government to realise EU projects has increased by 100 million kuna. The increase was also recorded in private entities, agricultural and small and medium-sized enterprises for the 90 million kuna circus. By way of business banks, 690 loans amounting to 2 billion and 847 million kuna were granted while 886 loans amounting to 4 billion and 330 million kuna were granted in 2013. The negative trend was halted in 2015, in which 1093 loans or 3 billion kuna were granted. It is also noteworthy that the implementation of the Government Programme of the Republic of Croatia, so-called ‘RH’, was completed in early 2014. The economic development programme as before, the continuation of previously known models A and A plus. According to the programme in question, 194 loans amounting to 717 million kuna were granted in 2013, while 22 loans amounting to HRK 50 million were granted in 2014. In 2014, a higher ratio of loans granted for financing was maintained and 59%, and 41% for trade funds. According to the size of the entities, small and medium-sized entrepreneurs were granted 82% of the total number of loans and 46% of the total amount of loans granted or total of 2 billion and 100 million kuna. In 2014, the total lending activity of the Assembly towards the entities that made the amount amount amounted to 3 billion kuna. The HBOR, along with its daughter company, supported Croatian credit insurance companies with export business insurance and bank guarantees. Thus, in 2014 it was secured and guaranteed 4.2 billion kuna of export turnover. If we look at HBOR's activity in terms of investment regions, then we see that 60% of these investments were in the so-called investment. continental Croatia and 40% in Adriatic Croatia. As far as the figure is concerned, 55% refers to continental and 45 to Adriatic Croatia. The strongest activity was achieved in the Istrian County and that of 636 million kuna. The rest of our counties have achieved between 150 and 250 million kuna activities. According to the data we collect from the credit user based on HBOR's credit activity is in 2o14. The year allowed more than 2,000 new employees to be employed. In 2014, there was continued application of an interest rate reduction measure by one percentage point for investments in agriculture, tourism, industry and energy efficiency. We have been implementing this measure since 2012. As a result of this measure, the largest number of credit users has the possibility of being in charge of HBOR at an interest rate of up to 3%. In 2014, 209 loans of a billion and 300 million kuna were granted on the basis of that measure. With this measure, we extended the payment deadline by the investment lending programmes. The maximum repayment deadline is 17 years and the shortest 12 years. The longest starting period during which users pay only interest is 4 years. Last year, we continued to implement the risk-sharing model with business banks. Over three years, including in 2014 we credited 24 projects amounting to 1 billion kuna in 2014. Nine projects. In order to secure the funds for the implementation of the activities in 2014 we have agreed 425m euros from the European Investment Bank which are intended to finance projects of small and medium-sized enterprises, public enterprises, and medium-capital and large enterprises. These funds are agreed on deadlines of 12 and 15 years and interest rates below 2%. The HBOR for funding from this source until the end of 2015 total approved 97m euros in loans for projects of small and medium-sized enterprises and 125m euros in loans and projects of large entrepreneurs and investment in infrastructure. The European Investment Bank has become an important source of funds with its favourable resources over the past few years, and has contracted 1.8 billion euros in dedicated credit lines with the EIB by the end of 2014. As regards financial operations and results in 2014 HBOR achieved a financial result of EUR 168 million. The results achieved are lower by 11% compared to 2013. Interest income generated 98% of HBOR's total income and in 2014 decreased compared to the previous year by 5%. This trend is primarily the result of the implementation of the lower interest rates measures implemented by HBOR since 2012. In addition to this, the movement of interest income was affected by interest rates on financial markets, as well as the effects of the implementation of pre-fashion agreements and the restructuring of plasma. The interest expenditure accounts for 2/3 of total expenditure and in 2014 is down by 6% compared to 2013. As a result of the reduction of HBOR's various responsibilities, the level of HBOR's debt as well as both in 2014 and 13th but also in the use of credit lines of specific financial institutions. Otherwise, in those two years, HBOR regularly and prematurely paid 7 billion kuna. The total financial result shall be allocated to the statute reserves and thus the HBOR capital base shall be strengthened and allow for a higher level of risk to be taken over. Otherwise, it was at the end of fourteen billion and 430 million kuna. The balance sheet is recording and... A reduction from the end of 2013 due to temporary repayments of debt totalling 2 billion and 700 million kuna. [[The speaker doesn't understand.]] These returns were made due to an unfavourable relationship of active and passive interest rates, and return effects are seen in the reduction of interest costs. It is certainly necessary to point out that in 2014, HBOR maintained the quality of portfolios at 2013 level, with 80% of portfolios fully charged and 15% non-income payments. The non-income payments shall be paid to the debtors over whom the bankruptcy proceedings have been opened, the debtors who have requested the opening or are in the process of resolving the pre-demand settlement, the debtors on whom the restructuring negotiations are being conducted, and the debtors who have been sued. In 2014, the Republic of Croatia paid out 350 million kuna in founding capital and this is the HBOR Law of the prescribed amount of founding capital of 7 billion kuna remaining 533 million kuna. After reviewing Rules of Procedure 2014 here is a little view of 2015. Respecting the reduction... We carried out certain preparations in 2014 so we also got a new channel of leased loans through Leasing companies, in 2015 there were 990 or 300 million kuna. ... [[The speaker doesn't understand.]] the existing models and conditions of cooperation with business banks, the introduction of new lending programmes designed to facilitate and encourage the absorption of EU funds, the introduction of a new programme for crediting and developing projects and other investment documentation, the adaptation of the conditions of existing lending programmes to extend the circle of potential credit users. [[The speaker doesn't understand.]] In 2015 HBOR for the first time in its business exceeded the number of 2000 credits granted, in particular 2985 approved loans or 40% higher compared to the best result achieved so far. And the credit activity achieved is the second in the size of the draft bank, at the most 10.2 billion in 2012. In 2015, HBOR supported the Croatian economy with 12.2 billion kuna plus plasma lending, with credit payments of 7.8 billion kuna, guaranteed 2.9 billion kuna and secured export transactions of 1 million and 500 billion kuna, 1.5 billion kuna. The increase in credit activity was recorded in all segments and the most active users of these loans were small and medium-sized entrepreneurs who were granted nearly 2,000 loans in specialised programmes, which is twice as much as in the same period last year. Export and tourism credit also records an increase of 14%. Export business insurance accounts for 45% growth compared to 2014. HBOR supported Croatian exporters with 6.8 billion kuna in 2015. With an increase in credit activity, a very significant indicator is the increase in the share of investment loans to 82%, if you remember 2014 was 59%. By observing credit activity in 2015 according to activities supported by the most represented products and activities were food industry, metal-processing, electricity industry, chemical and chemical production, wood industry, agriculture and fisheries. And in services, of course, tourist activity. In a few months I will present to you the detailed results of the 2015 business. Dear ladies and gentlemen of the Parliament, Your Honor, thank you very much.
ParlaMint-HR_2016-02-03-0.u1684	Thank you very much. I am opening the debate and will be the first one on behalf of the SDP club, the distinguished representative Dragica Zgrebec. Here you go.
ParlaMint-HR_2016-02-03-0.u1685	Thank you, Mr. President. The president of HBOR administration, colleagues and colleagues of the Croatian Bank for Reconstruction and Development has played a major role in the development and potentials of Croatia, especially at the time of the crisis when the business banks met the conditions for lending and almost did not follow any more risky investment programme, especially the lending of crafts, and at the time Croatia's Bank for Reconstruction and Development significantly participated in crediting business entities through crediting crafts. The models AA, A+, B, C, etc. were then known. We in the SDP have always advocated the pro-active policy of the Croatian Bank for Reconstruction and Development, although she is aware of the risks. For a long time, HBOR operated, i.e. only by means of business banks. Lately, we have more and more direct placements, which, of course, increases the risk of such loans. We also advocated the rapid payment of funds to the bank's core capital as soon as possible, namely when the bank was founded on the underlying capital that was to be paid out of the budget amounted to 7 billion kuna and almost 20 years later we managed to pay a little more than 5 billion and just these last 3 years we see that almost by the end of 2014. And we also hope that the policy led by HBOR for the past 5.6 years will not change significantly, i.e. the majority lending of small and medium-sized enterprises will continue, especially with regard to beginners, innovators, women entrepreneurs, or the largest part of exporters. Then, that investment projects will be monitored, which will be more favourable to business banks on interest and hand-to-hand loans, in these recent years, we have increased the loan return by 15 and 17 years, respectively, with favourable interest rates moving around 3 or 4%, and that any project that uses European funds will be monitored financially, which so far seems to have occurred whenever a new measure is launched or opened, and the HBOR has automatically monitored such projects. This Decision shall The HBOR approved 886 loans worth 5.1 billion kuna. By way of banks 2 billion and 900 million kunas or 56% and directly 2 billion kunas and 200 million kunas or 44%, and that is what I was saying that direct placements increase the risk, but they also have a larger range of investors. 59% of the funds were used for investment, a significant share there had a tourism sector, and 41% were still placed in crafts. This in the coming years is already a more favourable relationship in 2015, and I think that in the end it should only be extremely credited, credited for crafts. The measures carried out were aimed at increasing the placements because we had a decline compared to 2013, so it continued with reduced interest rates, continued to share risk with banks, increased in this regard, and the margins to banks to increase co-operation with business banks, i.e. the increased margin was not passed on to loan users, but was on the burden of the Bank itself to rebuild and develop. The loan has also been increased, the interest on beginner exporters has been reduced, insurance policies for small entrepreneurs and exporting beginners have been increased, framework loans have been given to banks and have started to deal with Leasing companies. Of course, this concerned only the manufacturing sectors, i.e. those leasing companies that followed the industry. Three new loan-refunding programmes have been introduced, i.e. the grants from European funds, which should have been bridged. Microcredit was introduced with the CIP guarantee, then crediting companies that successfully completed pre-banking agreements. Therefore, all of this was directed to increase placements through both business banks, direct payments, i.e. risk sharing with business banks. The most numerous users were also small and medium-sized entrepreneurs in 2014, who received 728 loans of 2 billion and 100 million kuna, which is important because they have a difficult access to credit, especially if they are beginners, if they are young entrepreneurs and if women are entrepreneurs. The number of projects financed from European funds increased significantly in 2014, with 163 of which amounted to 610 million kuna. Such projects are also happy to finance business banks because they are safe but also here HBOR participated with direct funding amounting to 280 million kuna, so just over one third. As far as export transactions are concerned, there are only lending and significant export risk insurance operations, 307 such loans of 2 billion and 400 million kuna, are planned in 2014. Furthermore, a billion kuna insurance policy and 155 million censures were placed. The HBOR has favourable sources of funding, with 7.8 years of successful co-operation with public banks and European and global. In particular, it is important to cooperate with the European Investment Bank, which has signed an 800m-euro contract that will be used in both part and 2015 and has already been said to be still in 2001 and that this cooperation has been placed in Croatia from that bank a billion and 780m euros. Since the HBOR places more directly credits, to increase the risks we consider to be good risk management, the Supervisory Board also regularly reports on risk-based placements and framework loans to business banks. As regards the results of the business, it should be said that profit is not the primary objective of the HBOR, that its basic task under more favourable conditions is to monitor investment projects that are important for the development of the Croatian economy. In 2014, around 170 million kuna profits were achieved. It's slightly smaller, but I'm saying it's not the primary goal of making a profit. It is important to increase the underlying capital, i.e. total capital, it reached 9.4 billion kuna in 2014. This is important because it actually gets a new potential for greater placement opportunities but also for getting more favourable funds from public financial institutions. Of which, in 2014, the underlying capital to be paid under the law is 6.9 billion, so only 100 million less than the law found. We estimate that the future HBOR will also be a significant factor in increasing the number of investments, monitoring investors, more favourable funds than business banks. In particular, the projects financed by the European Union funds and the SDP club will accept this report for 2014. Thank you.
ParlaMint-HR_2016-02-03-0.u1686	Thank you very much. I haven't seen any replicas, so we move on. On behalf of the HDZ Representatives Club, the next word will be taken by the honourable representative, Ivan Shuker. Here you go.
ParlaMint-HR_2016-02-03-0.u1687	Thank you very much, Mr. President of the Croatian Parliament, colleagues and colleagues. By listening to the opening statement of President Zgrebec and President Zgrebec with one large part, we can agree on behalf of the club. However, I would like here some things that happened in 2014 to try to transfer to today. Today, it is very up-to-date on how public business leaders will be elected. In 2014, the government's decision removed the HBOR administration. Not just management, four more levels have been removed below. They've been brought to positions, and they know exactly whose spouses, whose employees are in whose office and placed. So that's what happened in 2014. So much for this today's politicized story. So first everything changed alive, and then the European Commission's decision to appoint a public company must be done through a public tender that has been in the law since 2010, and this government has denied only so much that we can clear up some of the articles and quotes that appear in Croatian media these days. What I also want to say you know that in our debate, we did not support the budget, although in the segment relating to HBOR the increase in core capital and the increase of those investment insurance funds we all supported in our debate. I even know that I've debated here on behalf of the club about the government's amendment to increasing these export insurance funds. However, when you look at the implementation of the budget, then you will see that in 2004, the management did not spend, in 2014, the money the government provided at the export insurance position, etc. The second thing, it was not indicated here that the plasma dropped, HBOR activity was down 34% in 2014. So that's a fact. And why it happened, to those facts there are several reasons. First, this report, whatever you want from Brussels, which says that the professional prepares, experience and knowledge of the leaders in HBOR is not adequate to what a financial institution should have. So when you look at the appointed members of the administration that were changed, only one man the president of the administration had experience in the banking sector, but he was removed after nine months because he didn't want to implement certain things that were a political directive. And to you for information "incompetent" under quotes the former management president is today a representative of the European Investment Bank for this part of Europe. So, SDP and others from the Kukuriku coalition, Mr. President of the Administration was not capable enough to run the HBOR even though he had great results by then, but is therefore capable of the European Investment Bank to be their representative and for the first time the Croatian has received that position. But it's like that. It's another thing. The amendment of the Supervisory Board's Statute where the decision was taken to borrow more than 37 million, up to 37 million above the administration without approval, also led without the consent of the Supervisory Board to the fact that people simply refused to take risks and therefore to reduce investment, so loans, even though the demand for loans was quite large. So when we talk about 2004, there was a 5% reduction in revenue, but therefore operational costs increased by 24%. In part, these operating costs increased due to the severance of former HBOR leaders, but the other part of the operating costs increased among other things and the employment of 15 new people that took place in 2014. So you have the employment of 15 new people, but you have a 34% downturn in activity. The question is what have these 15 people been doing, and the more you will see when we discuss the 2015 report, unfortunately the trends continue and that in 2015 there was no lending, the big loan to the Croatian Telecom for the purchase of the vehicle, I do not see at all what the meaning of having HBOR involved in this story, that there was no lending of HZ and shipbuilding, and there would be a question of illegal state support, etc. Then the result in 2015 would be catastrophic. So these are all the facts that are the way they are, because if you have 15 people more employees, if you receive 60 party listeners in 4 years of office and so much increase the number of HBOR employees, the activity and credit allocation in HBOR has fallen and there has been no credit to large state-owned companies when you move out then you would see, then you will see that HBOR's credit activity unfortunately in 2014, 2015 is not even the approximate team anymore that some things are connected. When we're discussing it, I'm going to go a little out of context, but anyway, about the HAMAG annual report then the HAMAG leader said that among other things their reduced activity was because the HABOR activity was reduced. So that's said on the board, that's not what I made up, you can see in the record of the Committee on Economy that it's said. So what is crucial is, so the Development Bank is a partner to business banks and in recent years the HBOR has basically granted loans, very little credit directly. Most of the credits were through business banks. However, there is only one question here why the interest rate actually rose linearly from one to two percent and thus practically made it possible to make another extra profit to the business banks. Because if the HBOR was awarded to the HBOR because of the state's funds, because of the position that the HBOR gained in previous years for certain activities and programmes that were activities and programmes of the Government, and on the basis of that, the EU's institutional banks received cheap funds, and then the logical thing is if what counterpart Zgrebec said was HBOR decided to invest more funds directly, that it does not go through business banks why we are business banks, why is it actually allowed, why it is agreed to increase linearly, so their margin from one to two percent. Because the business banks in that whole story had nothing but to come up with the cheap capital that HBOR got from institutional banks and thus satisfied their clients. At the same time, the government has its own programmes, and there are fellow former ministers each in their ministry who have certain programmes, and that was the previous years, and therefore they received loans from EU institutional banks. In particular, the European Investment Bank and the European Bank for Reconstruction and Development. So I'm going to conclude with that, unfortunately, HBOR's credit activities have dropped. What the HBOR should be, because if we gave the money from the budget, we increased the underlying capital, if we gave the funds for export insurance then it is logical that these funds are directed towards small and medium-sized entrepreneurs, so those most needed. Because when you look at the structure of the Croatian economy, unfortunately, most small and medium-sized entrepreneurs have very little credit capacity and if they are not helped by HAMAG, then in principle, it is very difficult to obtain credit, but therefore to lend loans to some state-owned companies I say very questionable or unauthorized support. And in this way, when you add it all together, then you get billions of dollars, but when you move it all out of the balance, then you'll come to think that what was going on in HBOR was contrary to what the government suggested when the budget was proposed. And what he says is we all supported here, so we didn't support the budget, but we all said more or less in the debate that we agree with this government's activity to increase HBOR funds. So that's something that wasn't controversial. So we can even say that there was a political consensus in the Croatian Parliament about it. However, operationally this was not implemented in the HBOR at the level at which both ministers and the government planned. We can fight here as politically as we please, but we're discussing something that happened. So we have the adopted budget, we have the budget, so the acts adopted by this high house. And so, we now have the HBOR report, and when we put it like it's paste, copy or on... Put those three documents under each other and then you'll see this all together, and the main reason is and I'll go back to what I started out with today, and that's what political appointments were then made. [[The speaker doesn't understand.]] Because even when you look at the people who appointed the HBOR administration, there was only one man who had experience in banking that was the previous president of the administration who after nine months gave the wind five because he simply couldn't carry out certain things. Today's administration, with a lot of respect for their colleagues, has no banking experience. And secondly, HBOR by all means if we don't decide otherwise is not a classical banking institution and it is the Croatian National Bank's check or treats it as a bank. What is the intensity and goal and we all agree politically on is that HBOR becomes a credit investment export bank, so a bank that will support it. Because I repeat, there is an analysis of the creditworthiness of Croatian entrepreneurs, so you will see that they are over 90 unfortunately currently unable to meet the minimum criteria for obtaining credit. This is why HAMAG was founded, and therefore there are other state support to enable those who have projects, who have a future to come to credit by favourable means that the HBOR has received on behalf of long-term cooperation and trust from the European institutional banks and that such funds therefore cost-effective, cheap capital places their production and thus work. But I say, unfortunately, that didn't happen, it didn't happen because we're a pioneer move from 2010, which is that we appoint administrations and supervisory committees through a public tender, because then they were said politics brought them in, politics will take them away. I have not seen any of those who have come with politics resign, nor have I seen any member of the supervisory board appointed by the policy that has resigned and given this government the opportunity to call a practically public tender and appoint new leaders of public companies as HBOR and so on. Therefore, these are comments to the factual state. We'll support the report as a club because it's a set of data, a set of numbers that happened. So we can be satisfied, dissatisfied with this, but we simply cannot deny those figures that are there, but we simply want to warn about some of the things that have happened and no matter how much political bickering is likely to take place today over this debate these are facts, facts, facts, facts. See budget 2014, see budget implementation 2014. All this stuff I've been telling you is in there. Look at the ministers who've been sitting your ministries, the programs in your ministries that you've planned to implement through HBOR, how many of them have been realized? We're going to hear a report today or tomorrow from the head of Hamag who clearly said on the board that the reduction in the scope of guarantees, the guarantees given by HAMAG to entrepreneurs who had good programs and couldn't get credits was reduced because HBOR reduced credit activity. And I'll end up with something else. So in order to pump up the balance sheet of success a lot of credit has been given conditionality to so I say the passage of the Supervisory Board to the proposal of the administration and you will see God in a year how much of these conditional loans are going to get the green light? Probably 30, 40% of them, and when it is pumped out of this balance that is like this, and especially from 2015, the results will be far worse and also certain placements that are shown here are free of guarantees, and many do not have guarantees from the state budget are very risky and the question is who will fall to the burden. Thank you very much.
ParlaMint-HR_2016-02-03-0.u1688	Thank you very much. Your exposure caused several replicas. The first is that distinguished representative, Dragica Zgrebec. Here you go.
ParlaMint-HR_2016-02-03-0.u1689	Thank you, Mr. President. My colleague Shuker, you and I have a long experience of monitoring the HBOR not only as representatives but also as members of the Supervisory Board, and then it is not correct to say that in 2014 the administration was removed but had expired in May. A colleague of Kovac's, who always had our support, the support of the SDP club. We highly appreciated his work and his presentation of HBOR in the world. Let's remember he was also president of the Council of Institutional Banks of Europe, he was also on the Executive Board and we appreciated it and always valued it highly. After 20 years, the man said he no longer wanted to run. Then, as the new administration was called, we can discuss it but it is not correct to say that the administration has been removed. As for HBOR’s own placements, when taking their basic activity and that’s investment activity, so let’s cancel at the years when the high rankings were, if we cancel the credits for 10-ac billion kuna in one year more than 50% were actually assets for crafts, then we can say HBOR can place as much investment funds as there are good projects.
ParlaMint-HR_2016-02-03-0.u1690	The esteemed representative, Ivan Shuker, will respond.
ParlaMint-HR_2016-02-03-0.u1691	Comrade Zgrebec, we have been really long and very long, in fact in all the discussions over these years we have had a very high degree of consent, for the simple reason that we respected each other and based on what was the debate in HBOR's space and we have never gone beyond that context, and even though many debates have never gone beyond that. But you know very well why Mr. Kovac has left. Mr. Kovacev left after Mr. Linic left. Then a big HBOR hack was made, a huge damage was done to HBOR. Mr. Kovace had to leave. It's been two years since, has any of Mr. Kovac's burden of certain government people been proven? Nothing, but the man's gone. It didn't work for us. Also in all possible and impossible ways, it tried to prevent Mr. Kovacev from being appointed for this function. And even a memo from the government said that they thought a man would come to represent the European Investment Bank and he left because he disagreed with the members of the government. How he will cooperate with them. After all, they took practical responsibility and appointed Mr. Kovacev where he is. And as for the placements, colleague Zgrebec, you know very well, and so I said that with much of your debate, I agree, but that there are no large placements in large state-owned companies and this fall that was in 2014 of 34% would be far higher. And yet, 15 new people have been employed. So these are facts. And it is indisputable, what you know, what I know and what all the colleagues who sat on the board of directors know, both this and before, I think of ministers, that the biggest problem of Croatian entrepreneurs is craftsmanship. That one big problem for big state corporations is that practically under market conditions they can't get a loan. And those are the facts. And we, when we all agree here on these facts, as we have often agreed on these facts on the Supervisory Board, will not politicize and will not throw HBOR into the mud as some have tried to throw it away.
ParlaMint-HR_2016-02-03-0.u1692	Thank you. The next replica is the esteemed representative of Gordan Maras.
ParlaMint-HR_2016-02-03-0.u1693	Thank you very much, Mr. President. First, that our citizens who listen know that this is a 2014 report because Mr Shucker is talking about the report as if it's happening now in HBOR and as if there's not enough activity. When you look at 2015, Mr. Schucker, 2285 of the approved applications, 85% of them are small and medium-sized entrepreneurs. So the activity is more than 12 billion kunas per year, which means that in 2015, the year in which much has been done. And this year, which you're talking about in 2014, is exactly the year where there's been a change in the head of HBOR, and that's why there's been a little less activity. The administration that left in the middle of the year had less activity in the first term. So don't talk about the institution in a way that doesn't work well when all the positive trends and when the number of loans is positive and when the amount allocated to small and medium-sized entrepreneurs is also positive. And as for, you said, political appointments, so you probably know something about it since HBOR's director came in the '90s as a 30-year-old without any kind of, not just banking experience, but any management experience in HBOR, and there HDZ held him for many, many years. So on this side, don't talk about political appointments and don't talk about benefits and operating costs because I tell you and you know because you signed a contract of work that was easier and better to be director of HBOR not to say how much pay, so I don't go out with it publicly, two and a half times as much as it is, say, a representative's salary than being a representative or minister in the Croatian Government. That's what you made possible, you said yourself that it wasn't a financial institution not to conflict on the market, that you made it possible as chairman of the Supervisory Board of the former administration. And not to say all the benefits that the citizens could read in the paper. So don't. talk about high costs [[Intruder: Thank you.]] Because you've been working your expenses and don't talk about political shifts because you've brought [[Intruder: Time's up.]] practically a man with no experience at the head of an institution. [[/Intruder: Time's up. Thank you very much.]]
ParlaMint-HR_2016-02-03-0.u1694	Please, I have warned you three times that the time is up. Respect it. [[/Intruder: O.K. I'm sorry.]] Yes, we appreciate your youth and your newness in parliament. [[I just got here, I'm new, so I don't know.]] Mr. Shuker... [[The speaker doesn't understand.]]
