ParlaMint-FR_2017-08-02-E1030.u1	The next item is the question to the Government.
ParlaMint-FR_2017-08-02-E1030.u12	Sophie Auconie, for the group Les Constructives: Republicans, IDU, independents.
ParlaMint-FR_2017-08-02-E1030.u13	Mr Minister for Agriculture, last week you made a commitment to us to keep up with the CAP timetable and to remedy the delays in payments that have been accumulating for almost two years, and which are putting our farmers into unsustainable difficulties.
ParlaMint-FR_2017-08-02-E1030.u14	That's right!
ParlaMint-FR_2017-08-02-E1030.u15	You have indicated your priority: Initiate in November 2017 payments relating to agri-environmental and climate measures as well as aid to organic farming due under the 2015 campaign. However, the audit of public finances, submitted by the Court of Auditors to the Prime Minister last June, identifies for 2017 a risk of overexpenditure of €1.6 billion for the Agriculture, Food, Forest and Rural Affairs mission. It would seem that a budgetary insinuity...
ParlaMint-FR_2017-08-02-E1030.u16	One more!
ParlaMint-FR_2017-08-02-E1030.u17	[[Exclaims on the benches of the LR group]] ... has been incorporated into the model of the programming of the natural disability compensatory allowances (ICHN) in the second pillar of the CAP. Several hundred million euros would not have been budgeted to honour the commitments of the previous government, which leads to an almost certain budgetary stalemate for the payment of ICHNs in 2019 and 2020, at constant scope.
ParlaMint-FR_2017-08-02-E1030.u18	The legacy!
ParlaMint-FR_2017-08-02-E1030.u19	[[Applause on the benches of groups LC and LR as well as on certain other benches]] To break this impasse, the state must find a solution. It is impossible to envisage a transfer between pillars or not to honour the payment of ICHNs, which are essential for maintaining agricultural activity in these less-favoured areas.
ParlaMint-FR_2017-08-02-E1030.u20	That would be outrageous!
ParlaMint-FR_2017-08-02-E1030.u21	There can be no question of going in the left pocket to feed the right pocket. Let us not forget that as a result of the new redistribution of disadvantaged areas, some farmers will be excluded from the ICHN and will therefore not even have a right pocket! [[Same movements]] What is the reality of budgeting the ICHN programming model? Can you assure us that you will take the necessary steps to ensure that our farmers are not the collateral victims of this definite budgetary stalemate?
ParlaMint-FR_2017-08-02-E1030.u22	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2017-08-02-E1030.u23	Madam Member, with regard to the payment of CAP aid, I had the opportunity to remind you last week that we are working on a timetable. I would like to pay tribute here to all the deconcentrated services of the State which are doing a huge job of ensuring that the payment of these aids is on the way.
ParlaMint-FR_2017-08-02-E1030.u24	Isn't that Mr. Le Foll's fault, by any chance?
ParlaMint-FR_2017-08-02-E1030.u25	You are asking me about the transfer of aid from the first pillar of the CAP to the second. As you know, as a result of my consultation with professional agricultural organisations, I have identified funding needs up to 2020 on the second pillar for support for organic farming and for ICHN. The livestock industry has been in an unprecedented crisis for several years. It was in this difficult context that a re-evaluation and expansion of the ICHN was decided. To honour the legitimate decisions taken by my predecessor in favour of herders, I have notified the transfer of aid from the first pillar of the CAP to the second pillar, in addition to the 3.3% already committed. The choices are, in the short term, difficult, but they must not lose sight of our ambition to maintain the general states of food and to reflect globally on the future of our agriculture.
ParlaMint-FR_2017-08-02-E1030.u26	That's not enough!
ParlaMint-FR_2017-08-02-E1030.u27	[[Applause on the benches of the REM and MODEM groups as well as on several benches in the LC group]] My action today is guided by two objectives: on the one hand, that CAP credits serve as best as possible the whole of French agriculture, without opposing models to each other; On the other hand, let France, in due course, be credible on the budget to negotiate a strong and ambitious CAP in the interests of the "Farm France" and French farmers.
ParlaMint-FR_2017-08-02-E1030.u28	Mrs Audrey Dufeu Schubert, on behalf of the Group of the European People's Party, has the floor.
ParlaMint-FR_2017-08-02-E1030.u29	My question is to the Minister of Economy, Mr Bruno Le Maire. The shipyards of Saint-Nazaire, a global actor in maritime construction, design and build exceptional ships and military ships such as the Harmony of the Seas, Queen Mary 2 or both Mistral. These projects are part of our history. They are part of our local and national industrial culture. I was born in Saint-Nazaire, I grew up there and I am honoured to be the Member of Parliament for the constituency that houses this unique know-how in the world.
ParlaMint-FR_2017-08-02-E1030.u30	No, you're a Member of Parliament for the Nation!
ParlaMint-FR_2017-08-02-E1030.u31	I know how proud the Nazis are of their boats. The French are committed to the excellence of this industrial basin. Europeans are also aware of the capacity of the shipyards of Saint-Nazaire, because this nugget of shipbuilding produces technological prowess. It is a pool of innovations, especially in the offshore with the creation of an industrial sector oriented towards the energy transition. STX, it is 2600 employees and more than 5000 people employed in subcontracting, which also needs to be reassured. The State claimed its right of preemption over the sale of STX. Like the majority of our fellow citizens, I welcome this courageous and responsible decision. The stakes are great: to preserve jobs, to ensure the strategic interests of France, to maintain the balance with future buyers and to ensure that our technological mastery will remain national. [[Applause on the benches of the REM group as well as on some benches of the MODEM and LC groups]] Minister, could you please specify the red line that should not be crossed in the current negotiations? Along with our Italian friends, would you be in favour of the entry into the capital of local partners backed, if any, by an employee shareholding or even a citizen? Finally, how do you wish to strengthen French-Italian and more broadly European naval military cooperation through the Saint-Nazaire shipyards?
ParlaMint-FR_2017-08-02-E1030.u32	The next speaker is the Minister for Economic Affairs and Finance.
ParlaMint-FR_2017-08-02-E1030.u33	Madam Member, last week, together with the President of the Republic, with the Prime Minister, we took the decision to exercise the right of preemption of the state on the construction sites of Saint-Nazaire and on the company STX France.
ParlaMint-FR_2017-08-02-E1030.u34	All right!
ParlaMint-FR_2017-08-02-E1030.u35	[[Applause on the benches of the REM, MODEM and LC groups]] We did so to preserve the strategic interests of the French nation, to preserve our know-how, to preserve jobs on the Saint-Nazaire yards. We demand and accept this decision. Now, our goal is to build a stock of shareholders that guarantees the long-term activity of the yards, guarantees employment and guarantees, as you said, exceptional know-how, unique in Europe, in Saint-Nazaire. For this, we will reflect on a new shareholder deal. I had the opportunity to discuss this yesterday with our Italian friends in Rome, telling them that Fincantieri was welcome in the framework of a balanced pact on the construction sites of Saint-Nazaire. [[Applause on the benches of the REM, MODEM and LC groups as well as on several benches of the FI group]] What about the employees? Of course they are welcome in this shareholder pact, because if Saint-Nazaire is powerful, it is first and foremost thanks to their know-how and their talents. Then we want – this is our strategic objective with the President of the Republic and the Prime Minister – to build a great European naval industrial champion in the civil field and, with the minister of armies who has been working there for several months, in the military field with our Italian friends.
ParlaMint-FR_2017-08-02-E1030.u36	What about DCNS in Cherbourg?
ParlaMint-FR_2017-08-02-E1030.u37	[[Applause on the benches of the REM, MODEM and LC groups]] That is the objective: in an increasingly competitive world, where shipbuilding requires more and more know-how and competitiveness, we want with our Italian friends to build in the naval field the equivalent of Airbus in aeronautics, so that we have the world's greatest champion of civil and military shipbuilding.
ParlaMint-FR_2017-08-02-E1030.u38	Mr Fabien Di Filippo has the floor for the Republican Group.
ParlaMint-FR_2017-08-02-E1030.u39	My question is to the Minister of the Interior. An evangelical gathering of no less than 6000 caravans and 30,000 people is scheduled for 27 August to 3 September. A ministerial decision taken in haste, without consultation and in contempt of local elected representatives, took place in Grostenquin, Moselle, in the heart of a protected ecological site, classified Natura 2000. The Minister of Environmental Transition has not responded to any of our requests. Similarly, the prefecture is today unable to provide us with quantified guarantees on the means committed to secure the event. Two years ago, a similar gathering had taken place in the same place, and there had been many problems of safety, road safety and unsanitaryness, both for the participants and for the surrounding communes. If everyone's way of life is to be respected, it is also the case of our territories and their inhabitants. In view of the situation, the prefecture admits that it has to define a "comfort zone" of two hectares and that there is a risk of human excreta being found outside the site itself. Minister, if the gathering took place in the gardens of the prefecture or the court of the ministry,...
ParlaMint-FR_2017-08-02-E1030.u40	That'd be better!
ParlaMint-FR_2017-08-02-E1030.u41	... would you allow that? Why do you impose on our fellow citizens what you would refuse for yourself?
ParlaMint-FR_2017-08-02-E1030.u42	Inadmissible!
ParlaMint-FR_2017-08-02-E1030.u43	Your unilateral decision will have serious consequences for the environment, in terms of insecurity and in financial terms, with at least several hundred thousand euros to be borne by the taxpayer. Why still despise local elected officials and rural territories?
ParlaMint-FR_2017-08-02-E1030.u44	They don't like local elected officials!
ParlaMint-FR_2017-08-02-E1030.u45	Why not take responsibility for the French by moving or postponing this gathering?
ParlaMint-FR_2017-08-02-E1030.u46	The minister doesn't know the rural world!
ParlaMint-FR_2017-08-02-E1030.u47	In addition, wild caravan gatherings are increasing everywhere in France, with significant damage to our communes and socio-economic actors. In particular, I associate my colleagues Virginie Duby-Muller and Martial Saddier with this problem, which is extremely acute in Haute-Savoie. [[Applause on the benches of the LR group]] Minister, when does your Government finally intend to act on this matter?
ParlaMint-FR_2017-08-02-E1030.u48	The next speaker is the Minister of State, Minister for the Interior.
ParlaMint-FR_2017-08-02-E1030.u49	[["Ah! » on the benches of the LR group]] Mr President, let me tell you that I understand your concerns.
ParlaMint-FR_2017-08-02-E1030.u50	That's good already!
ParlaMint-FR_2017-08-02-E1030.u51	Because when we organize, as the Life and Light Association does twice a year, an evangelical gathering that, as you mentioned, brings together 6,000 caravans and 30,000 people, it creates a number of difficulties for local elected representatives.
ParlaMint-FR_2017-08-02-E1030.u52	That's the least we can say!
ParlaMint-FR_2017-08-02-E1030.u53	Let me tell you that the former mayor of Lyon whom I am understand what your difficulties may be. So we decided that one of these two gatherings could take place on the ground that this association has in the Loiret. For the other, we will no longer, as in the past, do a gathering that takes place sometimes on one military base, sometimes on another – this year, as you said, it is in Grostenquin. We'll look for a field...
ParlaMint-FR_2017-08-02-E1030.u54	When?
ParlaMint-FR_2017-08-02-E1030.u55	And where? Boulevard Saint-Germain?
ParlaMint-FR_2017-08-02-E1030.u56	In the Lantern?
ParlaMint-FR_2017-08-02-E1030.u57	In Neuilly?
ParlaMint-FR_2017-08-02-E1030.u58	[[Applause on the benches of the REM and MODEM groups]] ...to host this event. And the Prime Minister has instructed DIHAL, the Interdepartmental Delegation to Accommodation and Access to Housing, to find one that will allow the event to be hosted in conditions of peace and security for the neighbourhood. I will also mobilize all the forces necessary to ensure your peace and quiet.
ParlaMint-FR_2017-08-02-E1030.u59	And in concrete terms, for this year?
ParlaMint-FR_2017-08-02-E1030.u60	Mrs Sandrine Le Feur has the floor for the La République group on the move.
ParlaMint-FR_2017-08-02-E1030.u61	Minister for Agriculture and Food, the French are increasingly focusing on their food and on the products they consume. Today, nearly seven in ten French people say they regularly consume organic products: this has been a significant development for more than ten years. In our rural communes in Finistère, children are increasingly using them in school. This week, a great deal of false information has been circulating on the impact of transfers within the common agricultural policy from pillar 1 to pillar 2. I would point out that pillar 1 offers aid per hectare, while pillar 2 supports farmers who have wanted to move towards alternative agriculture. Some actors consider this transfer to be insufficient to meet the objectives set, and this announcement has raised many questions and raised serious concerns. In fact, organic farming raises important consumer expectations, such as many farmers who will be able to find a future solution for their farm. Minister, last Monday, you set the target of converting farms into organic, from some 6% of the French agricultural area currently to 8% by 2021. Several positive signals show that envy is there, including the launch of the general states of food for agriculture of the future. [[Applause on the benches of the REM group and on some benches of the MODEM group]] My question, to which you have partly answered earlier, is this: does this transfer indicate the Government's willingness to pursue an agricultural policy of the future? Recently, you announced the continuation of conversion aid. What arrangements do you intend to implement in order to sustain the farms that are coming to the end of their conversion? How will you help the regions, in the current economic context, to ensure the maintenance aid, which is essential for the survival of the farms?
ParlaMint-FR_2017-08-02-E1030.u62	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2017-08-02-E1030.u63	Madam Member, your question will allow me, once again, to calm the fears and fears of a number of people about the development of organic farming. The objective we are pursuing is to finance the needs identified under the European Agricultural Fund for Rural Development (EAFRD), particularly with regard to the development of organic farming. The Government has made a choice of responsibility in deciding to move from pillar 1 to pillar 2 in support of livestock farming, areas in difficulty and organic farming. I consulted with all the professional organisations before making this choice as a matter of responsibility. Some schemes, among those that contribute to meeting the expressed needs, have a development dynamic that could not have been anticipated: this is the case with organic farming. I welcome this dynamic in favour of a virtuous mode of production, for which social demand continues to grow. Through this transfer, we choose to consolidate it and not to reduce it, as a number of people believe. As you pointed out, the priority for the State is the financing of conversion aid. In fact, the transfer will meet the expected scenario and reach 8% of the biological area by 2021 instead of 6% at present. Many regional councils are already invested in bio policies; their fine knowledge of the ground and their proximity make them naturally the best able to carry out ambitious policies with the state in favour of organic farming.
ParlaMint-FR_2017-08-02-E1030.u64	The question is whether the state should pay!
ParlaMint-FR_2017-08-02-E1030.u65	There is a third instrument to support the development of organic farming, which takes the form of a tax credit. It is expected to end in 2017, but I have requested arbitration so that it can be extended. [[Applause on the benches of the REM group and on some benches of the MODEM group]] We now have to optimise the use of these tools, and I will be organising a meeting with all regions in September.
ParlaMint-FR_2017-08-02-E1030.u66	The next speaker is Mr Olivier Dussopt, for the New Left Group.
ParlaMint-FR_2017-08-02-E1030.u67	[[Exclaims on the benches of the LR group]] Prime Minister, on 17 July last, under your presidency, then that of the President of the Republic, the first National Conference of Territories was held. It is a forum for dialogue, which was expected by all elected associations and communities, but it must also be a place of trust and sincerity. In the name of sincerity, the local elected representatives told you that the €13 billion effort requested by the state to the communities was neither sustainable nor fair. We thought that it was the requirement of sincerity that led you and the President of the Republic to reassure yourself that the method was going to change and that the endowments were not going to fall sharply. But that day, you didn't say everything. On 20 July, three days after the conference, a decree was issued, which canceled 300 million euros of payment appropriations for local authorities.
ParlaMint-FR_2017-08-02-E1030.u68	Three days later!
ParlaMint-FR_2017-08-02-E1030.u69	Scandalous!
ParlaMint-FR_2017-08-02-E1030.u70	You will understand, Prime Minister, that we were disappointed at the same time as a feeling of betrayal. The disappointment, first, because, for years, communities have made operational efforts, and the government, in return, has better accompanied them in investment, with the 60 per cent increase in the provision of equipment for rural areas – DETR – and the creation of the Local Investment Support Fund. But you are changing this policy by reducing investment aid. Treason, then, because it is not in keeping with the word given.
ParlaMint-FR_2017-08-02-E1030.u71	That's normal, from the Prime Minister!
ParlaMint-FR_2017-08-02-E1030.u72	[["Very good!" on the benches of the LR group]] How are you going to explain to an association that works in the working-class neighbourhoods, in the direction of the most disadvantaged populations, that its budget will not be honoured because 46.5 million have been removed from the budget of the city's policy, or 11 per cent of the appropriations? How to explain to a mayor, who has been waiting for his notification order for months, that he will not be taken and that he will have to give up his equipment project, yet expected by the inhabitants of the commune? How can you claim to support local public investment while canceling 300 million euros of payment appropriations, which should have gone to the territories? [[Applause on the benches of groups NG, GDR, LR, on some benches of group FI as well as on some benches]] You tell us that the projects are lagging behind, but under this procedure they have two years to be carried out and, every year, there are slippages. Actually, you're making a mistake. We read in the press that the decline in personalized housing subsidies was at least severely judged by the President of the Republic. Don't you think the cancellation of this 300 million is a similar decision?
ParlaMint-FR_2017-08-02-E1030.u73	[["Ah! » on the benches of the LR group]] The next speaker is the Minister for Action and Public Accounts.
ParlaMint-FR_2017-08-02-E1030.u74	[[Applause on the benches of the REM groups and on a few benches of the MODEM group. – Exclaims on the benches of the NG and LR groups]] Mr Member, in the film Le Président, Jean Gabin claimed that saying anything "is the prerogative of the opposition. »
ParlaMint-FR_2017-08-02-E1030.u75	What a contempt!
ParlaMint-FR_2017-08-02-E1030.u76	[[Vif applause on the benches of the REM and MODEM groups]] The accuracy of this judgment is now being verified. In fact, it is 0.3% of all state financial assistance to the communities that is affected by this Order, MP – I say 0.3%! Your criticism is all the more tasty, if I may say so, because you voted in the previous quinquennium for a reduction of 11 billion to the local authorities.
ParlaMint-FR_2017-08-02-E1030.u77	That's not a reason to do the same!
ParlaMint-FR_2017-08-02-E1030.u78	[[Applause on the benches of the REM and MODEM groups]] I want to point out that we are going to do exactly the opposite. If we had to make this decree – as I said before the Finance Committees – it was because you did not budget the necessary appropriations for farmers; it is because you have not budgeted the necessary funds for the beneficiaries of the adult disability allowance; That's because you didn't budget the funds needed to protect the homeless this winter, especially in Île-de-France!
ParlaMint-FR_2017-08-02-E1030.u79	Emmanuel Macron is the heir!
ParlaMint-FR_2017-08-02-E1030.u80	[[Applause on the benches of the REM and MODEM groups. – Exclaims on the benches of the LR group]] If you had better managed France's budget, you could have noticed that he was not sincere. We will do the opposite by presenting, at the request of the Prime Minister, with the Minister of State Gérard Collomb, with Jacques Mézard, all the appropriations that will actually be spent. I mean here that all the State's commitments regarding rural credits and neighbourhoods covered by the city's policy will be fulfilled.
ParlaMint-FR_2017-08-02-E1030.u81	Bonimenteur!
ParlaMint-FR_2017-08-02-E1030.u82	Word! Word!
ParlaMint-FR_2017-08-02-E1030.u83	[[Applause on the benches of the REM and MODEM groups as well as on some benches of the LC group]] They will be in this budget as they will be next year. That, honourable Member, is the difference between you and us, between the majority, the responsibilities, and the opposition, which does not give the right figures.
ParlaMint-FR_2017-08-02-E1030.u84	The next speaker is Mr François Cormier-Bouligeon, for the La République group on the move.
ParlaMint-FR_2017-08-02-E1030.u85	Mr President, ladies and gentlemen, my question is to Mrs Laura Flessel, Minister for Sport, and I would like to associate my colleagues Hugues Renson and Olivia Gregoire, Members of Parliament from Paris, Sandrine Mörch, with all the Members of the Republic on the move. [[Applause on a few benches of the REM, MODEM, LC and NG groups]] Minister, the decision of Los Angeles to accept the 2028 Games paves the way for the designation of Paris as the host city of the 2024 Olympic and Paralympic Games. This is great news for French sports and for the whole country! These Centennial Games will be a manifestation of universal fraternity around sport and its values of respect, commitment, demand and solidarity. They will be that, but they must be more and better. They must be a showcase of the French sport economy sector, which accounts for almost 2% of GDP and more than 200,000 non-relocable jobs. [[Exclaims on the benches of the LR group]] They must also and above all be a formidable lever to develop sport for all in our country. Indeed, we must take advantage of this horizon to work now to establish the conditions for real equality in sports practice between women and men, between the humblest and most favoured French people, between people with disabilities and valid people. This subject is important, because while sport is a vector of individual well-being and improved health, its practice is also an effective way to learn to live together, to make common and to strengthen our much-needed Republic. [[Applause on the benches of the REM and MODEM groups]] Minister, do you share this ambition? What means will you have to satisfy her?
ParlaMint-FR_2017-08-02-E1030.u86	The Prime Minister has the floor.
ParlaMint-FR_2017-08-02-E1030.u87	Mr President, you are right to point out the series of good news that has sparked recent news about the future allocation of the Olympic Games. I would not like to shower the atmosphere, but, even if this good news has followed, we must remain a little cautious in this and all the others. As long as it's not done, it's not done!
ParlaMint-FR_2017-08-02-E1030.u88	It's like the reform of the labour code!
ParlaMint-FR_2017-08-02-E1030.u89	[[Applause on the benches of the REM and MODEM groups]] [[Claims on several benches in the LR group]] All those who approach a sporting competition, or election, thinking that the result is achieved in advance... I can talk about it for living it...
ParlaMint-FR_2017-08-02-E1030.u90	Sometimes it's enough to change teams to win!
ParlaMint-FR_2017-08-02-E1030.u91	We can change our jersey during the competition!
ParlaMint-FR_2017-08-02-E1030.u92	[[Applause on the benches of the REM group]] In any case, I note that some Members enthusiastically support the Paris candidacy. [[Applause on the benches of the REM, MODEM and LC groups as well as on some benches of the LR group]] If we, Mr President, were to rejoice tomorrow, we should do so to those who, very early on, believed in the opportunity and chances of the bid for Paris. At the top of these are the athletes, whose role I want to highlight. This candidacy was initiated, promoted and promoted by the sports community. It is important to give back to the sports community what he has given. This candidacy was also carried by elected officials, from all political backgrounds,...
ParlaMint-FR_2017-08-02-E1030.u93	Not us!
ParlaMint-FR_2017-08-02-E1030.u94	[[Applause on the benches of the REM, MODEM and LC groups]] ... and by several Presidents of the Republic; I would like to acknowledge, in addition to the prominent role played by the Mayor of Paris, the fundamental role played by President Sarkozy, President Hollande and President Macron. Ladies and gentlemen, this spirit of gathering is all the easier to assume because it is the very spirit of the Olympic Games, that of bringing together those who want to participate in an event that is not just sporting.
ParlaMint-FR_2017-08-02-E1030.u95	The language of wood should be an Olympic discipline!
ParlaMint-FR_2017-08-02-E1030.u96	If we get in a few weeks in Lima the good news we hope, France will have to bear this outstanding responsibility to organise Games at controlled cost,...
ParlaMint-FR_2017-08-02-E1030.u97	Like in London?
ParlaMint-FR_2017-08-02-E1030.u98	With a budget of 6.6 billion?
ParlaMint-FR_2017-08-02-E1030.u99	[[Exclaims on FI banks]] ... to ensure security and lasting heritage. They will have to show who we are and how France welcomes – we have a tradition of organising major sporting and non-sporting events, which will have to be highlighted. We will have to organise happy and friendly Games, highlighting all the dimensions of sport, including the events held by athletes with disabilities. [[Applause on the benches of the REM, MODEM and on some benches of the LC and LR groups]] This extraordinary challenge will require, in due course, decisions on the part of the State in terms of organization and planning. The Minister of Sport and I, as well as the Government as a whole, will have the opportunity to clarify, after the good news, all the decisions that will have to be taken.
ParlaMint-FR_2017-08-02-E1030.u100	Mr Pierre-Yves Bournazel spoke for the group Les Constructives: Republicans, IDU, independents.
ParlaMint-FR_2017-08-02-E1030.u101	[["Golden Medal of Repetition! »on the benches of the FI group]] Madam Minister of Sport, ladies and gentlemen, the Mayor of Los Angeles announced yesterday his decision to postpone his city's Olympic candidature to 2028. Pending the ratification of an agreement with the International Olympic Committee on 13 September in Lima, this announcement opens the way in Paris 2024. [[Applause on a few benches of the REM, MODEM, LC and LR groups]] The solidity of our project, the unity of all the actors, the symbolism of the centenary, all these assets have given our candidacy the strength of evidence. We're ready to host these Games. It's the turn of France, it's the time of Paris and the Île-de-France region. I want to pay tribute here to the quality of the team work that has been done, because it is exemplary of how we are able to come together to carry out a great project of general interest and to win France. I want to greet Bernard Lapasset and Tony Estanguet, the Co-Chairs of the Nominating Committee, who have been able to unite the energies. Behind the Olympic and Paralympic sports movement, the state, the city of Paris, the Île-de-France region, all local and regional authorities and the economic, social and environmental world have shared a spirit of conquest by overcoming divisions. Paris 2024 is not just hosting the largest event in the world. It's about building a project that helps transform society and develop our territories. We must bring a vision to the service of the quality of life of the people and our international attractiveness, which will be a formidable accelerator of public policies.
ParlaMint-FR_2017-08-02-E1030.u102	What a tongue of wood!
ParlaMint-FR_2017-08-02-E1030.u103	This is an immense responsibility, the success of which will come in part from the ambition of the "Olympic law": not only mechanisms to guarantee the delivery of the Games, but a project to leave a legacy to the territories and to the 2024 generation.
ParlaMint-FR_2017-08-02-E1030.u104	What's the question?
ParlaMint-FR_2017-08-02-E1030.u105	[[Applause on the benches of the REM, MODEM and LC groups]] Minister, can you tell us the prospects for this future Olympic law?
ParlaMint-FR_2017-08-02-E1030.u106	[[Applause on all benches]] The Minister for Sport has the floor.
ParlaMint-FR_2017-08-02-E1030.u107	On 13 September, we should indeed move from dream to reality. This Paris 2024 campaign was first of all that of athletes, as you pointed out; I salute their mobilization and investment: they carried this project and our ambitions, and they were our ambassadors. Now, a generation of athletes will grow with 2024 on the line, with pride and the desire to succeed. This victory for Paris will be that of France. A collective success that transcends divides and brings us together, because sport has this ability to unite, to make us proud, to bring out the best of each of us. We're ready to host the Games and we're already at work. [[Applause on the benches of the REM, MODEM, LC groups as well as on some benches of the LR group]] In its application to the International Olympic Committee, France has entered into commitments concerning the arrangements for hosting the Olympic and Paralympic Games in France, which it is customary to supplement with laws and regulations. The future bill will focus on issues such as planning, planning, housing and facilities for hosting Olympic delegations. It is planned to present it within six months of the decision to award the Games, on 13 September in Lima.
ParlaMint-FR_2017-08-02-E1030.u108	All right!
