ParlaMint-FR_2017-09-26-E2003.u1	The next item is the question to the Government.
ParlaMint-FR_2017-09-26-E2003.u16	[[Smiles and applause on the benches of the REM and MODEM groups]] [[Applause on the benches of the REM and MODEM groups, as well as on several benches of the LC and LR groups]] [[Smiles and applause on the benches of the REM and MODEM groups]] I, too, Mr. President Jacob, am pleased to meet you after this summer break! You're asking me about the Senate elections. Before I answer you, I would first like to congratulate all those who, on Sunday evening, were elected to this important assembly for the French Republic. Whatever their political colour, it goes without saying – even if you did not say it explicitly, I'm sure it was part of the subtext of your question, Mr Jacob. Whatever their political background, they represent the communities and should be commended. Let me also associate with this republican salvation those who stood in the elections and who did not win – this happened to us all one day.
ParlaMint-FR_2017-09-26-E2003.u17	And it's going to happen again!
ParlaMint-FR_2017-09-26-E2003.u18	Returning to the results of the Senate elections, you who know the institutional system better than anyone else, President Jacob, you know that the 2017 Senate elections are the result of an election body elected in 2014, 2015 and 2016.
ParlaMint-FR_2017-09-26-E2003.u19	The "old world"!
ParlaMint-FR_2017-09-26-E2003.u20	You could have convinced those voters!
ParlaMint-FR_2017-09-26-E2003.u21	[[Claims on several benches in the LR group]] You know as well as I, Mr President, that the elections of 2014, 2015 and 2016 were marked by a significant increase on the right – I am well placed to talk about it!
ParlaMint-FR_2017-09-26-E2003.u22	Assume!
ParlaMint-FR_2017-09-26-E2003.u23	We obviously have trouble listening on your benches! The results of the elections of 2014, 2015 and 2016 allowed all those who, like you, know the institutional system perfectly, that the election last Sunday would lead to a strengthening of the Republican Party and the centrist Party in the Senate. This was the case: let us take note of it. Between us, I can tell you that we are by no means surprised.
ParlaMint-FR_2017-09-26-E2003.u24	There's nothing to brag about!
ParlaMint-FR_2017-09-26-E2003.u25	I am more surprised, Mr Jacob, when I hear you vehemently criticise the plan that this majority would have to make savings and reduce public spending – not in absolute terms – by 13 billion for local and regional authorities.
ParlaMint-FR_2017-09-26-E2003.u26	You're the one who said it!
ParlaMint-FR_2017-09-26-E2003.u27	Yes!
ParlaMint-FR_2017-09-26-E2003.u28	[[Applause on the benches of the REM and MODEM groups]] [[Same movements]] During the presidential campaign, you proposed a reduction of 20 billion! I was also surprised, Mr. President Jacob, to hear you say that it was absurd to remove aided contracts. There will still be 200000 next year, while you are proposing to delete them, purely and simply!
ParlaMint-FR_2017-09-26-E2003.u29	Not so brutally!
ParlaMint-FR_2017-09-26-E2003.u30	Alain Juppé also wanted to delete them!
ParlaMint-FR_2017-09-26-E2003.u31	You're being brutal!
ParlaMint-FR_2017-09-26-E2003.u32	[[Same movements]] The Government's approach to local and regional authorities is fully contained in what we have indicated. The first was to establish a relationship of trust, leaving for example the freedom for local authorities to choose, on the occasion of the school year, whether they preferred to return to the week of eight half days or to keep the week of nine half days. I remember hearing on your benches, and I shared this view, that it was important to rely on the municipalities on this issue of school rhythms. We just authorized it, and I'm surprised you didn't recognize it.
ParlaMint-FR_2017-09-26-E2003.u33	Bravo!
ParlaMint-FR_2017-09-26-E2003.u34	Similarly, Mr.Jacob, we are committed not to reducing allocations to local authorities – the Minister of Action and Public Accounts will have the opportunity to come back to this issue at the time of the presentation of the 2018 Finance Bill.
ParlaMint-FR_2017-09-26-E2003.u35	And in 2019?
ParlaMint-FR_2017-09-26-E2003.u36	[[Same movements]] We will not reduce allocations to local and regional authorities. No, we won't lower them! And we will have a discussion with the most important local authorities, those which together account for about 70% of local public expenditure, to organize this controlled evolution of public expenditure, which you call of your wishes as much as we do – what you would do better to bear, it seems to me.
ParlaMint-FR_2017-09-26-E2003.u37	Not in this way!
ParlaMint-FR_2017-09-26-E2003.u38	To conclude, Mr.President Jacob, because I have already been long enough, some political groups have more senators than Members of Parliament – and they must be respected – and other political groups have more Members of Parliament than senators. For my part, I prefer to be in the second category, and I'm sure you too would prefer that.
ParlaMint-FR_2017-09-26-E2003.u39	It's small!
ParlaMint-FR_2017-09-26-E2003.u40	[[Applause on the benches of the REM and MODEM groups]] You've helped us!
ParlaMint-FR_2017-09-26-E2003.u41	Before speaking to Laurent Saint-Martin, I invite you, ladies and gentlemen, to listen to the answers to the questions you have asked yourself.
ParlaMint-FR_2017-09-26-E2003.u42	The next speaker is Mr Laurent Saint-Martin, for the La République group on the move.
ParlaMint-FR_2017-09-26-E2003.u43	[[Exclaims on a few benches in the LR group]] Prime Minister, on the eve of the introduction of the first finance bill in our mandate, we, the members of the majority, will measure the historic significance of this period and the responsibility we have.
ParlaMint-FR_2017-09-26-E2003.u44	History?
ParlaMint-FR_2017-09-26-E2003.u45	Elected with the mission to transform our country in depth after decades of deadlock, change must be initiated as soon as possible, mobilizing all energies. [[Applause on several benches of the REM and MODEM groups]] Yesterday, following the work carried out by Jean Pisani-Ferry, you presented, alongside several ministers, a new central pillar of our strategy: the major investment plan. It is at the heart of the philosophy that will underpin our action for five years. This philosophy is based on a balance between three inseparable imperatives, which feed on each other: liberation, protection and investment. Thus, this major investment plan will have to meet different objectives. Along with the tax reform that we will be defending, which will fuel an investment shock to our national productive fabric, the state will have to set an example. By taking on our responsibilities, by taking on strong choices to enable our country to succeed in its ecological, digital and social transition, we intend to show that the downgrading and downgrading promised by certain political forces in this House is not a fatality. [[Applause on the benches of the REM and MODEM groups]] So my question is: can you tell us, Prime Minister, what will be the main priorities of this investment plan? How will he fit into the transformation strategy on which we have been elected and on which a majority of French people expect us?
ParlaMint-FR_2017-09-26-E2003.u46	With what money?
ParlaMint-FR_2017-09-26-E2003.u47	The Prime Minister has the floor.
ParlaMint-FR_2017-09-26-E2003.u48	Mr President, yes, we are going to invest, and we are going to do so massively.
ParlaMint-FR_2017-09-26-E2003.u49	Credit!
ParlaMint-FR_2017-09-26-E2003.u50	Why? Because, if we want to accompany, that is to say, balance and make effective, the great transformational movement that we have undertaken, we must at the same time – not to say "at the same time" – transform the applicable law, free up a number of expenditure and investment capacities by transforming taxation and investing massively with public money. This is essential, and this is all the more so as, as the years have passed, as capital spending has been shunned by operating expenditures, the state has, as we all know, lost its capacity for public investment – communities have kept it, sometimes at a high level. However, we must preserve this capacity for public investment if we are to achieve the objectives we have set ourselves. What are the priorities of the major investment plan prepared by Mr Pisani-Ferry, who submitted his report to me yesterday morning? [[Applause on a few benches of the REM and MODEM groups]] The first, in order, and perhaps in order of importance, considering that investment is used to prepare for the future, is to promote and accompany the ecological and energy transition. The aim is to put in place the instruments and funding to improve and accelerate the thermal renovation of buildings, to transform the organisation and use of transport, and to develop renewable energies. The second major objective, perhaps the most important in my view, is the question of skills and training.
ParlaMint-FR_2017-09-26-E2003.u51	That of the deputies!
ParlaMint-FR_2017-09-26-E2003.u52	[[Applause on several benches of the REM and MODEM groups]] I am totally convinced that training and the ability to learn are decisive in the fight against unemployment and are, in themselves, a weapon of destruction, even a weapon of mass destruction, against unemployment. We will therefore invest heavily in training and skills to develop them.
ParlaMint-FR_2017-09-26-E2003.u53	And not just those of the deputies. On!
ParlaMint-FR_2017-09-26-E2003.u54	To do this, we will move from the accounting logic of investment to an economic logic of investment, because training expenditure is obviously investment expenditure. Third priority: research and innovation. It is essential if we are to prepare for the future in a world that is changing and not waiting for us. Fourth priority: the digital transition. We must ensure that our country is prepared for this transition. This is obvious in terms of our public services: it is an extraordinary tool for transforming public action. But we must always think about digital transformation by never leaving anyone on the edge of the way. The digital transition is a chance, a fact; We have to take it in arms-to-body, not to undergo it but to transform it into an opportunity. There are French and French people among the population who will always be further away from the digital instrument and who will need to be accompanied in the discovery of it. They can't be forgotten, and that's also what the money from the big investment plan will be for. A total of €57 billion will be paid for public investment over the five-year period. In terms of location, we hope that 10 of these 57 billion will be directed towards local and regional authorities, and that 1 billion of the same amount will be spent in the overseas territories. This is a commitment made by the President of the Republic; We'll hold him. Last point: the transformation of our agricultural model also requires investment expenditure. It's about accompanying him.
ParlaMint-FR_2017-09-26-E2003.u55	With or without Roundup?
ParlaMint-FR_2017-09-26-E2003.u56	We will only specify the areas of investment at the end of the general states of food. Indeed, it would make no sense to organise this collective exercise of reflection and to decide, before it succeeds, what the objects to be financed in this investment plan should be. [[Applause on the benches of the REM and MODEM groups, as well as on some benches of the LC group]] That's what I wanted to tell you, Congressman. Behind this question of the big investment plan, a collective challenge is being put to the nation: our ability to prepare for the future. Let's be clear: without public investment, without the sanctification of public investment, without the concentration of public investment on clearly assumed priorities, we will not achieve our objective of properly preparing for the future.
ParlaMint-FR_2017-09-26-E2003.u57	Mrs Lise Magnier spoke for the group Les Constructives: Republicans, IDU, independents.
ParlaMint-FR_2017-09-26-E2003.u58	Prime Minister, next week the European Union must renew, or not, the authorisation for the use of glyphosate. [[Exclaims on FI banks]] At no time has the harmfulness of glyphosate for health been confirmed by the various health security agencies, be they French or European. They even expressed a favourable opinion that it should continue to be used.
ParlaMint-FR_2017-09-26-E2003.u59	It's all right! There's no problem!
ParlaMint-FR_2017-09-26-E2003.u60	No, French farmers are not soil polluters! They are above all passionate people, who are dedicated to feeding the world. You were able to see this, I hope, on September 1st at the Châlons-en-Champagne Fair. Currently, as you know, no solution has been found to replace glyphosate and prohibit its use. This ban would result in a loss of EUR 976 million per year for our agriculture.
ParlaMint-FR_2017-09-26-E2003.u61	What about cancers?
ParlaMint-FR_2017-09-26-E2003.u62	Agriculture is an economic sector in its own right. In the Marne, my department, it participates in the feeding of 10 million people and employs more than 108,000. French agriculture is a reasoned agriculture, which has already made many concessions to improve the quality of its production. Beyond the question of the use of glyphosate, it is a question of what agriculture we want in our country for what food. By adding standards and regulations to farming, we will eventually lead our farmers to their loss, and our food supply will come from countries far less stringent than we do in terms of health security.
ParlaMint-FR_2017-09-26-E2003.u63	Excellent question!
ParlaMint-FR_2017-09-26-E2003.u64	[[Applause on the benches of the LC group and on several benches of the LR group]] Many question the government's consistency in this regard. So my question is: can you tell us, Prime Minister, what choice will your government make next week? The choice to support our farmers for the production of our food on our territories or the choice to give in to dogmatic postures endangering our food independence?
ParlaMint-FR_2017-09-26-E2003.u65	Scandalous!
ParlaMint-FR_2017-09-26-E2003.u66	The Prime Minister has the floor.
ParlaMint-FR_2017-09-26-E2003.u67	Member of Parliament, what is glyphosate?
ParlaMint-FR_2017-09-26-E2003.u68	The farmers are listening to you!
ParlaMint-FR_2017-09-26-E2003.u69	It is an active substance that forms part of 178 products authorised in France.
ParlaMint-FR_2017-09-26-E2003.u70	Beautiful!
ParlaMint-FR_2017-09-26-E2003.u71	It is, with sulphur, the most widely used plant protection substance in France. The quantities sold annually in our territory range from 7,000 to 9,000 tonnes, or more than 30% of the total herbicides. [[Applause on a few benches of the LC and LR groups]] There is currently no substitute for glyphosate. It is therefore obviously difficult to stop the use of this product, of which agriculture is largely dependent.
ParlaMint-FR_2017-09-26-E2003.u72	What's Mr. Hulot's opinion?
ParlaMint-FR_2017-09-26-E2003.u73	The European Commission has proposed to renew the authorisation of glyphosate for a period of 10 years. This duration is too long and, given the uncertainties that weigh on the nature of this product,...
ParlaMint-FR_2017-09-26-E2003.u74	There are no uncertainties!
ParlaMint-FR_2017-09-26-E2003.u75	[[Applause on several benches of the REM and MODEM groups]] ... we made it clear – the President of the Republic first, the Government then – that we would not vote for the Commission's proposal to authorise the use and marketing of this product for another ten years.
ParlaMint-FR_2017-09-26-E2003.u76	And if it's over, what do we do?
ParlaMint-FR_2017-09-26-E2003.u77	With regard to non-agricultural uses, as you know, the use of glyphosate by communities in public space has been prohibited since January 1, 2017. For individuals, it will be effective January 1, 2019.
ParlaMint-FR_2017-09-26-E2003.u78	What about the SNCF?
ParlaMint-FR_2017-09-26-E2003.u79	As far as agricultural uses are concerned, I have asked Mr Nicolas Hulot, Minister of State, Minister for the ecological and solidarity transition, and Mr Stéphane Travert, Minister for Agriculture and Food, to propose to me, at the end of the general states of food, a strategy for the release of glyphosate.
ParlaMint-FR_2017-09-26-E2003.u80	They've got a good back!
ParlaMint-FR_2017-09-26-E2003.u81	Before the end of the year, why?
ParlaMint-FR_2017-09-26-E2003.u82	An exit strategy before the end of the year?
ParlaMint-FR_2017-09-26-E2003.u83	Because we want first to take into account what the general states of food have said,...
ParlaMint-FR_2017-09-26-E2003.u84	The conclusions are already written!
ParlaMint-FR_2017-09-26-E2003.u85	...different analyses and opinions. And because we want to take into account the state of research and possible alternative solutions available to farmers.
ParlaMint-FR_2017-09-26-E2003.u86	What about public health?
ParlaMint-FR_2017-09-26-E2003.u87	The Government will decide on its position when the strategy is presented by the two Ministers. We are going to confront it – you understand why – with the position of the other Member States, because we do not live in a world without neighbours, and with the position that has been definitively adopted by the Commission, because what it has to say and decide obviously counts.
ParlaMint-FR_2017-09-26-E2003.u88	On the basis of Monsanto's reports!
ParlaMint-FR_2017-09-26-E2003.u89	[[Exclaims on a few benches in the LR group]] We will organize a transition that is both gradual and irreversible. The work undertaken within the general states of food must allow us to see how to speed up research to find substitutes. This is essential: if we want to give farmers a clear perspective, research must move forward. For research to advance, objectives must be set and visibility given. Secondly, we will see how we can adapt agricultural practices where possible.
ParlaMint-FR_2017-09-26-E2003.u90	Change your model!
ParlaMint-FR_2017-09-26-E2003.u91	It may not be possible everywhere, but there are places where it is possible and where we want to adapt them. [[Claims on several benches in the LR group]] I very clearly reaffirm our commitment to achieve, before the end of the quinquennium, significant progress towards banning the use of dangerous substances and towards agriculture that is less dependent on pesticides. We are firmly committed to this, and we will be extremely attentive when it comes to health, the environment and the ability of farmers to live from their activities.
ParlaMint-FR_2017-09-26-E2003.u92	What about endocrine disruptors?
ParlaMint-FR_2017-09-26-E2003.u93	What I am describing – I thank the national representative for being attentive, in any case part of it (Applause on the benches of the REM and MODEM groups) – is a way that seeks the balance between obvious health concerns and the visibility to be given to farmers,...
ParlaMint-FR_2017-09-26-E2003.u94	You have to choose!
ParlaMint-FR_2017-09-26-E2003.u95	[[Vif applause on the benches of the REM and MODEM groups]] ... so that they can adapt, over time, their production methods. This doesn't seem to interest you; I think you're wrong: it's a central subject.
ParlaMint-FR_2017-09-26-E2003.u96	Yes, we are interested! What about the suppression of antibiotics?
ParlaMint-FR_2017-09-26-E2003.u97	Mrs Justine Benin, for the Group of the Democratic and Related Movement, has the floor.
ParlaMint-FR_2017-09-26-E2003.u98	Mr President, ladies and gentlemen, I would like to associate my colleague Max Mathiasin with my question, which is addressed to the Minister for the Interior. The West Indies were bruised, suddenly, by Irma, José and Maria, devastating hurricanes. Ladies and gentlemen, the damage is immense and time will be needed to enable our territories to be reborn. While I would like to begin by commending the immediate action of the Government and the Government, and in particular of Ms. Annick Girardin, I cannot hide my profound incomprehension in reading the decree issued by the Government during the night of Saturday to Sunday. Ladies and gentlemen, while the whole of the Guadeloupe archipelago has been bruised, and tens of thousands of homes deprived of electricity and of access to drinking water, from the Saintes to the north of Grande-Terre, this decree must ensure that the state of natural disaster is recognised and thus facilitate the compensation of the victims. In its current restrictive wording, however, it makes an unjustified distinction between our islands and our communes. Not all of them have been recognized for damage caused by cyclonic winds, while the number of torn roofs and uprooted trees is sufficient. The state of agricultural calamity has also not been recognized. Yet all our producers, farmers and fishermen have lost most of their crops and work tools. [[Applause on the benches of the MODEM and REM groups as well as on several benches of the LC, LR and NG groups]] Mr Minister of the Interior, can you, before the national representative, reassure Guadeloupe and the Guadeloupees by presenting us with the additional measures that the Government intends to take in order to take into account the full extent of the damage, and thus enable our territory to rebuild itself sustainably?
ParlaMint-FR_2017-09-26-E2003.u99	The next speaker is the Minister of State, Minister for the Interior.
ParlaMint-FR_2017-09-26-E2003.u100	Madam Member, after Irma and José, the West Indies experienced, with the passing of Hurricane Maria, an unprecedented cyclonic chain, which, in the last episode, strongly affected Guadeloupe and left behind considerable damage. You will allow me to have, first of all, a thought for the victims and for all those who suffered from these cyclones. I also thank all the forces that have been deeply engaged. As you said, deputy, the Government has urgently requested the meeting of the inter-ministerial commission for the recognition of the state of natural disasters, in accordance with an accelerated procedure. As early as Sunday 24 September, the Northern Islands, the whole of Guadeloupe, the communes of central and northern Martinique were recognized in a state of natural disaster. For some, distinctions were made based on the precise nature of the impacts – cyclonic winds, floods, mud flows, marine submersion. [[Applause on the benches of the REM and MODEM groups]] These distinctions refer to the criteria which the recognition of the state of natural disaster follows. But we have understood your question well: after making a distinction based on what we have found, we will go into more detail, so as to have a precise estimate of what the Venturi effects have led to, and the list of municipalities will be revised.
ParlaMint-FR_2017-09-26-E2003.u101	Mrs Vainqueur-Christophe has the floor for the New Left Group.
ParlaMint-FR_2017-09-26-E2003.u102	Mr President, ladies and gentlemen, my question goes in the same direction as that of my colleague, Mrs Benin, without our agreement, which shows that this decree of natural disaster poses a real problem. Prime Minister, hurricanes Irma, José and Maria have passed through our land. Our islands are bruised, even ravaged. On behalf of my colleagues in the New Left Group, I express my solidarity with all those, victims or traumatized, French and Caribbean, who suffer from the devastating effects of these phenomena of unprecedented magnitude. I would also like to thank the Minister for Overseas Affairs for having been sent there very soon, and who accompanied us during this tragedy. Prime Minister, your Government has issued the Natural Disaster Order, following the passage of Maria. With him, fear and sadness gave way to astonishment and incomprehension. How can the state claim that only the two islands of the Holy Ones have experienced cyclonic winds? How dare you take such a restrictive order? Prime Minister, I am neither a meteorologist nor an insurance expert, but I hear the Guadeloupees and I have seen the devastation. From Guadeloupean experience, I can tell you that the wind has never blown so much in my territory, at a speed much higher than the 145 km/h characterizing the cyclonic winds. How, by the way, do we not believe that the eye of a category five hurricane passing less than 40 kilometres from the coast is accompanied by cyclonic winds? What do you say to the Guadeloupeans who lost their roof – one hundred and eight on the only town of Trois-Rivières, forty on the neighbouring commune of Vieux-Fort? What do you say to those whose trees have been uprooted, causing considerable damage, especially on electricity grids and drinking water supply? Does Météo France have measurement tools on the municipalities of Basse-Terre to justify your decision? Let me doubt that. You will tell me that an overseas relief fund will complement the insurance schemes covering natural disasters. How much will it cost? [[Applause on the benches of the NG and GDR groups, as well as on several benches of the REM and MODEM groups]] Prime Minister, the overseas countries do not ask; the overseas are proud. Today, however, overseas countries suffer and simply demand that national solidarity be expressed in acts.
ParlaMint-FR_2017-09-26-E2003.u103	The next speaker is the Minister of State, Minister for the Interior.
ParlaMint-FR_2017-09-26-E2003.u104	Madam Member, as I said to your colleague, a first list of municipalities was published where winds exceeding 145 km/h on average for 10 minutes, or 215 km/h in gusts, were found. However, no communes were the subject of an unfavourable decision. The committee is therefore waiting for expertise, which will be based not on the winds observed, but on the estimated winds, which, I repeat, requires analysis of the topography and may take one to two weeks.
ParlaMint-FR_2017-09-26-E2003.u105	That's theory!
ParlaMint-FR_2017-09-26-E2003.u106	However, in view of the suffering of Guadeloupe, the Government will make every effort to classify all the communes that have suffered extremely serious damage.
ParlaMint-FR_2017-09-26-E2003.u107	Do them, then, these efforts!
ParlaMint-FR_2017-09-26-E2003.u108	[[Exclaims on several benches]] I understand your emotion. I would also like to make it clear that, as far as the effect of winds is concerned, multi-hazard home insurance must include a storm guarantee that will play out, whatever the decision.
ParlaMint-FR_2017-09-26-E2003.u109	That's the least I can do!
ParlaMint-FR_2017-09-26-E2003.u110	[[Applause on the benches of the REM group]] In addition to this insurance scheme, the Overseas Relief Fund will provide compensation for uninsured damage to individuals. As you know, there are many in Guadeloupe.
ParlaMint-FR_2017-09-26-E2003.u111	The next speaker is Mrs Fiona Lazaar, for the La République group on the move.
ParlaMint-FR_2017-09-26-E2003.u112	Madam Minister of Solidarity and Health, last Thursday, you announced a government plan to combat poverty. In France, for years, the situation has not improved with a poverty rate that remains around 14%. Poverty now affects 9 million people, including 3 million children. Many families suffer from it on a daily basis. The urgency of the situation is obvious. The French expect us to be responsible and to fight poverty effectively.
ParlaMint-FR_2017-09-26-E2003.u113	[[Exclaims on the REM benches]] By lowering the APLs!
ParlaMint-FR_2017-09-26-E2003.u114	It is time to find concrete solutions so that no one is left behind in the company and there is no way out. Thus, family policy, which you announced last week's reform, can and must also be a real lever for combating poverty and exclusion.
ParlaMint-FR_2017-09-26-E2003.u115	Measles!
ParlaMint-FR_2017-09-26-E2003.u116	We saw the illustration yesterday in my constituency in Argenteuil, where an associative crèche reserves 50% of its places for parents in the process of integration, offering them a personalized accompaniment to help them find the way back to employment. This type of initiative must be supported, which addresses the issues of parenthood, precariousness and employment. Thus, in the context of the reform of family policy,...
ParlaMint-FR_2017-09-26-E2003.u117	They don't like families!
ParlaMint-FR_2017-09-26-E2003.u118	[[Applause on the benches of the REM group]] ... can you tell us what concrete measures you intend to propose to support families affected by poverty, especially mothers, more often subject to job insecurity?
ParlaMint-FR_2017-09-26-E2003.u119	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2017-09-26-E2003.u120	Madam Member, yes, we visited an associative crèche yesterday.
ParlaMint-FR_2017-09-26-E2003.u121	Wonderful!
ParlaMint-FR_2017-09-26-E2003.u122	[[Exclaims on the REM benches]] Congratulations!
ParlaMint-FR_2017-09-26-E2003.u123	[[Applause on the benches of the REM group]] And this has allowed me to announce measures for the most disadvantaged families in our country, especially single-parent families. I would like to recall today that there are 3 million children out of the 9 million people who today live below the EUR 1000 poverty line – as you said.
ParlaMint-FR_2017-09-26-E2003.u124	That's reassuring!
ParlaMint-FR_2017-09-26-E2003.u125	And you lower the APLs!
ParlaMint-FR_2017-09-26-E2003.u126	To redistribute the profits to the richest!
ParlaMint-FR_2017-09-26-E2003.u127	And despite the poverty plan of the previous quinquennium, which has made progress since 2 billion euros have been redistributed to increase the purchasing power of the 20% of the most disadvantaged families, today there remain 14% of French people who live below the poverty line and this figure does not move. One of the reasons why these families live below the poverty line is the difficulties of integration. To promote this integration, a comprehensive plan is needed that takes into account housing, access to childcare, especially for women,...
ParlaMint-FR_2017-09-26-E2003.u128	Helped jobs are a good idea!
ParlaMint-FR_2017-09-26-E2003.u129	... and vocational training. A government plan will be launched from 17 October next in consultation with all the actors of associations and citizens. It will take into account this global dimension from support to integration, because that is what we can hope for, especially for these women who are far from employment...
ParlaMint-FR_2017-09-26-E2003.u130	The contracts helped!
ParlaMint-FR_2017-09-26-E2003.u131	[[Applause on the benches of the REM group]] ...for which I announced this morning a measure to support access to childcare: an increase of 30% in the allowance for childcare.
ParlaMint-FR_2017-09-26-E2003.u132	Ladies and gentlemen, I remind you that we are here to hear the questions and the answers. The next speaker is Mr Michel Larive, for the Group of the European People's Party.
ParlaMint-FR_2017-09-26-E2003.u133	Minister of Economy and Finance, in 2015, when the President of the Republic was Minister of Economy, Industry and Digital Affairs, Alstom transferred its energy hub to General Electric. This was to create 1,000 jobs. This has resulted in a thousand fewer jobs! That is why the agreement between Alstom and Siemens deserves our full attention! I ask you today to make you hear the worried voices of Alstom's 2460 employees in Saint-Ouen and the 1220 in La Rochelle or Valenciennes.
ParlaMint-FR_2017-09-26-E2003.u134	What about Belfort?
ParlaMint-FR_2017-09-26-E2003.u135	A total of 32,000 jobs are under threat! A retention clause does not reassure, as it did not prevent the bleeds of the past as when Nokia bought Alcatel. Today, it's Alstom. And tomorrow, what will it be? STX? The Navy? You know the industrial situation in Belfort: Alstom's agonizing website is called on to remove jobs. It is a real mover of the territory that is about to take place. After the wind turbines, it is the French trains that are going to be robbed. This is a very bad strategy for those who would like to succeed in their green transition policy! Another element of the file questions strongly: it is the willingness to dismantle Alstom in two years. This element may merit the opening of a new commission of inquiry. [[Applause on the benches of the FI group]] Minister, how are you going to defend the maintenance of Alstom's industrial flagship in the French industry?
ParlaMint-FR_2017-09-26-E2003.u136	The Secretary of State to the Minister for Economic Affairs and Finance has the floor.
ParlaMint-FR_2017-09-26-E2003.u137	[[Exclaims on several benches]] Mr Larivé, I am delighted that the future of our businesses...
ParlaMint-FR_2017-09-26-E2003.u138	Mr. Larive asked the question!
ParlaMint-FR_2017-09-26-E2003.u139	[[Smile]] Indeed! Guillaume Larrivé is on the other bank. I am pleased, honourable Member, that you are interested in the industrial future of an important group, which has shaped many territories in our country, as you recalled. Discussions are currently under way between two railway giants, the Alstom Group, which you mentioned, and the Siemens Mobility Group. These discussions, as we speak, have not yet been concluded, as you know. The rail construction and signalling market is in the stage of advanced consolidation. The Chinese CRRC group is now larger than Alstom, Siemens and the Canadian Bombardier combined. The next step in the expansion of this Chinese group is probably continental Europe, where CRRC could rely on the acquisition of a European manufacturer. The current discussion between the two groups is, of course, closely monitored by the Government and by the departments of the Ministry of Economy and Finance.
ParlaMint-FR_2017-09-26-E2003.u140	We're reassured!
ParlaMint-FR_2017-09-26-E2003.u141	In the event of a rapprochement between the two companies, the state, be certain, will take care of one thing: that this marriage is a marriage between equals, the respective valuation of the two companies being very close.
ParlaMint-FR_2017-09-26-E2003.u142	What about jobs?
ParlaMint-FR_2017-09-26-E2003.u143	The state of the discussions does not allow for a detailed understanding of the proposed agreement, but the State has already ensured that a number of guarantees, particularly in terms of jobs and governance, will be included in the terms of the agreement.
ParlaMint-FR_2017-09-26-E2003.u144	How many jobs are you going to save?
ParlaMint-FR_2017-09-26-E2003.u145	[[Applause on the benches of the REM group]] The rail sector, as you know, is part of our industrial history. It is an element that has its full place in the industrial strategy that this government intends to put in place.
ParlaMint-FR_2017-09-26-E2003.u146	Mrs Marie-Pierre Rixain has the floor for the La République group on the move.
ParlaMint-FR_2017-09-26-E2003.u147	My question is to Mr Benjamin Griveaux, Secretary of State to the Minister of Economy and Finance.
ParlaMint-FR_2017-09-26-E2003.u148	He's tired!
ParlaMint-FR_2017-09-26-E2003.u149	I would like to associate my colleague Eric Bothorel. On 6 September, the Nokia Group announced the abolition of 597 posts on the sites of Nozay, Essonne, and Lannion, Côtes-d'Armor. The social plan is now suspended until 2 October to enable the Finnish group to provide the necessary assurances as to compliance with an agreement previously signed. Among the commitments made by Nokia were the maintenance and sustainability of our research laboratories. Is it necessary to recall the place of these sites of excellence in the attractiveness and dynamism of our territories? The merger between Nokia and Alcatel-Lucent has certainly made it possible to form a European flagship in the field of communication technologies. However, 18 months later, the terms of the agreement, particularly on employment, were clearly not respected.
