ParlaMint-FR_2017-12-19-O1104.u1	The next item is the oral questions without debate.
ParlaMint-FR_2017-12-19-O1104.u12	The Minister for Sport has the floor.
ParlaMint-FR_2017-12-19-O1104.u13	Madam Member, I apologize for Mrs Pénicaud's absence. I'll tell you about the answer she gave me. Indeed, the two so-called alternance employment contracts do not have the same purpose. Apprenticeship contracts are designed to provide a qualification or diploma in initial training, while professionalisation contracts allow for the acquisition of a qualification that promotes integration or reintegration into continuing training. In terms of alternation, France is towed by many European states. That is why, as part of the renewal of our social model, the President and the Government want to reform our learning system to reflect the expectations and needs of young people, families and businesses. While the Government pays particular attention to the preservation of the objectives assigned to each of the so-called alternance contracts, we are equally committed to finding ways of simplifying and converging alternance routes, for the benefit of both young alternants and their employers. To this end, the Government launched a wide-ranging dialogue among the actors involved in the alternation on 10 November. The reform project obviously concerns all the current players in alternance and their respective roles in the system, but also the methods of financing this way of acquiring professional skills. However, the Government will continue to ensure that contractual relations and the conditions of training, both theoretical and practical, are preserved for minors, who already enjoy protections under European law and cannot be integrated into a professional environment without also having the protection of national law. Open the alternation, both in professionalization and apprenticeship, to a greater number of people, adapting the system to the needs of the users, not the other way round, while guaranteeing the quality and financing of the training provided in this context: this is the Government's ambition in the context of the forthcoming consultations and reform.
ParlaMint-FR_2017-12-19-O1104.u14	Mrs Carole Bureau-Bonnard has the floor.
ParlaMint-FR_2017-12-19-O1104.u15	Thank you, Minister, for being the spokesperson for the Minister of Labour. I take note of your information; We are going to follow the process of the consultations that you mentioned.
ParlaMint-FR_2017-12-19-O1104.u16	Mrs Marie-George Buffet has the floor to put her question, No 36, on labour inspection.
ParlaMint-FR_2017-12-19-O1104.u17	Minister, between 2009 and 2016, the Department of Labour's workforce decreased by 20%, a loss of 1843 positions, mostly in categories B and C. This year, only 19 positions were open for the examination of inspector and labour inspector. In Île-de-France, 49 inspection sections will be removed. In Seine-Saint-Denis, management plans to abolish 3 screening posts. This dismantling of the labour inspectorate is unbearable when we know the importance of these agents, who guarantee the proper application of the labour code, respect for labour law and, more generally, the well-being of employees. They can no longer carry out their mission; The handling of emergencies is becoming increasingly difficult, as is the case with foreign workers. The International Labour Office recommends an inspector for 10,000 employees. We've been a long way from it for years. Finally, it should be recalled that labour inspectors play a leading role in the fight against sexual harassment and in ensuring equality between women and men within the enterprise. I wonder, then, whether or not the Government wants to strengthen the labour inspectorate in order to ensure the proper application of the laws and the labour code in the company. Does it plan to meet with the union representatives of the inspectors and labour inspectors in order to open a dialogue with them and to respond to their demands?
ParlaMint-FR_2017-12-19-O1104.u18	The Minister for Sport has the floor.
ParlaMint-FR_2017-12-19-O1104.u19	Member, Labour Inspectorate staff increased from 2001 officers in 2006 to 2251 officers in 2016. The plan for the modernization and development of the labour inspectorate, together with the merger of the four labour inspectorates that existed at the time, had thus strengthened the labour inspectorate system. There are currently 232 territorial control units in the regional directorates of enterprises, competition, consumption, labour and employment, covering a total of 2210 inspection sections, as well as 20 regional control units, mainly dedicated to the fight against illegal labour and fraud on secondment. However, in order to adjust the organisations resulting from the profound reform of the labour inspection system of 2015 and, in particular, to rebalance the workloads, projects under development within the DIRECCTE can lead to job creation in the regional control units and to the removal of sections in different regions, such as in Île-de-France, where the project is still in the process of consultation with the trade union organisations. To date, the average national ratio is 8500 employees per screening officer, with situations varying according to the territory. Current adjustments in the Labour Inspectorate would bring this average ratio to about 9060 employees per screening officer, which, contrary to what you said, is a much better ratio than the ILO recommended. Furthermore, it should be stressed that a very important effort is being made to reorganise the public inspection service, which ensures greater collective efficiency by bringing control officers together into units of eight to twelve persons as a general rule, by strengthening the powers of intervention of this important inspection body, by transforming the controllers into inspectors, category A agents, and by consolidating the ethical framework applicable to them, in order to preserve the image of the profession and to guarantee the confidence of the users. With regard to the fight against all forms of harassment, the public service of the labour inspectorate is fully involved and intervenes in sensitive situations which require speed and respect for confidentiality. Thus, since 2015, more than 2,400 follow-up interventions have been produced on these topics by the Labour Inspectorate. As for the trade union organisations of the Ministry of Labour, my colleague Muriel Pénicaud will meet them in the next few days.
ParlaMint-FR_2017-12-19-O1104.u20	Mrs Marie-George Buffet has the floor.
ParlaMint-FR_2017-12-19-O1104.u21	Minister, the ILO standard is one officer per 10,000. I would like to stress the usefulness of these agents. I was yesterday in front of the Paprec company in La Courneuve, where for a year Mr Kanté has been fighting against trade union discrimination – the Ministry of Labour has given him reason. It has been a year since he was rejected by Paprec's management as a union delegate. On the occasion of this gathering, we learned that the drivers of Paprec trucks have no toilets or changing rooms in their parking lot and that they return home, after a day of sorting, in their working clothes. This case clearly demonstrates the usefulness of the labour inspectorate in enforcing the rights of employees within enterprises.
ParlaMint-FR_2017-12-19-O1104.u22	Mr Jean-Jacques Gaultier has the floor to put his question, No. 39, concerning the rehabilitation of the Nancy-Merrey railway line.
ParlaMint-FR_2017-12-19-O1104.u23	Mr President, I wanted to draw the Minister's attention to the Minister of State, Minister for the Ecological and Solidarity Transition, responsible for transport, to the planning of the rehabilitation of the Nancy-Merrey railway line serving among other things the thermal stations of Vittel and Contrexéville as well as the city of Mirecourt, with its two high schools and its national school of luterie. I associate with my question the mayor of Nancy, Laurent Hénart, the president of the Greater Nancy metropolis, André Rossinot, my fellow deputies, Dominique Potier and Laurent Garcia, as well as the presidents of the Grand Est region and the departments of Meurthe-et-Moselle and des Vosges. All elected representatives agree on the absolute need to schedule work on this neutralized line since December 2016. Nancy-Vittel without a train, putting an end to one hundred and thirty-five years of railway history, this is absolutely unacceptable for both local populations, high school students and students, as well as for the development of tourism and thermalism in Contrexéville, Vittel – 200,000 tourist nights and 12 million euros invested by the city in the thermal establishment – and tomorrow in Nancy – 50 million euros of planned work. By putting Nancy at one hour from Vittel by rail and allowing a connection to the TGV – if it cannot pass anywhere, it must be accessible everywhere – this work would remove a real obstacle to the attractiveness and accessibility of our territories. The minister recently stated that she wanted to give priority to daily trains rather than to major projects, otherwise she would further increase the territorial divide and create a two-speed France. In the framework of the investment plan announced by the Prime Minister, the development of sustainable transport is endowed with 4 billion euros, half of the envelope being dedicated to the renovation of the railway network. The Greater East region has confirmed its intention to consider modernization and upgrading work on this line, which should be finalized through an amendment to the State-Region Plan Contract – CPER. I would therefore like you to confirm the participation of the State and SNCF Réseau in this operation desired by the elected representatives of the Grand Est region, the Grand Nancy and the departments of the Vosges and Meurthe-et-Moselle.
ParlaMint-FR_2017-12-19-O1104.u24	The next speaker is the Secretary of State to the Minister of State, Minister for the Ecological and Solidarity Transition.
ParlaMint-FR_2017-12-19-O1104.u25	Mr President, honourable Member, I would like to apologize for the absence of Mrs Élisabeth Borne, who asked me to answer you on this important question. First of all, I would like to assure you that the Government is fully aware of the role of the Nancy-Merrey rail link as a peri-urban service and a modal shift. The State and the region have included €4 million in the 2015-2020 SPC to finance the urgent renewal of the northern part of this line, between Nancy and Pont-Saint-Vincent. The region has also launched a prospective study with SNCF Réseau on the Nancy-Merrey line to refurbish it as best as possible, including in operation. The cost of its full renewal is estimated at between €75 million and €100 million. The lack of maintenance of this link, like that of the majority of regional lines in the Far East, also led to an amendment to the CPER in 2016, which included an additional EUR 65 million to deal with the most urgent cases of the regional network. This example is representative of the delay in maintaining and regenerating existing networks taken at national level. As you pointed out, it refers to the priorities that the State wishes to give to its mobility policy. It is necessary to target the maintenance and modernisation of existing networks, as well as daily transport, in a clear, realistic and above all sincere budget planning. This is the meaning of the work carried out in the framework of the Assises de la mobilité between 19 September and 13 December, which was the subject of a wide mobilisation and whose first conclusions the Minister presented last week. It is also the work of the Infrastructure Guidance Board, whose conclusions at the end of January will enable the Government to define a multi-year path of financing our infrastructure to be included in the legislation that will be presented to you in Parliament. Finally, it is the meaning of the mission entrusted by the Government to Jean-Cyril Spinetta, which is intended to prepare an overall strategy of the State to reshape our model of rail transport, including freight. I hope, honourable Member, that these elements will reassure you.
ParlaMint-FR_2017-12-19-O1104.u26	Mr Jean-Jacques Gaultier has the floor.
ParlaMint-FR_2017-12-19-O1104.u27	You mentioned two ongoing studies: one carried out under the control of SNCF Réseau, to clarify the investment part, or even amend the figures you announced, and the other in the region, on operating costs, how to operate and the policy of the services. Systra is manoeuvring in these two studies. The conclusions are expected in January 2018. I suggest that, in the light of these, the parliamentarians concerned should be able to get an appointment from the department. All political trends are concerned – the Republic on the move, the MODEM, the Socialist Party or the Republicans – the departments of Meurthe-et-Moselle and the Vosges, the region and all the elected.
ParlaMint-FR_2017-12-19-O1104.u28	The floor is open to Mr Régis Juanico to put his question, No. 47, concerning the future of the dumping site at Borde Matin in Roche-la-Molière.
ParlaMint-FR_2017-12-19-O1104.u29	My question was to the Minister of State, Minister for the Ecological and Solidarity Transition. It focuses on the fate of Borde Matin's landfill in Roche-la-Molière, Loire. The operator group, Suez, filed last April with the Loire prefecture an application for an extension of the site's operating authorisation until 2051, which is 25 years longer than the duration currently authorized. Local elected representatives, as well as civil society actors, are strongly mobilized against such a project. They rightly consider that the inhabitants of the commune have suffered enough nuisances related to the operation of the site since 1972: olfactory nuisances, permanent traffic of heavy goods vehicles or visual pollution by large wind. More than the duration in itself, the elected representatives, of which I am a member, are fiercely opposed to the project to increase the storage capacity of the site. The operator is requesting an increase in its storage lockers, as well as a geographical extension of its facilities, for a total storage capacity of the site which would increase from 5355000 tonnes already authorised to 11404000 tonnes, with a capacity of 500000 tonnes per year at the maximum, or 300000 tonnes per year on average, until 2051. By doubling the total storage capacity of the site, in a downward trend in the amount of waste buried annually, of which we can only rejoice, it is easy to understand that the site will be able to operate longer: in this case, for the duration of an additional human generation, for twenty-five years. It is the increase in the total storage capacity of the site, linked to the enhancement of the storage lockers and its geographical extension, that results in the significant duration of the possible extension of the operating authorisation, not the other way round. The question of the duration of the operating authorisation is not the major issue, as opposed to the issue of the storage capacity and the volume of waste buried annually. In view of the new legislative guidelines for reducing the amount of waste buried at source, the current storage capacity seems sufficient and would therefore not require an extension. Indeed, the Green Growth Energy Transition Act and its implementing decree require a reduction in the capacity of waste storage allowed in the coming years. The storage capacity requested by the operator in this case is exorbitant with regard to the capacity achieved in Auvergne-Rhône-Alpes: it represents between one third and 50% of the total capacity at regional level by 2020 and 2025, according to the objectives of the law. The Loire department and seven communes of the sector are currently working on the development of a perimeter for the protection and development of peri-urban agricultural and natural areas – a PEN – whose objectives seem clearly incompatible with the geographical extension of the operator's facilities, which would lead to a deterioration or destruction of the envisaged space. For all these reasons, and because this subject is a major issue for the population of Roche-la-Molière, a municipality of 10,000 inhabitants, I would like to know the Government's position on this issue, as well as a precise point of progress and an updated decision schedule.
ParlaMint-FR_2017-12-19-O1104.u30	The next speaker is the Secretary of State to the Minister of State, Minister for the Ecological and Solidarity Transition.
ParlaMint-FR_2017-12-19-O1104.u31	Mr President, honourable Member, allow me to apologise for the absence of Nicolas Hulot, Minister of State, Minister for the ecological and solidarity transition, who has instructed me to reply to you. Your question concerns the future of the non-hazardous waste storage facility located in Roche-la-Molière, in your Loire department. I will try to clarify to you the status of the procedure from the point of view of law. This facility, operated by Suez, is currently authorized to receive waste until 2026. As you pointed out, it was actually the subject of an application for an overall increase in capacity and operating time. Your concern about this increase in the total storage capacity of the site is, of course, legitimate. However, I would like to recall that the Energy Transition Act set ambitious targets for reducing waste storage by 2020 and 2025 and that the Climate Plan, announced by Nicolas Hulot in July, placed the circular economy at the heart of our ministerial roadmap. Regarding the facility you are quoting, this application appears to be fully compatible with the recent departmental plan for the prevention and management of non-hazardous waste. Of course, discussions have taken place between the State authorities and the operator. The training is continuing both at national and regional level, in order to provide an answer to the operator, which obviously takes account of the downward trajectory of storage, as laid down by law. These discussions are expected to conclude by the first quarter of 2018. We must collectively be responsible for these goals. Efforts must therefore be made, in particular by the operators of these facilities. Please be aware that the regional plan for the prevention and management of waste, the adoption of the Law on the Energy Transition, is currently being drawn up. It will orchestrate the reduction of landfilling in the territory. The entire department remains at your disposal to ensure that the procedure is applied in the right direction.
ParlaMint-FR_2017-12-19-O1104.u32	Mr Régis Juanico has the floor.
ParlaMint-FR_2017-12-19-O1104.u33	I cannot be satisfied with the minister's answer. The law requires a reduction in the capacity to store authorized waste in the coming years. However, if authorisation is given to the operator, a municipality of 10,000 inhabitants will concentrate between one third and 50% of the total waste storage capacity for the whole of the Auvergne-Rhône-Alpes region. I appeal to the Government to review this matter again, as this commune has already done much in terms of territorial solidarity in the treatment of waste. We need to look at alternatives to landfilling and see, very concretely, how to limit the production of waste to the source.
ParlaMint-FR_2017-12-19-O1104.u34	Mrs Ramlati Ali has the floor to put her question, No 51, on the Dzaoudzi airport.
ParlaMint-FR_2017-12-19-O1104.u35	My question is to the Minister to the Minister of State, Minister of Ecological and Solidarity Transition, responsible for transportation. On 12 December, we celebrated the 15th anniversary of the Mayotte Development Convention, which covered the period 2003-2007 and laid down the principle of the construction of a long track in order to include Mayotte in an opening strategy on the international scene. This ambition had been driven by the establishment of a public debate committee that had retained the scenario of a converging track of 2600 metres, at a lower cost and which took account of environmental constraints and requirements. However, since 2010, the State seems to have fallen back on this ambition, as neither the State-Region Plan contract for 2015-2020 nor the European Structural Funds have included the extension of the Mayotte Airport runway as a priority. Nevertheless, the plan contract for 2015-2020 opens the possibility of a resumption of studies on a possible extension of the runway, which might prove necessary in the event that the aircraft ordered by Air Austral, the Boeing 787 "Dreamliner", would not allow the live service of the metropolis at all times. That calls for three observations. First, this position reinforces the idea of maintaining the monopoly of the Réunion company. However, if we are to ensure the development of Mayotte, it is essential to have a hub capable of receiving the dozens of companies serving the other airports of the great Indian Ocean and East Africa. Then, more than a year after they were put into service, these aircraft showed their limits, with direct flights to Paris forced to make a technical stopover in Nairobi, the aircraft being unable to take off at full load from Mayotte, and with recurrent landing difficulties, particularly during the rainy season, which seriously affected airport security and the security of neighbouring homes. Finally, the new European standards, applicable in 2018, risk sealing the fate of the Mayotte airport, since they impose a 90-metre extension of the runway at each end, in order to set up the famous "RESA", the runway end safety areas. Mr Secretary of State, at a time when our territories are conducting a global reflection with a view to their development through the Overseas Assises, could you tell the Mahorais what is the status of the long track project which, because of its stakes, deserves to be included among the strategic projects of national interest of the quinquennium?
ParlaMint-FR_2017-12-19-O1104.u36	The next speaker is the Secretary of State to the Minister of State, Minister for the Ecological and Solidarity Transition.
ParlaMint-FR_2017-12-19-O1104.u37	Madam Member, I should like to apologize to my colleague, Elizabeth Borne, who has instructed me to reply on behalf of the Government. In order to improve safety, the European Aviation Safety Agency now imposes on aerodrome operators a number of technical requirements, including the installation of additional runway end safety areas. The deadline for the installation of these facilities is 31 December 2018. Because of the very constrained environment of the Mayotte airport, which I know personally, these requirements required extensive work by the State and operator services in order to define technically compliant and financial solutions so as not to reduce the available runway length. An innovative response is envisaged with the deployment of emergency stopping beds, for which a call for tenders has been launched. Negotiations with industrialists are under way. If nothing had been done as early as 2016 to support the airport's compliance while ensuring the performance of the current runway, this would result in a reduction in the rolling distance that would prevent any significant aircraft movement, thus threatening the sustainability of Mayotte's air service. The State and the operator have managed, despite a very limited timetable, to reconcile the airport's standards with an equivalent level of performance. The impact on the environment of the deployment of bed-stop technology is unmistakable with the catastrophic impact that the construction of a new runway would have on the very fragile ecosystem of the Mayotte lagoon, which is home to, among other things, dugong, a highly vulnerable species. In addition, the cost of such an infrastructure was estimated at more than EUR 200 million, while the financial burden of deploying cribs is around EUR 13 million. This solution will therefore ensure that the high cost of infrastructure is not passed on to the price of airfare. The airlines are unanimously in favour of a technological solution that combines safety, environmental integration and economic efficiency. Finally, as you recalled, all of this is within the framework of the Overseas Assises; Ministers Girardin and Borne remain at your disposal on these issues.
ParlaMint-FR_2017-12-19-O1104.u38	Mrs Ramlati Ali has the floor.
ParlaMint-FR_2017-12-19-O1104.u39	Mr Secretary of State, thank you for that clarification. The Mahorais know the presence of the dugongs in the lagoon, which is indeed very fragile. However, they also constantly point out that aircraft are flying over the population. I take note of your answer, which is a good step forward, but we hope for "takeoff" – that's the word! - from the track.
ParlaMint-FR_2017-12-19-O1104.u40	Mrs Marietta Karamanli has the floor to put her question, No. 48, on the railway service to the Sarthe.
ParlaMint-FR_2017-12-19-O1104.u41	My question is to the Minister to the Minister of State, Minister for the Ecological and Solidarity Transition, responsible for transport. It focuses on the quality of the rail link between Le Mans, and the Sarthe, and Paris. Indeed, for many months, all users have seen a deterioration in rail service. First, there are fewer high-speed trains – TGV – serving Le Mans: more than forty of them no longer stop at the station; the service by Ouigo excludes hundreds of subscribers. The TGV thus becomes the "small train". Second, the rates are high and incomprehensible: trains that stop at Le Mans and are part of the same train, without any further stops, do not offer the same fare. The TGV remains the "high fare train", with prices oscillating, without card, between 60 and 80 euros to go. Finally, long delays are accumulating for a variety of reasons. The TGV, which is expensive for the nation, thus becomes the TGR, "long overdue train". However, the construction of new lines should improve the service; which makes the strength of the Japanese high-speed train – six seconds late at the most: a dream! – it is precisely to have dedicated lines. At the same time, users of intercity trains and regional express transport – the TERs – are seeing a slow deterioration in service on these lines, as well as an increase in ticket prices. Staff, who are themselves often mistreated, believe that the choices that have been made weaken the company and that the meaning of what remains the public service has been lost. There are many problems; They are not limited to malfunctions, even major ones, in a Parisian railway station, causing the mobilization of the public authorities for twenty-four to forty-eight hours. For lack of time, I will not mention, for example, the noise pollution caused by the introduction of the new high-speed line into Brittany; existing regulations do not allow for compensation adapted to the needs of residents. Mr Secretary of State, I am not asking you to read me an umpteenth reply written by the public group, which seems to always have a good excuse. I would like these issues to be dealt with in relation to responsible local elected officials and by listening to users. Why not come to unannounced share the daily lives of those who gallant in public transport? I therefore expect, on behalf of the local elected representatives and the users, that I represent here, a concrete commitment!
ParlaMint-FR_2017-12-19-O1104.u42	All right!
ParlaMint-FR_2017-12-19-O1104.u43	The next speaker is the Secretary of State to the Minister of State, Minister for the Ecological and Solidarity Transition.
ParlaMint-FR_2017-12-19-O1104.u44	Madam Member, I should like once again to apologise to my colleague, Elizabeth Borne, who asked me to answer you. You are questioning the Government about the deterioration of rail service on the Paris-Le Mans line. First of all, I want to reassure you: in terms of frequency, the annual service foresees more high-speed return trips on weekdays in 2018 than in 2017. You're talking about Ouigo's impact on subscribers. I would remind you that SNCF Mobilitys has freedom of management over its commercial services. I will therefore merely point out that the company has made bid adjustments, but that they occur outside peak hours and that they do not concern the TGVs borrowed by the majority of subscribers and users whom you are speaking for this morning. As far as pricing is concerned, it is decided by SNCF Mobilitys within a ceiling set by the State, which can be increased for journeys on high-speed lines. It is based on the principle of the degressivity of the kilometric price as a function of distance. This explains why, for the relatively short journey between Paris and Le Mans, the price is comparatively higher. Nevertheless, the introduction on this line of numerous offers at "small prices" allows the TGV to remain accessible to all. In terms of regularity, it should be noted that the line between Paris and Le Mans is on average higher than that of the TGV Atlantique. Trains in peak hours are certainly more fragile, more exposed to traffic management difficulties, but SNCF is taking many steps to improve these results. Finally, the line suffered the full impact of the incidents at Montparnasse station. Minister Élisabeth Borne asked SNCF for strong actions, which resulted in the establishment of a pre-figuration mission, to define a new organization and management of major works and engineering. A program to improve the robustness of services and information to travellers is also being prepared. We will follow with particular attention the implementation of these measures, so that these issues, on which all the elected representatives of your region have been regularly alerting the Government for many years.
ParlaMint-FR_2017-12-19-O1104.u45	Mrs Marietta Karamanli has the floor.
ParlaMint-FR_2017-12-19-O1104.u46	Mr Secretary of State, I take note of this information. However, I would like to insist. The improvement of the service you are referring to for 2018...
ParlaMint-FR_2017-12-19-O1104.u47	The increase in frequency!
ParlaMint-FR_2017-12-19-O1104.u48	In any case, it is not perceptible today. And beyond the questions of delay, we have lost a large number of trains. With regard to the Montparnasse station, we had reported the problem for a long time. Moreover, even if we can deal with it, it will not solve the problems that arise on the rest of the line. Le Mans is doubly impacted. It should be recalled that the financial contribution of the inhabitants of Le Mans and the Sarthe has been very high, since they have paid twice the TGV since 1982. As far as pricing is concerned, Le Mans does not benefit from any of the offers offered by other cities one hour from Paris. The elected representatives and the users constantly emphasize it, but without effect. For example, we do not have access to the Ouigo offer. All these combined elements make it impossible for local users and elected officials to do so. I really invite the minister to come unannounced to see the situation.
ParlaMint-FR_2017-12-19-O1104.u49	Mrs Clémentine Autain spoke of her question, No. 35, concerning the breakdown of lifts in buildings in Seine-Saint-Denis.
ParlaMint-FR_2017-12-19-O1104.u50	My question is to the Minister for Territorial Cohesion. It deals with the recurrent breakdowns of elevators that are deplored by the tenants of collective buildings in the most difficult cities. This situation, which has been going on for a very long time, has been the subject of several citizen mobilizations, notably in Seine-Saint-Denis – and for reasons: in the Beaudottes district of Sevran, in Bagnolet or in Bobigny, some residents stayed for more than four months without elevators in buildings of more than ten floors. Can you imagine the appalling, intolerable living conditions that this represents? These breakdowns cause many daily difficulties and lead some residents to total isolation. People with reduced mobility simply cannot leave their homes. Social donors are at stake: they are the ones who must ensure the proper functioning of the elevators, even if the maintenance of the equipment is the responsibility of the private ascendorists – what an imbroglio! Although people are paying more and more, and with the reform of personal housing subsidies, this is not going to improve, the situation continues to deteriorate. This problem is only one symptom among others of the feeling, which corresponds to a reality, that when you live in a very popular territory, you are treated as a second-rate citizen. Many people say to me: "Would it be imaginable that, in the Hauts-de-Seine, for example, in Neuilly, elevators serving very high buildings do not work for several months? " In fact, I've never heard of a situation like this! [[Applause on the benches of the FI group]] Mr Secretary of State, my question is simple: are you finally going to deal with this problem? What concrete response do you intend to give to these inhabitants, so that they can live in a habitat worthy of our Republic?
ParlaMint-FR_2017-12-19-O1104.u51	The next speaker is the Secretary of State to the Minister of State, Minister for the Ecological and Solidarity Transition.
