ParlaMint-FR_2017-07-19-E1015.u1	The next item is the question to the Government.
ParlaMint-FR_2017-07-19-E1015.u82	Thank you for giving me the opportunity to speak to you about the general states of food, announced last June by the President of the Republic, on which we will start working tomorrow. We share four objectives. First of all, the creation of value must be revived and its fair distribution ensured. It is also about allowing farmers to live in dignity and to be paid at the fairest price. Indeed, as you pointed out in your question, the prices paid to farmers are now far too low. We need to build the capacity to invest to prepare for the future of our agriculture. [[Applause on several benches in the REM group]] We also need to support the transformation of agricultural models. France has several agricultural models, which correspond to several philosophies. It is not a question of opposing models to each other, but of ensuring that they are complementary to each other. Not to oppose them is to give each of them the chance to access the markets where they are expected by a large number of consumers. [[Same movements]] Finally, we need to promote consumer choices that favour healthy, sustainable and equitable eating. All stakeholders will be mobilised tomorrow on two projects. The first will be devoted to the creation and distribution of value. The second will focus on societal expectations for a healthy, safe, sustainable and accessible diet: discussions will take place in October and November. A global refund of all this work will be organised before the end of the year. As of tomorrow, a public consultation will be open on the Internet to enable as many people as possible to contribute to the debates and to propose avenues for action. [[Applause on the benches of the REM and MODEM groups]] Since joining the department, I have engaged in extensive consultations with all channels, distributors and processors. Together with my fellow ministers, we are mobilized to succeed in these general states of food.
ParlaMint-FR_2017-07-19-E1015.u83	The next speaker is Mr Jean-Paul Lecoq, for the Group of the Democratic and Republican Left.
ParlaMint-FR_2017-07-19-E1015.u84	Prime Minister, asbestos kills 3,000 people a year. Since 2004, 45,500 people have died. Twenty years after the ban on this material, the victims are still awaiting a criminal trial. Indeed, it has been shown that the diseases that caused the death of these workers are caused by asbestos. Similarly, it is attested that this causal relationship was known long before the prohibition on the manufacture and sale of asbestos in 1997, without any provision being made to remedy this deadly danger. There is an accumulation of mistakes, and it says fault is seeking responsibility in the death of thousands of employees and pensioners. It is sufficient to see the extent of the asbestos removal of buildings since 1997 to estimate the height of this massive fault, which has consisted of doing nothing for so long. Today, the prosecutor's office suggests that investigations should be stopped, claiming that those responsible for this tragedy cannot be identified and would not be held accountable, that the employers who exposed the workers to this poison had nothing to do with it, that the companies that used it, manufactured it and profited from it had nothing to do with it, that the State remained passive before 1997 even though other countries had legislated had nothing to do with it. This rejection of responsibility would be unworthy of a Republic that must protect its own people regardless of their social condition, especially since abroad, prosecutions had been initiated and convictions applied against those who had killed to enrich themselves. In France, the Public Prosecutor's Office has just told us that this health disaster has turned into a crime without guilty! On the other hand, Italian leaders of one of the companies currently under investigation in France were convicted in 2009 in Turin. [[Applause on the benches of the GDR, NG, FI groups and on several benches of the REM, MODEM, LR and LC groups]] Prime Minister, you who have spent a long time in a large industrial city and have been with these victims, I ask you to act so as not to bury those who have paid with their lives a large-scale fatal fault that strikes generations of workers.
ParlaMint-FR_2017-07-19-E1015.u85	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2017-07-19-E1015.u86	Mr President, I understand the plight of your hard-hit territories, particularly those of the dock workers. I have had the opportunity to discuss this with the Prime Minister, who is also very attentive to the territories and workers affected by asbestos. I don't have to say anything about a court decision. On the other hand, the State must shoulder its responsibilities and best accompany the affected persons. Today, the AT-MP – accidents at work and occupational diseases – branch of social security accompanies these workers who are victims of occupational diseases. Asbestos accounts for 17% of AT-MP's expenditure, or EUR 2 billion.
ParlaMint-FR_2017-07-19-E1015.u87	Not billions, millions!
ParlaMint-FR_2017-07-19-E1015.u88	You're right. Two compensation schemes have been established. The first is the asbestos victims' compensation fund – FIVA – for which 20,000 claims have been registered and processed so far. The second is the early cessation allowance for asbestos workers – ACAATA – which covers 90,000 employees. It should be noted that 18,000 people have already been recognized as occupational diseases, of which 3700 in 2015. These devices must now be further improved. They deserve technical adjustments that we will implement under the new target and performance contract between the State and FIVA, which is to be signed in 2017. [[Applause on the benches of the REM and MODEM groups]] The state will continue to assume its responsibilities, as we know that these diseases are likely to increase further in the coming years. We will ensure that these devices meet the needs of people.
ParlaMint-FR_2017-07-19-E1015.u89	Mrs Geraldine Bannier, for the Group of the Democratic and Related Movement, has the floor.
ParlaMint-FR_2017-07-19-E1015.u90	Madam Minister of Higher Education, Research and Innovation, while, for our happy bachelors, "summer" traditionally rhymes with "well deserved rest" or "first summer job", here is that 87,000 of them are still in anguish, waiting for a hypothetical place to be assigned to them in college through the system Admission Post Bac – APB.
ParlaMint-FR_2017-07-19-E1015.u91	Scandal!
ParlaMint-FR_2017-07-19-E1015.u92	APB, or rather "to little happiness luck"... because even a very good mention does not necessarily ensure a place in the chosen track – it is sometimes the drawing by lot that prevails.
ParlaMint-FR_2017-07-19-E1015.u93	Scandalous!
ParlaMint-FR_2017-07-19-E1015.u94	Damn it!
ParlaMint-FR_2017-07-19-E1015.u95	It seems urgent to upgrade the baccalaureate, when this sesame doesn't even guarantee our best high school students the place they've invested so much in. [[Applause on the banks of the MODEM group, several benches in the REM group and some benches in the LR group]] Madam Minister, what can we do to deal with what you have described as "a huge waste" and, more broadly, how can we ensure that the university is no longer a funnel at the very large entrance, but at the very narrow exit and that it is rather the guarantee of real success, followed by real professional integration? How can we ensure that the faculty remains a powerful factor for equal opportunities?
ParlaMint-FR_2017-07-19-E1015.u96	The Minister for Higher Education, Research and Innovation has the floor.
ParlaMint-FR_2017-07-19-E1015.u97	Mrs Bannier, you are right and I have had the opportunity to speak publicly on this subject: it is indeed a huge waste. Beyond the drawing of lots that makes the students not affected according to their wishes or results, but a sort of lottery, it is the whole of the first cycle field that we will have to revisit. As you know and as the Prime Minister pointed out, only 40% of students enrolled in the bachelor's degree cycle succeed in obtaining their degree in four years. The university must therefore become once again the place where we are able to progress socially, to flourish and to enrich ourselves, and not the place of failure. [[Exclaims and "The solutions? » on the benches of the LR group]] If the university is not to be the place of failure, it is first of all because it represents an unbearable human cost for both students and their parents. The social cost is also unbearable, because we give our students the impression that the system, instead of helping them, is driving them down. Finally, the financial cost is considerable, since the cost of failure in the first cycle can be estimated at almost EUR 1 billion.
ParlaMint-FR_2017-07-19-E1015.u98	What are you going to do?
ParlaMint-FR_2017-07-19-E1015.u99	For the past two months, I have found this situation and have been working day after day to resolve it.
ParlaMint-FR_2017-07-19-E1015.u100	We need to talk to Mr. Valls, he's here!
ParlaMint-FR_2017-07-19-E1015.u101	[[Exclaims on the benches of the LR group]] [[Applause on the benches of the REM and MODEM groups]] Above all, I wanted to be able to launch a concertation that will allow us to radically reform access to higher education, so that we can ensure the best success for all our students.
ParlaMint-FR_2017-07-19-E1015.u102	But now it's the problem!
ParlaMint-FR_2017-07-19-E1015.u103	Mr Olivier Faure has the floor for the New Left Group.
ParlaMint-FR_2017-07-19-E1015.u104	[[Applause on the benches of the NG and LR groups and several benches of each of the other groups.– Applause continues on the benches of the NG and LR groups]] Mr Prime Minister, before I ask my question, I would like to pay a strong tribute, on behalf of the New Left Group, to General Pierre de Villiers.
ParlaMint-FR_2017-07-19-E1015.u105	Go on, Mr. Faure.
ParlaMint-FR_2017-07-19-E1015.u106	His professionalism and his sense of honour earned him both the respect of his men and the respect, I hope and believe, of all parliamentarians. So his resignation this morning opens up a double crisis. [["That's right! » on the benches of the LR group]] [[Applause on the benches of the NG and LR groups and several benches of the LC group]] First of all, it is a crisis of confidence between the Head of State and our armies. "Political power shows an iron will against terrorism. He sends our soldiers to the front line but no longer gives them the means to fight and carry out their missions, breaking with the budgetary effort committed under the previous quinquennium. It is then a democratic crisis: the redundancies and the voluntary humiliation of the Chief of Staff's volunteer, the day after his intervention before our Defence Committee,...
ParlaMint-FR_2017-07-19-E1015.u107	Bravo!
ParlaMint-FR_2017-07-19-E1015.u108	[["Very good! » and applause on the benches of the NG and LR groups and on some benches of the FI and LC groups]] ... are also a violation of Parliament's rights.
ParlaMint-FR_2017-07-19-E1015.u109	Shameful!
ParlaMint-FR_2017-07-19-E1015.u110	He's right!
ParlaMint-FR_2017-07-19-E1015.u111	[[Same movements]] The message thus sent by the Head of State to all those who will come before our Assembly is clear: silence in the ranks! This message is necessarily incompatible with Parliament's oversight missions. [[Applause on the benches of the NG and LR groups]] This double crisis is finally a warning for power. Even Jupiter should know how to distinguish authority, praiseworthy, from authoritarianism, indecent enjoyment of personal power.
ParlaMint-FR_2017-07-19-E1015.u112	Bravo!
ParlaMint-FR_2017-07-19-E1015.u113	[[Same movements]] Prime Minister, in this context, how do you intend to revive the tenuous sons of trust?
ParlaMint-FR_2017-07-19-E1015.u114	The Prime Minister has the floor.
ParlaMint-FR_2017-07-19-E1015.u115	[[Applause on the benches of the REM and MODEM groups. – Rites and exclamations on the banks of the NG and LR groups]] Mr President, ladies and gentlemen, Mr Faure, first of all I would like to associate myself with everything that the Minister of Armed Forces has said about the republican salvation that we address to General de Villiers after he has, this morning, submitted his resignation to the President of the Republic.
ParlaMint-FR_2017-07-19-E1015.u116	What hypocrisy! Shameful!
ParlaMint-FR_2017-07-19-E1015.u117	[[Applause on the benches of the REM, MODEM and LC groups]] I can also associate myself with the republican salvation that she has expressed towards General Lecointre, who will take up his duties. He was, a few hours ago, the chief of the Prime Minister's military cabinet and my defence adviser. He had been the head of the military cabinet of my predecessors for more than a year. You know like me, since you are interested in defence issues, that he is also a remarkable officer of the French army, to which he honours. I wish him every success in his duties.
ParlaMint-FR_2017-07-19-E1015.u118	He must not come and talk to Parliament!
ParlaMint-FR_2017-07-19-E1015.u119	[[Exclaims and "Happy! » on the benches of the LR group]] I am glad, Mr Faure, that you asked me this question and I am happy to answer you, very simply. General de Villiers expressed a disagreement, he said again this morning. He has, of course, a perfect right. He has a perfect right to disagree with the head of the army. But, like a soldier, with honour, he cannot contest the choice made by his leader. He therefore drew the consequences of the disagreement which he himself had expressed. Ladies and gentlemen, in this case...
ParlaMint-FR_2017-07-19-E1015.u120	Because it's a case!
ParlaMint-FR_2017-07-19-E1015.u121	[[Applause on the benches of the REM and MODEM groups and several benches in the LC group. – "What about Parliament? » on several benches of the NG and LR groups]] ... everyone is in his or her role: the Chief of Staff of the Armed Forces, who expresses his or her opinion and draws the consequences thereof, and the President of the Republic, who is the authority in this matter and expresses the choices made by the legitimate authority. [[Same movements]] Ladies and gentlemen, I do not think there is anything in this primacy of politics over the military that could shock the National Assembly.
ParlaMint-FR_2017-07-19-E1015.u122	Less than 900 million!
ParlaMint-FR_2017-07-19-E1015.u123	What about Parliament? He spoke to a parliamentary committee!
ParlaMint-FR_2017-07-19-E1015.u124	[[Applause on the benches of the REM group and some benches of the MODEM and LC groups.– Exclaims on the benches of the LR group]] Don't get upset, Congressman. Military matters are serious enough for them to be approached with the calm that prevails in this assembly and that you are the only one to break.
ParlaMint-FR_2017-07-19-E1015.u125	Mr. Hutin, please.
ParlaMint-FR_2017-07-19-E1015.u126	[[Exclaims on the benches of the LR group]] It is false to say that the commitments made by the President of the Republic have been ignored. The President of the Republic is committed to ensuring that, because the world is unstable and dangerous, our country's defence effort is increased to 2% of GDP in 2025.
ParlaMint-FR_2017-07-19-E1015.u127	It doesn't take the way!
ParlaMint-FR_2017-07-19-E1015.u128	Less than 900 million!
ParlaMint-FR_2017-07-19-E1015.u129	Campaign promises are over!
ParlaMint-FR_2017-07-19-E1015.u130	Ladies and gentlemen, since you are referring to the remarks made by the President of the Republic on 13 July, you should repeat them in full: he himself said that on the occasion of the budget for 2018, the defence budget would be increased to a minimum of 34.2 billion euros, excluding exceptional revenues – REX –,...
ParlaMint-FR_2017-07-19-E1015.u131	Without pensions?
ParlaMint-FR_2017-07-19-E1015.u132	[[Applause on several benches in the REM group]] ... 1.8 billion more than what was included in the original Finance Act for 2017. Mr Faure, when in 2017, in the original finance law, the effort was increased by 600 million compared to the previous year, you said on these benches that an exceptional effort should be welcomed. Next year, in 2018, this effort will be increased to 34.2 billion euros outside REX,...
ParlaMint-FR_2017-07-19-E1015.u133	Minus 800 million!
ParlaMint-FR_2017-07-19-E1015.u134	[[Applause on several benches in the REM group]] ...which represents an increase of more than 1.8 billion – and it will probably be the only – a considerable increase in volume, faster than GDP and inflation, in short a passage that allows us to consider the curve that will lead us up to 2025 to reach 2% of GDP. I will end with a figure: as far as the military budget is concerned, the execution of the initial 2017 finance law will make us finish the year at a level of expenditure identical to that which was planned. The problem you mention is the integration of expenditure related to external operations – OPEX,...
ParlaMint-FR_2017-07-19-E1015.u135	Like every year!
ParlaMint-FR_2017-07-19-E1015.u136	[[Applause on several benches in the REM group]] I'm not making you say it, Congresswoman! As for many years in fact, words have been paid by placing the OPEX budget outside the defence budget. We want to put an end to this bad practice: we're going to increase military spending and start re-integration of OPEX spending, because it's much healthier.
ParlaMint-FR_2017-07-19-E1015.u137	The result is the same!
ParlaMint-FR_2017-07-19-E1015.u138	[[Applause on the benches of the REM and MODEM groups and on some benches of the LC group]] The commitments made by the President of the Republic will be fulfilled. I'll give you an appointment in the fall: we can talk about it again.
ParlaMint-FR_2017-07-19-E1015.u139	The next speaker is Mr Bertrand Sorre, for the La République group on the move.
ParlaMint-FR_2017-07-19-E1015.u140	My question is for the Minister of Higher Education. As I speak to you, almost 87,000 young people have moved from the sometimes euphoric satisfaction of having obtained the baccalaureate to the cruelest disillusion, since they are still without a post-bac guidance solution in line with their personal project. It is absolutely not fair that the orientation of high school students depends on a computer system called APB. Similarly, the drawing of lots for the most coveted sectors remains a controversial method and felt as profoundly unfair by many of our fellow citizens. The French universities are expected to host an additional 40,000 students each year, and this demographic increase is expected to continue until 2022; In addition to these neobachelians students in reorientation. The system must therefore change and post-bac admission must be based on respect for the equality of all in the face of university entry. Student success contracts were announced during the Prime Minister's policy speech, with the aim of ending the failure in the first year of university. Much more information needs to be given to students about their ability to succeed in a field they might choose. The university must remain open to all and the state must work for a better success for its students. We must therefore remove the unjust system of drawing lots, which is often a source of deep frustration and great disappointment. Many of the students today without a solution have yet prepared their post-bac orientation with great diligence, carrying out many steps for several months or even several years. [[Applause on the benches of the REM and MODEM groups]] Madam Minister, my question is: in order to reassure young bachelors and their parents, in the face of this situation which I call an emergency, what measures are you planning to take for students who are still waiting at this moment for an orientation solution in accordance with their wishes?
ParlaMint-FR_2017-07-19-E1015.u141	Good question!
ParlaMint-FR_2017-07-19-E1015.u142	Military service!
ParlaMint-FR_2017-07-19-E1015.u143	The Minister for Higher Education, Research and Innovation has the floor.
ParlaMint-FR_2017-07-19-E1015.u144	Mr President, we can only agree with the statement you make. The system is on the brink of implosion for two reasons, both predictable: first, the increase in demography,...
ParlaMint-FR_2017-07-19-E1015.u145	We already know!
ParlaMint-FR_2017-07-19-E1015.u146	... and then the choice made this year to add in the PDB system the approximately 100,000 students in reorientation after a failure at the end of the first year of license.
ParlaMint-FR_2017-07-19-E1015.u147	And beyond that?
ParlaMint-FR_2017-07-19-E1015.u148	[[Claims on several benches in the LR group]] For the past two months, we have been working every day to deal with this situation – of which we have inherited. We will make it disappear in 2018 by deleting the draw.
ParlaMint-FR_2017-07-19-E1015.u149	It's right now that we have to do it!
ParlaMint-FR_2017-07-19-E1015.u150	For this year, 87,000 students are so far without permanent assignment.
ParlaMint-FR_2017-07-19-E1015.u151	That was already said in the question!
ParlaMint-FR_2017-07-19-E1015.u152	This figure, similar to that of last year at the same time, masks very different realities: a majority of students in reorientation, who nevertheless have their place in the university if they choose to continue in the same field; students who have received a positive response on one of their choices but who, for the time being, have not accepted this proposal definitively and are waiting to see if a better choice will be offered to them; And finally, a little over 10,000 students with a real assignment problem: they were 17,000 fifteen days ago, 36,000 a month ago.
ParlaMint-FR_2017-07-19-E1015.u153	It's all right, then!
ParlaMint-FR_2017-07-19-E1015.u154	It is for these students that all universities and academic services as well as the ministry are mobilized day after day and continue to work, since there are currently more than 200,000 free places in higher education.
ParlaMint-FR_2017-07-19-E1015.u155	We're telling you, everything's fine!
ParlaMint-FR_2017-07-19-E1015.u156	The consultation on the reform that I initiated on 17 July with all the actors will allow to eliminate the draw by lot in 2018 but also and above all, by the orientation....
ParlaMint-FR_2017-07-19-E1015.u157	Thank you, Madam Minister.
