ParlaMint-GR_2016-08-02-S1-commons.u1	Ladies and gentlemen, good morning. Accreditation of the quorum shall begin. [[Note: The following table of contents is not the final text because rationalisation and editorial corrections are pending]] We are entering the agenda of the LEGISLATIVE WORK Only discussion and vote on the principle, articles and all the draft law of the Ministry of Economy, Development and Tourism: ‘Public works, supplies and services contracts (adaptation to Directives 2014/24/EU and 2014/25/EU)’. The above draft law was identified by the Government as urgent and the committees accepted by a majority as urgent, in accordance with Rule 110 of Parliament's Rules of Procedure. The Conference of Presidents decided at its meeting on 28 July 2016 to discuss the draft law at a single meeting in principle, on articles and amendments. I propose: the first two rapporteurs will be able to register electronically. The first is Mr. Karanastasis from SYRIZA, and the second is Mr. Metarakis from New Democracy. Finally, Mr Metarakis will also be able to register, so that we can see how many colleagues will be registered. Secondly, once the speeches of the rapporteurs and of the special speakers have been finished, I would ask that the Minister be given the floor on the bill, but also to tell us which of the Members' amendments he is accepting or not, as they are three amendments so far with regard to Members. So that we do not look at today, so far there are no ministerial amendments. We therefore have no problem with that.
ParlaMint-GR_2016-08-02-S1-commons.u18	That is why I ask you to speak. I keep the Rules of Procedure the way it used to be. However, the procedures, as set out in Rule 110, and the others in Rule 111 and the previous Articles 108 and 109, concern Parliament. It's not about the committees. I think I'm right about that, right?
ParlaMint-GR_2016-08-02-S1-commons.u19	We agree.
ParlaMint-GR_2016-08-02-S1-commons.u20	No matter how it has been amended, the debate in plenary on the issue of urgency cannot be prohibited, because whatever the committee decides, I think that your experience...
ParlaMint-GR_2016-08-02-S1-commons.u21	The Conference of Presidents has again decided by a majority, Mr Loverdos.
ParlaMint-GR_2016-08-02-S1-commons.u22	And the Conference of Presidents. In essence, Mr President, the configuration of matters is, in fact, the desires of the majority. One cannot withdraw from the minority to put the matter in the House as well. I know we won't convince anyone. But I consider this House's contempt for the Minister to say...
ParlaMint-GR_2016-08-02-S1-commons.u23	Mr. Loverdo, don't say the same thing. You've done it.
ParlaMint-GR_2016-08-02-S1-commons.u24	But that's the way it is. He's obligated to say now...
ParlaMint-GR_2016-08-02-S1-commons.u25	I can't oblige the Minister to be well saved!
ParlaMint-GR_2016-08-02-S1-commons.u26	...because it brings the directive in this way and pervades it in a number of provisions of a non-transparent nature which are not within the directive. To say it now.
ParlaMint-GR_2016-08-02-S1-commons.u27	He doesn't want to say it now. We can't force him.
ParlaMint-GR_2016-08-02-S1-commons.u28	Yes, but it has a democratic deficit.
ParlaMint-GR_2016-08-02-S1-commons.u29	We agree, okay. It's your opinion.
ParlaMint-GR_2016-08-02-S1-commons.u30	Is observing the Rules of Procedure a democratic deficit?
ParlaMint-GR_2016-08-02-S1-commons.u31	Who does he think he is?
ParlaMint-GR_2016-08-02-S1-commons.u32	Mr President, I would like to speak.
ParlaMint-GR_2016-08-02-S1-commons.u33	Please, Mr. Santorinier. Mr. Loverdo, your point of view has been recorded and the process begins.
ParlaMint-GR_2016-08-02-S1-commons.u34	Now the process begins. It's not after.
ParlaMint-GR_2016-08-02-S1-commons.u35	Don't waste any more time.
ParlaMint-GR_2016-08-02-S1-commons.u36	Mr President, I would like to speak.
ParlaMint-GR_2016-08-02-S1-commons.u37	Please, Mr. Santorinier. It's over.
ParlaMint-GR_2016-08-02-S1-commons.u38	But, Mr President, he cannot speak of a democratic deficit.
ParlaMint-GR_2016-08-02-S1-commons.u39	I answered under the Rules of Procedure. Let it go. On the substance, if I was down in the Chamber, I would have another view. As President, I have to apply the Rules of Procedure. The first speaker is SYRIZA's rapporteur, Apostle Karanastasis. Here, you have the floor.
ParlaMint-GR_2016-08-02-S1-commons.u40	Mr President, Ministers, ladies and gentlemen, with the bill we are discussing today, we incorporate Directives 2014/24/EU and 2014/25/EU into national legislation. These are instructions that their integration has delayed and we have been accused of this in the past few days. However, the truth is that in 2014, the previous government passed a law that, although after these directives, did not incorporate them into national legislation. In addition, Law No 4281/2014 proved to be inapplicable in practice because it provided for large volumes of secondary law as a precondition for its application, the adoption of Presidential Decrees and Ministerial Decisions, which was never adopted. As a result, it was finally repealed on 1 July 2016. Today, in parallel with the transposition of the above directives, we are abolishing almost all the legislation on this subject. By introducing new, modern and innovatory provisions, we hope that we will radically change the landscape in the vast public procurement sector, a public life sector, the goods, services and project execution market, for which it is worth mentioning that public authorities at European level spend 18% of GDP every year. In the reasonable question: 'But did the system of public procurement not function well until now and did the directives have to be revised in addition to the whole of the legislation in question?' I respond, pointing out very quickly the key points of the repealed legislation, characteristics, in the end, of a state that we all want to leave behind: In 2012, with the ineffective resolution of Law 4281, there were four hundred different legislation on public procurement in the Greek legal class, creating incredible malfunction and confusion among all stakeholders, eventually acting as an outbreak of interoperable and corruption. Depending on the form of the contracting authority or the tendering body there were special schemes and regulations whereby contracting authorities and bodies, mainly operating in the form of S.A., are exempted and, through their regulations, deviated from the rules on the award and execution of public works, studies and supplies. I could mention dozens of other malfunctions of the old system. But it is time, ladies and gentlemen, to deal with the new one. Through the directive, which I have just mentioned, policy throughout the European Union in the field of public procurement has been integrated into a comprehensive programme. The aim of the programme is to radically modernise public procurement in the European Union, contributing to the achievement of the objectives of the Europe 2020 Strategy, for smart sustainable and inclusive growth. The draft law under discussion aims to combat pluralism, uniform application of the rules adopted by all contracting authorities, simplifying and simplifying the rules and procedures, generalising electronic means as a target for communication in public procurement, establishing for the first time rules for public service contracts, combating corruption by strengthening transparency, supporting competitiveness, taking into account social and environmental criteria, strengthening innovation, the drastic reduction in administrative burden, modernising procedures, the adoption of a specific framework for social, health and education services, and in general a better qualitative and strategic use of public procurement. Before entering into a brief analysis of the individual elements of the draft, I would like, by making use of the discussions in the committee responsible, to stress that for the first time the country obtains uniform legislation for all types of contracts, irrespective of their nature and value, unless otherwise specified in the individual provisions of the law. They are treated with particular sensitivity issues relating to disabled people, in a framework of parity, without discrimination and exclusion. Issues relating to specific sectors, such as supply of entities active in the water and electricity sectors, are regulated. It is a pretext that we want and will seek to guarantee the public character of these goods I mentioned, water and electricity. This does not mean that they should not enter rules in their contracts. There is an attempt to resolve all the problems I have mentioned, such as the appeals and appeals of contractors and candidates. This very important and similar draft law consists, in its structure, of four sections - books. Analytical tables of foreign trade ­ New forms of award and new electronic means of awarding public contracts are established in Book I. Competitive dialogue and a negotiated competitive process are being adopted. The dynamic purchasing system is introduced as a fully electronic process, which ensures the best possible use of public resources. Provision is made for the award of public contracts through electronic auctions. New electronic technical markets are being developed, such as electronic lists. Transparent and qualitative criteria are laid down, such as by drawing up the technical specifications. Innovation is encouraged. And competition is being strengthened. The administrative burden shall be reduced by using the European Single Convention as a preliminary proof to replace all certificates issued by public authorities or by third parties. It makes it compulsory to use ‘e-Certis’, an electronic system whose purpose is to facilitate the exchange of certificates and other supporting documents. The most economically advantageous tender, determined on the basis of the price or cost, is now being awarded as the sole criterion for the award of each type of public procurement, taking into account, where appropriate, the criteria for assessing the best price-efficiency, which is first integrated into the case-law of the courts of the European Union and the Greek courts. They shall include environmental, legal and labour requirements in the award and execution procedures in order to ensure the best service of the public interest. For the first time, too, Article 20 energizes the possibility for contracting authorities to grant exclusive rights to participate in procedures for the award, award and execution of public contracts to social bodies, groups of persons with specific characteristics and to any other economic operator whose main purpose is the professional and social integration of disabled or disabled persons, provided that more than 30% of its employees belong to those groups. In Article 22, electronic procurement contracts, as well as the National System of Electronic Public Contracts, are further strengthened, ESIDI, and is provided for as a single electronic platform, which will support the system of public procurement of more than EUR 60,000, through its gradual mandatory use since spring 2017. At the same time, the interoperability of the system is further developed with other electronic and information systems, with a view to simplifying, such as GEMI, and all of this. It is necessary to observe rules on effective origin, identification and immediate treatment of conflicts of interest. Issues related to the operation of the KYMTOS, the Central Electronics Register of Public Contracts are regulated. It is planned to achieve the interconnection with other information systems such as the Liaison Register, the General Accounting Office, the OPS, to monitor the projects co-financed. For better and more professional management of the procedures, central purchasing authorities are established to achieve economies of scale and reduce transaction costs. The central purchasing principles are defined as the General Secretariat of the Ministry of Infrastructure, the Directorate-General for Public Contracts and Supplies of the General Secretariat for Trade and Consumer Protection of the Ministry of Economy and the Ministry of Health Suppliers Committee. Significant innovation is the new provision concerning the introduction of maturity data to ensure the public interest and the speedier implementation of these contracts. In this way, the notice or signature of contracts which cannot be performed shall be prevented. Requirements to ensure the maturity of projects shall be referred to in paragraph 2: precursors, environmental contraceptives, archaeological surveys, expropriations. Article 50 deals with the design system - construction applied by rules around the world. This is a flexible system that can provide high absorptions under the transparency regime. In our country anyone who asks about it, in and out of this Chamber, will answer that this system, study-building, produces corruption and complication. They all knew beforehand who the contractor would be. This draft law provides for major changes that have substantially altered the distorted, to date, way of implementing the system, such as, for example, the non-qualified compliance table of the technical offer, and the contractor, following the tendering process. Paragraph 1 of Article 82 introduces a system of rules with regard to requirements relating to quality assurance standards, including accessibility for disabled persons. Paragraphs 1 and 2 of Article 88 lay down a procedure for the treatment of unusually low tenders. Article 132 lays down provisions regulating issues of amendment of a contract during its implementation, as ensuring effective competition and respecting the principles of equal treatment and transparency are also required to govern the stage in the performance of the contract. Article 144, which is very important - the participation is regulated and the responsibility of the study is described in the case of modifications to its study, but also throughout the project. Provision is also made for the provision of insurance for the design, construction and services of the project's technical adviser in order to ensure its technical and timely implementation. Paragraph 13 of Article 160 regulates the issues of the completion of the project following a possible discount of the contraaor. The concept of technical adequacy of a contracting authority is introduced in order to enable it to respond successfully both in the conduct of the work or study process and in the course of its development. It is recommended and maintained in the General Secretariat of the Infrastructure Register of Members of the Committees for the Conservation of Public Contracts, Studies and related Services. The technical staff of all contracting authorities or contracting entities shall be entered in this register and the Central Electronic Lotteries System shall be developed in the General Secretariat of Infrastructure. Contracting committees for works, studies and technical services shall be composed of members of that register after an electronic draw, which shall be carried out using the General Secretariat of Infrastructure Electronic System. There are clear terms and obligations regarding subcontractors. It is laid down as an obligation for the contracting authority to request the tenderer to indicate in its tender the part of the contract which it intends to award in the form of subcontracting to third parties. At the same time, subcontractors are entitled to receive their remuneration directly, which provides easy access to small and medium-sized enterprises and reduces market suffocation when the contractor himself fails or delays in receiving the remuneration for the project, for example because of the non-issuance of tax information. The chronic vulnerability of the direct award contracts shall be addressed to the obligation to carry out an electronic draw by lists drawn up by project category or study, after the award of the contracting authority has been completed once each year. It goes without saying that we are not talking about generalising the use of this system, but about the cases that are envisaged, such as the projects considered to be urgent, for example, of natural disasters. Anyone who gets paid to get this project will not participate in the next draws. The provisions relating to rules on the award and performance of public supply contracts are laid down in order to ensure that the new arrangements are in line with the provisions and economic operators applicable by integrating the case-law of the courts. In book II - we have Directive 2014/25/EU - relating to the award of works, goods and services contracts, where those works, goods or services, irrespective of estimated value - unless otherwise specified - are intended to carry out one of the activities relating to natural gas and heat, electricity, water, transport services, ports and airports, postal services, oil and gas mining and coal and other fuel extraction, the specific schemes of contracting entities with a derogation shall be abolished if, due to the legal nature of the entity or the subject of the contracts, there is a need for different regulation of individual award and execution provisions. Book III shall include provisions relating to governance procedures, which shall be implemented by contracting authorities and contracting entities, with a view to ensuring the correct and effective application of the provisions of the draft law. Finally, book IV proposes an improved system of legal protection at the stage of the award of public contracts. Any interested party, who has or has had an interest in entrusting a specific contract to this project and is affected by an act or omission of the contracting authority, issued at the award stage, may bring proceedings before an independent administrative body of the Proceedings Review Authority and request its annulment and provisional protection measures. Mr President, ladies and gentlemen, we are giving public administration and the Greek people a legal arsenal that shields transparency and the rule of law in the sensitive area of public procurement. The discussions in the committee seemed to be a consensus that goes far beyond the limits of the government majority, as well as the positive treatment of the bill by the stakeholders in general. Public administration is required to demonstrate that it can apply it in every direction, without the uncertainty, mistakes and particular behaviour of the past. It is for the Government to impose the intensification by all of its will to reorganise and operate the public procurement sector. And he will! Thank you.
ParlaMint-GR_2016-08-02-S1-commons.u41	The rapporteur, Mr Metarakis, now has the floor.
ParlaMint-GR_2016-08-02-S1-commons.u42	Mr President, ladies and gentlemen, today we are essentially discussing the adaptation of Greek legislation to Directives 2014/24/EU and 2014/25/EU with regard to public works, supply and service contracts. I'll make four introductory remarks. Firstly, these directives together with 2014/23/EU, which we will be discussing tomorrow, came into force on 17 April 2014 and the Member States should within 24 months have incorporated them into their national law. As the Minister has said in committee, for a year the legislators have been working on this adjustment. However, you did not pre-empt the deadlines or have been able to introduce the bill with normal procedures, so that we have to accept at the last minute being introduced as a matter of urgency. Secondly, I would remind you that in the one and a half years of governance of SYRIZA - ANEL, there was already in the legal book n.4281/2014, which had introduced the previous directive on this subject into Greek law, Directive 18. The Committee was told by the Minister for Infrastructure that this legislation was not implemented. You said that right. You did not apply it because you were unable to or did not want to issue it in the time provided for in the necessary regulations. In practice, then, we were not informed about European legislation, and as a result the projects of the period 2015 to today are affected. Thirdly, this unusual and rather unprecedented happened in parliamentary times: cancel No.4281/2014 with an amendment that came to Parliament 15 days ago, before bringing to Parliament the new law we are discussing today. Fourthly, we have seen that the draft law differs in many respects from the original text put in public consultation. And do not rush to say that this is due to the fact that you have taken into account the comments submitted, because the public consultation report, which is annexed to the bill as page 2655 et seq., is revealing that this has not happened. So there is a key issue here and it is about the consistency which the government has once again shown and, in this case, the co-legislative ministries. You realise that the notion of public consultation at the stage of the pre-legislative procedure is an essential process which primarily demonstrates transparency, but which allows citizens, bodies and bodies to be informed of the draft law and to express their opinion and intervention. However, the Government shows that it is not interested in these observations and that is why it has finally brought these two bills, today and tomorrow, with two thousand nineteen pages, in the urgency procedure. The Minister told the committee that the objectives of the bill are the fight against pluralism and the uniformity of public procurement, which we agree with. That is why we also voted in favour of the bill in principle. However, these objectives had already been introduced by Law 4281/2014, a law that you did not implement. And despite the numerous election announcements by SYRIZA and ANEL, this legislative intervention has no real innovation. And I come to the articles. We are, first of all, voting against Articles 19 and 254, because the Greek performance which creates solidarity with associations of entities is neither in line with the spirit nor with the letter of the directive. We shall vote'residents' in Article 50, which is out of the directive and is introducing the question of construction, which is to be applied to all public works. The introduction of the criterion of the economic offer at the expense of the technology for the emergence of the contractor ultimately reinforces the opacity of the execution of public works. The European experience has nothing to do with the system that the bill introduces, but it is still there that it is simply limited to projects with specially identified technical specifications, which these in Europe are accurate and given to everyone. Another issue was raised by the institutions, who would finance these studies. Each participant will eventually take over, with your bill, a very large initial cost of financing the studies, which, if not won, will lose. So, in practice, few are the ones who will have the economic courage to get into these competitions. A small-scale designer - manufacturer, if you enter ten competitions, pays this study, does not win the competition, you realize that it will eventually lead to bankruptcy. We will also vote against Article 53, which provides for public works of less than EUR 250,000 to be carried out without any analytical measurements having been carried out. A point on Article 66 was also raised by the bodies. We agree with the Association of Provincial Journal Owners, who disagree with the incorrect updating of local societies through the regional and local press for competitions, a very widespread instrument for small manufacturers in particular. It has been said that this is because it is provided for by European legislation and the memorandum. New Democracy MEP Maria Spiraki asked the Commissioner responsible, Mr Pietrovanna, who replied that this is not the case with the European Commission, and I have tabled it in the Minutes during the debate in the committee. Minister, we shall table an amendment to Article 66 and I hope that we will agree on this point and accept it. In addition, ladies and gentlemen, we have reservations about Article 73, which opens the ferry to public batters and enables people who owe them to participate in public procurement tenders, while they owe tax and public funds. As we have reservations about Article 86. One reads that the contracting authorities base the award of public contracts only on the most economically advantageous tender. 'They' are basing, that's what the directive says. How does the government take this provision? Reading page 45 of the explanatory statement, the concept and content of the only criterion for the award of public contracts is introduced, only of the most advantageous and economically advantageous tender, disregarding the technical characteristics. What is more, it is negative that the right granted by Article 98 should be opened by the technical tenders after the financial offers, which can be a blow to the transparency of the procedure as, as you know, the technical crisis is subjective. A number of judgments of the Court of Justice and the Council of State state state that a technical assessment cannot be carried out after the opening of the financial tenders. Minister, Article 106 needs to be explained in relation to the arbitrary right of contracting authorities to ratify any competition at once. We also objected to Articles 117 and 118 in the committee, which provided for procedures for concise tenders and direct awards and partitioning of tenders. Corrections were made to the committee as prosthetics, with the legislative improvement you have put forward. However, since we are talking about partitioning of competitions, it is worth considering the complaint made a few days ago in the Committee of Inquiry into the affairs of the House that a particular motorway was divided into three parts in order to involve smaller contractors who did not have the right, the licence concerned and the license to participate in the tender if it was made as a single one. I think that, after this has been heard in the House, Mr Minister, you have an answer. We are also voting against Article 128, which allows technical advisers to be appointed directly, negotiated without publication of a contract notice, with the approval of a technical board of the Ministry of Infrastructure, namely by giving the Minister responsible the right to appoint direct technical advisers for larger contracts. However, I should like to say something about the positive procedures in the bill. We consider the simplifications to be positive in the judicial and pre-trial procedure. Indeed, there is a particular issue of the delays that are caused by the complex and dashing judicial procedure in many investments. You remember, Minister, for example, Mr 4146/2013, who you had recommended and introduced the pre-trial control of the Council of State for large private projects fast track. Positive, then, is this energy in the bill, for it protects investors from risks. As are the provisions concerning the completion of expropriations and archaeological checks prior to the award of public works. This is important because we are thus avoiding delays, but above all we are avoiding claims from the technical companies they request after the State, in addition to the contractual price, compensation for the delays that have been created. There have also been positive proposals to the committee from the institutions. For example, it is positive that the Technical Chamber of Greece is proposing to allow municipalities, especially smaller municipalities, to use external consultants to supervise projects. I am talking about municipalities and small islands, for example, the Psaras and the Oinousses. We also considered important proposals put forward by the Association of Greek Banks for Sanctions by the House of Concessions and the use of arbitration procedures to resolve disputes. I think they are proposals, Mr Ministers, which can be regarded as positive and are likely to be introduced by legislative improvements in the draft legislation under discussion. Ladies and gentlemen, the committee also raised the question of the maturity of public works. But many times it has emerged that ripe projects existed in 2015 - this has also been seen in the context of parliamentary control - many mature projects, however, were responded by the government in 2015, while no studies on new projects are being prepared, so that this gap that you are talking about today is being created. But that is why the current government has a responsibility. Ladies and gentlemen, we are debating a bill today on public procurement. Tomorrow we will discuss a bill on concessions. It's a framework bill, it's a bill setting up procedures. And these procedures, ladies and gentlemen, are judged by the act, and the government will be judged by its actions in the field of public works, by how many projects it will begin, by how many projects it will be able to complete. The Public Investment Programme, the ESRB, concessions are a very important tool to help the recovery of the Greek economy. And the work you have to show to attract investment, at the start of new projects, is almost zero, ladies and gentlemen, Ministers. I have said this many times in this Chamber: any investments that are currently starting are investments which have been guaranteed between 2012 and 2015. I have mentioned several times in the study of the JEP in May 2014, which was mentioned by name in new projects, which the previous government started. Only in the field of concessions - we will be talking about this tomorrow - is EUR 7.3 billion. Many of these investments you finally signed. I shall refer, for example, to the Greek, the TAP, the PPA, the regional airports. You are inaugurating projects that were actually implemented by the previous government. That's as good as it is. The question is, what do you start? You in 2015 and 2016 what are you going to do to implement in 2017, 2018, 2019? Some of your ministers dreamed after the evaluation was completed, that we would have a wave of investments, which we naturally did not see. But the worst of all is not that we see no wave of investments. We do not see any preparation for investment in 2017, 2018 and 2019. The country in 2015 returned to the recession. It will remain in 2016 in the recession. And it turns out, Minister, and in 2017 it doesn't seem like we're going any better. These are the big issues that the government needs to deal with: the right procedures - the ratification of European directives - are, at the end of the day, the question - but the question is how these new procedures, which we are voting on today, are going to take advantage of. What new works can you do? These are the big issues that the House must discuss. Thank you.
ParlaMint-GR_2016-08-02-S1-commons.u43	And I thank you, Mr. Mitarakis, and the economy of time. Ladies and gentlemen, electronic recording is closed. I would like to inform you that 13 colleagues have been registered. This practically means that if we keep time with a small tolerance, logically at about 14.30' by 15.00', we'll be closed. The reason is the special speaker of the Golden Dawn, Evangelos Karakostas.
