Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	WarouxVéronique	Waroux, Véronique	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandaeleWilfried	Vandaele, Wilfried	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	HenryPhilippe	Henry, Philippe	M	1971	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	SchiltzWillemFrederik	Schiltz, Willem-Frederik	M	1979	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	BothuyneRobrecht	Bothuyne, Robrecht	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	SchiltzWillemFrederik	Schiltz, Willem-Frederik	M	1979	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandaeleWilfried	Vandaele, Wilfried	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u20	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	WarouxVéronique	Waroux, Véronique	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u21	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	HenryPhilippe	Henry, Philippe	M	1971	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u22	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u23	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u24	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	TemmermanKarin	Temmerman, Karin	F	1958	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u25	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	GryffroyAndries	Gryffroy, Andries	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u26	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u27	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	HenryPhilippe	Henry, Philippe	M	1971	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u28	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	GryffroyAndries	Gryffroy, Andries	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u29	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	TobbackBruno	Tobback, Bruno	M	1969	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u30	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	SchiltzWillemFrederik	Schiltz, Willem-Frederik	M	1979	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u31	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	WarouxVéronique	Waroux, Véronique	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u32	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u33	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u34	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MaesAnnemie	Maes, Annemie	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u35	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u36	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u37	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	SchiltzWillemFrederik	Schiltz, Willem-Frederik	M	1979	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u38	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MaesAnnemie	Maes, Annemie	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u39	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	SchiltzWillemFrederik	Schiltz, Willem-Frederik	M	1979	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u40	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	GryffroyAndries	Gryffroy, Andries	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u41	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	HenryPhilippe	Henry, Philippe	M	1971	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u42	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	WarouxVéronique	Waroux, Véronique	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u43	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	BaltusMöresJenny	Baltus-Möres, Jenny	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u44	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	SenesaelDaniel	Senesael, Daniel	M	1957	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u45	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u46	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u47	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u48	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	BothuyneRobrecht	Bothuyne, Robrecht	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u49	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	SchiltzWillemFrederik	Schiltz, Willem-Frederik	M	1979	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u50	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	GryffroyAndries	Gryffroy, Andries	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u51	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PicquéCharles	Picqué, Charles	M	1948	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u52	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	WarouxVéronique	Waroux, Véronique	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u53	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	HenryPhilippe	Henry, Philippe	M	1971	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u54	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	GryffroyAndries	Gryffroy, Andries	U	-	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u55	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	HenryPhilippe	Henry, Philippe	M	1971	
ParlaMint-BE-en_2018-05-15-54-commissie-ic893x	ParlaMint-BE_2018-05-15-54-commissie-ic893x.u56	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 15-05-2018	2018-05-15	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	SchiltzWillemFrederik	Schiltz, Willem-Frederik	M	1979	
