ParlaMint-NO_2020-10-13.ana.ud264e97	The representative, Nicholas Wilkinson, will present a proposal for a representative.
ParlaMint-NO_2020-10-13.ana.ud264e1348	This is in my view not only about integration, but also, in reality, about what has gradually become necessary: assimilation. There are some basic values that require assimilation in order to avoid the creation of parallel societies, with norms and values that differ or are diametrically opposed to the pillars of society, as we see some areas of Oslo approaching. I believe that the values of which we must stand together and which we must expect and demand that immigrants also accept and join are equivalency between people, equality between sex, freedom of religion and the right to leave a religion, freedom of expression, individual freedom, secular law and democracy. I believe that parallel societies which do not share the view of the majority society on, for example, freedom of religion or democracy do not constitute a positive diversity or a enrichment, but are, however, a fundamental challenge for society. When it comes to fundamental social values, the state has an obligation to demand and facilitate assimilation. It would be directly counterproductive for governments to facilitate the maintenance and dissemination of values that conflict directly with the pillars on which Norwegian society is founded. Some groups of countries appear to differ negatively with particular conservative attitudes. 79 pst. of young people with Pakistani background and 71 pst. of young people with Somali background, parents never think they can accept sex before marriage. The 2019 Fafo Report on Migration, Parenthood and Social Control shows that migrants from Muslim countries are in a special position in the absence of valuable integration. We must soon start talking about this in the public debate on integration and immigration. There are some groups that unfortunately have negative results. That's where we have to put in the tools to help those who are born into these groups, so that we don't get the same problems in generations after generation. That is why we also need to know who the repeat offender is, their country background, and to know whether we have a youth problem in terms of recriminalism in Oslo, or whether we really have an integration problem. There are two different challenges.
ParlaMint-NO_2020-10-13.ana.ud264e1361	The representative, Karin Andersen, has spoken twice earlier in the debate and is given the floor to be brief, limited to 1 minute.
ParlaMint-NO_2020-10-13.ana.ud264e1366	I didn't think we were going to experience in 2020 that a big-time representative would go to the pulpit and speak for assimilation. Assimilation is not in line with human rights. Many of the values that lie in human rights are precisely those that we have fought for, such as equality and democracy. In particular in the field of equality, I do not believe that this representative, who was up here, has made a significant contribution through his work in Stortinget or otherwise. This is also about a debate on integration, where it is important not to stigmatise whole groups of people, as Carl I. Hagen did. He's known for that. It helps to make this more difficult to achieve in the future, both to integrate people into society and to join the liberal values on which all the parties – I think – are based, except for some representatives of the Progress Party.
ParlaMint-NO_2020-10-13.ana.ud264e1373	I just want to thank and support Karin Andersen for her posts and really don't have much more to add. But I want to say that this case today is about a law that replaces an old law, and that means that it is a great piece of legislation that underlies how we should qualify newcomers for work. That is what we are discussing today. I think it's a pity that the Progress Party uses the pulpit and really the case preparations to put in its entire policy manifesto. Then we'll take the debates on the eight proposals that are coming, but I just want to support Karin Andersen's contributions.
ParlaMint-NO_2020-10-13.ana.ud264e1380	The representative Karin Andersen did not like the use of the word ‘assimilation’ and believes it is contrary to human rights, and there we disagree. We stand together on a number of values, and I mentioned in my post the following values that are central to Norwegian society as a whole: equality between people, equality between sex, freedom of religion and the right to leave a religion, freedom of expression, individual freedom, secular rules of law and democracy. Almost all of these are quite contrary to Islam, and Karin Andersen knows that. I'm not trying to stigmatize any single groups, I was referring from a Fafo report that has established that there are immigrants with a special land background and special membership of religion that creates the challenges and problems. There are very many Muslims with whom there are no problems, and who pay their taxes, work and are really good people. But there are some people who don't want to be integrated, who are countering the integration of their children, who don't want to be part of the big community, there are unfortunately some Muslims. There are many people who don't, but there are some strong people who are involved in social control and create difficulties. They create difficulties for their own children, and that's why I think it's sad that we haven't had a general ban on hijab for girls under 18. Those who are authoritative have to use it, but it's putting their girls out of the big community and creating alienation for them in the schools around. It's actually in conflict with what I would call the usual – let's say – the care you should have for your children. There is a lack of care under child protection legislation, and then we have to intervene and prevent it, because we have to be a society where we are based on common values and not the values that are alien to us, as part of the Muslims do. Then we must be able to start talking about it and demand and expect those who have come to Norway voluntarily to adapt to Norwegian society. When I grew up, we learned a sentence: «When in Rome, do as the Romans» – when you're in Rome, do as the people who live there, adapt to those you have chosen to move to. It is a good doctrine, and it should be much clearer also from the Norwegian authorities in meeting with some immigrant groups.
ParlaMint-NO_2020-10-13.ana.ud264e1389	The first post from the representative Hagen thought we could go, but now we can't. If you break the responsibilities you have for your children, we have a child's protection to take care of it. If there are other laws and regulations you break, you have a police officer who takes care of it. We treat everyone the same in this society, not according to what faith or view of life you have. I can tell you that when I was in the job of councillor Melby right now, we had a lot of things from some Christian environments that were in the borderlands both in terms of child protection, in terms of freedom of faith and in terms of school duty. There are many religious groups moving on that line, and we as governments have to follow up. We do that through the law we have, through the institutions we have, and we have a responsibility to do that for both Christian sects, Muslim sects, Jewish sects, or what might be thought to hinder it. It's not related to one religion, and I can at least refer to that when I had those things on my table, there were more associated with Christian communities than were connected to Muslim communities, which largely use public schools, and thus do not end up so often in those challenges. I think it's important to have said from here that these challenges exist in all kinds of religious communities – yes, you can also see magnification representatives who report transitions to another party, where you get sectarian responses from those who belong to the party from which you go. Letting people have the free choice, letting people live their lives the way they want, it's going to fight the left for every single day as long as there's good fortune in us, but it also means that you have the full opportunity to choose the faith and the god you want to believe in. Having these challenges is not reserved for one belief.
ParlaMint-NO_2020-10-13.ana.ud264e1402	The representative, Jon Engen-Helgheim, has spoken twice before and is given the floor to a brief comment, limited to 1 minute.
ParlaMint-NO_2020-10-13.ana.ud264e1407	I actually had problems understanding what was the disagreement in the last post here, because it's of course that all we're proposing, and as we're proposing in this case, is that there should be a child protection case, and we're going to connect the police and child protection where parents haven't taken their responsibility for, for example. to teach children born in Norway Norwegian before they begin school. There are several other parties that have been called for. Of course, it should apply to everyone regardless of religion. But that we point to a problem that concerns one religion, or that we have problems with other religions already, is not a good argument for continuing these problems. Then you have to put your foot down now. That's why the Progress Party is promoting a series of measures that will put an end to letting things like this go without sanctions and responses to the issues that we all see, but that are difficult for someone to talk about. There is no disagreement as to who this should apply – it should apply to everyone.
ParlaMint-NO_2020-10-13.ana.ud264e1412	Several have not asked for the floor on case No. 7th@item: inlistbox
ParlaMint-NO_2020-10-13.ana.ud264e1429	At the request of the Municipal and Administrative Committee, the President will arrange the debate as follows: 3 minutes for each party group and 3 minutes for members of the Government. Furthermore, within the allocated speaking time, there will be an opportunity for a replacement of lines with up to three lines with replies after contributions from members of the Government, and those who had to sign up to the list of speakers in addition to the allocated speaking time will have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-10-13.ana.ud264e1436	For the Workers' Party, the individual's ability to get a job and to support himself and his family is the most important objective of integration policy. Sufficient Norwegian skills are often crucial to the chances of working life. It is also important to be able to follow up children’s schooling and leisure activities and participate in the community of which we are all part. In particular, language skills are a prerequisite for the full exercise of the democratic rights granted by Norwegian citizenship. We therefore believe that it is right to demand sufficient Norwegian skills in order to become a Norwegian citizen. For the Workers' Party it has been an important premise in the work of this Act that a stronger language requirement for Norwegian citizenship is accompanied by a significant strengthening of Norwegian training offered to newcomers through the introduction programme. We assume that the changes proposed in the new Integration Act will reinforce Norwegian education and a more individualised introduction programme. This will contribute to the fact that more than today will have a real opportunity to achieve level B1. It is also important to note that the normal residence of applicants for citizenship in Norway is seven years. In other words, if level B1 is not achieved during the introduction programme, better language skills are still to be acquired for several years. Nevertheless, like many hearing bodies, we have been concerned about the most vulnerable people with the worst chances of meeting an increased language requirement. We know, for example. that people who do not have any schooling from their home country and who may not have basic literacy skills may have problems in meeting their language requirements. The same could apply to people who have major health challenges or who suffer from post-traumatic stress disorders. These should not be excluded from the possibility of obtaining Norwegian citizenship because of circumstances beyond their own reach. It has therefore been important for us to provide for exemptions in the regulation for applicants who, for personal or health reasons, will not have a real opportunity to obtain B1. We believe that this exception takes account of this vulnerable group.
ParlaMint-NO_2020-10-13.ana.ud264e1447	Being a Norwegian citizen must in the first place also be an active participant in society. This applies to all of us – not just new citizens. Perhaps it can be said so strongly that, as citizens of liberal democracy, we have a citizen's duty to participate and contribute in an open and inclusive conversation on all the small and large issues that need to be addressed to us – that is, in the political debate up to an election or in the general working and social life. The participatory perspective is an important part of the maintenance of democracy and the continuation of a liberal society of high tolerance. Many of us who have had citizenship in the cradle could well think a little bit more through this very thing. Many have been able to take the freedoms we have gained for granted. From a historical and an international perspective, few people have had the opportunity to live in a society that gives as good a place to the individual as to ours. The language requirement that the government will make for citizenship reflects precisely this perspective — being a participant. The need for language skills must also be seen in the context of the increased demand and expectations of today's increasingly complex social and work life. In this context, the government's proposals appear appropriate and balanced. B1 on an oral basis, following the European framework for languages, has been proposed on the basis of the wish for Norwegian skills at a level that makes it possible to participate fully in our working and social life. With B1, according to the Norwegian curriculum and social skills for adult immigrants, you will be able to understand everyday speech and explain familiar topics from work, school, home and leisure. It shall be possible to explain simple subjects of personal interest and to participate unprepared in conversations in most of the everyday life situations. After seven years in Norway, and with the increased efforts in language training now being made by the government, this should be within the reach of learning for all between 18 and 67 years of age. For those with special considerations, for example, if you have health challenges, the government will also provide for exemptions through regulation. For those who have come to our country and whose objective is to achieve Norwegian citizenship, the proposed requirement will also be an inspiration for action and contribute to stronger integration in general. The language requirement should not be read as an attempt to build barriers, but rather be seen as a wish of the majority that those who come to us, and will be fully part of our community, are also wanted as active participants.
ParlaMint-NO_2020-10-13.ana.ud264e1462	There is no doubt that we are lucky, we who are born in Norway and who get citizenship from the birth of. Getting a citizenship that immigrates to the nation shall hang high. In fact, you can live a full life in Norway with a different type of residence permit without citizenship. What is a big problem is when we grant too many citizenships to people who have a weaker connection with the kingdom. When wrong people get citizenship – and we have had cases to deal with this matter, where people with Norwegian citizenship have committed e.g. Terrorism – we have faced major problems that are very difficult to solve. The safest thing to do in any way is to be very restrictive about who is going to have a Norwegian citizenship. We also see that there are major differences between European countries as to the extent to which citizenship is granted. While Sweden is also the top of all statistics in this class, Norway is far above Denmark when it comes to granting citizenship to persons from outside the EU. There is also a much larger proportion of non-EU citizens applying for Norwegian citizenship. There's a reason to think a little bit about why it's got to be like this. Therefore, the Progress Party believes it is good to tighten up the language requirement, but there are much more restrictions that should have been made. The language requirement should also be strongly tightened. If you aim to become a Norwegian national, the Progress Party believes that there is something that should only be allocated to those who make an extraordinary effort to achieve it. Therefore, we want to set the language requirement to C1, which is a much higher level, and to be a citizen, the Progress Party believes that it must be expected to speak the language fluently and in an almost perfect way. We also want to raise the requirement for living to 10 years, and to have tests on general questions. Spot-free water must also be a requirement that is more stringent than that in the present day. And one of the most important requirements that we might want to introduce now is self-sufficiency for anyone applying for Norwegian citizenship.
ParlaMint-NO_2020-10-13.ana.ud264e1477	Would the representative like to comment on the proposal of the Progress Party?
ParlaMint-NO_2020-10-13.ana.ud264e1482	I will.
ParlaMint-NO_2020-10-13.ana.ud264e1487	The representative, Jon Engen-Helgheim, then addressed the proposals he referred to.
ParlaMint-NO_2020-10-13.ana.ud264e1492	Norwegian citizenship must be high, and the conditions under which Norwegian citizenship is granted must also be able to contribute to the promotion of integration. Norwegian skills are important both for access to work and for participation in other areas of society, including: to follow-up of children’s education, to participate in leisure activities and to understand and influence the society in which they live. Norwegian skills are also a prerequisite for full use of the democratic rights of Norwegian citizenship. Several of the hearing bodies express scepticism that the requirement for skills in Norwegian is raised orally from levels A2 to B1 and fear that this will not be a realistic requirement for many, and in particular it will affect the most vulnerable. The centre party assumes that the changes currently addressed by the Stortinget in the proposal for an integration law will reinforce Norwegian education and help most people have a real chance to achieve level B1 after completion of the introduction programme. Early monitoring and integration plan for individuals are essential for success and good and close follow-up in the programme must be ensured. Relevant places of practice are also important for both language and job training. In addition, it is important to ensure that the most vulnerable persons, with the worst conditions in order to achieve such a requirement, are not excluded from the possibility of obtaining Norwegian citizenship because of circumstances beyond their own reach. The centre party therefore emphasises the importance of providing for derogations from the national regulation for applicants who, because of personal assumptions that they themselves do not have, must be exempted. There may be health reasons or other things that make them unable to achieve level B1. In the light of the amendments adopted in the Act on Integration, it is reasonable to impose requirements on applicants for Norwegian citizenship, while providing for derogations for persons who, for specific reasons, cannot be expected to comply with these requirements. The other proposals are widely agreed on in the Committee and I do not comment on them separately.
ParlaMint-NO_2020-10-13.ana.ud264e1507	SV does not support these legislative changes, and we are a little surprised that both the Left and the Right do not see the fundamental problem of linking language requirements to a fundamental right as citizenship. I hear there are more people up here in the pulpit talking about that you have to know yours and yours to participate in society in Norway and vote in elections. It's not like that for us who were born with our citizenship. Nothing is required at all, except that we have reached the age of 18. So it's very special when you even talk about having flawless habits to get such fundamental rights. Having a passport and citizenship is security and belonging, it is a responsibility for the country you are a national of, and it leads to cleanliness and security also internationally. We've done a lot of research through the hearing bodies to find out where the government is finding a professional basis for these demands, and we haven't found that. 107 out of 121 hearing bodies do not support the proposal, and it appears among other things. that the ministry cannot refer to research suggesting that level B1 requirements will lead to more people actually being able to meet this requirement. Yes, if this is then ‘appropriate’, as it is now said, what is the purpose? Is the intention that fewer be able to become citizens, and what is the benefit of that? Competence Norway’s consultation exercise points to a Danish study, which shows that uncertainty about stay and the future has a negative impact on the motivation for integration and language training and education. So it negatively affects what we're looking for. Competence Norway further refers to research that indicates that although the applicant is motivated and has a good time, some people are unable to cope with this level, even if they are not necessarily ill and traumatised. And they won't be able to get exemptions, even though they're very motivated and need that security, just like all of us. Measures to make citizenship more difficult to achieve and more inaccessible to those struggling with it are difficult to understand. We are therefore going to oppose the legislative changes that lie here, simply because we believe it is inappropriate to do this – not to take into account the principle of citizenship, but to allow this to become part of the general political discourse and rhetoric about integration. Even at that point, we believe that there is research evidence to say that this is wrong.
ParlaMint-NO_2020-10-13.ana.ud264e1520	Would the representative like to comment on the SV's proposal?
ParlaMint-NO_2020-10-13.ana.ud264e1526	Yes.
ParlaMint-NO_2020-10-13.ana.ud264e1531	The representative Karin Andersen then mentioned the proposal she referred to.
ParlaMint-NO_2020-10-13.ana.ud264e1536	In Europe, there is a growing trend in using language and skills tests to tighten immigration policy. The proposal we are discussing today is part of this trend when the requirement for oral skills to obtain Norwegian citizenship is raised from A2 to B1. Citizenship provides security and also links with the country in which they live, and it is necessary to be able to vote in the event of major elections. We believe it is fundamentally wrong to attach fundamental democratic rights to skills and knowledge. Groups that are previously disadvantaged, which are vulnerable and are little heard in our society, with this proposal will also risk rejecting voting rights, and that is what we believe to be a wrong trend. Language requirements will also be very different. Many immigrants are already at a very high level of language. For them, this city will not have any major problems, while for others, the new requirement will be very difficult to reach, and for some almost impossible. In particular, illiterates and immigrants with a low educational background face problems when learning Norwegian. Women are overrepresented among illiterates. Two thirds of all the world's illiterates are women. For them, it will be very difficult to reach the language requirement, not least if you come from a country where the language is not closely related to Norwegian – if you come from Latin America, Asia or African countries. The proposal is therefore, in our view, fundamentally problematic, but also poor, integration policy. It is claimed in the debate here that a stronger requirement is good integration because it comes together with a strengthening of Norwegian training. Here, too, the law of integration is promised as such a strengthening. But that's not right. The Integration Act introduces higher Norwegian targets that immigrants must reach and gives the municipality greater responsibility, but no contribution to strengthening the work of municipalities. As you know, nice intentions cost nothing, but are relatively little worth. The state asks the municipalities to take a greater part of the labour, while the state itself does less. Then the result is that, in sum, this weakens the municipality's requirement to be able to accept refugees and immigrants. This is therefore, in principle, problematic; it is poor integration policy, and it affects arbitrarily and unfairly. Therefore, the Red goes against these changes.
ParlaMint-NO_2020-10-13.ana.ud264e1557	New Norwegian citizens should speak Norwegian at a level that allows people to function well in society and make use of the democratic rights granted by citizenship. Being able to speak Norwegian is important for participation in the labour market. Norwegian skills are also important in other areas of society, including: to follow up on children’s schooling and to become acquainted with neighbours and friends. Today, skills in Norwegian are required orally at level A2, which is a very elementary level. We suggest that this level should be raised to B2. Level B2 oral skills can be expressed easily and coherently on familiar topics that are often encountered in work, school and leisure, as well as dealing with unforeseen situations or problems that arise. The proposal to raise the demand for skills in Norwegian orally needs to be seen in the context of the work on full integration reform. There are important links in the work of the government within this field. While making demands on the individual, we will also make higher demands on the offer provided in the introduction programme and Norwegian training. Furthermore, the requirement of residence for Norwegian citizenship is mainly seven years. Persons who have not reached level B1 in Norwegian orally after the end of Norwegian training will have time to further develop their Norwegian skills in the period pending their application for citizenship. A number of non-governmental organisations offer Norwegian training, and Norwegian online training resources have also been developed. In the state budget for 2021, the Ministry of Knowledge proposes 25 million. kr to a Norwegian bet, which will serve as a complement to today’s offer. Many of the hearing bodies opposed to the proposal are concerned that persons covered by the Introduction Act who have little or no school background will not be able to become Norwegian nationals. This applies in particular to refugees and women. It has been important for the government to take into account people who are unable to achieve the level of language due to personal assumptions they are not on or for health reasons. We are in the process of designing a new exception, which in particular is to provide adults with little or no school backgrounds, older people and people with more general learning difficulties and cognitive challenges. Norway is not the only one to require language skills when applying for citizenship. Most EU countries demand this. The proposed skill level requirements are also not particularly high compared to those required in other countries. In Denmark, for example, level B2 and level B1 skills in Finland both orally and in writing. I believe that the rules on individualised training in the law of integration, the admission to take the test in Norwegian orally again and the rules on exemptions from the requirement of knowledge in Norwegian orally ensure that most of those who so desire will be able to obtain Norwegian citizenship once they have fulfilled the requirement of residence under the law.
ParlaMint-NO_2020-10-13.ana.ud264e1574	It's going to be line change.
ParlaMint-NO_2020-10-13.ana.ud264e1579	Vulnerable groups, such as: persons who lack schooling from their home country shall not be excluded from the possibility of obtaining Norwegian citizenship because of circumstances beyond their own reach. This was mentioned by the Council of State from the Chair. How does the Council of State feel that those who cannot meet the requirement by circumstances beyond their own reach will be able to achieve Norwegian citizenship? And will it accompany the money to the municipalities that will take decisions after the derogation the Council of State explained to in its statement?
ParlaMint-NO_2020-10-13.ana.ud264e1586	We have shared the same concern that the representative here is raising. It is important that we ensure that becoming a Norwegian citizen is a real opportunity for everyone, even if we lack important prerequisites to succeed in this – for example, if we are to be able to do so. have a great lack of schooling, or if learning difficulties make it a big obstacle, as I also mentioned in my post. This will mainly concern adults who are immigrants, older people and, where appropriate, those with other health challenges. We are now in the process of designing a derogation from the Norwegian oral skills requirement for people who are unable to achieve the level of language. Otherwise, when it comes to measures that municipalities can do to facilitate Norwegian education for these, I would rather refer to the debate we had instead of a more individualised introduction law.
ParlaMint-NO_2020-10-13.ana.ud264e1593	Everyone agrees that language is important, and we want everyone to learn Norwegian well and understand the society they're part of. The question is just how best to do it, and how best to do it. I called for professional reasons for what the government is proposing now, and also for a fundamental reason in relation to the role of citizenship in a society. The fact that other countries have such requirements is not an argument in itself. Therefore, I wonder whether the Council of State can refer to some research or technical evidence that shows that this will lead to more Norwegian learners getting better and integrated. The research I've seen shows the opposite. Or is this just a kind of political stance in which to make citizenship less accessible?
ParlaMint-NO_2020-10-13.ana.ud264e1598	There is no doubt a dividing line – we see it very well in the hearing bodies – between those who believe it is a fundamental error to make demands at all, and those who believe it is legitimate to make demands, but who discuss what demands it is legitimate to make. I think it is quite possible to argue that it is fundamentally wrong, but I also think it is quite possible to argue that it is legitimate to make some demands. What's important, I think, is that there are requirements that are of a kind that are possible for everyone to achieve, and that in addition we have systems that ensure that people get what they need in order to have the opportunity to meet the requirements. Now we have just debated new law of integration, which I believe is the key to making such a claim related to citizenship. What we have also seen from experience from other countries is that for all, most of them are not this insurmountable requirement. These are requirements that most people can meet, and I don't think it is unreasonable to make those demands either.
ParlaMint-NO_2020-10-13.ana.ud264e1607	If you think it is an advantage that those who have a permanent residence permit in Norway — as much as possible of them — are citizens with the duties and rights it entails, it will be a completely different approach to this issue than the government is currently taking. Yes, it is legitimate to make some demands, but what if it is not possible, but on the contrary, technical and research evidence that this can make it more difficult for more – not only the most disadvantaged and traumatized, but also some others who will be able to cope with this, without pointing to a particular reason? They can be as much at work as all of us. They can participate as much in society as all of us – be as active and positive participants in society sail if they don't meet this requirement. So what is the political rationale for shutting those people out of citizenship?
ParlaMint-NO_2020-10-13.ana.ud264e1613	It is clearly fully possible to be a very positive contributor in a society like Norway, without mastering Norwegian language. We have a lot of people working here, like this. speaks only English or another native language, which means that they can also use that language in their job and really don't need to learn Norwegian very much. I think it's obviously very positive for our society. The question is whether it is right that they should be granted citizenship and the rights conferred by it. You have e.g. not being able to follow up on the political debate if you do not have Norwegian skills at a certain level. Nor is it possible to have an overview of a good part of neither rights nor duties without skills in Norwegian and social skills at a certain level. I believe that the requirement we are making here is an affordable one. It's a requirement that says something about what we expect, what you actually need to be able to use all of these democratic rights that you actually get as a citizen of Norway.
ParlaMint-NO_2020-10-13.ana.ud264e1618	The cord shift is over. The speakers who are given the floor hereafter also have a speaking time of up to 3 minutes.
ParlaMint-NO_2020-10-13.ana.ud264e1625	The change of reply now shows that in many ways we can see the two things from the municipal committee we are dealing with today, in one way or another. Language is the key to small and large communities, to being included, to well-being, to public health and to appetite. We need to strengthen the requirements of Norwegian orally to prevent outreach and to make it easier for more people to participate in the Norwegian community. After seven years in Norway, most people should be able to have a conversation on a familiar subject in connection with work, school and leisure in Norwegian. Without good Norwegian knowledge, immigrants can stand outside, not only outside the workplace, but also outside the neighborhood, the parent group, the sports team – yes, the good community in which we all participate, and which we take for granted and of course. We set higher language requirements for citizenship, but we also need to reform Norwegian education. The goal is not to set requirements, as one can get the impression when an SV belongs, but the goal is to get immigrants to learn Norwegian. Norway is not alone in setting language requirements, as it is called here today. It is done in both Denmark and Finland. There will be exceptions for people who are unable to achieve language requirements due to personal preferences or poor health. There may be particularly mature immigrants with little or no school background, or older people with general learning difficulties and challenges, who will be able to fill the conditions for exemption from language requirements legislation. So I feel that SV and Red's concerns are well taken care of in the matter. There is no research in this area. It is worth noting that there are studies that show that in the population as a whole, including among immigrants and their descendants, there is a broad consensus that it is quite legitimate and good that even within languages, one demands members of society who want to become Norwegian citizens.
ParlaMint-NO_2020-10-13.ana.ud264e1634	Today I kind of have a good day. It's been 35 years since I suggested for the first time in Stortinget that we should impose requirements to be able to Norwegian at a certain level in order to have citizenship. Then the Progress Party was all alone. I was called racist because I was so extreme that I demanded that you learn Norwegian before you became a Norwegian citizen. Now there is reason to congratulate the majority of the population for having achieved the same result 35 years later. It's nice. It's fine. This shows that the Progress Party is ahead of the other parties in a number of areas. I hope it doesn't take another 35 years until the bulk of the population joins up to what we have today as proposal No. 3, i.e. to require a declaration of loyalty to Norway and the Norwegian community. In the big debate on the impact of immigration, there have been some questions about the loyalty of some immigrants to Norwegian society, or whether loyalty is greater to the society and the country they have left. It has been discussed in particular with regard to participation in the armed forces and other professions. I therefore think it is appropriate that we go further in making demands on those who are going to become Norwegian citizens – not like SV and Red, who will give it away in a kind gesture to someone who has happened to come here. I think it's nice that we require a declaration that promises allegiance and loyalty to Norway and Norwegian society in order to have citizenship. Such a declaration shall at least contain a promise of compliance with Norwegian law and respect for our laws, regulations and values, on which Norwegian society is built. It could prevent the emergence of parallel societies. It will prevent young people from being placed outside the ordinary community because of their parents' education. Outdoors are something we have to fight. Now it's formed a new party that has it essentially. Then it is sad that, as far as I can see, the Advance Party is alone in trying to prevent alienation in many different areas, including: in the proposal for a declaration of loyalty and the promise to keep Norwegian values, which could help with that particular problem for some children born in that country.
ParlaMint-NO_2020-10-13.ana.ud264e1643	I hear that there are now a lot of people who argue that the goal is to get immigrants to learn Norwegian. That is why I refer to the research reports that show that this can be inhibitory, not encouraging. The representative Trellevik can shake his head, but I expect that he is not a researcher in this field and has gone into all the experience that has been done with it. The current government has cut off Norwegian training on receipt, from 250 hours to 175 hours of Norwegian training. It was an outrageous thing to do. We believe it is very wrong that the first message you get when you get here is that you should learn less Norwegian. You have to learn a lot of Norwegian. You have to get that message and that opportunity very quickly. You should not be told to sit there and have nothing to do. On the contrary, there have been major shortcomings in this area, which means that many people are too late to start training in Norway, which is so important. It is an advantage for Norway that those who are going to be here permanently – then I am not talking about what the Council of State replied to me, namely, workers – have the opportunity to become citizens. I have not talked about work immigrants, I am talking about those who have been legally resident in Norway for protection reasons. There is no requirement for any of us to have the slightest indication of what is going on in politics, in order to have voting rights. We don't need to have read a single newspaper or a single book. That's not what's required of us. We only need to have an 18-year-old. I am also not against any requirement for citizenship, for example. residence, etc. – but to pass a knowledge test in order to obtain a civil right. It's a very great advantage also internationally that people have citizenship. There's an advantage between countries when people move on. Norway has also committed itself to working against state unemployment. I haven't seen so many actions for it. This is about fundamental and fundamental rights that a human being needs to have in order to have a safe life. There shouldn't be some kind of test to be allowed to have absolutely fundamental rights in that country where you're going to live for the rest of your life. I repeat that I am surprised that both the Right and the Left, liberal parties that have been defenders of this kind of fundamental rights, go as far as they do in this matter.
ParlaMint-NO_2020-10-13.ana.ud264e1658	I took the floor first to comment on something the representative said, I think she also said in the previous debate, namely that it has been cut in Norwegian training given in reception. The most important thing now is that people are now very much shorter in reception. Also before, when people took longer to receive, there were a lot of people who were having trouble using up all the hours they got with Norwegian training. So now that you have a right of 175 hours, it's not too small at all. On the contrary, very many do not spend the hours today, because they are on reception for only two to three months. One of the most important things this government has done for integration is to ensure that refugees are moved faster from reception to a municipality. If we're going to talk about being liberal parties to defend people's right to freedom, it's getting out of touch and being allowed to start their lives one of the most important things we can do. Therefore, I believe that that point is not relevant, neither in this context nor otherwise when we talk about the way this government has been committed to integration.
ParlaMint-NO_2020-10-13.ana.ud264e1665	Several have not asked for the floor on case No. Eight.
