ParlaMint-BG_2022-01-27.u1	Dear Members of Parliament, seven colleagues participate online in today's meeting: Angel Georgiev?
ParlaMint-BG_2022-01-27.u57	Dear Mr. Chairman, honourable Members! Dear Mr. Atalay, to remind everyone, the authority and expertise of the Energy and Water Regulatory Commission depends not only on members, but on the entire specialized administration, which is 123 people. They are divided into five sectors:.. Legal....17 people....electricity and thermal energy.................................................................................................................................................................................................................................................. So to argue that the reduction of four to two experts in the field of energy would limit authority and expertise, in my opinion, should not be considered serious. Thank you. [[Applause from "We are continuing the Change."]]
ParlaMint-BG_2022-01-27.u58	Thank you. A hole, Mr. Atalay.
ParlaMint-BG_2022-01-27.u59	It took me a while to see that there may be a new chairman sitting in the seat of our chairman, the colleague. [[Laughter and lines.]] Dear colleagues! Mr. Dobrev, §3, I thought we'd have this debate at the time.
ParlaMint-BG_2022-01-27.u60	Paragraph 1.
ParlaMint-BG_2022-01-27.u61	No, no, §3 is, I thought we'd have this debate at the time, but I'm still not going to miss the line, and I'm going to turn to my colleague, Tabutov. Mr. Tabutov, we have already held a fourth meeting with the Energy Commission.. You are a person who has had enough time dealing with photovoltaics, but in the management of an enterprise I have the feeling that you have stayed away and even more what you explain how it is in the European Union if everything was normal as in European countries, as we are in the European Union, you would not have come to power. [[Laughter and lines.]] I think that when we talk about the substance and we have already entered a debate at second reading, we should focus on paragraph by paragraph so that we can make this law, so that in three months' time, if you are still here, you do not propose an amendment to this amendment that you are currently making. Thank you.
ParlaMint-BG_2022-01-27.u62	Speaking from Mr. Georgiev, please come in.
ParlaMint-BG_2022-01-27.u63	Mr. Atalay, first to you. I apologize for the place, but we have an inexplicable love with you to Prokopiev. Dear Mr. Chairman, honourable Members! First of all, in my speech, you will soon find out what this is. [[Shows and puts on the stands a small device with cables.]] First of all, I want to say that I do not have any personal interests in the sector.................................................................................. Therefore, both in the Permanent Commission and in the first reading of the Draft Law, and now I will vote with pure advice in favour of the Bill submitted by Mrs. Vasileva and Mrs. Mirchev, Ivanov and Svilenski, with all due respect to colleagues who oppose the amendments to the Bill. I understand that they are mostly excited because of them nothing depends on the change of the bill. We've been staring at the nine-member staff as a sacred number, which is most relevant, as colleagues have said, for making decisions. Separately, colleagues believe that the adoption of the five-member Chamber is a vicious proposal that will not strengthen the balance of decision-making. It outlined itself yesterday in the Commission and the argument that the colleagues who will be elected to the KEWRC will not have the appropriate expertise. Here it was mentioned that there are specialized directors in KEWRC for years of proven experts. Again, as in the Commission, I will make an analogy with a minister and his deputies. They are by no means experts on all matters, but form an opinion based on the expert conclusions of the people working in these ministries. In my opinion, too, the argument that the reduced number would violate the credibility of the KEWRC. The fact that the KEWRC is facing at least 10 "15 protests" means that KEWRC has no authority over the citizens and therefore it is imperative to make changes to the Energy Act and naturally in KEWRC. There are other changes to be made, colleagues. A decision has recently been made to compensate the ERP because of the technical losses, but no one is talking about the non-technical losses, and they are millions of colossal losses and they are not because of the stealing of poor Gypsies, but because of the stealing of businesses. This isn't a conversation-tapping technique. [[shows little device with cables]] It's a technique for stealing electricity and it's stolen from the business. This little technique is placed behind the meter. When the checkers come remotely, the signal passes through the meter and when they leave, the signal passes by the meter remotely. Not to mention the theft of electricity in so-called bitcoin mining and so on and so forth, meaning changes are needed. Here was made a proposal regarding the President and he to propose. Well, why doesn't anyone say that the Holy Synod and the Mufti have to offer? [[Heckling]] It could, couldn't it?! It's okay. As for colleagues staring at Prokopiev, I expect him to be canonized soon. I will support you with both hands, dear colleagues of the DPS, and stop with this Prokopiev! We have three months of moratorium, and I think that during this time we need to put everything in place to make such changes that we can ensure fairer prices for end-users and non-bit consumers in the future. Thank you. I call for support of the Bill.
ParlaMint-BG_2022-01-27.u64	Thank you, Mr. Georgiev. A line to Mr. Georgiev? There's a line. Come on in. You have the floor, Mr. Anastasov.
ParlaMint-BG_2022-01-27.u65	Thank you, Mr. Chairman. Mr. Georgiev, I'll be very brief. I understand the delicate situation that you are in right now, because I have known you for many years you have fought against the outrage of the oligarch Prokopiev and now suddenly you are in a very delicate situation. Colleagues, when we talk about Prokopiev and you call from the hall, this is an attempt to protect him. Just so you know how society interprets it! Mr. Georgiev, listen to me very well: this bill answers a very important question. Because the agenda of the energy-related society affects electricity prices for businesses, affects those vulnerable groups, namely the energy poor, affects municipalities that are currently making savings in lighting and crime flourishes, affects all those kindergartens, social homes in the broadest sense, hospitals to which this bill does not respond. If anyone wants the PP, tell them to disprove me. But do you know what agenda this question answers? On the agenda of the editions of "Ikonomedia" "Capital" and "Dnevnik" because they write against the decisions of KEWRC on a daily basis. Read 'em! Yes, it may be money lost in the wind indeed, but you will get very valuable information. Now you will find out who sets the agenda of society, and in this case it is the oligarch Prokopiev! The agenda of citizens, of business, of all vulnerable groups in this bill is gone. Thank you. [[Applause from DPS.]]
ParlaMint-BG_2022-01-27.u66	Is there another line to Mr. Georgiev? I won't. A hole, Mr. Georgiev, would you like one? No. For a statement? Rositsa Kirova, come in.
ParlaMint-BG_2022-01-27.u67	Thank you, Mr. Chairman. Why do I think we will make a mistake in reducing the number of members of the Energy and Water Regulatory Commission? I believe that it has been sufficiently well argued by the previous speakers, and twice in the Energy Commission, we have tried to get a relevant answer to the question: what requires this reduction, beyond the financial savings described, for which, of course, we have not received an analysis. So I'm not going into that part. However, I would like to draw attention to the specialised administration and the arguments that are quite strange in this case. Yes, KEWRC has a specialized administration and it numbers a huge number of employees. Here we have a President of the National Assembly and a former President of the National Assembly in the Chamber. Perhaps they will tell us how specialized the administration of the National Assembly is. Because if we follow your logic, Lord Tabutov, I think you have argued the KEWRC's expertise with the specialized administration, we could leave the hall. We will make huge savings for Bulgarian citizens. And the specialized administration, which has worked for the last thirty years or twenty years, can safely perform our functions. Let us reduce the number of MPs from 240 to 20, say, or to 35, as the Mirs, and then we will save enough money to the Bulgarian taxpayer, and we will lie on the expertise of the employees working in the specialized administration of the National Assembly. They have no less expertise than those who work in KEWRC in their field. The arguments I have been listening to for the last week and what I heard yesterday in the Chamber of the National Assembly, where the Energy Committee is meeting, are very disturbing because they are of the type: Revival would not support it, which means that neither would we support it! Yeah, but they're against the green certificate and they're not wearing masks, and you're wearing a mask and you have a green certificate. So your argument is extremely irrelevant and is quite ridiculous, provided you express it from the National Assembly's stand at the second reading of the bill. In terms of speaking truths. Half-truths are the argument of a weak man who has nothing else to argue with. We can manipulate and let society down for a long time. Unfortunately, the results are visible. Most of the municipalities turn off their street lighting, there are schools, kindergartens, homes for elderly people who can't pay their electricity bills, the temples of all religions in the state face a situation where they can't pay their bills.
ParlaMint-BG_2022-01-27.u68	Mrs. Kirova, on the proposal.
ParlaMint-BG_2022-01-27.u69	These are the real problems that need to be solved. I'm done, Mr. Chairman. We have not received any answers to any of the questions asked during the Energy Commission. This is very disturbing and actually talks about a lack of principles, it also speaks about a lack of desire to make the so-called change that so much we are being talked about not only during election campaigns, but I have a feeling that we are continuing to be in an election campaign the way you are acting at the moment. I hope you disprove me! I'd be happy if you did. Thank you.
ParlaMint-BG_2022-01-27.u70	Thank you. Is there a line to Mrs. Kirova? There's one from Mr. Karimansky.
