ParlaMint-BG_2022-01-26.u1	Please register! Eight MPs participate online on a list. Angel Georgiev?
ParlaMint-BG_2022-01-26.u71	They voted 197 MPs in the Chamber and 8 online " 205" total: 109 in the Chamber and 4 online "113" total, against 50 in the Chamber and 3 online " 53" abstentions 38 in the Chamber and 1 online "39." The motion is accepted. So the hearing will take place on Friday and will be point nine of our Work Week Programme. The existing points nine and ten of the Programme shall be renumbered to points ten and eleven respectively. There is a request from the National Representative Elisaveta Belobradova to hold a hearing of the Chairman of the National Health Insurance Fund, subject to parliamentary control by the National Assembly on the transfer of assistance, gadgets, facilities and medical devices from the Ministry of Labour and Social Policy to the National Health Insurance Fund. Go ahead, Mrs. Bellobradova. [[Definitions between MP Elisaveta Belobradova and Chairman Nikola Minchev.]] You're withdrawing him. The offer has been withdrawn. We're done voting on the program. Messages: The Minister of Defence of the Republic of Bulgaria in implementation of art. 18 of the Law on the passage through and residence in the territory of the Republic of Bulgaria of Allied and Foreign Armed Forces informs the National Assembly that by its order he has authorised the passage through the airspace of the Republic of Bulgaria of the non-military nature of a plane with crew members of the Greek Air Force. The authorisation shall be valid for one flight for the purpose of participating in implementing security measures. The order issued is within the competence of the Minister of Defence, concerning the assessment of the military parameters of the country's transition to defence. On issues concerning export control and compliance with international plantation regimes mandatory for the Republic of Bulgaria, the country's airspace clearances should be granted to the countries concerned following a positive opinion from the competent authorities in these areas, the Ministry of Economy and the Ministry of Foreign Affairs. The notification was received on 25 January 2022 with entry number 47-203-09-10 and was submitted to the Defence Committee. I also inform you that at a regular meeting held on 12 January, the Committee on Economic Policy and Innovation in implementation of art. 21, para. 4 of the PSC elected from its composition a permanent subcommittee for monitoring the activities in the field of consumer protection and restriction of monopolies. The subcommittee shall consist of 7 Members of the National Assembly of one of each Parliamentary Group. Stoyan Nikolov Taslakov's candidacy by the parliamentary group of a party will be voted at the next Commission meeting. President Iskren Mitev, members of the Council, Adlen Shevked, Desislava Trifonova, Petar Marinov, Rumen Gechev, Snezhanka Trayanska. We move on to item one of the agenda: TERMINATION OF A PEOPLE'S REPRESENTATIVE. An application was made by Alexander Velislavov Todorov, Member of the National Assembly from the Fifteenth Election Region of Pleven, with which on the basis of art. 72, para. 1, t. 1 of the Constitution resigns as the MP elected to the 40th National Assembly and wishes to be terminated as the MP. [[National Representative Danny Kanazireva wants the floor.]] Let me just read the work project, Mrs. Kanazireva, and we'll get started. A work project has been prepared that I will read: ? RESPONSIBILITY? terminating the mandate of a Member of the National Assembly The National Assembly on the basis of art. 72, para. 1, t. 1 and para. 2 of the Constitution of the Republic of Bulgaria HAS DECIDED Aborts the authority of Alexander Velislavov Todorov as MP from the Fifteenth Election Region Colleagues, I'm opening the discussion on the business project. Come in for a statement, Mrs. Kanazireva.
ParlaMint-BG_2022-01-26.u72	Dear Mr. Chairman, colleagues! Makes the impression that it has become a regular practice to sign false declarations. The gentleman in question, who became director, is still acting MP, who applied only after being elected CEO of the Sports Totalizer. In accordance with art. 20, para. 1, t. 9 of the Public Enterprise Act, a member of a management body cannot be a person holding a public office. He has signed a declaration that he does not borrow one, but post-factum has submitted an application for exit and release.
ParlaMint-BG_2022-01-26.u73	Is that true?
ParlaMint-BG_2022-01-26.u74	Yeah, on the 21st.
ParlaMint-BG_2022-01-26.u75	Oh, come on!
ParlaMint-BG_2022-01-26.u76	So it became a practice to already submit false declarations to this National Assembly. Kiril Petkov filed one, lived a catharsis, repented, but apparently among the rulers it becomes a practice to break both the rules and the laws, and the Constitution in this case we have a signed one. Article 68, para. 1 of the Constitution also states that the national representative cannot hold a position which is incompatible with its status as such. In accordance with art. 6, para. 1, t. 2 of the Anti-Corruption Act, the people's representative holds a public office and, as such, cannot hold another state office. The gentleman in question is not discussing his professional qualities. He is probably a very good expert, but at the time of his inauguration as executive director he was still acting MP. We will not support this point because, although we are listening on a daily basis for a change that is supposed to occur in Bulgaria, we are witnessing that this change is in the direction of breaking the rules by the authorities for the taking of senior government positions, and once again we have a violation of both the Constitution and the laws in the country. Thank you. [[Applause from GERB-SDS. Reply by National Representative Mustafa Karadayi: "Replica! "]]
ParlaMint-BG_2022-01-26.u77	Mr. Karadaye, come in for a line.
ParlaMint-BG_2022-01-26.u78	Thank you, Mr. Chairman. Ladies and gentlemen of the House! Dear Mrs. Kanazireva, in my opinion it is not appropriate to give Mr. Kiril Petkov as an example and to make analogies with others, citizens of the state who are submitting declarations because we understand that Mr. Kiril Petkov's declarations do not matter at all! I will ask you at another time not to refer to it as an example, either for compliance with the Constitution of the country or with the laws of the country, including for the signing of documents, whether with true or false content, and that is not essential because his declarations, his signatures do not matter! We get that. The Constitutional Court of the Republic of Bulgaria was also pronounced.
ParlaMint-BG_2022-01-26.u79	Mr. Karadaye, on the item on the agenda.
ParlaMint-BG_2022-01-26.u80	The Prosecutor's Office of the Republic of Bulgaria was also pronounced. From this point of view, my line is please don't set it as an example. Thank you. [[Applause from DPS.]]
ParlaMint-BG_2022-01-26.u81	Mrs. Angelkova, are you for a line? Here's a line.
ParlaMint-BG_2022-01-26.u82	Thank you, Mr. Chairman. Dear colleagues! Dear Mrs. Kanazireva, in addition to the legal grounds to which you have listed, on which the Member of the National Assembly he is still a Member of the National Assembly, as we are about to vote on his release as such, I think it is appropriate to add art. 313 of the Penal Code, I respect: The person who confirmed the truth or kept the truth in a written declaration or a message sent electronically, which by law, decree or decree of the Council of Ministers is given before the authority for the certificate of authenticity of certain circumstances, is punished by imprisonment of up to three years or by a fine of 100 to 300 BGN. So I ask: will the prosecution self-serving itself and accordingly proceed to comply with the Law, as is true for all citizens, or for the ruling coalition the laws of the state do not apply?! As well as Mr. Karadayi before me made a line, it is obvious that for the Prime Minister of the country Mr. Kiril Petkov neither the Constitution nor the laws of the country are important and he must respect it. Are these the rules of the ruling coalition of all parties in it, will they all be above the law and will the laws in this country apply to every Bulgarian citizen? That's my line to you. Thank you.
ParlaMint-BG_2022-01-26.u83	Thank you. Is there a third line? Here you go. Here you go. Here you go.
ParlaMint-BG_2022-01-26.u84	My back is for Mr. Karadayi. Thank you for the remark for the example with Kiril Petkov. What surprised me in this case: as the director of the Sports Totalizer clearly is from the quota of the "There is such a people" if we go back to the previous National Assembly, there is such a people (there is) raised the issue of dual citizenship and the declaration of false data in the declaration lodged, knowing every medium-intelligent person without legal education, that without the intended act of one state there is no way to free himself from the respective citizenship.
ParlaMint-BG_2022-01-26.u85	On the agenda, Mrs. Kanazireva.
ParlaMint-BG_2022-01-26.u86	At the time, the attacks by "There is such a people" were extremely serious. [[a line from MP Mustafa Karadaye]] , even by asking the Foreign Minister. In this case, however, with extreme ease they act in the same way, but now for their director of the Sports Totalizer. The impression, the vicious model that is required, is the distribution of posts, mostly in the last two months, no matter at what price and without regard to either the Constitution or the laws. It becomes a vicious practice, and perhaps from now on we will witness a number of others. We really hope this time this declaration and, as colleague Angelkova quoted, every Bulgarian citizen, signing a declaration below, has one text: I am aware, I know the responsibility I bear for declaring false circumstances under art. 313 ", here a false declaration at the time of his appointment as Director of the Sports Totalizer was signed fully consciously as...
ParlaMint-BG_2022-01-26.u87	Mrs. Kanazireva, we are here discussing the resignation application and the draft decision.
ParlaMint-BG_2022-01-26.u88	It doesn't have a resignation. Look, Mr. Chairman, this is an extremely important topic. You can't change, I'm already saying it in quotes, it's just a change to breaking a Constitution, laws and rules. This is ridiculous! Again, we say that we will not support it, that our position is principled. None of us contests the qualities of the person concerned, whether he has or does not have such as a director, this will be seen in the future. You can't let the Sports Minister release the old board of directors, that they can't handle it and that he wants a team of his own... And in fact, it turns out that the only shift is to hire people from close party people...
ParlaMint-BG_2022-01-26.u89	The weather, Mrs. Kanazireva.
ParlaMint-BG_2022-01-26.u90	...and by all means, exclusively with the declaration of false data.
ParlaMint-BG_2022-01-26.u91	Twenty seconds!
ParlaMint-BG_2022-01-26.u92	Thank you. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-01-26.u93	Thank you, too. Mr. Tsonev, come in for the procedure.
ParlaMint-BG_2022-01-26.u94	Thank you. Dear Mr. Chairman, honourable Members! My procedure is the way I conduct myself. You interrupted Mr. Karadayi, and you interrupted Mrs. Kanazireva with the argument that they were not speaking on the subject on the agenda. I would like to ask you to explain what is not at the point, because this point is termination of the authority of the MP? This is about his appointment as executive director of the totalizer. Apparently, there's a time-collision here. If there is none, documents must be submitted that he has not been appointed, that he has not filled out a declaration that we release him first today, and then they will appoint him and so on and so forth. So I ask you to explain why you made a remark to the two MPs that they were not speaking at the point? I find that they speak exclusively and precisely at the item on the agenda........................................ the opinion of the parliamentary groups and the reply addressed to Mrs Canazireva contained these motives..................................... are voting for termination or not because we believe an infringement has been committed. Thank you.
ParlaMint-BG_2022-01-26.u95	Thank you, Mr. Tsonev. I intervened, I didn't interrupt taking the floor with Mr. Karadye when he was making an analogy with Kiril Petkov, as this is off the agenda. [[(Replyings from DPS: s) This is part of the arguments.]] With Mrs. Kanazireva, because the subject of discussion of this discussion is the application for resignation, which, as you know, is neither motivated nor the work project. This is, not the declaration he filed when appointing as Director of the Sports Totalizer. Thank you. Hamid Hamid is listed here for a statement. For speech both Radomir Cholakov and Krasen Kralev.
ParlaMint-BG_2022-01-26.u96	Thank you, Mr. Chairman. Honourable Members of the National Assembly! I will support the application of our young colleague Alexander Todorov. Everything that has been said so far has been true, but is it our young colleague's fault, will we, colleagues, understand why this has happened?? Why are we again facing a situation of a signed false declaration? Where is the real key to this decision? Who led this young colleague to the future before him, the lotto has to develop with him from now on, to sign this declaration who served him as an example to do it? Because, colleagues, with a false statement today the director of the lottery, tomorrow the Prime Minister of the Republic of Bulgaria! [[Applause by MP Mustafa Karadaye.]] Colleagues, we heard from the court about this. Where were the media in this case? Where is the freedom of speech to understand the motives of the colleague to submit this application? Where are these media, colleagues? Or the truth lies in the publication of an authoritative French magazine "Entreprende" it is said that the media in Bulgaria are servants of the media oligarch Prokopiev and he has the most influence in the Republic of Bulgaria. [[Applause from DPS.]] Is it not encouraged, colleagues, the colleague's application, the signing of the declaration by some actions of the Prosecutor's Office, which covered Prime Minister Kiril Petkov's declaration most helpfully? It honors the Constitutional Court, which ruled under the Constitution and the laws of the country. Obviously, colleagues, the policy of change, the new strategy of the ruling majority is: "There is no Constitution, there are no laws, we are protected by the prosecution, we are protected by the oligarch Prokopiev. "Thank you very much. [[Applause from DPS.]]
ParlaMint-BG_2022-01-26.u97	Are there any lines to Mr. Hamid? Here you go.
ParlaMint-BG_2022-01-26.u98	Thank you, Mr. Chairman. Dear colleagues! Mr. Hamid, allow me to disagree with you. [[Noise, lines, laughter from DPS.]] I propose that we do not release my colleague Todorov because tomorrow he is on duty as parliamentary secretary with an order from the President of the National Assembly. The National Assembly will remain without a parliamentary secretary. From this point of view, I suggest that we not release him, but support him to perform his functions as a representative of the National Assembly. It hasn't been clear who this media oligarch is, Mr. Hamid? It didn't make sense! Thank you.
ParlaMint-BG_2022-01-26.u99	There are no other lines. Here you go. Here you go. Here you go.
ParlaMint-BG_2022-01-26.u100	Dear Mr. Letifov, as I said, my colleague is not to blame, so we will release him. We'll find another secretary. Him, the new guy, we'll send him to the lottery the day after tomorrow. Mr. Letifov, stop reading only Capital. Read the European press Read the French media, read the German media. There you will learn that the name of the media energy and any oligarch in Bulgaria is Ivo Prokopiev. [[Applause from DPS.]]
ParlaMint-BG_2022-01-26.u101	Mr. Hamid, I don't think this has anything to do with today's discussion.
ParlaMint-BG_2022-01-26.u102	They're asking me. That's the line, what can I do?
ParlaMint-BG_2022-01-26.u103	Radomir Cholakov for speech.
ParlaMint-BG_2022-01-26.u104	Dear Mr. Chairman, honourable Members! We're having a good time making jokes, but Machiavelli, if I'm not mistaken, by memory, or paraphrasing him, said that one power can be whatever it wants. The only thing she has no right to do is be ridiculous. This government is getting funnier and funnier. The bad news is, if we don't take responsibility for what's happening in the government's midst, the parliament becomes ridiculous. And we all swore many times, and in election campaigns, that we would raise the authority of parliament. In this way, we do not raise the authority of Parliament by agreeing to what is happening and making it a joke. To me, Mr. Hamid, I'm also curious what's going on in our colleagues' heads? I mean, purely psychologically, I want to know what's going on. Clearly, we had one case, flagrant, violation of the Constitution, violation of art. 313 of the Penal Code. This was the action of Mr. Kiril Petkov and his declaration of false content. That's when they all said, "Make it go." Including responsible state authorities. We now have a second case in which a minister, who is a lawyer, was a respected colleague of ours, appointed his fellow MP as executive director of the State Agency, given that he is absolutely unconditionally aware that he is committing a violation of the law. The colleague, whether young or not, signs a false declaration with full awareness that he is signing a false declaration. We could have released our colleague today because he decided to be appointed CEO of the State Agency tomorrow or whatever agency he is, there would be no problem. What was the rush? Why did this wrongdoing have to be committed? Why should this violence be committed against the law, against morality, against our understanding of order? See, the same action, starting to repeat, it becomes a system. Once the Prime Minister signs a declaration with false content, well, a second time now a declaration with false content, colleagues, what is going on? The other day I took the liberty of saying, perhaps I, too, in the circle of the joke and on another occasion, that it was about taking power in the center and in the places. I'm deliberately using an old, communist guerrilla terminology. I'm starting to get the feeling really that this is about forcibly taking over power in the center and in the areas. So we don't just have to assign our people to services, but we have to make them demonstrably in violation of the law to demonstrate that there will be no laws in this country and that from now on we are the law. If that is the case, this is a very dangerous behaviour, which, in my opinion, the entire national representation, including colleagues from all parliamentary groups, must be put to an end. We have to say we don't agree to go on like this. Because it destroys democratic rule because it destroys parliamentaryism to the bottom. That's brazen! I will not open here a tale of the appointment of women, of husbands and of this nepotism that is already becoming terrifying in this country, which is just as arrogant. So arrogantly we'll hire the women, arrogantly hire the cousins, arrogantly hire the friends! Because! Because that's what we're gonna do. So this thing has to stop. Because it was never such a miracle in Bulgaria and it was not during communism. [[(Reply from..We continue The ……]] No, it wasn't. So arrogant appointment of women, cousins, lovers, and so on it wasn't. [[(Noise, comments from GERB-SDS: "A," lovers ……]] I hope that my colleague Todorov will make a statement. I wish he'd make a statement, say two words to the boy. [[Noise and lines.]] I understand that all this was done with his declaration and the simultaneous submission of the application for leaving the National Assembly to say: but it had no direct intention, he was not aware that he was committing a violation, as Kiril Petkov said he had no knowledge that he was a Canadian citizen, but he was. And the colleague now may not have had the awareness that he was a member of parliament at the time who accepted the appointment, but he is a member of parliament and the violation has been committed and consumed. So now we're gonna hear the apology, I guess. We'll take it. We are going to vote against it, in order to give a sign that this cannot be done any more, we must not break the laws in this flagrant way. I'm telling you, I'm gonna keep an eye on and keep an eye on the violent takeover of power, and there's gonna be more demonstrations about breaking laws and morals to find out where someone's pushing this country. Thank you for your attention.
ParlaMint-BG_2022-01-26.u105	Hamid Hamid's line, here you go first. And Nikolina Angelkova too.
ParlaMint-BG_2022-01-26.u106	Thank you, Mr. Chairman. Dear Mr. Cholakov, from your question to me what is in the heads of fellow MPs. I'll give you an answer. In fact, you said to yourself that this is already a system. Unfortunately, a well-functioning system, a system that tends to, arrogantly and harshly violates the Constitution and the laws of the country. I'll say it again: the young colleague has nothing to do with it. Whoever let him down, even though he's a sports minister, he's a lawyer, a lawyer. At the forty-fiveth National Assembly, he was chairman of the Legal Commission. With the back, answer: is the young colleague guilty, this minister or all those who sent him to be a minister? That's the practice. Please don't attack the young colleague. It's not her fault. The colleague Todorov asked. You have brilliant lawyers, Iva Miteva ask. Mr. Mihailov is also a unique lawyer. So ask them before you sign anything.
ParlaMint-BG_2022-01-26.u107	And Nikolina Angelkova for a line.
ParlaMint-BG_2022-01-26.u108	Dear Mr. Cholakov, I do not agree with you in a way that this is becoming a system according to the legal language that this is becoming a relapse. And I would like to ask you are the ruling coalition relapseists, will this continue to govern the state in continuous violation of the laws of the country and in continuous violation of the same repeated actions in the conditions of relapse as defined in the Criminal Code? Thank you.
ParlaMint-BG_2022-01-26.u109	Is there a third line to Mr. Cholakov? I won't. A hole? Mr. Cholakov, I beg your pardon? You don't want a doppelganger, okay. For speech "Alexander Todorov"? Eva Miteva? Then Krasen Kralev, to exchange groups.
ParlaMint-BG_2022-01-26.u110	Dear Mr. Chairman, honourable Members of the National Assembly! In relation to the case, I would like to tell you that there is a law here to counter corruption and to take away the illegally acquired property and according to art. 6, para. 1, t. 49: The Executive Director of the State Enterprise "Bulgarian controversial Totalizer" is a person holding a senior public office. According to this law................................................................................................... 36, which was adopted by the National Assembly, at the initiative of GERB, there is explicitly one month's period in which persons who declare incompatibility must liquidate this incompatibility. In the declaration that Alexander Todorov has submitted, it is explicitly stated that, by the way, you are also doing so in your declarations when you have become MPs and we have all filed such a declaration and we have all stated this if we have any incompatibility. [[Reply: that's not true!]] It's true this thing. This is where we submit it, only to the Anti-Corruption Commission until its establishment before the National Assembly. In this declaration Alexander Todorov stated clearly and categorically that he was a MP, that he held such a position and that until his entry into the Commercial Register, from which time he was in office, he would cease this authority. That is why we are currently voting on his resignation, on Friday he has submitted a request for exemption from the National Assembly. He has declared that fact and according to art. 36 para. 3, I will read it to you: "When the person has declared the existence of incompatibility, he shall be obliged, within one month of the submission of the declaration, to take the necessary steps to remedy the incompatibility and to provide evidence to the appointing authority. This he has done, he has respected the Law and I think there is no basis for this dispute at the moment. That's what all the people in the country are doing, and we don't suppose that everyone who hires them in any position will be unemployed! This is an exact guarantee so that people can have time to get rid of those jobs that they occupy and do not have compatibility. Thank you. [[Applause from IHN.]]
ParlaMint-BG_2022-01-26.u111	Thank you, Mrs. Miteva. Any lines to Mrs. Miteva? Danny Kanazireva.
ParlaMint-BG_2022-01-26.u112	Dear Mrs. Miteva, we are fully aware and we know the Law and we know about the 30-day period, but the hypothesis here is different and we read different declarations with you and it is best for the prosecution to determine how it is declared. However, where, in order to make use of this hypothesis, a fellow Member should really declare incompatibility. But in the declaration we have, Alexander Todorov declared that he did not hold a senior public office under art. 6, para. 1, t. 1 to 38, 41 "45" of the Law on Countering Corruption and for the withdrawal of illegally acquired property: I am not a member of a political cabinet or secretary of a municipality. "I mean, you have another declaration, and we do not have the same statement, but this statement, which we have, the gentleman in question, has declared that there are no circumstances under art. 6, para. 1, t. 2, namely the incompatibility of the status of a Member of the National Assembly with the post held so that it can benefit accordingly from the text which you are quoting, namely the 30-day period for eliminating incompatibility. Again we will repeat: in order to declare false data and content, criminal responsibility is held. Let the judicial authorities do their job and check which authentic declaration is the one filed with the Commercial Register, that it has no incompatibility with that date, or that there is another declaration with which it declares compatibility and which it will remove within 30 days? Thank you.
ParlaMint-BG_2022-01-26.u113	Thank you, Mrs. Kanazireva. A line? Hamid Hamid came out, then for a replica.. Radomir Cholakov.
