ParlaMint-NL_2017-10-25-tweedekamer-4.u1	I propose not to hold a plenary session tomorrow, Thursday 26 October 2017.
ParlaMint-NL_2017-10-25-tweedekamer-4.u60	I propose that the stenogram of this part of the meeting be transferred to the cabinet. I call Mr Wilders, on behalf of the PVV.
ParlaMint-NL_2017-10-25-tweedekamer-4.u61	Mr. Chairman. If you want jihadists to return to the Netherlands, to hug them, to debate them and then to give them mercy, then you are more of a problem for our national security than you should be rewarded for such ideas by Minister of Justice or whatever it is called nowadays. I would therefore like to prevent the CDA candidate for Justice, Mr Grapperhaus, from becoming Minister of Justice. And tomorrow is the swearing-in by our head of state. If I am well informed, today we will have the report by the formatter, Mr Rutte, and the Rules of Procedure allow us to have a debate on this too. I can, of course, table a motion of censure against that gentleman next week. But the more neat way is now, before he is sworn in, to make an attempt to prevent that swearing in by asking you to ask Prime Minister Rutte, in his role as a reformer, to send the formation's report to the Chamber before the end of the afternoon, and to debate it tonight to allow me to table a motion on which, as far as I am concerned, we should vote, so that Mr Grapperhaus does not become a Minister of Justice.
ParlaMint-NL_2017-10-25-tweedekamer-4.u62	No support for this request. I don't think it's the right way to ask anyone about his views even before he's been appointed. He's not a minister yet. I think we should have the debate only then. It's someone with opinions. I am very curious about those views. I think we will have a very strong debate on this. I am also going to wish all the ministers good luck, and I think this Minister will be strong when I see how you are already doing in this Chamber. But I say no support for a debate tonight. We have the government statement next week and there are still a lot of debates with this new Minister of Justice. Mr Wilders will then have all the time and space to exchange views with him and to cross swords with him about the content.
ParlaMint-NL_2017-10-25-tweedekamer-4.u63	It is good that Mr Wilders is looking for a better way to conduct the debate. But I think it is a very neat and royal route to say now: after the reformer has been elected by the Chamber, the government is now urged to appoint ministers by royal decision, and then to answer to the Chamber. I think that the debate on the declaration of government is therefore the right time to discuss this further. So there is no support for this debate.
ParlaMint-NL_2017-10-25-tweedekamer-4.u64	Mr President, no support for the debate. Mr Wilders always talks about freedom of expression, but when a future Minister for Justice and Security has an opinion, it must be blocked in the front. And that, of course, is hypocritical. No support for the debate.
ParlaMint-NL_2017-10-25-tweedekamer-4.u65	Madam President, Mr Wilders and all the groups naturally have the right to table motions of censure at the time when a cabinet appears, because they do not want to see that cabinet in the Chamber. But I would also like to say to you, as President of this Chamber, how this works under state law. I'd see it this way. We're about to have a final report from the formatter. In doing so, the formatter is relieved of his duties. If we are going to make a new figure, then we are going to table motions to prevent an appointment... There is no such thing as a minister, because there is no minister now, so we cannot allow him to be appointed, because he is being appointed. That's not up to us. It is up to us to trust or not to trust a minister acting in the Chamber. A debate can, but if we are going to table motions later, probably in your direction, because it cannot be done in the direction of the reformer, because it is no longer a matter of 'we do not want to see anyone', then I must say that there is no such thing. So I'm gonna lay it down with you and Mr. Wilders. It's gonna go a long way if we're gonna rewrite state law. Once again, I do not deny Mr Wilders' right to give people the confidence or not when they appear in the Chamber.
ParlaMint-NL_2017-10-25-tweedekamer-4.u66	In response to your question, Mr Buma, the following. Rule 139b of the Rules of Procedure gives the Chamber the right to hold a debate by a majority on the formattor's final report. If that debate is taking place, it will be with the reformer in box K; the Chamber will be able to debate it. That's just in the Rules of Procedure.
ParlaMint-NL_2017-10-25-tweedekamer-4.u67	So let's get right to the point about this phase and the assignment for the formatter. With regard to informant Zalm, there was also the problem that there were motions towards informant Zalm who was no longer an informant. Soon we will have the official figure that Mr Rutte will be here after the finalisation and presentation of his report. But a Chamber cannot then table a motion towards someone who no longer has that role at the time, because we are already ready for the appointment. You're shaking your head about that now, Mr. Chairman, but some purity is also in your interest.
ParlaMint-NL_2017-10-25-tweedekamer-4.u68	That's good. Thank you. Then I'm going to see Mr Segers.
ParlaMint-NL_2017-10-25-tweedekamer-4.u69	Madam President, I agree. Sending away a minister who has not yet been appointed is indeed very strange. State law is the next opportunity to veto the debate on the government declaration. If Mr Wilders wishes to do so, I hope not, then we can, but not prematurely. So no support.
ParlaMint-NL_2017-10-25-tweedekamer-4.u70	Mr President, the information and formation have taken a long time, so I can understand that Mr Wilders is a little impatient to let you know that he does not like it. But formally, we can just do it next week. I think that's the right place. Then we have the debate with the cabinet and then we can tell whether we trust them or not.
ParlaMint-NL_2017-10-25-tweedekamer-4.u71	Of course, the Chamber is about its own agenda. So filing the request seems to me to be something that should be possible. I just don't support it, because I look forward to the debates with this minister. I would like to see him through what he thinks exactly and whether his opinion has changed at some point when he becomes a minister.
ParlaMint-NL_2017-10-25-tweedekamer-4.u72	Mr President, I think it is a legitimate request from Mr Wilders to do so, but I do not support it.
ParlaMint-NL_2017-10-25-tweedekamer-4.u73	I support Mr Wilders.
ParlaMint-NL_2017-10-25-tweedekamer-4.u74	Mr Wilders, you have no majority.
ParlaMint-NL_2017-10-25-tweedekamer-4.u75	I do not know which colleague said it, but to avoid any misunderstandings: I am not sending anyone away, because they are not there yet. I'm trying to prevent someone from being appointed. It is also not a strange figure to speak to a formatter, because after every round of information we talk to an informant who is no longer formally an informant. Mr Zalm said it here two weeks ago: I am actually here as a guest and not as an informant anymore. So it's possible. A motion can also be tabled, because I can have the Chamber pronounce, if that motion achieves a majority, that someone cannot be appointed Minister. And the government must still be born, or the reformer who is no longer there, the leader of the cabinet or the political parties, who does not live up to the wishes of the Chamber. So what kind of bullshit is that? Why couldn't I? Madam President, here is the following, if you will allow me to briefly explain. Everyone may of course have an opinion, but Mr Grapperhaus said in reply to a question from a journalist: I still support my opinion, but I will speak differently now as a member of the cabinet. The threat of Islamic terror has never been as great as it is now, so I do not think it can be at this time that we in the Ministry of Justice have a minister who thinks that you should engage in the debate with Syrians, that you should not take their passports and give them mercy. The Netherlands can't have that now, so let's not be in trouble right now by having someone like that as a minister. I am doing this in a proper way, and I am pushing for that debate to be held this evening. If a minority can enforce that, then here's the thing.
ParlaMint-NL_2017-10-25-tweedekamer-4.u76	There's no majority for it, Mr. Wilders.
ParlaMint-NL_2017-10-25-tweedekamer-4.u77	I'm going to go into the matter of state law. I believe that the parliamentaryisation of the cabinet formation is coming to an end. Parliament has always appointed an informant and a reformer, but now, according to Article 43 of the Constitution, the King is in charge of the royal decree. Article 48 then states that decisions for the appointment of ministers are co-signed by the Prime Minister. Afterwards, the Chamber is called upon to answer for it. So I think it is a strange figure to have a prior debate on the appointment, as if the Chamber were dealing with it.
ParlaMint-NL_2017-10-25-tweedekamer-4.u78	Thank you. In fact, I would like to propose that the short-term report of this part of the sitting be transferred to the formattor. The final report will, if it is right, be presented to the Chamber at the end of the afternoon after the constituent deliberations.
ParlaMint-NL_2017-10-25-tweedekamer-4.u79	Okay, Mr. Chairman. I do not rule out asking for additional work to be done.
ParlaMint-NL_2017-10-25-tweedekamer-4.u80	Thank you. This brings us to the end of this arrangement of work.
