Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-BBcdL6DiVcddyYPcJYuVNf	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-79	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-84	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q3373324	Granlund, Marie	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-87	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-89	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3544279	Enström, Karin	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-94	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-97	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q3544279	Enström, Karin	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-100	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-102	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q6328008	Skalin, Johnny	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-107	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-110	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q6328008	Skalin, Johnny	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-114	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-116	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q1040479	Schlyter, Carl	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-120	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-125	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	MP;Q61791721	Miljöpartiet;Partiet Vändpunkt	Coalition	Centre-left	Q1040479	Schlyter, Carl	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-127	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-129	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q3058054	Erlandsson, Eskil	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-132	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-135	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q3058054	Erlandsson, Eskil	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-138	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-139	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4933704	Acketoft, Tina	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-144	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-150	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q4933704	Acketoft, Tina	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-156	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-158	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q3492112	Modig, Aron	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-164	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-172	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q3492112	Modig, Aron	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-177	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-179	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5816436	Hultberg, Johan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-183	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-186	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q5816436	Hultberg, Johan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-188	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-190	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6169540	Schulte, Fredrik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-195	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-200	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6169540	Schulte, Fredrik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-203	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-208	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q512590	Vestlund, Börje	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-209	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-210	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q512590	Vestlund, Börje	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-212	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-214	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q5750886	Gamov, Pavel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-220	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-223	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q5750886	Gamov, Pavel	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-226	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q2740012	Löfven, Stefan	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-233	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-236	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6169540	Schulte, Fredrik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-243	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-249	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6169540	Schulte, Fredrik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-261	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-266	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6169540	Schulte, Fredrik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-271	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-276	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-282	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6169540	Schulte, Fredrik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-289	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-292	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6169540	Schulte, Fredrik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-299	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-303	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6169540	Schulte, Fredrik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-307	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-311	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-315	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4940303	Bouveng, Helena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-322	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-324	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4940303	Bouveng, Helena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-329	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6169540	Schulte, Fredrik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-337	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q512590	Vestlund, Börje	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-346	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q19724763	Andersson, Erik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-349	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	notMP	Minister	S	Socialdemokraterna	Coalition	Centre-left	Q4935873	Andersson, Magdalena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-354	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4940303	Bouveng, Helena	F	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-358	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q6169540	Schulte, Fredrik	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-364	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q512590	Vestlund, Börje	M	-	
ParlaMint-SE-en_2015-10-20-prot-201516--16	i-1355c2314d348b14-368	Swedish parliamentary corpus ParlaMint-SE-en, 2015/16 nr. 16	2015-10-20	Unicameralism	2015/16	-	-	2015/16--16	-	Reference	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q19724763	Andersson, Erik	M	-	
