Session,Date,Male,Female
ParlaMint-PT-en_2015-11-25-meta.tsv,2015-11-25,28,11
ParlaMint-PT-en_2015-11-26-meta.tsv,2015-11-26,20,14
ParlaMint-PT-en_2015-11-27-meta.tsv,2015-11-27,28,12
ParlaMint-PT-en_2015-12-02-meta.tsv,2015-12-02,40,16
ParlaMint-PT-en_2015-12-03-meta.tsv,2015-12-03,30,11
ParlaMint-PT-en_2015-12-09-meta.tsv,2015-12-09,27,13
ParlaMint-PT-en_2015-12-10-meta.tsv,2015-12-10,19,10
ParlaMint-PT-en_2015-12-11-meta.tsv,2015-12-11,31,11
ParlaMint-PT-en_2015-12-16-meta.tsv,2015-12-16,21,4
ParlaMint-PT-en_2015-12-17-meta.tsv,2015-12-17,30,15
ParlaMint-PT-en_2015-12-18-meta.tsv,2015-12-18,35,18
ParlaMint-PT-en_2015-12-23-meta.tsv,2015-12-23,24,3
ParlaMint-PT-en_2016-01-06-meta.tsv,2016-01-06,22,18
ParlaMint-PT-en_2016-01-07-meta.tsv,2016-01-07,35,6
ParlaMint-PT-en_2016-01-08-meta.tsv,2016-01-08,35,19
ParlaMint-PT-en_2016-01-13-meta.tsv,2016-01-13,22,10
ParlaMint-PT-en_2016-01-14-meta.tsv,2016-01-14,21,10
ParlaMint-PT-en_2016-01-15-meta.tsv,2016-01-15,20,5
ParlaMint-PT-en_2016-01-20-meta.tsv,2016-01-20,34,11
ParlaMint-PT-en_2016-01-21-meta.tsv,2016-01-21,29,6
ParlaMint-PT-en_2016-01-22-meta.tsv,2016-01-22,28,12
ParlaMint-PT-en_2016-01-27-meta.tsv,2016-01-27,17,10
ParlaMint-PT-en_2016-01-28-meta.tsv,2016-01-28,18,16
ParlaMint-PT-en_2016-01-29-meta.tsv,2016-01-29,25,5
ParlaMint-PT-en_2016-02-03-meta.tsv,2016-02-03,33,10
ParlaMint-PT-en_2016-02-04-meta.tsv,2016-02-04,26,10
ParlaMint-PT-en_2016-02-05-meta.tsv,2016-02-05,25,9
ParlaMint-PT-en_2016-02-10-meta.tsv,2016-02-10,19,17
ParlaMint-PT-en_2016-02-11-meta.tsv,2016-02-11,31,17
ParlaMint-PT-en_2016-02-12-meta.tsv,2016-02-12,26,9
ParlaMint-PT-en_2016-02-22-meta.tsv,2016-02-22,34,12
ParlaMint-PT-en_2016-02-23-meta.tsv,2016-02-23,48,14
ParlaMint-PT-en_2016-03-09-meta.tsv,2016-03-09,3,1
ParlaMint-PT-en_2016-03-10-meta.tsv,2016-03-10,33,22
ParlaMint-PT-en_2016-03-14-meta.tsv,2016-03-14,40,19
ParlaMint-PT-en_2016-03-15-meta.tsv,2016-03-15,38,13
ParlaMint-PT-en_2016-03-16-meta.tsv,2016-03-16,29,9
ParlaMint-PT-en_2016-03-22-meta.tsv,2016-03-22,34,19
ParlaMint-PT-en_2016-03-23-meta.tsv,2016-03-23,21,15
ParlaMint-PT-en_2016-03-30-meta.tsv,2016-03-30,16,4
ParlaMint-PT-en_2016-03-31-meta.tsv,2016-03-31,29,13
ParlaMint-PT-en_2016-04-06-meta.tsv,2016-04-06,33,10
ParlaMint-PT-en_2016-04-07-meta.tsv,2016-04-07,24,20
ParlaMint-PT-en_2016-04-08-meta.tsv,2016-04-08,36,15
ParlaMint-PT-en_2016-04-13-meta.tsv,2016-04-13,26,14
ParlaMint-PT-en_2016-04-14-meta.tsv,2016-04-14,22,5
ParlaMint-PT-en_2016-04-15-meta.tsv,2016-04-15,13,7
ParlaMint-PT-en_2016-04-20-meta.tsv,2016-04-20,25,11
ParlaMint-PT-en_2016-04-21-meta.tsv,2016-04-21,21,11
ParlaMint-PT-en_2016-04-22-meta.tsv,2016-04-22,18,17
ParlaMint-PT-en_2016-04-24-meta.tsv,2016-04-24,9,3
ParlaMint-PT-en_2016-04-27-meta.tsv,2016-04-27,21,7
ParlaMint-PT-en_2016-04-28-meta.tsv,2016-04-28,12,6
ParlaMint-PT-en_2016-04-29-meta.tsv,2016-04-29,27,7
ParlaMint-PT-en_2016-05-04-meta.tsv,2016-05-04,21,6
ParlaMint-PT-en_2016-05-05-meta.tsv,2016-05-05,18,13
ParlaMint-PT-en_2016-05-06-meta.tsv,2016-05-06,41,23
ParlaMint-PT-en_2016-05-11-meta.tsv,2016-05-11,27,9
ParlaMint-PT-en_2016-05-12-meta.tsv,2016-05-12,27,9
ParlaMint-PT-en_2016-05-13-meta.tsv,2016-05-13,29,13
ParlaMint-PT-en_2016-05-18-meta.tsv,2016-05-18,24,6
ParlaMint-PT-en_2016-05-19-meta.tsv,2016-05-19,19,13
ParlaMint-PT-en_2016-05-20-meta.tsv,2016-05-20,29,8
ParlaMint-PT-en_2016-05-25-meta.tsv,2016-05-25,23,3
ParlaMint-PT-en_2016-05-27-meta.tsv,2016-05-27,16,3
ParlaMint-PT-en_2016-06-01-meta.tsv,2016-06-01,29,15
ParlaMint-PT-en_2016-06-02-meta.tsv,2016-06-02,30,25
ParlaMint-PT-en_2016-06-08-meta.tsv,2016-06-08,18,6
ParlaMint-PT-en_2016-06-09-meta.tsv,2016-06-09,27,10
ParlaMint-PT-en_2016-06-15-meta.tsv,2016-06-15,21,4
ParlaMint-PT-en_2016-06-16-meta.tsv,2016-06-16,34,16
ParlaMint-PT-en_2016-06-17-meta.tsv,2016-06-17,26,5
ParlaMint-PT-en_2016-06-22-meta.tsv,2016-06-22,11,8
ParlaMint-PT-en_2016-06-23-meta.tsv,2016-06-23,32,17
ParlaMint-PT-en_2016-06-24-meta.tsv,2016-06-24,19,11
ParlaMint-PT-en_2016-06-29-meta.tsv,2016-06-29,20,10
ParlaMint-PT-en_2016-06-30-meta.tsv,2016-06-30,27,10
ParlaMint-PT-en_2016-07-01-meta.tsv,2016-07-01,23,7
ParlaMint-PT-en_2016-07-06-meta.tsv,2016-07-06,20,10
ParlaMint-PT-en_2016-07-07-meta.tsv,2016-07-07,34,12
ParlaMint-PT-en_2016-07-20-meta.tsv,2016-07-20,47,37
ParlaMint-PT-en_2016-09-08-meta.tsv,2016-09-08,28,7
ParlaMint-PT-en_2016-09-15-meta.tsv,2016-09-15,30,14
ParlaMint-PT-en_2016-09-16-meta.tsv,2016-09-16,23,12
ParlaMint-PT-en_2016-09-21-meta.tsv,2016-09-21,27,6
ParlaMint-PT-en_2016-09-22-meta.tsv,2016-09-22,15,6
ParlaMint-PT-en_2016-09-23-meta.tsv,2016-09-23,29,11
ParlaMint-PT-en_2016-09-28-meta.tsv,2016-09-28,31,7
ParlaMint-PT-en_2016-09-29-meta.tsv,2016-09-29,32,16
ParlaMint-PT-en_2016-09-30-meta.tsv,2016-09-30,33,12
ParlaMint-PT-en_2016-10-06-meta.tsv,2016-10-06,12,13
ParlaMint-PT-en_2016-10-07-meta.tsv,2016-10-07,15,15
ParlaMint-PT-en_2016-10-12-meta.tsv,2016-10-12,42,9
ParlaMint-PT-en_2016-10-13-meta.tsv,2016-10-13,17,3
ParlaMint-PT-en_2016-10-14-meta.tsv,2016-10-14,17,11
ParlaMint-PT-en_2016-10-19-meta.tsv,2016-10-19,20,12
ParlaMint-PT-en_2016-10-20-meta.tsv,2016-10-20,13,10
ParlaMint-PT-en_2016-10-21-meta.tsv,2016-10-21,28,17
ParlaMint-PT-en_2016-10-26-meta.tsv,2016-10-26,39,15
ParlaMint-PT-en_2016-10-27-meta.tsv,2016-10-27,34,17
ParlaMint-PT-en_2016-11-03-meta.tsv,2016-11-03,44,9
ParlaMint-PT-en_2016-11-05-meta.tsv,2016-11-05,45,19
ParlaMint-PT-en_2016-11-24-meta.tsv,2016-11-24,43,29
ParlaMint-PT-en_2016-11-25-meta.tsv,2016-11-25,41,19
ParlaMint-PT-en_2016-11-28-meta.tsv,2016-11-28,32,16
ParlaMint-PT-en_2016-11-29-meta.tsv,2016-11-29,35,10
ParlaMint-PT-en_2016-11-30-meta.tsv,2016-11-30,2,0
ParlaMint-PT-en_2016-12-06-meta.tsv,2016-12-06,31,12
ParlaMint-PT-en_2016-12-07-meta.tsv,2016-12-07,22,8
ParlaMint-PT-en_2016-12-14-meta.tsv,2016-12-14,22,21
ParlaMint-PT-en_2016-12-15-meta.tsv,2016-12-15,22,9
ParlaMint-PT-en_2016-12-16-meta.tsv,2016-12-16,21,14
ParlaMint-PT-en_2016-12-21-meta.tsv,2016-12-21,17,18
ParlaMint-PT-en_2016-12-22-meta.tsv,2016-12-22,22,12
ParlaMint-PT-en_2016-12-23-meta.tsv,2016-12-23,25,13
ParlaMint-PT-en_2017-01-05-meta.tsv,2017-01-05,31,14
ParlaMint-PT-en_2017-01-06-meta.tsv,2017-01-06,23,15
ParlaMint-PT-en_2017-01-11-meta.tsv,2017-01-11,10,0
ParlaMint-PT-en_2017-01-12-meta.tsv,2017-01-12,26,20
ParlaMint-PT-en_2017-01-13-meta.tsv,2017-01-13,20,11
ParlaMint-PT-en_2017-01-17-meta.tsv,2017-01-17,21,7
ParlaMint-PT-en_2017-01-18-meta.tsv,2017-01-18,32,9
ParlaMint-PT-en_2017-01-19-meta.tsv,2017-01-19,27,12
ParlaMint-PT-en_2017-01-25-meta.tsv,2017-01-25,26,9
ParlaMint-PT-en_2017-01-26-meta.tsv,2017-01-26,20,10
ParlaMint-PT-en_2017-01-27-meta.tsv,2017-01-27,23,8
ParlaMint-PT-en_2017-02-01-meta.tsv,2017-02-01,29,16
ParlaMint-PT-en_2017-02-02-meta.tsv,2017-02-02,26,10
ParlaMint-PT-en_2017-02-03-meta.tsv,2017-02-03,39,21
ParlaMint-PT-en_2017-02-08-meta.tsv,2017-02-08,19,4
ParlaMint-PT-en_2017-02-09-meta.tsv,2017-02-09,24,7
ParlaMint-PT-en_2017-02-10-meta.tsv,2017-02-10,27,11
ParlaMint-PT-en_2017-02-15-meta.tsv,2017-02-15,27,14
ParlaMint-PT-en_2017-02-16-meta.tsv,2017-02-16,27,18
ParlaMint-PT-en_2017-02-17-meta.tsv,2017-02-17,35,16
ParlaMint-PT-en_2017-02-22-meta.tsv,2017-02-22,18,5
ParlaMint-PT-en_2017-02-23-meta.tsv,2017-02-23,21,13
ParlaMint-PT-en_2017-02-25-meta.tsv,2017-02-25,34,12
ParlaMint-PT-en_2017-03-01-meta.tsv,2017-03-01,35,11
ParlaMint-PT-en_2017-03-02-meta.tsv,2017-03-02,28,15
ParlaMint-PT-en_2017-03-03-meta.tsv,2017-03-03,39,15
ParlaMint-PT-en_2017-03-08-meta.tsv,2017-03-08,28,11
ParlaMint-PT-en_2017-03-09-meta.tsv,2017-03-09,21,4
ParlaMint-PT-en_2017-03-10-meta.tsv,2017-03-10,36,24
ParlaMint-PT-en_2017-03-15-meta.tsv,2017-03-15,36,19
ParlaMint-PT-en_2017-03-16-meta.tsv,2017-03-16,16,7
ParlaMint-PT-en_2017-03-17-meta.tsv,2017-03-17,32,15
ParlaMint-PT-en_2017-03-22-meta.tsv,2017-03-22,15,6
ParlaMint-PT-en_2017-03-23-meta.tsv,2017-03-23,25,16
ParlaMint-PT-en_2017-03-24-meta.tsv,2017-03-24,25,18
ParlaMint-PT-en_2017-03-29-meta.tsv,2017-03-29,37,12
ParlaMint-PT-en_2017-03-30-meta.tsv,2017-03-30,22,14
ParlaMint-PT-en_2017-03-31-meta.tsv,2017-03-31,24,6
ParlaMint-PT-en_2017-04-05-meta.tsv,2017-04-05,41,14
ParlaMint-PT-en_2017-04-06-meta.tsv,2017-04-06,21,11
ParlaMint-PT-en_2017-04-07-meta.tsv,2017-04-07,30,22
ParlaMint-PT-en_2017-04-12-meta.tsv,2017-04-12,15,6
ParlaMint-PT-en_2017-04-13-meta.tsv,2017-04-13,18,7
ParlaMint-PT-en_2017-04-19-meta.tsv,2017-04-19,26,10
ParlaMint-PT-en_2017-04-20-meta.tsv,2017-04-20,27,13
ParlaMint-PT-en_2017-04-21-meta.tsv,2017-04-21,37,21
ParlaMint-PT-en_2017-04-25-meta.tsv,2017-04-25,5,4
ParlaMint-PT-en_2017-04-26-meta.tsv,2017-04-26,21,8
ParlaMint-PT-en_2017-04-27-meta.tsv,2017-04-27,15,9
ParlaMint-PT-en_2017-05-04-meta.tsv,2017-05-04,15,9
ParlaMint-PT-en_2017-05-05-meta.tsv,2017-05-05,13,14
ParlaMint-PT-en_2017-05-09-meta.tsv,2017-05-09,31,6
ParlaMint-PT-en_2017-05-10-meta.tsv,2017-05-10,18,4
ParlaMint-PT-en_2017-05-11-meta.tsv,2017-05-11,34,17
ParlaMint-PT-en_2017-05-17-meta.tsv,2017-05-17,28,18
ParlaMint-PT-en_2017-05-18-meta.tsv,2017-05-18,39,17
ParlaMint-PT-en_2017-05-19-meta.tsv,2017-05-19,24,11
ParlaMint-PT-en_2017-05-23-meta.tsv,2017-05-23,14,4
ParlaMint-PT-en_2017-05-24-meta.tsv,2017-05-24,30,5
ParlaMint-PT-en_2017-06-01-meta.tsv,2017-06-01,20,14
ParlaMint-PT-en_2017-06-07-meta.tsv,2017-06-07,16,10
ParlaMint-PT-en_2017-06-08-meta.tsv,2017-06-08,16,5
ParlaMint-PT-en_2017-06-09-meta.tsv,2017-06-09,28,15
ParlaMint-PT-en_2017-06-12-meta.tsv,2017-06-12,41,15
ParlaMint-PT-en_2017-06-14-meta.tsv,2017-06-14,23,10
ParlaMint-PT-en_2017-06-21-meta.tsv,2017-06-21,5,3
ParlaMint-PT-en_2017-06-22-meta.tsv,2017-06-22,14,8
ParlaMint-PT-en_2017-06-23-meta.tsv,2017-06-23,42,13
ParlaMint-PT-en_2017-06-28-meta.tsv,2017-06-28,15,3
ParlaMint-PT-en_2017-06-29-meta.tsv,2017-06-29,21,9
ParlaMint-PT-en_2017-06-30-meta.tsv,2017-06-30,28,11
ParlaMint-PT-en_2017-07-05-meta.tsv,2017-07-05,21,2
ParlaMint-PT-en_2017-07-06-meta.tsv,2017-07-06,20,11
ParlaMint-PT-en_2017-07-07-meta.tsv,2017-07-07,36,18
ParlaMint-PT-en_2017-07-12-meta.tsv,2017-07-12,31,19
ParlaMint-PT-en_2017-07-19-meta.tsv,2017-07-19,59,30
ParlaMint-PT-en_2017-09-07-meta.tsv,2017-09-07,14,8
ParlaMint-PT-en_2017-09-18-meta.tsv,2017-09-18,38,13
ParlaMint-PT-en_2017-09-19-meta.tsv,2017-09-19,18,12
ParlaMint-PT-en_2017-09-20-meta.tsv,2017-09-20,32,13
ParlaMint-PT-en_2017-10-03-meta.tsv,2017-10-03,27,11
ParlaMint-PT-en_2017-10-04-meta.tsv,2017-10-04,24,8
ParlaMint-PT-en_2017-10-11-meta.tsv,2017-10-11,34,18
ParlaMint-PT-en_2017-10-12-meta.tsv,2017-10-12,11,8
ParlaMint-PT-en_2017-10-13-meta.tsv,2017-10-13,37,20
ParlaMint-PT-en_2017-10-18-meta.tsv,2017-10-18,24,7
ParlaMint-PT-en_2017-10-19-meta.tsv,2017-10-19,24,9
ParlaMint-PT-en_2017-10-20-meta.tsv,2017-10-20,29,24
ParlaMint-PT-en_2017-10-24-meta.tsv,2017-10-24,31,9
ParlaMint-PT-en_2017-10-26-meta.tsv,2017-10-26,21,13
ParlaMint-PT-en_2017-10-27-meta.tsv,2017-10-27,37,12
ParlaMint-PT-en_2017-11-02-meta.tsv,2017-11-02,32,13
ParlaMint-PT-en_2017-11-03-meta.tsv,2017-11-03,51,19
ParlaMint-PT-en_2017-11-22-meta.tsv,2017-11-22,39,28
ParlaMint-PT-en_2017-11-23-meta.tsv,2017-11-23,51,19
ParlaMint-PT-en_2017-11-24-meta.tsv,2017-11-24,35,15
ParlaMint-PT-en_2017-11-27-meta.tsv,2017-11-27,28,12
ParlaMint-PT-en_2017-11-28-meta.tsv,2017-11-28,30,6
ParlaMint-PT-en_2017-11-29-meta.tsv,2017-11-29,24,10
ParlaMint-PT-en_2017-12-06-meta.tsv,2017-12-06,24,11
ParlaMint-PT-en_2017-12-07-meta.tsv,2017-12-07,32,19
ParlaMint-PT-en_2017-12-13-meta.tsv,2017-12-13,24,19
ParlaMint-PT-en_2017-12-14-meta.tsv,2017-12-14,15,16
ParlaMint-PT-en_2017-12-16-meta.tsv,2017-12-16,25,21
ParlaMint-PT-en_2017-12-19-meta.tsv,2017-12-19,24,9
ParlaMint-PT-en_2017-12-20-meta.tsv,2017-12-20,22,11
ParlaMint-PT-en_2017-12-22-meta.tsv,2017-12-22,27,11
ParlaMint-PT-en_2018-01-04-meta.tsv,2018-01-04,29,15
ParlaMint-PT-en_2018-01-05-meta.tsv,2018-01-05,28,7
ParlaMint-PT-en_2018-01-09-meta.tsv,2018-01-09,17,8
ParlaMint-PT-en_2018-01-10-meta.tsv,2018-01-10,21,9
ParlaMint-PT-en_2018-01-11-meta.tsv,2018-01-11,21,17
ParlaMint-PT-en_2018-01-17-meta.tsv,2018-01-17,17,11
ParlaMint-PT-en_2018-01-18-meta.tsv,2018-01-18,19,16
ParlaMint-PT-en_2018-01-19-meta.tsv,2018-01-19,34,14
ParlaMint-PT-en_2018-01-24-meta.tsv,2018-01-24,29,22
ParlaMint-PT-en_2018-01-25-meta.tsv,2018-01-25,29,5
ParlaMint-PT-en_2018-01-26-meta.tsv,2018-01-26,31,11
ParlaMint-PT-en_2018-01-31-meta.tsv,2018-01-31,23,9
ParlaMint-PT-en_2018-02-01-meta.tsv,2018-02-01,16,5
ParlaMint-PT-en_2018-02-02-meta.tsv,2018-02-02,27,22
ParlaMint-PT-en_2018-02-07-meta.tsv,2018-02-07,24,18
ParlaMint-PT-en_2018-02-08-meta.tsv,2018-02-08,33,18
ParlaMint-PT-en_2018-02-09-meta.tsv,2018-02-09,23,12
ParlaMint-PT-en_2018-02-14-meta.tsv,2018-02-14,18,5
ParlaMint-PT-en_2018-02-15-meta.tsv,2018-02-15,24,14
ParlaMint-PT-en_2018-02-21-meta.tsv,2018-02-21,32,13
ParlaMint-PT-en_2018-02-22-meta.tsv,2018-02-22,46,15
ParlaMint-PT-en_2018-02-23-meta.tsv,2018-02-23,15,9
ParlaMint-PT-en_2018-02-28-meta.tsv,2018-02-28,18,6
ParlaMint-PT-en_2018-03-01-meta.tsv,2018-03-01,14,4
ParlaMint-PT-en_2018-03-02-meta.tsv,2018-03-02,27,5
ParlaMint-PT-en_2018-03-07-meta.tsv,2018-03-07,23,15
ParlaMint-PT-en_2018-03-08-meta.tsv,2018-03-08,20,6
ParlaMint-PT-en_2018-03-09-meta.tsv,2018-03-09,29,21
ParlaMint-PT-en_2018-03-14-meta.tsv,2018-03-14,19,11
ParlaMint-PT-en_2018-03-15-meta.tsv,2018-03-15,20,10
ParlaMint-PT-en_2018-03-16-meta.tsv,2018-03-16,49,19
ParlaMint-PT-en_2018-03-21-meta.tsv,2018-03-21,38,14
ParlaMint-PT-en_2018-03-22-meta.tsv,2018-03-22,19,4
ParlaMint-PT-en_2018-03-23-meta.tsv,2018-03-23,30,16
ParlaMint-PT-en_2018-03-28-meta.tsv,2018-03-28,25,5
ParlaMint-PT-en_2018-03-29-meta.tsv,2018-03-29,36,21
ParlaMint-PT-en_2018-04-04-meta.tsv,2018-04-04,25,6
ParlaMint-PT-en_2018-04-05-meta.tsv,2018-04-05,18,6
ParlaMint-PT-en_2018-04-06-meta.tsv,2018-04-06,42,27
ParlaMint-PT-en_2018-04-11-meta.tsv,2018-04-11,13,10
ParlaMint-PT-en_2018-04-12-meta.tsv,2018-04-12,22,7
ParlaMint-PT-en_2018-04-13-meta.tsv,2018-04-13,21,12
ParlaMint-PT-en_2018-04-18-meta.tsv,2018-04-18,20,8
ParlaMint-PT-en_2018-04-19-meta.tsv,2018-04-19,25,13
ParlaMint-PT-en_2018-04-20-meta.tsv,2018-04-20,35,8
ParlaMint-PT-en_2018-04-24-meta.tsv,2018-04-24,22,6
ParlaMint-PT-en_2018-04-25-meta.tsv,2018-04-25,5,4
ParlaMint-PT-en_2018-04-26-meta.tsv,2018-04-26,28,13
ParlaMint-PT-en_2018-05-02-meta.tsv,2018-05-02,32,14
ParlaMint-PT-en_2018-05-03-meta.tsv,2018-05-03,25,7
ParlaMint-PT-en_2018-05-04-meta.tsv,2018-05-04,46,13
ParlaMint-PT-en_2018-05-09-meta.tsv,2018-05-09,24,16
ParlaMint-PT-en_2018-05-10-meta.tsv,2018-05-10,16,9
ParlaMint-PT-en_2018-05-11-meta.tsv,2018-05-11,39,24
ParlaMint-PT-en_2018-05-16-meta.tsv,2018-05-16,28,5
ParlaMint-PT-en_2018-05-17-meta.tsv,2018-05-17,19,5
ParlaMint-PT-en_2018-05-18-meta.tsv,2018-05-18,36,19
ParlaMint-PT-en_2018-05-23-meta.tsv,2018-05-23,21,5
ParlaMint-PT-en_2018-05-24-meta.tsv,2018-05-24,23,8
ParlaMint-PT-en_2018-05-29-meta.tsv,2018-05-29,146,82
ParlaMint-PT-en_2018-05-30-meta.tsv,2018-05-30,22,9
ParlaMint-PT-en_2018-06-05-meta.tsv,2018-06-05,13,4
ParlaMint-PT-en_2018-06-06-meta.tsv,2018-06-06,23,3
ParlaMint-PT-en_2018-06-14-meta.tsv,2018-06-14,16,9
ParlaMint-PT-en_2018-06-15-meta.tsv,2018-06-15,40,19
ParlaMint-PT-en_2018-06-20-meta.tsv,2018-06-20,18,10
ParlaMint-PT-en_2018-06-21-meta.tsv,2018-06-21,25,4
ParlaMint-PT-en_2018-06-22-meta.tsv,2018-06-22,21,16
ParlaMint-PT-en_2018-06-27-meta.tsv,2018-06-27,12,15
