ParlaMint-FR_2020-02-04-O1132.u1	The next item is the oral questions without debate.
ParlaMint-FR_2020-02-04-O1132.u27	My question is for the Minister of Labour. After a first experimental phase, free employment has been widespread since 1 January 2020 throughout the national territory, in all neighbourhoods covered by the city's policy. This is above all a measure to promote equal opportunities. It will allow many young people who are still too often discriminated against, even when they graduate, to finally integrate professionally and to see a real prospect for the future. I am therefore pleased to see that, tomorrow, the QPV – the priority areas of city policy – of the Dijonnaise metropolis will be able to benefit from this mechanism. This measure is also a measure in favour of social justice. Its leading role is the development of employment in all our territories; its basic principle is the "win-win" for both the job seeker and the company hiring. Indeed, in these territories, there are talents that ask only to express themselves and that meet the needs of companies. The State has identified considerable resources in the last two budgets. The financial aid for the hiring of an employee in QPV in CDI – an indefinite contract – amounts to EUR 5000 per year over three years and EUR 2500 per year over two years for a CDD – a fixed-term contract. Since their spread, therefore, free jobs are more than ever an integral part of the policy that we have been pursuing for two years now, and which contributes to the relentless fight against mass unemployment. However, in order to make this generalisation as efficient as possible, it is essential that companies have access to these frank jobs, with the necessary information. So what are the communication tools that will be deployed to the economic world, as well as the various accompanying measures that will make it possible for companies to take advantage of this mechanism?
ParlaMint-FR_2020-02-04-O1132.u28	The Secretary of State to the Minister for Action and Public Accounts has the floor.
ParlaMint-FR_2020-02-04-O1132.u29	As you have pointed out, frank jobs are a strong and concrete response to the difficulties of access to employment faced by many people in priority neighbourhoods. It is a real boost to hiring to combat discrimination against them. The scheme is a success: the experimental phase reached a figure of more than 18700 signed free jobs, 80 per cent of which was CDI, which was the objective sought. Despite these very satisfactory results, frank jobs can still become more widely known in the economic world. The generalization of the measure to all the priority areas of city policy will only facilitate this large-scale communication. In order to contribute to this increase in the awareness of the system, we have set up a communication kit, comprehensive and widely distributed to our relays to the economic and associative world. Everywhere in the new territories, the prefects mobilize to value the signing of the first contracts and communicate on the remarkable hiring opportunities resulting from this measure. These beautiful stories – if you allow me this expression – are taken up by the local and regional press and encourage employers and beneficiaries to use the free jobs scheme. In addition, Pôle Emploi invests heavily in the launch of the scheme in all the new territories, in order to make the employers aware of free employment and to offer them end-to-end support, including for all administrative arrangements, so that each job opportunity can be realised in free employment. Finally, the local missions are a new relay to make the measure known because, since 1 January 2020, young people from priority neighbourhoods of the city's policy and monitored in these structures are eligible for free employment without conditions of registration at the employment centre, which obviously broadens the spectrum of the public likely to be reached. The Government therefore simplifies access to this mechanism, and we are confident that it is becoming increasingly well known, which has been gaining momentum for several months. The Government therefore shares your enthusiasm; I would also like to thank you for having been at the origin of this measure with several of your colleagues. You have to recognize it and, above all, thank you for it for the beneficiaries.
ParlaMint-FR_2020-02-04-O1132.u30	Mrs Fadila Khattabi has the floor.
ParlaMint-FR_2020-02-04-O1132.u31	Thank you, Secretary of State, for these positive and positive answers. I call on companies to mobilize massively around this mechanism, in favour of those territories which are an integral part of the Republic.
ParlaMint-FR_2020-02-04-O1132.u32	Mr Hervé Berville has the floor to put his question, No. 927, on the Lamballe-Dinan-Dol-de-Bretagne line.
ParlaMint-FR_2020-02-04-O1132.u33	Mr. Secretary of State to the Minister for the Ecological and Solidarity Transition, responsible for transport, the modernization of the Lamballe-Dinan-Dol-de-Bretagne railway line, entered into the State-Region Plan contract 2015-2020, is an important issue for our territory, the Côtes-d'Armor and, more broadly, for the Breton territory. Indeed, the slowing down, or even stopping, caused by the poor condition of this almost 100-year-old line has made this renovation an urgent necessity. The Dol-de-Bretagne-Dinan section has already been renovated in 2013 between Dinan and Pleudihen-sur-Rance. Work on the Pleudihen-sur-Rance section in Dol-de-Bretagne has been under way since December 2019; They should last a year. The aim now is to ensure the complete renovation of the line, and hence the rehabilitation of the Dinan-Lamballe section, as soon as possible. In his speech to Quimper on 21 June 2018, the President of the Republic reiterated that the commitments made under the State-region plan contracts concerning the Territory's fine service lines should be fulfilled. This is the case with the Dol-Dinan-Lamballe link. This commitment was renewed when the accessibility pact between the Brittany region and the State was signed a year ago on February 8. You are witnessing this every day in the field: the network of secondary lines has too often suffered from underinvestment for about thirty years. Now – and you're on the front line on this – there are significant ways in which you can and will still have to do this to renovate and develop the so-called "small lines". This new priority given to the proximity network is a necessity for the service of our territories and for territorial cohesion. This is a decision that we can only welcome. In this context and following in particular the report of the Prefect François Philizot on the future of small lines, what guarantees can you give on the renovation project of the Dinan-Lamballe section? Can you confirm that the financial commitments of the 2015-2020 State-Region Plan Contract, whose mobility component has been extended until 2022, will be respected and that the decisive support of the State will remain at the same level?
ParlaMint-FR_2020-02-04-O1132.u34	The next speaker is the Secretary of State for Transport.
ParlaMint-FR_2020-02-04-O1132.u35	Mr President, I am fully aware of the strong local expectations regarding the fine rail lines in the territory, and in particular the Dol-de-Bretagne-Dinan-Lamballe line, which provides service to the north of the Côtes-d'Armor and connects with Saint-Brieuc. It is in order to meet these expectations, many at national level, as to the future of regional lines that the State has undertaken a partnership approach with each of the regions, Regions of France and SNCF Réseau in order to seek the most relevant line-by-line solution. This approach, which is based on the mission led by Prefect François Philizot, is intended to lead to concerted action plans between the State and each region to shape the future of these lines. This is the case for the Brittany region, whose plan will include the Dol-de-Bretagne-Dinan-Lamballe line. For the regeneration of this line, 62 million euros are now planned, of which 12.4 million are provided by the State under the contract of the State-Region Plan 2015-2020 of Brittany, the mobility component of this agreement being extended until 2022. On this particular point, the State has had the opportunity to confirm its commitment several times since the speech of the President of the Republic of 21 June 2018 in Quimper, notably through the signing of the accessibility and mobility pact for Brittany on 8 February 2019. Ms Élisabeth Borne, then minister responsible for transport, also informed you by letter of 3 July 2019 that the appropriations guaranteeing the signing of the financing agreement for the work of the section linking Dol-de-Bretagne to Pleudihen had been released. In fact, the State has contributed almost EUR 5.6 million in 2019 to finance this work, which has started and will take place under closure until 13 December 2020. For the Dinan-Lamballe section, regeneration studies should continue until the end of 2020. As soon as the results are known, we will have a reliable amount of work, which will allow all financiers, including the State, to confirm the level of their commitment. Be assured, Mr President, that I will remain very attentive to the complete regeneration and sustainability of this line.
ParlaMint-FR_2020-02-04-O1132.u36	Mr Hervé Berville has the floor.
ParlaMint-FR_2020-02-04-O1132.u37	Thank you, Secretary of State, for recalling the need for a sustained and sustained commitment by the State. To ensure that these small lines, these fine desserts are viable, sustainable and frequented – because that is at stake – two issues are important. First, funding: as you have pointed out, the government's funding will be up to date and the commitments will of course be fulfilled. Secondly, the timetable: I would like to stress that it must be the subject of an in-depth discussion with SNCF Réseau, which is, together with the State and the region, the third actor concerned. Finally, I want to thank you for taking the time to give us these detailed answers. I know that we will continue to work on these important issues for our territory.
ParlaMint-FR_2020-02-04-O1132.u38	Mr Michel Larive has the floor to put his question, No 922, on the situation at Radio France.
ParlaMint-FR_2020-02-04-O1132.u39	Mr Minister of Culture, while Radio France is currently experiencing the longest strike in its history, it would have been until Friday, January 31, 60 days of mobilization, for you to receive the management and the unions of this public institution. Now that you seem to be more concerned about this situation, I would like to ask you about several aspects of your savings plan. Last week, on the benches of the Assembly, we were many to welcome the opening of negotiations proposed by Mrs Sibyle Veil. But we are not fooled: a suspension is not a withdrawal. If the management of Radio France, with your approval, changes the method, the objective is always the same: to reduce the wage bill to meet your budgetary austerity requirements. FIP stations in Bordeaux, Nantes and Strasbourg close. The public audiovisual service thus disappears from the regions while the private audiovisual sector opens antennas in Lille – as we have seen in recent days – Lyon or Toulouse, as in other regions before. You have reduced the audio-visual fee by one euro, resulting in the loss of 27 million euros of resources to Radio France. Do you really think that such an insignificant measure for the purchasing power of French and French people justifies the abolition of posts, the endangerment of public radio and its artistic creation in general? You justify the social plan, against which the employees are fighting, by the need to finance new expenditure on digital development, estimated at 20 million euros, 7 less than what you generously redistributed. Concerned about your acrobatic management, I would like you to provide me with details of the allocation of this $20 million.
ParlaMint-FR_2020-02-04-O1132.u40	The Minister for Culture has the floor.
ParlaMint-FR_2020-02-04-O1132.u41	The Government has a great ambition for public broadcasting. We have never needed it as much as we do today, in terms of education, information, social cohesion, culture, the influence of France in the world and its proximity. That is why we are going to propose to the National Assembly very soon a bill that will enable this ambition to be clearly reflected in the facts, to reaffirm in the law the missions of public service but also to give the public audiovisual sector the opportunity to adapt to the digital revolution, which has led to a revolution in usage, by creating a public group that will bring together Radio France, France Télévisions, the Institut national de l'audiovisuel – INA – and France Médias Monde. As part of the financial trajectory 2018-2022, the management of Radio France has proposed a strategic reorganization plan which provides for the abolition of a number of posts, without dry lay-offs, in order to better meet these ambitions. I met again a few days ago with the trade union organizations of Radio France, as I had the opportunity to do on 20 December at a ministerial technical committee in which I reaffirmed the Government's ambition for public broadcasting, but also the fact that we were asking Radio France to make an effort of 20 million by 2022. I recalled that I trusted his management to propose, in connection with trade union organisations, a transformation of the company in the service of the revolution of usages as well as public service missions. We are really listening to everyone, starting with the trade unions and Radio France teams. However, it is not up to the State to decide on the concrete organisation of public audiovisual undertakings; In fact, you are the first to demand the independence of the public audiovisual sector from political power. It is only up to the latter to set the ambition and the budgetary framework. To the management of public companies – in this case Radio France – in connection with trade union organisations, to define their organisation very precisely.
ParlaMint-FR_2020-02-04-O1132.u42	Mr Michel Larive has the floor.
ParlaMint-FR_2020-02-04-O1132.u43	It is a pity that you are displacing yourself on the direction of Radio France while it is you who are going to create a new ORTF – French Broadcasting Office. And it is the Government's road map – whether it is yours or Bercy's – that must be followed by the management of the public enterprise. You did not answer my question about the details of the $20 million allocation. Please be aware, however, that if the adjustment variable were to be the wage bill again, the notice of strike which I believe has been lifted would take effect again. I hope then that you will continue to discuss with the unions and management to get out of this conflict from the top. In any case, we will support the struggle of Radio France personnel, who alert us to the breakdown of the public service that you are leading. Radio France is, as you have just said, a flagship of our culture, and that is why we wish for this company more development and, unlike you, less insecurity. Your project is, I repeat, to reborn ORTF – which had disappeared in 1974 – but in a private version this time. We may try, here as elsewhere, to make a public service a very profitable company and then better sell it to the private sector.
ParlaMint-FR_2020-02-04-O1132.u44	The Minister has the floor.
ParlaMint-FR_2020-02-04-O1132.u45	Of course, I cannot agree with you. We have a great ambition for the public audiovisual industry. When the Government needs it, we're on our way. Look at the situation regarding the work of the Maison de la Radio, which, unfortunately, is not finished. We have taken the decision to finance the additional cost of EUR 43 million, outside the financial path provided for in the target and means contract. We also decided to support Radio France's request to include many stations in the RNT network, terrestrial digital radio, starting with FIP. It is therefore not a question of being less ambitious for this station, but rather of giving it the opportunity to be very accessible to our compatriots through a digital network which, I would like to stress, is national. Mr Larive, we are systematically on the side of the public audiovisual sector, which does not prevent us, on the one hand, from creating a public group able to better face the challenges of the sector and, on the other hand, from charting a financial path; It certainly requires an effort, but it seems to us to be sustainable as the company transforms. I salute the trade union organisations, all of which have today lifted their notice of strike. I know that an important discussion and negotiation with management remains to be carried out to ensure that this transformation takes place at the service of the teams and the public of Radio France, as well as at the service of the missions of a public service to which we are all attached.
ParlaMint-FR_2020-02-04-O1132.u46	Mr Mansour Kamardine has the floor to put his question, No. 939, on the public service of justice in Mayotte.
ParlaMint-FR_2020-02-04-O1132.u47	Madam Keeper of the Seals, justice remains, in Mayotte, a relegated institution. The development of local society and its appeal for genuine democracy require, on the one hand, the rise in the human and material resources of an administrative tribunal capable of dealing with the exponential development of judicial activity and, on the other hand, the creation of a full-fledged court of appeal to bring justice closer to the people. In addition, Mayotte is, to my knowledge, the only region in France where justice does not own its own premises. These considerations require, with the aim of building the true rule of law to which every citizen aspires, including in the overseas communities, the adoption of a genuine plan for the development of justice in Mayotte, the hundred-first French department. That is why I ask you very simply whether you are considering, and according to what timetable, first of all to make the detached chamber of the Court of Appeal of La Réunion in Mayotte a court of appeal of full exercise, second to develop the human and material means of the administrative court by the creation of an administrative court proper to Mayotte, thirdly to build a courthouse on the archipelago and fourthly to create studies of bailiffs and notaries there, so that the litigants have access to their judge, bailiff or notary, when they need them. You probably know better than I do that the Constitutional Council has declared article 706-71 of the Code of Criminal Procedure not in conformity with the Constitution. You keep it, in another version, in Mayotte and refuse to have it repealed. But here and everywhere else, we need a rule of law.
ParlaMint-FR_2020-02-04-O1132.u48	The next speaker is Ms. Custody of Seals, Minister of Justice.
ParlaMint-FR_2020-02-04-O1132.u49	Justice in Mayotte and access to justice in the Mahorais are a real concern for us. I will be going to Mayotte very soon to dialogue with the authorities and the elected representatives. You're asking me not about one, but about four issues relating to justice.
ParlaMint-FR_2020-02-04-O1132.u50	This is a global issue.
ParlaMint-FR_2020-02-04-O1132.u51	That's how I hear it. With regard first of all to the creation of the Court of Appeal, Mayotte has had, since 2011, a separate Appeals Chamber from the Court of Appeal of Saint-Denis de La Réunion, located in Mamoudzou. It has full jurisdiction in civil and criminal matters and, for this reason, provides the Mahorian litigants with a court of appeal of proximity and quality. This organization seems satisfactory to me since the volume of cases dealt with each year by the Mayotte Appeals Chamber seems too small, compared to the existing courts, to consider its transformation into a court of appeal. For example, in the civil field, the volume of cases handled in 2018 represents 22% to 26% of the civilian activity of the smallest existing appeal courts. With regard to the development of the administrative court's human and material resources, at the end of 2019, only fourteen cases dating back more than two years remained to be dealt with, i.e. 1% of the total stock of the court. The average time taken for cases to be decided by the Administrative Court is just over a year. It is almost three months below the national average of the administrative courts. It seems to me, therefore, that the Mahorais benefit from high-quality administrative justice. Nevertheless, the Registry will be strengthened by the creation of an additional post. A post of magistrate will also be created. With regard to the construction of a courthouse in Mayotte, I entrusted to the Public Agency for the Real Estate of Justice the completion of preliminary studies for the construction in Mamoudzou of a new courthouse which will bring together the detached chamber of the court of appeal, the judicial court, the labour court and the joint commercial court. Land research for the successful implementation of the project has already been undertaken. As for the creation of studies of judicial officers and notaries in Mayotte, the subsidiary offices seem the most pragmatic way to develop this public service. I specify that Mayotte has benefited very recently from the opening of an annex office attached to an office of notary of Saint-Pierre, the opening of an annex office attached to an office of judicial officer of Saint-Denis, the opening of an office of clerk of commercial court. Finally, the opening of an additional auxiliary office attached to an office of judicial officer of Saint-Denis is envisaged soon.
ParlaMint-FR_2020-02-04-O1132.u52	Mr Mansour Kamardine has the floor.
