ParlaMint-FR_2020-07-29-E1024.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2658, 3181).
ParlaMint-FR_2020-07-29-E1024.u12	[[Applause on the benches of the LR group. – Mrs Emmanuelle Ménard also applauds]] In the absence of any convincing results from this research, and for ethical reasons, it would be interesting for France to move towards alternative research, like Japan, which invests heavily in the field of induced pluripotent stem cells. Health research can be done while respecting the embryo; It is a principle to which we are very attached.
ParlaMint-FR_2020-07-29-E1024.u13	And we'll talk about it again in Title IV!
ParlaMint-FR_2020-07-29-E1024.u14	Mr Jean-Louis Touraine, rapporteur of the Special Committee, has the floor to give the Committee's opinion.
ParlaMint-FR_2020-07-29-E1024.u15	It is not research that causes the destruction of embryos; It is because some embryos are destined to be destroyed that research can be carried out.
ParlaMint-FR_2020-07-29-E1024.u16	It's all connected!
ParlaMint-FR_2020-07-29-E1024.u17	These are still supernumerary embryos, and I would remind you that it is forbidden in our country to produce embryos for research purposes.
ParlaMint-FR_2020-07-29-E1024.u18	It's hypocrisy, you know that!
ParlaMint-FR_2020-07-29-E1024.u19	Embryo research is necessary for several reasons.
ParlaMint-FR_2020-07-29-E1024.u20	You're sorcerer apprentices!
ParlaMint-FR_2020-07-29-E1024.u21	First of all, the success rate of in vitro fertilizations is not progressing well, especially in our country: it stagnates between 17% and 30% at the maximum, under optimal conditions. There is therefore only about a quarter of success, due to the large number of anomalies that are developing at this stage. It is necessary to understand the reasons for this, so as not to impose repeated, sometimes painful, in vitro fertilizations on women, followed by miscarriages, before they finally have the child they want.
ParlaMint-FR_2020-07-29-E1024.u22	It would be more interesting to have a true family policy!
ParlaMint-FR_2020-07-29-E1024.u23	Next, research on the embryo opens up many other perspectives, if only that of better understanding embryogenesis and the firstfruits of organogenesis. This would allow us to protect ourselves from various diseases that occur in children. Finally, let us remember that research on the newborn, as on the human foetus, is allowed in our country. It would be curious to imagine a difference in treatment between the embryo and the foetus. This research is, of course, very framed. I refer you to the first opinion of the National Ethics Advisory Committee, issued in 1984, which sets out the conditions for the use of human foetal and embryonic tissues for therapeutic and scientific purposes. Everything is already indicated. Thanks to this supervision, there was no slippage. Let's stay there.
ParlaMint-FR_2020-07-29-E1024.u24	You've lightened all the formalities! A simple declarative regime... Frankly! We'll talk about it again, go to article 14!
ParlaMint-FR_2020-07-29-E1024.u25	The Minister for Solidarity and Health has the floor to give the Government's opinion.
ParlaMint-FR_2020-07-29-E1024.u26	Unfavorable opinion.
ParlaMint-FR_2020-07-29-E1024.u27	Amendment No 782 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-29-E1024.u28	I have before me three identical amendments, Nos 1024, 1045 and 1435. Mr Xavier Breton has the floor to support Amendment No. 1024.
ParlaMint-FR_2020-07-29-E1024.u29	Minister, thank you for being here tonight; and do not think I am harassing you about these couples who have more than two people.
ParlaMint-FR_2020-07-29-E1024.u30	It's a fixed idea!
ParlaMint-FR_2020-07-29-E1024.u31	But this amendment aims to mark that we are talking here about a couple of two people; Because no, it's not always the case! Type in Google's search window "three-to-three" and you will have many answers... It's possible, it's something that exists. Here I will take the example of the family-lgbt website, on which we read, about the troupe, that is to say, a group of three people leading a common life: "French law does not provide anything about the troupes. The word " troupe " is even unknown in the French legislative vocabulary. » "Meetings with more than two people are not unknown abroad. And we know, minister, that you will often look for foreign examples to justify your ethical choices... "In the Netherlands, civil union between three people has been recognised since 2005. In Colombia, as three-member unions are traditionally recognized, three-person marriage has been possible since 2017. » "Polygamy is also possible in some Muslim countries, such as the United Arab Emirates. I'm not the one who says it, again, I'm just reading the family-lgbt website... "However, this form of plural union is different from the troupe, because it is allowed only for men, as women have no direct connection with each other. It is therefore not a symmetrical relationship as between the members of a hole. These are nuances. "In France, trouples are currently discriminated against by law", etc. Answer us, instead of fleeing the National Assembly as you did last night: since you want to base filiation on the love and will of everyone, without rooting it in anything in a bodily reality, how will you forbid three people who love to say that they want to become parents? This is an important subject: we must tell our compatriots that we are creating legislation that will inevitably lead three, four or five people to ask to be parents, in the name of the fact that they are able to love. Four daddies, three moms... Everything is open as long as you do not base filiation, kinship – two synonyms, contrary to what we have heard – on sexual otherness, which is an objective reality of the bodies.
ParlaMint-FR_2020-07-29-E1024.u32	And the best interests of the child are not even mentioned here!
ParlaMint-FR_2020-07-29-E1024.u33	Amendment No 1045 by Mr Patrick Hetzel and Amendment No 1435, of which I am the first signatory, are being defended. What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u34	[[Applause on several benches in the LR group]] The committee has delivered an unfavourable opinion on these amendments. However, in my personal capacity, I am in favour of the common sense precision that you are proposing – even if I do not join you in everything you have just said.
ParlaMint-FR_2020-07-29-E1024.u35	What is the Government's opinion?
ParlaMint-FR_2020-07-29-E1024.u36	Mr. Breton, you've just given me a flashback, brought me back seven years! It is February 6, 2013, you take the microphone in the middle of debate of the law on marriage for all...
ParlaMint-FR_2020-07-29-E1024.u37	You were a socialist at the time!
ParlaMint-FR_2020-07-29-E1024.u38	[[Rires on the benches of the LaREM group. – Protests on the benches of the LR group]] ...and you denounce the openness to homosexual couples of the possibility of adopting, and the Government's so-called secret plan to allow troubles. And then you left in an explanation – I found the press articles, because it made you talk a little bit at the time. That evening, too, you mentioned a reference site, it was troupe.fr. I don't know if it was the same as today, if you've changed, if you're passionate about the troupe, or if you're preparing a PhD on the question... I allow myself this malice, since you haven't been with me since yesterday, Mr. Breton... I do not therefore resist the desire to point out to you that seven years ago, when Erwann Binet was sitting in the place of the rapporteur, occupied tonight by Jean-Louis Touraine, he told you that the Government did not support any plans to allow the trouples, and he was quite right! In any case, as the rapporteur has said, sometimes it is better to write things down, rewrite them and rewrite them again. Favourable opinion.
ParlaMint-FR_2020-07-29-E1024.u39	Minister, talk about the amendment!
ParlaMint-FR_2020-07-29-E1024.u40	Mr Julien Aubert has the floor for a point of order.
ParlaMint-FR_2020-07-29-E1024.u41	My point of order is based on Rule 50 of our Rules of Procedure. [[Smile]] [[Patrick Hetzel applauds]] The Minister's response is intended to provide arguments. I heard your comical trouper number, but that's not enough, even if you're in favor! The difference between Xavier Breton and you is that he hasn't changed his mind in seven years: he still has the same line.
ParlaMint-FR_2020-07-29-E1024.u42	I was for the LDC for all seven years ago, I didn't change either!
ParlaMint-FR_2020-07-29-E1024.u43	[[Brigitte Kuster applauds]] We would have liked to hear you say why you are in favour of this amendment.
ParlaMint-FR_2020-07-29-E1024.u44	[[Exclaims on a few benches in the LR group]] Your speech was, however, quite far from Article 50, my dear colleague. As far as I am concerned, I have the Government's opinion, which is enough for me. It is his freedom to express his views or not.
ParlaMint-FR_2020-07-29-E1024.u45	[[Smile]] I hope that Mr Breton will not now feel obliged to vote on the text!
ParlaMint-FR_2020-07-29-E1024.u46	Amendment No 277 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-29-E1024.u47	I have before me four amendments, Nos 832, 1378, 1377 and 17, which may be submitted to a joint debate. I call Mr Thibault Bazin to support Amendment No. 832.
ParlaMint-FR_2020-07-29-E1024.u48	I will be brief, because we are subject to the scheduled legislative time. At the end of paragraph 24, you write that embryos may be affected by a "quality problem". However, this notion of quality makes me fear, in the light of the bill as a whole, a profound eugenic drift. I would prefer that we say that embryos can be "damaged."
ParlaMint-FR_2020-07-29-E1024.u49	That's better! It's more precise.
ParlaMint-FR_2020-07-29-E1024.u50	It's very important!
ParlaMint-FR_2020-07-29-E1024.u51	Mr Pascal Brindeau has the floor in support of Amendments Nos 1378 and 1377, which can be presented together.
ParlaMint-FR_2020-07-29-E1024.u52	These two amendments do have the same objective. We had this debate at first reading: the word "quality" is a problem; It is so subject to interpretation that one can fear drifts in the future. That is why Amendment No 1378 is intended to replace the concept of "quality" with that of "characteristics", although I agree that it is not entirely appropriate – we have already talked about it. As for Amendment No 1377, it tends to retain the word 'quality', but by adding to it the words 'appreciated in molecular biology', which I believe to be perfectly explicit. This amendment therefore seems to me to receive the favourable opinion of the Special Commission and the Government.
ParlaMint-FR_2020-07-29-E1024.u53	Mr Xavier Breton has the floor to support Amendment No. 17.
ParlaMint-FR_2020-07-29-E1024.u54	It is defended, because of the scheduled legislative time.
ParlaMint-FR_2020-07-29-E1024.u55	What is the committee's opinion on these four amendments?
ParlaMint-FR_2020-07-29-E1024.u56	The notion of "damaged embryo" seems to me rather vague and, in any case, more subject to interpretation than the words "quality problem".
ParlaMint-FR_2020-07-29-E1024.u57	What is the quality of an embryo?
ParlaMint-FR_2020-07-29-E1024.u58	Your amendment, Mr Bazin, may result in the maintenance of embryo transfers even though a pre-implantation diagnosis – IPR – may have been performed to detect a genetic disease in order to avoid the re-implantation of a sick embryo. By retaining your formulation, we would expose ourselves to interpretations that might vary from one laboratory to another. In any case, it is not sufficiently precise. As for the wording you are proposing, Mr. Brindeau, it is more vague than the wording in the text. On the other hand, the precision "appreciated in molecular biology", or "cell", would be too restrictive. Paragraph 24, rather general, provides that in the event of a quality problem, the embryo is considered not to be usable. We are not trying to specify the anomaly in question.
ParlaMint-FR_2020-07-29-E1024.u59	Wait a minute, what are you saying?
ParlaMint-FR_2020-07-29-E1024.u60	"Useable" means "undamaged".
ParlaMint-FR_2020-07-29-E1024.u61	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2020-07-29-E1024.u62	In fact, Mr rapporteur, you have just allowed Amendment No 832 by Mr Bazin.
ParlaMint-FR_2020-07-29-E1024.u63	Of course!
ParlaMint-FR_2020-07-29-E1024.u64	If you say that the notion of quality refers to the damaged or undamaged nature of an embryo, then it is appropriate to adopt Mr Bazin's amendment. An overly broad interpretation of the notion of quality could lead us, tomorrow, to consider that an embryo is not of quality if it does not gather certain genetic characteristics or if it does not obtain certain elements, such as a colour of eyes for example – we would then be in eugenics.
ParlaMint-FR_2020-07-29-E1024.u65	That's exactly it!
ParlaMint-FR_2020-07-29-E1024.u66	We simply want to establish a very clear barrier between the assessment of the damaged or undamaged character of an embryo and practices that would be quite different.
ParlaMint-FR_2020-07-29-E1024.u67	The rapporteur has the floor.
ParlaMint-FR_2020-07-29-E1024.u68	I don't know if it's worth talking about for a very long time... For my part, I did not mention "damaged" or "undamaged" embryos. I limited myself to saying that it was desirable that the embryos should be of satisfactory quality.
ParlaMint-FR_2020-07-29-E1024.u69	But what does that mean?
ParlaMint-FR_2020-07-29-E1024.u70	This formulation is likely to refer to several types of abnormalities, be they morphological, cellular, molecular or genetic. It was voluntarily retained in the text. It would therefore seem unreasonable to me to replace her.
ParlaMint-FR_2020-07-29-E1024.u71	Mr Thibault Bazin has the floor.
ParlaMint-FR_2020-07-29-E1024.u72	[[Applause on the benches of the LR group]] As soon as the therapeutic criterion for access to medical assistance in reproduction is removed, how far will it go, through the IPR – which you have mentioned in giving the opinion of the Commission – in the selection of embryos? Tomorrow, worried parents, such as a heterosexual couple, may want to check that their child has such or such morphological or genetic characteristics – I repeat your terms. Our deep concern about possible eugenic drifts or initial sorting of embryos is therefore legitimate. The notion of quality is a problem for us in relation to your bill as a whole. That is the heart of the problem: there can be drifts, and they must be avoided.
ParlaMint-FR_2020-07-29-E1024.u73	Mr Xavier Breton has the floor.
ParlaMint-FR_2020-07-29-E1024.u74	[[Protests on the benches of the LaREM group]] It is indeed important that we deepen this point, because you are in a logic of making children, of producing, with, in sight, "the child zero defect".
ParlaMint-FR_2020-07-29-E1024.u75	The perfect child!
ParlaMint-FR_2020-07-29-E1024.u76	In the information report which prepared this revision of the rules of bioethics, you have not been moved, Mr rapporteur, by the hypothesis of an artificial uterus. Note that I respect your consistency: at least you are not hypocrite like those who claim that it is not on the agenda, while we know that everything is written to go towards sexless procreation; You even post it as a principle, and you assume your position. For our part, we are in favour of procreation with sex, although we are in favour of remedying in some cases, in a palliative and exceptional way, the impossibility of procreation. In short, you are for the manufacture of children. The notion of quality is relevant when buying a piece of furniture from Ikea or Conforama, or a drill at Castorama. The good quality of the product can then be discussed. In this case, we are talking about embryos. You'll tell me that an embryo is just a pile of cells. There are people who claim it and claim that there is absolutely no human life in the embryo. But you and I were embryos. We therefore wonder about the nature of the embryo, just as humanity has been doing for centuries and will continue to do so, do you not mind. [[Applause on a few benches of the LR group]] By retaining the notion of quality, you enter into a manufacturing logic. Is it therefore a question of determining whether the embryo has a certain quality and checking boxes? I at least recognize this consistency, Mr rapporteur: you are advocating a humanity that is made from beginning to end. That's why you're in favour of euthanasia. You are in favour of a complete mastery of life, refusing to accept it as it is, and then to show solidarity in order to deal with imperfections – we all have them – especially in order to help those who suffer from a serious handicap. You are for the elimination of these handicaps. I repeat, we are fighting this manufacturing logic.
ParlaMint-FR_2020-07-29-E1024.u77	Mr Julien Aubert has the floor.
ParlaMint-FR_2020-07-29-E1024.u78	[[Applause on the benches of the LR group. – Mrs Agnes Chill and Mrs Valérie Six also applaud]] Mr rapporteur, you have pronounced the words "genetic" and "DPI-A" – pre-implantation diagnosis with search for aneuploidies. So my question is this: Does an embryo carrying Down syndrome 21 have, according to your conception, a quality problem? It's the bottom of the story.
ParlaMint-FR_2020-07-29-E1024.u79	The Minister has the floor.
ParlaMint-FR_2020-07-29-E1024.u80	There's some confusion. It is not at all a genetic analysis that establishes the quality of an embryo.
ParlaMint-FR_2020-07-29-E1024.u81	This idea doesn't come from us!
ParlaMint-FR_2020-07-29-E1024.u82	She's from the rapporteur!
ParlaMint-FR_2020-07-29-E1024.u83	It is a microscope analysis, which consists of observing the segmentation and external appearance of an embryo. This in no way serves to make genetic selection, and the assessment of quality is not based on genetic criteria, be completely reassured. To close the debate, this terminology – which one can certainly criticize – has been included in the law since 2004 and has been retained every time bioethics laws are revised. When you know the meaning of the word "quality", there is no reason to feed such fears. I therefore invite the authors of the amendments to withdraw them.
ParlaMint-FR_2020-07-29-E1024.u84	The rapporteur has the floor.
ParlaMint-FR_2020-07-29-E1024.u85	As the minister has just pointed out, this terminology was included in the legislation in 2004 by a right-wing majority, and no one has ever felt the need to change it.
ParlaMint-FR_2020-07-29-E1024.u86	Yes, we had discussed it in 2011.
ParlaMint-FR_2020-07-29-E1024.u87	Of course, but the terminology has been retained.
ParlaMint-FR_2020-07-29-E1024.u88	However, we had discussed it.
ParlaMint-FR_2020-07-29-E1024.u89	The analysis discussed, to which all embryos are subjected before being implanted, is a morphological analysis under the microscope. Either the result is deemed satisfactory and the embryo is re-implanted, or it is not satisfactory and it is ruled out – and we know that, unfortunately, the majority of embryos are not destined to thrive until birth. This analysis is subsequently supplemented by genetic tests only if a genetic disease exists in the family of future parents. That is the practice. There is no reason to fear any eugenicism or drift: it is a practice universally applied by all laboratories in the world concerned with fertilization, and one that gives satisfaction. It can be called in one way or another, but the least inaccurate formulation is that good quality embryos and poor quality embryos are morphologically distinguished. That is why the opinion is unfavourable on these amendments.
ParlaMint-FR_2020-07-29-E1024.u90	Amendment No 281 by Mrs Emmanuelle Ménard is being defended.
ParlaMint-FR_2020-07-29-E1024.u91	Because of the scheduled legislative time!
ParlaMint-FR_2020-07-29-E1024.u92	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u93	He's unfavorable.
ParlaMint-FR_2020-07-29-E1024.u94	What is the Government's opinion?
ParlaMint-FR_2020-07-29-E1024.u95	It is also unfavourable.
ParlaMint-FR_2020-07-29-E1024.u96	Mrs Emmanuelle Ménard has the floor for a point of order.
ParlaMint-FR_2020-07-29-E1024.u97	It is based on Article 49 on scheduled legislative time discussions. The Conference of Presidents decided to organise the examination of this text in accordance with this procedure and graciously allocated thirty minutes of speaking time to all non-attached Members.
ParlaMint-FR_2020-07-29-E1024.u98	Make up a group!
ParlaMint-FR_2020-07-29-E1024.u99	Therefore, since yesterday at twenty-two hours, Members who are not registered can no longer support their amendments, the 30 minutes gracefully granted having passed.
ParlaMint-FR_2020-07-29-E1024.u100	Twenty minutes devoted to the title of title I...
ParlaMint-FR_2020-07-29-E1024.u101	[[Applause on the benches of the LR group]] But the impossibility for us to support our amendments – we are nevertheless present to say "defended" to their appeal, you will have noticed – does not imply a lack of response from the rapporteur and the minister.
ParlaMint-FR_2020-07-29-E1024.u102	That's right!
ParlaMint-FR_2020-07-29-E1024.u103	We must respect those who are not registered!
ParlaMint-FR_2020-07-29-E1024.u104	[[Mrs. Agnes Thill applauds]] It would be the least of all things to respond to our amendments, and it would be all the more appreciative about the one which has just been examined at the moment, because it refers to the free disposition of embryos, a subject that cannot be swept away. The majority, who are lauding us over time in a calm, enlightened and calm debate, could at least have the decency to respect non-attached Members by responding to their amendments.
ParlaMint-FR_2020-07-29-E1024.u105	I have before me three amendments, Nos 18, 147 and 1329, which can be discussed jointly. Amendments Nos 18 and 147 are identical. Mr Xavier Breton has the floor to support Amendment No. 18.
ParlaMint-FR_2020-07-29-E1024.u106	He's forbidden. I also call on the minister and the rapporteur to respond to the amendments made by the non-attached Members. The Constitutional Council will have to refer to our debates, whether it is just after the passing of the law, if it is to be voted on, or in the context of a priority issue of constitutionality. The fact that you do not respond to the non-attached amendments poses a real problem for parliamentary work. (Applause from a few benches of the LR group. – Mrs Emmanuelle Ménard and Mrs Agnes Thill also applaud.)
ParlaMint-FR_2020-07-29-E1024.u107	Amendments Nos 147 by Mr Patrick Hetzel and 1329 by Mr Marc Le Fur are being defended. What is the committee's opinion on these three amendments?
ParlaMint-FR_2020-07-29-E1024.u108	Disadvantaged, as they aim to eliminate the possibility for an unmarried woman to receive embryos.
ParlaMint-FR_2020-07-29-E1024.u109	Amendments Nos 2222 and 1330 by Mr Le Fur are being defended.
ParlaMint-FR_2020-07-29-E1024.u110	President Le Fur has tabled many amendments!
ParlaMint-FR_2020-07-29-E1024.u111	Amendment No 815 by Mrs Agnes Thill is being defended.
ParlaMint-FR_2020-07-29-E1024.u112	Because of the scheduled legislative time!
ParlaMint-FR_2020-07-29-E1024.u113	What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u114	Unfavorable notice, as it would be a serious step backwards for all people who suffer from infertility.
ParlaMint-FR_2020-07-29-E1024.u115	Amendments Nos 810, 804 and 807 by Mrs Agnes Thill are being defended.
ParlaMint-FR_2020-07-29-E1024.u116	Amendment No 657 by Mrs Agnes Thill is being defended. What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u117	Unfavorable. It is a matter of sticking to what the law n° 2019-222 of 23 March 2019 of programming 2018-2022 and of reform for the justice, that is to say the passage before notary.
ParlaMint-FR_2020-07-29-E1024.u118	I have before me two amendments, Nos 1422 and 833, which can be discussed jointly. I call Mr Dharréville to support Amendment No. 1422.
ParlaMint-FR_2020-07-29-E1024.u119	It is a matter of putting the judge at the heart of the process of medical assistance in procreation. This text does not escape a trend that we have already observed: the right of medical assistance to procreation was previously in the hands of the judges and the registrar; It's going to be exclusively between notaries. However, we believe that this process must be guaranteed to the end by the public service. It is therefore necessary for the judge to be the official in this area, including in order not to create inequalities and to allow those who wish to engage in this process free access to all the necessary provisions, in the framework of a free public service. Finally, we are anxious to give this act all the importance it must have: the passage before a notary does not have the same symbolic value, the same solemnity as the passage before a judge.
ParlaMint-FR_2020-07-29-E1024.u120	I call Mr Thibault Bazin to support Amendment No. 833.
ParlaMint-FR_2020-07-29-E1024.u121	The judge can verify that the interests of the child...
ParlaMint-FR_2020-07-29-E1024.u122	No, no! Speak in the microphone!
ParlaMint-FR_2020-07-29-E1024.u123	Didn't you hear?
ParlaMint-FR_2020-07-29-E1024.u124	No!
ParlaMint-FR_2020-07-29-E1024.u125	[[Smile]] Defendant!
ParlaMint-FR_2020-07-29-E1024.u126	Mr. Bazin's smart!
ParlaMint-FR_2020-07-29-E1024.u127	What is the committee's opinion on these two amendments?
ParlaMint-FR_2020-07-29-E1024.u128	These amendments tend to replace the judge with the notary. The Justice Programming and Reform Act sought to preserve the judicial institution by allowing it to focus on its priority tasks. She therefore decided that we would now pass before the notary, and not before the judge. Moreover, the process is much faster in a notary and the advantages, for couples, are much more numerous than the disadvantages. Let's not go back to the 2019 law.
ParlaMint-FR_2020-07-29-E1024.u129	What is the Government's opinion?
ParlaMint-FR_2020-07-29-E1024.u130	Unfavorable.
ParlaMint-FR_2020-07-29-E1024.u131	Mr Pierre Dharréville has the floor.
ParlaMint-FR_2020-07-29-E1024.u132	In order for justice to focus on its priority tasks and to enjoy the benefits you are talking about, it will be necessary to pay a notarized fee of 250 euros. The decision is not entirely neutral. It would be useful to vote on our amendment.
ParlaMint-FR_2020-07-29-E1024.u133	I have before me five amendments, Nos 20, 149, 1380, 303 and 1331, which can be discussed jointly. Amendments Nos 20 and 149, on the one hand, and 303 and 1331, on the other hand, are identical. Amendments Nos 20 by Mr Xavier Breton and 149 by Mr Patrick Hetzel are being defended. Mr Pascal Brindeau has the floor to support Amendment No. 1380.
ParlaMint-FR_2020-07-29-E1024.u134	The aim is to allow consent to be obtained either by the notary or by the judge. As you defend access to the LDC without discrimination of a financial or resource nature, I do not see in the name of what you would refuse to leave that choice.
ParlaMint-FR_2020-07-29-E1024.u135	Mrs Agnes Thill has the floor to support Amendment No. 303.
ParlaMint-FR_2020-07-29-E1024.u136	We need to hear the words of the non-registrants a little! [[Applause from non-attached Members]] It was regrettable that the Government was evicting the judge, even though it was understood that he was guided by a logic of unburdening the courts. This is contrary to the interests of the child. In fact, unlike the notary, the judge may order an investigation or assess the quality of a testimony. He would therefore be most able to obtain the consent of both members of the couple or of the unmarried woman.
ParlaMint-FR_2020-07-29-E1024.u137	Amendment No 1331 by Mr Le Fur is being defended. What is the committee's opinion on these five amendments?
ParlaMint-FR_2020-07-29-E1024.u138	Unfavorable opinion, for the same reasons as before. This would be to replace the family judge with the notary. We propose to remain with the original text.
ParlaMint-FR_2020-07-29-E1024.u139	What is the Government's opinion?
ParlaMint-FR_2020-07-29-E1024.u140	Unfavorable.
ParlaMint-FR_2020-07-29-E1024.u141	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2020-07-29-E1024.u142	As far as our amendment is concerned, it is not a substitution, but the possibility of choosing between one or the other.
ParlaMint-FR_2020-07-29-E1024.u143	Amendment No 306 by Mrs Emmanuelle Ménard is not supported. What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u144	That's an unfavorable opinion. It would be a matter of limiting the acceptance of embryos to heterosexual couples, which is contrary to the spirit of the bill.
ParlaMint-FR_2020-07-29-E1024.u145	Amendment No 304 by Mrs Emmanuelle Ménard is being defended. What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u146	Also unfavorable. The inability of donors and host women to know their respective identities has no bearing on the child's right to know his or her origin.
ParlaMint-FR_2020-07-29-E1024.u147	Amendment No 332 by Mrs Marie-France Lorho is being defended. What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u148	Unfavorable. The purpose of this amendment is to create a specific way of knowing the identity of the donor, even though this matter is dealt with in clause 3 of our bill.
ParlaMint-FR_2020-07-29-E1024.u149	Amendment No 346 by Mrs Annie Genevard is being defended. What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u150	It would be a mistake to replace the word "medical" with the word "therapeutic" because it is not necessarily a curative action.
ParlaMint-FR_2020-07-29-E1024.u151	Amendments Nos 1332 and 1333 by Mr Le Fur are being defended.
ParlaMint-FR_2020-07-29-E1024.u152	Amendment No 308 by Mrs Emmanuelle Ménard is being defended. What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u153	I do not see what this amendment is doing here: it tends to prohibit the transfer of embryos for a GPA, whereas GPA is prohibited in France. The amendment is therefore satisfied.
ParlaMint-FR_2020-07-29-E1024.u154	The identical amendments No 1025 by Mr Xavier Breton, No 1046 by Mr Patrick Hetzel and No 1436 by which I am the first signatory are defended.
ParlaMint-FR_2020-07-29-E1024.u155	It is up to me to say that Amendment No 1436 is being defended. It is forbidden for the president to say "defended".
ParlaMint-FR_2020-07-29-E1024.u156	No, he has the right. What is the opinion of the committee on these three identical amendments?
ParlaMint-FR_2020-07-29-E1024.u157	These amendments, which concern respect for the principle of free donation, represent a pleonasm with paragraph 32 itself. Moreover, if, along or downstream of this law, national campaigns to raise awareness of the shortages you are referring to are actually carried out, I will be the first to be pleased. Unfavorable opinion.
ParlaMint-FR_2020-07-29-E1024.u158	I have before me three identical amendments, Nos 21, 150 and 1437. Amendment No 21 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 150.
ParlaMint-FR_2020-07-29-E1024.u159	It is defended, because of the scheduled legislative time.
ParlaMint-FR_2020-07-29-E1024.u160	Mr Julien Aubert has the floor to support Amendment No. 1437.
ParlaMint-FR_2020-07-29-E1024.u161	It is defended, because of the scheduled legislative time.
ParlaMint-FR_2020-07-29-E1024.u162	Amendment No 311 by Mrs Emmanuelle Ménard is being defended. What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u163	The text refers to "the embryo", not "the unborn child". The definition of the embryo and of the unborn child are distinct. The current terminology should be retained.
ParlaMint-FR_2020-07-29-E1024.u164	Identical amendments No 1026 by Mr Xavier Breton, No 1047 by Mr Patrick Hetzel, No 1438 by Mr Marc Le Fur, No 2098 by Mr Bernard Perrut are being defended. What is the opinion of the committee?
ParlaMint-FR_2020-07-29-E1024.u165	Unfavorable opinion. Contrary to what these amendments suggest, the screening tests mentioned in paragraph 33 do not concern embryos, but donors. The aim is to ensure that they do not carry a communicable disease.
ParlaMint-FR_2020-07-29-E1024.u166	I have before me two identical amendments, Nos 290 and 1749, as corrected. Amendment No 290 by Mrs Marine Brenier is being defended. I call Mr Remi Delatte to support Amendment No. 1749, as corrected.
