ParlaMint-FR_2020-07-31-E1028.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2658, 3181).
ParlaMint-FR_2020-07-31-E1028.u28	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2020-07-31-E1028.u29	[[Exclaims on the banks of the LaREM Group]] It doesn't matter, minister, whether the mail was sent or not, the Chancellery had to follow the work. Let us also develop our arguments, instead of constantly vociating! So during the special committee, we alerted about the holding of this fair. You followed our work, and the report states that. So you can't sweep the subject with a backhand: the Ministry of Justice has been aware for several weeks, what is it doing about this show?
ParlaMint-FR_2020-07-31-E1028.u30	The text!
ParlaMint-FR_2020-07-31-E1028.u31	With regard to article 4 bis, the Senate's work emphasizes the need to move along the path of adoption. I note with interest, Mr. Keeper of the Seals, that this morning you confirm the relevance of this legal route. It's important. I have before me a decision of the European Court of Human Rights of 16 July, which is therefore very recent, according to which adoption produces effects of the same kind as transcription of the foreign birth certificate with regard to the recognition of the bond of filiation between the child and the mother of intention. Thibault Bazin has already asked you the question, but you have not answered it: what does the Government intend to do to combat GPA effectively? Because I have noted that the rapporteur spoke to us earlier about procreation for others. So let's make it clear: GPA is about the exploitation of people, the exploitation of reproduction, against which we must fight vigorously. [[Applause on a few benches of the LR group]] Mr. Keeper of the Seals, does the French Government intend to take a firm position, and perhaps to be the spearhead of a ban on pregnancy for others, which is modern slavery?
ParlaMint-FR_2020-07-31-E1028.u32	It's forbidden!
ParlaMint-FR_2020-07-31-E1028.u33	Mr Guillaume Chiche has the floor.
ParlaMint-FR_2020-07-31-E1028.u34	Through these amendments, it is not a question of legalizing a prohibited practice in the national territory, gestation for others. However, some French families travel abroad to resort to this practice. In doing so, they do not violate any law: they comply with the rules of the country in which the GPA takes place. The establishment of filiation for children born to GPA abroad takes an unbearable time. Jean-Louis Touraine referred to an 18-year delay for the Mennesson family. Even if the deadlines can be shorter today, Mr. Keeper of the Seals, admit that the fact of having to wait several years before seeing the recognition of parenthood between parents and children is profoundly inhuman. Children are left with the greatest legal insecurity. We make ghosts of the Republic of these children who cannot be accompanied by their parents to the doctor for lack of filiation, or cannot enjoy a full life in the eyes of the administrations for lack of parental authority. The purpose of the amendment is simply to establish filiation and to provide legal certainty to children born to GPA abroad. It is not intended to encourage this practice: it is not to allow children to support the choices of people who use GPA. We need to move forward in this area, which is why I will support the amendments. To give substance to their desire to found a family, people are forced to resort to pregnancy for others, certainly not for pleasure given the risks involved – financial, health, legal insecurity. The absence of filiation is not enough to deter them from doing so. To say that an easier and faster establishment of filiation would be an incentive to use GPA seems to me a specious argument: the reality is that people are doing well abroad, despite the obstacles, to conduct GPA. I have great respect for Monique Limon's work with all stakeholders for many months to improve adoption processes. But I repeat clearly here, asking families to adopt their own children is deeply shocking. At the origin of a parenting project, there is a desire to found a family, regardless of the mode of procreation. To explain to these people that they will, regardless of their desire to transmit love to their children, have to go through adoption to be recognized as parents seems morally unacceptable to me. Dear Mr Limon, I understand that the adoption deadlines should be very short, but children will still find themselves in a certain legal uncertainty throughout the process. That is why I will vote in favour of the amendments.
ParlaMint-FR_2020-07-31-E1028.u35	Mr Roland Lescure has the floor.
ParlaMint-FR_2020-07-31-E1028.u36	I was convinced by the Minister's commitment to quickly issue a circular to ensure that consular staff, some of whom are civil registrars of the Ministry of the Interior and others of liaison magistrates, deal diligently with these matters. Mr. Hetzel, let's not caricaturate! I know families in the United States who have had children by GPA...
ParlaMint-FR_2020-07-31-E1028.u37	He's an expert talking!
ParlaMint-FR_2020-07-31-E1028.u38	... without any compensation from the mother, in full transparency and in full local legality. Of course, we do not want to legalize GPA in France, and that is my case, but let us not caricaturate it! You talked about slavery,...
ParlaMint-FR_2020-07-31-E1028.u39	Yes!
ParlaMint-FR_2020-07-31-E1028.u40	... while we study family and personal situations quite honorable and legal in some countries. Let us keep the height that we have not left since the beginning of the debates.
ParlaMint-FR_2020-07-31-E1028.u41	Mr Jean-Louis Touraine has the floor.
ParlaMint-FR_2020-07-31-E1028.u42	The text does not refer to GPA.
ParlaMint-FR_2020-07-31-E1028.u43	Of course you do, Mr. Touraine!
ParlaMint-FR_2020-07-31-E1028.u44	[[Exclaims on the benches of the LR group]] GPA is prohibited in France, point. You, ladies and gentlemen, who are most committed to tradition, sometimes campaign for a voluntary termination of pregnancy for fetuses resulting from rape. You accept that their mother is recognized as such, even if you disapprove of the crime of rape. Continue to disapprove of the GPA, to want to maintain its ban, but let the children benefit from a mother, their mother who raises them and loves them! Don't ask mothers to adopt their own children! Adoption has never been conceived for this purpose: adoption is for children who do not have parents.
ParlaMint-FR_2020-07-31-E1028.u45	What you're saying is huge, Mr. Touraine! Go on like this!
ParlaMint-FR_2020-07-31-E1028.u46	This is outrageous!
ParlaMint-FR_2020-07-31-E1028.u47	The rapporteur has the floor.
ParlaMint-FR_2020-07-31-E1028.u48	[[Applause on several benches of the LaREM group]] Far from me the idea of establishing hierarchies and comparisons that are not right. Mr Hetzel, the keeper of the seals quoted the penal code and I quoted the civil code: several provisions prohibit the GPA in France. They are not changed. On the other hand, you cannot call for French law to apply on the whole planet! Each state has its own laws, and we must respect foreign laws.
ParlaMint-FR_2020-07-31-E1028.u49	What hypocrisy!
ParlaMint-FR_2020-07-31-E1028.u50	We do not have to make a judgment in this House on the choices made abroad or to seek to impose our legislation. In some states, GPA or PPP procedures appear to be taking place, according to some doctrines, even though I have not studied them in detail, in a so-called ethical manner. In other places, as you have pointed out, we see trafficking of young women, instrumentalization of women's bodies, and even violent maneuvers. This is clearly contrary to all our ethical principles and fundamental rights. We are therefore totally unfavorable. We can call, at the international level, and it seems to me that the President of the Republic has already expressed his opinion on the subject, that ethical states, like France and others, should, in the framework of the Hague Conference process, impose measures to prevent trafficking and violence against women. We can call for such an international decision, but we cannot legislate in this direction. The case law was not stabilized at the beginning of the long Mennesson case, but it has been since 2015, when public policy considerations were dealt with but when the Mennesson spouses ceased to want to resort to adoption to another way. All those who defend the automatic transcription of foreign civil registration documents in the French civil register refer to the legal security of the child. I have to tell them that, as a matter of law, this transcript is much less secure than a judicial decision. A transcript of a foreign act is like a translation, but it is not a parentage on the merits.
ParlaMint-FR_2020-07-31-E1028.u51	Of course.
ParlaMint-FR_2020-07-31-E1028.u52	[[Applause on several benches of the LaREM group and a few benches of the MODEM group]] Once the transcript has been made, it is still possible to challenge the child's filiation on the merits, so it does not provide legal certainty. That is why I would like to highlight Mrs Limon's work, which will enable these children to be kept safe forever by means of rapid and sincere adoption. Once the adoption has been pronounced within a reasonable time frame and is respectful of the families, it will guarantee them a lasting filiation. That's what we want to offer them! We want to welcome these children to France for a long time and to provide them with legal certainty. From this point of view, the transcript is not satisfactory.
ParlaMint-FR_2020-07-31-E1028.u53	It is Mr. Keeper of the Seals who has the floor.
ParlaMint-FR_2020-07-31-E1028.u54	Mr Chiche, the real problem is that of the deadline. We are obviously not insensitive to this question, and every effort will be made to shorten the deadlines, because this period is unbearable for children, as you said. But at the same time, no one can fear the control of the judge, who brings security. Let's stop pretending we didn't get to know the texts! Let us read article 16-7 of the Civil Code: "Any convention relating to procreation or pregnancy on behalf of others shall be null and void". That is the positive French law, it is clear! Don't ask us what we're doing to reaffirm our opposition to GPA!
ParlaMint-FR_2020-07-31-E1028.u55	It's the app that counts!
ParlaMint-FR_2020-07-31-E1028.u56	[[Applause on several benches of the LaREM group and a few benches of the MODEM group]] Everything is written in full letter in the positive law, in the civil code and in the penal code, which I have both quoted, Mr.
ParlaMint-FR_2020-07-31-E1028.u57	Mr Guillaume Chiche has the floor.
ParlaMint-FR_2020-07-31-E1028.u58	I do not question your determination and sincerity to find solutions for all these families, Mr. Keeper of the Seals, I say it without any flaring. We are all well aware of the problem of the legal security of these children. However, these sometimes dramatic situations have lasted for several decades. The work that we are putting forward, particularly those of Monique Limon, began several months ago, perhaps even a little more than a year ago: I confess to you being afraid and uncomfortable, as a member of the national representation, at the idea of explaining to families that we will have to wait a little more, after several decades in the expectation, and in a dramatic situation. Since the beginning of the quinquennium and the installation of the fifteenth legislature in 2017, parliamentary groups have taken up this problem. The time has passed, and only two years left for your majority and the Government to act, including only fifteen to seventeen months to legislate. I am afraid, however, that upon arrival, actors who share your will will will will remain unable to reform the adoption processes, to issue coercive circulars to the judiciary and to develop a fluid parenting mechanism for the recognition of children born to a GPA abroad. Without calling into question your commitment, your determination and your sincerity, I will therefore support these amendments, because, despite their imperfections, they have the merit of providing an answer, which will have to be enriched in the coming months or years.
ParlaMint-FR_2020-07-31-E1028.u59	Mr Jean François Mbaye has the floor.
ParlaMint-FR_2020-07-31-E1028.u60	I would like to welcome your comments, Madam rapporteur, on the recognition of children born to a GPA abroad. I am one of those who tabled amendments at first and second reading on the subject. Mr. Keeper of the Seals, I would also like to thank you sincerely for your comments. As you know a man faithful to his word and attached, as you have recently recalled, to the provisions of the European Convention on Human Rights, on which my Amendment No 1072, which is to come a little further, I take note, before the national representative and our colleagues who spoke this morning, of your willingness to draw up quickly a mechanism that will put an end to the current legal uncertainty. Jean-Louis Touraine recalled the story of the Mennesson spouses: when I started my bioethics law courses, our first study case was about them. I'll pass on the decisions we've reviewed on surrogate mothers' agreements. We are obviously sorry for Sylvie Mennesson, who had to wait for the majority of her binoculars to have a strong legal link between her and her daughters. If Sylvie Mennesson had died, how would children's rights have been restored? [[Applause on several benches of the LaREM group and a few benches of the MODEM group]] Mr President, I therefore withdraw Amendment No 1072 in the light of the words of the seal keeper.
ParlaMint-FR_2020-07-31-E1028.u61	Mrs Monique Limon has the floor.
ParlaMint-FR_2020-07-31-E1028.u62	There is legislative time and time for the appropriation of the evolution of morals: we are currently living an important moment, since we will be able to propose an effective mechanism, giving, as soon as possible, a reliable legal status to children born of a GPA abroad. These children, as has been said, are not responsible for their situation: they are children who, like all others, need stability and security. At the same time, stability and security require us to make sure that the facts surrounding their birth are true. It is not possible to act as if their pregnancy and birth had taken place under normal conditions. I will say the same for children adopted abroad. It is well known, as the rapporteur has pointed out, that not all countries operate in the same way. In the light of our country's values and what we stand for, we must ensure the same security and status for these and other children. Be sure we finally get to the point where we can do it. [[Applause on several benches of the LaREM and MODEM groups]] Perhaps one of the avenues would be to provide additional resources to the Central Civil Registry Service, located in Nantes, which is overwhelmed by demands. Perhaps the improvement could simply go through that.
ParlaMint-FR_2020-07-31-E1028.u63	Mrs Annie Genevard has the floor.
ParlaMint-FR_2020-07-31-E1028.u64	When we began our examination of the text, we told you that the GPA would be invited into the debate. She invited herself to it at first reading, she invited herself to it at second reading...
ParlaMint-FR_2020-07-31-E1028.u65	You're inviting him!
ParlaMint-FR_2020-07-31-E1028.u66	... and it will continue to do so, because, as we have said on several occasions, the extension of medically assisted procreation – LDCs – whatever you say, may lead us, no doubt, to discuss, in a few years' time, the recognition of GPA. Some of us, not everyone here, are totally hostile, for the ethical reasons that everyone knows. We regularly see reports on foreign establishments in which women are almost reclused, at least very poor, and exploited. All those who cry out for violence against women should join us in this fight because, while we must of course think about children, we must also think about those women who are in a situation of exploitation. There is a lot of hypocrisy on this subject. While I believe that the majority of us are moved by the current practices of GPA, the press regularly refers to prominent personalities in the political or media world who have resorted to this practice. No one's worried about it. On the contrary: we look at their pretty little boys with kindness. In other words, even if we condemn GPA, we see the effects everywhere in our country. The Désir d'enfant show, already mentioned, even promotes it. That is the reality. We therefore need to find in French law – on this point, I am falsely registering myself against the rapporteur's comments – the means of resisting. For the moment, we can condemn only the intermediary, and we know that this is not enough. Under the Taubira circular and the additional steps that followed it, France was obliged to recognize these children – knowing that, as soon as one speaks of a child, one can only be sensitive to his situation and that, as Mrs Taubira has often said, one cannot create a stateless person. [[Applause on several benches in the LR group]] We are making proposals to introduce into our right to resist. Otherwise, the ban on GPA will remain a chimera – if I dare say so! – a glamour, a good intention that we like to repeat without however finding concrete solutions to prevent a reality that we deplore.
ParlaMint-FR_2020-07-31-E1028.u67	Mr Thibault Bazin has the floor.
ParlaMint-FR_2020-07-31-E1028.u68	Mr. Keeper of Seals, you already master the art of "at the same time", which consists of saying a lot and doing little.
ParlaMint-FR_2020-07-31-E1028.u69	That's right!
ParlaMint-FR_2020-07-31-E1028.u70	Hospital and charity...
ParlaMint-FR_2020-07-31-E1028.u71	Ladies and gentlemen of the majority, your remarks tend to relativize what pregnancy is for others. I am concerned about your semantics, since it is intended to conceal the reality and the ethical problem posed by such a practice. You are making a mask, Madam rapporteur, by now speaking of procreation for others.
ParlaMint-FR_2020-07-31-E1028.u72	That's not what I said.
ParlaMint-FR_2020-07-31-E1028.u73	What a hypocrisy to say no to the GPA and, perhaps, to the PPA! Mr. Keeper of the Seals, in France, we cannot conclude a contract on the woman's body. Our legislation does not allow this. Therefore, why let certain actors promote it with impunity? Why can they offer legal advice to those who are thinking of doing a GPA abroad? What instructions will you give in this regard? You can't get rid of it, at a time when the evidence on the GPA is multiplying. You're announcing a circular, which we're worried about, because we're talking about circulars with every societal reform. After the blind spots contained in articles 1, 2, 3 and 4, you tell us, in article 4 bis, that our legislation must be supplemented. If we want to dissuade our compatriots from embarking on GPAs tomorrow, sanctions must be provided, including if they go abroad. We are also doing so in order to punish sexual assaults by French people on minors in countries where they are not repressed.
ParlaMint-FR_2020-07-31-E1028.u74	This has nothing to do with it!
ParlaMint-FR_2020-07-31-E1028.u75	Since you want us to quote articles, I refer you to article 222-22, paragraph 3, of the Criminal Code. Mr. Keeper of the Seals, are you going to tell the French that tomorrow trying to use a woman's belly abroad is a scandalous practice, that you will fight by all the means offered by your ministry?
ParlaMint-FR_2020-07-31-E1028.u76	Very good question!
ParlaMint-FR_2020-07-31-E1028.u77	It is Mr. Keeper of the Seals who has the floor.
ParlaMint-FR_2020-07-31-E1028.u78	[[Applause on several benches of the LaREM and MODEM groups. – Mr. Guillaume Chiche applauds]] I don't know if I'm allowed to tell you that certain limits can't be crossed. People who use GPA are not sexual abusers.
ParlaMint-FR_2020-07-31-E1028.u79	That's not what I said!
ParlaMint-FR_2020-07-31-E1028.u80	[[Applause on the benches of the EDS group and some benches of the LaREM group]] I'll try to make a full answer. Mrs Genevard, the GPA is not involved in this debate, but in our time and in our society, whether we want it or not. What do you want, to ban French people from going abroad?
ParlaMint-FR_2020-07-31-E1028.u81	Yes!
ParlaMint-FR_2020-07-31-E1028.u82	Really? That's an interesting program! And we're going to ban French people from practicing GPA if it's allowed in the country where they are?
ParlaMint-FR_2020-07-31-E1028.u83	Yes!
ParlaMint-FR_2020-07-31-E1028.u84	[[Applause on several benches of the LaREM group]] And you would also like to prevent our compatriots from speaking on the subject. Singular conception of freedom!
ParlaMint-FR_2020-07-31-E1028.u85	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2020-07-31-E1028.u86	At this point in the debate, Mr. Keeper of the Seals, the only question that arises, and to which you do not answer, is this: what are you going to do to deter the French from using GPA abroad? You don't seem to be measuring the subject. The Government practises dual language: you make statements but the acts do not follow. Our fellow citizens realize this every day. [[Mr. Marc Le Fur applauds]] Be aware that pregnancy for others is a pregnancy by others! It's modern slavery! You're sweeping this with a back of your hand. This is worrying for our country.
ParlaMint-FR_2020-07-31-E1028.u87	On Amendment No 888, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. I have before me several amendments, Nos 1186, 1209, 1522, 1230, 1237, 1286 1523, 888, 363, 701, 886, 1185, 1208, 1388, 1521, 2137, 2212, 414, 1670 rectified and 415, which can be discussed jointly. Amendments Nos 1186, 1209 and 1522 are identical, such as Amendments Nos 1230, 1237, 1286 and 1523, and Amendments Nos 363, 701, 886, 1185, 1208, 1388 and 1521. Amendment No 1186 by Mr Xavier Breton is being defended. I call Mr Patrick Hetzel to support Amendment No. 1209.
ParlaMint-FR_2020-07-31-E1028.u88	I will simply say that it is being defended, because of the scheduled legislative time.
ParlaMint-FR_2020-07-31-E1028.u89	[[Laughs]] Everyone will have noticed that you have spoken very little so far. Amendment No 1522 by Mr Le Fur is being defended. Identical amendments Nos 1230 by Mr Xavier Breton, 1237 by Mr Patrick Hetzel, 1286 by Mrs Agnes Thill and 1523 by Mr Marc Le Fur are being defended. I call Mr Thibault Bazin to support Amendment No. 888.
ParlaMint-FR_2020-07-31-E1028.u90	It is defended, because of the scheduled legislative time.
ParlaMint-FR_2020-07-31-E1028.u91	You can defend him, you've got an hour and fifty-seven minutes left!
ParlaMint-FR_2020-07-31-E1028.u92	On Amendment No 363, I have a request from the Group of the European People's Party for a public vote. The vote is announced in the National Assembly. Mrs Annie Genevard has the floor to support Amendment No. 363.
