ParlaMint-FR_2020-09-22-E2009.u1	The next item is the question to the Government.
ParlaMint-FR_2020-09-22-E2009.u33	It's Quatennens, not Quaternens!
ParlaMint-FR_2020-09-22-E2009.u34	[[Applause on the benches of the LaREM group]] ...I thank you for highlighting the Government's action in favour of employment, since the figures show that it was this government that created 500,000 jobs in 2017, 2018 and 2019 Why? Because we have a belief in the body, it is that work is the founding act of dignity and the best weapon to fight poverty, and that it is in this sense that we have built all our political action. [[Rites and protests on the benches of the FI and GDR groups]] Far from the ideologies that lock up, standardize and prevent job creation in the territories, I want to tell you, Mr. Quaternens, that I extend my hand to you so that we can find solutions for these companies in difficulty. [[Applause on the benches of the LaREM group]] [[Same movements]] [[Same movements]] You are talking about Europe, but who went to the European bodies to adopt safeguard measures on heavy tyres? Who went to the European authorities to obtain safeguard measures on steel? Who has negotiated with Europe an agreement to have the historic sum of 750 billion to revive our economy? Who is fighting to decarbonize and modernise our industry by giving it 35 billion aid – which is not without its counterpart and is aimed primarily at SMEs and mid-sized enterprises, i.e. businesses that create jobs in the territories, which helps us to address the employment problems we face? [["No, still not! » and laughs on the benches of the FI and GDR groups]] [[Applause on the benches of the LaREM group]] So please, Mr Quaternens, let's be pragmatic and let's go and defend every job together, with industrial solutions rather than with big words!
ParlaMint-FR_2020-09-22-E2009.u35	Mr. Francis Chouat has the floor.
ParlaMint-FR_2020-09-22-E2009.u36	[[All Members Rise and Applause]] "To be evicted from his last space of tranquillity, in the midst of the trials of the attacks of 2015, is heavy to wear, it is very violent, but it is above all a signal that should alert us to the ongoing disaster": this icy quote, I borrow it from a woman whom the national representation would honor to greet like all victims of terrorizing harassment. This woman is Marika Bret, director of human resources at Charlie Hebdo. This newspaper and its staff are again the target of ignoble attacks by anti-Semitics, Islamists who disfigure the religion of millions of peaceful Muslims, believing that France should live under a kind of sharia that would punish blasphemy. Marika Bret is not criticized, she is not insulted, she is threatened, threatened with death, yes, death, to such an extent that the police officers responsible for her protection for five years have given her ten minutes to leave her home. [[Applause on several benches of the groups LaREM, UDI-I, MODEM, Active ens., LR and FI]] Mr Minister of the Interior, in the face of such a rift, we must not procrastinate on the pretext of not being angry, not stigmatizing, not adding to it as cowardly good souls invite us to do so. You have to protect Marika Bret and you do. You have to do it, and you do it. But you have to name evil. Yes, I stigmatize terrorists of fear and their accomplices, adherents of a relativism of the Republic.
ParlaMint-FR_2020-09-22-E2009.u37	All right!
ParlaMint-FR_2020-09-22-E2009.u38	Let's all be up with Marika Bret, with Charlie. Always! [[Many Members on the benches of the LaREM Group and MODEM stand up and applaud. – Some Members on the benches of the LR, FI and EDS groups applaud]] France will never live under the reign of Islamist terror.
ParlaMint-FR_2020-09-22-E2009.u39	The next speaker is the Minister for the Interior.
ParlaMint-FR_2020-09-22-E2009.u40	[[Applause on the benches of the LaREM and MODEM groups and on some benches of the LR and SOC groups]] I do not have much to add to the request that you have just made, in the name of the protection of our republican values, to salute the courage of all those who, to Charlie Hebdo and elsewhere, show to those who want to sacrifice their freedoms that the greatness of France is obviously to be able to caricature, to be able to shock, to be able to print, to be able to draw. The National Assembly honors itself, Mr. Member of Parliament, for the courage of your words. The Director of Human Resources of Charlie Hebdo, for the past five years, by decision of my predecessors is protected by the Republic. That's what we owe him. At the very moment when the trials of the ignoble acts committed on the ground of our Republic in January 2015 are taking place, I can assure you, without going into detail, that dozens and dozens of police officers are mobilized to ensure the protection of the magistrates, of all those who contribute to the establishment of the truth, which is now seriously threatened. [[Applause on all benches]] In view of the facts that you are referring to, I have requested that the protection of all Charlie Hebdo's personnel be consolidated. I myself have called the Director of Publication to assure him of the support of the Government, at the request of the Prime Minister, and of the security of the Republic. I also asked that we be able to pursue, without complacency, without "but", without condition all those who apologies for terrorism, all those who justify the unjustifiable, all those who make death threats against journalists, parliamentarians, elected officials in general and citizens of the Republic.
ParlaMint-FR_2020-09-22-E2009.u41	Mr. David Habib has the floor.
ParlaMint-FR_2020-09-22-E2009.u42	Prime Minister, last week, our colleague Alain David asked you about the evolution of the pandemic, the increase in positive cases and hospitalizations. What's your answer? Deconcentration and territories. At worst, it's squid; At best, an off-topic. Undoing it on the premises is not a bet.
ParlaMint-FR_2020-09-22-E2009.u43	If it were all that!
ParlaMint-FR_2020-09-22-E2009.u44	What have I been asked for in the last few days? "I am in contact, but I was not called by the health insurance: am I entitled to a work stoppage? "; "My child's class closes, I can't telework: what solutions? "; "Student in a crowded amphitheatre: how to respect barrier gestures? "
ParlaMint-FR_2020-09-22-E2009.u45	These are real questions!
ParlaMint-FR_2020-09-22-E2009.u46	Your uncertain communication and processing times discourage French people from being tested and, above all, from being isolated. It's a bad time, Prime Minister. You have to answer the French. Every day, there are thousands of reported cases. You are losing our fellow citizens, especially the younger ones, because there are too many contradictions, too many mistakes, too many shadows in your speech. We Socialists chose from the beginning not to make the health crisis a partisan issue. This is about the health of the French. And our responsibility is to tell you what's not working. For lack of time, I will only address two points. Screening, first of all: yesterday, the Minister of Health announced twenty-four hours of waiting for priority audiences. But what are the deadlines for the rest of the French? If all the employees of a small business have to wait for their results for seven days, well, this business, it flows. [[Applause on the SOC benches and some of the GDR benches]] The seasonal flu, then: it will be difficult to cope with it at the same time as the covid. So what is your strategy to promote as massive a vaccination as possible to all audiences, regardless of their age? We are told that the answer will be given in October. No, the political will is to show your government's ambition today.
ParlaMint-FR_2020-09-22-E2009.u47	The Minister for Solidarity and Health has the floor.
ParlaMint-FR_2020-09-22-E2009.u48	Thank you for these many questions, which, even if I can have a machine gun flow when I feel like it, it will be humanly impossible for me to answer in two minutes, you will easily understand why.
ParlaMint-FR_2020-09-22-E2009.u49	Ten seconds already lost!
ParlaMint-FR_2020-09-22-E2009.u50	You rightly point out that the epidemic has grown in our country over the last few weeks, which I, like others, have been reminding the French, even during the summer, when relaxation had become the rule. The Government's strategy, Mr. Habib, has not changed: differentiated measures, territory by territory, coordinated locally. When measures could be decided and announced from Paris, we were confronted with a centralism in Paris disconnected from the territories.
ParlaMint-FR_2020-09-22-E2009.u51	No, no, no, no, no, no, no,
ParlaMint-FR_2020-09-22-E2009.u52	As soon as we entrust the prefects with the task of consulting, taking forty-eight to seventy-two hours to determine the right dispositions, you almost accuse us of disposing of our responsibilities. The measures we take depend on the health situation in each territory because the situation in Bouches-du-Rhône, in particular in Marseilles, is not the same as in the heart of the Dordogne. And this differentiation, which is better than the prefects, than the elected representatives of the communities can do in order to take the necessary action. As far as testing is concerned, I will remind you that yesterday I was in Mantes-la-Jolie to inaugurate one of the twenty barnums deployed in Île-de-France to carry out fifty tests a day so that priority audiences, symptomatic patients, case-contacts, caregivers, home-based workers can obtain their results more quickly than others. [[Applause on several benches of the LaREM group]] You have asked a lot of questions that I could answer at the moment. I'll take one: you're talking about the employees of a small business who have to wait seven days to find out if they can go back to work. In reality, either the person is a case-contact and must stay at home and resume only if the test result is negative; it is symptomatic and must remain at home until a test has shown otherwise; Or nothing prevents him from working. Let us not add confusion by multiplying the questions while the subject is already complex to understand.
ParlaMint-FR_2020-09-22-E2009.u53	Mrs Marguerite Deprez-Audebert has the floor.
ParlaMint-FR_2020-09-22-E2009.u54	Bridgestone-Bethune: these two life-related names were believed to be part of the city's heritage, as was its belfry. It was in 1961, thanks to the action of the young economic chamber, a gift from the American sky, embodying the beginning of the mining conversion. Bethune was then at the heart of the North-West European market. The plant brought up to 1500 families to live. We worked there from father to son and we were proud of it! With the new century, it went under Japanese banner. Markets have moved east and south, but also competitiveness. Poland and Italy benefited from the investments that the Bethune plant would have needed to restructure and robotize a few years ago. In France, during these decades, we have maintained or even increased dissuasive taxation by heavily taxing easily delocalized production. Six million euros in contributions in 2019 for the Bethune site! This must question our collective responsibility as elected officials. Profitability has therefore decreased only. With a low global market, a lack of European industrial policy, consumption adapted to our shared mobility strategy and the fall in profitability of the Japanese group, the coupet fell on 16 September. Bridgestone does not want to take advantage of the measures taken by the Government to reenchant the industry, revive the economy and relocate production. With more than 2,000 affected families, it is a whole territory that will be heavily affected!
ParlaMint-FR_2020-09-22-E2009.u55	Not the bosses!
ParlaMint-FR_2020-09-22-E2009.u56	Mrs. Élisabeth Borne and yourself, Mrs. Pannier-Runacher, were in Bethune yesterday. Accompanied by the State services, you have seen the elected representatives mobilized, the trade unions inclined to dialogue, the worthy but disillusioned and saddened employees. It is before five months that an answer will have to be given. [[Applause on the benches of the MODEM group]] I know that the Government will not let go of the Bethunian, whose DNA is industrial and who must remain a "territory of industries".
ParlaMint-FR_2020-09-22-E2009.u57	The next speaker is the Minister responsible for industry.
ParlaMint-FR_2020-09-22-E2009.u58	Thank you, Madam Member, for being here yesterday...
ParlaMint-FR_2020-09-22-E2009.u59	Thanks also to Julien Dive!
ParlaMint-FR_2020-09-22-E2009.u60	...and having testified of complete readiness to accompany us and help us find a solution for this Bethune factory that you know so well since it was your father who managed to have it installed in Bethune while another region was in competition, I wanted to remind you. I know you are with the 863 employees and their families who are worried about their future today. I know that you will do everything, like the local elected officials, the regional president, the state services, to find a solution to give a future to each of the employees and to this site. We know how much the future of Bethunus is attached to that of industry. You know, we didn't drag. After the announcement of the closure project last Wednesday, Friday was signed a method agreement which took up all the demands of the trade union organisations giving time to a quality negotiation to find solutions and, on Monday, held a meeting at which we discussed the reopening of other scenarios. We mandate a firm to carry out a counter-expertise of the numbers that will be given to us by Bridgestone. We will analyse the scenarios to maintain an activity on the site, but also to take into account the situation of Bethunians and subcontractors. [[Applause on a few benches of the MODEM group]] We have five months, with Elizabeth Borne, to look at the skills of employees and give them visibility of their future; five months to densify this industrial site where, unfortunately, production is now far less than it was about ten years ago; five months to find solutions elsewhere.
ParlaMint-FR_2020-09-22-E2009.u61	Mrs Duby-Muller has the floor.
ParlaMint-FR_2020-09-22-E2009.u62	Prime Minister, last February, with my colleague Olivier Marleix, we asked the Minister of Economy about the governance crisis at Engie, denouncing a probable hidden government plan. Unfortunately, Veolia's hostile offensive to dismantle Suez shows that we had seen it right. Your government replied, hand over hand over heart: "The State will exercise all its responsibility towards Engie." Let us doubt that. We denounce the slight guiltyness that you have shown on the industrial dossiers by accepting the social breakdown of a French flagship of 10,000 jobs, at the same time as our country is going through an unprecedented economic crisis. This culpable lightness also leads you to deprive the local authorities of a healthy competition between two French champions. Everyone understands that in place of the local synergies displayed by Veolia will come to light a much more brutal reality: closure of industrial sites and destruction of jobs in territorial agencies, as in Haute-Savoie. The risk of such a manoeuvre is, of course, that the French will increase their water bills, even though their purchasing power is already heavily affected. In addition, Suez's water industry could be taken over by the Meridiam Fund, which is not a specialist in this field of activity and offers no guarantee to the 9000 employees involved. [[Applause on several benches in the LR group]] [[Applause on the benches of the LR group]] Prime Minister, the French no longer bear the cost of the financial mercatos of the President of the Republic. After his failures concerning Alstom and Alcatel, let's avoid an umpteenth industrial breakdown supported by Emmanuel Macron! In the end, it should be understood that these mergers do not concern machines, but many women, men, historical relations between companies and elected officials. Therefore, as in February, we ask you to clarify your intentions and act in full light rather than in the secret of the corridors.
ParlaMint-FR_2020-09-22-E2009.u63	The Secretary of State for the Social Economy, who is responsible for the social economy, has the floor.
ParlaMint-FR_2020-09-22-E2009.u64	[[Exclaims on a few benches of the LR, SOC and GDR groups]] What lightness of guilt is this? Veolia announced its intention to buy back from Engie nearly 30% of Suez and made an offer to do so. The State, as a shareholder of Engie and within the framework of corporate governance, will examine this offer, but also the other offers that could be made in the coming days, with the utmost impartiality and on the basis of the firm commitments that the buyer will have to make, whether it is Veolia or not. The Government has never deviated from this position at all. Thus, if another offer were made soon, we would give ourselves time to study it with the utmost rigour. [[Same movements]] [[Applause on a few benches of the LaREM group]] As part of this process, the Government will pay particular attention to ensuring that the selected offer meets a number of criteria. The first of these criteria will be the sustainability of employment. As you said, Mrs Duby-Muller, we are going through an unprecedented economic crisis. Is it worth recalling that Suez's employees, especially the 30,000 people employed in France, were on the front line at the height of the coronavirus epidemic, whether in terms of waste treatment or in terms of managing access to water? Suez is unquestionably one of our industrial florets, with cutting-edge skills; We wish to preserve it, and to preserve a strong territorial anchor. The second criterion will be the industrial logic: we will ensure in particular that the actors likely to resume Suez's activities in France are both credible, robust and engaged in the long term. There is no question that this operation preludes the loss of our sovereignty in strategic areas.
ParlaMint-FR_2020-09-22-E2009.u65	We'll see in five years!
ParlaMint-FR_2020-09-22-E2009.u66	Thank you, Madam Secretary of State.
ParlaMint-FR_2020-09-22-E2009.u67	[[Applause on a few benches of the LaREM group]] Mrs Duby-Muller, I guarantee you the impartiality, neutrality and effectiveness of the State in this sensitive matter.
ParlaMint-FR_2020-09-22-E2009.u68	The floor is for Mr Vincent Ledoux, and for him alone. A little less noise, please!
ParlaMint-FR_2020-09-22-E2009.u69	Let's see!
ParlaMint-FR_2020-09-22-E2009.u70	My question is to the Minister responsible for Public Accounts. You know Charles Perrault's tale "La Barbe bleue": "Anne, my sister Anne, don't you see anything coming? » The "Acting Together" group is desperate to see nothing coming on two topics. The first is the promised aid to the potato industry, which has been hit by the crisis of the coronavirus: 200000 tonnes have been redirected to non-food consumption and valued, but the actors still need to transform their production tool in view of an environmental label. The second is the amendment to the draft finance law for 2020 proposed by Mr Darmanin, and providing EUR 10 million for a drought fund designed to compensate the victims of the withdrawal and swelling of clays throughout France, in particular those which could not benefit from a recognition of the state of natural disasters. [[Christian Hutin applauds]] [[Applause on a few benches of the Action ens and LT groups]] This is an important issue. For the past year, victims have suffered the double penalty of having to rent a home without being compensated. Others – I think the Dunkerquois – have not even had this relative chance: they live in caravans. This situation is unworthy; In order to be credible, the word of the State must be translated into concrete action on the ground. So my question is quite simple: what of the 10 million for the drought fund and the 10 million that should be allocated to the potato industry?
ParlaMint-FR_2020-09-22-E2009.u71	The next speaker is the Minister for Public Accounts.
ParlaMint-FR_2020-09-22-E2009.u72	You have actually asked two questions, which requires two answers. With regard to the potato sector, we are working in relation to the Minister for Agriculture, Mr Julien Denormandie. Focusing our measures on Community rules, among other things, takes a little time; but you should very quickly "see come" solutions, to resume your expression. Regarding the decree on the drought and rehydration of clays observed in 2018, you rightly recalled that this natural disaster could not be recognized as such and that owners had found themselves in an extremely precarious situation, their housing being reached in its structure, even uninhabitable. The National Assembly adopted the Government's amendment, introduced by Gérald Darmanin, providing 10 million dollars for their compensation. This fund is sanitized. The Minister responsible for housing, Emmanuelle Wargon, and I are working on the drafting of the decree, which, as you have wished, must take into account the level of income, the fact that housing is a principal residence, and the articulation of these aids with those that already exist. It will be published before the start of the review of the 2021 Finance Bill, i.e. before mid-October. I add that Mrs Barbara Pompili and Emmanuelle Wargon signed last July...
ParlaMint-FR_2020-09-22-E2009.u73	To do what?
ParlaMint-FR_2020-09-22-E2009.u74	... an order to ensure preventive studies on land where defined clay hazards exist,...
ParlaMint-FR_2020-09-22-E2009.u75	That's not the point!
ParlaMint-FR_2020-09-22-E2009.u76	[[Applause on a few benches of the LaREM group]] ... in such a way that this situation does not recur. The affected territories will receive the 10 million you voted.
ParlaMint-FR_2020-09-22-E2009.u77	That's not enough, 10 million!
ParlaMint-FR_2020-09-22-E2009.u78	Mrs Josette Manin has the floor.
ParlaMint-FR_2020-09-22-E2009.u79	Minister for Overseas Affairs, Martinique has been shaken for several months by demonstrations and acts of violence that refer to the ill-healed wounds of our common history: slavery and colonization. For many of these demonstrators, the state perpetuates a form of symbolic and structural violence vis-à-vis the French Antilles. However, Martinique is an integral part of the Republic and it intends to remain so. [[Applause on a few SOC benches]] But apart from historical issues, it is the chlordecone file that concentrates the demands of the population. A parliamentary committee of inquiry established the reasons and responsibilities for the use of this poison, and formulated forty-two proposals for the compensation of economic, health and agricultural damage. We are still waiting for them, despite the promises made on 27 September 2018 by the President of the Republic. Of course, the recovery plan promotes support for agricultural transformation and the goal of food sovereignty by 2030. Waiting for the territory to die. Cancers are multiplying; farmers who handled this poison during the long years when it was tolerated slowly agonize; Our babies are born with malformations. It is urgent, it is vital that the framework law be applied, so that no doubt remains about the State's intentions. [[Applause on the SOC and GDR benches. – Mrs Maud Petit also applauds]] Minister, what do you intend to do to ensure that the State fulfils its commitments to the territories of Guadeloupe and Martinique?
ParlaMint-FR_2020-09-22-E2009.u80	The next speaker is the Minister for Overseas Affairs.
ParlaMint-FR_2020-09-22-E2009.u81	The use of chlordecone was a scandal, as the President of the Republic said two years ago. During the respective quinquennats of Nicolas Sarkozy and François Hollande, good decisions have made it possible to move this issue forward. Today, we must speed up, and you are right to remind him. [[Applause on a few benches of the MODEM group]] I would also like to welcome the members of the Parliamentary Committee of Inquiry. Serge Letchimy, Justine Benin, has done unprecedented work to establish the truth and develop recommendations that we will soon apply. The deadlines for the fourth chlordecone plan will be met by the end of the year. The commission of inquiry had recommended the appointment of a project manager to monitor this matter at the local and national levels: this will be done. We will release €2 million to test priority audiences, including women who wish to procreate and operators of family gardens or JAFA. We should also move forward faster on the recognition of occupational diseases, on which I will be bringing you together. [[Applause on several benches of the LaREM group]] Thank you for the seriousness of your question: that is the tone that suits this issue. It must bring us together, lead us to develop decisions, measures as precise as possible. Like you, I regret that, unfortunately, in your territory, it is sometimes the subject of a recovery, of a political secret. In the West Indies and elsewhere, we must find solutions for our fellow citizens, and certainly not new problems.
ParlaMint-FR_2020-09-22-E2009.u82	Mr Rodrigue Kokouendo has the floor.
ParlaMint-FR_2020-09-22-E2009.u83	My question is for the Minister for Europe and Foreign Affairs. It's been several weeks, exactly forty days, since Nasrin Sotoudeh started a hunger strike. This Iranian lawyer has been detained since 2018 for defending, among other things, women who have withdrawn their veils in public in order to protest their obligation to wear them. [[Applause on many benches]] Yesterday, we learned that this activist is between life and death. She refuses to give up what is dear to her heart: to ensure respect for human rights. The crisis of the coronavirus has strengthened its determination, but also the disparities between prisoners. How could this woman, the laureate of the Sakharov Prize, awarded to those who struggle daily against oppression, injustice and intolerance, give up defending her own rights? Today, she expresses herself by letting herself die of hunger, doubtless hoping that her actions will have more effect than her sayings. Should this be done to ensure that his right to a fair trial is recognized? Is this the price to pay for daring to defend a free speech? [[Same movements]] [[Same movements]] It's about knowing what we can do to save Nasrin Sotoudeh, but also Fariba Adelkhah, research director at CERI, the International Research Centre of the National Political Science Foundation, still held in Iran, in Evin. The place of this iconic, independent, militant, courageous figure is not in an intensive care department, nor behind bars as a result of unjustified incarceration. His place is with those who fight against discrimination, for their emancipation. France is shocked and deeply saddened by this news. We parliamentarians have repeatedly denounced this situation, which we call unacceptable. Our respect for the Iranian people is immense, as is our admiration for Persian civilization. The Iranian government would only have the advantages of sending a kind message to its people, to France, to Europe and to the world. Minister, Nasrin Sotoudeh is one of the most powerful voices of the Iranian opposition. Staying back, not acting, would only weaken our relationship with Iran.
ParlaMint-FR_2020-09-22-E2009.u84	Thank you, my colleague.
ParlaMint-FR_2020-09-22-E2009.u85	[[Mrs. and Mr. Members get up and applaud]] What actions are being taken to free Nasrin Sotoudeh and Fariba Adelkhah?
ParlaMint-FR_2020-09-22-E2009.u86	The next speaker is the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2020-09-22-E2009.u87	Thank you, Mr. Kokouendo, for having Nasrin Sotoudeh applauded in this chamber; Thank you, ladies and gentlemen, for being supportive of this mobilization. We are indeed very concerned about the state of health of Nasrin Sotoudeh, sentenced to 38 years in prison for having done her job as a lawyer under the conditions just explained, and now hospitalized in intensive care after forty days of hunger strike. We awarded him the Franco-German prize for human rights and the rule of law; under the French presidency of the G7, we appointed him to the Advisory Council for Equality between Women and Men. The President of the Republic, like me at my level, during each meeting with the Iranian authorities, recalls our desire to see her released.
ParlaMint-FR_2020-09-22-E2009.u88	All right!
