ParlaMint-FR_2020-07-30-E1027.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2658, 3181).
ParlaMint-FR_2020-07-30-E1027.u51	[[Applause on the benches of the LR group]] Listen to us, and answer us!
ParlaMint-FR_2020-07-30-E1027.u52	Mrs Kuster, my friend and vice-president Marc Le Fur can tell you how much I am opposed, in my personal capacity, to the mechanism of scheduled legislative time, since its creation. I've always been against it.
ParlaMint-FR_2020-07-30-E1027.u53	I'm a witness to that!
ParlaMint-FR_2020-07-30-E1027.u54	You were right, Mrs. Kuster, I had to give you the floor. I'll give you notice. That being the case, I believe I am the oldest Member in this House...
ParlaMint-FR_2020-07-30-E1027.u55	It's more like me!
ParlaMint-FR_2020-07-30-E1027.u56	[[Smile]] I think I'm beating you, Mr. Le Fur.
ParlaMint-FR_2020-07-30-E1027.u57	I don't think so!
ParlaMint-FR_2020-07-30-E1027.u58	In that case, I withdraw my comment. In all governments, ministers – including when they belong to a political party that is close to you, Ms. Kuster – choose the times when they respond to parliamentarians. It is therefore not an audacity on the part of Mr. Keeper of the Seals, it is the rule, and this rule is binding on all of us.
ParlaMint-FR_2020-07-30-E1027.u59	All right!
ParlaMint-FR_2020-07-30-E1027.u60	It's serious! It's surreal! I've been listening to you for days, I have the right to ask for an answer!
ParlaMint-FR_2020-07-30-E1027.u61	The rapporteur has the floor.
ParlaMint-FR_2020-07-30-E1027.u62	Mrs Kuster, you have indeed spent a lot of time in the Chamber, but if you had spent the afternoon with us, you would know that we have already addressed this issue...
ParlaMint-FR_2020-07-30-E1027.u63	Yes!
ParlaMint-FR_2020-07-30-E1027.u64	... through the amendments which Mrs Laurence Vanceunebrock, on the one hand, and the La France group, on the other hand, by the voice of Mrs Obono, defended just before the adjournment of the sitting.
ParlaMint-FR_2020-07-30-E1027.u65	Nobody understands anything! It's the most complete confusion!
ParlaMint-FR_2020-07-30-E1027.u66	The majority are delusional!
ParlaMint-FR_2020-07-30-E1027.u67	[[Exclaims on the benches of the LR group]] You were there, by the way, Mr. Bazin. I hear that this question is working on you and you continue to ask it, but you know the answer, since it has already been brought!
ParlaMint-FR_2020-07-30-E1027.u68	You disagree: you give different answers!
ParlaMint-FR_2020-07-30-E1027.u69	We are aware that there are complex situations. I told you about a case, in Montpellier,...
ParlaMint-FR_2020-07-30-E1027.u70	It's not just Montpellier that matters!
ParlaMint-FR_2020-07-30-E1027.u71	... which is being examined by the magistrates. It is not in this text that we will draw the conclusions, since it deals with medically assisted reproduction, the LDC. On the other hand, we can recognize, because it is also our responsibility, that there are not enough answers in our law today concerning questions relating to transgender and reproduction. However, care must be taken not to confuse transsexual and transgender: this is not the same thing.
ParlaMint-FR_2020-07-30-E1027.u72	No one's confused both of them!
ParlaMint-FR_2020-07-30-E1027.u73	If, in the previous speech, the confusion has been made: we have talked about transsexuals.
ParlaMint-FR_2020-07-30-E1027.u74	We never talked about transsexuals!
ParlaMint-FR_2020-07-30-E1027.u75	There's no need to scream, sir! I'm not aggressive, I'm just saying that we should not confuse transgender, transsexual and reproductive qualities.
ParlaMint-FR_2020-07-30-E1027.u76	Explain yourself, then!
ParlaMint-FR_2020-07-30-E1027.u77	[[Applause on several benches of the LaREM and MODEM groups]] Ladies and gentlemen, everyone has the opportunity to speak: it is not because the scheduled legislative time applies to this text that I will interrupt you when you have the floor – in this case, only the rapporteur has it.
ParlaMint-FR_2020-07-30-E1027.u78	Too bad you didn't say the same thing when I was speaking, Mr. President!
ParlaMint-FR_2020-07-30-E1027.u79	I will tell you again what I said this afternoon, just before the adjournment of the sitting: in our present law, there are blind spots concerning some of these situations. In particular, I have in mind the case – which I think corresponds to the one mentioned by Mrs Vanceunebrock – of a male-female couple who would conceive a child, whether or not it is within the framework of an MPA, and whose man would become a woman before the end of pregnancy, wishing to be registered also as a mother. These are issues that are beginning to arise in civil society, but to which this text is not intended to answer, since it deals only with the LDC.
ParlaMint-FR_2020-07-30-E1027.u80	It is therefore that the text is failing: it is grave not to be able to answer these questions!
ParlaMint-FR_2020-07-30-E1027.u81	It is Mr. Keeper of the Seals who has the floor.
ParlaMint-FR_2020-07-30-E1027.u82	Mr. Bazin, I like your questions.
ParlaMint-FR_2020-07-30-E1027.u83	And we would like to hear your answers!
ParlaMint-FR_2020-07-30-E1027.u84	I said earlier that, although I did not know you, I gave you the benefit of good faith – it is true that in French law bad faith is never presumed. I would now like to salute your imagination, which is of a particular fertility, before the entire national representation. I'll tell you two things. The first is that the question you are asking has nothing to do with this bill. The second is that one must still succeed in imagining that a judge can decide that a pregnant woman becomes a man!
ParlaMint-FR_2020-07-30-E1027.u85	So what?
ParlaMint-FR_2020-07-30-E1027.u86	I put to the vote Amendment No 508.
ParlaMint-FR_2020-07-30-E1027.u87	The result of the vote is as follows: Number of voters 58 Number of votes cast 55 Absolute majority 28 For adoption 9 Against 46
ParlaMint-FR_2020-07-30-E1027.u88	We come to Amendment No 510, on which the Socialist and related groups have submitted a request for a public vote. The vote is announced in the National Assembly. Mrs Marie-Noëlle Battistel has the floor to support the amendment.
ParlaMint-FR_2020-07-30-E1027.u89	We propose that a procedure be put in place to simplify and secure filiation for couples of women who have used the LDC before the coming into force of the future law. The aim is to extend the procedure for establishing filiation by recognition to same-sex couples, in the sole case where they have resorted to reproductive medical assistance in France or abroad. The submission of a consent a posteriori to the donation would of course be necessary to record the recognition of the child by the woman in respect of whom the filiation is not already established. Such a measure would make it possible to secure the filiation of children who could not be adopted by their second mother, either because the couple was not married, or because they separated before the 2013 law or before the adoption was pronounced. These are, of course, special cases, but these families do not currently have any means of having their filiation recognized.
ParlaMint-FR_2020-07-30-E1027.u90	What is the opinion of the committee?
ParlaMint-FR_2020-07-30-E1027.u91	I share the aim of the authors of the amendment, to the point that we have adopted a similar provision in committee: for women's couples who would have resorted to a LDC prior to the enactment of the law, so probably abroad, we have opened the possibility of establishing a retroactive joint recognition. The device you propose cannot work, as it refers to a "consent to the gift"; However, foreign consent is not necessarily required. Rather, what matters to us is retroactive joint recognition, which will seal the two mothers at the origin of the parenting project. This provision was adopted during the consideration of the text by the Special Commission. I am very happy about that, and I would like to thank the chancellery for having accepted it and the colleagues for having voted for it. Your amendment therefore seems superfate to me: I would ask you to withdraw it, otherwise I will give it an unfavorable opinion.
ParlaMint-FR_2020-07-30-E1027.u92	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1027.u93	Same opinion.
ParlaMint-FR_2020-07-30-E1027.u94	Mrs Marie-Noëlle Battistel has the floor.
ParlaMint-FR_2020-07-30-E1027.u95	[[Applause on several benches of the LaREM group]] I will trust the rapporteur. The issue is very important for a number of families, but since she tells me that the amendment is satisfied, I withdraw it.
ParlaMint-FR_2020-07-30-E1027.u96	Bravo!
ParlaMint-FR_2020-07-30-E1027.u97	What about the public vote?
ParlaMint-FR_2020-07-30-E1027.u98	I have before me three identical amendments, Nos 1183, 1206 and 1495. Mr Xavier Breton has the floor to support Amendment No. 1183.
ParlaMint-FR_2020-07-30-E1027.u99	In the past, I would like to go back to the concept of a blind spot used by the rapporteur. You are in the process of inventing a right of filiation with cases that are not foreseen.
ParlaMint-FR_2020-07-30-E1027.u100	Not at all.
ParlaMint-FR_2020-07-30-E1027.u101	[[Long protests on the benches of the LaREM and MODEM groups]] Do you realize the responsibility you take with regard to filiation, which is the foundation of our society? It's true that you don't have a great idea of the family.
ParlaMint-FR_2020-07-30-E1027.u102	You're not okay, are you?
ParlaMint-FR_2020-07-30-E1027.u103	Is that all you have to say? It's a shame!
ParlaMint-FR_2020-07-30-E1027.u104	Take the floor to defend the family, ladies and gentlemen! For our part, we believe that this is the basic unit of society, that society is built after the family, and that it must not be weakened.
ParlaMint-FR_2020-07-30-E1027.u105	Exactly!
ParlaMint-FR_2020-07-30-E1027.u106	Provocation!
ParlaMint-FR_2020-07-30-E1027.u107	Shame on you!
ParlaMint-FR_2020-07-30-E1027.u108	Ladies and gentlemen, let Mr Breton speak!
ParlaMint-FR_2020-07-30-E1027.u109	You're saying we set the law of filiation with blind angles. How are you going to fill those blind corners, Mr. Keeper of the Seals? Are you going to table, in the coming weeks, a bill to answer these questions? We would need to know, because we are at the heart of the matter.
ParlaMint-FR_2020-07-30-E1027.u110	How dare you?
ParlaMint-FR_2020-07-30-E1027.u111	I invite you, dear colleague, to take the microphone if you want to speak. For my part, I am in favour of the debate.
ParlaMint-FR_2020-07-30-E1027.u112	No, you're insulting us!
ParlaMint-FR_2020-07-30-E1027.u113	Please continue your intervention, Mr. Breton.
ParlaMint-FR_2020-07-30-E1027.u114	We defend a certain conception of the family, and I want to confront your ideas. I repeat, the family is the basic unit of society: we cannot weaken it. You have just said that we are establishing, inventing – I repeat your terms – a new right of filiation, and that there are blind spots in it. This means that some situations are not foreseen. Why is that? Because you are entangled in your contradictions: the introduction of the concept of gender in our law,...
ParlaMint-FR_2020-07-30-E1027.u115	She's not in it!
ParlaMint-FR_2020-07-30-E1027.u116	...the negation of sexual otherness, the negation of bodily reality, all this leads to impasses. Mr. Keeper of the Seals, we are ready to believe in your good will. You are undoubtedly a pragmatic person. We're gonna have to get some answers! Given that the rapporteur improvised an amendment one hour and thirty before we discussed it, without the Council of State having been able to provide us with some expertise on such an important subject, we would really need to find some pragmatism. [[Applause on several benches in the LR group]] Let us return to a solid right of filiation: that is all we ask for.
ParlaMint-FR_2020-07-30-E1027.u117	Stop making judgments!
ParlaMint-FR_2020-07-30-E1027.u118	I call Mr Patrick Hetzel to support Amendment No. 1206.
ParlaMint-FR_2020-07-30-E1027.u119	[[Claims on several banks of the LaREM Group]] French law in force provides for filiation based on biological reality. If we change our legal system – that's what you want to do – how can you guarantee us that, in a second stage, we will not introduce ipso facto gestation for others, GPA, since the principle of equality will have to apply for men's couples?
ParlaMint-FR_2020-07-30-E1027.u120	Amendment No 1495 by Mr Le Fur is being defended. What is the opinion of the committee on these three identical amendments?
ParlaMint-FR_2020-07-30-E1027.u121	I'm going to speak very slowly, Mr. Breton, so that you can hear every word I speak. I never said that we were establishing a filiation with blind angles. What I said, and what I think, is that the current law has blind angles, because of the plural reality of the family in France. So I am not saying that we are creating blind spots, I am saying that we are falling from the walls, that we are bringing solutions to problematic situations.
ParlaMint-FR_2020-07-30-E1027.u122	Yes!
ParlaMint-FR_2020-07-30-E1027.u123	[[Applause on the benches of the LaREM and MODEM groups]] Tonight, by drawing the conclusions of the opening of the LDC to all women, we fill one of these blind spots by giving dual parentage to children from couples of women who have made an LDC. This is progress, of which we are proud. We do so with great seriousness and seriousness, without going beyond the limits of the text. You have seen that plural sensitivities are expressed here, and that some would like us to go further. We do not do so because we respect each other's sensitivity, the seriousness of these situations, the balance of the civil code and the law of filiation. We made a commitment to the French during the presidential campaign, that of remedying a situation that has been problematic for too long in our country, with despised families; We said that we would provide all women with access to the LDC and that we would draw all the conclusions from it, particularly with regard to recognition and integration into society. That's what we do, and we do it to the end, without betraying anyone. We keep our promise, without going any further. [[Applause on the benches of the LaREM and MODEM groups]] Don't lend me anything I didn't say, Mr. Breton. I'm proud of what we're doing tonight: we're cutting down walls, filling blind corners, and that's a good thing.
ParlaMint-FR_2020-07-30-E1027.u124	The law of filiation has never been a matter of walls!
ParlaMint-FR_2020-07-30-E1027.u125	What is the Government's opinion?
ParlaMint-FR_2020-07-30-E1027.u126	I said earlier – I was accused of this freedom of tone, and I admit that it was not quite adequate: "the old civil code is Dad-Mom." As we have shouted for orfray, I will say it differently, perhaps more "departmental."
ParlaMint-FR_2020-07-30-E1027.u127	Stay on your own!
ParlaMint-FR_2020-07-30-E1027.u128	[["Very good! » and applause on the benches of the LaREM, MODEM and EDS groups]] The Napoleonic code family is no longer the family of today. No one here has a family monopoly.
ParlaMint-FR_2020-07-30-E1027.u129	Parentage is not family!
ParlaMint-FR_2020-07-30-E1027.u130	These amendments seem to me to be contrary to the Government's desire to offer new rights to women's couples and unmarried women, while at the same time allowing, through a protective mechanism, the establishment of filiation in conjunction with the two mothers. [[Applause on the benches of the LaREM and MODEM groups]] As for GPA, it is a red line that the Government does not intend to cross.
ParlaMint-FR_2020-07-30-E1027.u131	Mrs. Taubira said the same thing about the LDC!
ParlaMint-FR_2020-07-30-E1027.u132	In case you haven't noticed, I'm not Mrs. Taubira!
ParlaMint-FR_2020-07-30-E1027.u133	Mr Marc Delatte has the floor.
ParlaMint-FR_2020-07-30-E1027.u134	I understand our opposition. Our society is undergoing profound changes – the political world too, as we saw three years ago. The family is seeing new realities emerge. Every year, 2000 to 3000 women cross one of our borders, 85% of them Belgian border, because they have a desire for a child. Behind this desire that moves them, there is suffering. In France, 25% of families are single parents.
ParlaMint-FR_2020-07-30-E1027.u135	No, 11%! At least quote exact numbers!
ParlaMint-FR_2020-07-30-E1027.u136	I had the opportunity to see them, to treat them: in these families, there is love.
ParlaMint-FR_2020-07-30-E1027.u137	You've already said it!
ParlaMint-FR_2020-07-30-E1027.u138	The donation is of a biological nature, but the descent is of a legal nature. Parentality lies in the care, the attention, the safety of the child, as Adrien Taquet said. We cannot go against societal progress. [[Protests on the benches of the LR group]] [[Applause on several benches of the LaREM group]] I just wish you all the best to hear from these families. I understand that you finally felt some suffering. Move forward! Open your eyes to these realities! That's all I want you to do.
ParlaMint-FR_2020-07-30-E1027.u139	That's not the point!
ParlaMint-FR_2020-07-30-E1027.u140	Mr Xavier Breton has the floor.
ParlaMint-FR_2020-07-30-E1027.u141	It is very interesting: you tell us that fatherhood and motherhood should not be welcomed but created, built. You're pretending to want to control everything. Therefore, you can redefine paternity and maternity. We believe that parenthood, paternal or maternal, is something we welcome. This design is not suitable for DIY. Since yours is based only on the individual will, it allows all configurations, especially on the part of those who aim to deconstruct, to destroy, the family as it is objectively, in its body reality.
ParlaMint-FR_2020-07-30-E1027.u142	That doesn't mean anything!
ParlaMint-FR_2020-07-30-E1027.u143	Your logic is that of the all-power of the individual; It's not ours. You just have to see that. I respect the choice of our colleagues who are coherent, who go to the end of their convictions, such as Jean-Louis Touraine, Guillaume Chiche or Laurence Vanceunebrock: they have at least a structured vision. But you who are in between, your position is untenable! When you are told that in terms of co-parentality, GPA, everything is already written, you protest that this is not the case. This is the case, however, because your conception of the family, of the human person, is not rooted in their physical reality. From there, everything is swept away and you end up facing dead angles. I come back to this notion of blindness: there would be no such thing in our law if we had not introduced gender into it, through the change of sex in civil status. That is the question: are we finally going to return to objective realities? We respect individual, personal, intimate feelings, but the law is based on what is objective; It cannot be built on feelings. You make a law of love: it's subjective. You say that everyone is man or woman depending on whether he feels man or woman: it is pure subjectivity.
ParlaMint-FR_2020-07-30-E1027.u144	No, no, no, no, no, no, no,
ParlaMint-FR_2020-07-30-E1027.u145	[[Applause on several benches in the LR group]] Therefore, we can no longer engage in dialogue, because we no longer have the right to speak in common. Our conceptions differ, including act; But, once again, ours is part of a body reality that allows at least to base the exchange on objectivity.
ParlaMint-FR_2020-07-30-E1027.u146	Mr Jean François Mbaye has the floor.
ParlaMint-FR_2020-07-30-E1027.u147	[[Applause on several benches of the LaREM and MODEM groups]] The Minister of Solidarity and Health, Mr.Véran, said at the opening of our debates that the family was "not a frozen entity". Mr Breton, my colleague, you know that I value you. With regard to this text, the freedom to vote is essential, so that everyone can act in accordance with their convictions. Be careful, therefore, that your injuring remarks do not make national representation, our fellow citizens who look at us, believe that only you would have a high idea of the family, while we, opposite, would be the critics of the same idea. [[Protests on several benches of the LR group]] We must go back to reason: in this country, in this society, there are diverse, diverse families. No, the family is not a frozen entity. I respect your convictions, but allow the majority I belong to, and those of our colleagues who have a different vision than you of parentage and family, to express themselves without feeling hurt, without making them feel guilty. What's going to happen is that we'll only remember what you said, the fact that you alone would have a great idea of the family. The keeper of the seals has repeated it to you: no one has the monopoly of the family.
ParlaMint-FR_2020-07-30-E1027.u148	No, no, no, no, no,
ParlaMint-FR_2020-07-30-E1027.u149	[[Applause on several benches of the LaREM group. – Exclaims on several benches of the LR group]] On this text, everyone will respect the choice of others, because we all obey the convictions that we defend.
ParlaMint-FR_2020-07-30-E1027.u150	Mr Didier Martin has the floor.
ParlaMint-FR_2020-07-30-E1027.u151	I respect your ethics of conviction. On the other hand, I do not accept that you claim to be the sole custodian of certain values, including family value. Not at all! We also have to discuss another ethics, the ethics of accountability. Families have changed: as Mr. keeper of seals said, they are no longer what they were more than two centuries ago, in Napoleonic times. The company has evolved. We must take responsibility for this development and change the law to adapt it to new situations, to recognize the filiation, desire and plan to found a family, including by women's couples. I know that it shockes you,...
ParlaMint-FR_2020-07-30-E1027.u152	No, no, no, no, no, no, no,
ParlaMint-FR_2020-07-30-E1027.u153	... because you are for the natural order,...
ParlaMint-FR_2020-07-30-E1027.u154	Yes!
ParlaMint-FR_2020-07-30-E1027.u155	... because it is your conviction and you claim to legislate in the name of this order.
ParlaMint-FR_2020-07-30-E1027.u156	So what?
ParlaMint-FR_2020-07-30-E1027.u157	[[Applause on several benches of the LaREM group]] I invite you to consider not only the natural order and your ethic of conviction, but also an ethic of responsibility, which we must combine with the previous one in order to draft progressive legislation and not allow family impasses to persist.
ParlaMint-FR_2020-07-30-E1027.u158	Mr Pascal Brindeau has the floor.
ParlaMint-FR_2020-07-30-E1027.u159	The problem in this debate is that you confuse family law with the law of filiation – even you, Mr. The law of filiation is no longer the same as in the Napoleonic civil code: according to the evolution of society, it has already been adapted, of course!
ParlaMint-FR_2020-07-30-E1027.u160	They didn't wait for you!
ParlaMint-FR_2020-07-30-E1027.u161	When we make each other's claims to the "family monopoly," it's not right. We are wrong to invectively address these issues. On the other hand, we should ask ourselves whether, really, the law of filiation is adaptable to all the situations that society, as it evolves, could bring about tomorrow. Our colleagues tell you: we may encounter a problem at some point. Let us take an example that is not directly related to the amendments: when more than two people claim the right to family, we will be able to deal with it in terms of family law. As far as the law of filiation is concerned, I am sorry, but we will not know. That is the essence of the problem. Do not lock us in an outdated, retrograde model of the family and the relationship between the child and his or her parents. The question is not here. As far as I'm concerned, at least I reason quite coldly...
ParlaMint-FR_2020-07-30-E1027.u162	Oh, no!
ParlaMint-FR_2020-07-30-E1027.u163	... what the right of filiation must be in order to meet the interests of the child. Agnes Thill and I have been guided from the beginning by this red thread.
ParlaMint-FR_2020-07-30-E1027.u164	Mrs Agnes Chill has the floor.
ParlaMint-FR_2020-07-30-E1027.u165	The keeper of the seals is right: no one here has a monopoly on the family. But no one here has a monopoly on the victims either. You hurt as many people as you accuse us of hurting them. Mr. Mbaye, you calmly state that "you have to come back to reason." So the reason would be on your side, and the wrongs of ours?
ParlaMint-FR_2020-07-30-E1027.u166	I never said that!
ParlaMint-FR_2020-07-30-E1027.u167	We hear such words all the time. "We must return to reason," for we have no reason; We're bells, we're stupid!
ParlaMint-FR_2020-07-30-E1027.u168	Off the subject!
ParlaMint-FR_2020-07-30-E1027.u169	You hurt as much as you claim to be hurt. This monopoly of suffering, this victimization, becomes really painful. You're also hurting, and you don't even realize it!
ParlaMint-FR_2020-07-30-E1027.u170	Mr Patrick Hetzel has the floor.
ParlaMint-FR_2020-07-30-E1027.u171	[[Mr. Marc Le Fur applauds]] "Our lives begin to end the day we become silent about the things that matter," said Martin Luther King. So suffer that we can defend the family from this side of the House, and that we are proud of it.
ParlaMint-FR_2020-07-30-E1027.u172	Indeed, we are proud of it!
