ParlaMint-FR_2020-07-21-E1016.u1	The next item is the question to the Government.
ParlaMint-FR_2020-07-21-E1016.u29	[[MM. Bruno Studer and Éric Bothorel protest]] [[Applause on the benches of the GDR group]] A shame, in view of the expectations of European citizens! This plan organizes capitalist solidarity against the peoples. Communist MEPs ask you why you have agreed to sacrifice democracy and human rights by supporting tax havens on the altar of profit. As always in this liberal Europe, money is worth more than people.
ParlaMint-FR_2020-07-21-E1016.u30	The next speaker is the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2020-07-21-E1016.u31	[[Applause fed on the benches of the groups LaREM, MODEM and Agir ens]] It's a historic deal, whether you want it or not. History, because Europe has not missed its date with itself. Historically, because it allows the Union to establish a massive recovery fund of 750 billion...
ParlaMint-FR_2020-07-21-E1016.u32	How much will France touch?
ParlaMint-FR_2020-07-21-E1016.u33	[[Protests on the benches of the FI group]] ...to respond to the crisis of the covid-19 and revive the economy.
ParlaMint-FR_2020-07-21-E1016.u34	With taxes!
ParlaMint-FR_2020-07-21-E1016.u35	In exchange for austerity plans!
ParlaMint-FR_2020-07-21-E1016.u36	Historically, for the first time in its history, the principle of common debt is decided. [[Applause on the benches of the LaREM, MODEM and Agir ens groups]] As you know, since you referred to other moments in history, attempts had already been made, including at the time of the Greek crisis and during the 2008 crisis. Today, we are at the meeting: the successful commitment of a common debt is remarkable and marks a turning point in the construction of Europe. On the other hand, and contrary to what you claim, thanks to the way it is structured, and in particular to the 390 billion grants, the recovery plan is a mechanism of solidarity.
ParlaMint-FR_2020-07-21-E1016.u37	It's far from 500 billion!
ParlaMint-FR_2020-07-21-E1016.u38	[[Applause on a few benches of the LaREM and MODEM groups]] This fund will help the regions and countries most in difficulty.
ParlaMint-FR_2020-07-21-E1016.u39	Who's gonna pay?
ParlaMint-FR_2020-07-21-E1016.u40	It was normal to help Italy and Spain,...
ParlaMint-FR_2020-07-21-E1016.u41	What about France? She's not gonna touch anything!
ParlaMint-FR_2020-07-21-E1016.u42	[[Applause on a few benches of the LaREM group]] ... first affected by the crisis, which, having learned the lessons, has enabled us to be relatively spared by the pandemic. Europe has been at the rendezvous of solidarity. [[Applause on the benches of the LaREM and MODEM groups]] France was confident. But, if this result could be achieved – you had started to say it, and it is a pity that you did not pursue it – it is because there was an inescapable agreement between France and Germany. It is essential to bring together the forces needed to advance Europe around our two countries.
ParlaMint-FR_2020-07-21-E1016.u43	Mrs Valérie Gomez-Bassac has the floor.
ParlaMint-FR_2020-07-21-E1016.u44	[[Applause on the benches of the groups LaREM, MODEM, LT and Agir ens]] Mr Delors, Minister for Europe and Foreign Affairs, all of whom in this House know the crucial contribution to European integration, celebrated his ninety-five years yesterday. On this historic day for the European Union, I would like to express my gratitude to him.
ParlaMint-FR_2020-07-21-E1016.u45	We hope Martine gave him a nice present!
ParlaMint-FR_2020-07-21-E1016.u46	In the aftermath of the 2008 crisis, he asked the question: "Europeans have a choice between survival or decline. After four days spent by the President of the Republic in Brussels defending an agreement that some would have thought impossible, the result is this: in the wake of an unprecedented health crisis, the European Heads of State and Government made the choice of survival, the choice of solidarity, the choice of union rather than division. Some would like us to believe that this agreement is not one. But where were they in 2008, when it was necessary to prevent Europe from losing foot?
ParlaMint-FR_2020-07-21-E1016.u47	Thank you Sarkozy! Good thing he was here!
ParlaMint-FR_2020-07-21-E1016.u48	[["Oh!" on the benches of the LR group]] [[Applause on a few benches of the LaREM, MODEM and Agir ens groups]] The French have a good memory: they know that no agreement had been reached and they had paid a heavy price. We see the advent of a new day for European integration: after four days of bitter negotiations, I welcome the self-denial of the President of the Republic and your prior work for a Franco-German recovery plan, which paved the way for the European recovery plan. [[Applause on the benches of the LaREM group]] Mr Minister, how does the agreement on a EUR 750 billion loan and a budget of EUR 1074 billion over seven years enable the Member States to bring about solidarity against adversity and for Europe to open up to a new dimension that will ensure its sovereignty vis-à-vis the other powers, which would have chosen to see it fail? Can you remind the House how the agreement is historic for the French, whether they are Carnoules or Redon, Illkirch or Pau?
ParlaMint-FR_2020-07-21-E1016.u49	Yes, you should tell us!
ParlaMint-FR_2020-07-21-E1016.u50	The next speaker is the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2020-07-21-E1016.u51	You quoted Jacques Delors. I won't wish him his birthday the same way you do, but I'll do it too. He is now ninety-five years old. When he was President of the Commission, he used to repeat that Europe was being built in crises. It is indeed a crisis that we are going through, and it is indeed an additional stage in the European construction that we have just experienced. [[Exclaims on FI banks]] Since I have already answered your question in part in my answer to Mr Lecoq, let me make it clear that we have two negotiations in one. At 27 we discussed both the recovery plan, its conditions and structure, and the multi-annual financial framework for the next seven years. The stake of these four days was therefore a sum of 1824 billion. And on the second part of the negotiation, which we forget a little bit, French expectations have been met.
ParlaMint-FR_2020-07-21-E1016.u52	It's a joke!
ParlaMint-FR_2020-07-21-E1016.u53	By sacrificing agriculture!
ParlaMint-FR_2020-07-21-E1016.u54	That's right!
ParlaMint-FR_2020-07-21-E1016.u55	[[Applause on the benches of the LaREM group]] [[Protests on the benches of the FI group]] Indeed, Mr Lecoq, the traditional common policies that we support have not only been preserved, but strengthened. I am thinking here of the CAP's overall envelope and cohesion policy, and in particular of the preservation, for the next seven years, of the status of the so-called regions in transition, which concerns France in particular. The budget will also make it possible to invest in the future for seven years...
ParlaMint-FR_2020-07-21-E1016.u56	Not in agriculture!
ParlaMint-FR_2020-07-21-E1016.u57	I quoted the CAP, but you obviously didn't hear me. The budget plans to invest in areas essential for the future, such as climate ambition, since it has been decided, at the request of France, that at least 30% of the budget will be devoted to it. There is also a strong commitment to youth.
ParlaMint-FR_2020-07-21-E1016.u58	Thank you, Minister.
ParlaMint-FR_2020-07-21-E1016.u59	[[Applause on the benches of the LaREM group and on some benches of the MODEM group]] All of this is a promising package for the future of Europe, at the service of Europeans and Europeans.
ParlaMint-FR_2020-07-21-E1016.u60	Mr Eric Coquerel has the floor.
ParlaMint-FR_2020-07-21-E1016.u61	[[Exclaims on the benches of the LaREM and MODEM groups.– Applause on the benches of the FI group]] Prime Minister, on the subject of the European Summit, your grandiose propaganda speaks of a historic day. I answer with realism: this is a tragic bankruptcy! While European leaders are playing carpet merchants, our fellow citizens have still not seen the beginning of an ounce of this so-called protection Europe. The situation is serious. We French, like others, had to stop almost the whole country. Our public services, like the hospital, are undermined by years of budgetary austerity which the European Union wants. We, the peoples of Europe, need a great plan to revive our economy,...
ParlaMint-FR_2020-07-21-E1016.u62	We have it!
ParlaMint-FR_2020-07-21-E1016.u63	...not to chat and self-congratulate in a summit, but to survive. But the European Union that you have built is not that of the solidarity of the peoples;
ParlaMint-FR_2020-07-21-E1016.u64	That's not true!
ParlaMint-FR_2020-07-21-E1016.u65	It is free trade, austerity and competition on all levels. How could you believe that the liberal monster you fed would suddenly choose cooperation, massive revival through the ecological transition and investment in public health? The result is that the amounts negotiated are ultimately indigent with regard to the EUR 2000 billion proposed by the European Parliament. Your recovery plan does not revive anything, since it does not even cover half of the losses associated with the covid -19 epidemic. You've given in for a bailiff's deal; You have given in to the blackmail of the selfish, while the countries still bury their dead: 30,000 in France, 28,000 in Spain and 35,000 in Italy. Worse, the agreement gives the European Union a new blackmail tool to impose austerity plans on our countries.
ParlaMint-FR_2020-07-21-E1016.u66	Demago!
ParlaMint-FR_2020-07-21-E1016.u67	At the same time, during the debates, we did not even consider the solution that we proposed to transform debt, through the European Central Bank, into a perpetual debt to cancel it. [[Exclaims on the MODEM benches]] After the catastrophic outcome of the European Council, the future of the European Union is at stake. It will not be able to survive such wide economic disparities between its Member States. More seriously, the future of our country, of the French people, is at stake. [[Applause on the benches of the FI group]] I therefore solemnly ask you: do you finally intend to invest in a French recovery plan, in order to avoid a drop in our economy, in which financing would be conditional on ecological and social criteria?
ParlaMint-FR_2020-07-21-E1016.u68	That's right, with Europe's money!
ParlaMint-FR_2020-07-21-E1016.u69	The next speaker is the Minister for Europe and Foreign Affairs.
ParlaMint-FR_2020-07-21-E1016.u70	Where were we at the beginning of the negotiations in Brussels? Some countries argued for a minimum recovery; they were opposed to a common loan, subsidies, transfers, redistribution; they wanted a veto on the plans to revive the various states; They didn't want to hear about own resources.
ParlaMint-FR_2020-07-21-E1016.u71	All left-wing governments!
ParlaMint-FR_2020-07-21-E1016.u72	Where are we at at the end of the European Council? [["Eh yes" on many benches of the LaREM and MODEM groups]] [[Same movements]] The agreement provides for a €750 billion recovery plan; (Applause on the banks of the LaREM and MODEM groups); 390 billion grants; a new collective loan; a distribution of subsidies mainly for the poorest countries and regions – I am surprised that you do not raise it – (Same movements);...
ParlaMint-FR_2020-07-21-E1016.u73	And all this is free!
ParlaMint-FR_2020-07-21-E1016.u74	[[Same movements]] [[Same movements]] ... the refusal to grant a veto on state stimulus plans; the affirmation of the principle of own resources. [[Mrs. and Mr. members of the LaREM and MODEM groups as well as Mr Bertrand Pancher and several members of the Agir ens group get up and applaud at length]] You call it a failure. I call this a historic step forward.
ParlaMint-FR_2020-07-21-E1016.u75	Mr. Patrick Mignola has the floor.
ParlaMint-FR_2020-07-21-E1016.u76	[[Applause on the benches of the MODEM and LaREM groups]] Yes, Mr Minister for Europe and Foreign Affairs, last night the European idea could have been extinguished. But, thanks to the intervention of Germany and France, European leaders have come together; they have found ways of compromise; Finally, they realized that, built on the ideas of peace and prosperity, Europe must continue its path on the basis of solidarity. For the first time, Member States have decided to borrow together to invest together! The French did well in 2017 to choose a President of the Republic who believed in Europe (Same movements) – believe it, it is the condition to convince Europeans – a president who thought that it serves not only to regulate the economy but to protect our values and our lives.
ParlaMint-FR_2020-07-21-E1016.u77	You'll be Secretary of State in 20 minutes!
ParlaMint-FR_2020-07-21-E1016.u78	[[Mr. Jimmy Pahun applauds]] Other challenges lie ahead: the green deal, transport infrastructure, border control in the field of health or migration, the fair taxation of GAFAs, the invention of new international trade agreements, which are ecologically and socially demanding.
ParlaMint-FR_2020-07-21-E1016.u79	Zero!
ParlaMint-FR_2020-07-21-E1016.u80	Send the note to the French; Then we'll talk about it again!
ParlaMint-FR_2020-07-21-E1016.u81	Not all solutions to these questions can be the result of compromise. As Jean-Louis Bourlanges regularly points out, when France and Germany preside over the European Union, we will have to propose new ways of taking decisions. Europe must be more democratic. Democracy is not always unanimous; unanimity is sometimes the tyranny of minorities. Europe must be a democracy in which a majority, possibly qualified, is expressed. [[Applause on the benches of the MODEM and LaREM groups]] Prime Minister, what will France's proposals be when it presides over the European Union so that, after having chosen to borrow and invest together, the Member States can better decide together and thus prolong what we have experienced this night: the European renaissance.
ParlaMint-FR_2020-07-21-E1016.u82	Amen!
ParlaMint-FR_2020-07-21-E1016.u83	The Prime Minister has the floor.
ParlaMint-FR_2020-07-21-E1016.u84	[[Applause on the benches of the LaREM and MODEM groups]] As always in times of crisis, France has been at the rendezvous of European integration. [[Exclaims on the benches of the LR group]] I remind the national representative that she did so in the footsteps of General de Gaulle and Chancellor Adenauer.
ParlaMint-FR_2020-07-21-E1016.u85	Apostate! Imposter!
ParlaMint-FR_2020-07-21-E1016.u86	Who do you think you are? A little modesty!
ParlaMint-FR_2020-07-21-E1016.u87	In five minutes, he will quote François Mitterrand!
ParlaMint-FR_2020-07-21-E1016.u88	[[Same movements]] It is once again the Franco-German alliance, carried by the President of the Republic and the Chancellor, which was at the origin of this historic agreement. I lived, like many of you here, the previous crisis of 2008-2010...
ParlaMint-FR_2020-07-21-E1016.u89	With Nicolas Sarkozy!
ParlaMint-FR_2020-07-21-E1016.u90	You weren't a traitor at the time!
ParlaMint-FR_2020-07-21-E1016.u91	... which had posed essential problems to which we had devoted immense energy. At the time, Europe had not been at the meeting either in budgetary matters or in monetary matters. After a recovery phase, this had led to a period of austerity that was particularly detrimental to our country and the French.
ParlaMint-FR_2020-07-21-E1016.u92	We got up without Europe!
ParlaMint-FR_2020-07-21-E1016.u93	It's not good to criticize his old boss!
ParlaMint-FR_2020-07-21-E1016.u94	We know today that it will be different. The agreement reached in Brussels, after fierce negotiations – probably the longest at a summit of this nature – is accompanied by a profound evolution since the beginning of the health crisis of the European Central Bank's attitude, in which France and Germany played a leading role. New fiscal policy, new monetary policy: we had not obtained them in the past with such magnitude.
ParlaMint-FR_2020-07-21-E1016.u95	Tartuffe!
ParlaMint-FR_2020-07-21-E1016.u96	Europe is taking care of us; Europe comes to protect us. That's his role.
ParlaMint-FR_2020-07-21-E1016.u97	Anything! How much is it gonna cost?
ParlaMint-FR_2020-07-21-E1016.u98	We will benefit very directly from the European Recovery Plan, to the tune of about 40 billion, to finance our national recovery plan. Such an amount is unprecedented and significant.
ParlaMint-FR_2020-07-21-E1016.u99	Who's gonna pay?
ParlaMint-FR_2020-07-21-E1016.u100	Tell the truth, we're going to create a European tax!
ParlaMint-FR_2020-07-21-E1016.u101	How much would we have liked in the past to dispose of half that amount!
ParlaMint-FR_2020-07-21-E1016.u102	Where's sovereignty?
ParlaMint-FR_2020-07-21-E1016.u103	We intend to do more to change Europe's competition policy and external customs policy, to green its fiscal policy, to promote the emergence of great European champions. [[Applause on the benches of the LaREM and MODEM groups as well as on several benches of the Agir ens group]] Yes, a new path is opening up, at the origin of which France is located. We intend to continue along this path and go further.
ParlaMint-FR_2020-07-21-E1016.u104	Mrs Annie Genevard has the floor.
ParlaMint-FR_2020-07-21-E1016.u105	My question is for the Prime Minister. It was at the heart of the summer, in the midst of an economic crisis, that you wanted to present in catimi the second reading of the bioethics text.
ParlaMint-FR_2020-07-21-E1016.u106	Yes! Assume it!
ParlaMint-FR_2020-07-21-E1016.u107	[[Mrs. Agnes Thill applauds]] On 14 July, the President of the Republic did not say a word on the subject. Not a word in your general policy statement either, Prime Minister. However, this is one of the first texts that the Government you are leading submits to Parliament. No one would understand that you were silent on such a fundamental text, unless you wanted to get away from it. [[Applause on the banks of the LR Group. – Mr MeyerHabibapplauditedalso]] Prime Minister, I'm waiting for you to respond. You can't get away, you're the leader of the majority. That is why I solemnly ask you a simple question: what is your opinion on this text?
ParlaMint-FR_2020-07-21-E1016.u108	[[Noise protests on the benches of the LR group. – Applause on the benches of the LaREM and MODEM groups]] The Minister for Solidarity and Health has the floor. [[Huties on the benches of the LR group]] Minister, wait. [[Brouhaha persistent on the benches of the LR group]] [[Applause on the benches of the LaREM and MODEM groups]] [[Huties on the benches of the LR group]] Stop the childishness. The Government shall reply by the voice of the Minister of its choice. That's the rule. It applies at all times and to everyone. Mr. Minister, and he alone has the floor.
ParlaMint-FR_2020-07-21-E1016.u109	We haven't seen him in committee for a minute!
ParlaMint-FR_2020-07-21-E1016.u110	It's a hijacking!
ParlaMint-FR_2020-07-21-E1016.u111	Chicken wet!
ParlaMint-FR_2020-07-21-E1016.u112	Fool!
ParlaMint-FR_2020-07-21-E1016.u113	Listen to the answer!
ParlaMint-FR_2020-07-21-E1016.u114	You will have noticed, Mrs Genevard, I am not the Prime Minister. I understand that you are sad, but know that we are not one, but three ministers responsible for the bioethics bill: Éric Dupont-Moretti, for justice, Frédérique Vidal, for higher education and research, and myself, for solidarity and health. I had the opportunity to answer the same question asked by your colleague Patrick Hetzel two weeks ago. You used the same expression: "in catimini" to qualify the conditions for examination of the text.
ParlaMint-FR_2020-07-21-E1016.u115	What a lack of courage!
ParlaMint-FR_2020-07-21-E1016.u116	I had pointed out to your colleague that more than a year of legislative work was a very long time for a catimini examination. In addition, it had been preceded by the work of the National Ethics Advisory Committee, the Parliamentary Office for Scientific and Technological Options.
ParlaMint-FR_2020-07-21-E1016.u117	What does the Prime Minister think? Nothing? What a lack of courage!
ParlaMint-FR_2020-07-21-E1016.u118	What cowardice! And in the middle of the summer!
ParlaMint-FR_2020-07-21-E1016.u119	The special committee, in which you have taken an active part, the Member, has already voted twice. The majority and opposition in the Senate were able to speak for the first time and will do so again. [[Applause on the benches of the LaREM and MODEM groups]] The bioethics bill, which carries with it social, societal, medical and scientific advances, is expected by a large part of the French population.
ParlaMint-FR_2020-07-21-E1016.u120	No one believes you!
ParlaMint-FR_2020-07-21-E1016.u121	[[Same movements]] Beyond the societal issues that oppose part of your group to part of the majority, the text addresses other subjects of major interest for the advancement of science and health in our country, which fully justify its adoption within the time constraints. I look forward to being with you next week in this House to pass this beautiful bill at second reading.
ParlaMint-FR_2020-07-21-E1016.u122	We, we, do not rejoice!
ParlaMint-FR_2020-07-21-E1016.u123	Mrs Annie Genevard has the floor.
ParlaMint-FR_2020-07-21-E1016.u124	[[Applause on the benches of the LR group]] Prime Minister, we would have liked to hear from you about the removal of the father in the conception of a child, in disregard of his best interests. It is a change of civilization, according to the defenders of the text – it is not we who say it, it is you. [[Same moves. – Mrs Agnes Thill also applauds]] We would have liked to hear you on the rewriting of the law of filiation; on the exchange of oocytes within couples of women that is a form of pregnancy for others that you claim to oppose; on the sorting of embryos to detect disability, in contradiction to the inclusion that we all advocate; on the monstrous mixture of animal and human cells, transgressing the barrier of species. [[Applause on the benches of the LR group. – Mrs Agnes Thill and Emmanuelle Ménard as well as Mr Meyer Habib also applaud]] That is the reality of this bill that crosses ethical boundaries that you, Prime Minister, have chosen not to say anything about.
ParlaMint-FR_2020-07-21-E1016.u125	The Minister has the floor.
ParlaMint-FR_2020-07-21-E1016.u126	[[Applause on the benches of the LaREM and MODEM groups – Hued on the benches of the LR group]] Twenty-two seconds will never be enough, honourable Member, for me to tell you, beyond my respect for your beliefs and your work, what the words you have used, "sort" and "chimer", inspire me, not to mention the finger that you point to a bill that is not the one you describe, which, on the contrary, addresses the subjects of love, family, filiation, research, health. [[Applause on the benches of the LaREM and MODEM groups, some members of which stand up – Live exclamations on the benches of the LR group]] This bioethics bill does not deal with anything else, and you should pay attention to the terms that you use, Member, because behind them are families, who suffer and hear you.
ParlaMint-FR_2020-07-21-E1016.u127	Let us find our minds and listen in silence to Mr Xavier Batut.
ParlaMint-FR_2020-07-21-E1016.u128	My question, to which I associate my colleague Séverine Gipson, is addressed to the Minister for Agriculture and Food. France is the world leader in flax production. Norman farmers provide 60%, followed by Hauts-de-France and Île-de-France. In a context of an unprecedented health crisis, Asia, which imports 80 per cent of the production of our regions, has brutally cancelled its orders. While the flax grubbing-up campaign has begun in our territories, the cessation of exports has serious consequences for the entire industry, starting with the 6500 French linists who are now dependent on the world textile market. In addition, transformers, that is to say, the dyers, the combs, the yarns, will be subjected to this cyclical crisis which, in the coming months, could slide towards a structural crisis. A natural fibre, flax has considerable advantages. Moreover, its characteristics make it possible to produce bio-sourced products. I met with several of my fellow Members of the House of Commons the various players in the flax industry in France. While they have appreciated the emergency measures decided in the context of the health crisis, they expect strong measures in the short term. First of all, the first players in the sector should be accompanied for the financing, storage and entanglement of straw or yarn. Support should then be given to professional organizations that promote flax to the general public in order to boost consumption. In the medium term, it will be necessary to provide financial support for the steps that the industry will take to innovate in research and development, particularly for the technical destination of this fibre, in order not to depend entirely on Asia. Finally, the automotive, aeronautics, renewable energy and clothing sectors benefit from accompanying measures by the State. As the latter is also a donor, it is necessary to take into account flax, which has added values in relation to fossil fibres. What action plan is planned to preserve the dynamism of the flax industry and how to integrate it into the recovery plan?
ParlaMint-FR_2020-07-21-E1016.u129	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2020-07-21-E1016.u130	[[Applause on several benches of the LaREM group]] The flax sector, like all agricultural sectors, will benefit from the agreement reached last night because this historic European agreement strengthens the common agricultural policy.
ParlaMint-FR_2020-07-21-E1016.u131	That's not true!
ParlaMint-FR_2020-07-21-E1016.u132	This agreement, which will make it possible to pursue a common agricultural policy with greater solidarity, to finance ecological transitions and to preserve the budget, is the result of the commitment of the President of the Republic and France to the European partners to have the first proposal of last year revised considerably upwards. [[Applause on the benches of the LaREM group]] From the Brussels summits, I go back down to the Norman plains and the Hauts-de-France region where a terrible challenge awaits us: to accompany and promote the flax industry, which is a field of excellence even if it remains unknown. At the initiative of several parliamentarians, I now wear a linen tie made in France, to testify to the excellence of this industry.
ParlaMint-FR_2020-07-21-E1016.u133	Absolutely.
ParlaMint-FR_2020-07-21-E1016.u134	[[Applause on the benches of the LaREM group]] We must push for promotion, storage, despite the difficulties. We must also include the flax sector in the recovery plan, as well as the other agricultural sectors. I am committed to helping this sector, both at Brussels and at national level.
ParlaMint-FR_2020-07-21-E1016.u135	Socks are made in China.
ParlaMint-FR_2020-07-21-E1016.u136	Mrs Brigitte Kuster has the floor.
ParlaMint-FR_2020-07-21-E1016.u137	[[Applause on all benches]] Madam Minister of Culture, just over a year after the fire of Notre-Dame, the Cathedral of Nantes was, in turn, the prey of the flames and a new misfortune struck our national religious heritage. I am glad, of course, that the two cathedrals are no longer in danger a priori, and I salute the incredible courage of the hundreds of firefighters who intervened to save these two buildings. In the face of the perils that threaten the national religious heritage, it is necessary to question the financial means that would make it possible to secure the cathedrals. Of course, a €2 million plan was adopted in 2020 to provide for this, but this first step is unfortunately insufficient. Indeed, the report drawn up in 2019 by our colleague Gilles Carrez revealed that, of the eighty-seven cathedrals owned by the State, only twenty-two are in good condition. On the other hand, forty-seven are in a state deemed average, fifteen are in poor condition and two are even considered in a state of partial peril! This diagnosis is alarming and this unacceptable situation cannot continue. [[Applause on the benches of the LR group. – Mrs Agnes Thill also applauds]] You therefore inherit a difficult situation, but the urgency requires that the State, the owner of these buildings, assume its responsibilities. As the new Minister of Culture, what actions do you intend to carry out and what additional means do you intend to put at the service of the security of cathedrals?
ParlaMint-FR_2020-07-21-E1016.u138	The Minister for Culture has the floor.
ParlaMint-FR_2020-07-21-E1016.u139	First of all, let me thank you for the action you are taking at the head of the information mission to monitor the application of the law for the conservation and restoration of Notre-Dame Cathedral in Paris and instituting a national subscription for this purpose. I also welcome the work of your colleague, Raphaël Gérard, who was rapporteur for this mission and has been particularly involved in the defence of heritage. He is seriously affected by the coronavirus and I wish him a speedy recovery. You welcomed the actions of the security forces, the Nantes and Ille-et-Vilaine firefighters. I also thanked them, together with the Prime Minister and the Minister of the Interior, for their remarkable work. I also thanked the services of the Regional Directorate of Cultural Affairs for moving the works of art located in the cathedral.
ParlaMint-FR_2020-07-21-E1016.u140	That's not the point.
ParlaMint-FR_2020-07-21-E1016.u141	[[Some exclamations on the benches of the LR group]] Thanks to the then Minister of Culture, Franck Riester, a plan to ensure the security of the cathedrals had been launched.
ParlaMint-FR_2020-07-21-E1016.u142	A great minister!
ParlaMint-FR_2020-07-21-E1016.u143	He was so good that he was fired! No one realized he was a Minister of Culture!
