ParlaMint-FR_2020-07-28-E1022.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2658, 3181).
ParlaMint-FR_2020-07-28-E1022.u24	[[Exclaims on the banks of the LaREM Group]] Take the microphone to answer instead of spreading rumors behind your masks! Go ahead, ask for the floor! Let's discuss your conception of filiation. We have one, we do not say that it corresponds to the truth, we do not impose it. We want to debate. Let us not remain on false arguments such as love, affection or I don't know what, which allow us to avoid going to the heart of the problem. Parentage is a deep question. This refers to what we are, both in our body, on the emotional level – this dimension of course exists – and from the point of view of social recognition. We cannot base filiation on the only biological pillar because having a child is not just a matter of gametes. Nor can it be based on the only emotional pillar because it is not enough to love a child to be a father or mother. Finally, it cannot be based solely on the social pillar, which has a random, temporary part, because the intimate dimension must be taken into account. We assume the importance of these three pillars: biological, emotional and social. [[Applause on several benches in the LR group]] Minister, please tell us what your conception of filiation is at the bottom of your guts, and we will then be able to debate it.
ParlaMint-FR_2020-07-28-E1022.u25	I call Mr Patrick Hetzel to support Amendment No. 131.
ParlaMint-FR_2020-07-28-E1022.u26	Several fundamental questions arise. We would like to hear from you, Minister, and to know the position of the Government on these points. First of all, article 1 profoundly alters filiation by deleting the reference to the father of the filiative legal model. Have we measured the risks that this represented? Because this time, it is in the name of society that, from the start, ex ante, we will create father's orphans. Do you assume that? When the question is put to our fellow citizens in these terms, they are largely opposed to your project. In addition, in this article, you remove the therapeutic purpose of the AMP. Is it possible, in turn, that fertile heterosexual couples may use this technique, allowing them to better select the unborn child through expanded diagnoses within the framework of the LDC? Minister, can you answer us on this point, too? Is there not a risk of reproductive commodification, as stated by the National Ethics Advisory Council, the NCCE, which considers, in one of its reports, that the questioning of the principle of free elements of the body, threatened by an increasing demand for gametes, could destabilize the entire French bioethics system today? Are you assuming this destabilization? On the other hand, in the name of the principle of equality, does the LDC not inevitably lead us to GPA, gestation for others? Mr Minister, you are a doctor and not a specialist in law, but do not underestimate the strength of the principle of equality. When women's couples and women alone are given access to the LDC, how can we eventually refuse, in the name of this principle of equality, to male couples or men alone to use GPA? I will conclude by quoting a 2005 CCNE report: "The AGP has always been designed to solve a medical sterility problem and not to help with a sexual preference or choice of sex life. The opening of the MPA to homoparentality or to individuals alone would in fact open this recourse to any person who expressed the desire for it and would perhaps be an excess of the individual interest in the collective interest. Minister, do you take such a course? The NCCE added, in the same report: "Medicine would simply be convened to satisfy an individual right to the child. » [[Applause on several benches in the LR group]] On such fundamental issues, why would what was true in 2005 not be true in 2019? With this bill, would it not be, as my colleague Marc Le Fur has excellently explained, inevitably creating a right to the child? If that is the case, we can see that we are crossing a new red line. Minister, we want to hear from you, you can't get away again.
ParlaMint-FR_2020-07-28-E1022.u27	Mrs Emmanuelle Ménard's amendment No 151 is being defended. Mrs Annie Genevard has the floor to support Amendment No. 350.
ParlaMint-FR_2020-07-28-E1022.u28	I would like to delete article 1 – in particular paragraphs 13 and 14, which open up medical assistance for the reproduction of women's couples, deny the child the possibility of a probable sonage and permanently deprive him of a father. This amendment, which is not imposed by any discrimination to be combated, ignores the best interests of the child. It raises the risk of harm that the State may have to account for when children deliberately deprived of a father seek redress. The aim is therefore to maintain the conditions in force for access to the MPA, which must be allowed only to a couple of living men and women of childbearing age. These conditions pursue the essential objective of providing the child with a probable parentage. [[Applause on several benches in the LR group]] One of our colleagues blamed us for not wanting homoparentality. However, homoparentality was enshrined in the 2013 law, which allows homosexual couples to adopt a child. Homoparentality therefore exists in law. This is not what is at stake with Article 1; What is at stake is the possibility of procreation for a couple of women and tomorrow, perhaps, alas, for a couple of men.
ParlaMint-FR_2020-07-28-E1022.u29	Amendment No 444 by Mrs Agnes Thill is being defended. I call Mr Pauget to support Amendment No. 544.
ParlaMint-FR_2020-07-28-E1022.u30	I have a simple question, minister: on behalf of equal rights, what are you going to answer to the couples of men who, in the year following the promulgation of this text, will ask you for the right to have a child? Answer us today, which will eventually allow our vote to evolve.
ParlaMint-FR_2020-07-28-E1022.u31	Evolute on your vote? Who can believe it?
ParlaMint-FR_2020-07-28-E1022.u32	All right, Mr. Pauget!
ParlaMint-FR_2020-07-28-E1022.u33	I call Mr Thibault Bazin to support Amendment No. 814.
ParlaMint-FR_2020-07-28-E1022.u34	We must measure the consequences of this article. Rest assured, minister, by answering the following questions. Is this article not likely to lead to the widespread LDC without gender, including heterosexual couples suffering from no pathology but allowing them to better select the unborn child through expanded diagnoses within the LDC?
ParlaMint-FR_2020-07-28-E1022.u35	Of course, it's a risk!
ParlaMint-FR_2020-07-28-E1022.u36	In responding to adult suffering, is it not likely to cause suffering in some children conceived in this way, as shown by the experience of children born since 1994? Is it not possible to make the maintenance of the free gametes illusory given the dreaded inadequacy of gamete donations that would worsen the scheduled lifting of anonymity?
ParlaMint-FR_2020-07-28-E1022.u37	It's written!
ParlaMint-FR_2020-07-28-E1022.u38	[[Xavier Breton applauds]] Secondly, is there not a major inequality between children who will have the right to a father and a mother, those who will have two mothers, those who will have a mother alone, those who will have biological ancestry and those who will have none? What about medicine, whose human and financial resources are not extensible and which already has difficulty facing the challenges it faces? What future for the medical relationship if the means are no longer focused on responding to pathological situations? Finally, if there are no longer objective criteria, if medicine only makes a subjective assessment of the suffering of women wishing to receive a child without suffering from pathologies by preventing it, is it not likely to create injustice?
ParlaMint-FR_2020-07-28-E1022.u39	Mr Julien Aubert has the floor to support Amendment No. 1059.
ParlaMint-FR_2020-07-28-E1022.u40	I propose to delete one of the advances in the bill,...
ParlaMint-FR_2020-07-28-E1022.u41	It's a so-called breakthrough!
ParlaMint-FR_2020-07-28-E1022.u42	... i.e. the opening of the technique of medical assistance in reproductive health to couples of women and to women alone. First of all, ethics does not change according to the moment: an ethical rule...
ParlaMint-FR_2020-07-28-E1022.u43	Must be perennial!
ParlaMint-FR_2020-07-28-E1022.u44	... must be valid in 1995 as well as in 2015 or 2025. Otherwise, it's not about ethics, it's about something else. I remember the debate a few years ago, not so long ago, where we were told that never before would the expansion of the LDC be carried out for ethical reasons. Now you explain to us that ethics has changed or that the world has changed.
ParlaMint-FR_2020-07-28-E1022.u45	That's right!
ParlaMint-FR_2020-07-28-E1022.u46	That should make us think first and foremost about our conception of ethics. Secondly, this "advance" changes the meaning of the terms of equality: the LDC has been invented, set up to restore equality between fertile heterosexual couples and those who are sterile. By decreeing it now open to homosexual couples, you are trying to create equality between heterosexual couples and other types of couples. Today they are women's same-sex couples; Tomorrow, you will have to face the legal debate about male homosexual couples with the GPA. This is what Mr Breton pointed out earlier: law is inventive and all forms of marriage, all forms of union are conceivable, the imagination of law being the only limit. Finally, at the heart of this proposal is the idea that will creates filiation. I register falsely against this idea. Certainly, in filiation there is a conviction, a part of subjectivity, of will – that of being a parent and that of educating. This dimension should not be denied, but filiation is complete only if it contains a material element. Indeed, the will, it changes, the conviction, it changes. We can build a union on will, but, as you know, there are unions that are breaking down. However, for the best interests of the child, what is important is that he or she keeps his or her parents. This will is only valid if, I repeat, there is also a material element, namely the biological link. This you do not want to accept, you want to reduce the act of being a parent to the sole will of the individual. I think this is a mistake because by denying this biological element, well, you are undermining the union in question. When you're out of line, there's no limit. The law actually rewrites the modes of union and the modes of paternity and motherhood that it desires. What a majority can do, another majority can undo. Your text is therefore a source of instability. See what was done with the law of the sea: in the 17th century, the maritime border was the coast, that is, the line of separation between land and the sea; And then, one day, it was decided that it would be at 12 nautical miles, within gun's reach; Another day, it was decided that it would be 300 nautical miles – and why not 350 miles or 250 miles?
ParlaMint-FR_2020-07-28-E1022.u47	What does it have to do with the text?
ParlaMint-FR_2020-07-28-E1022.u48	[[Applause on several benches in the LR group]] What guarantees, then, that the limit you set for the LDC, your successors, in the same way as it was for the maritime border, will not decide to set it further by accepting the GPA, even assuming that they are not going any further?
ParlaMint-FR_2020-07-28-E1022.u49	Mrs Blandine Brocard has the floor to support Amendment No. 1259.
ParlaMint-FR_2020-07-28-E1022.u50	"The doubt is a tribute to the truth," said Ernest Renan. I address myself to those who doubt, to those who have the courage to doubt, for it takes courage, to make a way between the certainties of some and the convictions of others.
ParlaMint-FR_2020-07-28-E1022.u51	Bravo!
ParlaMint-FR_2020-07-28-E1022.u52	How can we know what is right for women, what is good for children, what is desirable for our society? How can we not question the consequences, for some, of a decision for others? How can we be sure of what must be done or what must not be done? How can we be assured that what is good for some will be good for all? So it is to you who doubt that I am addressing myself, in order to share the too many questions that I ask myself, as far as I am concerned, with great humility. [[Applause on several issues of the LRandUDI-I groups]] What are we talking about and, above all, who? Equal rights or protection of the weakest? Women who want to have a child, their present pressing desire or the possible suffering of children for whom an artificial filiation is being built a posteriori? If the desire of the child is lively and legitimate, should the will of the adult not withdraw to avoid hypothecizing a future random construction of the child? Can our laws therefore decide and institutionalize the fact that a child, in order to grow up well, does not a priori need a father? The laws of the Republic must first and foremost be prudent and protect the most vulnerable. And in the area we are dealing with, it seems to me that the famous precautionary principle must prevail more than ever.
ParlaMint-FR_2020-07-28-E1022.u53	That's right!
ParlaMint-FR_2020-07-28-E1022.u54	[[Applause on the benches of the LR group and on many benches of the IDU-I and LT groups]] For my part, I am exercising my mandate, and that is how I consider, despite all the doubts and sincere questions I have just expressed to you, that you propose a measure whose consequences you leave on the most vulnerable of us, the child, in abeyance. Thank you, colleagues, who have the courage to doubt.
ParlaMint-FR_2020-07-28-E1022.u55	Amendment No 1314 by Mr Le Fur is being defended. Mr Pascal Brindeau has the floor to support Amendment No. 1370.
ParlaMint-FR_2020-07-28-E1022.u56	It is forbidden: Mrs Brocard has said everything.
ParlaMint-FR_2020-07-28-E1022.u57	I call Mrs Emmanuelle Anthoine to support Amendment No. 1673.
ParlaMint-FR_2020-07-28-E1022.u58	Much has already been said, so I will insist on one point: the reality of the device. Once you accept the principle of such an extension of the MPA, you have to confront it with the reality of the device and you know that this reality is that of a medical technique that is sophisticated, that fails four times out of five, that represents a cost to the community and that consumes a scarce resource. It is clear, therefore, that extending the GPA to women's couples and single women may exacerbate the shortage of donations. However, due to the lack of donors, couples using AMP with third-party donors due to infertility must already wait between one and three years before they can benefit from a gamete donation. Thus, by widening the scope of gamete donation recipients, the shortage will worsen. And in the face of this shortage of donations, the extension of the AGP exposes us, as the National Ethics Advisory Committee points out, to a growing commodification. Our colleague Hetzel stressed this point earlier: the growing commodification of human gametes will lead to a real business of procreation. [[Mr. Marc Le Fur applauds]] Whether you like it or not, there will therefore necessarily be conflicts of access to the resource, with the need to reject some parent projects on the one hand and the need to manage a queue on the other. So, minister, how do you envisage these upcoming arbitrations?
ParlaMint-FR_2020-07-28-E1022.u59	Amendment No 1756 by Mr Pierre Cordier is being defended. Mrs Valentin has the floor to support Amendment No. 2050.
ParlaMint-FR_2020-07-28-E1022.u60	By stating that this section is intended to "respond to a parenting project" to gain access to artificial insemination, the bill moves from the child's right to a child's right. In addition, the AMP is diverted from its original object in response to a medical infertility aimed at a couple between a man and a woman. Thus, this article replaces the medically found infertility condition between a man and a woman to access an MPA to a "social infertility" including women's couples and unmarried women. [[Mr. Marc Le Fur applauds]] It is therefore appropriate to delete this article, which introduces into the Public Health Code a provision which is not directly related to a medical activity.
ParlaMint-FR_2020-07-28-E1022.u61	I call Mr Perrut to support Amendment No. 2106.
ParlaMint-FR_2020-07-28-E1022.u62	We are at the heart of an important subject that affects both society and law. Your project leads us to a very uncertain future that Members on a number of benches do not want. Article 1 makes a fundamental change in the provision of medical assistance for reproduction by abolishing the therapeutic purpose on which medical intervention is based. We know how many couples who can't have children always look forward to the day of life. It is known how important this reproductive medical assistance is for everyone. By opening the MPA to couples of women and single women, article 1 is associated with article 4, which proposes a reform of the law of filiation whose scope is not at all controlled. Xavier Breton and other colleagues have just mentioned this filiation which cannot exist without a biological link: will is not enough. Your design is not ours, Mr. Minister of Health, which is why we need to hear from you about it. [[Applause on a few benches of the LR group]] Article 1 breaks in depth with the law previously applicable to medical assistance in procreation, even though successive legislators had never affected the general balance of the 1994 bioethics law. It is known how important reproductive health care was to couples formed by a man and a woman involved in a parenting project. Today, you want to extend the MPA to another area, to women between them, with, of course, a possible opening on the GPA. So you are proposing a right to the child. That's why we can't follow you.
ParlaMint-FR_2020-07-28-E1022.u63	Mrs Josiane Corneloup has the floor to support Amendment No. 2117, the last identical amendment in this series.
ParlaMint-FR_2020-07-28-E1022.u64	[["Very good! » and applause on many benches of the LR group]] Article 1 expands access to reproductive health assistance for women's couples and single women and thus directs the purpose of the GPA towards a right to the child. By removing the current conditions for access to the AMP, which target couples composed of a living man and woman, who are confronted with a medically found infertility, or the risk of transmission to the child or a member of the couple of a disease of particular severity, the AMP is diverted from its palliative object for medical cases.
ParlaMint-FR_2020-07-28-E1022.u65	Mr Jean-Louis Touraine, rapporteur of the Special Committee, has the floor to give the Committee's opinion.
ParlaMint-FR_2020-07-28-E1022.u66	Of course, there is no question of deleting clause 1e r, which is the very basis of the bill. We are therefore opposed to the same amendments. Many of you fear the drift of the LDC for all towards GPA: we cannot accept this extrapolation. It will not be possible to invoke any discrimination since biological differences will by definition be encountered.
ParlaMint-FR_2020-07-28-E1022.u67	You don't know that!
ParlaMint-FR_2020-07-28-E1022.u68	Are you against GPA? That's good news!
ParlaMint-FR_2020-07-28-E1022.u69	[[Exclaims on the benches of the LR group]] I don't teach you anything by telling you that the woman has a child and that the man can't do it. Extrapolation is therefore not possible. The GPA will not be the result of the expansion of the LDC.
ParlaMint-FR_2020-07-28-E1022.u70	Twenty years from now, you won't be here to see him!
ParlaMint-FR_2020-07-28-E1022.u71	However, men can raise children and they can use GPA abroad. There is no impossibility for two men to raise children, but in France, it is impossible for two men to seek procreation.
ParlaMint-FR_2020-07-28-E1022.u72	For now!
ParlaMint-FR_2020-07-28-E1022.u73	Let us accept this and do not infuse fantasies to scare each other! I repeat: the extension of the LDC does not become an authorization of the GPA. Mr. Hetzel, and many of you, have expressed their concern about a shortage of gametes. This shortage already exists; I'm not gonna pretend she'll disappear, but the situation is up to us. Suffice it to ask the Biomedicine Agency to carry out information campaigns on this subject.
ParlaMint-FR_2020-07-28-E1022.u74	Oh, good!
ParlaMint-FR_2020-07-28-E1022.u75	Today, only 7% of men know they can give sperm. It would be enough for a campaign to reach 50 per cent of men for donations to be multiplied by five, which would put us far beyond the demands expressed by heterosexual and homosexual couples. You probably also know that many homosexual men are now proposing to become donors as soon as the law comes into force. This will increase the stock of sperm for women who want to hire an LDC. [[Mr. MounirMahjoubiapplaudit]] [[Applause on several benches of the LaREM group]] I heard that the free gift could disappear. I don't know where that fear comes from. In our country, the law already provides that all donations of blood, organs and gametes must be free of charge. There is therefore no reason to fear a commodification in France. This commodification is effective abroad, where French women who wish to hire a LDC which they do not have access to under French law. In fact, with this bill, we are fighting against commodification! [[Applause on several benches of the LaREM group]] Mr. Aubert, you made a mistake when you claimed that ethics was universal in time and space. I would need time to demonstrate this to you, but know that ethics is nourished by doubt and scientific and societal evolution. There is no ethic today that will be the same in twenty years.
ParlaMint-FR_2020-07-28-E1022.u76	"You won't kill," it dates!
ParlaMint-FR_2020-07-28-E1022.u77	Today, you hate the lack of ethics of the Chinese who would take organs from those sentenced to death. For our country, it's horrible, yet it's important to know that in France, transplants started like this. It is clear, therefore, that today's ethics are no longer that of fifty years ago.
ParlaMint-FR_2020-07-28-E1022.u78	This example is not on the road!
ParlaMint-FR_2020-07-28-E1022.u79	The current understanding of bioethics dates back to 1971. Since the first bioethics law in 1994, we have profoundly transformed many ethical concepts for the benefit of our fellow citizens, and this movement will continue. We do not freeze things; Our successors will make them evolve.
ParlaMint-FR_2020-07-28-E1022.u80	Relativism!
ParlaMint-FR_2020-07-28-E1022.u81	Mr Bazin, you are talking about the right of children to have a father and a mother. This right to a father and a mother does not exist any more than the right to a child exists for adults, for the good reason that one cannot be entitled to a person: one can only be entitled to things. No child has the right to a father or mother, but it is desirable that someone provide for his needs and give him love.
ParlaMint-FR_2020-07-28-E1022.u82	A father and a mother!
ParlaMint-FR_2020-07-28-E1022.u83	[[Applause on the benches of the LaREM group and on several benches of the MODEM, LT and EDS groups. – Exclaims on several benches of the LR group]] Mr Breton, you will grant me that there is no great difference between morals and ethics. On the subject of morality, Albert Camus wrote: "If I had to write a book of morality here, it would have a hundred pages and ninety-nine would be white. On the last one I would write: "I know only one duty, and it is the duty to love". »
ParlaMint-FR_2020-07-28-E1022.u84	Camus was a novelist, not a legislator! That's all the difference!
ParlaMint-FR_2020-07-28-E1022.u85	The Minister for Solidarity and Health has the floor to give the Government's opinion.
ParlaMint-FR_2020-07-28-E1022.u86	I have nothing to add to what the rapporteur has just said excellently.
ParlaMint-FR_2020-07-28-E1022.u87	Between socialists, you get along well!
ParlaMint-FR_2020-07-28-E1022.u88	Three adults want a child, what are you doing?
ParlaMint-FR_2020-07-28-E1022.u89	Mr Breton, I feel like you're back on the subject, but I remember that this is often the case. You ask me about my conception of filiation – I saw well that you knew how to indicate three with your hand. I am a doctor and not a lawyer, so you probably know the legal definition better than I do. From an anthropological point of view, on the other hand, there is not one but several filiations: unilinear filiation, in force in France is the most widespread; the patrilineal filiation that was observed yesterday in ancient Rome and which is now occurring in China and in the Muslim world...
ParlaMint-FR_2020-07-28-E1022.u90	There's polygamy too!
ParlaMint-FR_2020-07-28-E1022.u91	Matrilineal filiation existed in a number of ancient societies. Bilinear filiation corresponds to the requirements of the Jewish religion...
ParlaMint-FR_2020-07-28-E1022.u92	Do you know what relativism is?
ParlaMint-FR_2020-07-28-E1022.u93	[[Applause on several benches of the LaREM group. – Exclaims on the benches of the LR group]] Mr Breton, you ask questions and you scream when you are answered.
ParlaMint-FR_2020-07-28-E1022.u94	It's hysteria!
ParlaMint-FR_2020-07-28-E1022.u95	[[Long protests continue on the benches of the LR group. – Applause on several benches of the LaREM group]] If this continues I will stop answering you, sit down, and then you will scream because I have not answered you. You compare polygamy with the case of women who wish to have a child through a LDC. It's absolutely indecent.
ParlaMint-FR_2020-07-28-E1022.u96	That's not true!
ParlaMint-FR_2020-07-28-E1022.u97	[[Same movements]] I'm asking you to be careful. We started this debate by saying that we did not want to hurt families. You make amalgams like during the debates on marriage for all: we remember your allusions to the trouples.
ParlaMint-FR_2020-07-28-E1022.u98	Ladies and gentlemen, a little calm!
ParlaMint-FR_2020-07-28-E1022.u99	It's unworthy of a minister!
ParlaMint-FR_2020-07-28-E1022.u100	I said that, among Jews, kinship is transmitted by men and Judea by women.
ParlaMint-FR_2020-07-28-E1022.u101	You are unable to answer my question about the case of the three adults!
ParlaMint-FR_2020-07-28-E1022.u102	Minister, I'm interrupting you. Colleagues, you can speak as soon as the minister has finished. The scheduled legislative time gives you the freedom to express yourself when you wish: you will have every opportunity to react to the minister's remarks in a moment.
ParlaMint-FR_2020-07-28-E1022.u103	Mr Breton, you do not mind me not responding to each of your inquiries if they must systematically cause such a brouhaha. There are also poetic definitions of filiation. According to one quote, filiation is "a notion of feelings more than genes." You said, Mr. Breton, that law was stronger than love and that love was a false argument.
ParlaMint-FR_2020-07-28-E1022.u104	What do you do with our example of three adults? Answer the question!
ParlaMint-FR_2020-07-28-E1022.u105	[[Applause on the benches of the LaREM group]] You may think differently, but for my part, I consider love to be the basis of the family home, and that is the most important notion when you want to bring forth, transmit, cherish and educate. In my opinion, love is neither abstract, nor trivial: it is the foundation of a happy family. We all know children raised by single women. It is sometimes because of dramatic accidents in life, sometimes because they were abandoned after making the choice of child care. We also know children born to women's couples because every year thousands of women go to Spain, Belgium and elsewhere in Europe to give birth to a LDC because they want to love and cherish a child. I do not believe that we have lessons of love and education to give to these children and to these parents, especially a priori. [[Applause on several benches of the LaREM group]] I believe in what I see and what I read. As a doctor, I know that a large number of studies have been carried out for years, even decades, on the education of children born to couples of women or single women, on their personal, physical and intellectual development. All the data collected makes you wrong. The criteria for assessing the education and happiness of these children show that they are at least as happy as others, in any case no more unhappy, believe me!
ParlaMint-FR_2020-07-28-E1022.u106	Stop your blablabla on pathos! The three adults, what do you do with them? Answer my question!
ParlaMint-FR_2020-07-28-E1022.u107	Mr. Breton, that's enough!
ParlaMint-FR_2020-07-28-E1022.u108	He can't answer me!
ParlaMint-FR_2020-07-28-E1022.u109	Mr. Breton is right!
ParlaMint-FR_2020-07-28-E1022.u110	We get it, Mr. Breton! Let the minister answer: If you do not like it, you will be able to speak again and ask your question again if you wish. Minister, you have the floor.
ParlaMint-FR_2020-07-28-E1022.u111	[[Claims on several benches in the LR group]] Mr Perrut, you are far too fine a legislator not to know how to distinguish between the LDC and the GPA, which is not part of the text. I remember that during the Assembly's debates on marriage for all, we were told that the adoption by homosexual couples would lead to the troupe – Mr Breton was already talking about it – or to the GPA – you were already talking about it: it was not, and that will not be the case with the text we are considering. We are legislating on the LDC for single women and for women's couples. You are right: there is no right to the child. There are only adults who love, want to love, educate and grow a love. This right, ladies and gentlemen, you have the opportunity tonight to give it to thousands of families who will make thousands of happy children, who will one day thank you for it. [[Applause on many benches of the LaREM group and on several benches of the MODEM groups and Active ens]] Opinion against, therefore, all these amendments to delete Article 1.
ParlaMint-FR_2020-07-28-E1022.u112	Mrs Emilie Chalas has the floor.
ParlaMint-FR_2020-07-28-E1022.u113	I listened carefully to the comments of colleagues and the reply of the rapporteur and the minister, whose wisdom I welcome, and I wanted to share with you my conviction: yes, we must always doubt when we talk about ethics and bioethics. Finally, what is being a parent? What is parenting? I believe that this question is distinct from that of filiation.
ParlaMint-FR_2020-07-28-E1022.u114	Ah!
ParlaMint-FR_2020-07-28-E1022.u115	Being a parent means being worried – everyone on these benches knows that. To be a parent is to love your children unconditionally. It's not the same love you can have for another adult. It's a love – I explained it to my daughter as she grew up – that doesn't fade away, that doesn't stop, that doesn't split up if you have more than one child, but that cumulates and strengthens each parent. To love your children in this way, do you have to be a genitor or a genitor? I don't believe it. Are there any breeders or breeders who are bad parents? Yes.
ParlaMint-FR_2020-07-28-E1022.u116	Yes!
ParlaMint-FR_2020-07-28-E1022.u117	Remember, we are not born parent, we are not born mother, we are. The child's interest is not necessarily to have as a parent – perhaps a bad parent – a genitor or a genitor; Unborn children have the right, above all, to be loved, cherished and educated, the right to exist. [[Applause on many benches of the LaREM group. – Mr. Nicolas Turquois also applauds]] Our group will be able to claim loudly in the years to come that it has given these children the right to be born, to be loved, educated and cherished throughout their lives, unconditionally.
ParlaMint-FR_2020-07-28-E1022.u118	As far as I know, there is no love assurance in this bill!
ParlaMint-FR_2020-07-28-E1022.u119	Mr Julien Aubert has the floor.
