ParlaMint-FR_2020-06-30-O1252.u1	The next item is the oral questions without debate.
ParlaMint-FR_2020-06-30-O1252.u12	Mrs Michèle Victory has the floor.
ParlaMint-FR_2020-06-30-O1252.u13	Thank you, Madam Secretary of State. However, my question was on two points. I had written to Mr.Véran, Minister of Solidarity and Health, about the first of them, in order to understand why a department extremely affected by the crisis of the Covid-19 saw some of its institutions excluded from the premium. We have still not received a satisfactory answer to this question. As for home helpers, 2000 people are affected in Ardèche. It is clear that taking into account the specificities and fiscal wealth of each department will prevent some of them from allocating this premium in the most desirable way. Your answer does not satisfy us.
ParlaMint-FR_2020-06-30-O1252.u14	Mr Fabien Roussel has the floor to put his question, No. 1090, on manipulators in medical electroradiology.
ParlaMint-FR_2020-06-30-O1252.u15	Madam Secretary of State, we all welcome the extraordinary mobilisation of our hospital staff during the health crisis. Their commitment and dedication have saved thousands of lives. The recognition they are expecting now requires wage increases and additional human resources. Among these heroes are those who practice an unknown profession: manipulators in medical electroradiology. It was they who made the thoracic scanners and the pulmonary X-rays necessary for the diagnosis of patients with covid -19. Despite their vital role in the care chain, these 35,000 radio manipulators suffer from a chronic lack of consideration from their guardianship. The latest reforms have even deteriorated their pay and career development. In fact, a radio manipulator, graduated baccalaureate + 3, starts at 1300 euros net per month. After nine years of service, he receives only 1680 euros net. This level of remuneration contributes to the loss of attractiveness of the trade, where it is now difficult to recruit. In addition, radio manipulators are regularly the biggest forgotten of the exceptional premiums paid to caregivers. Even though they were entitled to the covid premium, they had previously been excluded from the so-called Buzyn premium. This injustice feeds a growing malaise in the profession, which feels like contempt. Like their hospital colleagues, medical electroradiology manipulators call for the thawing of the index point and the creation of new posts. Indeed, they are subjected to ever more sustained rhythms. In Valenciennes, a radio manipulator carries out examinations for twenty to thirty people a day. In the hospital community, the hard research of performance and performance undermines the time spent on the patient, the humanity inherent in the caregiving profession. The solution is obvious: for more humanity in our hospitals, more staff is needed. Finally, radio manipulators call for the restoration of their seniority, deleted during the implementation of the PPCR, the protocol on career paths, careers and remuneration. Poorly paid, little considered, they were deprived by this reform of another year granted every ten years. They also ask for recognition of the hardness of their profession. Daily exposed to ionizing radiation, they should be able to have a right to early retirement. Madam Secretary of State, it is high time to hear this profession, which is very invested in its missions, which deserves to be respected and better recognized.
ParlaMint-FR_2020-06-30-O1252.u16	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2020-06-30-O1252.u17	Hospital professionals, as you recalled, have been on the front line to respond to the covid-19 epidemic and have demonstrated exemplary commitment. This is, of course, the case of hospital electroradiology manipulators, who have played a major role in treating patients with covid-19 and adapting care during this period of health crisis. The epidemic occurred at a time when the issue of the attractiveness of many professions arose in the hospital. In particular, in order to respond to this situation and to recognise the commitment of hospital professionals, the Ségur de la santé began on 25 May last with a meeting of the actors of the sector in the presence of the Prime Minister. Conclusions will be made in the coming days and important decisions will be made. These will increase hospital salaries and increase career attractiveness. With regard to manipulators in medical electroradiology, these measures will complement the upgrading of the index grids, completed on 1 January 2020, which resulted in a significant increase in their basic treatment. Since January 2020, the payment of a territorial attractiveness premium has been extended to medical electroradiology manipulators recruited by institutions of the hospital public service and located in territories in tension. This premium, amounting to a gross annual amount of EUR 940, could be awarded to staff whose annual net remuneration is less than the median annual net salary of the hospital civil service. We must now develop a comprehensive and ambitious strategy to support the attractiveness of all professions in the hospital, including radio manipulators.
ParlaMint-FR_2020-06-30-O1252.u18	Mr Jean-Paul Dufrègne has the floor to put his question, No. 1092, on the future of the French hospital.
ParlaMint-FR_2020-06-30-O1252.u19	Madam Secretary of State, I had planned to question you about the transfer of the Dragon 63 helicopter to Lozère during the months of July and August, without consultation with elected officials and health professionals. Professor Schmidt, head of the emergency department of Clermont-Ferrand's university hospital centre – CHU – declared that he had never been closely or far involved in the discussions that led to this decision, which, for him, made no sense. However, last night, the Minister of the Interior, based on the report of the Director General of Civil Security, whom we met on Friday, overturned the decision that the Prefect of Lozère had announced prematurely. We welcome this and I thank the minister for acknowledging this mistake. This story must serve as a lesson. Such decisions must be the subject of an interdepartmental approach. Having recalled this, I would like to draw your attention to the difficulties faced by emergency services in small and medium-sized cities such as Moulins, in my constituency of Allier. We are suffering from a chronic shortage of emergency doctors. At Moulins, there are seven of them, while at least two of them would be needed. In the other two cities of the Allier with an emergency department in the hospital centre, Vichy and Montluçon, the situation is hardly brighter. Every summer, it is a mess and the idea was even issued, before being abandoned, to shut down alternately in each city the emergency department. In Moulins, 70% of hospitalized people go through emergencies. It is therefore the very future of the hospital that can be threatened in the long term if emergency capacity is weakened. Staff are subjected to severely degraded working conditions, which cause exhaustion or even discouragement. Madam Secretary of State, the question of the means available to the hospital, whether in terms of staff or pay recognition, has long been raised. The health crisis that we have just experienced has highlighted these demands and hospital staff are calling, again and rightly, for mobilization today. What policy of recruitment into emergency services does the Government intend to pursue so that hospitals such as that in Moulins can fulfil their public service mission under undegraded conditions? What additional means can you find to alleviate the current difficulties, which will be amplified during the summer?
ParlaMint-FR_2020-06-30-O1252.u20	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2020-06-30-O1252.u21	With regard to the possibility of a temporary transfer of the Dragon 63 helicopter from the Clermont-Ferrand base from 1 July for a period of up to two months, in view of the tensions it caused and the interventions of the elected officials, the Minister of the Interior asked the Director of Civil Security for a report, which convinced him to reconsider that decision; A national gendarmerie aircraft will be temporarily positioned in Mende to cover the relief mission essential to that territory. Despite the constraints, the Government will continue to allocate the necessary resources to assist the inhabitants and tourists of your region during the summer. As for the lack of attractiveness and staff of emergency services, we agree with your observation. Work had been initiated under the "My Health 2022" plan to provide solutions, including the removal of the numerus clausus. Like many other countries around the world, France must increase the number of its doctors, but we know that it will take time. At the same time, we must ensure a better articulation between city medicine and the hospital. The "My Health 2022" plan contributed to this. The Ségur de la santé is also interested in the attractiveness and upgrading of trades; A €6 billion package was announced last week by the Minister of Solidarity and Health for medical and medical-social personnel. We are currently in a phase of consultation, and even negotiation, on four pillars; the upgrading and attractiveness of trades are part of this. It is sometimes by lifting the brakes of everyday life that we allow professionals to exercise their profession in better conditions – the crisis of the covid -19 has shown this. The solutions that will be adopted for health professionals, both in the city and in the hospital, must come from the field.
ParlaMint-FR_2020-06-30-O1252.u22	Mr Sacha Houlié has the floor to put his question, No. 1099, on the reorganization of regional health agencies.
ParlaMint-FR_2020-06-30-O1252.u23	My question is to the Minister of Solidarity and Health, but it may also be of interest to the Minister of Territorial Cohesion. The aim is to learn from the functioning of regional health agencies – RHAs – or rather from their dysfunction. These institutions, created in 2009, are now openly criticized by their breeders, like the president of the AMF, the Association of Mayors of France; The crisis has indeed revealed their weaknesses. The SRAs were supposed to be prefectures of public health, but the transfer of powers at regional level proved difficult to manage a crisis of proximity, thus confirming the dysfunctions we are experiencing. They had been identified, in my constituency, on the occasion of an epidemic of tuberculosis in Smarves. While RSAs are relevant tools for managing large masses – this has been the case for the transfer of patients from one region to another – they are far too heavy, far too distant, far too far away to manage a covid -19 or tuberculosis outbreak. That is why, by drawing on the successes of the departmental units of the regional business directorates, of competition, of consumption, of work and of employment – DIRECCTE – who have had to deal with partial unemployment, or of the prefectures, which have had to manage the opening of markets and the closure of parks, we suggest to departmentalize the functioning of the ARS. What are the Government's intentions and timetable for the reorganization of the State services to bring the SRA closer to the citizens, in particular through a greater presence of the citizens at the departmental level?
ParlaMint-FR_2020-06-30-O1252.u24	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2020-06-30-O1252.u25	The management of the health crisis has highlighted the need to reflect on the evolution of regional health agencies. It will be necessary to strengthen their capacity to adapt the national health policy guidelines to the territories. Indeed, while the regional scale has proved decisive for taking into account the inequalities between territories in the hospital response, in particular in order to pilot the rise in resuscitation capacities, the strengthening of the territorial anchoring of RHAs is now necessary in order to systematize a response of proximity, nourished by a permanent dialogue with the actors of the territory, namely health professionals and local and regional authorities. Let me pay tribute to the commitment of these women and men, agents of the SRA, who, through their mobilization and their daily work over the last few weeks, have helped us to manage the crisis of the Covid-19. The law of 24 July 2019 on the organisation and transformation of the health system allowed us to start a first transformation of the RHAs by strengthening the departmental level. The decision to appoint departmental delegates to the functional positions of departmental directors improves the attractiveness and legitimacy of these positions. The prerogatives of the departmental directors are extended so that they can best exercise their functions in their territory, which is, even more than in the past, identified as the space for building responses to the health needs of our fellow citizens. The work carried out within the framework of the Ségur de la Santé has shown the need to make the action of the SRA more readable at the departmental level, based on territorial forums for dialogue with elected representatives and on a contract of common objectives, based on the model of local health contracts. Many elected officials have put forward proposals to transform the role and missions of the RSAs; The debate is open and we will listen to suggestions from the field. In any case, the answers will be provided under the fourth pillar of the negotiations.
ParlaMint-FR_2020-06-30-O1252.u26	Mr Sacha Houlié has the floor.
ParlaMint-FR_2020-06-30-O1252.u27	We agree on this, which is a good start to moving forward together. The work of SRA officers is not at issue. The question concerns the territorial organisation of SRAs. You have responded in part through the regulatory measures you have announced that draw lessons from the crisis. You refer for the rest to the conclusions of the Ségur de la santé, scheduled for mid-July. Believe me, I'll pay special attention to it.
ParlaMint-FR_2020-06-30-O1252.u28	Mrs Delphine Bagarry has the floor to put her question, No. 1120, on the conditions for the award of the premium to carers.
ParlaMint-FR_2020-06-30-O1252.u29	There are disparities within the same territories that the experiences of caregivers and the population do not seem to justify; Thus, in the Alpes-de-Haute-Provence, only one hospital is eligible for the €1,500 covid premium. In my department, the organization has been defined within the GHT, the territory hospital group: all the services of the hospital centres have been reorganized and the patients hospitalized in the acute phase have been distributed between the two main hospitals, Digne-les-Bains and Manosque. The hospital of Digne, prefecture of the department, has the only resuscitation service of the department; it is the headquarters of the SAMU-centre 15; So he found himself in the front line to take care of and treat the patients of the covid-19. Moreover, the hospital was a referral centre covid -19. However, according to the first announcements, the allocation of the EUR 1500 premium was to concern the reference centres. Yet, despite this commitment, nurses at this hospital are not eligible for the €1500 premium, unlike their colleagues in Manosque. This situation gives rise to a strong incomprehension, a strong sense of inequality, while it is unity and solidarity that have effectively fought against the covid-19 in my territory. It also constitutes an inequality of treatment with the neighbouring departments of the Hautes-Alpes and Vaucluse, even though the number of cases was not less in the Alpes-de-Haute-Provence. One can understand the sense of abandonment of caregivers, who do not feel that they are considered at the level of their investment: they are not under-carers! What criteria and how can such differential treatment be justified?
ParlaMint-FR_2020-06-30-O1252.u30	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2020-06-30-O1252.u31	The management of the covid-19 epidemic required an exceptional mobilization of all hospital staff. In recognition of this, the Government has decided that all personnel should receive a bonus of 500 euros for their engagement during the crisis. Nevertheless, the impact of the epidemic has not been the same across the country. Some departments have been more severely affected and staff in health facilities have been particularly exposed. In order to recognise the special conditions of mobilisation, a premium of EUR 1500 was awarded to these personnel. In addition, in the less affected departments, some facilities have also been at the forefront of the management of patients with covid-19, particularly in some services. By decision of the Director, up to 40% of the staff in these establishments were entitled to an increase in the premium. The hospitals concerned were identified based on the average number of covid-19 positive daily patients hospitalized, reported to the institution's capacity – at least fourteen covid patients -19 received on average during the peak period defined in the decree, i.e. March and April 2020, or a rate of occupancy of hospital beds by patients with covid-19 greater than 15%. These criteria have been applied in the same way throughout the national territory. The regulations governing the premiums provide for an increase in the premium in cases of reinforcement or support of medical evacuations. However, the assessment of the criteria is the responsibility of the institutions. The rapid payment of a premium to all hospital staff was, in our view, a necessary but not sufficient measure. One of the objectives of the Ségur de la santé is precisely to upgrade the professions in this sector. In the coming days, announcements will be made to realize the collective will to recognize the commitment of professionals in the hospital world and their specific role in our social model and to restore the attractiveness of these professions.
ParlaMint-FR_2020-06-30-O1252.u32	Mrs Delphine Bagarry has the floor.
ParlaMint-FR_2020-06-30-O1252.u33	We still do not understand the criteria for allocating the premium. Within the GHT, we see no difference between the hospitals in Digne and Manosque. This unequal treatment leads to a great lack of understanding among caregivers, who feel deeply injured. We therefore ask for a little more details, including how to account for patients diagnosed as positive for covid-19. On the eve of the conclusions of the Ségur de la santé, it seems to me necessary to make adjustments and to dialogue with health professionals who wish to be listened to, in order to regain their confidence as well as that of a population that is now feeling abandoned. The department of the Alpes-de-Haute-Provence is not treated in the same way as its neighbours, in which, it seems, there are proportionately fewer cases. Instead of gathering, this bonus divided. That really wasn't what we needed!
ParlaMint-FR_2020-06-30-O1252.u34	Indeed, the problem arises in many places.
ParlaMint-FR_2020-06-30-O1252.u35	Mrs Caroline Fiat has the floor to put her question, No. 1088, on the restructuring plan for the regional and university hospital in Nancy.
ParlaMint-FR_2020-06-30-O1252.u36	On April 3, 2020, in the midst of the crisis of the covid -19, Christophe Lannelongue, then Managing Director of the ARS du Grand Est, announced that the restructuring plan for Nancy's regional and university hospital centre – CHRU – was maintained. It wasn't a joke! The plan, validated by COPERMO, the Interdepartmental Committee on the Performance and Modernization of the Supply of Hospital Care, provided for the elimination of 498 jobs and 174 beds. Faced with the outcry caused by this announcement, made even though the fragility of our public hospitals seemed to everyone, Emmanuel Macron announced, on April 8, 2020, the dismissal of Christophe Lannelongue. Sign of a turn in his policy of destroying the public hospital? Nothing is less certain, because at the same time, the Prime Minister and the Minister of Solidarity and Health claimed that all these sinister restructuring plans were not removed, but suspended – suspended like a sword of Damocles over the public hospital. At Nancy's CHRU, uncertainty is hovering. All the caregivers who have, for two months, intubated, revived and treated hundreds of patients in deplorable material conditions, wonder: will their hospital lose 500 jobs and 174 beds? The assumption of an abolition of 1000 posts is even relayed in the press. This ineptity doesn't amuse them – it doesn't amuse me either. Nothing has been officially announced yet. I therefore solemnly ask you, Madam Secretary of State: is the plan for the restructuring of the hospital in Nancy, validated by COPERMO, definitively abandoned? After the crisis that we've been through, will the hospital's debt be wiped out? In the midst of health, expectations are strong, your words engage you and all eyes are turned towards you. The officers will meet this afternoon at 2 p.m. in front of Nancy's SRA. I beg you to believe that your answer this morning is very much awaited!
ParlaMint-FR_2020-06-30-O1252.u37	The Secretary of State to the Minister for Solidarity and Health has the floor.
ParlaMint-FR_2020-06-30-O1252.u38	Nancy's CHRU is spread over seven sites, two of which are five kilometres away: Brabois, on the outskirts, and urban hospitals, including historic maternity, in the city centre. You will agree that this break-up in several sites mechanically limits efficiency and performance.
ParlaMint-FR_2020-06-30-O1252.u39	No!
ParlaMint-FR_2020-06-30-O1252.u40	In order to remedy this, the CHRU has for several years begun a reflection on a modernization project, which has focused on a massive consolidation of activities at the Brabois site. This investment of EUR 515 billion will strengthen the location of the establishment in its territory. Presented to COPERMO at the end of 2019, this case received a favourable opinion. The funding plan included not only improved institutional efficiency, but also significant public support, accounting for nearly 63% of the total investment. Today, the analysis prism of this type of file needs to be reviewed. It is up to the public authority to identify the necessary resources and allocate them to health facilities within a framework that will enable them to fulfil the tasks entrusted to them, and this framework will be different. However, the architectural project advocated by the CHRU remains relevant and necessary to guarantee a modern and quality care offer in the Far East. The Secur de la santé will clarify the conditions for applying this project in the wake of the covid -19 epidemic. You get the support of all agents and COPERMO for your project.
ParlaMint-FR_2020-06-30-O1252.u41	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2020-06-30-O1252.u42	Madam Secretary of State, you are bringing good news! You're right, we need a modern care offer. However, with regard to the two sites you mentioned, I would like to point out that the provision of care in the city includes not only a maternity hospital, but also a central hospital with a resuscitation service – I know that, since I have practiced there. During the crisis of the covid -19, we saw well that we lacked resuscitation beds. It is not because there are two hospitals that there are fewer patients! Mathematically speaking, they won't be. We will therefore need at least as many beds – and you have just confirmed that we would not close them – and all the more, if not more staff. Madam Secretary of State, thank you for your answer and for telling me that the restructuring plan announced by Mr Lannelongue was cancelled. That's very good news for Nancy.
ParlaMint-FR_2020-06-30-O1252.u43	I didn't say that!
ParlaMint-FR_2020-06-30-O1252.u44	I call Mrs Laurence Dumont to speak on her question No 1116 on the partial arrangements for activities in public establishments running a public administrative service.
ParlaMint-FR_2020-06-30-O1252.u45	During confinement, activity was, of course, slowed down or even stopped in many economic sectors. Thanks to appropriate health protocols, however, in some of them it has been able to gradually restart. For the world of culture, the prospects for this recovery – in what form? When? - they've been waiting. If the future finally emerges, it will take a long time before the theatres, the concert halls, the cinemas, the operas find their audience, and therefore recipes. The brutal cessation of programming has severely penalized all these cultural places financially. Performances have been cancelled and reimbursements for tickets have been made. This has weakened structures, especially those excluded from partial unemployment measures. Thus, the public institutions running a public administrative service, or SPA, including operas, were denied access to this system for non-permanent artists under private law, who are covered by labour law, as they employ – a decision all the more incomprehensible as DIRECCTE, in Tours, Nancy or Marseilles, had given their consent. This could weaken a significant proportion of artists' employers in France and lead to employment for many years. It therefore seems to me urgent, in the name of equal treatment in the national territory, that all public institutions managing a PPS should have access to the partial unemployment scheme for non-permanent artists under private law whom they employ. Mr Minister of Culture, when does the Government intend to issue such guidelines to all departments and DIRECCTEs in France?
ParlaMint-FR_2020-06-30-O1252.u46	The Minister for Culture has the floor.
ParlaMint-FR_2020-06-30-O1252.u47	Mrs Dumont, you are right: the cultural sector has been hit hard by the health crisis, with economic, social, psychological and, of course, very heavy artistic consequences. The Government has mobilized since the beginning of the crisis to enable this sector to benefit from the cross-cutting arrangements to which other sectors of activity have been entitled. It has sometimes been necessary to interact with professionals in the sector to identify the specificities, in particular legal ones, of certain institutions, certain professions and certain statutes. We have ensured that the beneficiaries of the unemployment insurance scheme of the so-called intermittent entertainment scheme – cultural professionals, artists and technicians of live performance or audiovisual arts – have access to the partial activity scheme. The same was true for short-term contract holders.
ParlaMint-FR_2020-06-30-O1252.u48	Answer the question, minister!
ParlaMint-FR_2020-06-30-O1252.u49	This is what I am doing since I am talking about the partial activity device, which was the subject of your question. The associations also had access to them to pay their employees. This was still the case for public institutions. The scheme has been created to ensure that the institutions continue to pay salaries, particularly in the entertainment sector, despite the drop in revenues that you have rightly mentioned. Unlike associations and companies, however, institutions, which mostly benefit from public subsidies, are not deprived of revenue. However, some of these institutions are facing a decline in revenue, particularly as a result of falling inflows, which for them constitute additional revenue. We have therefore made a very clear commitment to establish an ad hoc fund to ensure that salaries for these institutions are maintained during confinement. If these PPS, which mainly have public resources, cannot benefit from the partial activity scheme, they will therefore not suffer negative economic consequences as long as they retain their employees. The State is therefore at the rendezvous, since it supports these institutions and, through them, employment in the entertainment sector.
ParlaMint-FR_2020-06-30-O1252.u50	Mrs Laurence Dumont has the floor.
ParlaMint-FR_2020-06-30-O1252.u51	[[Minister makes a sign of denial]] This is not the first time I have asked you the question, minister, and this is not the first time you have answered it completely next door – you are talking to me about the intermittents of the show and the employees of the cultural structures, while I am talking to you about non-permanent artists under private law. For these artists, some DIRECCTE have allowed operas, for example those of Caen, Tours, Nancy, Marseilles, to use the partial unemployment scheme. Don't say no, I have copies of these decisions with me! These structures have therefore benefited from the partial unemployment scheme and all the others have not. This unequal treatment is inconceivable. Partial unemployment is a right. However, in some departments there is access and in others there is no access. Again, you have not answered this essential question.
ParlaMint-FR_2020-06-30-O1252.u52	Yes, I do!
ParlaMint-FR_2020-06-30-O1252.u53	The next speaker is Mr Jean-Marie Fiévet, to put his question, No. 1096, concerning the public establishment of the Poitevin Marsh.
ParlaMint-FR_2020-06-30-O1252.u54	In order to give new impetus to the coordination of water management and the preservation of biodiversity in the Poitevin Marsh, France's second wetland, the public establishment of this territory, the EPM, was created in 2010 by the then minister of ecology. The involvement of elected officials and the administration has led to a common and long-term vision for the organization of this institution. Nevertheless, the circular of 5 June 2019 on central government transformation and new working methods has changed the organisation of the EPC. On the ground, however, the proper functioning of this structure was recognized, thanks to experts whose qualities are certain. A change in the management of this public institution would undermine the sustainability of its effectiveness. So, Mr. Secretary of State, could you clarify how this circular is to be applied, as well as the intentions of the Government with regard to public establishments such as that of the Poitevin Marsh, which has 630000 hectares, spans three departments, Charente-Maritime, Vendée and Deux-Sèvres, and two regions, Pays de la Loire and New Aquitaine – territories that you know well?
ParlaMint-FR_2020-06-30-O1252.u55	The next speaker is the Secretary of State for Transport.
