Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-12-20-upper	ParlaMint-NO_2005-12-20-upper.ana.ud142e137	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-20	2005-12-20	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-12-20-upper	ParlaMint-NO_2005-12-20-upper.ana.ud142e308	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-20	2005-12-20	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-12-20-upper	ParlaMint-NO_2005-12-20-upper.ana.ud142e324	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-20	2005-12-20	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-12-20-upper	ParlaMint-NO_2005-12-20-upper.ana.ud142e340	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-20	2005-12-20	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-12-20-upper	ParlaMint-NO_2005-12-20-upper.ana.ud142e356	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-20	2005-12-20	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-12-20-upper	ParlaMint-NO_2005-12-20-upper.ana.ud142e372	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-20	2005-12-20	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-12-20-upper	ParlaMint-NO_2005-12-20-upper.ana.ud142e388	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-20	2005-12-20	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-12-20-upper	ParlaMint-NO_2005-12-20-upper.ana.ud142e404	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-20	2005-12-20	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-12-20-upper	ParlaMint-NO_2005-12-20-upper.ana.ud142e420	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-20	2005-12-20	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-12-20-upper	ParlaMint-NO_2005-12-20-upper.ana.ud142e436	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-20	2005-12-20	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
ParlaMint-NO-en_2005-12-20-upper	ParlaMint-NO_2005-12-20-upper.ana.ud142e452	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-20	2005-12-20	Upper house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-20	-	Reference	English	Chairperson	MP	notMinister	H	Høyre	-	Centre-right	person.INL	Lønning, Inge	M	1938	
