Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e56	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e417	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e427	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e435	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e484	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e535	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e624	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e636	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e680	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e698	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e708	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
ParlaMint-NO-en_2005-12-08-lower	ParlaMint-NO_2005-12-08-lower.ana.ud260e719	Hansard from meeting in the Norwegian Parliament, term 2005-2009, Session 2005-2006, Sitting day 2005-12-08	2005-12-08	Lower house	Term 2005-2009	Session 2005-2006	-	Sitting day 2005-12-08	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.SOH	Hansen, Sigvald Oppebøen	M	1950	
